step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88
1	-1183.143902343469108	-1192.194745723920505	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.768046566710054	-1	2	3	10	6	7	7	8	9	9	9	11	11	13	15	15	14	12	15	14	14	14	22	15	14	20	14	15	16	15	18	18	17	16	18	19	18	19	19	19	18	17	19	21	20	19	19	21	19	18	19	21	18	20	21	20	19	19	22	20	20	19	19	21	19	20	21	20	20	22	23	27	23	22	22	27	23	22	23	23	23	25	29	24	27	25	27	28	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-275.011365439451481	-284.062208819902821	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995480010773979	0	2	3	10	6	8	6	7	9	9	9	11	11	14	14	14	13	12	15	15	15	12	22	14	15	20	14	16	12	16	18	13	16	16	17	17	16	19	18	20	19	17	19	22	19	19	18	21	18	17	20	19	19	16	22	19	17	17	21	20	20	17	19	22	19	19	19	21	20	21	23	22	24	21	22	25	22	21	23	23	22	22	27	22	27	23	26	27	0	1	2	6	3	7	2	7	8	5	8	6	6	11	17	32	22	13	24	24	22	11	61	22	14	63	17	24	9	24	62	22	19	14	34	27	21	49	30	47	37	20	20	70	22	42	34	40	30	28	35	58	37	19	52	15	4	19	45	16	53	21	34	14	34	49	50	49	47	63	40	60	71	66	60	59	61	52	60	53	59	67	59	68	82	59	71	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-262.586178910170531	-271.637022290621871	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988246170936589	-1	2	4	10	6	6	8	9	10	9	8	11	12	13	16	15	12	12	16	15	13	15	22	15	14	16	14	15	13	10	18	19	17	15	18	17	18	19	20	19	17	15	18	21	19	19	20	20	19	19	17	21	16	20	22	19	19	19	23	20	20	20	20	21	17	21	21	21	20	19	24	26	24	22	22	26	21	22	22	21	24	22	29	23	22	25	22	27	0	1	2	11	3	3	5	7	11	6	5	11	9	13	13	29	4	4	17	21	4	29	63	27	30	28	13	25	17	8	33	19	42	29	42	19	27	33	43	28	16	17	29	33	31	41	41	31	53	33	25	62	16	57	32	51	34	41	61	70	15	27	50	35	42	70	46	61	56	19	85	66	68	61	80	63	45	69	31	58	84	67	72	74	52	79	43	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-251.635164446634292	-260.686007827085632	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995401958196176	0	2	3	8	6	5	7	9	10	9	7	12	12	13	16	16	14	10	16	12	15	13	19	16	14	18	11	15	15	15	17	17	18	17	17	19	18	19	19	17	17	15	12	21	20	17	20	22	20	19	18	21	18	21	20	18	20	20	22	19	20	20	19	18	18	20	22	19	18	23	18	28	22	21	21	26	20	22	24	23	23	25	29	23	27	23	27	29	0	1	1	11	6	2	5	7	7	7	6	8	18	27	25	25	22	10	17	27	17	20	69	17	12	34	8	22	14	43	19	30	32	19	30	65	41	31	64	19	28	25	9	50	53	30	31	49	36	41	40	31	15	16	50	30	41	51	61	31	68	34	19	24	16	30	58	46	41	75	41	87	62	68	64	84	68	77	80	48	59	78	72	44	48	61	84	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-254.114879475182192	-263.165722855633533	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983326850772644	0	2	3	10	6	5	8	9	8	9	9	11	11	12	14	16	14	12	15	15	13	13	22	15	13	20	15	16	14	13	18	19	17	15	19	20	17	20	20	18	19	17	19	22	21	17	17	21	19	16	12	21	19	20	21	20	19	20	22	20	18	18	19	21	19	19	18	21	21	21	21	26	22	23	22	27	20	22	23	21	22	23	29	25	27	25	26	27	0	1	1	11	6	3	6	9	5	7	7	11	10	13	21	25	21	8	14	51	12	8	46	25	18	43	22	21	25	12	28	37	16	22	42	40	27	67	15	46	16	17	62	68	46	29	17	77	33	24	7	62	46	41	56	33	31	49	45	28	16	27	28	57	47	31	28	26	35	58	47	86	52	77	37	84	61	60	58	42	43	77	76	44	59	82	74	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-264.271396764143390	-273.322240144594730	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998486979568332	0	2	4	11	5	8	6	7	8	9	9	12	12	11	14	15	14	12	16	14	15	13	21	12	13	20	15	16	14	15	14	19	15	14	18	18	19	17	20	18	17	16	19	21	19	17	19	21	20	18	13	19	19	17	22	20	17	17	21	21	20	20	18	21	18	20	21	20	20	23	20	26	24	20	23	27	19	21	23	23	20	25	26	25	26	25	27	27	0	1	2	9	3	3	3	2	8	9	7	4	10	8	18	51	22	6	16	18	34	4	37	9	12	37	11	30	51	20	24	21	34	18	15	21	36	22	50	42	15	31	38	81	50	30	20	69	65	42	14	35	15	33	49	32	16	33	56	52	45	53	30	56	27	50	49	54	52	48	65	75	75	65	74	84	38	81	23	43	57	70	86	67	75	70	72	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-267.476708600359814	-276.527551980811154	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997786281916977	-3	1	3	10	5	4	7	7	9	10	8	12	12	13	11	13	15	12	13	15	14	15	22	15	11	21	13	16	14	15	18	18	18	17	17	17	16	19	19	18	19	15	20	20	19	19	18	22	18	18	18	18	17	17	20	19	17	19	22	17	20	18	20	20	20	17	21	17	20	22	22	26	23	22	22	26	21	21	24	23	22	22	27	24	25	24	23	27	0	1	2	11	3	2	5	5	6	11	5	15	11	15	10	15	18	10	10	21	16	19	43	27	4	45	15	42	19	18	60	36	24	30	20	20	42	60	60	37	40	19	50	54	62	50	28	78	20	35	54	57	30	20	39	49	24	49	28	17	56	24	53	50	46	42	55	30	31	52	63	73	33	55	43	75	41	49	59	81	62	78	81	41	26	43	70	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-281.450493265884063	-290.501336646335403	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994384584780054	0	1	4	4	6	7	7	9	10	9	10	12	10	13	15	15	15	10	13	15	15	15	22	11	14	19	15	16	17	15	19	19	18	14	16	17	19	20	18	20	18	18	19	20	21	14	18	19	20	16	19	20	18	20	21	20	18	17	19	21	19	18	20	20	18	19	17	20	21	13	23	27	24	22	22	27	24	21	22	14	23	24	29	25	27	24	27	27	0	1	2	1	3	5	5	7	6	5	10	24	6	9	70	80	25	8	24	19	70	14	64	8	70	42	25	16	22	70	62	67	58	12	11	46	29	61	67	39	25	15	58	65	22	18	21	20	61	16	47	51	16	33	62	20	50	17	28	40	53	70	59	32	17	80	28	21	26	13	54	82	75	28	44	79	75	61	54	70	61	38	85	23	73	48	84	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-269.496477003306268	-278.547320383757608	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992496176177506	0	3	4	11	6	6	8	6	10	10	9	11	12	13	16	15	14	11	15	14	14	15	23	13	5	20	15	16	17	12	19	18	18	16	19	20	19	18	20	16	18	18	17	21	16	19	19	21	19	18	17	21	18	18	22	20	19	20	20	21	21	19	16	21	19	21	22	19	20	23	18	27	23	21	22	27	23	22	21	24	23	21	30	20	23	24	26	23	0	1	1	10	1	3	6	25	7	7	25	7	18	13	17	30	9	10	24	13	4	21	26	4	3	42	24	21	27	18	54	51	63	30	71	62	15	15	68	27	28	63	28	38	21	22	51	36	21	12	17	46	29	19	32	49	40	57	65	36	56	45	22	31	29	68	66	51	47	82	14	59	48	46	56	85	61	35	65	31	66	62	76	47	36	78	80	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-270.524278533353481	-279.575121913804821	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993427324703373	-2	3	4	9	6	5	7	8	6	10	10	12	10	13	16	16	14	7	16	15	15	14	23	16	14	20	14	12	15	14	15	18	17	16	19	16	17	17	19	20	18	16	18	21	15	20	19	22	19	18	19	21	19	21	22	17	18	18	22	19	20	18	19	21	18	21	22	20	21	22	21	26	24	23	22	27	24	21	22	18	20	25	24	21	27	25	25	27	0	1	2	9	3	2	6	5	2	7	4	11	5	12	17	22	12	6	21	27	17	14	46	10	28	51	7	13	12	12	13	38	20	30	65	25	29	17	57	41	42	30	19	53	25	37	56	64	31	27	31	24	80	37	39	15	24	29	53	24	53	15	24	51	42	47	80	36	58	26	35	23	75	48	62	67	46	51	41	19	50	74	59	43	77	55	23	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
