step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109
1	-940.120289270067360	-946.975777221026760	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.602532607515731	1	3	4	3	4	3	5	5	4	5	5	5	6	5	6	7	6	8	6	9	8	8	8	8	8	9	10	10	8	10	10	10	10	11	9	11	14	11	12	11	10	11	10	12	12	12	13	11	12	13	12	14	14	13	13	14	14	13	13	15	14	15	15	16	16	16	17	17	16	16	17	18	20	21	19	18	19	19	21	22	20	21	24	21	23	22	24	22	24	24	24	25	24	27	26	26	26	25	27	28	27	27	29	30	30	29	32	32	33	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	2	2	2	3	2	3	3	3	4	3	4	4	4	4	4	4	4	5	5	4	5	5	5	5	5	4	5	7	5	6	5	5	5	5	6	6	6	6	5	6	6	6	7	7	6	6	7	7	6	6	7	7	7	7	8	8	8	8	8	8	8	8	9	10	10	9	9	9	9	10	11	10	10	12	10	11	11	12	11	12	12	12	12	12	13	13	13	13	12	13	14	13	13	14	15	15	14	16	16	16
500	-1091.054760152611379	-1097.910248103570666	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.251181955894431	1	3	4	3	4	3	6	5	4	4	5	6	6	5	6	7	7	9	6	10	9	8	9	8	9	9	10	9	8	11	10	8	10	10	10	11	13	12	12	11	10	10	11	12	11	11	12	10	11	14	12	15	14	14	13	13	15	12	13	13	15	12	15	16	17	17	17	16	17	14	16	19	17	20	19	18	18	19	21	21	19	22	24	21	24	22	23	22	24	24	23	24	25	28	26	25	27	25	27	28	26	28	30	31	30	30	33	32	34	0	1	2	1	6	1	14	1	4	6	5	9	6	3	10	11	4	10	5	22	12	7	15	10	1	9	1	16	14	31	14	4	10	29	6	1	4	4	16	6	16	1	14	6	32	19	19	1	10	12	4	0	12	22	43	1	35	48	1	4	32	41	11	32	36	12	4	44	32	7	4	2	59	6	55	61	65	67	39	19	65	81	23	4	44	50	10	1	78	47	73	58	70	95	31	62	44	74	72	12	20	1	72	62	44	99	31	97	11	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	2	2	3	1	1	1	4	2	2	2	5	6	3	4	2	4	2	3	3	5	2	3	3	3	4	5	3	1	4	2	2	5	2	1	5	5	5	1	5	4	2	5	4	2	4	4	7	10	3	6	4	1	1	1	3	6	1	1	6	9	6	4	8	10	3	6	2	7	7	1	10	6	7	2	5	11	8	13	6	15	9	2	12	2	15
1000	-1361.539314515056731	-1368.394802466016017	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.282841912896910	2	3	4	4	5	4	6	5	3	5	4	6	6	6	4	7	6	8	6	10	9	8	7	8	8	9	10	10	7	11	10	9	9	10	9	11	14	8	11	10	9	11	9	13	13	11	11	11	13	12	12	14	14	13	13	13	14	12	12	15	15	13	15	15	16	17	17	16	16	16	16	18	21	21	19	18	20	19	22	21	20	21	23	19	22	19	24	23	23	24	25	24	24	28	27	26	25	23	27	28	27	27	28	31	31	29	32	32	34	0	1	1	9	4	9	1	1	1	2	1	15	11	9	1	4	8	1	6	3	17	1	10	1	11	13	22	43	4	4	15	3	1	17	1	34	46	1	41	4	1	12	29	20	12	6	22	12	4	22	25	0	42	14	46	11	1	24	22	11	14	20	46	21	25	46	57	62	1	35	50	13	1	57	31	71	62	72	77	77	49	78	47	55	1	1	43	57	1	57	35	57	73	93	13	87	49	75	68	73	41	59	87	56	106	74	92	103	57	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	5	1	4	2	3	1	3	4	2	2	1	2	3	5	2	2	3	3	1	1	2	1	3	4	3	1	1	3	3	2	3	4	2	4	1	2	4	1	4	7	3	3	7	4	1	3	3	3	3	1	2	6	3	2	5	9	4	6	1	4	1	1	1	5	1	5	4	6	7	8	4	12	4	6	5	1	2	12	1	6	2	7	4	10	12	2	11	1	3	4	2	12
1500	-700.704438978252824	-707.559926929212224	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.332681971928741	2	4	4	3	5	3	5	4	5	5	6	6	7	5	7	8	6	8	5	9	8	7	9	8	7	9	10	10	9	9	10	9	10	11	8	12	14	10	12	12	10	12	8	12	12	12	13	10	12	13	13	15	13	13	13	14	14	11	13	15	14	15	15	15	16	14	18	17	16	16	18	18	18	20	19	18	19	19	21	21	20	21	25	21	23	22	24	22	24	24	23	24	24	27	26	26	25	24	27	29	27	26	28	30	28	30	31	31	33	0	1	1	1	6	1	1	4	6	2	4	19	11	6	10	1	6	6	6	21	14	6	10	14	14	15	12	7	43	1	1	10	4	43	4	9	6	1	33	41	21	1	14	4	6	4	1	4	22	21	26	0	27	28	44	58	29	4	14	31	36	59	41	35	57	28	60	6	10	54	69	59	1	73	28	45	62	68	36	46	60	67	77	11	55	69	74	73	61	68	63	68	62	44	47	71	56	58	90	103	22	73	102	6	92	89	102	101	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	3	1	2	2	1	1	3	2	2	1	1	2	2	1	2	5	2	4	1	3	3	5	4	1	2	1	5	1	4	7	5	5	3	4	4	2	1	1	2	1	1	3	2	4	2	1	1	2	3	1	2	1	5	4	1	1	2	7	1	4	2	2	2	4	5	2	2	2	6	5	3	2	3	4	4	3	2	4	7	7	4	6	7	2	1	12	5	1	14	1	2	1	2	15
2000	-838.692797510160631	-845.548285461120031	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.325126195130406	1	4	4	3	5	4	2	6	5	6	4	5	6	5	6	8	5	7	5	9	9	9	8	8	8	9	10	11	8	11	10	11	10	11	9	10	14	12	12	11	10	8	8	11	12	13	14	9	12	13	12	14	14	13	13	14	15	12	12	16	14	16	16	16	16	14	17	18	17	17	17	18	20	20	18	17	19	20	20	22	20	22	24	21	23	22	25	22	24	22	24	25	25	26	25	26	27	25	27	28	28	27	27	30	30	29	32	32	32	0	1	4	7	1	7	1	1	4	2	1	3	1	3	1	7	1	9	1	18	14	9	12	9	1	12	15	27	14	1	10	19	20	16	14	25	2	41	27	25	12	1	4	48	6	4	58	19	14	23	26	0	16	41	31	41	54	19	13	34	27	56	6	57	53	7	36	62	65	23	50	67	62	48	39	37	68	48	35	25	21	73	53	64	78	27	73	1	71	68	82	86	84	84	11	67	85	91	92	103	74	1	95	74	96	87	104	88	6	1	2	1	1	1	2	1	2	1	1	2	1	2	1	2	4	2	1	2	1	2	2	2	3	3	2	3	1	2	6	2	2	1	1	2	2	5	1	1	1	3	2	2	1	5	5	1	3	3	2	1	1	3	2	2	1	1	4	2	2	2	1	6	1	1	5	5	1	1	5	3	1	1	6	2	2	1	8	4	7	5	1	4	3	2	6	2	8	6	3	1	1	2	2	12	6	2	1	1	1	6	9	1	3	2	2	1	4	15
2500	-669.757851129144797	-676.613339080104197	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.338052713947894	2	3	4	4	5	3	5	4	4	5	5	6	7	6	5	7	7	8	5	10	8	8	8	8	7	8	11	11	8	10	11	9	9	11	9	12	14	10	12	11	10	11	11	12	11	12	13	11	12	12	12	14	14	14	13	15	14	12	14	15	14	15	15	16	16	14	17	17	16	14	17	17	20	22	19	18	18	19	21	23	18	21	24	20	23	22	24	22	24	24	25	24	23	27	26	26	26	24	28	28	28	27	29	29	31	28	32	32	34	0	1	1	6	2	1	4	1	1	6	9	2	19	7	1	1	11	1	1	22	13	19	5	6	19	5	21	7	15	17	13	23	10	21	14	22	28	6	2	6	10	6	22	19	41	25	6	12	6	14	41	0	46	10	36	1	16	21	4	13	41	1	16	47	6	6	56	58	61	51	57	6	59	47	69	6	42	56	76	75	68	62	37	12	73	70	68	72	88	73	24	59	79	98	74	98	71	86	97	85	74	62	100	73	106	73	95	92	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	2	2	1	1	1	3	1	1	2	2	2	2	4	1	3	1	2	2	3	4	5	3	3	4	2	4	1	3	5	3	4	4	2	1	1	4	1	7	4	3	5	5	2	6	4	2	4	4	1	3	1	1	2	9	5	5	1	7	4	3	2	2	1	3	5	5	2	4	3	3	2	2	7	4	1	2	2	1	4	1	1	2	2	6	1	5	1	4	3	3	13
3000	-914.082444337428456	-920.937932288387856	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.350010988502976	1	3	4	3	4	4	5	6	3	6	4	5	7	4	5	7	7	8	7	9	8	8	8	9	8	9	9	10	7	10	10	11	9	10	9	12	15	11	11	10	9	9	11	10	13	12	13	11	10	14	12	15	14	13	14	14	14	14	12	15	15	15	15	16	16	16	16	17	17	17	17	17	20	21	19	18	19	19	21	21	20	22	24	22	23	23	22	22	23	23	24	25	23	27	26	25	26	25	27	28	27	25	29	29	30	30	33	32	33	0	1	4	1	4	2	1	11	1	4	9	1	6	2	3	10	4	14	10	8	3	12	3	6	5	14	15	10	10	17	4	10	1	29	4	30	4	4	41	4	25	6	35	4	32	6	49	44	4	39	6	0	5	30	48	10	38	4	4	38	25	4	41	43	28	25	59	47	51	37	50	1	26	44	61	50	23	58	58	61	59	75	88	59	74	76	73	6	57	62	80	90	41	63	92	86	73	86	92	85	95	72	100	74	95	74	83	78	28	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	2	2	1	2	2	1	2	1	2	2	2	3	1	1	3	2	4	1	3	1	6	3	1	3	1	3	1	5	2	4	2	1	2	2	4	1	4	1	2	5	1	5	4	1	4	8	4	2	5	2	2	2	4	1	2	5	5	6	3	2	6	2	3	2	3	2	1	8	1	3	1	6	4	4	2	1	8	6	1	1	3	1	1	2	1	3	1	4	2	6	4	6	15
3500	-1010.016366728879575	-1016.871854679838975	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.369410605788817	2	3	4	3	3	4	6	5	4	5	6	5	6	4	7	6	7	7	6	9	8	9	8	6	7	9	10	11	8	10	11	10	10	11	10	11	14	12	12	9	9	12	10	12	12	12	12	10	12	12	10	14	14	13	14	14	13	14	13	15	15	15	16	15	17	16	14	17	16	17	17	18	20	19	19	19	19	19	21	23	21	18	24	19	23	22	24	22	25	25	25	23	24	26	26	27	25	25	27	28	25	27	29	31	30	29	33	32	33	0	1	4	1	1	4	4	6	4	4	5	9	10	1	10	6	12	16	1	21	10	5	4	14	1	17	12	15	1	24	14	12	9	20	1	40	10	31	48	16	11	12	1	14	20	14	14	12	23	4	4	0	45	32	33	36	34	39	6	43	34	1	11	39	57	4	59	47	6	60	23	14	59	4	65	57	64	20	74	43	75	60	59	4	58	4	68	78	29	73	86	59	52	93	101	90	88	74	73	85	92	94	94	105	102	92	104	104	4	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	4	3	1	2	2	3	2	2	1	3	2	3	1	3	1	4	1	1	2	2	3	3	6	2	4	3	3	2	4	3	1	1	1	3	1	1	1	6	2	3	7	3	2	2	5	1	2	6	1	5	5	5	8	1	3	3	4	1	8	1	2	5	4	5	6	4	2	8	4	1	4	5	1	1	2	1	3	3	3	1	1	1	1	2	3	1	1	16
4000	-832.953362619695326	-839.808850570654727	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.330905743194861	2	4	5	4	4	4	5	5	3	5	6	5	7	4	7	6	6	9	7	10	8	9	8	8	8	10	11	11	8	11	9	9	11	10	8	12	14	9	12	9	11	11	10	10	10	13	14	11	13	14	13	14	14	13	12	14	14	11	13	15	15	15	15	15	16	16	17	17	16	16	14	18	20	20	18	18	18	18	22	22	21	22	24	21	20	22	23	20	24	24	24	26	24	27	26	26	26	24	26	29	27	28	29	29	31	30	32	31	33	0	1	1	1	1	1	4	1	1	5	2	5	12	1	6	14	1	10	1	23	8	14	12	1	14	15	1	10	4	6	14	1	4	25	12	41	22	12	13	2	44	12	21	14	1	4	39	6	1	27	27	0	38	14	3	58	38	38	22	44	12	4	4	59	28	40	55	22	10	53	12	1	1	78	27	61	50	22	66	19	36	64	79	39	62	41	68	72	87	64	5	68	85	83	90	91	77	58	67	85	96	95	88	101	104	99	104	102	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	2	1	1	2	3	1	1	3	2	2	1	1	3	3	2	4	2	3	2	1	2	1	1	2	3	3	1	2	2	4	4	5	2	2	5	2	1	1	3	7	3	2	3	1	1	3	5	6	4	1	2	4	2	2	6	2	4	9	5	1	3	2	2	2	3	5	5	4	1	4	2	6	4	1	1	5	11	6	2	1	1	1	5	8	3	5	1	1	6	1	1	1	3	2	18
4500	-843.845550091096243	-850.701038042055643	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.419625913360096	1	3	3	4	3	4	5	5	3	6	5	5	5	6	6	7	6	8	5	8	9	8	8	8	7	9	10	8	7	10	11	10	8	11	9	10	15	11	12	9	10	12	11	12	12	12	13	11	12	13	12	14	13	11	13	14	15	13	11	14	14	16	15	17	16	13	18	17	16	16	16	19	19	22	19	18	19	19	21	20	20	21	24	21	23	22	25	22	24	22	25	25	24	27	24	26	26	26	24	27	27	27	29	29	31	29	32	32	32	0	1	1	1	1	5	4	4	1	19	5	3	4	4	4	1	4	1	5	10	13	9	2	4	4	29	4	25	1	16	4	14	6	26	10	1	66	13	21	4	16	33	40	32	11	10	4	6	36	1	1	0	41	25	32	44	66	54	6	53	22	51	1	44	6	40	59	62	32	31	32	54	68	72	15	2	36	54	78	76	78	62	65	16	79	76	73	67	61	59	65	95	80	93	68	83	82	79	1	88	77	90	78	102	102	102	95	99	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	4	1	2	2	3	2	2	1	1	3	1	3	1	3	2	2	1	1	4	1	3	2	2	1	2	1	1	3	3	4	2	1	5	7	1	2	3	1	2	1	1	4	1	2	1	5	2	5	2	5	1	3	4	3	7	1	2	5	9	3	6	1	1	1	2	4	7	1	3	2	3	5	5	4	1	2	2	3	2	3	3	8	2	4	3	7	1	2	2	5	4	16
5000	-904.342211622910213	-911.197699573869613	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.381456594928690	2	3	5	4	4	4	5	5	3	6	6	6	7	5	6	7	6	7	6	9	7	7	7	9	8	9	9	10	9	10	10	10	10	11	9	12	15	11	11	11	9	11	11	12	12	12	12	11	13	13	12	14	14	13	11	14	13	12	13	15	14	14	15	14	16	16	17	17	16	16	17	18	19	21	20	18	18	17	19	21	20	19	25	22	24	22	23	20	23	23	25	25	25	28	26	27	24	26	27	29	25	27	27	29	29	29	31	32	33	0	1	1	9	1	1	4	6	1	6	2	6	12	4	1	7	1	1	6	1	6	2	6	4	10	8	10	29	21	6	12	16	4	28	10	22	57	5	16	11	23	12	8	6	10	13	1	10	6	12	1	0	43	39	3	41	43	27	10	1	21	59	41	9	41	10	6	47	27	60	65	59	6	59	12	61	62	6	68	53	19	26	88	47	88	82	59	78	17	43	87	72	67	85	67	74	86	101	74	83	74	101	12	99	98	90	96	104	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	4	1	2	1	3	2	2	2	1	1	2	2	2	3	1	3	2	1	2	2	2	1	2	3	4	3	2	4	2	5	3	4	1	2	1	3	3	1	2	2	6	3	1	2	5	3	4	7	3	3	1	1	3	6	3	8	3	2	5	1	3	7	3	2	9	2	1	5	2	7	9	1	5	4	2	5	2	1	1	4	2	1	1	7	1	1	2	2	1	14
5500	-959.616909101560509	-966.472397052519909	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.336556555591519	2	3	3	4	4	4	5	6	5	4	4	5	7	5	6	8	7	8	7	8	9	7	7	7	8	9	9	9	8	10	10	11	9	11	10	12	14	11	12	11	9	9	10	13	11	12	12	10	13	13	10	14	12	14	13	14	14	13	13	15	15	14	14	15	17	15	17	18	16	17	16	18	20	22	19	19	19	18	22	21	20	21	24	22	22	22	21	21	24	23	25	23	23	28	27	27	27	24	28	29	26	28	29	30	30	29	32	33	33	0	1	1	3	1	3	10	10	10	1	2	2	10	10	1	10	4	9	1	19	17	7	12	1	4	12	14	14	4	17	1	15	11	13	14	27	38	11	34	14	15	1	29	26	4	5	1	1	45	21	1	0	11	35	20	31	40	20	21	10	11	6	28	43	45	1	41	59	12	1	41	47	55	87	1	50	35	59	59	71	75	77	92	55	73	77	72	38	73	14	63	81	87	89	59	101	88	79	11	88	72	10	88	96	106	95	89	98	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	2	2	2	2	2	1	2	3	3	3	2	2	1	2	5	1	2	1	5	1	2	5	5	5	2	2	2	2	1	4	2	2	2	1	3	3	4	5	4	3	2	3	7	6	4	5	8	3	4	4	1	7	3	3	3	5	3	1	1	1	5	1	1	2	7	2	9	6	1	1	2	5	1	4	1	16	6	4	8	4	1	1	1	4	5	7
6000	-958.930122105859823	-965.785610056819223	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.317297381911751	2	4	5	4	4	3	5	4	4	3	4	5	7	4	6	7	6	8	6	9	8	9	6	8	7	9	11	10	8	10	10	10	11	12	9	11	14	11	13	11	10	10	9	12	12	12	14	11	12	12	12	14	14	13	13	13	13	13	13	15	14	16	15	16	16	17	17	16	16	16	17	16	20	22	19	19	18	19	21	23	20	21	24	22	21	21	24	22	23	22	22	25	21	27	26	26	26	24	28	28	28	26	30	29	30	30	33	32	33	0	1	1	10	6	1	1	6	10	1	1	8	6	10	10	4	14	11	10	14	17	7	6	11	11	16	14	17	4	14	1	1	10	21	21	26	14	12	29	14	24	11	12	31	32	4	44	14	14	12	10	0	12	48	42	44	34	4	11	10	7	47	14	56	1	14	59	49	16	45	61	59	47	62	31	11	72	66	61	86	31	57	88	20	77	11	78	53	91	68	60	50	77	70	90	89	84	90	57	85	90	68	100	81	96	82	87	97	11	1	2	3	1	1	1	2	1	1	1	1	1	2	1	2	2	1	2	2	3	2	2	2	3	1	1	4	2	2	3	5	3	4	3	1	1	5	3	2	4	1	3	2	1	1	3	1	4	5	3	5	1	4	1	2	1	1	5	4	5	2	1	5	1	7	8	3	2	3	1	1	1	3	3	5	7	1	1	3	2	5	4	1	10	1	5	2	2	1	3	3	5	3	5	2	1	2	1	8	4	4	6	1	4	2	6	5	4	16
