step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19
37500	-95.221737788933808	-104.272581169385148	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979730809629315	-1	4	7	25	16	17	24	22	26	51	32	32	34	41	58	85	82	95	87	0	1	1	6	2	2	6	5	8	12	7	9	4	11	10	17	15	16	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38000	-106.604616503116674	-115.655459883568014	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.962433197123030	1	6	5	15	8	20	16	24	28	51	21	16	34	46	51	81	72	91	86	0	1	1	1	3	5	2	11	8	14	4	3	9	9	14	17	10	16	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38500	-102.019037478298557	-111.069880858749897	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.859745268671634	-3	0	6	19	8	17	15	18	25	44	35	31	34	38	53	80	71	85	91	0	1	1	7	1	5	3	7	4	14	12	6	12	11	10	17	15	16	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
39000	-110.999640677993867	-120.050484058445207	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.932811989963442	-2	9	0	18	11	16	14	20	24	50	23	30	35	39	46	89	83	94	95	0	3	1	7	3	7	5	7	6	14	7	9	9	13	12	17	10	17	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
39500	-106.317276710164876	-115.368120090616216	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.926400626247591	-11	5	-7	21	14	20	16	26	28	48	32	25	32	42	54	84	75	79	93	0	1	1	7	2	2	5	6	8	14	9	6	4	13	14	18	15	17	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40000	-102.196963047771391	-111.247806428222731	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.907068229080776	-4	3	2	23	15	16	9	11	32	46	31	26	31	44	58	83	76	95	91	0	1	1	5	7	7	2	2	6	11	4	6	4	11	14	17	15	16	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40500	-97.351284675969680	-106.402128056421020	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991429955129408	-2	7	2	24	14	17	24	15	32	49	29	29	36	40	60	82	73	88	86	0	1	1	6	2	2	8	3	12	14	4	5	9	13	10	17	15	19	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
41000	-96.515773258287780	-105.566616638739120	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.916426627618800	-7	1	6	24	17	15	19	16	26	41	34	33	30	45	53	85	80	89	93	0	1	2	5	3	2	6	3	7	11	13	4	4	11	14	17	15	16	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
41500	-97.102913558557944	-106.153756939009284	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.952945886833748	0	5	5	19	12	17	25	17	29	43	26	23	35	36	52	86	84	89	94	0	1	1	5	3	5	6	5	7	13	12	5	7	9	10	17	15	17	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
42000	-99.861021047442236	-108.911864427893576	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.879239565965097	1	8	3	21	16	15	24	19	31	49	32	31	27	42	59	82	70	91	96	0	3	1	5	1	3	5	6	4	14	7	5	8	12	10	15	15	16	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
42500	-99.052989748181687	-108.103833128633028	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.949265284665435	-3	3	4	24	12	12	21	26	31	40	23	31	27	46	58	85	74	94	95	0	1	1	7	3	2	5	4	4	13	6	13	7	9	14	17	15	16	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
43000	-95.954431593971094	-105.005274974422434	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997107806601673	-2	5	4	12	14	11	20	21	22	48	31	28	36	42	58	83	78	94	90	0	1	1	2	2	2	5	5	5	13	7	6	12	13	14	17	15	19	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
43500	-96.644446017921922	-105.695289398373262	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.966745484146017	1	4	6	24	15	19	20	26	27	48	33	29	35	34	54	86	82	92	92	0	1	2	7	1	5	2	6	6	13	8	9	12	9	10	17	15	16	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44000	-97.396118932603002	-106.446962313054343	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976237913595466	-4	3	4	25	13	17	10	17	31	44	24	31	27	40	55	86	80	92	92	0	1	1	6	3	5	2	7	4	14	8	11	8	11	10	17	15	17	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44500	-102.777687585213272	-111.828530965664612	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.940278670002352	-8	9	-5	24	18	14	16	23	24	52	30	29	34	42	59	81	85	90	99	0	3	1	5	7	2	2	5	6	14	5	8	11	9	10	15	16	16	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45000	-99.599051093226080	-108.649894473677421	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978129673122279	-5	2	6	17	16	8	19	12	27	48	37	21	33	41	57	78	85	91	92	0	1	1	3	6	1	4	6	12	14	13	5	4	13	10	15	16	17	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45500	-95.647354492359284	-104.698197872810624	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993686395537962	0	9	6	22	14	13	20	16	30	45	32	27	35	40	60	82	86	91	93	0	3	1	5	3	2	2	5	4	9	12	4	12	11	10	15	16	16	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
46000	-93.558945754041289	-102.609789134492630	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.924818552734837	0	3	4	23	11	9	20	17	24	47	33	30	35	43	55	78	84	95	91	0	1	1	8	2	2	5	5	8	14	9	8	9	13	10	15	16	19	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
46500	-107.934721880614987	-116.985565261066327	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.929735753608843	0	7	3	23	16	15	17	23	26	48	30	25	34	44	49	79	87	92	89	0	1	1	2	1	3	3	6	6	13	4	7	4	13	4	15	16	17	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
47000	-108.587949042865560	-117.638792423316900	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975153774113068	-3	5	5	23	18	16	20	20	32	48	26	28	38	40	46	78	86	91	97	0	1	1	5	6	1	6	6	12	14	5	5	12	9	4	10	16	17	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
47500	-95.292464806546306	-104.343308186997646	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973377123040943	-1	7	4	9	15	11	16	20	28	48	35	27	33	39	54	73	81	85	91	0	1	1	3	6	2	2	6	8	11	9	8	9	13	10	15	16	16	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
48000	-102.008489356388665	-111.059332736840005	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.956107301105319	-3	7	3	25	14	7	10	19	30	51	31	28	30	41	54	71	87	80	91	0	1	1	8	7	3	3	6	8	14	4	4	7	13	10	15	18	16	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
48500	-94.409991917138058	-103.460835297589398	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.950271000803032	2	7	8	20	11	18	16	19	32	49	32	26	32	39	57	73	87	84	92	0	1	1	7	2	3	2	2	12	14	12	8	8	9	10	15	18	16	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
49000	-94.299396760768630	-103.350240141219970	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.959660585446119	-1	8	3	21	16	17	22	22	21	50	32	32	29	40	58	76	82	93	97	0	3	1	5	2	2	6	6	6	14	8	7	4	13	10	10	16	16	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
49500	-102.520024933113575	-111.570868313564915	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.933044849113198	2	9	5	26	15	16	14	21	28	46	25	28	32	41	56	73	81	91	99	0	1	1	5	1	5	2	5	11	14	7	8	12	4	10	15	16	16	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
50000	-97.426431686663392	-106.477275067114732	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.977877397345930	-4	7	7	23	3	14	17	24	29	48	34	33	27	37	55	79	87	89	87	0	1	1	7	1	2	3	7	7	14	8	9	4	12	10	15	16	16	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
50500	-96.880108443618084	-105.930951824069425	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987451412323153	0	6	2	15	14	16	22	21	26	47	32	29	36	41	55	71	88	80	89	0	3	1	2	3	2	5	5	4	14	7	8	11	12	14	15	18	16	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
51000	-98.700503769365696	-107.751347149817036	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991986304625961	-1	1	4	21	10	17	22	11	18	48	32	30	36	44	55	74	88	82	97	0	1	1	9	3	8	8	1	5	13	9	4	11	11	10	15	18	16	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
51500	-93.807058378194540	-102.857901758645880	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.974968284943071	1	6	7	21	17	14	18	24	23	46	28	29	34	43	54	75	85	92	99	0	1	1	6	1	3	3	6	5	14	4	8	5	13	10	15	16	17	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
52000	-98.607006424477248	-107.657849804928588	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.958823624502141	-3	6	6	25	18	12	20	27	30	45	33	32	34	41	59	78	87	82	96	0	1	1	7	1	2	5	4	4	13	8	8	9	9	10	15	18	16	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
52500	-102.094756705162240	-111.145600085613580	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.855251177243768	-5	9	-1	20	1	15	19	14	24	48	35	29	36	40	53	80	88	85	96	0	5	1	6	1	2	8	2	6	14	12	9	12	9	14	15	16	16	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
53000	-94.221133558019858	-103.271976938471198	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.960027381862140	-4	8	3	24	14	14	16	24	32	50	30	33	33	46	60	81	86	90	90	0	3	1	6	2	2	5	6	4	14	4	4	8	12	14	15	16	17	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
53500	-95.479835378004481	-104.530678758455821	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979024456885524	-2	7	1	24	13	16	23	26	21	41	32	33	28	44	57	83	87	92	95	0	3	1	6	3	2	6	4	6	12	7	7	9	11	10	15	16	17	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
54000	-101.752590368109168	-110.803433748560508	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992134048354041	2	4	7	24	10	17	22	26	30	49	19	32	19	39	58	74	79	91	97	0	1	1	13	3	3	6	13	11	12	3	4	3	12	10	15	16	16	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
54500	-100.756478913894952	-109.807322294346292	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978033466746806	-3	2	3	18	16	14	19	6	25	50	31	32	31	44	60	77	88	84	93	0	1	1	6	8	8	5	1	8	14	4	9	9	12	14	15	16	16	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
55000	-96.541346705948328	-105.592190086399668	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.856593822897287	1	7	8	25	16	17	24	18	24	45	31	29	35	43	57	81	87	90	92	0	1	1	5	3	3	6	3	6	13	9	9	11	13	11	15	16	16	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
55500	-106.865504783187006	-115.916348163638347	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989424475279459	3	10	6	26	18	12	21	15	12	51	31	29	31	43	59	75	79	87	97	0	3	1	6	9	1	8	2	1	14	5	4	8	12	10	15	16	17	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
56000	-97.710809809386461	-106.761653189837801	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.946297964329177	-2	5	2	23	16	8	24	17	30	41	29	30	35	40	57	83	87	88	97	0	3	1	5	1	3	5	2	4	11	7	4	9	11	10	15	16	16	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
56500	-105.862579803006227	-114.913423183457567	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.937604818755336	-3	6	8	22	12	15	18	24	27	48	31	22	18	44	56	77	82	89	84	0	1	1	7	2	2	6	7	7	14	7	6	5	6	10	15	16	19	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
57000	-92.640590591052629	-101.691433971503969	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.970029723113202	-2	2	5	26	17	12	23	19	25	49	32	28	34	36	57	73	86	90	94	0	1	1	7	2	2	8	6	8	14	9	7	4	12	10	15	16	17	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
57500	-107.453035440342248	-116.503878820793588	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.925945569360193	-6	10	2	22	15	15	17	19	33	49	26	30	31	41	36	75	87	93	95	0	3	1	6	2	2	2	6	11	15	7	11	11	12	13	10	16	17	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58000	-95.046929386000670	-104.097772766452010	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998467936728150	3	7	5	14	14	18	24	25	25	47	32	28	23	38	57	76	85	94	90	0	1	1	3	2	1	6	5	6	14	7	8	6	11	10	15	16	19	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58500	-101.329612128693228	-110.380455509144568	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.884755093234235	0	9	7	16	13	15	21	24	32	48	26	31	36	28	60	77	86	91	95	0	1	1	2	3	5	4	7	11	13	7	8	9	6	10	15	16	16	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
59000	-97.232850697722085	-106.283694078173426	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.960442833562201	-4	5	8	23	13	16	23	25	16	47	32	27	22	42	54	73	84	93	97	0	1	1	9	2	5	9	5	3	14	12	7	9	11	14	15	16	17	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
59500	-98.975658939388808	-108.026502319840148	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.956315766973484	-4	1	7	24	16	10	22	21	26	48	36	29	32	41	56	81	88	93	96	0	1	2	6	3	2	5	6	5	9	13	8	8	11	14	15	16	17	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
60000	-99.512725893324031	-108.563569273775371	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.857655732084561	0	6	4	21	17	20	19	23	30	41	29	32	34	44	56	75	80	89	96	0	1	1	5	2	7	1	5	4	11	6	8	11	13	14	15	16	17	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
60500	-110.270233540310997	-119.321076920762337	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998202177929899	-1	10	4	25	9	16	20	11	21	31	34	26	27	44	56	78	85	87	93	0	3	1	9	3	2	6	5	2	12	13	9	6	12	13	15	16	16	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61000	-113.335376675119349	-122.386220055570689	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.968896697196656	-3	2	0	19	12	16	21	14	30	48	26	32	31	28	51	66	83	90	100	0	1	1	8	2	8	6	2	6	14	7	8	7	5	10	10	16	17	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61500	-92.859293052552630	-101.910136433003970	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990859551312668	-4	5	2	24	10	7	17	23	28	50	35	26	21	41	55	75	86	92	95	0	1	1	7	3	3	2	7	4	14	9	13	7	11	10	15	16	17	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
62000	-101.866874169821529	-110.917717550272869	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.884220222623927	-6	5	3	24	9	18	17	20	10	45	29	28	30	37	56	74	81	87	89	0	1	1	7	3	9	5	5	2	14	4	4	8	13	10	15	16	17	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
62500	-95.930550975266215	-104.981394355717555	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.941376832905433	1	6	7	26	17	20	23	25	29	45	35	34	34	43	57	79	87	92	96	0	1	1	7	2	5	5	6	7	4	4	5	7	13	10	15	16	17	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
63000	-102.197107004868627	-111.247950385319967	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.968637054585475	2	6	5	19	14	16	23	25	27	46	32	30	36	27	54	64	80	86	92	0	1	1	6	3	2	6	5	8	13	12	8	12	4	13	15	16	17	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
63500	-93.955681712258595	-103.006525092709936	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978140560474046	-5	6	8	20	17	13	21	25	28	51	35	31	36	46	59	78	83	91	96	0	1	1	2	6	3	6	5	8	14	9	7	9	11	10	15	16	17	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
64000	-97.447679158399154	-106.498522538850494	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992202881342299	-1	7	4	24	10	11	16	25	30	50	33	30	23	40	60	78	86	95	89	0	1	1	7	3	3	2	7	13	11	8	8	2	12	10	15	16	19	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
64500	-99.569636585341186	-108.620479965792526	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.971853335203091	3	8	5	27	12	20	23	24	30	47	29	25	30	41	57	70	86	91	75	0	1	1	7	1	2	5	6	12	14	7	6	6	13	10	15	16	17	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
65000	-96.221209827210032	-105.272053207661372	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.946057879169576	0	6	7	23	15	19	10	22	24	49	33	31	33	45	59	77	87	91	101	0	1	1	5	7	7	1	5	5	14	9	9	8	11	10	15	16	16	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
65500	-95.965826349821256	-105.016669730272596	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994792248554989	0	6	8	27	13	20	17	21	27	46	24	31	37	47	58	75	87	91	97	0	1	1	8	1	5	3	5	8	13	6	7	4	13	14	15	16	17	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
66000	-100.180453865910209	-109.231297246361549	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994428651520868	1	3	6	19	13	16	24	22	21	49	34	28	34	42	52	76	81	85	94	0	1	1	6	2	5	4	4	3	14	7	9	4	13	11	10	16	16	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
66500	-102.236024571594882	-111.286867952046222	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986126302803572	-4	7	2	7	16	13	21	25	29	52	30	30	36	45	50	81	87	88	94	0	1	1	1	6	3	5	7	8	14	8	6	12	8	14	15	16	16	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
67000	-95.287445376624561	-104.338288757075901	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.943224252908117	2	7	5	10	12	18	22	25	29	46	33	32	36	42	56	74	87	82	92	0	3	1	3	1	5	5	6	6	14	8	8	9	11	10	15	16	16	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
67500	-98.126772520686217	-107.177615901137557	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973549898771892	-6	0	6	18	12	11	20	26	28	49	32	22	36	43	49	80	87	90	96	0	1	2	3	3	2	5	4	8	14	9	4	8	11	14	15	16	17	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
68000	-90.646410330394730	-99.697253710846070	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995157236785807	-1	7	3	23	15	18	19	25	29	50	27	30	35	41	57	72	81	87	90	0	3	1	6	2	5	5	6	4	14	7	7	9	8	10	15	16	17	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
68500	-102.701277725161717	-111.752121105613057	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.935882643185591	-4	5	3	24	18	20	21	16	23	51	30	28	33	44	58	76	82	84	95	0	1	1	8	3	5	8	2	8	14	9	9	7	11	14	15	15	16	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
69000	-104.972706511023148	-114.023549891474488	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.956702594422629	0	8	4	22	13	16	15	25	28	51	31	33	29	40	45	87	82	74	90	0	1	1	7	2	3	5	4	7	15	4	8	8	11	8	18	18	10	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
69500	-95.540575939885656	-104.591419320336996	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988469233521461	-2	9	1	24	14	17	24	25	29	50	21	30	31	42	55	83	81	75	95	0	3	1	6	2	2	2	11	7	14	5	11	8	12	10	18	18	15	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
70000	-93.846704556493165	-102.897547936944505	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979331508561452	-3	3	5	21	13	18	25	21	30	48	36	25	29	41	58	85	89	81	94	0	1	1	5	3	5	6	5	12	14	4	4	12	9	14	18	16	15	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
70500	-103.783107382768151	-112.833950763219491	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.958363904060587	-4	6	4	17	13	14	18	25	27	49	32	34	30	35	58	81	81	72	94	0	1	1	5	3	2	5	4	4	13	6	8	6	9	10	18	18	15	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
71000	-100.360888765777887	-109.411732146229227	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.964872007567446	0	4	5	13	15	15	20	22	30	47	25	31	34	35	54	87	82	75	97	0	1	1	1	3	4	6	6	7	12	6	8	11	12	10	18	18	15	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
71500	-104.323107661524546	-113.373951041975886	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.892648890527076	-13	8	4	24	12	17	24	24	27	47	35	31	30	47	58	85	79	75	94	0	3	1	6	2	2	6	2	2	11	4	4	9	11	14	17	18	15	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
72000	-96.070331874425207	-105.121175254876547	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995903457302223	-4	2	6	22	15	16	24	19	33	46	34	25	30	38	58	80	83	75	91	0	1	1	6	2	3	8	6	12	14	13	5	4	9	10	18	16	15	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
72500	-100.627047019027430	-109.677890399478770	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.943277633586630	-1	3	4	24	10	13	22	14	4	47	33	28	36	41	58	85	83	76	91	0	1	1	8	9	3	6	5	1	11	12	7	12	13	10	18	18	15	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
73000	-99.372522557507821	-108.423365937959161	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.946161048408634	0	9	8	16	14	14	24	23	31	43	37	30	33	43	59	83	85	80	92	0	1	1	2	2	2	5	6	4	12	13	7	8	11	14	18	18	15	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
73500	-100.283412387124059	-109.334255767575399	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998266200087036	-1	6	3	26	15	14	21	19	29	47	30	22	36	43	54	81	88	78	95	0	1	1	12	2	2	6	5	6	14	7	8	11	13	11	18	16	10	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
74000	-97.427211941990407	-106.478055322441747	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.905124293137036	-1	6	7	21	12	15	24	26	30	47	36	25	37	43	50	77	87	73	93	0	1	1	6	3	2	4	4	7	11	9	6	9	11	14	18	16	15	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
74500	-100.083566574982456	-109.134409955433796	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.961499539370714	1	7	6	15	18	10	11	23	25	47	29	29	30	43	58	73	87	81	98	0	1	1	7	7	3	3	6	6	14	7	8	9	12	10	15	18	16	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
75000	-101.322445012358983	-110.373288392810323	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.964226313721602	2	6	7	22	17	13	23	24	28	41	26	27	33	43	54	75	88	96	90	0	1	1	3	3	3	5	5	5	13	5	7	8	12	14	15	16	17	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
75500	-102.191124960290153	-111.241968340741494	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.908931721005092	-4	8	2	18	11	16	18	22	26	45	34	29	38	39	56	82	88	93	89	0	3	1	5	2	2	2	2	8	11	8	8	9	8	10	15	16	17	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
