step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45
37500	-242.420675981382175	-249.276163932341547	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.750998097847632	0	1	3	4	3	4	2	6	7	6	9	8	7	8	8	10	12	10	13	15	18	17	20	22	22	21	23	29	31	35	32	33	34	35	36	39	37	34	37	36	39	40	42	45	45	0	1	7	2	2	7	1	4	7	6	9	8	8	6	10	13	15	15	0	19	22	20	21	23	23	23	25	0	28	29	29	28	29	32	38	40	35	32	31	33	34	39	42	43	43	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	3	2	1	1	2	1	1	3	1	2	2	1	3	2
38000	-248.264785270403735	-255.120273221363107	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.810989388900651	0	3	3	4	2	4	4	6	7	6	9	9	9	8	8	11	10	11	12	14	17	16	20	22	21	21	23	28	32	32	34	35	33	35	36	37	36	35	37	35	39	40	42	45	44	0	1	1	2	1	3	3	4	7	6	9	8	8	10	10	13	15	17	0	19	22	20	21	23	21	23	26	0	28	28	30	30	29	29	38	33	38	30	32	33	39	39	41	43	43	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	2	1	2	1	2	1	2	1	2	1	1	1	1	2	1	1
38500	-240.569433640491667	-247.424921591451039	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.777495303767123	0	1	2	4	3	3	4	6	6	6	7	8	8	9	7	11	11	11	13	16	17	18	20	22	22	21	21	29	31	36	33	35	34	34	36	39	36	35	37	36	39	40	42	44	46	0	1	1	2	1	3	3	1	7	6	4	8	8	15	10	8	10	15	0	19	20	21	22	27	23	23	23	0	28	32	29	29	29	29	38	40	38	29	32	32	30	39	42	43	43	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2
39000	-251.106166464550398	-257.961654415509770	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.756693784932826	0	2	3	2	3	3	1	6	7	5	9	8	9	8	8	11	11	9	13	15	16	17	20	22	21	22	20	28	31	35	33	34	33	34	37	37	36	35	38	37	39	40	43	45	46	0	1	7	1	1	7	1	4	3	6	2	8	8	10	10	13	18	15	0	19	20	21	21	25	27	25	21	0	28	32	29	31	29	29	38	33	29	31	31	34	40	30	42	43	44	1	1	1	1	1	1	1	2	2	1	3	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	3	1	2	2	1	3	2	1	2	2	1	1
39500	-214.951497028181024	-221.806984979140395	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.795781753626892	0	2	3	4	4	3	2	6	7	6	9	8	9	8	9	10	11	11	13	15	17	18	19	21	21	21	24	29	32	35	32	34	34	34	36	37	37	35	37	37	39	40	42	44	45	0	1	7	7	2	7	1	4	3	6	10	8	8	10	10	13	15	15	0	19	20	21	21	23	23	23	24	0	28	32	28	31	31	31	38	33	35	29	32	33	36	32	42	43	44	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	2	1	2	1	2	1	1	1
40000	-208.617351517893468	-215.472839468852840	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.878436227476824	-1	1	3	5	3	4	3	6	6	6	7	8	9	8	10	11	10	9	13	15	17	18	19	21	20	21	23	29	33	35	32	35	34	34	36	38	37	35	38	36	38	41	42	44	46	0	1	2	5	2	7	1	4	7	6	7	8	8	10	18	13	10	14	0	19	20	21	21	23	23	23	24	0	31	29	28	29	29	29	38	40	35	31	32	33	30	39	42	43	44	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1
40500	-244.542520624261158	-251.398008575220530	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.745572007065772	0	1	3	4	2	3	2	7	7	5	10	9	9	9	7	11	10	10	14	16	18	18	22	21	21	20	23	28	31	35	32	34	34	33	35	38	36	35	37	37	36	41	43	44	45	0	1	7	7	1	7	1	4	3	6	7	8	8	10	10	13	15	15	0	19	20	20	24	26	26	21	24	0	28	32	29	31	29	29	29	33	35	29	31	33	34	39	42	43	44	1	1	1	1	1	1	1	1	2	1	3	1	1	3	1	1	3	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	2	3	2	1	2	1	1	1
41000	-236.556123109149894	-243.411611060109266	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.720209214231529	0	1	3	5	3	3	1	7	6	4	9	9	9	8	8	11	11	10	13	14	16	17	19	21	21	19	24	28	32	35	34	34	34	34	37	38	37	34	38	36	39	40	42	44	45	0	1	7	5	2	7	1	4	3	6	3	8	8	10	10	13	14	15	0	19	20	21	21	23	23	21	25	0	28	32	29	29	29	29	38	33	38	29	32	33	31	40	42	43	44	1	1	1	1	1	1	1	2	1	1	3	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	3	3	1	1	1
41500	-225.727647469854872	-232.583135420814244	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.895679739055650	0	2	2	5	3	4	4	5	6	6	9	7	9	8	9	11	11	11	11	15	18	16	19	21	21	21	23	29	32	36	31	35	34	34	37	38	35	34	37	36	39	40	42	43	45	0	1	1	2	2	3	3	2	7	6	7	8	8	10	10	13	15	15	0	19	22	20	21	23	23	23	24	0	31	29	28	29	29	29	38	40	38	29	29	33	30	30	42	43	44	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1
42000	-240.277237833832146	-247.132725784791518	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696514565996388	0	3	4	5	2	4	2	5	7	6	7	8	9	9	8	10	11	10	13	15	16	17	19	21	20	21	24	28	31	35	32	35	34	34	36	38	37	34	37	36	39	40	43	45	46	0	1	7	1	1	2	1	2	4	6	4	8	8	10	10	13	10	15	0	19	20	21	21	23	23	23	24	0	28	29	28	29	29	29	38	34	35	31	40	33	31	41	42	43	44	1	2	1	2	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	1	1	1	2	4	1	2	1	1
42500	-214.141660097864587	-220.997148048823959	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.679645761652499	0	2	4	4	3	4	2	5	5	6	8	7	8	8	8	10	10	10	13	15	16	17	20	22	21	21	22	27	31	33	32	35	34	35	37	39	37	35	37	36	39	41	42	44	45	0	1	7	2	2	7	1	5	3	6	3	8	8	10	10	13	15	15	0	19	20	21	21	23	23	23	23	0	28	31	29	30	31	29	38	33	38	29	30	33	31	39	42	43	44	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	1	3	2	1	1	1
43000	-210.970167069466527	-217.825655020425899	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.782322691498475	0	3	4	4	2	4	2	6	6	7	9	8	8	8	9	10	11	11	13	16	18	18	20	22	22	21	24	29	31	33	33	35	34	34	35	39	37	34	37	36	40	41	43	45	46	0	1	7	5	1	7	1	4	3	6	3	8	8	10	10	13	15	15	0	19	20	20	21	23	23	23	24	0	28	29	29	29	29	30	38	40	35	30	34	32	39	39	42	43	43	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	2	1	2
43500	-220.421397108221868	-227.276885059181240	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.764989115003629	-1	1	3	5	3	3	2	5	6	5	9	8	9	8	8	11	11	9	13	16	18	18	20	21	21	22	23	28	32	36	34	35	34	33	34	38	36	35	36	37	39	40	43	44	45	0	1	7	5	1	7	1	5	7	6	9	8	8	10	10	13	18	15	0	19	20	20	21	23	23	23	23	0	28	32	29	31	29	29	29	33	35	35	32	33	30	40	42	43	44	1	1	1	1	2	1	1	1	2	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1
44000	-223.564544623518998	-230.420032574478370	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.775183931771646	-1	3	3	5	2	4	1	5	6	7	9	9	8	8	10	10	11	9	13	15	18	16	19	21	21	21	23	29	32	36	33	35	35	35	35	39	37	36	37	37	40	41	42	45	46	0	1	7	2	1	5	1	2	2	5	4	8	8	10	18	13	18	10	0	19	22	20	21	23	23	23	24	0	28	32	29	31	29	31	29	33	35	35	32	29	39	39	42	43	44	1	2	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	3	2	2	1	1	1
44500	-225.763140396219143	-232.618628347178515	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.768039839766101	0	1	3	4	3	4	4	5	6	6	9	9	9	7	9	11	12	10	13	15	18	17	19	21	21	21	23	29	32	35	34	34	34	34	35	39	36	36	37	36	40	40	41	44	44	0	1	2	5	1	5	3	4	3	6	5	8	8	10	10	13	15	10	0	19	22	20	21	23	23	23	24	0	28	29	29	29	29	29	29	39	35	35	32	33	39	39	42	43	43	1	1	1	1	1	1	1	1	2	1	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1
45000	-233.911009349611334	-240.766497300570705	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.900114902539783	0	2	1	5	3	3	4	7	6	6	10	8	7	8	9	9	10	10	14	16	18	17	19	21	22	21	23	29	31	35	33	35	34	32	36	37	37	34	37	36	39	41	42	43	45	0	1	1	5	2	3	3	4	7	6	7	8	5	10	10	8	14	15	0	19	22	20	21	23	23	23	24	0	28	29	29	29	29	29	38	40	38	29	30	33	39	39	42	43	44	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	2	1	1	1
45500	-219.962753207443882	-226.818241158403254	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.815573256795822	0	2	4	4	4	4	2	6	5	6	7	9	9	8	9	11	11	10	13	15	16	18	19	21	22	22	23	28	32	36	33	35	34	34	36	39	37	35	37	36	38	41	43	45	46	0	1	7	2	1	7	1	5	3	6	5	8	8	10	10	13	18	15	0	19	20	21	21	23	23	23	24	0	28	29	29	29	29	29	38	33	35	29	29	33	30	39	42	43	44	1	1	1	1	2	1	1	2	1	1	1	3	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1	2	1	1	1	2	1	1	2	1	1	2	1	1	1
46000	-205.479567851657833	-212.335055802617205	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.932092678611172	0	2	3	4	4	4	2	6	4	6	10	8	9	8	9	11	11	10	12	15	17	18	20	22	22	22	23	29	32	35	33	36	34	34	35	38	37	34	37	36	39	40	42	45	46	0	1	7	2	2	7	1	4	7	6	3	8	8	10	10	13	15	15	0	19	20	21	21	23	23	23	26	0	28	29	29	33	29	29	38	33	35	29	32	33	30	36	42	43	44	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1
46500	-244.933084350944114	-251.788572301903486	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.799725304345815	-1	1	4	2	3	4	3	6	6	6	9	5	8	9	9	9	11	10	12	15	18	17	20	22	22	21	24	28	32	35	32	36	35	34	36	38	37	35	38	36	39	41	43	44	45	0	1	5	2	1	7	1	7	5	6	3	7	8	10	10	8	15	10	0	19	22	20	21	23	23	21	24	0	28	31	28	30	29	31	38	33	35	29	32	33	30	32	42	43	44	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	3	2	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1
47000	-250.838145776645121	-257.693633727604492	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.678099482315517	0	2	2	3	3	4	3	6	5	6	10	8	9	8	9	10	12	11	13	15	18	18	20	21	22	22	23	28	31	34	33	35	34	35	36	36	37	33	37	37	37	41	43	44	46	0	1	1	2	1	3	3	5	3	6	4	8	8	6	14	13	15	14	0	19	20	20	21	23	22	24	24	0	28	29	29	29	29	30	38	33	30	29	34	31	32	32	42	43	44	1	1	1	1	1	1	1	2	1	1	4	2	2	3	1	1	2	1	1	2	2	2	1	1	2	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	3	1	1	1
47500	-227.744649554180995	-234.600137505140367	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.762205674948391	0	3	2	4	2	3	4	6	6	7	8	9	9	8	10	10	11	11	14	16	18	16	20	22	22	21	24	27	31	36	33	35	33	34	36	38	37	35	37	36	39	40	42	44	46	0	1	1	1	1	3	3	2	7	6	7	8	8	10	10	13	15	15	0	19	20	19	21	23	23	23	24	0	28	32	29	31	29	29	38	33	35	29	29	33	39	29	42	43	44	1	1	1	3	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	4	2	1	3	1	1	1
48000	-242.605219609877423	-249.460707560836795	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.679084838803043	-1	2	3	5	3	2	1	6	5	5	9	8	9	8	8	11	9	9	13	14	16	17	20	21	22	22	24	29	32	36	33	36	35	34	37	38	36	35	36	37	39	40	42	44	45	0	7	7	2	1	7	1	5	3	6	8	8	8	6	10	13	10	15	0	19	20	21	21	21	23	23	24	0	28	29	29	29	29	29	38	33	38	29	29	33	32	32	42	43	44	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	1	2	2	2	1	2	1	1	2	1	2	2	1	1	2	1	2	2	1	2	2	1	1	1
48500	-245.839482370684493	-252.694970321643865	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634840193481599	0	2	2	4	2	4	4	7	5	5	8	8	8	9	10	11	11	10	12	14	17	18	20	22	21	21	23	27	32	36	34	35	34	35	35	38	37	36	37	37	39	41	42	45	46	0	1	1	2	1	3	3	4	3	6	4	8	8	6	10	13	14	10	0	19	20	21	21	21	23	23	23	0	28	32	29	29	29	29	29	33	35	35	29	31	29	39	42	43	44	1	1	1	1	1	1	1	2	1	1	2	1	1	5	2	2	1	3	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	3	1	3	3	1	2	1
49000	-238.169610466506100	-245.025098417465472	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.808705969104902	0	2	2	3	2	4	4	4	6	6	9	8	8	8	7	10	10	10	13	15	18	17	19	22	21	22	23	28	32	34	34	36	34	34	33	38	37	35	36	36	38	41	42	44	46	0	1	1	1	1	3	3	5	7	6	4	8	8	6	10	13	15	15	0	19	20	20	20	23	23	23	24	0	28	29	29	30	29	29	29	33	35	35	30	33	39	32	36	43	44	1	1	1	2	1	1	1	1	1	1	3	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	2	3	1	1
49500	-237.040318574545665	-243.895806525505037	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.744530993243089	-1	3	1	5	1	3	2	7	6	7	9	8	9	8	10	11	11	10	12	14	17	18	20	21	22	22	22	29	32	35	34	35	33	34	35	38	36	36	37	36	39	41	42	46	45	0	5	1	7	1	3	1	4	2	6	4	8	8	10	10	13	10	10	0	19	20	21	21	23	23	23	23	0	28	33	29	29	28	29	29	34	35	35	30	33	39	36	42	43	43	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2	1	1	2	2	1	1	1	2	1
50000	-230.439675609679142	-237.295163560638514	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.788856916677347	-1	2	4	4	3	3	3	7	6	7	9	8	9	8	10	11	12	9	13	15	17	18	19	22	22	22	24	27	32	35	34	36	35	34	34	38	37	35	38	37	36	41	43	45	45	0	1	2	2	2	2	1	4	7	6	8	8	8	10	14	13	15	10	0	19	20	21	21	23	23	23	25	0	28	31	29	33	29	29	29	40	35	35	32	41	31	32	42	43	43	1	2	1	1	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1
50500	-226.591516325398942	-233.447004276358314	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.812179521032974	-1	1	4	4	2	3	3	6	6	6	7	7	9	9	8	11	11	10	12	15	17	18	20	21	22	22	23	28	31	35	32	33	35	34	34	37	35	36	37	37	39	41	43	44	46	0	1	7	1	1	5	2	4	3	6	7	5	4	10	10	13	15	15	0	19	20	21	22	23	23	23	24	0	28	29	29	29	32	32	32	33	35	35	30	33	40	40	42	43	44	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	3	1	1	1
51000	-248.958803335507952	-255.814291286467324	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.778898852918381	-1	2	3	3	4	3	4	6	7	5	9	9	7	9	8	10	11	10	14	15	18	17	20	21	22	21	24	28	31	35	33	36	33	34	33	39	36	36	38	36	38	40	42	44	45	0	1	1	1	2	2	2	5	4	6	5	8	8	10	10	13	15	15	0	19	22	20	20	23	24	23	26	0	28	29	29	34	29	29	29	33	35	35	31	33	31	32	42	43	44	1	2	1	2	1	1	1	1	2	1	3	2	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	3	2	2	2	1	1	1
51500	-219.261047397764059	-226.116535348723431	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.841529999676201	-1	1	4	3	2	4	3	6	6	6	9	9	8	8	9	10	11	10	13	16	17	18	19	21	22	21	24	28	31	35	34	34	34	35	34	39	36	36	37	37	38	40	42	44	46	0	1	7	2	2	7	2	2	3	6	7	8	8	10	10	13	15	15	0	19	20	21	21	23	23	23	24	0	28	31	29	29	29	32	29	33	35	35	30	33	31	39	42	43	44	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	3	1	1	1	1
52000	-223.627980256414787	-230.483468207374159	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686297018033751	-1	2	3	4	3	3	2	7	5	6	9	8	9	8	9	10	11	10	13	14	17	18	20	22	22	22	24	27	31	35	32	34	34	35	35	38	37	36	38	36	39	41	42	44	46	0	1	7	2	2	7	1	5	3	6	2	8	8	6	10	13	18	15	0	19	20	21	22	23	23	23	24	0	28	32	29	31	29	32	29	40	35	35	30	30	39	39	42	43	44	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1
52500	-244.065478081328649	-250.920966032288021	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684333401524352	-1	2	3	5	3	4	1	5	7	7	10	8	8	8	9	10	11	9	11	13	16	17	19	22	21	20	23	28	32	34	33	34	35	34	35	38	37	36	37	36	40	40	42	44	46	0	1	7	2	2	3	1	5	7	6	3	8	8	10	10	13	10	10	0	19	20	21	21	26	23	21	24	0	28	31	29	29	30	31	32	40	35	35	29	33	31	30	42	43	44	1	1	1	2	1	1	1	1	3	2	5	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	2	1	2	3	1	1	1
53000	-228.496470952489773	-235.351958903449145	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.821224847855849	0	2	4	5	3	2	1	6	6	6	9	8	8	8	9	11	12	10	13	15	17	18	21	22	21	20	23	28	33	35	34	36	34	34	34	38	36	35	37	36	38	41	42	46	45	0	1	7	5	2	7	1	1	3	6	3	8	8	10	10	13	18	10	0	19	20	21	26	26	26	21	24	0	28	29	29	30	29	29	29	33	35	35	30	34	29	39	42	43	43	1	1	2	2	1	1	1	3	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2
53500	-229.636508529772556	-236.491996480731927	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.922539974315043	-1	2	3	4	4	3	1	6	5	5	9	8	9	7	9	11	11	10	13	15	17	18	21	21	22	22	23	29	31	36	33	35	35	33	34	38	35	35	37	37	39	40	43	45	46	0	1	7	7	6	7	1	5	3	6	4	8	8	10	10	13	15	15	0	19	20	21	22	21	24	24	23	0	28	32	29	31	31	29	29	33	29	35	32	33	39	30	42	43	44	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
54000	-239.688946918403360	-246.544434869362732	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.837343052501591	0	3	2	3	4	3	3	6	6	7	8	8	9	8	9	11	12	11	13	15	17	18	20	21	22	20	23	28	32	34	34	36	33	34	35	37	37	34	38	36	38	40	42	46	45	0	1	1	1	2	3	3	4	7	6	9	4	8	10	10	13	18	15	0	19	20	21	21	23	24	21	24	0	28	29	33	31	29	29	38	33	35	29	31	33	30	39	42	43	43	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	2	1	1	2	2	2	1	2	2	2
54500	-220.892371121491095	-227.747859072450467	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.839176681953724	0	3	2	5	3	4	4	6	7	6	9	8	9	8	8	11	11	11	12	15	16	18	20	22	21	22	24	29	32	36	34	35	34	34	37	38	36	34	37	36	37	41	43	45	45	0	1	1	2	3	3	3	4	7	6	4	8	8	10	10	13	15	15	0	19	20	21	21	23	23	23	24	0	28	32	29	34	29	29	37	30	38	29	32	33	31	39	42	43	43	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1
55000	-228.781874459772325	-235.637362410731697	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.780565159878974	-1	2	4	3	3	3	1	6	7	5	9	8	8	7	9	10	11	11	14	15	17	18	19	20	21	22	23	27	30	35	32	34	34	34	36	38	37	35	37	36	39	40	42	45	45	0	1	7	1	1	7	1	4	3	6	9	8	8	10	14	13	15	15	0	19	20	21	21	23	23	23	23	0	28	32	29	31	29	31	38	40	38	29	32	30	39	36	42	43	43	1	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	1
55500	-220.297500377256824	-227.152988328216196	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.776804694864975	-1	1	2	3	3	4	3	6	4	7	9	8	10	8	9	11	12	11	13	15	17	18	20	21	21	21	23	28	32	35	33	36	34	34	36	38	37	34	38	37	40	40	42	44	46	0	1	1	1	2	3	3	4	7	6	3	8	8	6	10	13	18	10	0	19	20	21	21	23	23	23	24	0	28	29	29	34	29	29	38	33	35	29	32	33	30	30	42	43	44	1	1	1	2	1	2	1	1	1	2	3	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1
56000	-252.023971194111624	-258.879459145070996	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618693793434979	-1	1	2	4	3	3	4	7	5	6	10	6	9	8	8	11	11	10	13	15	17	17	22	19	21	21	23	29	31	36	33	34	35	35	36	39	37	35	37	36	38	42	43	45	46	0	1	1	3	2	3	2	4	3	6	9	4	8	10	10	13	6	10	0	19	20	20	21	21	24	20	24	0	28	29	29	29	29	29	38	31	35	32	29	33	30	36	42	43	44	1	1	2	2	1	1	2	3	2	2	2	1	1	1	1	1	4	2	1	1	1	1	2	1	1	4	2	1	1	2	1	2	2	2	1	3	1	1	2	1	1	2	1	1	1
56500	-248.425169631406021	-255.280657582365393	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582795197353716	0	3	1	5	2	3	4	6	6	6	7	8	9	9	10	10	11	10	12	15	17	18	21	22	22	21	23	29	32	36	34	35	34	34	35	38	36	36	38	36	36	41	42	44	46	0	5	1	2	1	3	3	4	7	6	6	8	8	10	14	13	18	10	0	19	20	20	20	21	23	21	26	0	28	29	29	28	29	29	29	33	35	35	30	33	31	30	39	43	43	1	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	2	1	2	1	2	3	2	1	2	1	1	1	2	1	3	1	1	1	2	1	1	2	1	1	2	2	1	2
