step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99
1	-1711.751918159416618	-1710.289836074897721	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.934798133198550	-1	2	3	3	4	2	4	3	4	4	5	7	5	7	6	5	6	6	6	8	7	8	7	6	7	9	6	6	9	9	8	7	7	10	9	10	9	10	11	8	9	9	12	10	9	9	10	11	9	9	11	10	11	11	10	11	11	11	12	12	13	11	12	12	11	11	14	13	12	14	13	16	14	14	14	15	16	15	15	15	16	15	17	17	18	18	19	18	19	19	21	21	25	26	27	26	28	27	29	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	2	3	2	3	3	3	4	3	4	4	3	4	4	4	5	4	5	4	4	4	5	4	4	5	5	5	4	4	6	5	6	5	6	6	5	5	5	7	6	5	5	6	6	5	5	6	6	6	6	6	6	6	6	7	7	7	6	7	7	6	6	8	7	7	8	7	9	8	8	8	8	9	8	8	8	9	8	9	9	10	10	10	10	10	10	11	11	13	14	14	14	15	14	15
500	-326.082560218439028	-324.620478133920130	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.654044106342967	0	1	2	4	4	2	4	3	4	5	5	7	6	7	7	5	6	6	6	8	7	9	7	5	8	10	6	7	9	9	9	7	8	9	10	10	8	11	11	7	8	10	13	10	9	8	11	11	10	9	12	9	12	12	10	12	10	11	11	11	13	11	12	12	11	11	15	14	12	13	13	16	12	14	14	15	17	16	15	15	13	14	17	16	18	18	18	18	19	19	21	19	25	26	28	25	28	27	29	0	1	1	6	6	1	1	2	3	4	3	27	5	24	16	8	4	24	5	11	16	17	10	4	13	16	9	8	12	25	14	16	19	40	33	12	40	40	50	13	19	23	65	31	14	16	45	28	50	24	47	46	55	58	24	33	37	27	29	26	14	31	30	52	34	26	56	36	26	51	63	55	14	29	69	34	63	63	53	70	39	58	76	68	68	84	29	79	70	87	87	75	90	84	74	91	98	93	94	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	3	2	3	1	3	2	2	1	1	1	2	1	1	2	1	4	1	4	1	1	3	3	6	6	2	1	1	1
1000	-274.493175226319977	-273.031093141801080	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.893719734183451	0	2	3	4	5	2	5	3	5	4	5	7	6	8	6	5	6	6	4	8	7	8	8	7	8	9	7	6	9	9	8	7	8	8	7	9	9	11	11	8	9	10	12	11	10	10	9	11	9	10	11	11	10	11	11	10	12	11	12	13	13	11	12	11	11	11	12	12	12	15	13	17	14	13	15	13	17	15	15	15	16	15	16	15	17	18	19	17	19	20	21	19	23	25	26	25	29	27	27	0	1	2	6	10	1	19	6	3	6	10	17	5	16	8	19	10	19	2	13	11	35	28	11	24	33	18	7	28	15	18	11	27	9	5	35	17	36	34	28	35	23	45	35	49	40	14	36	32	34	23	53	35	36	24	27	66	49	42	63	66	41	42	40	47	49	35	39	55	51	53	84	74	65	60	45	84	69	29	63	78	61	63	73	82	85	85	75	72	87	87	72	91	91	91	90	99	93	94	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
1500	-309.300127790076715	-307.838045705557818	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.847083535713462	0	1	4	4	4	2	3	3	4	5	6	6	5	7	6	5	7	7	6	8	6	8	8	6	8	8	7	6	10	8	9	5	6	11	9	9	9	9	12	7	10	9	12	11	8	9	9	10	10	9	11	10	10	12	10	11	12	11	11	12	13	11	12	10	11	11	15	13	13	13	14	15	12	14	14	15	15	15	16	15	16	15	16	18	17	17	19	17	20	18	21	21	23	26	27	25	29	28	26	0	1	6	6	6	2	2	1	7	3	3	5	1	24	10	8	3	15	4	11	4	17	27	13	28	18	5	16	14	28	17	4	9	50	17	24	20	27	64	5	20	18	41	14	32	16	24	12	40	27	64	40	23	44	31	37	59	55	36	49	58	36	46	21	41	35	62	35	41	63	39	12	62	54	61	53	39	43	82	51	71	35	71	77	57	82	68	77	85	78	89	90	91	91	99	89	99	99	96	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	3	1	1	1	2	1	1	1	1	1	2	1	2	3	1	3	1	2	1	1	2	1	2	1	2	1	1	1
2000	-221.629382566449294	-220.167300481930425	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.994946828535254	0	3	2	3	4	3	4	3	5	5	6	6	6	7	7	5	6	6	7	8	7	9	7	5	7	10	7	5	9	9	8	7	7	10	9	11	9	10	12	8	10	9	12	9	9	10	11	11	9	9	12	10	11	12	11	11	10	10	13	12	12	10	12	12	11	11	14	13	13	15	13	16	14	14	14	16	16	15	14	15	17	15	17	17	18	17	19	19	19	19	21	21	24	26	27	25	27	26	29	0	3	1	1	2	1	2	3	4	8	8	5	24	24	10	8	24	16	7	11	10	21	12	8	5	44	5	2	32	25	18	17	16	40	23	35	40	15	57	11	50	10	38	15	33	22	38	49	27	19	29	49	29	48	46	30	30	35	53	36	45	44	38	62	20	58	39	48	30	61	56	68	60	61	39	73	59	54	43	68	79	59	69	70	77	70	85	80	83	83	88	88	92	96	96	93	94	93	96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-247.601948151495094	-246.139866066976225	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.904019146144380	-1	2	3	3	5	3	3	3	4	5	6	7	5	7	7	6	5	7	6	7	7	8	7	6	7	9	7	5	9	9	9	7	7	9	8	10	8	11	12	8	9	10	13	10	10	10	11	11	9	9	11	10	11	11	10	12	11	11	12	12	13	10	12	11	11	9	14	13	13	15	13	17	13	13	14	15	16	14	15	14	16	14	16	16	18	18	20	18	18	19	22	22	24	26	26	25	29	27	29	0	1	2	2	6	2	2	2	2	9	13	6	7	17	9	28	6	19	4	16	11	16	13	2	3	21	3	7	14	14	11	16	17	18	28	34	5	50	36	20	21	49	46	40	49	50	52	31	21	11	46	29	66	34	26	65	30	30	57	55	48	50	32	22	37	32	56	40	54	61	64	78	65	54	59	48	75	48	73	60	69	65	82	80	83	84	89	83	84	72	87	90	92	96	93	93	95	96	95	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
3000	-256.961648470883972	-255.499566386365075	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.958338696189495	0	3	3	4	5	3	4	4	5	5	4	7	6	5	7	6	7	6	6	7	8	9	6	7	7	9	7	6	9	10	8	7	6	10	8	10	9	10	11	8	9	9	12	8	9	9	11	12	9	9	11	9	11	11	9	11	11	10	12	12	12	11	11	13	10	11	14	12	12	13	14	17	15	13	14	14	15	15	15	16	17	13	17	17	18	18	19	19	19	19	20	21	25	26	27	27	29	28	29	0	1	1	3	8	1	6	6	3	4	2	8	11	11	33	10	5	8	3	5	12	12	14	10	5	25	9	3	24	42	15	14	3	37	19	50	21	31	37	33	25	25	65	33	44	44	31	44	19	20	29	18	46	40	20	26	26	42	42	49	30	26	44	52	26	21	62	56	38	30	48	76	67	43	74	69	64	66	75	76	67	51	77	79	84	83	72	84	78	79	87	89	90	93	93	93	95	95	96	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1
3500	-259.664823248728169	-258.202741164209272	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.923769613218003	0	2	4	4	5	2	4	4	5	2	5	7	6	7	7	5	7	6	4	8	8	8	7	6	7	10	6	7	8	9	8	7	7	9	10	10	10	10	11	8	10	10	12	10	9	9	10	9	9	9	12	11	12	9	10	10	12	11	12	11	12	11	12	9	12	11	14	13	13	14	13	15	13	14	14	14	15	14	15	15	15	14	17	17	19	18	18	17	19	20	22	21	25	26	27	26	28	27	29	0	1	10	1	4	1	6	2	4	1	8	27	4	8	9	6	2	11	2	16	33	27	11	19	7	28	3	16	18	25	27	18	5	14	21	14	30	22	46	13	40	46	49	31	33	14	29	33	13	21	66	45	56	18	24	28	64	46	44	48	39	41	47	23	47	26	66	52	61	57	62	70	63	51	60	59	73	51	61	76	39	53	67	80	72	72	72	68	87	83	89	87	91	93	93	93	98	96	95	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1
4000	-234.976136881950140	-233.514054797431271	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.983457348162910	0	2	3	2	4	2	4	3	5	4	5	8	4	6	6	6	7	7	6	9	8	9	7	6	7	9	6	6	8	10	8	6	7	11	9	10	7	10	12	9	9	9	12	11	7	9	9	11	10	8	11	10	11	11	10	11	11	11	9	10	12	12	13	13	12	10	14	13	11	14	13	16	14	14	12	15	16	15	15	15	15	16	17	17	18	18	19	17	19	19	21	21	24	25	27	26	28	28	30	0	1	1	1	4	1	2	4	10	3	3	16	8	10	10	8	7	9	5	19	24	17	14	13	9	25	4	7	25	25	37	13	16	55	31	23	5	12	60	28	24	13	56	29	27	18	21	46	18	16	25	19	26	35	25	31	66	40	17	59	66	55	61	51	38	21	43	48	31	39	48	70	62	65	69	63	79	63	63	39	71	76	81	67	80	73	84	81	82	82	90	89	91	93	96	93	94	95	95	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-282.704541052883314	-281.242458968364417	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.810818336871120	0	3	3	4	5	3	4	2	5	5	6	7	6	7	6	6	7	5	5	8	6	9	8	5	8	10	5	7	9	8	8	7	7	10	7	10	9	9	11	8	9	9	12	11	9	9	11	10	8	7	11	10	12	11	9	12	11	11	13	12	11	11	12	12	12	11	14	13	12	13	13	16	12	14	15	15	16	16	14	16	16	15	18	18	18	17	20	18	20	19	20	22	23	26	27	26	28	27	29	0	8	8	8	2	8	1	1	7	7	19	9	5	19	27	9	21	3	8	16	10	16	50	7	9	41	3	19	23	32	9	6	13	2	4	21	31	12	46	13	17	23	37	46	28	21	55	23	16	10	46	13	48	37	49	47	40	12	61	57	38	38	61	57	52	37	66	58	23	62	39	71	36	69	79	63	70	44	51	75	48	59	80	79	81	72	84	86	88	83	88	89	92	93	96	93	95	96	97	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
