step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101
24500	-644.306206027590065	-642.787021268468834	-1.519184759121204	0.000092172944720	0.000025989936160	0.281969250731612	0.577280167527292	-1	2	2	1	4	3	3	3	2	5	4	4	5	5	7	7	6	5	8	8	7	9	9	10	8	10	10	13	12	12	12	13	11	14	13	12	11	15	14	15	15	15	16	17	18	17	21	17	17	19	17	18	19	20	18	19	21	20	20	19	19	20	21	19	22	21	22	23	23	22	22	22	21	24	21	26	23	24	22	25	24	22	23	26	26	25	25	26	25	25	28	25	28	29	28	27	29	31	30	31	31	0	4	1	1	9	2	3	4	4	6	3	7	7	12	10	3	14	9	12	13	1	16	11	12	13	25	15	22	19	25	2	19	6	19	30	27	16	32	31	31	27	36	24	28	34	40	61	43	22	44	20	25	39	61	51	51	60	45	55	51	40	39	53	32	59	60	51	58	59	32	46	51	51	56	54	47	65	66	56	74	61	53	63	68	80	77	64	66	66	62	68	65	74	86	88	90	68	94	85	62	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	3	2	2	3	2	1	2	2	1	2	6	2	3	3	1	1	2	1	2	2	4	2	3	2	1	1	2	1	4	1	3	6	2	1	1	1	1	1	1	1	2	3	1	2	1	1	3	1	1	5	2	2	1	2	1	2	1	2	2	1	2	2	1	1	1	1	3	2	2	3	2	2	2	2	1	1	3	1	3	6	2
25000	-641.463243949219986	-639.998946501504292	-1.464297447715666	0.000077153816563	0.000024895338035	0.322671504067221	0.532368136139056	1	2	4	3	6	4	2	3	3	5	3	4	4	5	7	5	6	6	7	8	8	9	9	10	10	10	11	13	13	12	11	12	13	13	14	13	15	16	14	15	15	15	15	16	18	18	19	18	17	19	17	18	19	19	19	19	22	20	19	20	22	22	21	17	22	21	22	22	22	23	22	21	21	22	23	25	25	24	25	25	22	22	20	27	26	26	23	25	25	25	27	27	28	29	27	27	28	32	29	33	31	0	1	7	1	4	2	1	2	1	4	7	7	7	2	16	2	9	12	12	15	2	16	7	19	20	15	15	22	24	25	19	22	22	20	34	27	22	23	31	31	33	36	20	33	34	39	40	43	28	37	30	43	39	64	45	45	55	52	51	55	40	39	46	40	52	60	45	58	51	81	38	48	55	51	47	47	65	66	51	67	47	53	39	68	67	77	47	55	66	62	68	77	67	77	52	82	68	94	93	71	91	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	3	3	4	1	1	2	2	2	2	1	2	1	2	2	1	1	4	3	2	2	1	1	4	1	3	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	4	3	2	1	2	1	2	1	3	1	3	2	1	2	2	3	2	2	3	2	1	2	3	3	2	1	1	2	2	1	3	2	3	2	4	2	2	2	1	6	2
25500	-612.086925453612935	-610.720304655225391	-1.366620798387531	0.000078126494258	0.000038913108152	0.498078257852329	0.573929542693877	0	1	3	3	6	3	4	3	4	6	4	5	4	5	7	6	6	7	8	9	9	8	9	10	10	10	11	13	11	12	12	12	11	13	13	12	14	14	14	15	15	15	15	17	17	17	20	19	17	18	17	17	19	19	19	20	21	19	20	21	21	21	21	18	22	22	24	22	23	22	22	22	22	22	23	26	24	24	25	25	21	24	23	26	26	25	26	25	26	25	28	27	29	28	27	28	27	32	30	32	30	0	1	1	2	14	2	3	2	1	6	3	3	3	7	10	6	2	4	12	14	2	10	12	19	21	10	6	33	9	13	19	23	21	25	20	33	21	32	31	31	27	27	25	41	43	39	40	51	27	44	34	43	46	64	51	43	51	52	34	55	64	46	46	32	60	60	74	45	60	81	39	51	45	56	70	70	55	66	67	74	47	53	71	68	74	65	75	66	66	71	68	77	79	92	88	83	68	94	85	90	84	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	3	5	1	2	1	1	2	3	1	3	3	2	2	1	2	2	1	2	1	1	2	2	3	2	1	1	2	4	1	3	1	2	2	1	1	1	4	2	1	4	2	1	2	2	3	1	1	2	2	1	1	3	2	2	1	1	2	3	1	1	2	1	2	1	3	2	1	2	2	2	2	3	2	3	1	1	2	3	2	2	3	2
26000	-568.093570873060116	-566.534450552308499	-1.559120320751660	0.000079071750229	0.000020505162758	0.259323496685147	0.629244092096115	0	2	3	2	5	4	3	3	1	5	5	5	4	5	7	6	6	8	9	10	8	9	9	10	7	11	10	13	13	12	12	12	11	13	13	12	15	14	13	15	13	15	15	17	17	18	20	18	17	18	16	18	19	20	18	19	21	20	19	20	20	22	22	19	21	22	23	21	22	23	22	23	23	22	24	26	24	25	25	24	22	23	23	26	26	25	25	24	25	25	27	27	28	28	27	27	28	31	31	32	31	0	1	1	9	1	4	9	2	1	6	3	7	3	7	11	6	4	10	12	25	17	15	12	19	13	25	22	36	3	20	23	19	27	20	30	33	28	32	23	32	36	36	30	27	34	39	23	30	28	42	34	34	39	64	51	45	60	43	55	55	40	46	46	40	59	60	74	52	60	81	61	57	66	48	81	75	65	66	67	74	61	46	53	68	80	57	75	60	66	83	58	86	67	92	86	90	84	94	93	96	91	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	2	3	2	1	1	1	2	1	2	2	1	1	4	1	1	2	1	2	1	1	1	1	2	2	1	2	1	4	2	2	4	3	2	1	1	2	3	1	1	1	1	3	1	1	3	2	3	2	1	1	1	2	1	1	1	1	1	2	1	2	2	2	1	2	1	3	1	3	1	2	1	2	2	1	3	1	2	1	2	1	1	2	1	2	1
26500	-575.925186700932045	-574.522469943269243	-1.402716757662766	0.000082838132994	0.000032871361789	0.396814372814187	0.600460237064050	-1	1	2	3	6	4	3	2	4	5	3	4	4	4	7	7	5	7	7	9	8	10	9	10	8	11	11	12	12	12	12	12	12	14	13	13	14	16	14	14	14	15	15	16	19	17	20	18	17	18	17	17	19	19	18	20	21	20	19	19	22	21	21	20	23	21	24	22	22	23	22	23	22	21	23	26	23	24	25	25	22	24	23	28	26	25	26	25	25	25	27	27	29	28	27	27	27	32	30	32	31	0	1	2	8	9	3	3	2	3	6	3	3	7	7	6	10	14	14	12	25	4	23	12	23	13	20	15	22	23	20	23	12	22	25	25	33	28	32	31	31	22	36	30	37	48	39	32	34	44	36	43	43	46	19	35	35	55	51	34	55	40	53	53	40	51	60	74	58	59	81	53	57	55	56	81	75	73	60	74	74	47	71	71	68	74	65	75	73	66	83	58	86	79	92	51	83	68	94	85	96	97	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	1	2	1	1	1	2	3	1	3	3	1	1	1	1	1	2	2	2	1	1	2	3	2	1	2	2	1	1	7	2	2	1	2	2	1	3	2	1	3	3	1	2	1	1	1	2	1	2	1	1	2	1	3	2	2	1	1	1	4	3	1	2	1	2	1	4	1	2	1	6	2	2	2	1	3	2
27000	-575.466215408725361	-574.045997272835280	-1.420218135890073	0.000074801973685	0.000027703331082	0.370355616529425	0.614564653022893	0	1	4	4	5	2	4	2	3	5	5	4	5	5	7	6	7	7	7	9	9	9	9	10	9	10	11	11	14	11	11	13	12	13	12	13	13	15	13	14	15	14	14	16	18	17	19	19	17	19	17	19	19	17	18	20	21	21	19	21	21	21	21	21	22	21	24	23	23	22	22	23	22	23	23	25	22	24	25	25	25	23	24	28	26	25	26	25	26	25	28	28	28	27	27	28	27	31	29	32	30	0	1	1	1	4	1	9	1	2	1	9	9	4	8	14	6	3	14	12	13	17	17	19	19	13	10	22	15	24	20	23	23	10	30	30	22	22	32	23	31	37	36	20	37	34	39	32	45	44	44	43	43	46	31	51	45	51	52	51	59	47	39	53	54	60	55	56	58	60	47	53	52	45	56	61	61	55	59	74	74	47	71	71	68	56	77	75	60	77	83	68	86	80	86	88	90	68	94	85	96	84	1	1	2	2	1	1	1	1	1	3	1	1	1	1	1	1	2	1	2	2	1	2	2	1	2	2	1	1	2	1	1	2	3	1	1	2	2	1	1	1	1	1	2	1	3	2	3	1	1	2	2	2	1	2	1	1	2	1	1	2	1	3	1	2	1	1	2	1	1	1	2	4	2	2	2	2	3	3	2	2	4	1	1	2	2	2	2	2	2	1	3	2	2	1	1	2	2	2	2	2	1
27500	-580.298120026548645	-578.837461032753708	-1.460658993794921	0.000076161519475	0.000024824308631	0.325942927631226	0.562790183522069	0	2	2	3	5	4	4	3	3	5	4	5	4	5	7	6	5	6	8	9	9	8	9	10	9	11	11	13	14	11	11	12	13	13	12	12	14	15	13	14	14	15	15	15	18	17	20	18	18	19	17	19	18	19	18	20	22	20	19	20	21	22	20	20	22	21	22	21	21	23	22	21	23	23	23	23	24	24	24	25	25	24	22	27	26	26	26	24	24	24	25	28	29	28	27	27	28	30	30	32	32	0	1	1	1	6	1	3	2	1	6	3	4	3	9	14	6	2	1	12	13	6	10	7	18	13	20	15	36	19	25	21	23	36	25	25	22	28	23	31	19	36	33	34	28	30	39	40	25	37	49	43	43	39	40	51	48	51	52	48	55	46	53	46	54	59	55	56	58	45	61	53	51	66	56	61	61	59	66	67	67	70	71	46	68	67	65	61	72	45	62	68	89	57	89	66	90	91	86	80	96	91	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	3	2	2	3	2	3	1	2	1	3	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	4	2	3	3	2	1	1	2	2	2	1	1	2	1	1	1	2	2	2	1	2	1	1	1	2	1	2	2	1	2	1	2	3	2	1	2	1	1	3	3	2	2	2	1	4	1	2	2	3	2	4	2	1	2	2	3	3
28000	-567.168207762348061	-565.803100527112292	-1.365107235235765	0.000062229296809	0.000031586856441	0.507588194957818	0.685858302796851	0	2	2	2	5	3	4	2	2	4	4	4	4	5	5	5	6	7	8	9	7	9	9	10	9	10	11	11	12	11	12	12	13	13	13	10	14	15	13	14	14	15	16	14	19	17	20	18	17	18	17	18	17	18	18	20	20	19	20	20	22	19	21	20	22	21	23	23	22	23	22	22	22	24	23	25	24	24	24	22	25	24	23	26	25	23	25	25	26	25	27	27	27	28	28	26	29	31	29	32	30	0	1	1	1	4	9	3	1	1	6	3	3	3	4	2	6	10	15	12	13	15	15	19	12	13	25	22	36	19	20	23	23	28	30	25	6	36	19	31	32	33	28	30	28	43	19	38	43	44	37	43	43	39	31	43	51	51	43	55	55	47	46	53	54	57	45	56	58	59	61	62	60	66	80	47	47	65	66	80	56	70	71	62	68	80	60	70	59	66	83	58	86	80	77	89	90	91	94	85	96	84	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	3	2	1	1	1	2	1	2	2	1	1	2	3	3	3	1	1	1	2	2	2	2	5	2	1	1	2	1	1	2	3	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	2	1	1	1	2	2	1	2	2	1	2	1	2	2	2	1	1	2	2	1	4	2	2	2	1	1	1	1	2	4	3
28500	-566.681356908998623	-565.174559712629161	-1.506797196369505	0.000084632325342	0.000024543184403	0.289997755637622	0.698948995140642	0	1	2	2	5	3	5	2	2	5	5	4	4	5	7	7	5	7	8	9	8	10	8	10	9	11	11	12	13	12	11	12	13	14	11	11	14	15	13	14	14	14	16	16	18	17	19	16	17	18	17	18	19	19	18	20	20	21	20	20	21	20	21	20	22	21	23	23	22	22	22	22	22	24	23	26	24	23	25	22	23	24	23	28	27	25	24	25	25	26	28	27	28	28	28	28	29	31	30	33	31	0	1	1	1	9	9	3	1	2	6	3	3	3	3	14	6	2	4	12	13	14	15	11	19	13	20	22	27	24	35	23	31	36	25	20	22	28	31	31	32	27	33	20	33	43	39	40	34	37	44	43	34	46	31	43	43	51	52	43	48	47	46	62	54	59	52	80	58	59	61	53	66	51	67	61	70	65	56	67	56	54	71	62	58	67	65	61	57	66	83	58	89	67	77	88	90	68	92	74	96	97	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	1	2	2	2	2	2	2	1	2	1	1	1	2	1	2	1	1	2	2	1	2	3	1	1	1	1	3	3	1	2	2	1	2	1	1	2	1	4	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	3	1	2	2	2	1	1	1	2	1	2	3	2	2	2	2	2	1	4	2	3	2	2	1	2	2	2	3	1
29000	-576.458177106400058	-575.057622561543099	-1.400554544856925	0.000074310796836	0.000029767927731	0.400586846035138	0.579825532510015	0	1	2	3	6	3	4	2	4	6	5	4	4	5	7	7	4	8	8	10	7	9	9	10	7	11	11	13	13	11	12	11	11	13	13	11	15	14	13	15	13	12	14	16	19	17	20	17	18	17	17	18	19	19	19	20	22	20	19	20	22	21	21	21	22	21	23	22	23	21	23	22	22	24	21	24	25	24	25	22	25	23	23	26	26	24	25	24	25	25	27	28	29	26	27	28	27	31	30	33	30	0	1	1	1	4	2	3	1	4	9	7	3	3	12	14	14	2	21	7	25	14	15	19	7	17	20	22	33	24	25	9	23	22	30	30	15	28	31	17	31	27	33	30	27	48	39	40	43	44	36	34	43	46	31	43	48	55	52	51	51	47	53	53	54	59	45	80	58	60	47	53	52	60	80	47	75	65	66	67	56	61	62	62	68	67	65	70	55	57	83	68	86	74	86	57	90	68	94	74	96	97	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	1	1	2	2	1	2	1	2	1	3	1	1	2	1	1	1	1	5	2	1	1	1	2	1	2	2	2	1	3	2	2	1	3	2	1	2	1	1	3	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	1	2	1	1	3	2	1	2	2	2	2	2	2	3	2	3	1	2	2	4	3	2
29500	-595.448318168556511	-594.003337314401847	-1.444980854154678	0.000075013432134	0.000025594210002	0.341195026991670	0.622495872935786	0	2	3	3	5	3	2	2	2	5	4	5	5	5	7	5	6	7	7	9	9	9	9	10	9	11	12	12	14	12	12	12	10	13	13	13	13	15	14	15	14	14	16	16	18	18	21	18	16	18	18	18	19	17	19	20	22	19	20	20	21	21	20	20	22	22	22	23	23	23	22	22	22	22	24	25	24	23	24	24	23	22	24	27	26	25	25	25	26	25	28	28	28	27	27	27	26	32	30	33	30	0	1	7	1	4	2	1	1	1	6	7	7	3	4	10	6	14	3	3	13	17	15	12	19	12	20	33	22	24	20	19	19	22	20	20	33	28	31	23	32	36	33	34	42	43	39	23	30	33	44	30	34	46	23	48	45	59	52	51	43	40	53	53	54	43	55	45	52	65	61	53	52	59	60	81	75	57	48	52	74	61	46	82	68	74	65	61	66	55	83	97	86	80	86	57	83	68	94	67	96	97	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	2	1	1	1	2	2	2	2	1	1	2	2	1	2	3	1	1	2	1	1	2	2	4	3	2	1	2	3	1	4	1	2	2	1	2	2	3	1	1	2	3	1	2	2	1	1	2	2	1	1	1	1	1	3	4	1	1	2	1	2	2	2	2	2	3	1	2	2	2	1	3	1	2	2	3	3	2
30000	-592.145439535931587	-590.592717452182569	-1.552722083748988	0.000079522888504	0.000020887902000	0.262665282828157	0.666133603913502	0	2	3	3	5	2	5	1	3	5	5	5	5	4	7	7	5	8	9	10	8	9	8	10	8	10	11	13	14	10	12	12	12	11	13	11	14	14	14	14	15	14	15	17	18	17	20	17	17	18	16	18	18	18	18	19	22	20	19	20	21	21	20	20	22	19	23	23	23	23	23	22	23	22	22	26	23	24	24	25	22	23	23	26	26	25	25	25	26	26	28	27	28	27	28	28	27	32	31	31	30	0	1	2	1	4	1	14	1	2	14	4	1	4	8	6	12	9	1	14	25	17	15	7	14	13	25	22	36	31	13	23	24	36	25	30	22	36	30	19	32	36	33	20	37	43	39	40	20	37	42	43	43	46	31	51	48	60	45	55	66	40	53	46	54	66	48	74	52	66	81	46	66	55	45	61	75	65	66	74	67	61	63	62	58	74	77	75	78	57	83	97	77	74	86	88	83	68	94	85	96	91	1	1	1	2	2	1	1	1	1	1	1	3	1	1	2	1	1	3	3	1	1	1	1	2	1	2	2	1	1	3	2	1	1	2	1	1	3	1	1	1	2	1	3	2	2	2	3	3	1	2	1	1	1	3	1	2	1	2	1	1	3	2	2	1	1	1	1	2	2	1	4	1	3	2	1	2	1	2	1	1	1	1	1	3	2	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	1
30500	-580.094812101886305	-578.595641311150416	-1.499170790735835	0.000088967558615	0.000026265863100	0.295229671448473	0.599747369598036	0	1	3	2	5	2	5	2	3	6	4	5	4	5	8	7	6	5	7	8	9	10	10	11	10	11	10	12	13	12	11	12	12	13	14	12	14	15	13	14	14	14	15	16	17	17	19	18	17	18	17	17	19	19	18	20	21	20	19	20	19	21	21	20	21	21	23	23	23	21	22	22	22	21	22	25	24	25	25	24	25	23	23	28	27	26	25	24	24	25	27	27	29	28	27	28	28	32	31	31	31	0	1	4	2	9	1	3	1	1	6	3	3	3	9	10	10	9	9	12	13	10	6	19	19	20	21	10	27	23	25	19	31	15	25	30	27	27	31	23	29	36	36	26	37	43	39	40	45	41	28	43	34	46	40	51	43	51	52	45	55	31	53	53	54	60	51	74	58	65	47	53	57	55	45	47	75	65	66	74	67	70	62	71	68	67	89	61	57	55	83	68	59	80	86	56	90	68	94	85	96	97	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	5	2	2	1	1	2	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	2	2	1	1	2	4	2	1	1	1	1	1	1	1	1	2	1	3	3	1	2	2	2	2	1	2	1	1	1	3	1	2	1	4	1	3	3	2	1	3	1	2	2	2	2	2
31000	-578.917462195662551	-577.413411237701212	-1.504050957961306	0.000065887825000	0.000019229685117	0.291854908204735	0.613546425590408	0	1	3	2	4	3	4	3	3	5	4	3	5	5	7	6	5	7	7	9	9	8	10	10	10	9	11	13	12	11	12	12	11	13	14	12	13	14	12	14	14	14	15	16	19	17	20	17	16	17	17	18	19	19	18	20	20	20	19	21	21	20	22	21	22	22	23	22	23	22	22	23	23	23	23	26	24	24	24	24	24	24	22	27	26	25	25	24	22	25	28	28	29	29	28	28	29	31	31	32	31	0	1	4	1	12	4	3	1	4	4	9	1	12	2	14	6	2	10	3	13	17	17	12	19	13	17	22	36	19	20	24	23	22	20	25	33	23	23	23	32	28	36	25	37	34	39	46	43	37	37	34	34	46	23	43	43	55	52	55	55	54	53	62	54	59	55	56	58	60	61	53	45	89	43	61	75	65	55	56	45	54	71	62	68	67	60	61	60	51	83	68	77	85	92	73	90	91	94	93	96	97	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	2	2	1	2	1	2	1	4	2	2	1	1	1	2	2	1	1	1	3	2	1	2	1	1	1	1	2	3	1	2	3	2	1	2	1	2	2	1	4	2	3	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	5	2	2	1	3	2	3	3	1	1	2	2	2	2	2	2	2	2	3	2	1	2	2	1	2	1	2	2
31500	-587.584964844842375	-586.136964486285933	-1.448000358556422	0.000102234354009	0.000034565200559	0.338097705944943	0.649712630975283	0	1	2	2	5	4	4	2	4	6	4	5	4	5	8	6	6	7	6	9	7	9	10	10	10	9	11	11	13	12	12	13	11	13	12	13	15	15	13	15	13	14	15	16	19	18	18	18	17	19	16	18	19	19	18	21	21	21	19	21	21	21	21	20	21	22	23	22	22	20	21	22	22	22	24	24	24	22	24	25	24	23	23	27	26	26	26	25	26	25	25	28	29	27	27	28	28	32	29	32	31	0	1	1	1	8	4	3	1	2	6	3	7	3	4	10	6	9	4	6	13	14	15	19	7	13	13	22	22	24	26	23	23	22	20	25	22	28	23	23	32	33	33	30	36	43	39	31	51	37	37	30	43	46	32	51	52	59	52	43	55	70	46	53	54	55	45	59	58	51	47	39	59	45	48	61	70	51	55	74	60	70	46	62	68	56	73	61	73	66	82	68	94	80	77	88	90	84	94	67	90	84	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	3	2	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	2	1	2	1	1	2	3	1	1	3	2	2	1	3	1	2	1	1	2	2	1	2	1	1	1	1	2	1	3	1	4	2	2	2	2	2	3	2	1	2	2	2	1	2	2	2	2	1	2	1	2	1	2	1	1	2	1	2	2	3	2
32000	-626.323670702237905	-624.860360930093861	-1.463309772144015	0.000071540417357	0.000023146940215	0.323550533676136	0.493432934981114	0	1	3	2	4	3	4	2	3	5	5	4	5	4	7	5	6	7	8	9	7	9	10	9	8	9	11	13	13	11	12	11	12	14	12	13	14	14	13	15	15	14	16	16	18	16	19	18	18	18	17	18	19	19	18	20	21	21	19	20	21	21	21	21	21	22	24	22	21	22	21	22	22	23	23	25	23	23	25	24	25	23	23	26	26	26	25	25	25	24	28	26	30	28	27	28	28	31	29	32	30	0	1	2	1	2	2	3	2	1	6	12	4	3	4	4	6	9	14	11	25	2	15	3	19	13	2	22	27	23	25	19	24	15	25	25	22	28	23	12	32	27	36	34	42	43	31	40	30	28	33	34	43	39	23	51	43	51	45	51	55	40	46	46	54	45	60	48	26	59	47	39	51	60	56	47	47	65	60	67	43	70	63	71	68	43	65	47	60	51	83	68	77	74	92	57	90	84	94	67	96	84	1	1	1	1	2	1	1	1	1	2	1	1	1	1	3	1	1	2	1	1	2	1	4	1	2	4	2	1	2	2	2	1	2	3	2	2	1	3	4	2	2	1	1	1	2	3	2	3	4	3	1	1	2	4	1	2	2	2	1	1	3	2	2	2	1	1	3	4	1	2	3	2	1	1	2	2	2	2	1	4	2	1	1	2	6	2	2	3	4	1	2	2	3	1	3	3	1	2	2	1	2
32500	-575.799413469734077	-574.117503887363910	-1.681909582370216	0.000067907342019	0.000014210227944	0.209259080407652	0.585036628748770	0	1	3	3	6	3	3	3	3	5	3	4	4	2	8	6	6	7	8	9	6	9	9	11	9	11	11	10	12	11	13	12	13	14	13	13	14	15	13	14	15	12	16	16	19	17	19	18	16	18	17	18	20	19	18	20	21	20	19	19	20	21	21	21	21	21	23	23	22	22	20	22	23	21	23	24	25	24	24	25	25	23	24	27	27	26	25	25	26	23	26	27	29	28	27	27	29	31	31	32	31	0	1	1	14	4	1	2	1	14	6	14	3	7	2	17	6	4	9	12	13	4	15	19	12	19	25	22	15	24	25	12	1	42	30	20	22	28	32	32	24	36	27	34	42	48	39	31	43	37	36	43	43	39	32	34	48	51	52	51	51	47	71	46	54	59	55	74	58	59	47	46	51	55	34	61	61	65	66	74	43	70	63	71	68	67	77	47	66	78	63	68	86	79	92	89	90	91	94	79	96	97	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	3	2	1	1	3	1	1	2	1	1	2	4	7	1	2	2	2	2	1	1	2	1	1	1	2	1	2	2	1	1	2	1	1	2	2	2	1	3	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	2	3	2	2	2	2	1	4	2	1	2	2	2	1	2	2	1	1	2	1	2	1	1	2	2	2	3	1	1
33000	-559.750896373557680	-558.347576931627145	-1.403319441930482	0.000074938786243	0.000029659761991	0.395786527620056	0.604584470885612	0	1	3	3	5	2	4	1	2	5	5	5	5	5	7	6	4	7	9	9	8	9	9	11	8	11	11	12	13	11	13	12	12	12	14	11	13	14	13	15	15	15	15	15	19	17	18	18	18	19	17	19	18	19	18	20	21	20	19	19	21	20	21	21	22	21	24	23	22	23	22	22	22	22	24	25	24	24	24	25	25	24	24	27	26	25	25	25	26	26	27	26	29	28	27	28	29	31	30	32	31	0	1	2	1	4	2	3	1	1	4	3	4	3	17	6	6	2	4	12	25	15	15	12	23	13	25	22	36	19	20	19	18	36	25	34	22	27	31	23	32	33	33	25	37	43	39	32	43	44	44	43	43	46	40	43	45	51	30	51	55	47	53	62	54	59	59	74	58	59	61	53	51	57	56	61	61	65	73	45	45	61	71	62	68	43	77	61	78	69	83	68	52	74	92	88	90	68	94	93	96	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	2	1	1	1	2	1	1	2	1	1	2	2	2	2	1	2	1	1	2	1	2	1	2	1	4	1	2	2	3	1	2	2	1	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	2	2	2	1	3	4	2	1	2	2	4	1	2	1	2	1	2	3	2	1	2	1	3	2	1	2	1
