step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100
1	-17249.471751704502822	-17248.009669619983470	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.253975693439159	0	3	6	8	9	10	9	9	11	10	12	14	14	13	16	17	17	17	18	19	20	19	19	20	20	20	21	22	22	23	22	24	23	23	23	24	23	23	24	24	24	26	25	25	27	27	26	27	27	27	28	27	28	29	30	28	30	30	31	31	30	34	33	32	33	34	33	33	32	34	34	34	34	34	35	36	36	36	37	38	41	41	41	41	42	43	43	43	43	45	46	48	48	50	50	50	49	50	53	52	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	5	5	5	6	5	6	7	7	7	8	9	9	9	9	10	10	10	10	10	10	10	11	11	11	12	11	12	12	12	12	12	12	12	12	12	12	13	13	13	14	14	13	14	14	14	14	14	14	15	15	14	15	15	16	16	15	17	17	16	17	17	17	17	16	17	17	17	17	17	18	18	18	18	19	19	21	21	21	21	21	22	22	22	22	23	23	24	24	25	25	25	25	25	27	26
500	-1715.801103803544493	-1712.909002237211325	-2.892101566333056	0.000009976231916	0.000050664191094	5.078489706601276	0.128936694744190	-1	4	6	7	8	10	9	9	12	11	13	14	11	11	16	16	17	18	18	20	19	19	16	19	19	20	22	19	23	24	23	22	23	20	20	24	24	23	21	24	24	27	26	25	27	27	26	25	27	27	27	26	28	30	30	27	30	30	30	32	31	34	34	33	32	34	33	34	31	35	35	35	35	34	35	36	37	35	38	38	42	42	42	41	43	44	42	44	44	44	46	49	49	50	50	51	50	51	53	52	0	0	2	3	1	4	4	4	6	8	4	2	8	5	13	9	11	12	16	24	15	15	13	16	17	1	22	8	19	21	14	21	8	19	23	34	39	16	34	38	35	29	4	35	1	3	41	28	28	23	35	35	35	34	19	1	28	23	6	12	9	23	34	34	23	17	1	34	6	34	21	4	34	0	39	36	39	16	36	23	15	23	27	7	28	28	41	23	50	2	32	23	28	58	22	23	48	23	1	5	1	1	1	1	4	2	1	1	2	2	3	5	1	1	3	2	3	2	1	1	2	3	4	1	1	14	2	5	2	4	8	1	8	2	2	4	2	6	1	1	2	2	10	4	15	11	2	4	6	8	2	3	5	9	6	16	5	9	11	11	10	11	11	11	8	10	17	12	10	14	12	15	11	1	12	7	12	9	13	15	16	16	10	14	18	19	9	17	17	20	18	22	22	16	17	27	16	24	24	26
1000	-1252.784902732946193	-1250.676637916242726	-2.108264816703427	0.000009959436330	0.000026162552985	2.626911013696568	0.184673583050729	1	1	4	7	9	11	9	9	11	11	12	14	14	13	17	15	18	17	18	19	20	20	16	21	21	20	21	22	20	24	23	25	23	20	23	23	22	24	24	24	24	26	25	25	26	28	26	27	28	27	27	24	28	27	30	28	29	30	31	32	30	35	34	33	34	33	34	34	32	35	32	34	35	34	35	36	37	36	38	37	41	41	42	42	42	44	44	44	44	45	47	49	48	50	51	51	50	50	53	52	0	0	2	3	1	3	4	4	4	8	6	2	10	7	13	9	6	13	16	16	23	15	13	16	4	17	22	15	13	23	21	9	27	20	23	34	34	34	34	34	35	10	19	41	11	9	41	44	15	28	35	23	48	11	32	44	34	52	32	38	34	52	39	34	41	43	15	36	27	36	58	34	20	0	54	73	34	29	34	52	52	17	79	28	21	52	82	71	52	5	52	52	80	71	84	52	80	52	43	15	1	1	1	2	5	4	1	1	2	2	1	6	2	2	3	2	3	1	2	4	2	2	1	2	6	1	1	2	4	5	1	7	1	1	3	2	1	3	3	2	1	9	5	1	8	7	1	1	5	3	1	5	1	9	3	2	4	3	3	4	7	7	5	7	6	3	8	10	6	10	1	9	11	1	5	1	11	9	9	9	11	16	2	7	11	14	2	9	17	18	14	16	9	11	4	24	7	23	15	18
1500	-919.143804837758012	-917.057823205414252	-2.085981632343791	0.000010063301789	0.000025835509316	2.567299466593850	0.293708260321291	0	2	6	8	10	10	10	9	10	11	11	14	14	13	15	16	17	17	18	18	21	19	19	20	20	20	21	21	22	24	22	24	23	21	23	24	23	24	23	24	24	26	25	25	26	27	26	27	27	28	26	26	25	29	30	28	31	29	31	31	31	34	30	33	34	35	32	34	31	35	31	34	34	34	35	36	37	36	38	35	41	42	42	41	42	44	43	43	42	44	47	49	48	51	51	51	49	50	54	52	0	0	2	3	2	4	3	3	4	8	8	8	11	3	13	14	13	1	16	16	23	17	13	20	15	12	22	23	25	31	23	39	25	16	21	34	34	37	34	34	35	41	18	41	23	31	41	38	41	52	35	28	21	36	53	51	40	28	46	58	36	58	54	34	51	68	42	63	51	39	58	56	34	0	64	68	34	70	54	52	80	62	78	73	71	71	38	71	80	65	80	71	80	80	75	51	88	80	78	32	1	1	2	1	5	1	2	2	1	1	1	4	1	4	1	2	2	8	1	2	2	1	3	1	3	4	2	2	1	1	1	1	1	3	1	2	2	1	2	1	1	1	3	1	4	2	1	1	2	1	2	3	1	2	2	1	3	4	2	1	3	3	1	9	5	1	4	3	2	7	2	3	7	1	2	1	9	1	6	5	3	8	3	3	10	5	10	9	3	5	7	14	8	8	8	19	4	13	9	12
2000	-902.859947480351025	-900.617314503389707	-2.242632976961330	0.000010076845611	0.000030197183196	2.996690071650267	0.336075432437228	0	3	5	8	9	10	10	9	12	11	11	14	14	12	16	16	17	17	17	19	21	19	19	21	20	21	21	23	22	23	22	24	23	21	24	25	23	24	24	24	24	24	26	25	27	27	27	27	26	28	28	26	28	29	31	28	31	29	30	32	29	34	31	32	34	35	34	33	33	32	31	33	34	35	35	36	37	37	37	35	41	42	40	40	43	43	43	44	43	45	45	48	48	50	50	51	48	51	54	52	0	0	2	3	2	4	4	4	6	8	4	6	8	11	13	9	15	13	16	16	15	13	15	20	20	17	22	21	12	31	21	26	20	9	28	34	34	34	34	34	26	23	37	41	6	34	41	21	41	52	35	23	43	46	53	42	56	53	41	33	36	60	54	34	44	48	72	63	60	34	52	63	63	0	64	73	61	76	68	71	80	80	69	70	80	80	39	71	80	82	80	71	80	81	83	71	88	80	47	89	1	1	1	2	3	1	1	1	1	1	2	2	2	1	1	2	1	2	1	1	2	3	2	1	1	3	1	1	4	1	1	2	1	2	1	3	1	2	2	2	2	2	2	1	7	3	2	3	1	2	3	4	1	1	2	3	2	1	4	4	2	1	1	7	5	4	1	2	1	6	3	1	1	1	2	1	6	1	3	2	3	5	2	3	7	4	9	9	3	2	5	13	7	5	6	11	2	13	13	4
2500	-850.636078418797183	-848.632870423246004	-2.003207995551191	0.000009986431038	0.000023466255232	2.349813976868858	0.430661375834136	-1	4	6	8	8	10	10	9	11	11	13	14	15	13	16	17	18	18	18	20	20	17	18	21	21	21	21	23	23	23	21	25	23	21	23	23	22	23	24	25	22	27	25	26	28	27	25	28	26	28	29	27	29	29	31	28	30	29	32	30	27	34	33	31	33	34	32	33	30	34	34	34	34	34	35	37	37	35	35	35	38	42	41	41	43	44	42	43	43	45	46	49	48	51	50	50	48	50	53	52	0	0	2	3	3	4	4	4	5	8	9	14	8	10	13	9	15	14	16	19	23	14	15	20	18	23	22	21	22	31	21	26	26	16	21	20	20	34	16	34	25	33	33	41	26	47	29	43	41	52	35	21	31	34	50	29	45	43	49	61	38	52	54	36	49	46	45	54	52	61	58	64	63	0	64	73	61	60	73	71	80	71	52	75	71	81	71	81	81	89	81	81	81	88	84	81	88	80	54	87	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	4	1	3	1	1	1	1	1	1	2	1	1	2	3	1	1	2	2	2	2	1	2	2	4	3	1	2	1	2	4	2	2	1	3	1	4	6	5	2	2	3	1	2	3	2	2	6	1	6	4	4	1	1	1	4	3	2	1	1	2	2	7	3	1	1	3	6	6	4	6	3	3	3	3	1	5	10	5	5	5	10	2	12	11	5
3000	-796.701630438164216	-794.380875758411662	-2.320754679752610	0.000010146308292	0.000032674367527	3.220320789180861	0.530671162740274	0	3	5	8	9	10	9	10	11	11	12	13	15	13	16	17	17	17	16	19	21	20	20	20	19	20	22	22	22	23	22	24	24	20	23	24	24	23	23	25	24	26	25	26	27	28	26	28	28	28	29	27	28	27	30	29	30	28	31	31	30	34	32	33	33	34	34	33	31	34	34	35	34	34	34	36	37	36	38	36	38	42	42	42	42	43	44	42	42	44	46	49	45	50	51	51	49	49	54	52	0	0	2	3	4	4	4	5	5	8	6	9	10	4	13	9	10	14	6	19	23	13	17	25	16	16	22	23	20	31	23	18	6	25	21	34	34	34	34	34	26	20	39	35	22	31	41	42	41	52	25	21	43	36	48	45	44	52	50	52	54	58	54	34	28	53	64	63	52	61	58	32	63	0	54	73	42	68	67	71	80	80	81	65	81	88	86	81	81	88	83	81	81	91	88	81	91	80	92	95	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	3	2	2	1	1	1	1	1	1	2	1	1	2	1	1	3	6	1	1	2	2	2	2	2	2	3	1	2	2	3	2	1	2	1	3	3	1	2	1	1	2	1	2	2	2	5	1	7	5	3	1	1	2	2	2	5	1	1	3	1	6	2	2	1	1	3	4	4	3	1	1	2	3	1	2	10	6	3	3	8	2	8	2	1
3500	-706.196049265473221	-704.248257485182194	-1.947791780290978	0.000010477100841	0.000023127826719	2.207464361499721	0.477610261031423	0	3	6	8	9	10	10	8	11	11	10	14	14	12	16	17	17	16	18	19	20	19	19	21	20	19	20	22	23	24	22	24	24	21	23	25	24	23	23	24	24	27	26	25	26	28	25	28	26	28	29	26	26	29	31	27	30	31	32	32	30	34	32	33	32	35	33	33	32	35	35	34	34	33	33	35	36	37	36	37	39	41	41	40	41	44	41	43	43	44	46	49	46	50	50	51	49	51	51	52	0	0	2	3	4	5	4	3	5	8	4	4	10	7	10	9	13	13	16	16	23	13	18	16	15	16	22	23	21	31	23	31	21	25	28	34	38	34	34	34	23	49	22	41	24	9	41	43	41	52	35	29	32	36	48	45	33	52	36	52	54	52	54	54	41	75	37	54	48	61	62	60	36	0	54	64	54	76	68	62	80	80	66	80	81	88	78	81	85	88	88	81	85	91	44	81	93	90	91	91	1	1	2	1	1	1	1	1	1	2	1	3	1	1	2	4	2	1	1	1	1	2	1	2	2	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	2	1	2	1	3	7	1	1	1	1	3	2	1	2	1	1	4	4	4	4	1	3	2	2	5	1	3	2	2	4	1	1	6	1	1	1	3	1	1	1	1	2	2	1	1	1	2	2	2	1	2	10	3	2	10	7	2	4	2	2
4000	-822.702364595888753	-820.219249350757082	-2.483115245131704	0.000010980234051	0.000040704202826	3.707043277490154	0.502918131939883	-2	4	6	8	10	10	10	9	11	10	11	14	15	13	16	17	17	18	19	16	20	18	19	21	20	21	21	23	22	23	22	25	23	22	23	25	24	23	23	25	24	26	25	26	28	28	27	28	28	27	28	27	28	29	30	29	29	31	31	32	30	33	31	30	34	33	33	33	31	35	35	34	34	34	35	35	36	36	37	38	41	41	41	42	42	43	42	43	43	45	46	48	48	51	50	49	50	50	52	52	0	0	2	3	4	4	4	4	4	8	10	14	10	1	13	20	15	10	16	9	23	13	17	25	22	7	22	21	24	31	21	28	23	20	23	20	38	34	34	34	26	34	38	41	17	36	41	42	41	32	23	42	30	34	45	52	44	51	52	63	36	58	54	34	51	59	59	63	30	61	60	55	64	0	34	63	70	67	76	71	80	80	70	74	81	87	81	81	85	78	88	88	88	81	63	91	91	87	76	98	1	1	1	1	1	1	1	1	2	1	1	1	2	5	1	1	1	3	1	2	1	2	1	1	1	5	2	2	1	1	1	1	1	2	2	5	1	1	1	2	2	2	1	1	4	1	2	1	3	1	5	1	2	3	1	2	2	2	2	1	3	1	1	2	3	1	1	1	4	3	1	3	4	1	7	2	1	1	2	1	1	1	4	4	1	1	1	2	1	5	1	4	2	5	9	2	2	4	6	1
4500	-665.147044727251000	-663.295084970733001	-1.851959756517990	0.000011506333749	0.000022629573081	1.966705779074299	0.542929433391894	0	3	6	7	10	10	10	9	12	10	11	12	14	13	17	17	17	17	18	19	21	20	19	20	17	21	21	23	23	24	22	24	23	23	23	21	23	24	25	23	24	26	25	26	28	25	26	27	28	27	27	28	28	29	30	29	31	31	30	30	29	33	32	31	34	34	31	33	32	33	35	32	33	34	35	37	34	37	38	38	41	42	41	42	42	43	43	44	44	45	47	49	49	50	50	51	49	50	53	53	0	0	2	3	3	4	4	4	6	8	5	6	10	9	13	6	13	9	16	16	23	13	17	16	11	16	22	21	27	31	23	31	24	11	21	12	36	34	36	36	35	30	37	41	22	32	41	43	41	35	35	35	44	39	48	52	48	52	53	43	43	52	54	54	72	68	48	54	52	61	62	53	54	0	34	63	70	68	68	62	80	80	76	80	81	81	85	81	85	86	81	88	91	97	82	91	91	97	91	94	1	1	2	1	2	1	2	1	1	1	1	1	2	1	2	4	2	3	1	1	2	3	2	2	2	2	1	1	1	1	2	1	2	8	2	7	1	1	3	1	1	1	1	1	3	1	1	1	2	1	2	2	1	3	2	1	1	2	1	3	2	3	1	1	1	1	2	3	2	2	2	2	4	1	7	3	1	2	4	2	2	2	3	2	1	1	1	2	1	1	2	5	1	1	7	2	1	1	3	1
