step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53
13500	-298.417685856640162	-305.273173807599562	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621922252745038	1	3	2	5	6	5	6	8	6	7	9	8	8	8	8	9	10	9	9	10	9	11	11	7	10	11	8	11	12	11	10	11	12	13	13	11	12	12	14	13	15	14	17	14	16	16	17	17	19	19	22	24	27	0	1	1	2	2	2	4	24	4	6	2	6	24	9	9	24	18	2	14	15	8	20	10	2	19	9	5	27	16	17	18	19	14	20	23	16	31	10	11	31	36	37	33	28	42	37	44	44	45	41	42	42	0	1	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1	1	3	1	1	1	1	2	2	1	3	1	2	1	1	1	2	2	2	1	2	1	2	3	1	2	2	2	2	1	2	2	1	2	2	4	3	1
14000	-313.566681435123826	-320.422169386083226	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605151352591377	0	3	2	5	6	4	5	7	8	7	9	9	8	6	8	10	10	9	9	10	10	11	9	8	11	12	11	12	12	11	11	10	10	14	13	9	12	13	13	13	16	14	18	13	16	15	17	16	18	19	19	25	27	0	1	1	2	2	2	2	2	14	6	5	6	8	4	14	24	8	8	8	15	7	20	6	7	19	33	11	11	13	17	18	19	9	14	23	7	31	23	11	31	29	40	34	28	40	42	44	44	46	41	46	42	0	1	1	1	1	1	1	1	3	1	2	2	3	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	3	2	2	1	2	2	1	2	1	2	1	2	1	3	1	2	2	2	4	1
14500	-287.830396911416528	-294.685884862375929	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.689984206249157	0	3	2	5	6	6	6	7	8	8	10	9	9	7	6	10	10	8	9	9	9	11	10	10	10	11	11	12	12	11	10	11	10	12	12	11	11	13	14	13	15	13	16	14	16	15	16	17	18	19	19	24	27	0	1	1	2	2	2	2	7	14	6	5	6	8	15	4	8	18	7	14	15	7	20	10	8	19	20	11	5	24	17	18	19	9	33	23	8	31	10	28	17	16	37	20	11	42	42	44	44	31	36	42	49	0	1	2	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	3	3	1	2	2	2	1	1	1	5	4	3	2	1
15000	-301.145839769390534	-308.001327720349934	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.774943901160198	1	3	2	5	5	6	6	7	7	8	8	9	9	9	6	10	10	8	8	8	10	10	10	9	10	11	10	11	11	12	11	9	11	13	13	12	11	13	12	14	16	13	17	14	16	16	15	17	19	19	21	25	28	0	1	1	2	2	2	2	2	15	7	5	6	8	9	2	8	18	7	15	15	6	15	10	8	19	20	11	27	8	17	18	19	9	33	23	24	18	23	11	37	16	37	33	39	40	37	44	44	45	41	46	51	0	1	1	1	1	1	2	1	2	1	1	3	2	1	1	1	2	2	1	1	1	2	2	2	1	1	2	1	1	2	1	2	1	2	1	2	2	2	1	2	2	2	1	2	1	1	3	1	1	2	1	2	1	1
15500	-279.321907197791575	-286.177395148750975	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.755619679025951	0	3	2	5	5	4	6	7	4	7	9	6	9	9	6	9	10	8	9	10	8	10	9	10	10	12	10	12	12	10	10	11	12	14	11	10	11	13	13	13	15	15	16	15	15	15	16	17	18	19	20	25	27	0	1	1	2	2	2	2	2	2	6	5	6	8	9	9	8	18	7	9	15	8	15	10	16	19	20	11	27	36	18	18	25	14	22	23	8	31	23	28	31	29	37	33	28	40	37	44	44	45	41	49	51	0	1	2	1	1	1	1	2	2	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	3	1	2	1	2	1	1	2	2	2	1	2	2	1	2	2	2	1	3	1
16000	-281.471428824358554	-288.326916775317954	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654660570964823	0	3	2	5	5	5	4	7	7	7	9	8	9	8	8	9	10	8	9	10	10	10	9	8	10	11	10	12	10	12	9	11	12	14	11	11	12	12	14	12	15	14	17	14	15	15	17	17	18	20	20	24	27	0	1	1	2	2	2	2	7	4	6	5	10	24	9	9	24	18	7	14	15	16	15	6	8	19	15	5	27	16	17	18	19	9	14	10	16	31	23	28	31	36	37	33	27	31	42	27	44	45	41	42	51	0	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	3	1	1	1	1	1	2	2	2	1	2	1	1	2	1	1	2	2	2	1	3	2	2	2	2	2	1
16500	-288.274309399608910	-295.129797350568310	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697949793835290	-1	3	1	5	5	5	6	6	7	6	8	8	9	8	6	10	10	8	10	8	10	10	8	9	11	11	10	12	12	12	10	11	10	14	10	11	11	13	13	12	15	12	15	15	15	15	15	17	18	19	21	24	28	0	1	1	2	2	2	2	2	15	6	5	6	8	9	4	24	18	7	20	15	13	20	10	8	19	20	5	11	16	17	18	19	9	22	10	24	31	23	11	31	13	31	26	39	40	42	39	44	45	41	42	51	0	1	2	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	3	2	1	1	2	1	1	2	2	1	1	2	3	1	3	1	2	1	2	2	1	1	2	2	4	1	1
17000	-301.023094864855977	-307.878582815815378	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.727808812309112	0	3	2	5	5	5	5	6	5	7	8	6	8	9	7	9	10	8	9	9	10	11	11	9	11	12	10	12	13	10	11	10	11	13	12	12	12	13	12	13	13	13	17	14	14	15	16	17	19	18	20	24	28	0	1	1	2	2	2	2	2	2	6	5	6	8	9	9	7	16	7	15	15	24	15	10	13	14	20	11	27	36	18	18	19	14	20	23	24	18	23	11	18	21	37	33	39	31	42	44	44	46	41	42	51	0	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	3	1	2	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	2	2	2	1	4	2	2	2	1	2	1	1	3	2	1
17500	-268.624220896941438	-275.479708847900838	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.783281959934228	1	3	3	5	6	5	6	7	7	7	9	8	8	8	8	10	10	7	8	9	9	10	10	9	10	11	10	10	12	12	10	9	11	14	12	12	11	14	13	13	14	14	17	14	15	15	15	18	18	20	21	23	27	0	1	1	2	2	2	2	7	4	6	5	6	8	9	9	24	18	7	9	15	13	20	10	8	19	14	11	11	16	17	18	19	14	22	23	8	31	23	28	31	16	37	9	11	40	42	44	47	45	41	42	51	0	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	2	2	2	2	5	2	1	1	1	1	1	3	3	1	1
18000	-294.047706573687663	-300.903194524647063	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.756920853804533	0	3	2	5	6	5	6	7	8	6	9	7	8	7	7	6	10	5	8	10	8	9	9	9	10	10	11	13	11	11	10	10	12	11	12	11	11	13	12	13	16	14	16	14	15	16	16	17	17	19	21	24	27	0	1	1	2	2	2	2	16	2	6	5	10	16	4	4	2	24	2	7	15	16	15	10	8	15	15	11	39	13	17	18	19	20	22	23	16	31	23	11	31	36	37	33	39	40	42	44	44	45	41	46	51	0	1	2	1	1	2	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	2	3	1	2	1	1	1	2	2	2	1	2	2	1
18500	-281.512064556942221	-288.367552507901621	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667079566760333	0	3	2	5	6	4	7	7	8	8	10	8	8	6	7	10	10	9	9	9	9	10	10	10	10	12	11	13	12	11	11	11	11	14	12	12	12	14	12	13	15	14	17	14	16	15	17	17	17	19	21	23	28	0	1	1	2	2	2	2	2	14	6	5	6	8	4	14	13	18	2	9	15	8	15	10	7	19	20	11	27	24	18	18	19	15	22	23	8	31	23	11	31	24	37	33	28	31	42	44	44	45	41	46	51	0	1	1	1	1	2	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	2	1	2	3	1	4	1	3	1	2	3	1	2	4	1	1
19000	-277.991421206880887	-284.846909157840287	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663771342312804	0	3	2	5	6	5	6	7	7	7	9	8	9	9	7	8	11	8	9	9	10	10	11	9	11	11	10	12	12	10	10	10	11	13	13	10	12	12	13	13	16	14	17	14	16	16	16	18	19	19	21	24	27	0	1	1	2	4	2	2	2	4	6	5	6	8	9	2	7	18	7	15	15	24	14	10	16	19	15	11	11	24	18	18	19	14	14	23	24	31	23	28	18	24	37	33	28	40	42	44	44	42	41	46	49	0	1	2	1	1	1	1	2	3	1	1	1	2	2	2	2	1	2	1	1	1	1	1	3	1	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	2	2	1	3	1	2	1	1	2	3	2	2	2	1
19500	-312.314204255938193	-319.169692206897594	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.647916126183465	0	2	2	6	6	5	5	9	7	7	9	8	7	5	8	9	10	8	8	9	10	11	11	8	10	12	10	12	12	11	9	10	10	14	10	10	11	14	13	13	13	14	17	14	15	16	16	16	18	19	21	24	26	0	1	1	2	2	2	2	24	4	6	5	4	2	2	9	7	18	7	9	15	8	20	6	13	19	20	5	11	24	17	18	19	14	22	10	24	31	35	28	31	36	37	25	28	31	37	44	44	31	41	49	42	0	1	1	1	2	2	2	3	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	4	1	1	2	2	2	2	1	1	1	1	2	2	1	1	2	1	2	2	2	3	1	3	3	1	1	4	3	2	5	1
20000	-287.458727250836660	-294.314215201796060	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.768786064496627	0	3	2	5	5	5	4	9	8	8	10	9	8	7	8	10	10	8	9	9	9	11	10	7	11	12	8	12	12	11	10	10	12	12	13	10	11	13	14	13	15	15	16	14	15	16	16	17	19	19	21	24	27	0	1	1	2	2	7	2	24	14	6	27	6	24	4	2	24	18	7	15	14	24	14	12	2	19	20	5	11	8	17	18	19	22	15	23	8	31	23	28	31	29	37	33	11	31	37	44	47	46	41	46	51	0	1	1	1	1	1	1	1	1	1	2	1	3	1	1	2	2	1	2	1	1	1	3	1	2	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	1	2	2	3	2	2	1	1	2	2	2	2	1
20500	-294.635491633368474	-301.490979584327874	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598669514511834	0	2	2	5	5	4	5	7	7	6	8	8	9	9	7	9	10	9	9	8	9	9	10	9	11	12	10	12	11	11	10	10	12	14	12	11	11	13	14	13	16	15	17	13	15	14	16	17	18	19	21	25	26	0	1	1	2	2	2	2	2	4	6	5	10	8	9	4	8	8	7	9	9	8	15	6	8	19	20	11	27	24	18	18	19	9	22	23	8	31	23	28	31	29	37	33	27	40	37	44	44	40	41	42	51	0	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	3	1	1	1	1	3	1	1	2	2	1	1	2	1	1	1	2	2	2	1	2	1	2	3	2	2	1	1	2	2	2	2	3	4	1	1
21000	-287.191607622423078	-294.047095573382478	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.735885791857848	1	3	2	4	4	5	5	7	7	7	7	9	9	9	8	8	9	7	9	10	9	9	9	9	10	12	9	11	12	9	9	11	12	13	11	10	12	11	14	13	15	13	16	12	15	15	17	17	19	20	20	24	28	0	1	1	2	2	2	2	7	4	6	5	10	16	9	9	6	18	2	9	15	16	15	10	8	19	15	11	11	36	18	18	19	14	22	23	8	31	23	28	31	36	37	33	28	40	42	44	44	45	16	37	51	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	1	2	1	2	2	2	1	2	1	1	1	3	2	2	5	3	2	1
21500	-289.728215663164008	-296.583703614123408	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606845911904558	0	2	2	4	6	5	6	6	7	7	7	8	8	9	8	10	9	8	9	10	10	10	11	8	11	11	9	11	13	12	10	11	12	13	13	11	11	12	13	14	15	15	17	14	15	16	16	17	19	19	20	23	27	0	1	1	2	2	2	4	2	4	6	5	6	8	15	9	24	18	7	9	15	8	9	10	8	19	14	11	27	36	17	18	19	20	22	23	24	31	23	11	31	36	40	9	39	31	42	44	44	46	41	42	46	0	1	1	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	2	1	2	1	2	1	1	3	2	2	1	3	1	3	1	2	3	2	2	3	3	1
22000	-300.330562815756650	-307.186050766716050	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.614789002069624	1	3	3	5	5	6	6	7	6	7	9	8	8	8	7	9	11	8	9	9	10	11	10	9	11	11	11	11	11	12	10	10	10	13	12	12	12	13	13	13	14	15	16	15	14	16	17	17	19	20	22	25	26	0	1	1	2	2	2	2	2	4	6	5	7	8	4	9	13	18	7	9	15	16	15	24	8	19	20	11	11	16	18	18	19	9	22	23	8	31	23	11	31	36	37	14	39	31	42	44	44	45	41	46	42	0	1	1	1	1	1	2	3	2	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	3	1	2	3	1	1	3	2	1	1	4	1	2	1	1	2	2	4	3	6	1
22500	-294.792574856640101	-301.648062807599501	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624039167677158	1	3	3	4	5	5	6	8	6	7	9	8	9	8	8	9	9	7	9	9	9	10	9	7	10	12	10	11	12	11	10	10	11	12	12	11	12	14	13	13	12	14	16	13	15	14	17	16	17	19	21	24	26	0	1	1	1	2	2	2	7	4	6	5	6	8	9	9	8	18	2	9	15	18	14	6	6	19	20	5	11	16	18	18	19	20	22	23	24	31	35	28	18	8	37	33	11	31	37	44	44	45	41	42	42	0	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	2	3	1	1	1	3	2	2	3	2	2	2	2	1	1	2	3	5	1
23000	-277.747002780298885	-284.602490731258285	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.731967300237434	0	2	2	4	5	6	6	7	5	7	8	8	8	7	8	9	10	8	9	9	10	10	11	9	11	11	9	11	13	12	9	10	11	12	13	10	11	13	14	13	16	14	16	14	15	15	16	16	18	18	20	24	27	0	1	1	2	2	2	5	7	4	6	5	6	8	9	9	8	18	7	9	15	24	20	6	8	19	20	5	11	36	17	7	19	14	22	23	24	31	23	28	31	36	40	33	27	31	40	44	44	45	41	46	42	0	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	1	1	1	2	1	2	5	1
23500	-280.865389697997898	-287.720877648957298	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503091320108484	0	2	2	5	5	4	6	8	6	6	9	8	8	7	7	10	10	7	7	9	10	10	9	10	11	11	10	12	12	11	11	9	11	13	11	10	12	13	13	14	15	14	17	14	15	15	15	18	19	19	20	23	28	0	1	1	2	2	2	2	7	4	6	5	6	2	9	9	8	18	7	4	15	13	15	10	8	19	15	11	11	13	17	18	19	14	22	23	8	31	23	11	31	8	37	33	28	40	37	44	47	45	41	42	46	0	1	1	1	2	2	1	2	1	1	1	2	2	3	1	1	1	2	1	1	1	1	2	2	1	2	2	1	2	2	1	2	1	2	2	1	1	1	2	1	2	3	1	2	1	1	1	1	2	3	2	3	4	1
24000	-295.780719904831187	-302.636207855790587	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617698078302529	-1	3	1	4	5	5	6	8	7	7	9	8	9	9	6	9	11	8	9	9	10	10	9	10	10	11	11	12	12	12	10	10	12	14	12	10	12	14	13	14	14	14	17	14	14	15	17	17	16	20	22	25	26	0	1	1	2	2	2	2	7	15	6	5	10	2	9	2	8	18	2	9	9	16	15	6	16	19	15	11	11	36	18	18	19	22	26	23	16	17	35	28	31	24	31	33	27	31	31	44	44	46	41	42	42	0	1	2	1	1	1	1	1	1	1	1	2	1	3	1	2	1	2	2	1	1	1	3	1	1	1	4	1	2	1	2	1	1	1	2	2	1	1	1	1	2	2	2	2	1	2	3	1	1	1	2	4	4	1
24500	-285.332348489551975	-292.187836440511376	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619568103791128	0	3	2	4	5	5	5	7	7	7	9	7	8	9	7	9	8	7	9	9	10	9	10	9	10	11	10	12	13	12	10	11	11	14	12	11	11	14	13	14	15	13	16	14	15	16	16	18	18	20	19	24	27	0	1	1	2	2	2	2	2	2	6	5	6	8	9	4	8	18	2	9	9	16	9	10	8	19	15	5	11	24	9	18	19	9	22	23	16	31	35	28	31	29	37	33	27	31	37	44	44	45	41	46	46	0	1	2	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2	1	2	2	2	1	2	1	1	1	2	1	1	3	2	2	3	1	1	2	3	1	4	1
25000	-282.820125111625885	-289.675613062585285	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.751849222538711	0	3	2	5	6	6	4	7	6	8	8	9	9	8	7	10	10	7	9	10	10	11	9	9	11	11	10	13	12	11	8	10	10	12	13	11	11	13	14	12	15	13	16	15	14	15	17	17	18	19	18	24	27	0	1	1	7	2	2	2	4	2	6	5	6	8	9	9	8	18	2	15	15	8	9	6	8	19	20	11	11	36	18	18	19	14	22	23	24	31	23	11	31	16	37	33	28	40	42	44	44	45	41	46	51	0	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	3	2	2	1	3	1	1	2	1	1	2	2	2	3	1
25500	-277.012718743016080	-283.868206693975480	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684041793670209	1	3	3	5	5	6	6	7	6	7	9	9	9	7	8	10	9	8	8	9	10	11	10	9	11	10	11	11	13	12	9	10	11	13	13	11	11	14	13	12	15	13	18	14	15	16	16	16	17	19	21	23	27	0	1	1	3	2	2	2	7	4	6	5	7	7	9	9	8	18	2	14	15	24	20	6	8	19	15	11	11	36	17	18	19	9	22	23	24	31	23	28	31	36	37	33	28	31	42	44	44	40	41	46	51	0	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	2	3	2	2	2	1	1	2	2	2	1	1
26000	-268.265627521241242	-275.121115472200643	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.738128080695680	0	3	2	5	5	5	6	8	7	6	10	8	9	9	8	10	9	8	9	9	9	10	9	10	8	12	9	13	12	11	10	10	11	13	13	11	12	12	13	13	14	14	15	14	15	16	16	17	18	19	20	24	27	0	1	1	2	2	2	2	7	4	6	27	10	8	9	9	8	7	7	25	15	8	20	10	8	4	20	5	27	24	17	18	19	14	22	23	24	18	23	11	31	36	31	33	28	40	37	44	47	40	41	49	51	0	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	1	2	1	2	2	1	2	2	1	1	2	1	1	2	2	1	1	1
26500	-276.016940230617593	-282.872428181576993	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.543509692108525	-1	3	2	5	5	5	5	8	7	7	9	9	8	9	7	7	10	9	10	10	10	10	9	10	9	11	11	11	11	11	10	11	12	13	12	12	12	13	13	13	14	14	16	14	15	16	16	16	18	20	21	23	26	0	1	1	2	2	2	2	2	4	6	5	10	16	9	4	2	18	16	25	15	8	15	6	16	9	15	5	11	8	17	18	19	26	22	23	16	31	23	28	31	36	37	33	11	40	42	44	44	40	41	49	51	0	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	2	2	1	2	1	1	3	3	2	1	1
27000	-288.594683773057454	-295.450171724016855	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.731199203425884	0	4	3	5	6	5	5	7	8	7	10	8	8	9	7	10	11	8	10	8	10	11	10	8	10	11	11	12	13	11	10	11	10	14	11	11	11	12	13	12	15	14	15	13	14	15	16	18	18	19	20	24	27	0	1	1	3	2	2	2	7	2	6	5	6	8	4	4	8	18	7	18	15	24	14	10	8	9	9	11	27	36	18	18	19	9	22	23	8	31	23	28	31	16	37	33	28	31	42	44	47	45	41	46	51	0	1	1	2	1	1	1	1	1	2	1	2	2	1	2	2	2	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	3	1	2	1	2	1	2	1	2	2	2	3	1
27500	-289.520059241888532	-296.375547192847932	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.692790421954974	0	3	2	5	5	5	6	5	7	8	9	8	8	8	8	9	10	8	9	9	10	10	10	9	10	11	11	11	11	12	9	10	11	14	12	12	11	13	13	13	16	14	17	13	15	15	17	16	17	18	19	24	27	0	1	1	2	2	2	3	2	4	7	5	6	8	9	9	8	18	7	9	15	16	20	10	8	19	19	11	11	13	17	18	16	9	22	23	21	31	23	28	31	36	37	33	11	37	42	44	44	40	41	46	42	0	1	2	1	1	1	2	2	1	1	1	2	1	2	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	2	2	2	2	1	2	2	2	1	2	5	1
28000	-293.345540671203480	-300.201028622162880	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605913208880324	0	3	2	4	4	5	6	6	8	7	9	9	9	8	6	9	10	8	9	10	10	10	10	7	10	11	10	12	12	11	10	10	11	13	12	11	11	13	13	13	16	13	16	15	15	15	16	17	19	17	19	23	27	0	1	1	2	2	2	2	2	15	6	5	10	24	2	2	24	18	15	15	15	24	15	10	2	19	20	11	11	16	18	18	19	14	22	23	16	31	23	28	31	24	37	20	11	31	42	44	44	45	41	46	42	0	1	2	1	1	1	1	2	2	1	2	2	1	2	3	2	1	1	1	2	2	2	2	2	2	1	1	1	1	2	2	1	1	2	2	1	1	1	2	1	2	4	1	3	2	2	2	1	2	2	1	2	5	1
28500	-297.624432244154832	-304.479920195114232	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.630665179810644	0	3	2	5	5	5	5	9	6	8	8	8	7	8	7	10	10	7	9	8	9	11	10	9	11	9	9	12	12	10	9	10	11	13	11	11	11	11	12	13	15	14	17	15	16	15	16	17	19	19	19	25	28	0	1	1	2	2	2	2	7	4	6	5	6	2	9	9	18	18	2	14	15	13	15	10	13	19	9	11	11	8	18	18	9	14	22	23	24	31	23	11	31	36	37	33	28	42	40	44	44	45	41	45	49	0	1	2	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	2	2	1	1	1	2	1	3	2	1	2	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	2	2	2	2	1
29000	-293.542896187003066	-300.398384137962466	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612572773470454	0	3	2	5	5	5	5	7	7	7	9	8	9	8	7	9	9	8	9	10	10	10	10	10	11	10	10	13	12	10	10	10	12	13	12	8	11	12	12	12	15	14	17	14	14	13	17	17	16	19	21	24	27	0	1	1	2	2	2	1	7	7	6	5	7	7	15	4	36	7	7	14	15	16	15	6	13	19	15	11	27	24	18	18	19	9	15	23	8	31	23	11	31	24	46	33	39	40	37	44	44	40	41	42	46	0	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	2	1	3	3	1	1	1	1	2	1	2	1	2	1	1	1	2	1	2	2	4	6	1
29500	-293.977541713230380	-300.833029664189780	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.763998431057140	0	3	2	5	6	5	7	8	6	7	9	8	9	7	8	9	10	9	8	10	9	10	9	10	10	11	11	12	12	12	11	9	11	13	12	11	12	13	13	14	15	14	16	14	15	13	16	18	16	19	21	23	25	0	3	1	2	2	2	2	5	4	2	5	6	8	9	14	8	18	7	9	15	8	9	10	8	19	20	11	11	24	17	18	19	14	20	23	8	17	6	28	31	24	46	9	28	31	37	44	47	31	43	42	51	0	1	1	2	1	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	2	1	2	2	1	4	1	2	3	1	5	2	2	1	1	1	2	2	3	1	1
30000	-291.593341539261871	-298.448829490221271	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.765032545394435	1	3	2	5	6	5	6	8	7	8	9	7	8	9	7	9	10	8	9	8	8	10	9	6	8	11	10	11	12	11	10	11	11	13	12	11	10	14	13	13	16	14	17	14	15	16	16	17	19	18	22	24	27	0	1	1	2	2	2	2	24	4	6	5	6	24	9	4	8	18	7	25	15	24	15	10	2	9	20	11	11	16	18	18	19	9	22	23	8	18	23	28	37	36	37	33	11	31	31	44	44	45	41	42	51	0	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	2	2	2	2	1	2	1	2	3	3	2	2	2	2	1	1	2	1	3	2	1
