step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53
30500	-325.512994505442975	-332.368482456402376	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651376423518671	1	3	3	5	6	4	4	7	7	5	9	8	9	9	6	10	10	9	9	9	10	11	9	7	11	11	8	12	12	11	11	10	10	14	12	12	11	13	13	13	16	13	16	14	15	15	16	18	19	20	22	24	28	0	1	1	2	2	2	2	2	15	6	27	10	2	9	4	24	8	8	9	15	24	20	6	2	19	20	5	11	17	2	18	19	9	22	23	13	18	23	11	31	29	37	14	27	40	37	44	47	40	36	49	51	0	1	1	1	2	1	1	1	2	1	1	1	1	3	1	1	2	2	1	1	2	2	1	2	2	1	1	1	1	1	3	2	1	1	2	2	2	1	2	2	1	2	2	4	3	1	2	1	2	4	4	2	1	1
31000	-313.057550740932413	-319.913038691891813	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.527757385674563	1	4	2	3	5	6	7	6	6	8	8	8	8	8	7	10	11	8	9	8	9	10	10	9	11	11	11	12	13	10	10	10	12	12	12	11	12	14	12	13	15	13	17	14	15	15	16	17	17	18	21	23	28	0	4	1	1	2	2	2	2	4	6	5	6	8	9	9	8	31	1	9	15	8	14	6	18	20	20	11	11	36	18	18	19	20	22	23	8	31	23	11	31	21	37	26	28	40	42	44	47	45	29	37	51	0	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	4	1	1	2	1	1	1	2	2	2	3	2	1	2	1	2	2	1	2	1	2	2	1	4	1	2	1	1	2	1	1	2	2	3	1	1
31500	-285.468090061831845	-292.323578012791245	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652858256203313	1	3	3	6	4	6	6	7	6	8	8	7	9	8	8	10	10	8	9	10	10	11	11	8	10	11	10	13	12	11	9	11	10	13	13	11	11	13	13	13	16	15	17	15	15	16	16	16	19	19	21	25	26	0	1	1	2	2	2	2	2	2	6	5	6	8	2	9	24	2	4	9	15	8	14	6	8	19	14	11	11	24	18	18	19	14	22	23	16	31	23	27	31	36	40	34	28	40	42	44	44	45	41	46	51	0	1	1	1	2	1	1	1	2	2	1	2	1	2	2	1	1	4	1	2	1	1	1	3	1	1	2	1	3	2	2	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	2	2	2	2	1
32000	-265.140535130182514	-271.996023081141914	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.817864575473342	0	4	2	5	6	5	6	9	7	7	10	8	9	9	7	10	9	8	9	9	9	10	11	7	11	11	10	12	12	11	9	10	11	12	13	11	11	13	13	13	16	13	17	14	15	14	16	17	19	19	21	24	27	0	1	1	2	2	2	2	24	4	6	5	6	24	9	2	8	24	7	15	15	24	20	10	2	19	20	5	27	16	17	18	19	9	22	23	8	31	23	11	31	36	37	33	11	40	42	44	44	45	36	46	51	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	2	5	3	2	1
32500	-301.542312597714499	-308.397800548673899	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677385069860995	1	3	2	4	5	6	7	8	8	8	8	8	9	9	6	9	10	7	8	9	9	9	10	8	10	11	11	12	11	11	11	11	11	14	12	11	10	13	14	13	14	15	17	14	15	14	17	16	19	18	22	24	28	0	1	1	2	2	2	2	6	15	6	5	6	8	2	4	24	18	2	4	15	24	15	6	18	19	14	11	27	21	17	37	19	9	20	23	24	18	23	28	18	36	40	14	28	31	37	48	44	45	41	46	51	0	1	1	1	1	1	1	2	1	1	2	1	1	1	3	1	1	2	3	2	2	1	2	2	1	1	1	1	1	2	1	1	2	1	3	1	1	1	1	1	3	1	1	3	1	2	2	1	1	3	2	4	1	1
33000	-284.473725401266165	-291.329213352225565	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.614234896106678	1	3	2	4	5	5	6	7	6	7	8	9	8	8	8	8	9	7	8	9	9	11	10	9	10	10	10	11	12	11	11	10	12	13	11	10	11	14	13	13	14	14	17	14	15	15	16	18	18	20	22	25	26	0	1	1	2	2	2	2	2	4	6	5	10	8	9	9	8	18	2	4	15	16	20	10	16	19	15	11	27	24	17	18	19	15	22	23	16	18	23	28	31	16	37	33	28	40	37	44	44	45	24	49	51	0	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	1	1	1	1	2	1	1	4	2	4	1	1	2	1	2	2	4	2	2	1
33500	-282.092559194308592	-288.948047145267992	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.705993208116043	0	2	1	6	4	5	5	8	7	7	9	8	9	9	8	7	10	7	9	10	9	10	9	8	11	10	11	13	12	12	9	11	12	13	12	11	11	13	14	12	16	14	18	14	15	16	16	17	17	18	21	23	27	0	1	1	2	2	2	2	16	4	6	5	10	8	9	9	7	18	7	2	15	16	15	6	16	19	15	11	11	24	18	18	19	14	22	23	16	31	23	28	31	36	37	20	28	40	42	44	47	45	41	46	51	0	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	2	1	2	2	1	4	1	2	2	1	1	1	1	3	1	1
34000	-284.657309186477676	-291.512797137437076	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651775704558452	0	3	2	5	5	5	6	9	7	8	9	8	8	9	7	9	9	8	9	9	9	9	10	7	10	11	9	11	10	11	9	10	11	13	12	11	11	12	13	13	14	14	16	13	15	15	15	17	18	19	21	24	25	0	1	1	2	2	2	2	24	2	6	5	7	24	15	4	24	7	2	15	15	24	15	10	7	19	15	5	11	24	17	18	19	14	22	23	8	18	10	28	31	36	37	9	11	31	42	44	44	45	41	46	51	0	1	1	2	1	1	1	2	1	2	2	2	1	1	2	1	1	1	3	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	3	2	2	1	1	2	2	2	2	1	1
34500	-274.506253291706400	-281.361741242665801	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.742222817998456	-1	4	2	6	6	5	6	9	6	7	8	6	8	9	8	10	10	7	10	10	9	9	10	8	9	11	10	12	12	12	10	10	12	12	12	11	12	12	13	12	15	13	17	14	15	15	16	16	18	17	20	24	28	0	1	1	2	2	2	2	24	2	6	5	6	2	9	9	13	18	7	25	15	2	15	10	2	9	20	11	27	24	17	18	25	14	22	23	8	31	23	28	31	16	31	33	28	40	42	44	44	40	41	46	51	0	1	3	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	2	1	1	2	1	1	1	2	1	1	3	2	2	1	2	1	1	1	3	1	3	2	1
35000	-282.309248920661958	-289.164736871621358	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.688956069917553	1	3	2	6	5	6	5	9	7	8	9	8	9	8	8	8	9	7	9	10	10	9	10	7	11	11	11	12	13	11	10	10	12	13	12	11	11	13	14	14	13	12	16	15	16	16	17	17	19	19	21	23	27	0	1	1	2	2	2	2	16	4	6	5	6	24	9	9	18	24	7	9	15	24	15	10	2	19	15	11	11	8	17	18	19	19	15	23	16	31	23	11	31	36	37	33	39	40	42	44	44	45	41	42	51	0	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	3	1	2	1	1	3	2	1	1	2	1	1	2	2	1	2	3	4	1	1
35500	-282.965176190058628	-289.820664141018028	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.748191338940242	0	4	3	6	5	6	5	8	7	7	9	8	8	8	6	10	11	8	9	9	10	10	9	9	11	12	9	13	11	10	10	11	11	14	11	11	12	13	12	14	16	14	16	15	16	15	16	16	19	19	21	25	25	0	1	1	2	2	2	2	7	15	6	5	6	7	9	2	8	18	7	14	15	8	20	6	13	19	22	5	39	24	18	18	19	14	22	23	24	31	23	27	31	8	37	33	39	40	42	44	44	45	41	42	51	0	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	2	2	5	1	2	2	1	1	1	1	2	2	3	2	1
36000	-293.415437460268208	-300.270925411227608	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637644489394160	0	3	2	5	6	5	5	7	6	8	9	9	9	8	8	10	10	8	9	7	9	11	10	9	11	11	11	12	12	11	10	11	11	13	11	11	12	14	12	14	14	14	18	15	16	16	16	17	18	19	20	23	27	0	1	1	2	4	2	2	7	4	6	5	18	8	9	20	8	7	2	9	9	8	15	10	8	19	20	11	5	24	18	18	19	14	22	23	8	31	23	11	18	16	37	33	28	40	42	44	44	40	41	46	51	0	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	2	1	1	1	1	2	1	1	1	3	1	2	1	1	2	2	1	2	1	2	2	3	1	1	4	2	2	1	1	2	2	3	1	1	1
36500	-316.084420264599487	-322.939908215558887	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.681021013728622	-1	2	2	5	5	5	6	7	7	7	8	9	6	8	7	10	11	9	9	9	10	10	10	9	11	10	11	12	11	12	10	11	10	14	12	12	11	12	13	14	14	13	17	14	15	16	16	17	18	18	22	24	27	0	1	1	3	2	2	4	5	4	6	5	6	6	2	4	24	18	7	14	15	13	15	10	8	19	20	11	11	8	17	18	19	14	22	23	24	31	10	11	37	16	37	41	39	30	37	44	44	40	29	45	51	0	1	1	1	2	2	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	2	1	1	1	1	2	2	2	1	1	1	1	2	1	2	1	3	3	2	2	1	1	1	3	3	1	2	2	4	3	1	1
37000	-288.350151111154332	-295.205639062113733	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583707271121637	0	3	2	4	4	6	5	6	7	7	9	8	9	8	8	9	11	8	9	9	9	10	10	9	10	11	11	12	13	10	9	11	11	14	12	11	11	13	14	12	15	14	17	14	15	16	16	17	18	20	22	24	27	0	1	1	2	2	2	2	2	4	6	5	6	8	9	9	8	18	7	9	15	8	20	7	8	19	20	11	27	13	18	6	19	14	22	23	8	31	6	28	31	36	37	34	11	40	42	44	44	40	36	46	51	0	1	2	1	1	1	2	2	1	2	1	3	1	2	1	1	1	2	2	1	1	2	1	2	2	1	1	2	1	2	1	2	1	2	2	1	2	1	4	1	2	2	2	1	2	2	1	1	1	2	3	2	1	1
37500	-276.753507415803881	-283.608995366763281	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.720874045699624	0	3	2	4	5	4	7	7	7	8	9	8	9	6	8	9	11	8	9	10	9	10	10	10	11	11	10	11	12	11	10	11	12	13	12	11	11	13	14	14	15	12	16	14	16	14	16	17	18	19	20	23	26	0	1	1	2	2	2	2	2	14	7	5	6	8	4	14	8	18	2	9	15	8	15	10	16	19	20	11	5	16	18	18	19	20	22	23	24	31	23	28	31	24	37	33	28	40	42	44	47	45	41	45	51	0	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1	2	1	1	1	2	1	2	2	1	2	2	2	2	1	1	1	2	3	2	1
38000	-276.063670549924439	-282.919158500883839	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.745725126783614	1	3	2	5	4	5	6	7	7	7	9	8	8	9	8	9	9	8	8	9	9	11	11	9	9	10	10	12	13	11	10	10	11	13	13	11	12	13	14	13	16	14	16	14	15	15	16	18	17	18	20	25	27	0	1	1	1	2	2	4	4	4	6	5	6	8	9	4	8	18	4	4	15	8	20	6	8	19	20	11	11	36	17	18	19	14	22	23	8	31	23	28	31	29	37	15	11	40	42	44	47	45	41	46	51	0	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	2	1	4	2	1	1	2	1	1	1	3	1	1
38500	-288.319192814355404	-295.174680765314804	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653525656470662	0	3	3	5	5	5	6	7	6	7	10	8	7	8	7	8	10	7	9	9	10	11	11	9	11	11	11	13	12	12	9	10	11	14	13	11	12	14	12	13	15	14	17	13	15	15	16	18	16	19	21	24	27	0	1	1	2	2	2	2	2	2	6	5	6	2	9	9	7	18	2	15	15	16	20	6	16	19	20	11	27	13	17	18	19	14	22	23	24	31	23	11	18	24	37	33	11	31	37	44	44	46	41	42	51	0	1	1	2	1	1	1	2	3	1	1	3	1	2	1	1	1	2	2	1	2	1	1	3	1	1	1	1	1	3	1	1	1	2	2	1	2	1	1	1	3	3	1	2	2	2	2	1	2	1	2	3	1	1
39000	-276.483306679477323	-283.338794630436723	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651903036448810	0	3	2	5	5	4	6	7	5	7	9	8	9	8	6	9	10	8	8	10	10	10	10	10	10	11	10	11	12	11	10	11	9	13	12	12	12	14	14	12	14	13	17	14	14	15	17	17	18	19	21	23	28	0	1	1	2	2	2	2	2	2	6	5	6	8	15	4	8	18	2	9	14	8	15	12	16	19	15	11	11	24	17	18	19	9	22	23	8	31	23	28	18	16	37	14	11	40	42	44	44	45	36	46	51	0	1	2	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	2	2	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	2	1	2	3	1	3	2	1	1	1	2	2	2	2	1	1
39500	-261.907870743333774	-268.763358694293174	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.839258035226845	1	3	2	5	5	5	7	7	7	8	9	8	9	9	7	8	10	9	10	10	9	11	10	9	9	12	10	12	10	10	11	11	11	13	13	11	11	14	13	13	15	13	18	14	14	16	16	16	18	19	21	23	26	0	1	1	2	2	2	4	2	4	6	5	6	8	9	4	8	18	7	25	15	8	14	10	16	9	20	11	11	8	18	17	19	9	22	23	21	18	35	28	31	36	37	33	28	40	42	44	44	45	41	46	51	0	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	2	1	1	2	2	3	1	1
40000	-291.470735703259777	-298.326223654219177	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.690015203513867	0	2	2	5	5	6	5	8	7	5	9	8	8	8	7	7	10	9	10	9	9	11	10	9	8	11	10	12	12	12	10	11	11	13	12	12	11	13	14	13	16	15	16	14	14	14	16	17	19	19	22	24	27	0	1	1	2	2	10	2	9	2	2	5	6	16	4	4	6	18	7	25	15	8	14	6	8	15	20	11	27	8	18	18	19	9	22	23	24	31	23	28	31	24	46	33	11	40	37	44	47	45	41	42	51	0	1	2	1	1	1	1	1	1	3	2	2	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	3	1	1	2	2	1	2	1	1	1	2	4	1	1	2	1	1	1	1	2	1	3	1	1
40500	-277.088863653457850	-283.944351604417250	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.724877502285848	1	3	3	4	6	5	6	7	6	7	9	7	9	9	8	9	11	8	9	9	10	10	9	10	11	11	11	12	12	9	11	10	10	13	11	11	12	13	13	14	15	15	17	15	15	13	17	17	17	17	22	23	27	0	1	1	2	2	2	2	7	4	6	5	6	8	9	9	8	30	7	15	9	8	15	10	8	19	20	11	5	24	18	18	19	9	22	23	8	31	23	11	37	16	46	34	39	40	31	44	44	45	41	42	51	0	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	2	2	1	2	1	2	2	1	3	2	2	1	1	1	1	1	1	1	3	1	1
41000	-291.876568468989205	-298.732056419948606	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.676290531445607	-2	3	2	6	6	5	5	7	7	8	9	9	8	9	8	9	10	7	10	9	10	11	10	10	9	11	10	13	12	12	10	11	12	13	13	12	12	12	13	12	15	15	17	15	13	16	17	16	18	19	20	24	28	0	1	1	2	2	2	2	2	4	2	5	6	8	9	8	18	18	2	25	15	16	14	10	16	9	14	11	11	24	17	18	19	9	22	23	16	18	23	11	31	24	37	33	28	31	42	44	44	45	41	46	51	0	1	3	1	2	1	1	1	2	1	3	1	3	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	2	2	1	2	2	2	1	2	1	2	1	1	1	2	2	3	2	1
41500	-289.211586232237380	-296.067074183196780	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637149324726539	1	3	3	5	6	6	5	6	8	7	9	8	8	7	8	9	9	8	9	9	9	11	10	10	11	10	11	13	12	11	11	11	11	14	12	12	11	14	13	14	14	15	16	15	16	16	17	17	18	19	22	23	28	0	1	1	2	2	7	2	4	14	6	5	6	8	4	4	13	18	7	14	15	8	20	10	16	19	15	11	11	16	17	18	19	14	15	23	13	18	23	11	31	16	37	34	11	31	40	44	44	40	41	49	51	0	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	1	2	2	3	1	2	1	2	2	2	2	2	1	3	3	1	1	1	2	2	1	1	1
42000	-299.554469996584942	-306.409957947544342	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.761612901002358	0	3	3	4	6	5	6	8	7	6	9	7	8	6	7	10	11	8	9	9	8	10	10	9	10	11	11	12	13	11	9	11	11	14	12	11	11	12	14	13	14	13	17	13	15	14	16	17	19	19	21	23	27	0	1	1	2	2	2	2	7	14	6	5	6	2	4	14	24	31	7	14	15	2	15	10	21	19	20	11	11	36	18	2	25	15	22	23	8	31	10	28	37	16	37	33	11	40	42	44	47	46	41	46	51	0	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	2	2	1	2	1	2	1	1	3	1	2	2	2	1	1	1	2	2	3	2	1
42500	-291.052417806236633	-297.907905757196033	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685097432915715	-1	3	1	5	5	5	6	7	8	7	7	8	8	5	7	10	10	9	7	10	9	11	10	8	10	11	11	11	12	11	11	10	12	14	12	11	12	13	14	13	14	14	17	15	16	14	17	17	17	18	21	24	27	0	1	1	2	2	2	2	2	14	6	5	6	8	2	14	8	8	2	14	15	8	15	10	8	19	20	11	11	24	18	18	19	8	33	23	24	31	23	28	31	36	37	33	28	31	37	44	44	40	41	42	51	0	1	2	1	1	1	1	1	2	1	2	2	2	1	1	1	1	2	2	1	2	1	2	2	1	2	1	2	1	1	1	1	2	2	1	1	2	1	1	2	2	1	1	2	2	3	1	1	1	2	2	3	1	1
43000	-317.047241984101618	-323.902729935061018	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.648714440420582	0	3	3	5	5	5	6	6	8	7	10	9	8	5	8	8	11	8	8	10	10	11	10	9	10	10	9	12	12	9	10	10	12	14	12	11	11	12	13	13	14	13	15	14	14	15	16	17	18	19	21	25	27	0	1	1	2	2	2	2	6	4	6	5	6	8	2	14	6	2	6	14	15	24	15	6	16	19	15	5	27	13	18	18	19	20	22	12	21	31	23	28	31	21	37	20	11	40	42	44	11	45	36	42	51	0	1	2	2	1	1	2	1	1	1	2	4	3	1	1	1	1	4	2	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	3	2	1	1	2	4	2	3	4	2	1
43500	-264.790940189751666	-271.646428140711066	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706919438144247	0	3	3	5	5	6	6	7	8	7	8	9	9	9	7	8	11	8	9	9	10	10	10	9	11	11	10	10	13	12	10	10	11	13	12	10	12	13	13	13	15	14	17	14	15	15	15	17	18	19	21	23	27	0	1	1	2	2	2	2	2	15	6	5	10	8	9	4	7	18	7	9	15	16	15	10	16	19	20	11	11	16	17	18	19	20	22	23	16	31	10	28	31	8	37	15	39	40	37	44	44	45	41	46	51	0	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	2	1	1	1	2	2	1	3	1	5	1	1	2	1	2	2	2	4	1	1
44000	-278.336765339288490	-285.192253290247891	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.730948576566621	0	4	2	5	6	5	6	9	6	7	9	9	6	8	7	9	10	8	8	9	9	10	10	10	10	10	11	11	13	12	11	10	10	13	12	11	12	13	12	12	15	14	17	14	14	16	16	18	18	20	22	24	28	0	1	1	2	2	2	2	13	4	6	5	10	2	4	9	2	18	2	9	15	2	14	10	13	19	15	11	5	16	17	18	19	14	15	23	24	31	23	28	18	36	40	33	28	40	42	44	44	45	41	46	51	0	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	2	2	2	1	1	2	1	2	1	1	2	1	2	2	1	2	1	1	2	1	1	1	2	1	1	2	1	3	2	1	2	1	2	2	2	2	1	1
44500	-288.854956291905523	-295.710444242864924	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.650871727313259	0	3	2	5	6	6	5	6	7	7	10	8	9	9	6	8	10	8	8	10	10	10	10	10	9	11	10	12	12	10	10	11	11	13	10	11	11	13	14	13	16	15	17	14	15	16	16	18	18	18	21	24	28	0	1	1	2	2	2	2	2	15	6	5	10	16	4	4	8	18	5	15	15	16	9	6	8	19	14	5	11	36	18	18	20	20	22	6	16	31	35	28	37	8	31	33	11	40	31	44	44	45	41	42	51	0	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	2	1	1	2	3	2	1	1	1	1	4	2	2	2	1	3	1	2	2	1	3	2	1
45000	-302.732809758762755	-309.588297709722156	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.734879617854252	0	2	3	5	4	6	6	7	6	8	9	8	9	8	7	10	10	8	9	9	9	11	10	8	11	11	8	12	13	11	10	10	12	14	12	11	11	13	13	13	15	14	16	15	15	15	17	18	17	18	21	23	26	0	1	1	3	2	4	4	7	2	6	27	6	24	9	9	24	18	2	14	15	7	20	6	8	19	15	5	27	36	17	18	19	14	22	27	16	31	23	28	31	16	37	33	27	31	37	44	47	31	41	46	51	0	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	3	1	1	3	3	2	1	1	1	1	2	2	2	1	1	1	1	2	2	1	2	3	2	2	1	1	3	1	3	1	1
45500	-274.240252478966511	-281.095740429925911	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.789116243816968	1	3	2	5	6	5	6	8	8	7	10	8	8	7	8	10	9	8	9	10	10	10	11	9	10	9	10	12	12	11	10	10	11	12	12	12	11	13	12	13	15	13	18	13	15	16	16	17	18	19	20	24	26	0	1	1	2	2	2	2	7	4	6	5	6	7	4	14	24	18	7	14	15	8	15	11	8	19	9	5	27	24	17	18	19	19	22	23	24	31	23	27	31	29	37	14	11	40	42	44	47	45	41	49	51	0	1	1	1	1	2	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	4	2	1	2	2	1	2	2	1	2	1
46000	-281.180514847275674	-288.036002798235074	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675491036752087	1	3	2	5	6	5	6	7	7	7	9	8	8	9	8	8	11	8	9	6	10	9	10	8	10	11	11	11	13	10	9	11	11	11	11	11	11	14	13	13	15	14	17	12	16	15	15	18	19	19	20	25	27	0	1	1	2	2	2	2	7	20	7	5	6	8	9	20	8	18	7	9	4	8	15	10	8	19	15	11	11	16	18	18	19	14	22	23	16	31	35	28	31	36	37	33	28	40	42	44	47	31	36	46	51	0	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	2	2	1	3	1	1	1	2	2	5	3	2	2	1
46500	-278.249086968945619	-285.104574919905019	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.711552390784197	0	4	2	6	5	6	7	6	7	7	9	8	9	8	8	9	10	8	8	9	9	11	9	7	10	11	11	12	12	12	10	10	10	12	10	11	12	12	13	14	15	14	16	15	14	16	17	17	18	17	21	23	27	0	1	1	2	2	2	2	2	4	6	5	10	8	9	9	8	18	2	9	15	8	20	6	8	19	15	11	11	13	18	18	19	14	9	23	24	31	23	28	31	29	37	33	28	31	42	44	44	40	41	46	51	0	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	1	2	2	1	2	1	3	1	3	1	1	1	2	1	1	3	1	1	2	1	1	2	1	2	1	1
47000	-264.790878173925819	-271.646366124885219	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.843612840305833	0	3	2	5	6	5	5	7	6	7	8	8	8	8	7	9	10	8	8	9	9	10	10	9	9	11	10	13	12	11	10	10	11	14	12	11	12	13	10	13	15	15	17	14	15	14	16	17	18	19	20	24	27	0	1	1	2	2	2	2	7	4	6	5	6	8	9	9	8	18	7	9	15	8	20	10	8	15	20	11	39	36	18	18	19	14	22	23	16	31	35	11	31	36	46	33	39	40	37	44	47	45	41	42	51	0	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	3	3	1	2	1	1	2	2	2	2	1
