step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78
10000	-386.846772290337697	-395.897615670789037	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988265295089262	6	1	14	17	34	24	21	32	26	31	30	40	37	45	49	44	49	53	53	58	51	68	63	71	69	76	81	77	72	80	85	79	102	77	82	79	85	81	90	77	91	87	88	93	88	96	91	90	82	92	90	99	86	85	85	95	107	81	83	95	93	95	89	93	103	92	101	90	95	93	94	101	104	100	104	99	101	99	2	0	2	1	10	3	3	3	7	9	7	8	11	12	12	13	16	14	17	15	14	20	18	20	23	22	26	25	22	24	34	26	44	29	40	34	35	24	30	29	31	36	36	45	35	45	53	35	24	53	59	66	59	28	28	48	67	29	26	41	39	51	38	45	39	53	60	27	39	42	49	47	71	56	74	39	56	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10500	-410.814179941205282	-419.865023321656622	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990938729499955	8	1	14	16	36	23	21	32	24	28	31	38	36	49	44	47	50	50	56	57	58	69	68	73	69	77	76	70	81	82	85	75	102	85	78	83	80	81	89	83	93	88	86	89	81	93	88	86	86	89	83	97	93	78	89	95	108	89	81	91	95	91	89	96	86	83	102	96	90	85	85	102	106	103	102	92	93	100	2	0	2	1	6	3	4	6	4	6	7	8	11	8	8	12	11	16	16	18	17	17	21	23	19	23	25	20	24	24	24	23	61	40	28	26	28	27	40	26	34	37	66	43	28	44	40	59	26	71	26	76	43	24	48	44	74	54	24	29	47	50	70	77	29	26	68	44	36	54	37	50	68	53	56	63	44	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-429.989884616205131	-439.040727996656472	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992230394715722	2	-4	17	2	28	24	10	21	25	25	32	36	31	46	39	55	49	56	57	62	58	70	64	72	71	76	78	75	74	77	79	77	102	80	85	65	88	88	93	84	93	82	90	95	83	88	83	92	81	83	90	99	95	88	83	90	104	86	90	83	79	95	95	88	93	79	106	94	95	95	96	103	92	97	96	91	93	101	2	0	4	2	8	8	4	7	3	7	6	6	6	12	9	14	14	17	14	16	16	23	21	36	23	29	19	24	25	24	29	22	63	20	30	18	66	47	50	25	40	24	34	28	32	45	26	42	26	27	35	70	56	49	66	42	63	61	32	61	29	54	56	31	51	25	72	48	46	51	68	38	49	73	54	31	59	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-394.859161288821895	-403.910004669273235	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990219550953753	7	1	15	12	37	22	18	28	32	32	27	43	30	54	49	50	49	46	53	59	57	73	65	71	68	74	77	78	74	78	84	80	104	83	87	78	83	91	88	83	89	84	93	95	89	88	88	86	82	91	89	104	95	79	79	91	105	95	88	86	94	92	92	94	96	93	99	94	88	95	99	98	98	96	100	99	100	100	2	0	4	1	8	7	4	3	11	8	6	5	6	12	18	18	12	9	16	21	12	25	20	23	21	15	22	24	23	24	32	24	72	30	54	23	32	45	28	27	30	32	47	69	31	42	36	49	27	35	49	71	47	26	22	47	72	50	31	40	66	69	60	50	35	50	61	50	28	39	66	41	51	47	64	62	65	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-415.690213150364514	-424.741056530815854	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997687186022377	4	-1	8	18	41	27	25	31	25	29	34	41	34	48	49	49	51	45	56	60	54	72	70	73	60	69	73	78	80	76	85	86	101	79	86	89	81	90	88	67	77	85	95	92	91	91	84	89	92	75	88	102	95	82	87	99	99	88	92	86	82	91	89	89	89	94	105	95	95	96	99	93	99	104	95	95	100	105	2	0	1	3	10	9	4	7	4	7	9	9	7	8	18	5	18	12	16	16	11	40	21	40	17	19	40	50	24	23	23	34	70	27	41	61	50	32	31	25	22	34	42	39	34	31	30	31	61	22	29	62	47	50	28	49	68	34	32	27	30	58	29	42	37	55	66	60	44	49	44	58	51	73	58	63	70	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-421.262962124748924	-430.313805505200264	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992108552666799	3	-2	15	10	34	26	21	25	23	30	23	40	39	52	44	51	56	48	55	60	48	61	67	66	71	78	78	78	78	75	84	86	93	83	83	76	82	89	88	74	91	87	94	93	80	93	93	95	85	88	89	91	85	84	91	96	101	88	94	90	78	95	91	89	102	88	101	95	93	90	90	99	98	102	100	94	96	104	2	0	4	2	7	1	3	9	3	7	4	5	8	18	13	12	14	15	15	19	15	16	14	16	23	30	22	25	30	40	25	35	39	36	26	25	27	31	49	23	37	54	39	32	30	49	70	41	37	35	53	51	28	36	28	37	39	36	66	35	19	54	66	29	48	27	56	51	64	34	45	47	55	75	66	39	47	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-412.485421491551961	-421.536264872003301	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997597441691208	8	-6	17	14	37	23	23	32	29	22	29	35	28	44	42	52	47	53	58	59	41	65	62	71	77	79	73	81	79	74	87	85	105	78	74	83	85	83	84	73	85	85	94	87	86	94	92	88	85	89	90	97	81	88	87	97	98	92	87	88	93	92	93	92	98	92	106	95	92	95	91	100	100	91	103	93	102	105	2	0	1	1	6	3	3	10	7	4	10	9	10	15	8	14	21	14	18	14	5	19	20	20	40	30	18	22	40	20	38	29	76	27	19	30	35	34	40	22	34	25	49	26	24	54	25	25	26	42	53	44	26	39	25	71	51	54	29	25	37	59	41	55	43	31	65	50	37	59	36	43	47	28	65	29	62	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-403.738558079592792	-412.789401460044132	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999703702232621	6	-4	18	15	40	27	20	32	26	28	27	41	37	53	45	53	54	44	50	61	49	68	70	57	74	75	67	80	79	80	78	77	100	85	86	74	81	89	85	85	86	84	96	94	90	95	86	94	88	86	90	99	84	91	85	93	106	94	95	95	88	91	96	96	102	94	96	92	95	89	90	99	93	100	90	97	99	93	2	0	4	1	13	3	4	6	3	4	7	13	6	19	13	21	19	13	15	17	12	24	27	21	20	27	20	23	36	27	27	36	39	26	29	20	25	37	25	22	29	29	47	49	55	68	36	41	42	29	34	73	26	42	29	42	64	38	51	45	28	34	55	50	60	40	47	31	38	42	42	46	26	60	47	49	56	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-414.400079421092414	-423.450922801543754	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976952920985647	3	-2	17	12	34	22	20	26	26	23	17	39	28	45	46	51	55	57	56	58	52	71	67	73	68	73	73	80	76	79	86	88	103	84	90	78	82	88	93	71	89	88	93	87	84	82	90	86	88	90	82	99	92	93	91	96	104	90	90	93	87	93	89	94	104	88	105	98	91	82	100	103	100	98	101	83	96	103	2	0	4	2	13	4	11	4	10	7	4	9	3	12	5	15	16	14	21	14	15	25	17	19	15	23	23	27	25	40	28	34	47	22	31	24	26	37	63	23	37	29	48	36	29	28	46	45	76	34	27	43	66	38	63	32	68	66	32	48	70	50	31	42	39	34	74	39	30	27	62	77	42	69	68	28	31	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-413.841758751343434	-422.892602131794774	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988828116837098	9	2	16	9	38	22	18	27	30	22	34	44	36	46	49	53	46	56	52	58	53	67	68	68	71	68	70	83	79	73	85	82	100	85	90	78	78	89	83	85	92	84	93	89	89	84	87	92	87	90	80	100	93	92	84	87	105	92	96	92	89	93	93	95	92	88	99	98	96	95	100	92	104	86	105	98	95	103	2	0	1	2	11	7	1	4	6	1	9	11	8	13	12	5	5	12	14	21	15	15	20	20	24	20	22	25	27	27	27	26	44	32	55	22	22	37	30	37	61	51	74	28	36	29	28	44	51	55	24	76	35	46	36	36	70	34	48	56	37	44	40	31	47	39	50	61	32	41	77	47	68	46	58	45	60	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-416.941387264229547	-425.992230644680888	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989857004389033	6	1	17	11	34	7	13	28	31	23	36	43	37	52	47	55	51	54	56	60	51	69	65	67	74	70	77	81	80	74	87	86	92	83	90	80	81	87	90	87	90	80	91	92	80	82	86	85	86	79	83	93	96	84	83	94	101	89	88	92	91	93	95	88	103	89	106	95	91	93	98	97	96	101	100	99	101	106	2	0	4	6	8	2	6	3	10	3	8	11	5	15	12	21	12	15	17	17	5	16	18	19	22	24	22	30	30	16	27	42	58	25	32	25	45	25	28	25	25	26	34	36	22	42	30	50	46	26	25	59	66	25	24	31	38	36	54	54	41	47	64	45	63	37	33	33	34	69	33	59	60	56	43	43	61	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-402.750082028059239	-411.800925408510579	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986337030430040	5	-1	16	3	33	25	19	23	28	28	34	37	31	41	42	48	52	52	56	57	49	72	68	74	65	79	77	82	81	78	85	85	99	85	88	78	85	73	82	67	95	77	91	90	85	94	89	91	87	84	89	103	90	92	88	96	106	90	95	88	88	93	92	95	95	90	103	98	96	95	99	100	99	92	99	93	98	104	2	0	1	2	9	3	1	3	3	7	13	5	6	12	13	14	21	14	15	17	12	25	20	25	18	22	22	27	24	23	26	42	76	30	28	40	24	40	26	20	76	25	60	32	42	36	30	50	36	26	32	73	28	49	26	53	67	39	58	45	28	31	32	60	58	36	68	35	44	44	44	76	63	44	74	39	62	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-414.069741344883312	-423.120584725334652	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997987336883385	6	0	17	7	38	26	24	32	32	29	38	39	35	45	49	53	47	50	56	59	56	69	67	72	71	79	75	79	78	79	84	85	101	84	81	86	73	92	87	81	85	72	96	96	86	96	89	96	87	92	87	95	93	77	87	97	107	93	88	92	84	91	94	91	106	88	103	92	90	91	88	97	103	100	99	84	99	104	2	0	1	2	7	3	4	6	6	6	13	6	7	12	17	15	12	17	18	21	15	20	19	23	21	24	42	22	42	22	40	35	43	28	22	28	21	47	40	27	35	23	35	70	26	38	26	61	61	36	30	69	45	42	41	45	74	51	54	59	42	34	39	45	41	24	63	71	45	59	76	70	76	50	69	37	53	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-388.467834037402838	-397.518677417854178	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991969698540267	7	1	18	12	41	27	19	29	27	31	34	42	32	49	46	51	49	57	56	56	56	68	68	74	66	76	78	76	80	81	81	83	107	81	88	85	82	88	88	86	85	86	87	92	85	94	89	85	86	89	84	103	92	78	90	94	97	88	90	93	94	89	91	93	103	93	103	95	94	95	99	102	98	97	100	97	93	103	2	0	4	2	13	4	4	7	7	9	6	11	8	12	5	11	12	16	16	12	14	21	18	23	20	25	24	23	22	23	28	54	72	26	37	24	24	31	30	34	32	54	37	45	24	47	37	54	34	37	24	48	62	28	45	40	44	34	27	59	48	34	47	43	70	36	57	49	29	44	62	68	77	42	53	63	42	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-415.644382932857013	-424.695226313308353	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998371012279560	7	2	13	13	33	28	23	26	33	31	24	37	38	53	48	55	53	56	57	63	58	69	65	70	73	69	79	74	79	79	82	85	100	79	74	84	81	87	88	84	93	89	86	86	87	85	91	92	88	86	92	101	93	83	90	95	103	95	88	92	88	89	95	82	94	81	97	97	97	93	96	98	99	101	95	99	95	102	2	0	2	1	8	11	4	4	8	7	3	5	8	6	13	15	15	17	15	18	14	21	16	19	22	20	24	17	24	28	28	25	71	22	24	25	28	29	64	34	55	30	54	31	32	31	66	42	32	66	44	70	54	35	64	38	67	62	35	44	34	40	36	30	24	25	64	31	48	61	62	48	62	43	30	50	38	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-395.925631801344480	-404.976475181795820	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.947639304078999	4	-1	16	8	39	23	21	28	23	27	33	41	31	51	48	54	50	45	50	63	52	64	57	73	72	68	75	78	76	68	83	85	98	80	84	78	82	83	91	80	91	88	93	92	90	93	87	92	87	89	91	105	94	89	82	93	107	91	94	90	93	92	95	84	104	88	97	96	88	88	99	101	102	102	103	101	91	98	2	0	1	1	11	3	3	3	3	7	9	10	7	5	5	12	18	5	18	17	15	23	17	20	20	23	20	25	24	20	29	28	54	30	34	24	36	34	37	25	32	31	64	69	47	47	36	31	38	24	47	33	69	34	29	50	71	38	34	64	49	49	40	36	43	34	44	54	35	37	56	58	63	77	43	70	32	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-407.548968856361057	-416.599812236812397	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.940020258828281	9	-1	18	16	37	24	25	27	26	33	36	42	35	56	46	55	53	51	55	61	55	71	66	62	74	73	78	79	70	79	77	87	104	77	83	81	84	82	92	79	92	88	87	92	80	93	92	89	85	89	86	102	92	85	90	96	104	83	88	78	87	89	93	96	104	95	103	96	90	97	92	97	91	105	104	95	86	100	2	0	4	1	10	4	1	6	4	8	10	11	8	12	12	15	15	15	15	14	12	24	18	16	29	20	29	29	24	25	22	60	53	22	31	31	60	60	51	25	42	58	27	34	26	37	35	22	58	45	27	56	77	40	36	47	72	27	35	29	58	40	36	63	56	63	56	42	59	41	37	69	35	64	76	54	27	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18500	-399.097535260853306	-408.148378641304646	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999683948955614	8	-5	20	12	32	26	23	32	34	31	26	37	34	41	50	51	54	55	54	59	49	71	69	73	76	76	77	77	79	81	83	78	102	85	89	76	78	88	78	81	92	82	89	87	88	95	92	85	90	87	89	104	97	85	87	93	107	89	89	94	93	92	95	90	102	84	108	98	91	90	97	100	85	101	104	96	92	100	2	0	1	1	11	7	1	7	11	3	3	10	11	5	14	14	15	21	21	21	9	20	20	23	23	23	23	22	25	36	25	24	61	32	73	23	24	48	24	32	64	28	40	27	66	41	48	40	44	27	26	63	50	22	27	38	78	66	27	38	45	66	44	40	51	23	72	34	37	66	60	70	28	46	76	69	30	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-421.373337794639838	-430.424181175091178	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992565896077239	5	0	15	16	34	27	24	33	28	20	30	38	36	50	48	52	47	54	57	60	54	68	69	59	62	69	77	71	83	78	84	86	102	81	89	84	87	89	80	83	90	74	91	84	87	91	94	89	85	91	84	105	89	88	89	95	86	96	93	91	92	91	93	91	87	94	106	90	97	94	97	102	89	77	101	94	90	101	2	0	1	1	11	3	10	6	4	3	10	10	6	9	13	12	12	14	17	21	12	25	20	18	14	20	26	19	28	28	42	27	70	28	29	39	40	49	30	28	39	23	45	34	29	29	55	31	74	37	27	66	44	51	57	45	44	65	65	31	57	37	36	57	51	55	61	40	70	32	41	56	36	22	69	54	34	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-406.128169874546870	-415.179013254998210	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989812724663601	8	3	16	17	37	29	21	32	31	24	31	44	36	43	45	55	40	51	47	62	56	64	63	71	68	75	77	76	82	74	87	78	103	79	90	86	81	88	89	83	93	84	95	93	88	93	92	90	86	86	85	101	92	89	78	90	98	90	92	92	92	88	93	89	87	95	97	96	93	94	98	96	103	92	105	96	94	103	2	0	1	2	8	4	3	6	10	3	10	17	6	13	5	18	9	15	14	16	15	21	19	25	20	22	25	24	55	24	27	25	67	30	26	37	55	40	55	25	58	24	28	36	32	62	32	42	32	37	24	69	54	42	22	49	31	31	40	36	31	37	65	29	28	35	77	56	58	64	63	31	66	31	46	46	42	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-409.690806622024070	-418.741650002475410	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989970476154537	5	2	18	8	39	20	15	25	28	30	26	41	36	48	53	47	51	56	57	61	53	65	62	71	69	75	80	78	77	78	85	79	99	86	75	72	84	83	88	86	86	85	91	91	90	92	85	95	90	87	85	100	96	81	85	97	107	90	82	94	92	92	91	86	101	84	98	96	91	98	98	94	85	103	97	89	101	102	2	0	7	1	10	3	4	7	11	9	7	9	10	5	14	5	16	17	21	16	16	23	15	22	18	25	29	36	36	23	27	26	64	26	25	20	35	30	38	32	37	36	42	50	37	50	59	43	30	29	30	48	64	35	32	63	56	66	35	64	51	54	66	29	69	54	68	61	31	48	43	49	28	71	41	34	58	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-407.804671238449600	-416.855514618900941	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981905755509056	7	4	15	13	38	19	23	29	21	30	34	41	33	48	45	51	53	54	42	63	48	70	69	75	75	76	79	81	76	74	83	86	98	81	89	85	86	89	92	82	91	88	91	94	79	82	90	88	88	86	91	100	95	91	87	83	107	88	93	94	94	89	94	88	106	88	100	94	87	93	96	102	96	103	96	96	83	95	2	0	2	2	9	3	4	7	4	7	8	11	10	5	5	14	19	21	5	17	19	20	14	23	23	22	24	22	22	22	26	45	27	24	56	34	45	37	32	23	31	36	64	55	29	25	46	40	77	34	36	53	50	56	27	45	60	45	54	27	42	36	56	29	72	36	44	30	27	48	64	53	37	49	62	41	30	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21000	-403.299005658978956	-412.349849039430296	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998843170409653	8	4	12	11	38	23	22	32	32	23	30	43	37	53	52	50	50	56	58	60	51	65	64	69	74	74	75	79	78	82	86	83	98	84	87	74	83	85	88	83	94	80	94	93	85	94	92	92	90	84	81	102	94	92	84	78	97	90	88	92	88	93	89	91	97	94	104	92	93	98	97	100	97	104	99	90	87	103	2	0	2	1	8	4	4	7	7	3	6	13	8	12	12	5	12	16	16	14	12	20	18	23	23	23	22	27	24	27	37	27	42	42	42	18	56	42	51	29	35	20	39	38	26	76	34	45	37	29	27	46	50	38	25	24	51	37	37	29	26	59	36	31	42	48	65	35	59	47	76	33	69	54	68	55	56	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
