step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93
1	-1516.964732724082296	-1526.015576104533693	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.218473864339212	1	25	8	13	16	18	18	24	23	21	23	27	27	26	37	28	29	34	34	27	31	34	32	34	35	36	35	44	42	39	35	34	37	36	35	40	39	44	38	35	46	37	36	43	43	41	36	37	36	41	37	41	40	51	38	38	46	43	41	46	56	42	51	52	50	43	51	48	53	45	52	49	48	48	49	55	47	50	51	53	56	59	51	52	56	68	55	55	60	65	55	60	61	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-502.162831673920437	-511.213675054371777	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.842773992826706	-2	24	5	17	5	17	19	23	18	20	11	22	30	25	35	27	31	33	33	20	26	25	31	34	38	37	36	43	43	38	38	37	38	32	35	35	38	45	35	36	43	37	32	42	38	44	33	41	32	42	37	42	43	51	36	37	48	43	40	49	48	43	49	54	46	43	47	41	48	42	55	46	46	43	48	57	47	39	44	49	50	47	53	56	39	63	50	52	62	65	45	55	57	0	12	1	5	1	11	4	20	3	4	3	3	2	9	7	10	16	12	14	9	20	12	2	2	36	19	22	37	32	34	36	17	13	4	49	49	16	74	43	43	33	34	21	31	2	18	8	25	2	16	34	15	51	75	8	24	37	78	18	44	56	18	58	72	31	33	15	25	78	31	60	50	41	30	44	63	30	18	78	58	72	29	80	65	43	76	91	60	84	63	85	69	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-491.206036199848427	-500.256879580299767	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982564444784977	0	27	11	14	17	10	14	20	9	24	23	23	29	25	37	31	27	36	28	27	26	35	20	32	31	31	33	35	39	37	28	34	36	23	32	40	29	46	31	38	45	36	38	43	43	44	29	37	30	39	35	42	39	47	37	33	39	34	37	48	48	43	50	41	48	44	51	51	37	42	50	52	45	46	46	48	45	51	45	49	55	56	50	50	56	61	57	55	45	55	55	62	62	0	34	1	6	3	1	9	6	1	23	5	6	11	23	25	12	23	49	34	12	34	47	6	13	21	2	37	21	2	10	34	37	2	7	47	55	14	56	31	39	55	19	28	58	33	30	12	39	21	17	14	59	18	42	37	34	24	17	51	43	50	69	38	28	45	40	74	66	5	42	74	18	2	27	64	59	18	50	53	66	84	54	50	70	54	88	72	67	45	84	72	78	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-505.041992187007679	-514.092835567459019	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992689240295383	-1	26	10	12	10	18	18	23	7	23	22	30	26	22	38	28	24	24	37	22	27	36	36	37	36	31	30	38	43	41	24	33	40	39	32	41	35	47	35	31	50	33	36	41	43	35	30	33	38	43	33	43	31	51	38	36	41	44	40	42	40	38	50	45	42	35	46	50	49	38	46	44	44	42	46	54	34	42	49	50	45	56	48	54	47	63	56	55	56	53	55	57	53	0	10	9	9	9	9	5	4	1	5	5	31	6	6	53	14	4	7	13	4	17	12	21	47	12	16	11	77	28	46	11	12	48	56	8	49	26	25	11	8	36	20	26	62	47	35	20	20	37	26	2	26	18	83	32	35	77	34	32	46	37	32	34	52	2	12	51	28	64	48	35	28	49	35	72	63	51	28	57	50	66	80	52	83	33	76	41	68	59	36	79	84	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-473.840474048662600	-482.891317429113940	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.967596440782509	1	28	7	15	18	20	16	27	25	24	23	19	29	24	35	29	29	36	30	27	33	36	29	24	37	37	34	46	42	34	36	33	39	38	39	37	40	47	41	31	45	29	38	39	43	35	37	31	34	37	38	39	43	42	42	36	47	45	34	46	55	40	52	50	53	42	49	48	51	41	50	53	47	47	51	56	47	46	37	55	45	59	53	45	54	69	55	56	54	61	53	59	55	0	14	1	3	3	7	1	24	12	5	7	4	9	4	20	11	8	21	14	12	6	32	9	7	17	46	8	47	26	16	42	8	40	13	79	48	21	31	15	16	37	9	48	21	31	48	14	10	20	48	15	17	79	32	32	23	32	29	48	33	28	18	78	81	79	46	58	53	70	22	39	81	25	62	34	57	31	62	32	78	62	71	77	43	60	92	46	73	78	61	22	87	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-489.201803032654766	-498.252646413106106	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995398360118419	1	22	6	15	13	21	19	23	27	23	25	28	27	26	37	17	30	33	31	21	30	30	31	34	37	39	33	47	45	33	36	35	27	39	38	38	39	47	38	33	42	41	35	35	40	38	30	34	31	33	33	42	44	46	30	40	46	45	45	44	58	31	52	55	51	43	49	48	56	40	50	49	48	50	45	53	38	47	42	50	47	63	54	54	53	59	53	52	56	65	53	62	61	0	16	1	1	3	5	16	4	4	4	7	8	5	4	19	4	20	22	9	3	33	14	20	23	14	9	47	34	51	2	23	9	6	27	49	55	19	52	48	17	15	15	33	49	9	22	10	10	10	9	13	37	39	35	14	19	37	70	77	42	29	2	51	77	58	70	40	26	71	19	26	34	43	53	43	54	48	41	31	66	43	54	81	73	88	73	67	28	78	93	28	63	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-493.576156263303687	-502.626999643755028	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998768933913247	2	17	8	16	16	15	19	20	24	20	13	26	24	29	36	30	25	35	36	24	30	22	31	26	27	33	32	33	37	41	36	29	39	38	30	30	40	44	38	36	43	37	36	42	40	41	33	34	36	44	34	36	31	53	37	26	47	41	41	44	44	44	52	40	50	41	47	51	49	43	54	49	47	49	50	49	45	41	52	53	59	43	53	52	55	57	57	46	54	56	56	61	60	0	3	1	1	11	3	6	6	22	11	1	9	2	24	28	17	10	23	16	7	10	2	56	22	10	14	9	25	18	48	24	12	12	36	13	2	28	34	51	16	15	21	27	29	20	28	21	24	35	32	20	27	56	67	27	9	39	43	52	49	59	31	38	43	82	53	41	67	35	40	30	78	48	62	82	61	24	36	30	64	73	64	38	19	76	33	83	37	88	57	65	79	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-498.699346461883692	-507.750189842335033	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992577839389149	2	23	8	11	12	20	18	18	21	17	25	26	28	28	32	27	27	33	30	27	27	38	29	36	36	32	29	40	34	41	35	34	41	38	31	39	32	44	37	24	42	33	36	42	42	37	28	24	36	31	32	32	43	54	40	40	34	42	34	42	39	40	43	47	46	41	45	40	45	44	51	45	52	36	37	46	47	48	44	53	55	61	55	48	53	70	57	55	53	63	59	55	64	0	6	1	3	3	3	3	4	8	5	8	40	8	48	48	9	40	9	2	10	2	18	6	23	21	17	48	43	12	24	21	21	46	11	20	59	11	46	16	3	25	20	20	48	61	57	40	9	52	12	11	40	43	41	39	43	13	59	6	31	75	25	42	79	75	39	61	35	49	43	61	51	44	23	21	55	66	49	30	64	73	88	64	70	60	90	77	77	72	91	34	67	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-481.733430849430192	-490.784274229881532	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978659736689372	0	25	7	14	15	16	18	24	20	22	23	20	29	20	37	27	32	35	35	19	24	26	34	36	35	33	27	45	42	33	32	36	32	39	28	40	37	37	35	36	42	39	36	45	42	40	36	33	29	42	29	36	40	51	32	36	50	42	38	44	49	38	49	43	50	37	45	45	53	44	44	47	44	41	52	55	50	48	50	47	56	51	44	51	59	67	56	54	58	67	53	56	50	0	9	1	3	3	3	4	6	4	5	9	4	12	5	33	10	20	16	27	6	6	8	51	49	27	11	7	38	48	35	16	16	10	52	14	18	22	51	33	13	26	31	55	48	13	40	31	2	11	62	10	16	48	29	7	30	18	39	24	42	37	51	64	56	34	17	45	40	40	31	32	45	15	56	68	54	28	43	46	43	79	43	40	67	57	87	65	68	46	76	63	42	23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-509.353075567892404	-518.403918948343744	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988591577107577	-3	23	8	11	13	19	19	27	22	16	26	26	24	30	38	18	31	33	35	27	32	27	30	31	39	31	33	37	41	40	27	31	36	36	33	43	36	45	38	35	49	36	31	45	47	36	33	25	36	38	29	39	32	50	28	37	44	45	27	40	39	42	52	47	44	40	50	47	53	46	42	44	43	44	36	55	50	36	40	54	51	48	44	53	53	64	53	47	54	59	56	60	63	0	16	1	3	3	3	10	6	3	5	16	9	10	20	43	4	13	24	20	13	13	6	12	12	24	8	13	7	21	32	13	8	31	53	51	75	9	40	40	51	56	14	8	66	65	23	51	16	26	48	13	37	9	88	13	24	37	40	10	17	21	50	83	75	50	49	25	39	67	38	33	21	27	71	11	36	70	17	32	19	17	15	49	74	65	89	66	74	81	68	89	82	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
