step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92
5000	-597.562684556811291	-595.798558578064672	-1.764125978746645	0.000014163559231	0.000024798925425	1.750896439356060	0.334248332172693	0	2	4	5	6	8	8	10	8	9	6	8	9	10	10	12	8	12	10	12	10	12	12	15	13	13	13	13	12	15	15	13	14	14	12	13	14	14	14	15	16	15	16	15	12	15	17	14	15	16	15	16	17	19	16	18	16	16	17	17	17	18	19	17	18	18	16	16	17	18	19	19	20	19	19	20	19	20	21	17	20	20	21	22	23	27	25	29	29	31	32	35	0	1	2	3	3	3	3	2	2	1	1	2	11	1	11	1	5	7	3	19	17	3	13	21	14	45	10	3	12	5	34	3	3	22	10	4	10	1	26	5	40	10	22	26	9	39	51	10	38	10	20	24	11	9	24	59	10	28	37	50	40	38	50	31	34	2	19	10	44	27	28	40	38	59	2	80	14	25	68	3	2	53	5	75	45	71	82	77	48	88	26	1	1	1	1	1	1	3	2	4	4	4	3	3	1	5	2	6	1	3	3	1	1	4	2	3	2	1	2	4	1	5	1	5	3	1	2	4	4	6	1	3	1	2	3	1	2	1	1	2	1	2	3	1	4	6	1	1	4	2	2	1	1	2	2	1	2	7	2	4	1	3	4	2	3	1	8	1	4	3	3	4	6	2	8	1	7	5	3	7	8	1	10	17
5500	-497.036629773612901	-495.461847223564575	-1.574782550048325	0.000020640418735	0.000026640375465	1.290689680628741	0.337256906019659	0	3	4	5	6	9	7	9	7	9	10	9	10	11	9	9	10	12	11	11	11	11	13	13	11	12	12	11	12	15	15	14	14	14	13	13	15	15	12	14	15	16	15	14	14	15	16	15	15	17	16	17	16	18	17	17	16	17	18	17	16	18	18	17	20	17	17	17	18	17	20	17	19	16	17	18	19	20	21	21	21	21	21	23	22	26	26	28	30	30	34	35	0	1	1	3	3	2	5	9	4	5	2	3	15	9	3	3	3	9	10	15	13	1	16	15	15	20	5	3	20	20	14	1	5	23	10	29	10	10	16	18	14	33	2	2	13	11	26	13	2	14	10	21	25	12	9	33	3	13	29	13	44	68	42	18	53	13	2	21	27	24	77	47	44	2	13	45	67	16	72	9	18	32	55	78	2	76	49	85	52	88	85	26	1	2	2	1	1	3	1	1	1	1	3	2	1	2	2	3	5	3	1	1	1	6	2	2	1	1	3	4	1	2	2	7	4	1	3	1	4	2	2	1	2	1	6	5	2	4	2	3	7	3	4	4	2	4	5	1	5	3	3	6	1	1	1	3	2	4	6	3	3	2	1	1	2	6	4	2	1	7	2	7	3	3	3	2	9	4	6	3	6	1	6	15
6000	-529.371281996966559	-527.988923980130949	-1.382358016835636	0.000031042736962	0.000022924968807	0.738497022181348	0.365092220963766	0	2	3	5	7	9	8	9	8	9	8	7	10	10	10	10	11	13	11	12	12	12	14	15	13	12	13	14	12	15	14	14	12	14	12	13	13	14	11	15	17	15	16	15	13	14	16	15	15	16	16	13	15	17	16	19	16	16	16	17	17	19	19	18	19	19	16	17	19	18	20	20	19	18	18	19	19	20	22	19	21	21	22	24	23	26	26	29	29	32	33	36	0	1	2	3	3	1	1	2	4	3	2	2	12	3	1	3	8	19	9	16	7	3	29	14	35	10	11	1	13	37	20	15	15	22	3	15	9	3	16	35	53	28	5	39	5	29	10	2	7	27	17	13	20	42	24	20	3	2	42	39	49	6	42	34	70	15	36	8	15	24	59	62	49	3	1	41	51	56	34	39	10	66	5	15	45	65	22	86	19	85	86	1	1	1	1	1	2	5	4	3	2	2	2	2	1	3	5	4	1	1	2	1	3	4	1	3	1	2	3	6	1	1	1	3	1	1	5	1	4	7	1	2	1	1	4	1	4	1	3	6	3	2	2	1	1	1	1	3	7	8	1	3	1	5	2	2	1	5	3	4	4	2	3	1	1	8	7	1	1	1	3	5	6	1	8	6	4	4	8	2	9	3	3	18
6500	-519.194830415781666	-517.722066494859746	-1.472763920921870	0.000063460970097	0.000020015303365	0.315395483787957	0.356235366353537	-2	3	4	5	6	8	7	10	8	7	10	8	9	8	10	11	10	13	7	12	11	11	12	14	13	11	13	12	13	14	14	13	15	12	14	14	13	14	15	15	17	14	14	14	14	15	16	15	15	16	16	16	15	17	17	16	16	17	18	15	18	15	17	15	19	17	17	16	16	16	20	19	18	17	17	18	19	19	21	19	21	22	21	24	22	25	25	29	28	32	33	35	0	1	2	2	1	3	5	5	4	2	10	2	6	3	7	13	10	34	3	15	4	12	7	3	9	9	15	3	5	18	32	5	5	2	23	21	3	1	36	34	44	10	10	10	10	42	24	25	34	64	5	8	26	17	53	17	2	5	43	6	42	20	25	19	11	24	5	34	34	60	63	34	39	44	36	57	19	50	21	76	61	57	10	55	15	18	45	2	46	85	41	2	1	3	1	1	3	2	1	2	2	2	2	2	1	1	2	1	1	1	1	1	3	1	2	5	3	1	2	4	3	1	1	4	5	6	1	2	6	7	1	2	2	4	4	5	3	1	1	1	1	1	5	2	2	4	1	3	6	6	2	3	2	1	1	4	3	2	5	3	2	1	2	4	1	1	2	1	5	1	5	1	2	3	7	2	8	6	5	10	6	4	8	17
7000	-543.169846608285638	-541.589127913015773	-1.580718695269870	0.000130396163970	0.000032431648043	0.248716273975513	0.387193967326870	0	3	4	5	6	8	8	9	7	8	10	8	9	10	9	11	11	12	10	12	9	12	14	14	14	12	12	12	12	12	15	13	14	14	14	13	13	14	15	16	17	13	13	15	15	16	16	16	14	17	16	14	13	18	17	18	17	16	17	17	17	18	17	17	18	18	19	18	18	18	21	19	20	19	16	18	20	20	22	20	20	22	20	22	23	26	26	29	28	30	33	34	0	1	1	3	1	3	5	9	3	4	1	5	4	5	10	21	8	17	6	19	5	3	18	14	27	10	3	2	10	21	8	7	9	22	20	12	21	37	42	35	49	11	3	42	21	38	15	2	21	27	14	28	19	44	24	55	28	3	26	53	34	38	3	52	9	22	53	7	31	4	23	48	65	48	20	55	70	55	42	25	10	61	44	71	3	27	73	84	32	61	20	22	1	1	2	1	3	2	1	1	2	2	5	1	2	1	1	1	1	1	1	1	1	5	1	3	1	2	3	4	2	2	3	3	3	1	1	1	2	1	1	1	1	2	4	1	3	1	3	7	3	3	2	1	1	1	1	1	3	5	3	2	2	2	5	1	5	2	3	6	1	5	4	2	1	2	2	1	1	1	4	3	5	2	3	1	9	5	3	5	8	7	14	8
7500	-540.632153296664455	-538.894964500098013	-1.737188796566467	0.000116599511192	0.000022460469430	0.192629190300617	0.394418533101496	0	2	4	5	7	6	8	8	7	7	9	8	9	10	9	11	11	13	10	12	11	12	14	13	12	13	13	13	12	14	14	14	14	12	13	13	13	15	15	15	16	15	15	15	14	16	16	15	15	14	17	17	17	17	15	17	17	18	18	17	18	18	17	16	18	18	18	17	19	18	20	20	20	19	18	18	20	19	20	20	21	22	21	23	21	26	27	28	29	30	32	34	0	1	2	1	4	3	3	6	4	3	3	1	10	2	12	15	9	12	2	21	12	19	37	10	13	8	14	3	14	2	6	17	25	19	22	29	3	14	15	9	34	2	23	20	25	25	29	9	13	22	35	22	38	27	17	55	39	14	9	42	4	64	36	18	45	31	9	50	1	47	55	58	60	22	13	40	59	39	53	39	53	58	17	56	64	85	82	46	56	87	46	59	1	2	1	3	1	1	2	1	2	1	2	4	1	4	1	2	3	2	4	1	3	1	1	2	1	3	1	3	1	7	4	1	2	1	1	1	3	2	4	4	2	6	1	2	1	2	2	4	3	1	3	2	1	2	2	1	2	5	5	1	7	1	2	2	2	1	5	2	8	1	3	1	1	3	4	1	1	1	2	3	2	2	6	4	1	2	2	6	5	2	6	5
8000	-523.662292527864452	-522.183407742776126	-1.478884785088304	0.000192497559919	0.000059751840875	0.310403107966641	0.403349238161457	0	3	3	6	7	8	9	10	8	9	9	9	8	11	10	11	10	11	11	12	12	12	13	13	13	12	12	13	13	14	15	14	13	11	14	14	15	14	11	16	14	15	12	16	14	15	16	14	15	15	16	16	16	18	17	18	16	15	17	18	17	18	19	17	17	17	18	18	18	19	20	20	19	18	16	19	18	21	21	20	20	21	21	23	23	25	26	29	28	31	31	35	0	1	1	2	2	2	5	5	1	13	2	9	5	10	2	2	1	13	15	16	16	14	22	10	19	17	10	13	11	9	14	21	5	7	18	19	3	9	7	2	43	33	15	45	5	26	45	20	13	20	15	49	48	28	46	57	10	9	36	7	29	39	5	34	5	37	75	41	53	40	11	53	66	3	12	55	10	64	29	63	56	62	50	68	68	40	85	84	84	40	39	89	1	2	2	1	3	2	1	2	4	1	2	1	1	2	3	4	5	2	1	1	1	1	1	2	1	1	2	3	2	4	2	1	2	1	2	1	5	3	2	6	1	1	1	1	4	2	2	2	3	2	2	1	1	3	1	1	3	4	1	6	3	3	7	3	3	2	1	2	1	1	6	3	1	8	4	1	4	2	3	1	1	1	4	2	3	4	1	4	3	5	11	5
8500	-548.909808697833228	-547.150283270701834	-1.759525427131426	0.000166564860695	0.000031083539468	0.186615228074260	0.385572123921324	-1	2	4	5	7	8	8	8	6	8	9	8	10	10	10	10	9	13	9	11	13	12	10	15	12	13	10	12	13	14	14	14	13	14	13	13	15	14	14	14	17	15	16	15	13	16	16	15	15	17	17	17	16	19	16	16	13	18	17	17	17	19	19	18	19	17	16	17	18	18	21	20	18	15	18	19	19	20	21	20	20	21	21	23	22	27	26	28	29	31	33	36	0	1	2	3	9	3	9	9	2	5	9	9	7	9	12	8	3	28	9	11	16	27	6	27	27	27	3	13	5	2	10	5	10	21	27	16	16	18	33	16	11	5	48	40	5	18	16	36	36	31	4	8	26	5	36	34	16	13	16	46	27	20	33	56	2	13	14	55	53	47	75	37	57	20	15	26	50	70	76	42	54	76	41	37	55	13	84	26	51	54	54	26	1	3	1	1	1	2	2	1	2	1	1	1	2	2	1	1	2	1	1	1	2	1	1	3	1	1	4	1	3	7	3	3	2	1	1	3	1	1	1	2	4	3	1	1	3	1	3	2	2	1	6	5	2	7	1	1	2	5	3	1	4	4	3	1	9	2	4	1	2	1	1	3	4	2	4	3	1	1	1	2	1	1	2	4	4	9	2	8	7	8	6	11
9000	-538.895516237791981	-537.422103803789923	-1.473412434002013	0.000171803312484	0.000054093364587	0.314856354077074	0.408633521023925	0	3	3	5	6	7	7	9	7	8	9	7	9	8	9	10	9	13	11	11	12	12	12	15	13	11	12	12	12	14	15	15	14	12	13	13	13	15	14	14	16	16	15	16	15	15	16	15	14	13	17	15	16	17	17	18	16	17	17	17	17	17	19	17	18	18	18	18	17	18	20	20	19	16	18	20	19	18	21	19	21	21	21	22	23	26	27	28	29	29	34	36	0	1	1	3	3	3	1	3	3	3	3	3	12	3	14	10	6	15	16	10	26	4	15	40	15	13	15	5	5	5	34	34	3	20	15	19	19	9	28	9	52	5	10	49	17	15	32	9	9	14	39	25	22	41	74	16	9	5	32	8	20	48	25	23	2	9	37	69	34	23	61	75	74	48	22	68	24	18	26	55	61	24	70	54	8	10	75	82	79	34	59	85	1	1	1	2	1	2	4	2	2	2	2	3	1	2	1	1	1	2	1	2	1	3	2	1	1	1	2	2	4	6	1	2	5	1	3	1	2	6	1	2	1	4	3	1	3	3	1	5	2	2	1	2	2	1	1	4	5	5	1	3	3	1	2	2	7	6	2	1	2	3	1	1	2	1	2	1	2	4	5	1	2	3	2	2	7	8	4	3	4	10	7	7
9500	-526.914679553270616	-525.199649612469671	-1.715029940800993	0.000105486026878	0.000020989040292	0.198974602730032	0.323515692958994	0	2	4	4	6	8	8	9	8	9	9	9	10	11	9	10	10	13	9	12	13	12	14	14	13	11	13	13	11	15	15	12	15	12	14	13	15	14	13	14	16	16	16	16	15	16	16	15	15	16	16	16	17	19	16	19	16	17	17	17	16	19	17	17	19	19	18	16	17	17	20	19	20	17	19	19	19	20	21	20	22	21	20	23	22	25	26	28	29	31	33	35	0	1	2	2	4	2	1	3	3	9	3	1	4	15	2	1	2	32	3	19	16	15	29	6	20	10	15	15	2	15	16	15	9	11	3	22	21	8	8	26	26	15	2	7	17	40	45	1	2	7	15	4	31	52	23	37	24	39	16	68	6	63	7	23	1	44	15	15	47	35	30	57	62	28	3	45	55	15	23	59	65	55	9	83	39	53	70	25	40	9	65	15	1	1	1	1	1	5	5	3	3	1	3	5	2	1	5	6	4	1	1	2	1	2	2	3	1	1	2	4	3	3	2	2	4	1	6	1	1	2	2	2	2	5	7	3	2	1	1	7	6	4	3	5	1	2	1	2	1	2	4	1	4	2	3	1	9	1	3	4	1	1	2	1	1	2	5	2	2	4	5	2	2	4	6	1	5	3	4	10	10	10	8	9
10000	-530.853703830623431	-529.306417341319502	-1.547286489303882	0.000155312012657	0.000041248214623	0.265582899332289	0.325973258015168	-1	1	3	5	7	9	8	9	7	8	9	9	8	11	10	12	9	12	10	12	12	13	14	14	13	13	11	14	12	14	15	13	13	13	12	13	14	14	14	15	16	14	15	16	15	15	15	15	15	16	15	16	15	19	16	18	16	17	18	18	16	19	19	17	19	17	19	15	18	18	20	18	20	18	18	20	19	21	22	21	21	21	21	23	22	25	26	30	29	29	33	34	0	1	1	2	4	3	4	7	1	1	9	3	3	8	17	2	3	13	9	19	8	15	15	3	18	10	10	13	3	8	32	9	13	35	9	16	2	13	14	2	22	13	20	48	5	8	28	36	26	35	5	9	26	33	33	53	36	40	41	53	40	30	43	21	25	13	34	9	20	30	77	26	41	4	3	72	59	10	73	15	1	65	21	81	75	78	24	59	86	52	64	38	1	1	2	3	1	3	2	1	3	5	2	2	3	2	1	5	3	1	2	1	1	1	2	6	1	1	1	3	4	3	1	4	3	1	2	1	6	3	1	8	1	2	1	1	3	3	1	1	1	2	4	5	2	3	1	2	1	1	1	3	1	3	1	3	3	4	4	4	3	2	1	2	3	7	8	1	1	8	1	5	10	1	5	1	3	2	7	5	2	3	8	11
10500	-552.631672770427940	-550.995511096005316	-1.636161674422601	0.000141992345672	0.000031998626635	0.225354588542166	0.275024325762228	-1	2	3	6	7	9	8	10	8	6	10	8	9	9	9	12	11	11	9	11	10	13	13	14	12	11	12	12	11	15	15	14	12	13	14	14	14	15	14	13	16	15	14	15	13	15	16	15	14	17	17	16	16	18	17	18	16	17	17	16	18	17	18	14	19	18	19	18	19	19	21	20	19	17	18	19	19	18	20	20	22	21	21	24	22	25	25	28	29	31	33	32	0	1	1	2	2	9	3	5	2	2	10	3	7	9	5	10	15	10	10	7	14	10	17	7	9	21	2	2	10	21	19	15	1	15	2	10	2	4	34	3	22	15	2	64	15	32	33	16	5	43	5	4	27	57	44	6	2	37	45	10	42	64	25	11	43	51	2	5	52	2	76	6	8	33	2	46	45	15	14	15	1	60	51	33	41	15	69	25	86	15	76	26	1	3	1	2	2	1	2	1	3	2	2	4	1	1	1	4	1	3	1	2	1	4	1	4	3	1	5	5	4	3	2	2	5	3	7	4	6	5	1	5	2	3	6	1	2	1	2	2	4	2	4	4	2	1	1	6	9	1	1	6	1	2	4	1	2	1	8	5	2	8	1	8	5	1	10	2	5	3	5	5	11	3	3	6	2	6	3	10	2	8	6	9
11000	-523.032986760160725	-521.654084224116446	-1.378902536044327	0.000125750128369	0.000056495575107	0.449268528305721	0.321534627215365	0	2	3	5	6	7	8	8	8	9	9	8	9	11	9	12	11	13	10	12	12	13	14	14	13	10	13	14	10	14	14	13	15	12	13	12	14	15	15	15	16	15	15	15	14	15	16	15	16	17	17	15	17	17	16	19	17	18	18	15	17	18	19	17	18	18	18	16	18	18	20	18	19	19	18	20	20	20	22	21	22	20	21	23	22	26	26	28	29	31	33	34	0	1	2	1	1	2	5	1	4	6	3	3	4	11	6	2	3	12	1	17	26	36	9	9	34	12	5	36	2	36	13	2	36	29	20	1	1	16	25	26	9	36	1	18	6	20	19	3	36	36	36	36	55	1	32	54	34	21	46	3	28	21	46	35	45	3	36	3	35	26	66	22	75	52	3	49	31	59	63	49	50	75	21	25	38	36	56	36	88	77	86	51	1	1	1	3	3	4	1	5	2	2	3	2	3	1	1	5	3	3	5	1	1	1	3	2	1	1	3	1	4	1	3	6	1	1	1	6	7	2	1	3	4	2	6	1	2	2	2	7	3	2	3	2	1	8	1	1	3	4	1	5	2	3	1	2	2	7	3	5	3	3	1	2	1	2	9	1	2	1	1	3	3	1	5	6	3	4	4	8	1	6	4	8
11500	-536.148936084605111	-534.681638209720290	-1.467297874884805	0.000123648579147	0.000039572606641	0.320040933056947	0.319917937613020	0	2	4	5	6	8	7	9	7	8	10	8	10	10	7	10	9	10	10	11	13	12	13	13	14	12	12	13	12	14	15	11	14	12	14	13	14	15	14	14	15	15	14	15	14	14	16	14	16	15	16	16	16	17	16	17	16	17	17	18	18	17	15	17	19	18	18	18	19	16	20	18	19	18	19	20	18	21	21	19	21	20	21	23	22	27	26	29	28	30	30	35	0	1	1	2	4	3	3	10	3	3	1	3	9	4	5	10	1	7	1	12	22	14	8	5	13	11	9	3	4	15	40	10	29	9	19	12	10	3	16	22	25	43	18	14	13	26	13	3	13	29	39	28	48	38	23	43	38	41	42	45	28	44	25	42	54	15	10	52	15	43	74	11	59	2	60	69	18	80	45	10	5	22	15	83	2	62	41	69	58	69	3	36	1	1	2	2	1	3	2	1	2	2	5	1	1	3	1	1	5	2	4	2	1	1	2	3	2	1	2	5	3	5	1	2	1	2	1	3	3	6	2	1	1	1	2	4	2	2	3	7	4	2	1	1	1	1	2	1	1	1	1	2	3	1	1	1	1	7	6	1	5	1	1	3	1	8	1	1	4	1	3	8	7	4	8	2	11	5	5	3	4	5	14	10
12000	-514.238203104493778	-512.767589592162267	-1.470613512331508	0.000163557509747	0.000051880629159	0.317201143738381	0.337695345149668	-1	3	4	4	6	9	9	10	8	9	8	8	10	10	9	11	9	12	7	11	12	13	14	14	14	13	13	13	12	15	15	13	15	12	12	14	15	15	14	13	17	16	13	16	14	16	15	16	15	16	15	16	17	18	17	16	17	18	16	18	17	19	18	17	19	19	18	17	19	19	20	20	19	18	19	20	19	20	21	19	22	20	21	23	22	27	27	29	28	31	33	36	0	1	2	1	3	2	5	3	19	5	5	5	3	19	5	12	2	10	2	17	11	16	34	5	4	19	3	1	1	5	22	3	10	5	10	20	3	11	18	1	30	20	2	18	13	25	39	18	32	8	5	16	45	61	56	34	10	15	36	39	22	49	39	24	1	9	61	11	39	25	29	32	55	23	27	53	57	21	51	38	2	54	68	82	21	5	85	9	69	23	30	34	1	2	1	2	2	3	2	3	1	2	1	1	4	2	1	1	3	2	2	1	2	2	1	3	5	3	3	8	6	6	2	5	3	4	1	2	6	4	1	7	1	3	5	3	2	1	1	2	1	3	4	2	1	1	1	2	4	4	1	2	2	2	3	1	7	6	1	4	3	2	4	5	1	3	3	2	1	4	2	1	11	1	2	2	5	12	3	11	3	7	9	17
12500	-484.974916560528357	-483.113167230526415	-1.861749330001970	0.000249099664995	0.000040617826472	0.163058535116108	0.349223449729797	0	3	2	5	7	7	9	9	7	8	8	8	10	10	9	11	10	13	11	11	12	12	14	13	12	11	10	13	12	13	15	14	14	12	12	14	15	14	13	15	16	15	15	15	14	16	14	13	13	16	17	15	15	19	16	18	14	16	18	17	16	17	19	17	16	17	19	17	18	16	21	18	19	18	16	19	20	20	21	20	21	21	21	23	20	26	26	29	28	31	34	35	0	3	1	3	1	2	9	9	2	1	5	5	15	9	3	5	10	12	10	10	15	5	14	15	14	13	10	20	9	15	49	13	15	13	9	16	20	1	19	5	35	39	5	20	10	34	25	3	5	22	11	1	39	31	33	75	15	45	57	2	12	43	44	42	10	31	44	37	23	20	10	47	53	2	5	23	64	13	58	51	5	75	15	40	48	5	79	30	55	61	34	85	1	1	1	1	5	2	1	1	2	4	1	1	1	1	3	2	1	3	2	2	1	2	2	2	1	1	1	1	2	1	1	2	1	1	2	1	2	7	1	3	3	1	5	3	3	2	1	6	3	2	4	7	1	2	1	1	3	1	2	5	5	1	3	2	4	1	1	2	2	2	6	2	2	8	5	3	3	4	3	2	7	2	6	3	3	9	2	7	5	8	11	8
13000	-521.346282952447268	-519.830022144063832	-1.516260808383485	0.000161058282203	0.000045710768584	0.283815075874083	0.265311183481601	-1	2	4	4	6	8	9	8	7	9	10	8	9	10	10	10	10	12	10	11	12	9	12	15	13	12	13	11	11	14	15	15	13	14	13	14	14	14	14	15	14	16	13	15	15	15	17	16	13	15	16	15	17	19	15	19	16	16	17	16	17	18	17	15	19	17	18	18	18	19	20	17	18	18	18	19	19	18	21	19	20	21	22	24	21	27	26	30	27	30	33	35	0	1	2	1	1	2	9	5	5	5	10	2	9	5	10	5	2	4	2	7	14	9	13	7	14	11	18	10	2	15	20	49	10	27	20	7	10	5	25	3	12	3	5	20	30	27	37	9	3	35	13	30	31	24	49	49	20	18	27	19	27	19	37	5	50	34	1	34	30	47	54	46	11	9	13	58	62	60	31	50	42	4	48	34	38	5	75	85	80	15	70	3	1	1	1	2	4	3	1	1	1	2	1	3	1	3	1	2	4	3	4	1	1	1	2	3	2	1	1	1	4	2	3	1	2	1	1	2	3	4	1	6	3	5	3	2	1	1	2	5	5	1	2	1	1	2	1	3	2	3	2	2	2	3	1	5	2	1	9	2	2	1	1	1	4	4	6	2	1	1	3	1	2	11	3	5	3	7	3	5	4	11	8	13
13500	-578.384944997083267	-576.840925646854998	-1.544019350228305	0.000153367921831	0.000041006424622	0.267372890838205	0.325292825032287	0	3	3	5	7	9	7	9	7	9	8	8	10	10	9	12	10	11	10	11	12	13	13	12	14	12	12	12	12	15	14	13	15	13	12	11	13	14	14	16	17	15	16	14	14	16	16	13	16	16	17	15	14	17	17	17	16	16	18	17	18	18	18	18	20	19	19	17	19	18	21	19	19	17	17	19	20	20	21	21	21	21	22	23	22	26	25	28	28	32	34	36	0	1	1	2	4	1	3	3	4	9	3	9	8	1	5	13	2	10	12	13	10	36	9	12	29	7	2	6	18	20	16	15	10	18	8	13	17	13	14	24	32	5	8	16	11	32	48	8	15	22	7	35	26	35	40	34	35	17	74	2	31	24	57	49	12	60	2	37	2	15	39	5	55	4	4	40	63	76	39	27	23	3	67	26	30	79	73	3	67	17	36	54	1	2	1	1	1	5	2	3	1	1	2	1	1	4	1	1	3	1	1	1	2	1	3	2	1	3	5	2	1	2	1	2	3	1	1	1	1	2	1	3	1	5	4	1	3	2	1	3	4	2	6	2	1	3	1	3	2	3	1	7	2	3	1	1	7	1	9	3	8	4	5	6	1	6	5	1	1	1	3	5	4	9	3	6	3	3	4	11	4	9	12	11
14000	-534.650014194832352	-533.105433593559724	-1.544580601272605	0.000142363793872	0.000038020159805	0.267063406858983	0.343433715093846	-1	2	4	6	7	7	9	9	8	8	8	8	10	10	9	12	10	11	10	10	12	12	14	14	13	11	11	13	11	14	16	14	15	13	13	14	15	14	14	15	15	14	13	15	13	14	16	16	15	16	16	17	15	19	15	18	14	17	17	18	16	17	17	17	19	18	18	17	19	17	20	19	19	19	17	19	20	18	22	21	21	20	20	23	21	26	26	29	28	31	32	36	0	1	1	3	4	4	5	12	3	3	3	3	2	8	4	17	1	19	9	6	9	4	22	9	11	9	5	13	3	34	57	13	26	7	27	18	15	5	28	22	30	13	20	19	5	21	27	34	17	33	5	2	30	49	35	18	8	10	4	3	32	41	13	22	41	3	5	41	13	44	41	60	56	40	49	25	67	14	57	40	2	44	13	15	47	56	21	11	46	60	82	52	1	1	2	1	1	1	1	1	2	2	2	2	4	1	1	1	4	1	1	2	3	2	1	3	2	2	2	1	4	1	1	2	3	2	1	1	2	4	1	2	1	2	1	3	2	1	2	2	4	1	5	9	1	2	1	4	3	4	7	7	1	1	3	3	2	6	6	1	3	1	2	1	1	2	2	2	1	5	4	3	9	2	4	9	3	4	7	8	8	7	6	11
