step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97
1	-5757.189829199881387	-5763.129026418966532	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.893390908953729	2	6	5	7	7	8	9	10	8	10	9	10	10	11	10	12	12	12	11	13	13	14	14	15	14	14	14	14	15	14	16	17	15	15	16	16	16	16	15	16	17	16	18	17	17	17	17	17	18	18	18	18	18	18	19	19	19	18	18	20	21	21	20	21	21	22	21	22	23	24	23	26	23	26	24	24	24	25	25	25	26	26	26	25	25	27	27	27	28	29	27	29	29	30	29	32	32	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	3	4	4	3	4	4	4	4	5	4	5	5	5	5	6	6	6	6	7	6	6	6	6	7	6	7	8	7	7	7	7	7	7	7	7	8	7	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	8	8	9	10	10	9	10	10	10	10	10	11	11	11	12	11	12	11	11	11	12	12	12	12	12	12	12	12	13	13	13	13	14	13	14	14	14	14	15	15
500	-1082.528372871424608	-1088.467570090509753	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.324952847033919	2	5	4	6	4	8	10	11	8	8	8	9	9	12	11	12	13	11	11	14	13	15	13	13	14	15	14	13	16	15	15	17	13	16	17	17	16	17	13	17	15	16	18	14	18	15	16	17	19	18	15	18	18	18	19	20	20	19	18	20	20	21	17	21	21	22	22	22	24	25	22	27	22	26	25	25	24	24	22	25	27	27	26	23	24	27	27	27	28	30	28	30	30	30	28	31	32	0	3	1	2	0	4	4	4	4	4	4	9	5	12	10	7	12	11	12	12	8	15	12	5	16	28	19	7	17	18	21	33	7	33	23	28	16	17	15	21	33	41	34	2	34	23	23	23	15	44	23	15	20	35	22	41	52	23	22	51	51	53	39	63	0	57	51	13	33	39	51	44	57	60	61	64	39	65	55	79	44	24	79	64	44	44	44	44	63	44	44	52	69	44	76	69	0	1	1	1	1	1	1	2	2	1	1	1	1	3	2	2	1	3	2	1	3	1	2	2	5	2	1	1	2	2	2	1	2	1	2	2	2	2	2	1	2	1	1	2	5	1	1	1	3	5	2	2	3	2	1	1	3	1	3	1	2	2	2	4	3	1	2	5	9	6	6	5	11	1	3	3	3	5	2	1	1	11	11	3	2	4	11	6	7	6	14	12	7	4	8	2	4	1
1000	-1080.282517737780836	-1086.221714956865981	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.362924935461964	2	5	6	6	8	7	8	8	8	10	9	10	10	12	10	13	13	13	12	13	14	13	14	15	12	13	14	14	14	15	17	16	13	15	16	17	16	17	16	16	18	16	18	14	17	17	16	15	19	18	18	18	18	17	19	20	20	19	16	21	21	20	21	21	21	22	21	22	23	22	23	27	21	26	25	24	25	25	24	24	27	27	27	24	23	28	26	28	29	30	28	29	30	30	29	33	32	0	1	2	2	0	4	4	4	2	8	4	9	5	11	11	7	8	11	12	12	26	15	12	13	7	9	9	10	17	18	21	33	15	33	20	48	16	26	34	21	22	15	22	22	34	35	23	19	32	22	46	44	35	47	39	43	52	48	44	51	51	35	55	57	0	57	51	13	43	55	51	44	52	71	67	70	63	65	55	55	16	13	43	52	73	55	55	63	66	52	44	70	79	87	63	92	0	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	3	2	3	2	1	1	1	2	2	3	2	3	2	1	1	2	2	2	2	1	1	1	2	1	2	2	3	3	1	1	1	1	1	2	3	1	3	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	8	2	1	3	8	1	1	3	1	2	2	2	2	10	8	6	3	1	6	3	5	2	10	10	3	3	2	4	2	1
1500	-908.860275640161944	-914.799472859247203	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.505199457354265	2	3	5	5	8	7	9	10	8	11	8	10	10	12	10	11	12	11	11	13	13	14	14	16	15	15	15	14	14	12	16	17	15	15	16	16	16	16	16	17	17	16	19	17	17	17	17	18	18	18	19	18	18	19	19	18	19	16	19	20	22	20	20	21	22	22	21	22	22	24	23	26	23	26	25	24	24	25	26	26	27	27	27	25	25	28	26	28	28	30	27	29	28	30	29	32	33	0	1	2	2	0	2	4	9	6	7	4	9	5	11	6	7	9	4	12	12	9	15	21	13	16	6	19	18	10	11	17	42	15	15	23	23	16	14	22	21	15	34	45	33	39	17	35	58	33	34	46	34	35	47	41	33	34	23	44	46	51	35	39	44	0	64	35	13	63	63	67	57	34	67	61	69	55	65	76	77	41	68	70	73	66	70	55	63	84	73	44	87	77	86	55	87	0	1	1	1	1	1	3	2	1	1	2	1	1	2	3	2	1	2	4	1	2	4	2	1	2	3	5	2	1	2	1	2	1	3	2	1	1	3	2	1	3	4	1	1	2	1	3	1	1	2	2	1	3	1	2	2	2	2	1	1	2	2	2	2	2	1	1	3	8	1	2	2	4	4	3	1	2	2	2	1	1	8	5	2	1	1	2	3	4	2	4	8	1	2	2	7	3	1
2000	-861.218445378042020	-867.157642597127278	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.557827410140999	2	4	5	6	8	8	9	10	8	11	9	10	10	12	10	12	13	13	12	13	14	13	14	14	13	14	13	14	16	13	16	16	16	14	16	16	16	17	15	16	17	16	18	17	16	15	17	17	19	19	18	19	18	19	20	19	20	18	18	21	21	20	20	21	22	22	22	22	23	23	24	26	23	25	25	25	21	25	25	22	26	26	27	24	25	27	26	28	28	29	28	29	29	29	27	32	32	0	1	2	3	0	4	4	6	4	11	4	9	5	9	4	7	9	4	12	12	14	15	20	5	16	14	19	4	8	4	14	34	22	15	23	23	16	17	22	21	33	22	34	45	22	23	29	36	32	42	35	34	23	47	39	42	43	48	44	51	51	35	45	44	0	52	61	1	63	80	67	64	57	67	67	69	45	65	70	63	28	78	79	73	57	70	79	79	84	84	34	79	95	95	77	94	0	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	2	3	1	2	1	2	1	2	1	1	1	3	4	3	2	1	1	2	1	1	2	2	1	1	1	1	2	1	2	1	1	1	2	2	1	3	2	1	3	1	1	1	1	2	2	2	2	2	1	2	1	8	1	1	1	3	2	2	1	1	2	2	1	1	6	1	1	1	2	2	1	1	2	3	6	2	1	2	3	2	1
2500	-783.523036260439085	-789.462233479524343	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.590990674789131	2	5	6	7	7	9	9	11	9	7	9	10	11	11	10	12	12	10	11	14	13	13	13	15	13	14	13	14	16	14	16	17	13	14	16	17	17	17	16	17	17	15	18	18	18	18	18	17	19	17	18	19	18	18	19	19	18	19	18	20	20	20	21	21	20	22	22	23	23	24	23	26	24	25	24	23	22	24	26	25	27	26	27	25	25	26	27	26	28	29	27	28	29	30	29	31	30	0	1	2	2	0	10	10	11	4	2	4	4	5	9	4	7	4	4	12	17	17	4	12	5	16	9	19	17	17	18	14	33	15	33	23	23	16	26	22	31	42	33	22	39	34	36	35	12	22	33	35	44	35	36	34	41	32	35	22	51	51	46	39	44	0	57	51	24	55	77	67	73	64	71	67	63	39	65	34	77	78	78	63	64	64	69	63	70	72	72	57	55	87	92	86	94	0	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	2	3	2	1	1	1	2	1	3	1	2	2	1	2	2	3	3	1	1	2	3	2	2	1	1	1	1	3	1	2	1	2	2	4	2	1	1	1	1	3	1	1	2	2	1	1	1	2	2	1	3	2	5	2	1	1	1	1	1	1	1	2	2	6	1	2	1	2	2	1	1	2	1	1	2	8	4	2	1	2	1	1
3000	-738.228328839408505	-744.167526058493763	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.642239309670699	2	3	5	6	8	7	9	10	8	10	9	11	9	11	10	12	13	12	11	13	13	13	14	15	13	14	15	15	15	15	15	17	14	15	16	16	16	15	16	17	17	16	18	17	17	16	17	17	18	19	18	19	17	19	20	17	19	18	18	20	20	20	20	21	21	22	22	21	24	22	24	26	24	26	24	22	24	24	24	25	27	26	26	25	25	26	27	28	27	29	27	29	30	30	28	31	32	0	1	2	2	0	4	6	9	4	9	4	8	5	8	4	7	12	7	9	12	14	15	12	13	7	17	19	8	17	18	21	33	15	22	23	23	16	26	22	31	33	15	34	34	42	23	35	12	32	33	48	44	46	47	39	33	45	36	42	51	51	53	39	57	0	57	61	5	55	63	67	66	66	67	67	63	63	65	70	70	78	78	77	66	66	79	79	83	84	84	66	79	87	88	55	79	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	2	2	1	2	3	1	2	1	2	2	1	1	1	2	1	1	1	2	2	1	1	1	1	1	3	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	5	1	2	1	2	2	2	1	1	2	1	2	2	2	1	1	1	2	1	2	1	2	2	3	2	2	1	4	2	1
3500	-713.492361623572265	-719.431558842657523	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.681899762323484	3	6	5	7	6	9	10	9	8	11	10	11	8	11	10	12	13	12	12	14	12	14	15	13	14	15	14	13	15	14	14	16	15	16	16	16	15	16	15	16	17	16	18	17	17	17	17	17	19	18	17	18	19	19	19	19	19	19	19	20	21	20	19	22	21	22	22	23	24	25	22	25	23	25	23	23	23	25	26	25	27	26	25	24	26	27	27	28	28	29	27	29	29	30	29	32	30	0	3	1	2	0	4	4	4	4	7	8	9	5	9	8	7	9	11	12	12	9	15	12	13	16	9	19	8	9	18	21	33	15	22	23	12	25	26	22	21	33	22	34	34	34	35	35	36	22	22	35	44	46	47	39	41	44	23	52	51	51	53	22	57	0	57	61	26	63	63	61	66	66	67	67	63	55	65	69	55	82	78	63	66	66	79	63	79	84	84	85	79	83	88	87	87	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	2	1	3	1	1	3	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	2	1	2	2	1	2	2	1	2	1	5	3	5	1	2	1	2	1	1	2	2	1	2	1	1	3	1	2	1	3	1	2	3	1	2	2	1	1	1	1
4000	-722.407575192754734	-728.346772411839993	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.604617459699659	3	6	5	7	7	8	9	11	9	9	9	10	10	11	11	12	13	13	11	13	13	14	14	15	14	14	14	15	15	13	16	16	13	16	15	16	16	17	15	15	16	16	18	18	16	17	17	17	19	17	18	18	17	19	19	19	20	19	19	20	21	20	20	22	21	23	22	22	24	24	23	26	23	24	24	22	25	26	25	24	26	24	26	23	25	27	27	24	27	28	27	28	29	30	28	32	32	0	3	1	2	0	4	4	10	4	4	4	9	5	12	10	8	9	8	12	12	14	33	17	13	16	9	19	10	17	11	40	22	10	33	23	23	25	26	15	21	15	22	34	34	33	35	35	36	32	22	35	34	23	47	39	41	39	48	52	51	53	53	34	57	0	64	51	24	76	55	67	66	57	51	67	63	80	82	76	55	82	65	55	34	66	79	63	63	84	72	85	77	77	93	77	94	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	1	1	1	1	1	1	2	1	2	2	2	1	2	1	1	2	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	2	2	1	2	1	2	1	2	2	1	1	3	1	2	1	1	1	2	4	2	2	1	2	1	3	1	1	1	1	2	2	1	1	3	2	1	1	4	3	2	2	1	2	2	1	1	1	1
4500	-698.594466506297294	-704.533663725382553	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.691421597506430	3	6	5	7	7	9	10	10	8	10	10	11	10	11	10	13	12	12	12	13	13	14	14	15	14	13	14	14	14	12	15	17	15	15	16	16	15	15	15	17	17	16	17	17	17	17	16	17	17	18	18	19	18	19	19	19	19	19	19	20	20	21	20	21	21	21	21	21	23	24	23	24	23	27	23	24	23	26	25	25	25	24	25	26	25	26	26	27	28	29	27	28	29	31	29	33	31	0	3	1	2	0	4	4	9	4	4	4	10	5	10	4	10	10	10	12	9	14	15	12	13	16	12	19	8	17	11	21	33	15	22	23	23	25	26	22	21	33	22	34	34	33	47	23	36	22	42	23	44	46	35	33	41	44	48	33	51	51	46	39	57	0	57	51	24	55	55	67	66	66	75	61	77	63	82	55	70	82	65	77	73	73	79	70	69	72	72	85	86	87	87	86	94	0	1	1	1	1	1	2	2	1	1	2	2	1	2	1	2	2	1	1	1	2	1	2	2	2	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	3	1	1	1	2	2	2	3	1	3	1	2	2	1	2	1	3	1	1	1	1	2	2	1	2	2	1	3	1	2	1	3	2	1	1
