step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34
23500	-151.499846374487504	-158.355334325446876	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.779948533896257	0	3	6	4	3	5	4	2	5	5	5	8	8	8	9	7	7	8	8	8	10	10	9	9	11	9	12	11	12	11	11	10	14	15	0	1	7	2	8	5	8	1	2	7	5	6	6	10	18	10	11	11	0	3	12	13	16	17	19	19	16	32	22	23	26	12	30	28	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2
24000	-174.005789991854925	-180.861277942814297	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606815302717871	0	2	5	4	2	6	4	4	6	6	6	10	7	7	9	9	8	7	8	8	8	11	8	8	11	9	13	11	11	12	11	11	13	16	0	1	7	2	1	5	5	5	2	7	8	6	3	10	18	10	9	3	0	3	6	8	10	6	19	19	30	21	21	23	26	21	30	32	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	1	1	1	3	1	4	1	1	2	1	1	2	2	2	1	2	1	3
24500	-159.750133572984254	-166.605621523943626	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669304679002728	1	3	5	4	3	4	5	4	5	7	6	10	6	8	8	9	7	9	7	8	9	9	8	10	11	9	13	10	11	12	11	12	13	17	0	1	5	2	1	5	5	5	2	7	5	11	6	10	11	10	11	15	0	5	6	13	10	20	26	19	16	21	22	23	26	28	30	28	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	2	2	1	1	1	2	2	1	1	2	1	1	1	2
25000	-148.144955208347881	-155.000443159307252	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.799305946939421	0	2	6	4	2	4	4	3	6	5	5	7	7	7	8	8	6	9	8	9	9	10	7	8	11	9	13	11	12	11	11	12	13	16	0	1	7	2	1	5	8	5	4	5	8	10	6	10	11	7	11	15	0	12	12	13	10	17	19	19	30	12	22	23	26	21	30	28	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2
25500	-159.838016284001412	-166.693504234960784	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.847119466902364	0	2	5	4	3	6	4	2	5	6	6	7	8	7	8	9	8	9	8	9	9	10	8	10	10	9	13	10	11	12	11	11	15	16	0	1	5	2	8	3	8	1	8	7	7	6	6	10	11	10	11	15	0	11	12	20	10	17	19	19	16	12	22	23	26	28	30	28	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	3	1	1	2	1	1	1	2
26000	-171.155840137972461	-178.011328088931833	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.769203843421369	-1	1	6	5	2	6	4	4	5	5	6	10	8	7	6	8	8	9	8	7	9	10	8	10	11	10	12	12	12	11	12	12	14	16	0	1	7	2	1	8	5	5	2	7	8	21	6	10	8	8	11	15	0	3	20	13	10	17	19	19	30	12	22	23	26	13	30	21	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	2	2	1	1	1	2	1	2	1	3
26500	-153.566181315075227	-160.421669266034598	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.777289284830296	0	3	4	4	3	5	4	5	6	5	6	10	8	7	9	8	8	8	8	7	9	10	9	9	10	9	13	11	12	10	11	12	14	16	0	1	5	2	1	3	5	3	2	7	3	13	6	10	18	10	11	11	0	3	6	13	10	17	19	19	21	12	22	10	26	28	30	32	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	2	2
27000	-163.060467258121918	-169.915955209081289	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.783092899923660	0	1	5	2	3	6	5	4	6	6	5	8	7	7	7	8	7	6	7	7	9	9	7	8	11	9	12	10	11	12	11	11	14	16	0	1	8	2	1	8	5	5	4	7	5	6	7	10	18	10	11	11	0	3	11	13	10	17	26	19	16	21	22	23	26	28	16	32	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2
27500	-164.437694341513634	-171.293182292473006	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.796725828669825	0	2	4	4	4	5	5	3	5	6	6	9	7	8	9	9	7	7	8	8	7	10	9	10	11	10	13	11	11	11	11	12	14	16	0	1	8	2	8	5	8	1	2	7	3	20	6	10	18	10	11	8	0	3	6	20	7	17	19	19	16	12	22	23	19	28	23	28	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	3	2	1	1	2	1	1	2	2	1	2	2
28000	-167.536257720654788	-174.391745671614160	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698311545168315	0	3	4	2	2	5	5	3	5	6	5	10	7	7	8	9	7	7	9	8	9	10	7	9	12	10	12	11	12	11	11	11	14	16	0	4	5	1	1	5	8	5	4	7	8	24	6	9	18	10	11	6	0	5	13	13	10	17	26	19	16	21	22	23	26	12	30	32	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	2
28500	-172.661658012187104	-179.517145963146476	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622383300587570	0	2	3	1	2	5	4	4	5	6	5	9	8	8	9	9	7	7	9	7	8	10	8	9	11	10	14	11	12	11	12	10	13	15	0	4	5	1	1	3	5	5	4	5	3	6	6	10	18	10	11	5	0	3	6	21	10	17	19	19	10	20	22	23	26	6	30	28	1	1	1	1	1	1	1	1	2	3	1	2	1	1	2	2	1	1	1	2	2	1	1	1	1	1	3	2	1	2	1	2	1	2
29000	-182.728992418829591	-189.584480369788963	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.650985467196244	-1	1	5	4	3	5	4	4	6	6	5	7	8	7	8	9	8	7	7	8	9	10	7	10	11	9	13	10	11	12	11	12	15	16	0	1	1	2	1	5	5	1	2	8	8	3	6	10	18	10	11	5	0	6	6	6	8	17	19	19	16	21	13	23	26	28	30	28	1	1	2	1	3	1	1	2	2	1	1	1	2	1	1	1	2	3	1	3	2	3	2	1	2	1	2	1	2	2	1	1	2	3
29500	-168.999790126774570	-175.855278077733942	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.798134286377010	0	2	5	4	3	4	3	2	6	5	5	7	8	7	8	6	7	7	8	8	9	10	9	10	11	10	13	11	11	11	11	10	14	16	0	1	5	2	8	5	8	1	4	7	5	6	6	16	18	3	11	11	0	8	6	21	16	17	19	19	30	32	22	23	26	20	23	28	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	3	2	1	1	2	2	2	2	1	1	1	1	1	3	2
30000	-162.069267295528334	-168.924755246487706	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.823294278495466	0	2	4	5	3	5	5	5	6	6	6	7	8	8	9	8	7	7	8	7	9	9	8	9	9	9	12	11	11	11	11	12	14	16	0	1	5	2	1	5	5	3	2	5	3	6	6	10	18	10	11	11	0	3	12	13	10	17	19	19	16	21	22	23	25	28	30	32	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	2
30500	-174.980868991585737	-181.836356942545109	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.858393198891916	1	3	4	4	4	5	4	2	7	6	5	9	8	7	9	9	8	7	8	8	10	10	9	9	10	10	13	11	12	12	11	11	15	16	0	1	8	2	8	5	1	1	2	7	8	6	11	10	18	10	11	11	0	6	12	12	10	17	19	19	16	12	22	23	26	3	30	32	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	2	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	2	2	2
31000	-184.094287662407595	-190.949775613366967	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.568649892339112	0	2	6	5	4	5	4	2	7	5	6	9	8	8	8	8	8	9	8	7	9	10	9	10	12	10	13	11	11	11	12	10	13	17	0	1	10	2	8	8	8	1	2	8	7	13	6	10	6	3	11	15	0	8	6	13	10	10	19	19	10	12	6	23	26	6	23	21	1	1	1	2	1	1	1	1	2	3	1	1	2	2	1	1	1	1	1	2	2	1	2	3	2	1	4	1	3	1	1	2	2	3
31500	-184.861486842207484	-191.716974793166855	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.719854027283913	-1	3	6	3	4	5	4	3	5	6	5	8	6	8	6	9	7	9	8	8	10	10	8	10	10	9	12	10	11	11	11	11	14	17	0	1	8	1	1	8	8	1	4	7	5	13	5	10	5	10	11	15	0	3	12	20	10	17	19	19	16	13	13	10	26	28	23	32	1	2	2	2	2	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	2	2	3	1	1	2	4
32000	-192.698559308249287	-199.554047259208659	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649346577842726	-1	3	6	2	3	5	4	4	6	6	5	10	7	6	9	8	7	7	8	8	9	11	7	8	11	10	13	10	10	10	12	12	14	16	0	1	5	1	1	5	1	5	2	7	8	13	8	5	18	10	11	7	0	3	7	29	10	17	19	19	16	6	13	23	26	21	30	8	1	2	2	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	3	1	1	1	2	1	2	3	1	2	1	2	1	5
32500	-155.260461117772223	-162.115949068731595	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.851068351771357	1	3	6	5	3	5	5	5	6	7	5	8	7	8	9	9	8	7	8	8	9	10	8	9	10	9	12	11	12	11	10	12	14	17	0	1	5	2	1	5	5	5	2	7	5	6	6	10	18	10	3	11	0	11	12	12	3	10	19	19	16	21	22	23	26	28	30	32	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2
33000	-166.900631346660987	-173.756119297620359	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644808686471049	0	2	5	3	3	5	2	4	6	6	6	9	8	7	9	8	7	7	7	8	8	11	8	9	9	10	13	10	10	10	12	11	14	16	0	1	5	2	7	5	1	5	2	8	5	21	6	10	18	10	11	11	0	8	6	13	10	17	19	19	20	21	20	23	26	13	23	21	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	3	1	1	1	1	2	2	3
33500	-146.319881590451189	-153.175369541410561	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.950430090637242	0	2	5	4	3	5	5	4	6	6	6	10	7	7	9	9	7	7	8	7	8	10	8	8	11	10	13	10	12	12	12	12	14	16	0	1	5	2	1	5	8	5	4	7	8	21	7	10	18	10	11	11	0	3	6	13	10	17	19	19	30	21	22	23	26	28	30	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	2
34000	-151.364585215571225	-158.220073166530597	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.736154790528324	0	1	4	3	2	5	4	5	5	6	6	9	7	7	8	8	7	7	8	7	9	9	9	9	11	9	11	11	10	11	11	10	15	16	0	1	5	1	1	3	5	3	4	7	8	20	6	10	18	10	11	11	0	5	20	20	16	17	19	19	16	32	22	23	26	21	30	32	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	2	3
34500	-146.925871815867367	-153.781359766826739	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.730531596552540	0	2	6	4	2	5	4	4	6	5	6	9	7	7	9	7	8	8	8	8	8	10	8	9	10	10	13	11	11	12	12	12	14	15	0	1	8	2	1	8	5	5	2	7	8	6	6	10	18	10	11	11	0	3	6	13	16	17	19	19	12	12	22	23	26	21	30	32	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	2
35000	-161.525924789642517	-168.381412740601888	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.761988748941716	-1	2	5	4	3	6	5	4	7	6	5	8	8	7	9	9	7	7	8	9	9	10	8	10	10	9	14	11	11	12	11	10	14	15	0	1	5	2	2	8	5	5	4	7	5	6	6	10	18	10	5	11	0	8	6	13	10	17	19	19	30	12	22	23	26	21	30	21	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	1	2	1	2	2	1	2	2
35500	-170.601872934223479	-177.457360885182851	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697942411853888	0	3	5	4	2	4	5	4	7	7	5	8	7	8	8	8	7	7	7	8	10	10	9	9	10	9	12	11	12	11	12	10	13	16	0	1	5	2	1	5	5	5	4	7	5	3	11	10	18	7	3	11	0	5	13	3	3	17	19	19	16	32	22	23	26	12	23	28	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	2	1	2	1	2	2	2	2	1	1	1	2	1	1	2	1	1	2	2
36000	-148.419389761226768	-155.274877712186139	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.731353637889720	1	3	6	5	3	4	4	4	6	6	6	9	7	7	8	8	7	7	9	9	9	10	9	9	11	10	13	11	12	11	11	12	14	16	0	1	8	2	1	5	5	5	2	7	6	13	6	10	18	10	11	11	0	13	6	13	10	17	19	19	16	21	22	23	26	28	23	32	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	2
36500	-139.054988146955338	-145.910476097914710	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.819242107963474	0	2	5	4	3	5	5	5	6	6	5	9	7	8	9	9	7	8	8	8	10	10	9	9	11	10	13	12	11	11	11	11	14	15	0	1	5	2	1	5	5	5	2	7	5	20	6	10	18	10	11	3	0	8	12	13	10	17	26	19	30	32	22	23	26	21	30	28	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
37000	-170.858457609551948	-177.713945560511320	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.753208070097949	-1	2	5	4	3	6	4	5	5	6	6	8	7	8	8	8	7	7	7	9	9	10	9	9	12	9	13	12	12	9	12	11	13	16	0	1	5	5	1	8	5	5	1	7	8	6	6	10	18	10	11	5	0	11	12	13	7	17	26	19	16	32	22	16	26	21	23	28	1	1	1	1	2	1	1	1	4	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	2	2	2	1	1	1	2	1	2	2
37500	-153.493051538804281	-160.348539489763652	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.822378022004211	0	2	5	4	2	5	4	4	7	7	4	10	7	8	8	8	5	7	8	7	9	9	9	9	10	9	13	11	10	11	11	12	15	15	0	1	5	2	1	5	5	5	3	7	5	21	6	10	18	10	11	3	0	6	6	13	16	17	19	19	30	21	22	23	26	28	23	21	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	3	3
38000	-181.397008668752449	-188.252496619711820	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686848333644672	-1	1	5	4	3	5	4	4	7	6	6	8	7	8	9	9	7	7	7	8	9	10	9	9	9	9	14	11	8	11	10	11	15	15	0	1	5	2	1	8	5	5	4	5	8	6	6	10	18	10	6	5	0	3	12	13	8	17	19	19	16	21	6	20	26	21	30	21	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	2	2	2	1	2	2	3
38500	-169.291898091403567	-176.147386042362939	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.805565844758691	0	2	5	4	2	5	4	3	6	6	4	9	7	8	9	8	7	7	8	8	9	9	9	9	10	10	14	12	12	11	11	11	15	14	0	1	5	2	1	8	5	5	2	4	5	6	3	10	18	10	3	3	0	6	6	13	20	17	19	19	16	12	22	23	26	12	30	32	1	1	2	2	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1
39000	-159.939807320565251	-166.795295271524623	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654139635424148	0	2	6	3	3	5	5	4	6	5	5	8	7	7	8	7	7	6	8	8	10	10	9	10	10	9	12	10	12	11	11	12	15	16	0	1	8	2	1	5	5	5	4	8	8	6	6	10	18	10	11	5	0	3	12	12	16	17	19	19	16	12	22	16	26	28	27	32	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	3	1	2	2	1	1	2	2
39500	-161.143434225507519	-167.998922176466891	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.762203464344332	0	2	4	4	4	5	4	3	6	5	5	8	7	8	9	8	7	7	8	8	9	8	9	9	10	9	14	11	11	10	11	10	13	16	0	1	8	2	8	8	8	1	4	7	3	6	5	10	18	10	8	11	0	3	12	6	16	20	19	19	16	32	22	23	26	12	30	28	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	2
40000	-157.253197362937982	-164.108685313897354	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.803835645181857	1	3	6	5	4	6	4	3	6	6	5	9	6	7	7	7	7	8	6	8	8	10	8	10	9	9	13	11	12	11	11	11	14	16	0	1	5	2	8	5	8	1	2	7	8	21	5	6	11	10	6	15	0	3	6	6	10	17	19	19	10	21	22	23	26	12	30	28	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	1	1	2	1	1	1	2
40500	-168.475611390889043	-175.331099341848414	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642696943088955	0	2	6	5	2	5	4	4	6	6	4	9	7	8	7	9	7	9	8	8	7	10	9	9	11	9	13	12	12	11	10	10	15	16	0	1	8	2	1	11	5	5	2	7	5	13	6	10	8	10	11	15	0	3	6	6	10	17	19	19	16	32	22	23	26	21	23	12	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	1	1	1	3	2	2	2	1	2	1	1	1	1	1	3	2
41000	-163.776990330857444	-170.632478281816816	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.689146092199799	0	2	6	4	2	5	4	4	6	6	5	10	7	8	7	8	7	9	8	9	9	9	8	9	12	9	13	12	10	11	11	11	15	15	0	1	8	2	1	5	5	5	2	7	8	6	11	10	11	10	11	15	0	3	6	6	10	17	19	19	21	32	21	23	26	21	27	32	1	1	1	2	1	1	1	1	2	1	1	3	1	1	1	2	1	2	1	1	2	2	1	1	2	1	3	1	1	2	1	1	1	2
41500	-162.417041027723826	-169.272528978683198	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703007391679562	0	2	5	5	2	6	3	4	5	6	5	10	7	8	7	9	7	8	7	8	9	11	8	9	10	9	13	10	11	11	12	11	13	15	0	1	8	2	1	11	5	5	2	7	8	21	5	10	5	10	11	15	0	3	3	21	10	17	19	19	16	20	13	23	26	21	30	32	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	2	2	2	1	1	2
42000	-158.333432473649310	-165.188920424608682	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.774167018084237	0	2	5	4	3	5	5	4	6	6	6	9	7	8	7	8	7	8	8	7	8	8	9	10	12	10	13	11	12	10	11	12	14	16	0	1	5	2	1	5	8	5	2	7	3	21	6	10	11	10	11	15	0	3	6	13	10	17	19	19	23	12	21	23	26	28	30	29	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	1	1	1	2	2
42500	-159.019279896039023	-165.874767846998395	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.735837772096777	1	2	5	4	3	6	4	5	6	5	4	9	7	7	7	9	6	8	7	8	8	9	9	10	11	9	14	11	11	11	11	12	15	15	0	1	5	2	1	8	5	5	4	7	5	6	6	10	11	10	11	15	0	6	6	13	10	17	19	19	10	21	22	23	26	21	30	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	1	3	2	1	1	1	2	2	2
43000	-152.491037169764269	-159.346525120723641	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.916680720841652	1	3	6	4	3	5	4	4	5	6	5	9	7	8	7	8	8	9	8	6	10	9	8	7	11	9	13	11	11	11	11	12	14	16	0	1	1	2	1	8	5	5	4	7	5	6	6	10	11	10	11	15	0	8	3	13	10	8	19	19	30	12	22	23	26	28	30	28	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2
43500	-156.117359170112508	-162.972847121071879	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.854896140895974	0	3	5	5	2	5	4	3	7	6	6	9	6	7	7	8	7	8	8	8	9	10	8	9	11	10	12	11	12	10	12	10	13	14	0	1	8	2	1	8	8	5	4	7	3	9	6	10	11	10	11	15	0	13	6	20	10	17	19	19	16	13	22	23	26	12	23	32	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2	2
44000	-169.920760224576441	-176.776248175535812	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.736381401891781	-1	2	5	4	2	6	5	4	6	6	4	8	7	8	7	9	7	9	8	7	10	9	9	9	12	10	11	10	11	11	12	12	14	15	0	1	5	2	1	8	5	5	2	7	5	6	7	10	11	10	11	3	0	8	12	13	10	17	19	19	16	12	22	23	26	12	30	21	1	1	2	1	1	1	2	1	2	1	1	1	1	2	2	1	1	2	1	2	1	1	2	1	2	2	1	1	1	1	1	3	1	2
44500	-169.612223797203001	-176.467711748162372	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.758684696763126	1	3	4	5	2	6	4	4	7	6	5	10	7	7	6	9	8	7	7	8	9	8	8	10	10	9	13	10	12	11	11	12	13	15	0	1	5	2	1	5	5	5	2	7	8	21	6	10	5	10	11	15	0	8	6	13	10	11	19	19	10	21	22	23	26	28	30	32	1	1	1	2	1	2	1	1	2	2	1	1	1	1	2	2	1	1	1	2	1	1	1	2	2	1	2	1	2	2	1	1	1	2
45000	-190.005467872420780	-196.860955823380152	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.463846285884351	0	2	4	4	2	4	5	3	6	6	5	7	6	8	7	9	7	8	7	7	9	8	9	10	12	9	12	11	11	11	12	10	14	17	0	1	5	2	1	5	8	5	2	3	8	13	5	10	11	10	11	15	0	8	12	13	6	17	19	19	30	12	22	23	26	12	27	12	1	1	1	1	1	1	1	1	3	1	1	1	2	2	1	2	1	1	1	1	1	1	2	2	2	1	1	2	1	2	2	2	1	5
45500	-157.649590413849808	-164.505078364809179	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668279303239350	0	2	5	5	3	5	5	4	7	6	5	9	7	8	9	9	7	6	8	8	9	9	8	9	10	9	11	10	11	11	11	11	14	16	0	1	5	2	1	8	5	5	4	7	5	3	7	10	18	10	11	11	0	6	6	13	10	17	19	19	10	3	22	23	26	12	30	32	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	2
46000	-165.489620438028481	-172.345108388987853	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.682733676096729	0	2	5	5	2	6	4	4	6	5	5	8	7	8	9	7	7	8	7	8	9	10	9	9	11	9	14	10	11	12	12	9	15	14	0	1	5	2	1	8	5	5	2	7	5	6	6	10	18	10	11	3	0	11	12	13	10	17	19	19	30	20	22	23	26	3	23	28	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	3	1	1	1	1	2	1	2	2	2
46500	-166.507610053978169	-173.363098004937541	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.749248987089330	0	2	6	4	2	5	5	4	6	6	6	8	8	7	9	8	6	8	8	7	10	10	8	8	11	9	12	11	12	11	11	12	13	16	0	1	5	2	1	5	5	5	4	8	8	3	5	3	18	10	8	3	0	8	12	13	3	17	19	19	16	12	22	23	26	20	30	32	1	1	2	1	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	3	1	2
47000	-169.989742526624667	-176.845230477584039	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.717782023701089	0	2	6	4	2	5	4	4	5	6	5	9	7	7	7	7	6	9	7	8	10	9	8	8	11	10	13	12	11	12	11	8	14	14	0	1	8	2	1	8	5	5	2	7	5	20	6	10	11	10	11	15	0	8	32	6	10	11	19	19	10	12	12	23	19	8	30	21	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	3	1	1	2	2	3	1	1	2	2	3	1	2
47500	-152.666332585327524	-159.521820536286896	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.726333004995607	0	2	2	5	4	6	5	4	5	6	5	8	8	8	7	9	7	8	8	7	9	10	8	10	12	10	10	11	11	12	11	11	14	16	0	1	1	2	3	5	5	3	2	7	8	6	6	10	11	10	11	15	0	7	12	13	10	17	19	19	10	12	22	23	19	21	30	28	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	2	2	1	1	2
48000	-176.346137209069155	-183.201625160028527	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.689249803336484	0	2	6	5	2	5	4	5	7	5	4	8	7	7	9	8	7	9	8	8	9	10	7	9	10	9	14	11	11	11	11	12	15	16	0	1	11	1	1	5	5	2	2	7	5	13	8	10	6	10	8	8	0	3	12	13	10	8	19	19	10	8	13	23	26	12	30	32	1	1	1	2	1	2	1	2	2	1	1	1	1	1	3	2	1	2	1	1	1	2	1	2	1	1	4	3	2	2	1	2	2	2
