step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57
26500	-315.351772298599769	-313.941079384290731	-1.410692914309011	0.000082526514294	0.000031686332024	0.383953354806897	0.702603717262465	-1	2	3	5	2	5	5	6	5	5	6	6	4	7	7	7	7	10	12	8	9	9	8	9	9	9	9	11	9	10	12	10	11	13	14	14	14	13	14	14	15	16	16	18	17	19	18	19	20	19	22	21	23	21	24	23	25	0	1	5	2	1	13	2	5	13	3	5	9	5	9	7	6	8	16	3	13	14	14	15	3	20	14	8	22	4	22	25	21	21	28	32	24	32	27	32	29	38	41	40	42	40	41	45	44	46	45	48	49	50	50	51	52	51	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	4	2	1	1	1	2	1	2	1	1	2	1	2	1	1	1	1	3	2	3	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2
27000	-322.590970450114753	-321.207839896172970	-1.383130553941810	0.000086503471598	0.000037852979890	0.437589141690731	0.566566625382814	0	3	2	5	3	5	5	6	5	7	5	6	4	8	6	8	6	7	11	8	8	8	8	9	9	10	9	10	10	10	12	12	11	13	15	14	15	12	13	15	16	16	16	17	17	19	18	19	20	19	20	21	22	21	23	23	25	0	1	1	2	3	13	1	3	13	8	13	9	3	15	2	8	7	3	10	9	13	12	15	11	20	21	9	4	24	21	25	33	27	18	21	24	33	33	22	36	38	38	40	41	43	41	45	44	41	47	48	46	50	50	48	52	51	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	2	1	2	2	2	3	1	1	3	1	1	2	2	1	1	2	1	1	3	3	2	3	1	2	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2
27500	-362.800235904469957	-361.401816413272002	-1.398419491197974	0.000086922455035	0.000035155851562	0.404450743460960	0.597847783941103	0	1	2	2	4	3	6	7	4	7	6	6	6	8	7	4	6	10	11	8	5	9	9	8	7	9	10	9	10	9	11	11	11	13	14	13	14	14	14	13	15	16	15	17	17	18	18	19	20	20	22	21	22	22	24	23	25	0	1	2	2	3	3	4	2	6	16	3	16	9	21	4	3	5	9	8	15	6	21	7	16	6	8	22	20	11	8	25	11	28	8	14	19	27	32	32	24	33	38	40	42	40	38	45	38	46	40	48	49	50	47	51	49	55	1	1	1	1	1	1	2	3	1	1	3	1	1	1	2	1	1	3	2	1	1	2	1	2	1	1	1	1	2	1	2	2	1	2	3	1	2	1	2	3	3	1	1	1	2	2	1	4	1	5	1	1	1	2	2	3	1
28000	-340.230658396166973	-338.869820744883498	-1.360837651283465	0.000086990389637	0.000049772793354	0.572164276552058	0.679876644216280	0	2	2	5	1	3	6	6	4	7	5	7	6	7	8	7	7	10	10	7	8	9	9	8	9	10	10	10	10	10	11	12	9	13	12	13	13	14	15	14	17	16	16	16	17	19	18	20	19	19	22	23	23	22	23	24	24	0	1	5	2	1	3	4	4	6	2	3	13	9	13	4	11	4	12	8	13	14	14	12	17	16	22	21	17	6	12	25	27	14	29	27	16	33	30	32	24	39	38	29	38	43	44	45	44	41	45	48	49	50	50	51	46	51	1	1	1	1	1	1	1	1	1	3	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	4	2	1	1	2	1	2	3	2	2	2	3	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	2	1
28500	-283.369840125863391	-281.971295018698981	-1.398545107164405	0.000073066607688	0.000029534938746	0.404219378455308	0.761928256472138	1	3	2	5	4	4	5	6	3	6	6	5	6	7	7	7	6	10	11	8	8	9	9	9	8	8	8	10	10	10	10	12	11	12	15	13	13	13	14	14	17	15	16	18	17	18	19	19	20	19	21	22	22	23	23	21	25	0	1	1	2	3	9	2	5	3	3	3	6	12	12	2	10	12	15	20	12	14	14	15	11	15	14	14	20	24	13	25	33	27	28	33	18	32	27	32	36	42	38	40	42	43	41	45	44	46	45	48	46	50	53	51	49	51	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	3	2	1	1	1	2
29000	-322.993638166237417	-321.606477761007739	-1.387160405229685	0.000093715375869	0.000040081878938	0.427698001166734	0.755010512217903	1	3	2	5	4	4	6	6	3	6	6	6	5	7	6	5	7	9	10	7	8	10	8	9	10	10	10	10	10	9	12	11	9	13	15	13	12	13	14	14	15	16	15	17	16	18	17	17	20	19	20	20	21	22	24	24	26	0	1	1	1	3	9	1	3	3	16	5	9	6	12	2	3	13	12	10	9	14	24	10	4	20	8	33	6	24	20	25	33	14	20	33	24	27	37	37	36	38	38	36	41	43	42	36	35	46	45	48	46	50	47	51	52	51	1	1	1	2	1	1	2	2	1	1	1	2	1	1	2	1	1	1	2	2	1	1	1	1	2	2	1	2	1	1	1	1	1	2	3	2	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	2	2	2	3
29500	-288.161120209363276	-286.759288792530924	-1.401831416832332	0.000082770214655	0.000032970910024	0.398342690808213	0.879437746659610	1	3	2	6	4	5	5	5	4	7	6	6	6	8	6	8	7	10	11	6	9	10	8	9	9	10	9	11	11	9	11	11	11	13	13	12	14	13	14	14	16	16	15	18	17	18	19	18	19	19	21	21	22	21	23	24	25	0	1	1	5	3	9	2	5	3	8	5	6	6	12	2	3	12	23	18	9	14	16	15	16	16	16	6	20	24	14	25	27	22	19	33	18	32	32	33	36	38	38	40	41	43	41	43	41	46	45	48	49	47	47	51	52	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
30000	-290.231638433091291	-288.866068372350071	-1.365570060741208	0.000085547542470	0.000043159029057	0.504503435293776	0.713530387529254	0	2	2	4	4	5	5	6	3	6	6	7	5	7	8	7	5	10	11	8	8	10	8	10	9	9	9	10	10	10	11	11	11	13	14	13	13	13	15	14	16	16	16	17	17	18	19	18	21	19	21	23	22	22	24	21	25	0	1	1	2	3	3	2	3	3	5	5	9	9	13	17	5	5	23	20	12	14	14	4	11	8	21	14	20	8	27	25	27	27	18	33	24	27	32	37	36	38	38	36	41	43	38	45	44	41	45	48	56	50	50	51	46	51	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	2
30500	-299.186100534286993	-297.746204680582878	-1.439895853704127	0.000086347607567	0.000029928626475	0.346606319718933	0.754256334298558	0	2	2	5	4	5	6	6	4	7	6	7	5	7	5	6	5	8	11	8	9	10	8	10	8	9	8	10	10	9	11	12	10	13	15	13	14	13	14	15	16	14	16	17	17	17	19	19	19	20	20	23	23	22	24	21	25	0	1	1	5	3	9	4	5	3	8	15	9	9	6	2	5	9	5	23	13	14	14	10	8	8	8	8	20	18	27	25	33	27	20	33	18	33	27	33	36	38	38	36	42	43	41	45	44	46	45	48	56	50	50	51	46	55	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1
31000	-310.676708386082794	-309.176245329708081	-1.500463056374711	0.000095609783762	0.000028140495219	0.294326522995475	0.716138638220677	0	3	2	5	4	5	5	7	3	7	6	6	7	7	6	8	7	10	11	8	9	9	8	10	9	8	9	10	9	9	12	11	11	12	14	13	15	13	15	14	16	14	15	17	16	19	19	20	20	19	22	22	22	21	22	24	26	0	1	1	1	3	9	3	5	3	15	5	9	6	6	2	10	6	20	10	13	14	14	15	16	13	14	14	20	8	8	25	27	27	20	33	29	33	27	35	36	38	38	36	38	43	41	45	44	46	43	48	41	47	47	48	52	48	1	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	2	2	1	1	2	1	2	2	1	1	2	1	1	2	2	2	1	1	1	2	2
31500	-309.933523411745000	-308.512413792775362	-1.421109618969613	0.000087125899355	0.000032163786569	0.369164471265085	0.743189730820090	0	2	3	4	2	4	6	6	5	7	7	7	7	7	7	7	5	10	11	7	9	8	8	8	9	9	8	11	10	10	12	11	11	13	12	12	14	13	14	14	16	15	16	16	18	18	19	18	19	19	22	21	22	22	24	24	25	0	1	5	2	1	5	4	5	6	9	4	6	9	4	8	8	6	8	10	5	22	13	15	11	10	22	14	18	24	27	25	27	27	13	9	11	32	32	32	36	38	38	40	42	43	38	45	44	41	45	48	49	50	47	51	52	55	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	2	3	1	1	1	1	1	1	1	1	2	1	1	2	2	3	3	2	2	1	2	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	2	1
32000	-335.289777932283585	-333.885940715564061	-1.403837216719527	0.000072612006403	0.000028675309404	0.394911404107862	0.676374401398206	1	3	3	6	2	5	4	4	4	6	6	7	6	8	5	5	7	9	12	8	7	9	8	7	8	10	8	10	10	10	11	12	11	13	12	12	14	14	14	14	16	16	16	17	16	18	18	20	20	20	22	23	22	22	23	23	25	0	1	5	1	1	9	1	3	5	8	8	6	6	21	1	8	6	24	18	13	6	14	15	11	13	18	21	20	14	18	25	27	27	28	27	18	27	27	32	23	38	38	36	42	40	41	45	44	46	47	48	46	47	50	51	49	55	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	2	3	4	1	2	1	1	2	1	1	1	2	2	1	1	1	3	2	1	1	2	1
32500	-307.006587594575194	-305.645552935311741	-1.361034659263460	0.000087161547927	0.000050928550326	0.584300663969797	0.667778207902468	0	3	1	5	3	4	2	5	3	7	6	5	7	7	6	8	6	10	11	9	8	10	8	9	9	10	8	9	11	10	11	11	11	13	15	11	13	13	14	15	16	15	17	17	17	18	19	19	20	19	21	22	22	23	23	24	25	0	1	1	6	3	9	1	2	3	4	2	6	12	6	2	8	6	24	10	4	14	28	2	16	6	21	14	11	24	27	25	27	27	22	37	24	22	32	33	24	38	38	40	42	40	41	45	41	46	40	48	49	50	47	51	52	51	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2	1	1	3	2	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	2
33000	-294.026882815489614	-292.544477831460313	-1.482404984029298	0.000103043358813	0.000031698747036	0.307625327828655	0.831281848971247	1	3	2	5	3	4	6	5	5	3	7	6	6	6	6	7	7	9	11	8	8	8	8	8	9	10	10	10	10	9	11	11	12	12	13	14	14	12	14	15	16	15	16	17	17	18	19	19	20	19	21	22	23	22	22	23	25	0	1	1	2	3	3	2	3	6	3	8	6	6	9	4	5	9	15	8	12	14	14	15	11	8	21	21	20	24	14	25	27	27	28	33	24	33	27	33	36	38	38	36	41	36	41	45	38	46	45	48	49	47	50	51	52	55	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	2	1	1	2	2	1	3	1	1	2	1	2	1	1	1	1
33500	-289.311386999273054	-287.913036743122859	-1.398350256150187	0.000081201602218	0.000032852421253	0.404578485596203	0.750925958321628	0	2	3	4	3	5	5	5	5	6	6	7	6	7	6	4	7	10	11	8	8	10	8	9	10	10	9	10	11	10	12	12	11	13	13	13	14	14	14	15	17	16	15	16	17	19	18	19	21	18	21	22	21	22	24	21	25	0	1	2	2	1	16	2	3	3	3	5	9	9	9	5	3	5	16	18	13	14	21	15	11	20	21	21	20	24	27	25	33	27	13	27	24	33	33	32	36	38	38	36	38	43	41	45	41	46	45	48	46	50	50	51	46	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2
34000	-289.906854251171410	-288.518037482773479	-1.388816768397951	0.000083507946287	0.000035400244163	0.423914678031115	0.788129481855603	1	2	2	5	4	5	5	5	4	7	6	5	7	7	7	7	6	10	11	8	8	9	9	9	9	8	10	10	9	10	11	12	11	14	12	12	15	13	13	14	17	15	16	16	17	18	18	19	20	19	21	21	22	21	24	22	24	0	1	1	2	3	9	1	3	3	6	5	9	12	6	4	8	6	6	10	13	14	14	4	11	8	14	23	13	11	21	25	27	14	28	27	18	35	33	32	36	38	38	40	38	43	41	45	42	46	45	48	49	50	50	48	52	51	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	1	1	3	2	2	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	1	1	3	1	2
34500	-314.475760511015608	-312.873348161436923	-1.602412349578696	0.000101481356530	0.000024252100472	0.238980846350311	0.716690862448026	0	2	2	5	3	5	5	5	4	6	4	7	6	7	7	7	7	10	10	6	9	9	8	8	8	8	9	11	10	9	12	12	10	13	14	13	13	13	14	14	16	15	15	17	17	18	19	19	20	20	20	23	22	22	24	24	25	0	1	1	2	3	9	2	5	5	4	3	13	9	6	8	10	4	8	4	9	14	14	15	11	4	14	14	20	24	14	25	27	12	28	27	8	30	27	27	36	38	38	40	41	43	42	45	44	46	45	48	49	50	50	51	52	55	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	2	2	1	1	2	1	1	2	1	1	1	2	3	2	3	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1
35000	-279.291913063844845	-277.918962898363986	-1.372950165480848	0.000081575540691	0.000038260953067	0.469024817281340	0.782610148525636	1	3	3	5	4	4	5	6	5	6	7	6	6	6	7	7	7	10	11	8	8	8	8	10	9	9	9	8	11	7	11	11	12	13	15	14	14	14	14	15	15	16	16	18	17	17	18	19	20	19	21	22	22	21	24	23	25	0	1	1	1	3	3	2	5	6	5	5	6	9	6	2	5	6	5	10	6	14	14	11	16	11	22	22	13	18	14	25	27	27	19	32	24	32	33	33	36	38	38	40	42	43	41	45	44	46	45	48	49	50	50	51	52	51	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2
35500	-287.447395647973508	-286.084857197850113	-1.362538450123375	0.000066313229201	0.000040646496505	0.612947024221825	0.767124263508670	0	2	3	5	2	5	6	7	4	6	5	5	7	7	7	8	6	11	11	8	8	9	9	9	9	9	8	10	9	10	12	11	10	13	12	13	15	13	14	14	16	15	16	18	17	18	18	19	20	19	21	22	22	22	24	24	24	0	1	5	2	1	9	1	3	5	3	5	9	6	12	11	8	6	8	8	12	14	14	15	11	14	14	14	13	11	27	25	27	27	18	33	24	20	32	32	36	38	38	40	42	43	38	45	44	46	45	48	49	50	50	51	52	51	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	2	2	1	1	1	2	1	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2
36000	-282.470687620582908	-281.097499301222342	-1.373188319360558	0.000065040788524	0.000045106081957	0.693504537393492	0.803221199391268	0	2	3	5	2	3	5	5	4	7	7	7	7	8	6	6	7	10	12	8	6	9	8	9	8	9	10	11	10	10	11	11	12	13	14	12	14	14	14	14	16	16	16	16	17	18	18	19	20	20	21	23	22	22	24	22	25	0	1	5	2	1	5	2	3	6	16	8	6	9	21	4	3	9	20	10	12	6	21	15	11	13	14	21	22	11	21	25	27	27	20	32	29	32	32	33	36	38	38	40	38	43	38	45	44	46	47	48	56	50	50	51	49	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2
36500	-323.952181978614590	-322.585993709730531	-1.366188268884079	0.000087599527545	0.000056806532139	0.648479891749966	0.761102275278919	0	3	3	5	2	5	6	7	4	6	7	6	7	7	8	7	5	9	11	7	8	9	7	9	9	10	9	10	8	10	11	11	11	14	13	10	14	13	15	14	16	16	15	17	17	17	18	19	19	19	21	22	22	21	24	22	25	0	1	5	3	1	9	2	12	5	5	5	9	9	12	23	6	9	8	8	6	14	14	4	8	20	21	13	6	16	21	25	27	27	11	33	11	27	30	27	36	38	38	40	34	43	38	45	44	46	47	48	44	50	50	51	46	51	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	2	1	1	1	4	2	1	3	1	2	1	2	2	1	2	2	2	1	1	1	1	1	3	1	1	2	2	2
37000	-302.871088827422113	-301.508631915878482	-1.362456911543609	0.000064812455525	0.000034389133524	0.530594516831548	0.766376654729891	0	2	1	4	4	5	6	6	3	6	6	5	6	7	6	5	7	10	10	8	8	9	8	8	8	9	9	10	10	9	11	12	11	13	15	12	13	14	15	14	16	15	15	16	17	18	18	18	20	19	20	22	21	22	24	24	26	0	1	1	1	3	9	4	5	3	4	5	9	9	16	2	3	13	8	10	13	6	14	15	17	13	14	14	20	11	21	25	30	27	20	27	24	27	32	32	36	38	38	40	42	43	41	45	41	46	45	48	49	50	50	51	52	55	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1
37500	-306.374682098818994	-304.975447474510929	-1.399234624308090	0.000097672360380	0.000039357911091	0.402958533380093	0.723295880184541	0	3	2	4	4	4	6	7	4	5	6	5	6	7	7	6	5	9	9	8	8	9	9	9	9	7	8	10	10	10	12	11	12	12	14	13	15	12	13	14	16	15	16	18	17	18	19	19	20	18	21	22	22	23	23	22	26	0	1	1	2	3	3	4	5	1	3	5	6	6	6	4	5	9	16	5	13	9	26	15	11	14	6	26	20	11	14	25	21	27	28	33	24	35	27	32	29	38	38	36	38	43	38	45	44	46	45	48	46	50	50	51	49	51	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	2	1	1	2	1	1	2	1	2	2	2	2	1	2	2	1	2	1	1	1	1	1	2	2	2	2	1	2
38000	-278.458527162802795	-277.009157813711113	-1.449369349091671	0.000092125822005	0.000031020630009	0.336720252083269	0.866445515568898	0	2	2	5	3	3	4	7	4	6	7	7	6	6	6	5	5	10	11	8	8	8	7	9	9	10	9	11	11	10	12	11	12	14	15	12	14	14	14	13	17	15	16	17	17	17	19	19	20	18	21	22	22	22	23	23	25	0	1	1	2	3	3	2	16	6	4	16	6	9	9	4	5	6	8	10	13	14	14	15	11	20	22	22	20	24	27	25	27	27	33	38	29	32	32	32	36	38	38	36	42	43	37	45	44	46	45	48	49	50	50	51	52	55	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	1	1
38500	-293.150257389185526	-291.717031075484329	-1.433226313701203	0.000092510520768	0.000032759201794	0.354113256759336	0.753329767864676	0	3	1	5	3	4	5	5	5	7	6	6	7	6	6	7	6	11	10	8	8	9	8	9	10	10	8	10	11	10	12	11	12	13	13	12	14	13	13	13	16	15	16	17	17	17	19	19	20	19	21	21	21	23	23	24	25	0	1	1	2	3	3	3	5	6	15	9	6	9	9	4	8	9	8	10	9	14	21	15	12	20	22	12	3	11	27	25	27	27	20	27	24	33	33	32	29	38	38	36	38	43	38	45	44	46	45	48	49	50	50	51	52	51	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	4	3	1	1	2	2	2	2	2	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	1	2	2	1	2
39000	-294.883363378878130	-293.514083398512355	-1.369279980365794	0.000101672824576	0.000049243643299	0.484334368636106	0.832133953630221	0	3	2	4	3	5	5	6	4	6	5	6	7	8	6	7	6	10	10	7	6	8	8	9	8	10	9	9	8	10	12	10	11	13	13	13	14	13	14	15	16	14	17	17	17	18	19	19	20	20	21	22	22	22	23	23	24	0	1	1	2	3	9	2	3	3	3	5	9	9	21	4	11	9	16	10	11	6	21	15	29	20	14	21	13	5	14	25	27	27	28	27	19	38	14	33	24	38	38	36	42	40	44	45	44	46	47	48	49	50	50	51	52	51	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	2	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1
39500	-316.146205510456696	-314.735656601349433	-1.410548909107257	0.000078687842446	0.000030229700299	0.384172438322687	0.773811352023612	0	2	2	2	3	5	4	5	4	5	7	6	7	7	6	5	7	9	10	8	9	10	8	9	10	10	9	11	11	9	11	12	11	13	15	11	14	13	14	14	16	15	16	17	17	18	18	20	21	19	22	21	21	22	23	24	25	0	1	1	1	3	9	4	1	4	5	10	9	9	6	2	3	15	11	8	16	14	27	15	11	20	11	17	20	16	14	25	27	21	20	32	24	14	27	33	36	38	38	40	42	43	41	43	44	46	45	48	46	50	50	51	49	55	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	2	1	1	1	2	2	1	1	2	1	2	2	1	3	2	2	3	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1
40000	-325.571656660822100	-324.072688763917483	-1.498967896904604	0.000084250523153	0.000024885254475	0.295372106237193	0.626331835044395	0	2	2	5	3	5	4	6	4	6	6	6	7	6	7	7	7	10	10	9	8	8	8	10	10	9	8	11	9	8	11	11	11	11	15	13	15	13	14	14	15	16	15	17	18	18	16	19	21	20	21	23	22	23	24	23	24	0	1	1	1	3	9	2	5	5	5	1	9	12	4	4	5	12	4	8	12	14	14	15	4	4	14	14	20	16	14	25	27	27	16	33	24	38	14	33	36	20	41	36	38	47	38	43	44	46	47	48	46	50	50	51	46	51	1	1	1	3	1	1	1	2	1	2	3	1	1	1	1	2	1	3	3	2	1	1	1	2	2	2	1	1	1	1	1	2	1	3	2	2	1	3	2	1	3	1	1	2	1	3	1	1	2	2	1	3	1	1	2	2	2
40500	-297.646274253096237	-296.248469614988380	-1.397804638107832	0.000076782069970	0.000031142097724	0.405590754920240	0.722615987483403	0	2	2	4	4	4	5	6	3	4	6	6	7	6	7	8	6	11	12	8	8	10	9	9	10	9	10	10	9	9	11	12	11	13	14	13	14	14	14	14	16	15	15	18	18	17	17	19	21	19	22	21	22	21	24	22	26	0	1	1	2	3	9	2	5	3	3	5	9	6	9	7	8	6	16	18	12	14	21	15	11	20	14	21	20	13	14	25	14	27	16	27	24	33	32	33	24	38	38	40	42	47	41	43	44	46	47	48	46	45	50	51	46	51	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	3	1	2	2	2	2	1	1	3	1	1	1	2	1	1	1	1	2	1	2	2	1	1	2	2	2
41000	-333.848713448087040	-332.483102291756552	-1.365611156330461	0.000065516720829	0.000042182801416	0.643847873978878	0.598977607630772	0	1	2	5	4	5	5	7	4	7	5	6	6	7	5	7	7	10	12	7	6	9	9	8	9	10	8	11	9	10	11	11	11	12	14	13	13	13	14	14	16	15	15	18	16	19	18	19	21	19	20	23	22	23	24	22	25	0	1	1	1	3	9	1	12	3	11	5	9	9	21	2	11	9	20	18	6	6	21	15	11	17	22	21	8	11	27	25	21	27	23	33	24	33	33	32	36	32	38	40	38	43	38	45	38	41	45	48	56	50	50	51	46	55	1	1	1	2	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	2	1	2	2	1	1	2	1	3	1	1	3	1	4	1	3	4	2	1	1	1	2	2	1	1
41500	-343.308876489473050	-341.809929904288708	-1.498946585184362	0.000094008798455	0.000027768984232	0.295387077471815	0.711631379434258	-1	2	1	5	3	4	5	7	5	7	4	6	6	7	7	7	6	10	9	7	7	10	9	9	9	9	10	9	9	9	11	12	11	14	15	13	14	14	14	15	16	15	16	17	17	18	18	18	20	19	22	22	22	23	24	23	25	0	3	1	2	1	2	2	4	6	4	3	6	9	9	4	9	6	4	16	9	9	21	15	8	8	21	30	20	16	14	25	27	13	33	32	16	22	32	32	36	38	38	18	35	43	41	45	34	34	45	48	49	50	50	48	52	55	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1	1	1	1	1	1	2	1	1	2	1	2	3	1	1	1	2	2	3	1	1
