step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57
11000	-286.926319845484954	-285.339092966668375	-1.587226878816592	0.000082066742997	0.000020164272159	0.245705768529414	0.789615394213778	0	3	2	4	4	5	5	6	3	6	6	6	6	5	6	8	6	10	10	8	8	9	9	9	9	7	9	9	9	10	12	11	12	13	13	13	15	14	13	12	16	15	16	17	15	18	18	20	20	20	22	21	22	22	23	23	25	0	1	1	2	3	9	2	3	3	4	5	6	9	9	4	8	9	16	24	6	14	14	15	11	20	14	21	12	11	27	25	27	27	28	27	40	32	32	27	24	38	38	45	42	40	41	45	44	46	45	48	49	50	50	51	52	51	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	2	1	2	2	1	2	2	2	2	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2
11500	-299.947955111813599	-298.544648820148382	-1.403306291665209	0.000070672314050	0.000027972727227	0.395808848254260	0.677732434551395	1	3	2	5	4	5	6	7	4	6	7	6	6	7	7	5	6	10	11	9	9	9	9	9	9	10	9	11	11	10	11	10	11	12	12	14	14	13	13	13	15	16	14	18	17	19	17	20	20	20	21	22	21	22	24	23	26	0	1	1	2	3	9	2	4	3	16	5	9	1	9	4	5	6	11	10	6	14	14	15	11	13	21	14	11	11	14	25	27	32	20	32	40	35	33	33	29	38	41	40	41	40	41	43	44	46	47	48	49	50	50	51	46	55	1	1	1	1	1	1	2	1	1	1	2	1	4	2	1	1	1	1	3	2	1	1	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	1	1	2	2	1
12000	-321.527116632477316	-320.147563581023576	-1.379553051453725	0.000080362233560	0.000035951483720	0.447367900658361	0.699810907236836	0	2	2	4	4	5	4	6	3	7	5	5	7	7	6	7	7	10	11	8	9	10	8	9	9	9	9	10	11	9	11	11	11	13	15	13	14	14	13	14	15	16	16	18	17	18	19	19	19	20	22	22	22	22	23	22	25	0	1	1	1	3	9	2	4	3	5	4	9	4	12	2	11	9	16	10	6	14	27	15	8	20	14	7	20	24	14	25	27	30	28	33	18	33	13	33	36	38	41	40	42	40	38	45	44	41	45	48	46	47	50	51	46	51	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	2	2	2	3	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	2	2
12500	-304.470469791347909	-303.108549383365187	-1.361920407982731	0.000084935555624	0.000051301037998	0.603999557328824	0.881734827773654	0	2	2	5	3	5	6	5	4	7	6	6	6	6	6	7	6	11	10	9	8	8	8	9	8	9	9	11	10	9	11	11	11	14	14	13	15	13	13	14	16	15	16	17	17	18	16	19	20	20	22	21	23	22	23	23	24	0	1	1	2	3	9	4	5	3	8	8	6	9	9	2	4	9	23	10	13	14	6	15	11	12	14	14	22	22	9	25	27	27	28	33	18	33	33	33	24	38	38	40	42	36	41	36	44	46	47	48	49	54	50	48	52	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	2	2	2	1	1	1	2	1	2	1	1	2	2	1	1	2	2	1	1
13000	-301.649432515331682	-300.288409910046255	-1.361022605285410	0.000083514440549	0.000046438051619	0.556048167405015	0.791733005922481	1	3	2	4	4	4	4	6	5	7	6	6	6	6	6	7	7	9	10	7	9	10	9	8	10	10	8	9	10	9	11	10	11	11	15	13	12	13	14	14	16	15	16	17	17	18	19	18	20	19	20	21	23	22	23	23	26	0	1	1	1	3	3	2	5	6	8	5	9	6	6	9	3	6	8	10	6	12	21	10	16	28	14	14	20	24	27	25	27	27	20	26	29	27	37	33	36	38	38	40	42	43	38	45	38	46	45	48	49	50	50	51	52	55	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	2	2	2	1	1
13500	-317.654752615177756	-316.078430112165904	-1.576322503011829	0.000095500030583	0.000023951056442	0.250796322218858	0.666837065017018	1	2	2	4	4	4	5	7	5	6	6	5	6	7	7	6	6	9	10	8	9	8	8	9	8	9	9	10	11	10	12	11	11	12	12	13	14	14	15	15	15	14	17	17	17	17	17	19	18	19	21	22	21	23	24	23	25	0	1	1	1	3	3	1	16	6	3	5	6	9	12	7	5	9	23	10	9	14	9	15	11	4	13	14	20	24	22	25	27	27	22	27	24	27	35	32	36	42	35	40	41	40	37	36	44	46	45	48	46	50	53	51	46	51	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	2	1	1	1	1	2	1	2	2	2	2	2	2	2	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	2	3	2
14000	-296.269956246209745	-294.741537472805476	-1.528418773404271	0.000109565483513	0.000030275699431	0.276325156980491	0.800717600698069	0	2	2	6	3	4	6	6	5	6	6	6	6	7	7	5	7	11	12	8	8	9	8	8	9	8	9	10	10	10	11	11	11	13	13	13	14	13	14	14	16	15	16	18	17	19	19	20	20	19	22	22	22	22	24	23	24	0	1	1	6	3	3	2	5	6	16	9	6	6	12	10	5	12	20	20	12	14	14	7	11	10	14	14	20	24	27	25	27	27	20	32	24	35	33	33	28	38	38	36	41	43	41	45	44	41	43	48	49	50	47	48	49	51	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	3	1	1	1	2	2	1	2	1	1	2	1	1	2	1	2	1	1	2	2	2	1
14500	-311.257267337477856	-309.895827577733144	-1.361439759744716	0.000082111551381	0.000044790737218	0.545486432356988	0.663123909143893	1	2	2	5	3	4	5	7	3	5	7	7	6	8	8	6	5	9	10	9	9	10	9	9	9	10	9	11	10	9	11	12	12	13	14	13	14	14	14	12	16	15	15	18	17	18	18	19	20	19	21	20	23	21	23	23	25	0	1	1	2	3	9	2	5	3	5	7	4	6	13	2	3	9	8	3	12	14	14	15	12	12	14	14	20	24	12	25	27	27	18	33	24	27	32	32	19	38	38	40	42	43	38	45	41	38	36	48	46	50	50	51	52	55	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	2	2	1	1	2	1	1	1	1	2	1	2	2	3	1	1	2	1	1	2	1
15000	-315.173603480062411	-313.810569268498966	-1.363034211563445	0.000080574730501	0.000042255283106	0.524423511483656	0.754366203446759	0	2	2	5	3	4	3	6	5	5	6	6	7	8	8	7	7	11	11	9	6	8	7	9	9	9	8	10	11	9	12	11	9	12	14	13	15	13	13	14	17	14	15	16	17	17	16	19	20	19	21	21	22	22	23	24	25	0	1	1	7	3	3	1	4	6	5	6	6	9	21	23	8	6	14	24	12	6	12	4	11	10	14	21	13	24	27	25	27	21	28	33	32	39	33	33	18	35	38	40	42	47	38	43	46	46	47	48	49	50	50	51	52	55	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	3	1	1	2	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2
15500	-302.073944982192074	-300.712955163590379	-1.360989818601697	0.000080735619787	0.000044991702492	0.557272027028892	0.805986354235946	0	2	2	5	3	5	5	5	4	6	7	7	6	6	6	6	7	10	11	7	8	8	8	9	9	9	9	9	11	10	11	11	10	13	13	12	12	14	14	14	17	15	16	17	18	19	16	20	20	18	21	23	22	20	23	24	25	0	1	1	3	3	9	2	5	3	8	16	9	9	9	4	8	13	16	10	13	14	14	15	11	20	14	21	20	24	12	25	27	27	13	27	11	12	33	37	36	42	38	40	42	47	41	36	38	46	47	48	49	50	50	51	49	51	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	3	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	3	1	1	2	1
16000	-319.734810634389760	-318.063696214524612	-1.671114419865170	0.000115140531323	0.000024506890031	0.212843294617991	0.646478454405316	0	2	2	5	3	4	5	6	3	7	7	5	6	7	6	8	6	10	10	8	6	10	8	9	9	9	10	11	9	10	12	10	10	13	14	12	13	14	14	14	15	16	15	16	18	18	17	19	19	19	20	23	21	22	23	21	25	0	1	1	2	3	9	3	1	3	4	4	6	6	21	2	3	6	24	15	13	6	14	15	8	8	14	21	20	11	13	25	14	21	20	14	24	22	27	27	36	37	37	40	38	47	38	43	35	41	47	48	56	50	50	51	49	55	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	3	1	1	2	1	1	2	1	2	2	1	2	1	1	3	1	1	2	3	3	1	2	2	2	1	1	2	1	1	1	3	1	2	2	1	1	2	1	2	2	1	1
16500	-313.465045008584354	-311.968528444413437	-1.496516564170897	0.000116555011316	0.000034629287675	0.297106810628754	0.712917612636526	0	2	3	6	3	4	5	6	5	5	7	7	6	7	7	7	7	9	11	8	9	10	8	8	9	9	9	10	8	8	11	11	12	12	13	13	14	14	14	14	15	16	16	17	18	18	18	19	20	20	20	22	22	21	24	22	25	0	1	1	10	1	2	1	9	6	3	8	6	6	13	2	8	9	16	22	13	14	14	4	5	9	14	14	20	15	14	25	27	14	28	32	29	18	33	18	24	38	38	36	41	43	38	40	44	46	45	48	49	50	50	51	46	51	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	3	1	1	2	3	1	2	3	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	2	2
17000	-309.156616789567806	-307.685408217289307	-1.471208572278518	0.000092234261913	0.000029210470087	0.316698691796572	0.678484986512819	1	2	2	4	3	4	5	7	5	5	6	7	6	7	4	7	6	10	12	7	8	9	8	8	9	10	10	9	9	10	11	12	11	12	14	12	15	13	15	15	16	15	16	17	17	19	19	20	20	19	21	22	22	22	22	21	25	0	1	1	1	3	5	1	5	6	5	7	9	9	6	3	9	6	16	4	9	14	21	4	11	20	22	22	5	24	28	25	33	27	18	33	24	18	28	35	36	38	38	40	42	43	38	45	44	46	45	48	49	50	50	51	49	55	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	4	1	1	1	1	2	1	1	1	4	1	1	1	1	1	1	2	2	3	2	1	2	2	1	1	2	1	3	2	2	1	1	1	2	1	2	1	1	1
17500	-311.490323157129637	-310.022927739371937	-1.467395417757708	0.000074904460129	0.000023966161295	0.319956398507622	0.704788375809749	0	2	3	3	2	4	5	6	5	6	6	7	6	7	7	6	6	10	11	9	7	10	9	9	10	10	9	10	10	10	11	11	11	14	14	13	13	13	12	15	15	15	17	17	16	18	18	19	20	19	21	22	22	22	24	22	25	0	1	5	1	1	5	2	3	6	3	3	9	6	2	8	5	6	23	8	12	6	6	15	16	14	14	16	20	11	14	25	27	28	28	32	24	32	33	27	36	38	38	40	42	40	41	45	44	46	45	48	49	50	50	51	46	55	1	1	1	1	1	1	2	2	1	2	2	1	1	4	1	2	1	1	3	1	2	3	1	1	1	2	1	1	1	2	1	1	1	2	2	3	2	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	3	1
18000	-315.542686801384093	-314.178736694703275	-1.363950106680827	0.000081845642878	0.000042250842037	0.516225916875259	0.581605531409492	0	3	3	5	1	3	4	7	4	6	7	5	7	7	5	5	7	10	11	8	6	10	9	9	10	8	9	10	11	10	12	12	12	14	14	13	15	13	14	15	16	15	16	17	17	18	18	19	21	20	21	23	21	23	24	24	26	0	5	5	6	1	5	2	3	6	2	16	9	21	21	2	3	9	8	8	8	6	21	15	11	20	21	21	20	24	27	25	27	27	18	21	24	33	33	32	36	38	38	40	42	43	41	45	44	46	47	48	46	50	50	51	49	55	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	1	1	1	2	1	1	2	2	2	4	2	1	1	2	2	1	1	1	1	1	1	1	1	3	1	1	2	1	2	2	1	1
18500	-311.298210571407708	-309.919585643868686	-1.378624927539026	0.000088209281171	0.000039702337996	0.450092523921626	0.769327349858426	-1	2	3	6	4	5	5	6	4	6	6	7	7	7	6	7	6	10	9	8	9	10	8	8	10	8	9	10	11	9	12	12	11	11	13	12	15	14	14	14	17	15	16	15	17	17	19	18	20	19	21	19	21	21	24	23	25	0	1	1	1	3	9	3	5	3	5	2	9	6	6	3	5	6	10	10	13	14	6	15	8	20	4	14	20	24	4	25	27	27	18	27	24	32	33	32	36	37	38	40	38	40	38	43	44	46	43	48	46	45	50	51	52	51	1	2	2	4	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	2	2	2
19000	-290.467682276190715	-289.020705470497717	-1.446976805692993	0.000097597548704	0.000033099074945	0.339138383951150	0.752334753399460	0	2	2	5	3	5	6	5	4	7	6	7	6	6	7	7	6	11	11	8	8	9	8	9	9	8	9	11	11	10	11	12	11	13	14	13	15	13	13	15	16	15	15	17	17	18	18	19	20	19	21	23	19	22	24	24	24	0	1	1	2	3	9	4	5	5	8	8	6	9	9	1	8	9	16	10	9	14	15	2	11	9	14	21	15	24	27	25	27	27	19	27	24	33	32	33	36	38	39	36	42	40	41	45	44	41	45	48	49	45	50	51	52	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	2	1	1	2	1	1	1	1	1	1	2	2	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2
19500	-315.500989519814084	-314.134273480257150	-1.366716039556952	0.000111400881997	0.000072692283919	0.652528800627996	0.774225886629909	0	2	2	5	4	4	5	7	3	7	7	5	6	7	6	8	7	9	12	7	7	9	7	10	9	9	9	11	11	9	11	11	12	14	15	12	14	12	14	13	17	16	16	18	17	18	18	20	21	19	21	22	23	22	24	24	25	0	1	1	2	3	9	2	3	3	5	4	6	12	6	2	5	6	5	8	6	12	14	15	11	17	17	21	22	18	20	20	27	27	28	32	24	32	32	27	24	42	39	40	42	43	41	45	44	46	47	48	49	50	50	51	52	51	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	3	2	2	2	1
20000	-307.919138552248626	-306.551516311030866	-1.367622241217752	0.000103141043251	0.000050801666102	0.492545590974199	0.776076518410835	0	2	2	4	3	5	5	6	4	6	7	6	7	8	7	6	5	10	11	8	7	10	8	9	10	9	9	10	11	9	12	11	9	13	14	13	13	13	12	14	17	15	16	16	18	18	19	19	20	20	20	21	23	22	22	24	25	0	1	1	2	3	9	1	5	3	5	8	6	8	21	7	5	2	24	13	6	12	33	15	11	12	21	14	20	24	21	18	27	11	20	32	24	32	32	27	36	38	38	40	34	43	41	45	44	46	45	48	46	50	50	51	52	55	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2
20500	-318.025227985507229	-316.662921295817341	-1.362306689689901	0.000073387469833	0.000039070586466	0.532387702627238	0.791009686774819	-2	2	2	4	4	5	5	4	4	6	7	7	5	8	7	7	7	11	11	8	7	9	9	9	10	9	9	10	11	9	12	12	11	12	15	13	14	13	14	14	16	16	16	18	17	19	18	20	20	20	21	23	22	22	24	22	25	0	1	1	2	3	9	3	2	1	5	2	13	8	21	2	5	13	24	16	6	6	21	15	11	16	21	21	20	11	21	25	27	27	12	32	24	14	33	27	24	38	38	36	38	40	38	45	46	41	45	48	56	50	50	51	49	51	1	2	2	1	1	1	2	2	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	3	2	2	3	1	2	2	2	1	2	2	2	3	1	1	2	1	1	1	1	1	2	1	2
21000	-295.126507551021859	-293.747362395357300	-1.379145155664549	0.000074308006619	0.000033331211357	0.448554777255388	0.737275851157117	0	2	2	4	3	5	5	6	4	6	7	5	7	7	6	7	7	10	10	8	9	9	8	9	10	10	9	10	10	10	12	11	11	12	13	13	12	13	15	14	14	15	16	17	17	18	18	19	20	19	21	23	20	21	23	24	25	0	1	1	2	3	9	2	5	5	4	8	9	6	4	4	5	12	16	10	17	13	9	15	11	20	21	14	20	11	22	25	27	27	20	33	24	27	32	33	36	38	41	40	42	36	38	43	42	46	45	48	49	50	47	51	49	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	2	1	2	2	1	2	1	2	1	2	1	1	1	3	1
21500	-328.580124614107945	-327.203113212191909	-1.377011401916038	0.000065776349991	0.000029931278167	0.455046200811356	0.625212669709029	0	2	2	5	4	5	6	6	3	5	6	7	6	7	8	7	7	8	11	8	8	9	7	9	9	8	8	10	11	10	11	11	10	12	14	13	15	12	14	14	16	15	16	15	16	19	18	20	20	19	21	22	21	22	23	24	26	0	1	1	2	3	9	2	5	3	5	3	3	9	11	23	8	6	16	12	12	9	14	13	11	21	12	13	20	24	27	25	27	27	28	22	24	27	27	14	36	35	38	40	38	36	38	45	44	41	47	48	49	50	50	51	49	55	1	1	1	1	1	1	2	1	1	1	2	3	2	1	1	1	1	1	3	1	3	2	1	1	1	1	1	1	1	2	1	2	1	1	3	2	2	3	3	1	1	1	1	2	2	4	1	2	3	1	1	2	1	2	2	1	2
22000	-300.535769163342366	-299.174402330184762	-1.361366833157624	0.000078350752573	0.000042854755219	0.546960352156468	0.678363875937452	0	3	2	6	4	5	5	6	4	5	6	6	5	7	7	8	6	8	11	8	8	6	8	9	9	9	8	11	11	9	12	12	12	13	14	13	14	13	14	14	17	15	16	16	17	18	19	19	21	19	21	22	21	22	24	24	25	0	3	1	2	3	9	2	2	3	1	5	6	9	22	10	8	9	2	18	9	22	9	1	23	20	14	14	6	11	27	25	27	27	20	27	29	27	33	32	36	42	38	36	38	40	38	45	44	46	45	48	49	50	53	48	52	51	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	3	2	2	1	1	2	1	1	1	1	3	2	1	1	2	2	3	2	1	3	1	1	1	1	1	2	2	1	2	1	2	2	1	1	1	1	1	3	1	2
22500	-302.666090885673441	-301.294740500312173	-1.371350385361259	0.000084771597967	0.000040292306971	0.475304322871711	0.807588869124042	0	2	2	4	3	5	5	5	4	7	7	6	6	8	7	7	7	10	10	9	7	8	9	8	9	9	9	10	8	10	11	11	11	13	13	13	14	12	15	14	16	15	16	17	17	18	18	18	19	19	21	23	23	22	22	22	25	0	1	1	2	3	9	4	5	3	8	8	9	6	21	1	8	8	16	24	12	12	17	15	4	9	21	17	20	15	25	25	27	27	20	32	24	33	27	37	36	42	38	40	38	43	41	45	44	46	47	48	56	47	50	51	49	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	3	1	4	2	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	3	1	1	1	1
23000	-309.218653903426400	-307.853540037492508	-1.365113865933911	0.000068063901968	0.000043537446166	0.639655454753696	0.634483081934376	0	2	3	5	4	5	3	6	4	6	7	7	6	6	7	8	6	7	10	6	8	9	8	9	10	10	8	9	11	10	12	12	10	13	15	12	13	13	14	14	16	16	16	18	17	18	18	19	20	19	22	22	22	21	24	24	24	0	1	2	2	3	9	2	5	3	5	5	8	9	9	4	8	6	3	10	3	14	14	15	8	22	21	14	20	24	27	25	27	27	28	30	29	27	32	32	36	38	38	40	42	43	41	45	42	46	47	48	46	50	50	51	49	51	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	2	1	2	1	1	2	1	2	3	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1
23500	-298.720695697086512	-297.221499274165240	-1.499196422921254	0.000076308321129	0.000022527108408	0.295211689553471	0.912975046721293	1	2	3	5	4	5	5	6	4	7	6	7	5	7	7	7	6	9	11	8	8	9	8	10	9	10	9	10	10	9	11	12	11	13	14	13	13	13	13	14	16	15	15	18	17	17	19	18	21	20	21	22	22	23	23	24	25	0	1	2	2	3	9	2	3	3	8	5	6	9	6	8	8	9	16	16	6	6	14	15	18	21	21	21	21	8	14	25	27	21	33	32	24	33	30	21	36	38	38	40	42	43	41	45	41	46	47	48	49	50	50	51	52	55	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1
24000	-299.178714386572778	-297.817799839171471	-1.360914547401336	0.000080739240191	0.000046748287925	0.579003317523010	0.759938709074899	0	1	2	4	3	4	5	6	5	6	6	6	7	8	7	8	7	10	12	8	7	9	8	10	9	9	9	10	11	10	11	11	11	13	13	12	14	13	15	14	16	15	16	16	17	18	19	19	20	19	21	23	22	21	24	24	25	0	1	1	3	3	3	2	5	6	5	3	6	9	21	4	7	9	16	4	10	9	14	15	8	8	10	21	4	20	14	25	27	27	22	33	24	27	27	38	36	33	38	40	38	43	41	45	38	46	45	48	49	50	50	51	49	51	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	3	2	1	1	1	1	2	1	1	2	3	1	1	2	1	1	2	1	2	1	2	1	1	1	2	1	1	2	2	2
24500	-312.639073434129216	-311.237491389647118	-1.401582044482071	0.000099742439376	0.000039775011839	0.398777211467409	0.721574901825492	0	2	2	4	4	4	4	7	5	6	7	6	6	6	7	6	7	10	11	8	8	10	8	8	10	9	9	11	11	10	10	11	10	12	13	14	13	13	14	15	16	15	16	18	18	18	19	19	19	20	21	21	22	22	24	23	25	0	1	1	2	3	3	1	5	6	5	3	6	6	6	2	4	6	24	2	13	12	21	4	5	24	17	17	20	24	14	24	27	27	20	27	11	27	27	35	36	38	38	19	41	43	41	45	44	41	45	48	49	50	50	51	49	51	1	1	1	1	1	1	2	2	1	1	2	1	1	2	2	1	2	1	4	1	2	1	2	2	1	1	1	2	1	3	1	2	1	2	2	3	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2
25000	-319.316404576799584	-317.949155139767640	-1.367249437031955	0.000080774378645	0.000039946732247	0.494547069474714	0.658874650671820	1	3	2	5	3	5	6	4	4	5	7	7	6	7	7	8	5	11	11	7	8	10	5	10	9	8	8	10	11	9	11	11	10	13	12	14	13	13	13	12	16	16	15	17	16	17	19	19	20	18	21	22	22	23	23	23	25	0	1	1	2	3	9	4	3	3	3	5	13	9	13	23	5	9	16	24	6	14	21	2	4	20	14	14	13	24	27	25	27	27	33	33	24	27	32	33	12	32	38	40	41	43	38	45	44	46	45	48	49	50	53	51	52	51	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	2	1	1	2	2	1	2	2	3	2	2	1	1	2	2	1	2	1	1	1	2	1	2	1	2
25500	-293.182978807211327	-291.706347186411278	-1.476631620800056	0.000090831730500	0.000028359141029	0.312216236256661	0.733960881781510	1	3	2	5	4	4	6	4	3	6	6	6	5	8	7	8	7	10	11	8	7	10	8	9	9	9	9	8	11	9	11	11	11	13	14	13	13	13	15	14	17	15	16	17	16	18	19	20	20	20	21	23	21	22	24	24	25	0	1	1	6	3	9	4	3	3	5	5	6	6	21	2	13	13	20	10	12	13	13	15	11	20	14	14	13	24	14	25	27	27	28	27	24	14	33	37	24	38	38	36	42	36	41	45	44	46	45	48	46	50	50	51	49	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	4	1	2	1	1	1	1	1	1	1	1	1	3	2	2	2	1	1	2	2	1	2	1	1	1	2	1	1	2	1	2	1	1	2	2	2
26000	-315.261796804255710	-313.886809191641589	-1.374987612614136	0.000077564572727	0.000035812148002	0.461707539193344	0.694084814478617	0	2	2	5	3	4	4	7	4	7	6	6	6	6	8	7	7	9	10	8	8	9	9	9	9	10	10	10	10	9	12	11	11	12	14	12	14	14	15	15	16	15	17	17	16	18	19	19	20	19	21	22	21	22	24	24	25	0	1	1	2	3	5	2	3	5	4	5	6	6	9	8	5	13	4	18	8	14	14	15	11	6	6	24	20	24	14	25	27	30	28	22	16	32	26	37	36	38	35	45	42	36	38	45	44	46	45	48	49	47	50	51	49	51	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	3	1	1	1	1	2	1	1	1	3	2	2	3	1	2	2	1	1	1	1	2	2	1	1	2	1	1	1	2	2	2	2
