step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34
45000	-240.803809779876559	-247.659297730835931	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.496598614889195	4	6	5	7	10	9	9	7	9	12	11	11	9	12	13	12	14	14	15	17	17	18	22	21	25	32	35	35	38	41	40	40	43	45	0	3	1	3	7	3	8	3	4	8	8	7	2	6	9	9	12	14	15	19	15	21	18	15	24	25	26	0	27	0	29	29	32	33	1	1	1	1	1	2	1	1	1	3	2	1	2	2	2	1	1	1	2	1	2	1	4	4	2	2	2	1	2	1	1	1	2	1
45500	-226.487225737121690	-233.342713688081062	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677103956431552	2	6	5	7	9	9	10	8	9	11	12	11	11	12	12	14	13	14	15	18	17	18	22	22	24	34	35	35	38	41	39	41	43	45	0	3	1	1	8	3	8	3	4	5	5	8	2	6	4	15	12	14	15	21	19	21	18	16	24	24	26	0	27	0	29	29	29	33	1	1	1	2	1	2	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	3	4	2	6	1	1	2	1	1	2	2	1
46000	-242.268580384089347	-249.124068335048719	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.465412658741589	2	6	5	7	10	10	10	9	11	13	12	12	11	11	13	13	14	12	17	18	17	19	20	21	25	33	35	36	37	40	38	41	43	43	0	3	1	3	8	3	8	3	4	5	7	8	2	3	4	9	12	14	6	15	15	21	18	16	24	25	26	0	27	0	29	29	32	32	1	1	1	1	1	3	1	2	3	2	1	2	3	3	4	1	1	1	4	3	2	1	3	5	2	4	1	1	1	1	1	2	1	1
46500	-219.384112022120632	-226.239599973080004	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.526625750517687	3	6	5	8	10	8	10	8	10	12	12	11	12	12	13	14	14	16	17	18	16	18	21	22	24	33	35	36	39	40	40	41	43	44	0	3	1	3	8	3	8	3	4	5	7	8	2	6	4	15	12	15	21	15	15	21	18	16	24	24	26	0	27	0	29	29	32	29	1	1	1	2	1	1	1	1	1	1	1	1	3	2	2	1	2	1	1	2	2	1	3	3	1	5	1	1	2	1	1	1	1	2
47000	-246.600102013177974	-253.455589964137346	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583778956691796	2	6	5	8	8	9	9	9	9	12	10	12	9	12	12	11	14	15	16	17	17	18	22	23	25	31	34	35	37	40	41	41	44	44	0	3	1	3	3	3	5	5	3	8	7	5	2	6	4	4	12	6	4	15	15	21	18	16	24	25	26	0	27	0	29	29	32	32	1	1	1	1	2	2	1	1	2	2	1	2	1	1	2	1	1	3	4	3	2	1	3	5	1	3	2	1	1	1	2	2	3	2
47500	-226.162963252882349	-233.018451203841721	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579755697475428	2	6	5	7	8	9	11	9	10	12	11	11	10	12	13	14	15	14	17	19	17	18	22	22	24	33	34	35	38	40	40	41	42	43	0	3	1	3	3	3	5	5	4	8	8	5	2	6	14	14	12	6	15	19	15	19	18	16	24	24	26	0	26	0	29	29	32	32	1	1	2	1	2	2	2	1	1	2	1	2	2	2	1	1	2	2	2	1	2	1	4	3	1	6	1	1	4	1	1	1	1	1
48000	-251.074433914953914	-257.929921865913286	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661501872361017	3	6	5	7	6	10	10	8	11	12	11	12	9	13	13	14	14	15	16	17	18	17	21	22	26	34	35	36	38	40	40	41	43	42	0	3	1	3	3	3	8	5	4	8	8	8	2	6	6	15	8	14	15	15	19	15	18	16	24	25	26	0	27	0	29	29	34	32	1	1	1	1	1	2	1	2	2	3	2	3	1	1	1	1	3	1	2	2	1	2	2	3	2	5	1	1	1	1	2	2	1	1
48500	-241.172147530926424	-248.027635481885795	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.566961421537384	3	6	5	7	8	10	10	9	10	12	11	12	11	13	13	14	14	16	16	19	17	17	20	22	26	33	35	35	38	40	40	41	43	45	0	3	1	3	3	3	8	5	3	5	8	5	3	6	4	15	12	14	15	22	19	15	18	16	24	25	26	0	27	0	29	29	32	33	1	1	1	1	2	1	1	1	2	1	2	2	4	2	2	1	1	1	3	2	1	2	2	3	2	3	1	1	2	1	1	2	1	2
49000	-226.608609444987195	-233.464097395946567	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583656609109953	2	6	5	8	7	10	10	9	9	12	11	12	11	12	13	14	14	15	15	18	17	18	23	19	25	33	35	35	38	40	40	41	44	45	0	3	1	3	3	4	8	5	4	5	8	8	2	4	4	15	12	14	4	15	19	21	18	16	24	25	26	0	27	0	29	29	29	33	1	1	2	2	1	2	1	1	1	3	1	1	2	2	3	1	1	2	2	2	1	1	4	3	2	4	1	1	2	1	1	1	4	1
49500	-213.814163641879986	-220.669651592839358	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617522386506315	3	6	5	7	8	9	10	10	10	13	10	12	10	12	12	14	14	16	16	18	15	18	22	22	26	30	35	36	38	39	40	40	42	44	0	3	1	3	3	3	5	5	4	11	5	11	2	6	4	15	12	14	15	19	15	21	18	16	24	25	26	0	27	0	29	29	32	33	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	1	1	2	2	1	1	2	3	3	2	2	2	1	2	1	1	1	1	1
50000	-216.871043347121713	-223.726531298081085	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.722268780679627	3	6	5	8	8	8	11	9	11	12	11	11	11	13	13	14	12	16	16	18	18	19	21	22	25	32	34	35	38	40	40	42	44	44	0	3	1	3	3	3	8	5	4	8	8	5	2	6	4	15	12	14	15	19	19	21	18	16	24	25	26	0	26	0	29	31	32	32	1	1	1	2	2	1	1	1	1	1	1	1	3	2	2	1	1	2	1	1	1	1	3	4	2	3	1	1	2	1	1	1	1	1
50500	-230.511387623246378	-237.366875574205750	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.550389429459300	0	6	5	8	10	9	10	8	10	12	11	12	10	12	12	14	13	16	16	18	16	17	23	22	25	33	35	34	38	41	40	42	44	45	0	3	1	3	8	3	8	3	3	7	7	5	3	6	4	15	12	14	4	15	15	21	18	16	24	25	26	0	26	0	29	29	32	32	1	1	2	1	1	2	1	2	3	1	1	1	2	2	3	1	1	2	4	3	3	1	2	3	2	4	1	1	2	1	1	2	1	2
51000	-219.252082043465492	-226.107569994424864	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685842403234136	3	6	5	7	10	8	10	9	9	12	12	11	11	11	13	14	14	16	15	17	17	19	21	22	24	31	34	35	38	39	41	41	44	44	0	3	1	3	8	3	8	6	4	7	5	5	2	6	4	4	12	14	15	15	19	21	18	16	24	25	26	0	27	0	29	29	29	32	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	4	1	2	1	2	1	1	3	3	1	3	2	1	2	1	2	2	3	1
51500	-234.408036918623651	-241.263524869583023	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638025522413080	3	6	5	7	10	8	11	9	10	12	11	12	10	13	14	13	15	15	16	18	15	18	22	23	25	33	35	35	38	39	40	42	44	43	0	3	1	3	8	4	8	6	4	8	8	5	2	6	4	4	12	14	21	19	15	21	18	16	24	24	26	0	27	0	29	27	32	31	1	1	2	1	1	1	2	1	2	1	1	1	2	2	3	2	2	1	1	1	1	2	4	4	1	6	1	1	2	1	1	4	1	1
52000	-236.503139347029588	-243.358627297988960	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.511158154116852	3	6	5	7	9	9	11	8	9	12	11	12	9	12	13	14	14	15	14	17	17	17	22	22	25	34	35	35	37	41	40	40	43	45	0	3	1	3	8	3	8	4	4	5	5	8	2	6	4	4	12	14	4	19	15	19	18	16	24	25	26	0	27	0	29	29	32	32	1	1	1	1	1	2	2	1	1	1	1	2	2	2	3	4	1	2	4	1	2	2	3	4	2	4	1	1	2	1	1	2	2	2
52500	-241.499508487002032	-248.354996437961404	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.693014734255018	3	6	5	8	8	8	10	7	11	12	12	12	11	12	12	13	14	15	17	19	16	18	20	23	25	33	35	36	38	41	40	41	44	44	0	3	1	3	8	3	5	3	4	7	7	8	2	6	4	15	12	6	21	19	15	4	18	16	24	24	26	0	27	0	29	29	32	32	1	1	1	1	1	1	1	2	1	2	1	2	4	2	3	1	1	4	1	1	2	5	2	4	1	5	1	1	1	1	1	2	2	1
53000	-245.479348051796507	-252.334836002755878	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663198996963493	3	6	5	8	10	8	11	8	11	13	12	11	12	11	13	13	14	15	16	18	17	19	22	23	25	32	34	35	37	41	41	41	44	45	0	3	1	2	8	3	5	3	4	8	5	8	3	6	4	4	12	14	15	19	15	21	18	15	24	25	26	0	27	0	29	29	32	33	1	1	1	1	1	2	1	2	2	2	1	1	3	2	3	2	1	2	1	1	3	1	2	4	1	3	1	1	1	1	2	1	2	1
53500	-231.141814872511560	-237.997302823470932	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565677749751200	3	6	5	8	9	9	9	7	10	13	11	11	11	12	12	13	14	16	16	17	18	18	22	22	24	34	35	36	38	41	41	41	43	45	0	3	1	3	8	3	8	3	4	5	8	5	2	6	4	15	12	14	15	15	15	19	18	16	24	25	26	0	26	0	29	27	32	32	1	1	1	2	2	2	1	1	1	2	2	1	4	2	2	1	2	2	2	2	3	1	2	3	1	6	1	1	2	1	1	2	1	2
54000	-219.961321889645916	-226.816809840605288	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.527810821348497	4	6	5	8	10	8	10	9	11	12	11	12	11	12	13	13	14	14	15	18	15	17	21	21	25	33	34	35	38	39	40	41	43	44	0	3	1	3	8	3	8	6	4	7	8	5	2	6	4	4	12	6	15	22	15	21	18	16	24	25	26	0	27	0	26	29	32	32	1	1	1	1	1	2	1	1	2	1	1	1	3	2	2	2	1	3	1	1	1	1	3	3	3	5	1	1	2	1	3	2	1	1
54500	-241.575234320012726	-248.430722270972097	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.488085261604568	3	6	5	8	10	7	10	9	10	12	12	11	9	12	13	12	14	15	16	18	14	18	21	21	25	33	35	35	38	39	40	41	43	44	0	3	1	3	8	3	8	6	4	8	5	8	2	6	4	4	12	15	15	4	15	15	18	16	24	24	26	0	27	0	27	26	32	32	1	1	1	1	1	1	1	2	1	1	1	1	2	2	3	2	2	1	2	5	1	2	2	5	2	5	2	1	2	1	4	3	1	1
55000	-222.449587936506447	-229.305075887465819	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628574515580642	3	6	5	7	9	7	11	10	11	13	12	11	11	12	13	13	14	15	16	19	17	19	19	23	25	32	34	34	38	40	40	40	42	44	0	3	1	3	6	3	5	5	4	7	8	5	2	6	4	4	12	14	15	19	19	15	18	16	24	24	26	0	27	0	29	26	29	33	1	1	1	1	1	1	1	1	2	1	1	1	2	2	3	3	1	1	2	2	1	4	2	5	1	3	1	1	2	1	1	4	2	1
55500	-237.461101132463995	-244.316589083423366	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.493239649686777	4	6	5	7	8	10	9	10	9	13	11	11	12	13	14	14	14	15	15	18	18	19	22	21	25	32	35	35	38	40	40	41	43	44	0	3	1	3	3	5	5	7	4	11	5	7	2	6	4	4	12	14	15	15	15	21	18	16	24	25	26	0	26	0	29	27	32	32	1	1	1	2	2	1	1	1	2	2	1	2	2	2	3	2	1	1	1	2	2	1	3	4	2	4	2	1	3	1	2	2	1	1
56000	-240.531855505743181	-247.387343456702553	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.578381475300625	3	6	5	8	8	8	10	10	9	12	10	11	11	12	14	13	13	16	16	17	18	19	22	23	24	32	35	34	38	40	40	41	43	44	0	3	1	3	3	3	5	5	4	5	5	5	2	6	4	4	11	6	15	15	19	21	18	16	24	24	26	0	27	0	29	27	32	32	1	1	1	1	2	2	1	1	1	2	1	2	2	2	4	3	2	4	1	3	1	1	3	3	1	3	2	1	1	1	1	2	1	1
56500	-217.212474979361673	-224.067962930321045	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593958925966727	4	6	5	8	9	10	11	10	10	13	11	11	12	12	13	14	13	15	16	19	17	18	21	23	25	32	34	36	38	40	39	42	43	44	0	3	1	3	4	3	8	5	4	5	8	5	6	6	4	15	12	14	15	21	15	15	18	16	24	25	26	0	27	0	29	29	32	32	1	1	1	2	1	3	1	1	1	2	1	1	1	1	2	1	2	2	1	1	2	2	2	3	1	2	1	1	2	1	1	2	1	1
57000	-228.557957031729472	-235.413444982688844	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.547433198613577	1	6	5	8	8	10	9	10	11	13	12	11	10	11	13	13	13	14	16	18	17	18	22	23	25	33	35	35	38	41	40	40	44	44	0	3	1	3	3	3	5	7	4	11	8	7	4	6	4	4	12	6	15	21	15	19	18	16	24	24	26	0	27	0	29	29	32	32	1	1	1	2	2	2	1	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1	4	4	1	4	1	1	1	1	1	1	2	1
57500	-252.639132788912690	-259.494620739872062	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610338853616963	3	6	5	8	7	10	10	9	10	13	12	10	11	11	12	13	15	15	16	19	17	17	23	22	26	33	34	35	39	40	40	41	43	44	0	3	1	3	3	3	5	5	4	7	7	5	4	4	4	3	12	3	15	15	19	4	18	16	24	25	26	0	27	0	29	29	32	32	1	1	1	3	1	3	2	2	1	1	1	2	1	1	2	3	2	4	2	2	1	6	4	4	2	3	1	1	2	1	1	2	1	2
58000	-232.643871795559050	-239.499359746518422	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536337544601571	4	6	5	7	9	8	10	10	11	13	11	11	9	13	14	14	13	15	16	17	18	18	22	23	25	33	34	36	39	40	41	41	43	45	0	3	1	3	6	3	5	5	4	7	8	5	2	4	4	4	12	14	4	15	15	15	18	16	24	25	26	0	26	0	29	29	32	33	1	1	1	1	1	2	1	1	2	2	1	1	2	3	2	4	1	2	4	2	2	2	4	3	1	5	1	1	3	1	2	1	1	1
58500	-223.339650104220766	-230.195138055180138	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.529806076499993	3	6	5	7	9	8	11	10	10	13	10	12	11	12	13	13	14	16	17	19	17	18	23	22	26	34	35	34	37	41	39	41	43	44	0	3	1	3	6	3	11	5	6	11	5	11	2	6	4	4	12	14	4	21	15	21	18	16	24	25	26	0	27	0	29	29	32	32	1	1	1	2	1	2	1	1	1	1	1	1	2	2	4	2	1	2	4	1	2	1	3	4	3	3	1	1	1	1	1	2	2	2
59000	-226.005506604560139	-232.860994555519511	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626944165254720	3	6	5	7	8	8	11	10	10	12	11	11	11	12	13	14	12	16	17	19	17	19	21	22	25	32	35	35	39	41	41	41	43	44	0	3	1	3	3	3	8	5	4	11	8	5	2	6	4	4	12	14	4	21	15	21	18	19	24	24	26	0	27	0	29	29	32	33	1	1	1	1	1	1	1	1	2	1	1	2	3	2	2	3	1	1	6	1	2	1	2	2	1	5	1	1	2	1	1	1	1	1
59500	-232.822720374958521	-239.678208325917893	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660083006935781	4	6	5	8	9	7	11	10	10	12	11	12	12	12	13	14	13	15	17	19	16	18	23	22	26	32	34	35	38	40	40	42	44	45	0	3	1	3	6	3	5	5	4	5	8	5	2	6	4	4	12	14	15	21	15	21	18	14	24	25	26	0	27	0	29	31	32	33	1	1	1	2	2	1	2	1	1	2	1	1	2	3	2	3	1	2	2	2	2	1	3	5	2	4	2	1	2	1	2	1	1	1
60000	-219.552483758252038	-226.407971709211409	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652890519743084	3	6	5	6	8	7	9	10	10	12	11	12	10	12	14	13	14	14	15	18	17	16	22	22	24	32	34	35	38	40	41	41	43	44	0	3	1	3	6	3	5	5	4	7	7	11	2	6	4	4	12	14	15	21	22	15	14	16	24	25	26	0	27	0	29	29	32	33	1	1	1	1	1	1	1	1	2	2	2	1	2	3	3	3	1	1	1	1	1	1	4	4	1	4	1	1	2	1	1	1	1	1
60500	-232.170295735079947	-239.025783686039318	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.516145288178368	3	6	5	8	7	10	10	9	10	12	9	11	9	12	12	13	14	16	15	18	16	19	21	22	25	33	35	34	38	40	39	41	43	44	0	3	1	3	3	3	5	5	4	8	5	7	2	6	3	4	12	14	15	21	15	21	18	16	24	25	26	0	27	0	29	29	32	33	1	1	1	1	1	3	2	1	1	2	1	1	2	1	3	3	2	2	1	1	2	1	3	5	2	4	2	1	2	1	1	2	2	1
61000	-230.489852253407889	-237.345340204367261	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.632925078946771	3	6	5	8	7	9	11	9	10	13	11	9	11	11	12	13	14	16	15	19	17	19	22	23	24	31	35	36	38	41	41	40	44	44	0	3	1	3	3	3	8	5	4	7	5	5	2	6	4	15	12	6	15	21	19	19	18	16	24	24	26	0	27	0	29	29	32	32	1	1	1	1	1	2	1	1	1	1	2	1	3	1	2	1	3	4	2	1	2	2	2	5	1	3	2	1	2	1	2	1	2	2
61500	-203.710974354064348	-210.566462305023720	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623896691162441	3	6	5	7	9	8	11	10	10	12	11	12	12	12	11	13	14	15	16	19	18	19	22	22	25	33	35	35	38	40	40	40	42	44	0	3	1	3	6	3	5	5	4	8	5	11	2	6	4	15	12	14	15	19	19	21	18	16	24	25	26	0	27	0	29	29	32	33	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	3	4	2	3	1	1	2	1	1	1	1	1
62000	-218.837281850709530	-225.692769801668902	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646775039918203	3	6	5	7	8	9	11	10	11	12	12	11	10	12	12	14	13	15	16	19	17	18	22	23	26	33	35	35	38	40	41	40	43	44	0	3	1	3	3	3	8	5	4	8	8	5	2	6	4	4	12	14	15	19	15	21	18	16	24	25	26	0	27	0	29	29	32	32	1	1	1	1	2	2	1	1	2	1	1	2	2	2	2	4	1	1	2	2	2	1	3	4	2	3	1	1	2	1	2	1	2	2
62500	-228.724997044582977	-235.580484995542349	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.414127079795128	3	6	5	7	8	6	10	10	11	13	11	12	11	12	12	14	14	15	15	18	17	18	21	22	24	32	34	35	38	40	40	40	44	45	0	3	1	3	6	3	5	5	4	7	5	11	2	6	4	15	12	6	15	19	19	21	6	16	24	24	26	0	27	0	29	29	32	32	1	1	1	2	1	1	1	1	2	1	2	1	3	3	2	1	1	5	2	2	1	1	5	4	1	5	1	1	2	1	2	1	3	2
63000	-235.585301107725854	-242.440789058685226	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.527876292538732	2	6	5	8	8	7	11	10	9	13	12	12	11	12	13	14	14	14	16	19	17	18	20	23	25	32	34	35	38	40	41	40	43	44	0	3	1	1	6	3	8	5	3	7	5	5	2	3	4	14	12	6	15	15	19	21	14	16	24	25	26	0	27	0	29	29	32	33	1	1	2	2	1	1	1	1	3	1	2	2	2	5	3	2	1	4	2	3	1	1	5	5	1	3	2	1	2	1	2	1	2	1
63500	-233.008039385535909	-239.863527336495281	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.353104472410318	3	6	5	7	8	7	10	10	10	12	11	10	12	12	12	14	14	15	15	18	17	19	22	22	24	33	34	36	37	40	40	40	43	44	0	3	1	3	6	3	5	5	4	11	5	5	2	6	4	4	12	6	4	15	15	19	14	16	24	24	26	0	26	0	29	29	32	33	1	1	1	1	1	1	1	1	2	1	2	1	3	3	2	4	3	4	3	3	2	2	4	5	1	5	1	1	2	1	1	2	2	1
64000	-237.522238279043421	-244.377726230002793	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.507770187561362	4	6	5	7	9	8	11	10	11	13	12	12	12	13	14	13	14	13	15	19	17	17	20	22	25	33	35	36	37	39	40	42	43	44	0	3	1	3	6	3	5	5	4	11	5	7	2	6	4	4	12	6	15	22	14	15	18	16	24	25	26	0	27	0	29	31	32	33	1	1	1	2	1	2	2	1	2	1	1	1	5	2	3	3	1	2	1	1	2	2	3	6	1	3	2	1	1	1	2	1	1	1
64500	-224.200279083749450	-231.055767034708822	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583630173852682	3	6	5	7	8	8	11	9	10	13	12	12	10	12	13	12	14	15	16	18	18	19	21	23	26	33	34	35	37	41	39	41	43	43	0	3	1	3	3	3	5	5	4	5	5	5	2	6	4	4	12	6	15	19	19	21	18	16	24	25	26	0	27	0	29	29	32	32	1	1	1	1	1	1	1	1	2	2	2	2	2	2	3	3	1	3	2	2	1	1	2	5	2	3	1	1	2	1	1	2	1	1
65000	-227.256997743564995	-234.112485694524366	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607912684407096	3	6	5	8	8	9	10	9	11	12	11	12	11	12	11	14	15	16	15	18	18	18	22	23	26	33	35	34	38	40	40	41	43	44	0	3	1	3	3	3	8	5	4	5	5	8	2	6	4	4	12	6	15	19	19	19	18	16	24	25	26	0	27	0	29	29	32	32	1	1	1	2	1	2	1	1	1	2	1	2	3	2	2	2	1	4	2	1	1	2	2	5	1	2	1	1	1	1	1	1	1	1
65500	-228.489622924494171	-235.345110875453543	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567211316787531	3	6	5	6	9	8	11	10	10	12	12	12	11	12	13	13	14	15	16	18	15	17	21	23	25	33	34	36	37	41	41	42	43	45	0	3	1	3	6	4	8	5	4	5	8	5	2	6	4	4	12	14	15	15	15	21	18	16	24	24	26	0	27	0	29	29	32	33	1	1	1	1	1	1	1	1	3	1	1	1	3	2	3	4	1	2	1	3	1	2	4	5	1	3	1	1	2	1	2	3	1	1
66000	-231.216343991375794	-238.071831942335166	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652810951991298	3	6	5	7	8	9	11	10	10	13	12	12	11	13	13	14	14	16	16	19	17	19	21	22	24	33	35	35	37	39	40	41	43	44	0	3	1	3	3	3	8	5	6	5	8	8	2	6	4	15	12	6	15	21	15	19	18	15	24	24	26	0	26	0	29	29	32	33	1	1	1	1	2	3	1	1	1	2	1	1	2	2	2	1	1	3	1	1	1	1	2	3	1	6	1	1	2	1	1	2	1	1
66500	-234.809216146329902	-241.664704097289274	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.429060499292446	2	6	5	7	7	9	10	8	11	11	9	11	11	12	13	14	14	14	15	19	17	18	23	21	25	33	34	34	38	40	40	41	43	44	0	3	1	3	3	3	11	5	3	5	8	5	2	2	4	9	12	15	15	15	19	21	18	16	24	25	26	0	27	0	29	29	29	32	1	1	2	1	2	2	1	1	3	2	1	2	2	3	3	2	1	1	1	3	1	1	5	4	2	4	1	1	3	1	1	2	2	2
67000	-235.585927183892551	-242.441415134851923	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.571231212208086	3	6	5	7	7	9	10	10	11	10	11	11	11	13	12	13	13	14	16	18	18	18	22	21	26	32	34	35	38	39	41	42	43	44	0	3	1	3	3	3	5	5	6	5	5	8	2	6	4	15	7	14	15	19	19	19	14	16	24	25	26	0	27	0	29	29	29	32	1	1	1	1	1	2	2	2	1	1	3	1	2	2	2	1	2	1	2	2	1	1	3	4	2	2	1	1	3	1	1	2	3	1
67500	-233.854810865565298	-240.710298816524670	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.576109284868935	3	6	5	7	9	7	11	10	10	13	11	11	12	10	13	14	14	15	16	18	18	19	21	23	25	32	35	33	36	40	39	40	43	44	0	3	1	3	6	3	5	5	4	5	5	5	2	6	4	15	12	6	15	15	19	21	18	16	24	24	26	0	27	0	29	29	32	33	1	1	1	1	1	1	2	1	2	2	2	1	3	2	2	1	1	5	1	2	1	1	2	3	1	5	1	1	1	1	1	2	2	1
68000	-238.310645589365436	-245.166133540324807	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616803036795774	4	6	5	8	8	10	10	10	10	12	12	11	10	12	11	13	14	16	17	19	17	16	22	23	26	33	35	35	38	41	40	40	44	45	0	3	1	3	3	3	5	5	4	5	8	7	2	7	6	15	12	14	15	19	22	15	18	16	24	24	26	0	27	0	29	29	32	33	1	1	1	2	1	2	2	1	1	3	1	1	2	2	1	1	1	2	2	1	1	2	3	6	1	4	1	1	1	1	1	1	2	1
68500	-221.629823301510072	-228.485311252469444	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.550760246806057	3	6	5	8	8	9	11	9	10	12	11	12	11	12	14	12	14	15	16	17	17	18	21	22	26	33	35	36	39	41	41	41	43	44	0	3	1	3	3	3	5	5	6	5	8	8	2	6	4	4	12	6	15	15	15	21	18	16	24	25	26	0	27	0	29	29	32	33	1	1	1	2	1	2	2	1	1	2	1	2	2	1	3	3	1	2	1	1	2	1	3	5	2	2	2	1	2	1	1	1	1	1
69000	-230.757769861564356	-237.613257812523727	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.659013903872276	3	6	5	7	8	8	11	9	11	12	10	11	11	12	13	13	15	15	15	19	18	19	23	22	26	32	34	35	38	40	40	41	42	44	0	3	1	3	3	3	5	5	4	11	5	5	2	6	4	4	12	14	15	21	19	21	18	16	24	25	26	0	27	0	29	29	32	32	1	1	1	1	1	1	2	1	2	1	2	2	3	2	3	4	2	2	1	1	1	1	4	6	2	2	1	1	1	1	1	2	1	2
69500	-222.867608126825445	-229.723096077784817	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.656314796990328	3	6	5	8	7	8	10	10	10	12	12	12	12	11	13	13	14	16	16	18	17	18	22	21	25	33	34	35	38	41	40	41	43	43	0	3	1	3	3	3	5	5	4	8	7	8	2	6	4	4	12	14	15	15	15	19	18	16	24	24	26	0	27	0	29	29	32	32	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	2	2	2	2	3	1	1	3	3	2	5	1	1	2	1	1	2	1	1
