step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34
20000	-222.076733549253646	-228.932221500213018	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.555607670282670	3	6	6	5	9	7	11	10	10	12	12	11	11	13	12	13	15	14	16	19	16	18	23	22	24	32	34	35	38	39	40	41	43	45	0	4	4	1	6	3	8	5	4	8	8	5	2	6	4	4	12	14	15	21	15	21	18	16	24	24	26	0	26	0	29	29	32	32	1	1	1	1	1	1	1	1	3	1	1	1	2	3	3	3	2	1	2	1	2	1	3	5	1	4	1	1	2	1	1	2	1	3
20500	-222.121805696909348	-228.977293647868720	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605598054872412	2	5	7	4	9	9	11	10	10	12	12	11	11	10	12	14	15	15	15	16	17	18	22	22	26	33	35	35	39	39	41	41	43	45	0	4	4	1	3	3	8	5	3	8	8	5	3	6	4	15	12	6	15	19	15	19	18	16	24	25	26	0	27	0	29	27	32	32	1	1	2	1	1	1	1	1	1	1	1	1	2	1	4	1	2	2	2	1	2	2	4	3	2	3	1	1	2	1	2	2	1	2
21000	-225.998842127363332	-232.854330078322704	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638834071298834	3	6	5	7	8	7	10	10	10	12	10	12	11	12	13	13	15	15	16	18	17	18	21	21	25	33	34	34	37	41	39	42	40	44	0	3	1	3	6	3	5	5	4	8	5	7	2	6	4	4	12	6	15	19	15	19	18	16	24	25	26	0	27	0	29	33	29	33	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	4	3	1	2	1	2	3	2	4	1	1	1	1	1	2	1	2
21500	-221.571835089242740	-228.427323040202111	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552925951882378	3	6	5	6	9	8	11	10	10	13	12	11	12	12	13	13	15	15	16	18	17	18	20	22	25	31	34	36	39	39	40	41	43	44	0	3	1	3	6	3	5	5	4	7	5	5	2	6	4	4	12	6	15	19	15	21	14	16	24	25	26	0	27	0	29	29	32	32	1	1	1	1	1	2	1	1	2	1	2	1	3	2	3	4	2	3	2	1	1	1	4	4	2	2	1	1	2	1	1	1	2	1
22000	-223.933461349096262	-230.788949300055634	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583312733284520	3	6	5	7	8	7	10	9	11	12	11	11	10	13	13	14	14	16	16	19	17	18	21	22	25	32	34	34	38	40	40	42	41	44	0	3	1	3	6	3	5	5	4	7	7	5	2	6	4	9	12	14	15	15	15	21	18	16	24	25	26	0	27	0	29	31	31	32	1	1	1	1	1	1	1	1	2	1	1	2	2	3	4	2	2	2	2	2	2	1	2	4	2	3	1	1	2	1	2	1	1	1
22500	-223.347850168334929	-230.203338119294301	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.527438418464461	3	6	5	8	9	10	11	10	10	11	12	11	12	12	13	12	15	16	15	18	17	18	22	22	26	33	35	34	38	39	40	41	44	43	0	3	1	3	4	4	8	5	4	8	12	5	2	6	4	4	12	6	15	15	19	21	18	16	24	25	26	0	27	0	27	31	32	32	1	1	1	2	1	1	1	1	1	1	1	1	3	1	2	2	2	3	1	2	1	1	2	3	2	3	2	1	3	1	2	1	1	1
23000	-226.723066918038484	-233.578554868997855	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574471381744408	3	6	5	8	8	9	11	10	10	13	11	12	10	12	13	13	13	14	15	18	17	18	21	21	25	32	34	35	38	41	40	42	43	45	0	3	1	3	3	3	5	5	4	11	5	8	2	3	4	4	12	14	15	19	15	21	18	16	24	25	26	0	27	0	29	29	32	33	1	1	1	2	2	2	1	2	1	1	1	1	3	4	3	3	1	1	1	2	2	1	2	2	2	4	1	1	2	1	1	2	1	1
23500	-231.490606227992799	-238.346094178952171	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579705656905890	3	6	5	7	7	9	9	9	9	11	11	10	11	12	12	14	12	15	15	18	16	18	22	22	25	33	34	35	38	40	41	42	43	45	0	3	1	3	3	3	5	5	4	5	5	5	2	6	4	15	12	6	15	15	19	15	18	16	24	25	26	0	27	0	29	29	32	31	1	1	1	1	1	2	1	2	1	2	2	2	3	2	2	1	1	2	2	3	1	3	2	3	2	4	1	1	2	1	2	2	1	2
24000	-235.055114890918162	-241.910602841877534	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.415310801578005	3	6	5	6	8	10	11	9	10	11	11	11	11	12	14	13	14	15	16	19	17	19	22	21	26	32	33	36	37	40	41	41	44	44	0	3	1	3	3	3	8	5	4	5	8	8	2	6	4	9	12	14	15	15	19	21	18	16	24	25	26	0	27	0	29	29	32	32	1	1	1	1	2	2	1	1	3	2	2	1	2	1	5	2	2	2	1	2	1	1	4	2	3	2	1	1	2	1	2	2	1	2
24500	-227.922413688675249	-234.777901639634621	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605966291555619	3	6	5	7	7	9	10	9	11	13	11	12	11	12	13	13	14	16	16	18	17	17	21	22	26	32	35	36	38	39	40	41	43	44	0	3	1	3	3	3	8	5	4	5	8	11	2	6	4	4	12	14	15	19	15	15	18	16	24	25	26	0	27	0	26	31	32	32	1	1	1	1	1	2	1	1	2	3	1	1	3	2	3	3	1	1	2	1	1	1	2	4	3	3	2	1	2	1	3	1	1	1
25000	-232.576851521388278	-239.432339472347650	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.550987839977226	4	6	5	6	9	8	10	10	7	11	11	10	11	12	13	14	13	16	16	16	17	19	22	23	25	31	34	36	37	41	41	42	43	44	0	3	1	3	6	3	5	5	4	8	5	5	2	6	4	15	12	6	15	15	15	21	18	16	24	24	26	0	27	0	29	27	32	33	1	1	1	1	1	2	1	1	1	1	2	1	2	2	3	1	1	3	2	1	3	1	4	4	1	4	2	1	2	1	2	3	1	1
25500	-227.216384594992149	-234.071872545951521	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.543100511257208	3	6	5	7	8	7	10	9	10	12	12	11	12	13	12	14	14	16	16	18	17	18	23	22	26	32	34	35	37	38	41	40	44	43	0	3	1	3	6	3	8	5	4	8	8	5	2	6	4	15	12	6	15	15	19	21	18	16	24	24	26	0	26	0	29	29	32	32	1	1	1	1	1	1	1	1	2	1	2	2	3	2	3	1	1	3	2	3	1	1	3	5	2	4	1	1	2	1	2	2	2	2
26000	-238.175982971131162	-245.031470922090534	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.546481478846361	3	6	5	7	7	9	11	9	11	12	12	11	12	12	12	13	14	15	16	19	17	19	23	22	26	34	35	36	37	40	40	41	42	45	0	3	1	3	3	3	5	5	4	5	7	5	2	6	6	9	12	14	9	15	15	21	18	16	24	25	26	0	27	0	29	29	32	33	1	1	1	1	1	2	1	1	2	2	1	2	2	1	2	1	2	2	2	4	2	1	3	4	2	4	1	1	1	1	2	2	1	1
26500	-232.959754752162979	-239.815242703122351	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607312535329266	3	6	5	8	7	10	11	10	10	12	12	11	11	12	14	13	13	16	15	18	18	19	22	23	25	33	34	35	38	40	40	41	43	44	0	3	1	3	3	3	5	5	4	8	7	8	2	6	4	4	12	14	4	19	19	15	14	16	24	25	26	0	27	0	29	31	32	33	1	1	1	2	2	2	2	2	1	1	1	1	2	1	2	3	1	2	3	1	1	3	5	4	1	3	1	1	2	1	2	1	2	1
27000	-245.362264125792507	-252.217752076751879	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.465129934288877	3	6	5	8	7	9	11	9	10	12	11	11	11	12	14	12	14	16	16	18	17	18	22	22	26	33	34	35	37	40	41	40	43	43	0	3	1	3	3	3	5	5	4	8	5	8	2	6	3	1	12	14	15	21	15	21	18	16	24	24	26	0	27	0	29	29	32	32	1	1	1	1	2	2	2	1	1	2	1	1	3	2	5	4	2	2	1	1	2	1	2	4	1	4	1	1	2	1	2	2	1	2
27500	-235.036417110540043	-241.891905061499415	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.484575948297505	4	6	5	8	9	7	10	10	11	12	12	11	12	11	13	13	14	15	16	17	17	18	22	22	26	33	34	35	38	40	40	40	44	44	0	3	1	3	6	3	5	5	4	8	5	8	2	6	6	4	12	6	15	15	15	21	18	16	24	24	26	0	26	0	29	29	29	32	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	3	1	4	1	2	2	1	2	5	2	6	1	1	1	1	1	1	3	2
28000	-230.622188136463109	-237.477676087422481	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.546049304303584	1	6	5	7	9	8	11	10	10	12	11	12	10	12	13	13	14	15	16	16	16	18	21	22	26	33	34	34	38	40	39	42	43	44	0	3	1	3	6	3	5	5	4	5	5	8	3	3	4	4	12	14	15	15	15	21	18	16	24	25	26	0	27	0	29	26	32	33	1	1	2	1	1	1	1	1	1	2	1	1	2	4	4	2	2	1	2	1	2	1	3	5	2	3	1	1	2	1	1	3	1	1
28500	-239.334309297094990	-246.189797248054361	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611008183561707	4	6	5	7	9	7	10	10	9	13	12	11	10	11	14	12	15	15	16	18	18	18	22	22	24	34	35	32	38	40	40	40	43	43	0	3	1	3	6	3	5	5	4	8	8	5	2	6	4	6	5	14	15	15	19	15	18	16	24	24	26	0	27	0	29	29	32	32	1	1	1	1	2	2	1	1	1	2	1	1	2	2	3	3	2	2	1	3	1	3	3	4	2	5	1	1	1	1	1	1	2	2
29000	-217.554946734358595	-224.410434685317966	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696555277935772	4	6	5	7	9	8	10	10	10	12	12	12	11	12	14	13	14	15	15	19	17	18	21	21	26	32	34	35	38	40	41	41	43	45	0	3	1	3	6	3	5	5	4	8	5	7	2	6	4	4	12	14	15	21	19	15	18	16	24	24	26	0	26	0	29	29	32	32	1	1	1	2	1	1	1	1	2	1	2	1	2	2	3	2	1	2	1	1	1	2	2	4	3	4	1	1	3	1	1	1	1	2
29500	-229.377482565685654	-236.232970516645025	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662100745398697	3	6	5	7	8	10	10	9	10	12	12	12	11	11	13	12	14	16	17	18	18	19	22	22	25	32	34	35	38	40	40	42	43	45	0	3	1	3	4	3	5	5	4	8	5	7	2	6	4	4	12	14	15	19	19	21	18	16	24	25	26	0	27	0	29	26	32	33	1	1	1	2	1	2	1	1	2	2	3	1	2	1	3	3	1	2	1	1	1	1	2	5	2	4	1	1	2	1	2	5	1	1
30000	-246.225555743964321	-253.081043694923693	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.517539996608624	2	6	5	8	8	9	9	10	10	12	11	11	10	12	13	14	15	14	15	19	16	18	22	21	25	32	34	36	38	41	41	41	43	43	0	3	1	3	3	3	5	7	4	6	5	8	2	6	9	9	12	6	15	15	15	21	18	16	24	25	26	0	26	0	29	27	32	32	1	1	2	2	2	2	1	1	1	2	2	1	2	2	1	2	2	2	1	3	2	1	4	3	2	4	1	1	3	1	2	4	1	1
30500	-229.176301694545998	-236.031789645505370	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.581335886934763	3	6	5	7	9	8	11	10	11	10	12	10	11	11	13	14	14	15	15	18	17	17	23	22	26	32	35	35	38	40	39	40	43	43	0	3	1	3	6	3	5	5	4	5	5	5	2	3	4	15	12	14	15	19	19	15	14	16	24	25	26	0	27	0	29	27	32	32	1	1	1	1	1	1	1	1	3	1	2	1	2	3	3	1	2	2	2	2	1	1	5	3	2	3	2	1	2	1	1	2	2	2
31000	-243.835264148617171	-250.690752099576542	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.581915808161402	3	6	5	8	8	6	10	9	11	13	11	12	12	13	13	13	14	16	16	18	15	17	21	20	23	32	34	36	38	40	41	40	42	44	0	3	1	3	6	3	8	5	4	5	5	11	2	6	4	4	12	14	14	15	15	15	14	4	24	25	26	0	27	0	29	29	32	33	1	1	1	1	1	1	1	1	2	3	2	1	4	4	2	2	1	2	2	2	1	2	5	5	2	5	1	1	2	1	1	1	1	1
31500	-227.035923476880669	-233.891411427840040	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597725330023371	3	6	5	7	9	7	11	10	10	13	11	11	11	13	14	11	14	16	16	18	17	17	22	21	25	32	35	35	39	40	40	41	43	44	0	3	1	3	6	3	8	5	4	7	8	8	2	6	4	4	12	15	15	15	15	15	18	15	24	25	26	0	27	0	29	29	32	32	1	1	1	1	2	1	1	1	2	1	1	1	2	3	3	1	1	1	1	2	2	1	3	4	2	4	2	1	3	1	1	1	1	3
32000	-233.705961064861782	-240.561449015821154	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636078033358586	4	6	5	8	8	10	10	9	10	13	11	10	11	10	13	12	14	16	16	18	17	18	22	22	25	33	35	36	38	40	40	40	42	45	0	3	1	3	3	4	8	5	4	8	8	5	2	5	4	4	12	14	15	15	19	21	6	15	24	24	26	0	27	0	29	29	32	33	1	1	1	2	2	1	1	1	1	2	1	1	3	1	3	2	2	2	1	3	1	1	6	6	1	5	1	1	2	1	1	2	1	1
32500	-243.676703195720506	-250.532191146679878	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.506226858966480	3	6	5	8	8	9	11	10	11	12	10	12	11	12	12	13	14	15	15	19	15	18	22	21	25	32	34	36	38	39	41	41	43	44	0	3	1	3	3	3	8	5	4	5	5	11	2	6	6	9	12	6	15	19	15	21	18	16	24	25	26	0	27	0	29	29	32	31	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	2	2	2	1	2	3	4	2	3	1	1	3	1	2	2	1	2
33000	-221.108086237889097	-227.963574188848469	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596935132466770	4	6	5	8	8	7	9	10	10	12	12	12	10	11	13	13	15	15	15	16	16	18	22	22	26	32	34	36	39	41	40	41	43	44	0	3	1	3	6	3	5	5	4	5	5	8	2	6	4	4	12	14	15	15	15	19	18	16	24	25	26	0	27	0	27	29	32	33	1	1	1	2	1	1	1	1	1	2	2	1	2	2	2	2	1	2	1	2	2	2	2	4	2	3	1	1	2	1	2	1	1	1
33500	-221.725561516471942	-228.581049467431313	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661005725887530	4	6	5	7	8	9	10	9	10	13	10	11	11	11	12	13	14	15	14	18	17	18	21	23	26	33	34	35	38	40	40	42	44	45	0	3	1	3	3	3	8	5	4	7	8	5	2	6	4	15	12	14	15	15	15	21	18	16	24	25	26	0	27	0	29	29	32	33	1	1	1	1	2	2	1	1	2	2	1	2	3	1	3	1	1	2	1	2	2	1	3	5	1	3	1	1	2	1	1	2	1	1
34000	-220.560397011896782	-227.415884962856154	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.529826852233036	3	6	5	7	9	8	10	10	10	11	12	12	11	12	13	13	14	16	17	19	17	15	22	22	26	33	34	36	38	40	40	40	42	42	0	3	1	3	6	3	5	5	4	5	7	8	2	6	4	4	12	14	22	19	22	15	18	16	24	24	26	0	27	0	29	29	29	32	1	1	1	1	1	2	1	1	1	2	1	1	3	2	3	2	1	2	1	1	1	1	3	5	2	5	1	1	3	1	1	1	2	1
34500	-234.598894680191677	-241.454382631151049	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.568079994232544	3	6	5	8	9	7	10	10	10	10	12	12	11	12	13	14	13	16	15	16	17	19	22	21	26	33	35	35	39	41	40	42	43	45	0	3	1	3	6	3	5	5	4	5	8	5	2	4	4	14	12	6	15	15	19	21	6	18	24	25	26	0	27	0	29	29	32	33	1	1	1	2	1	1	1	1	1	1	1	2	3	2	2	1	1	5	1	2	1	2	7	2	3	2	1	1	3	1	1	2	1	1
35000	-238.201933333777305	-245.057421284736677	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.542135547458913	4	6	5	6	8	9	10	9	11	12	12	12	12	13	13	14	14	15	16	17	18	17	22	23	25	34	35	35	38	40	41	40	42	45	0	3	1	3	3	3	5	5	4	7	7	7	9	6	4	15	12	14	15	19	19	15	18	16	24	24	26	0	26	0	29	29	32	33	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	3	4	5	1	3	1	1	2	1	2	1	1	2
35500	-222.638609123308385	-229.494097074267756	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673332598964249	2	6	5	8	8	7	10	10	10	12	12	12	10	11	13	13	15	15	15	17	17	18	22	21	26	33	35	35	38	40	40	42	43	44	0	3	1	3	6	3	5	5	4	8	8	5	2	6	4	4	12	14	15	19	19	21	18	16	24	25	26	0	27	0	29	29	29	32	1	1	1	2	1	1	2	1	1	1	2	2	2	2	2	3	1	2	1	2	1	1	3	3	3	4	1	1	1	1	1	3	2	1
36000	-233.862066887907162	-240.717554838866533	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663496861228598	3	6	5	6	8	7	10	9	10	12	11	11	11	12	12	13	14	15	14	18	16	18	22	23	26	32	35	35	39	41	40	41	44	42	0	3	1	3	3	3	8	5	4	5	8	5	2	6	4	14	14	14	15	21	15	21	18	16	24	25	26	0	27	0	29	29	34	29	1	1	1	1	2	1	1	1	1	2	1	2	2	4	3	1	1	1	1	1	2	1	3	5	1	2	2	1	2	1	1	1	1	2
36500	-230.171782254775081	-237.027270205734453	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.508588312136940	3	6	5	7	9	9	11	10	10	12	11	11	11	12	12	13	15	15	17	19	17	16	21	23	26	33	35	35	38	39	40	41	43	44	0	3	1	3	3	3	8	5	4	7	8	8	2	6	4	15	12	14	22	21	15	15	18	16	24	25	26	0	26	0	29	26	32	33	1	1	1	1	1	2	1	1	2	1	1	1	3	1	2	1	2	2	1	2	2	2	3	4	2	3	1	1	2	1	1	2	1	1
37000	-228.861912826161756	-235.717400777121128	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.573587381566647	4	6	5	8	7	8	10	10	11	12	11	11	10	12	14	12	14	15	16	18	16	18	22	23	25	33	35	36	39	40	40	41	42	45	0	3	1	3	3	3	5	5	4	8	5	8	2	6	4	4	7	14	15	19	15	21	14	16	24	24	26	0	26	0	29	29	29	33	1	1	1	2	1	1	2	2	1	1	2	1	2	2	2	3	2	2	2	2	1	1	5	4	1	5	1	1	3	1	1	1	1	2
37500	-239.515143358241261	-246.370631309200633	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.491944809332573	4	6	5	7	8	9	10	9	9	12	11	10	11	12	13	13	14	16	17	18	16	19	22	23	25	34	35	35	39	41	41	41	43	44	0	3	1	3	3	2	5	5	4	11	8	5	2	6	4	4	12	14	15	21	15	20	14	16	24	24	26	0	27	0	29	29	32	33	1	1	1	1	2	2	2	1	1	1	2	1	2	1	2	2	2	2	1	2	2	1	4	4	1	4	1	1	2	1	1	1	2	1
38000	-239.975235142376278	-246.830723093335649	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.493399042045598	3	6	5	7	8	10	10	9	8	12	12	11	12	13	14	12	14	14	16	18	17	19	22	22	26	34	35	35	37	41	39	41	43	45	0	3	1	3	3	3	8	5	4	5	8	5	2	6	4	4	12	14	15	15	15	15	14	15	24	25	26	0	26	0	29	26	32	32	1	1	1	1	2	2	1	1	1	3	2	1	2	2	3	2	2	1	2	2	1	2	4	3	2	5	1	1	1	1	1	4	1	2
38500	-217.759199222487979	-224.614687173447351	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661259507278903	3	6	5	7	9	7	10	8	10	12	11	12	10	12	12	13	14	16	16	18	18	18	22	23	25	33	34	36	37	39	40	41	43	45	0	3	1	3	8	3	8	6	4	8	8	5	2	6	4	15	12	14	15	19	19	19	18	16	24	25	26	0	27	0	29	29	32	33	1	1	1	1	1	1	2	1	2	2	2	1	2	3	3	1	1	2	3	1	1	1	3	5	1	4	1	1	2	1	1	3	1	1
39000	-227.021187060116461	-233.876675011075832	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.549871334831055	3	6	5	7	9	8	11	10	10	12	11	11	11	12	13	12	13	16	16	18	15	19	22	22	24	33	34	35	38	41	40	41	43	44	0	3	1	3	3	3	8	5	4	11	8	5	2	6	4	4	12	14	15	15	15	21	14	16	24	24	26	0	26	0	29	29	32	32	1	1	1	1	2	1	1	1	2	1	1	1	2	2	2	2	1	2	1	2	1	2	5	7	1	4	1	1	1	1	1	1	1	2
39500	-228.068700448258369	-234.924188399217741	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685187205899023	3	6	5	8	7	10	10	9	11	13	11	11	10	11	13	14	15	16	17	19	18	19	21	22	26	33	34	34	39	39	40	42	43	44	0	3	1	3	3	3	8	5	4	11	8	8	3	6	4	4	12	6	15	19	19	21	18	16	24	25	26	0	27	0	29	29	32	32	1	1	1	2	1	2	1	1	2	1	1	1	2	1	2	3	2	3	1	1	1	1	2	3	2	4	1	1	3	1	1	1	1	1
40000	-232.807853222507589	-239.663341173466961	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621459882268237	2	6	5	8	7	9	8	10	11	12	9	11	10	11	12	14	14	15	15	18	16	18	22	22	26	33	35	36	37	40	40	41	43	43	0	3	1	3	3	5	5	7	4	8	7	7	2	6	4	4	12	14	15	4	19	21	18	16	24	25	26	0	27	0	29	29	32	32	1	1	1	2	2	1	1	1	1	1	1	2	2	1	2	3	2	2	2	3	1	1	3	3	2	2	1	1	1	1	3	2	1	1
40500	-226.155070067131390	-233.010558018090762	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643879276308938	2	6	5	7	9	8	10	9	9	12	11	12	12	11	14	14	14	15	15	17	16	18	22	22	25	33	35	35	38	40	40	42	43	44	0	3	1	3	6	3	8	6	3	11	5	5	2	3	4	4	12	14	15	15	15	21	14	16	24	25	26	0	27	0	29	29	32	32	1	1	2	1	1	1	1	1	2	1	1	1	3	2	4	4	1	1	1	1	1	1	4	4	1	4	1	1	2	1	1	2	1	1
41000	-242.262344702086068	-249.117832653045440	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.473976374093746	1	6	5	7	9	9	10	8	10	13	11	11	10	13	14	13	15	15	16	17	17	18	22	23	25	33	35	35	37	41	39	41	43	44	0	3	1	3	8	4	5	3	4	5	5	5	2	6	4	4	12	14	14	19	19	21	14	16	24	24	26	0	27	0	26	31	31	31	1	1	1	1	1	1	1	2	2	2	1	1	3	2	4	3	2	1	1	1	1	1	5	4	2	4	1	1	1	1	4	1	2	2
41500	-224.273463942030020	-231.128951892989392	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677636575532045	3	6	5	7	10	9	9	8	10	13	11	11	10	12	12	14	15	15	15	17	17	18	23	23	24	33	35	35	38	39	40	41	43	45	0	3	1	3	7	3	8	3	6	11	5	8	2	6	4	15	12	14	15	19	19	21	18	16	24	24	26	0	27	0	29	29	32	33	1	1	1	1	1	2	1	3	1	1	1	1	2	2	2	1	2	2	2	1	1	1	3	4	1	3	2	1	2	1	1	1	1	1
42000	-219.709174319839690	-226.564662270799062	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.467317779463967	4	6	5	7	9	8	10	8	10	12	11	11	11	13	14	13	14	14	16	17	17	18	22	23	25	33	35	35	38	39	40	41	43	43	0	3	1	3	8	3	5	3	4	11	5	8	2	6	4	4	12	14	15	15	19	21	18	16	24	24	26	0	27	0	29	29	32	32	1	1	1	1	1	2	1	2	2	1	1	2	3	3	3	4	2	1	1	1	1	1	4	5	1	5	1	1	2	1	1	1	1	1
42500	-218.235488774284391	-225.090976725243763	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.554517404036488	3	6	5	8	9	9	11	8	10	13	11	11	11	13	14	13	14	15	16	19	17	19	22	21	24	33	35	35	38	40	40	40	43	42	0	3	1	3	8	3	5	3	4	5	5	8	2	6	4	4	12	14	15	21	15	21	18	16	24	25	26	0	27	0	29	29	32	32	1	1	1	2	1	2	1	2	1	2	1	2	3	2	2	2	2	1	1	1	2	2	3	5	1	5	1	1	1	1	1	1	1	1
43000	-232.100991685760448	-238.956479636719820	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658756085921310	3	6	5	8	9	9	9	8	10	13	12	11	11	13	13	13	14	15	16	17	16	19	23	22	26	33	34	35	39	40	40	41	43	44	0	3	1	3	8	3	8	3	4	5	7	8	2	6	6	4	12	14	15	19	15	21	18	16	24	25	26	0	27	0	27	29	32	33	1	1	1	1	1	2	1	2	1	2	2	1	3	2	1	3	2	1	2	1	2	1	3	4	1	3	1	1	3	1	3	1	1	1
43500	-228.183324549549155	-235.038812500508527	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.411615385569928	3	6	5	7	10	7	11	9	10	12	11	12	11	13	13	14	14	15	15	17	17	18	22	20	26	33	35	33	39	39	40	41	43	44	0	3	1	3	8	3	8	6	4	8	8	11	2	6	4	4	12	14	15	15	15	15	18	16	24	24	26	0	27	0	29	29	32	32	1	1	1	1	1	1	1	1	2	2	1	1	2	2	3	3	1	2	1	2	2	2	4	4	3	8	2	1	2	1	1	1	1	1
44000	-233.115098306100350	-239.970586257059722	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.529977809662764	3	6	5	7	9	7	10	8	10	12	12	11	10	12	14	14	15	15	16	19	18	18	21	22	26	34	35	34	39	40	40	39	43	44	0	3	1	3	8	3	8	6	4	5	8	8	2	6	4	14	12	14	15	22	19	15	18	16	24	24	26	0	27	0	29	26	32	29	1	1	1	1	1	1	2	1	2	1	2	1	2	2	3	1	2	2	1	1	1	2	2	4	2	4	1	1	3	1	1	2	2	3
44500	-240.091756311497704	-246.947244262457076	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.547323102730962	4	6	5	7	9	7	11	8	10	13	12	11	12	13	13	14	15	15	14	17	18	19	23	23	26	32	34	35	38	41	39	41	43	44	0	3	1	3	8	3	5	6	4	8	7	8	2	6	1	15	12	15	15	15	15	21	18	15	24	25	26	0	26	0	29	27	32	33	1	1	1	1	1	1	1	1	2	3	1	1	2	3	5	1	3	1	1	3	2	1	3	3	2	3	1	1	2	1	1	2	1	1
