step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111
1	-2618.985548209363060	-2624.924745428448205	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.249053046974604	0	1	1	3	3	3	3	4	4	3	4	4	4	4	5	5	5	6	6	5	7	7	7	6	8	8	9	8	9	7	8	8	8	8	10	9	8	10	9	10	10	10	10	11	10	11	11	11	10	11	11	10	11	11	11	12	12	12	13	11	14	13	13	13	13	14	12	13	12	14	13	14	14	13	14	15	13	14	15	16	14	15	16	16	15	14	17	15	15	17	18	16	16	17	15	16	17	17	18	17	19	18	18	18	19	19	20	20	20	21	23	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	4	4	4	3	4	4	5	4	5	4	4	4	4	4	5	5	4	5	5	5	5	5	5	6	5	6	6	6	5	6	6	5	6	6	6	6	6	6	7	6	7	7	7	7	7	7	6	7	6	7	7	7	7	7	7	8	7	7	8	8	7	8	8	8	8	7	9	8	8	9	9	8	8	9	8	8	9	9	9	9	10	9	9	9	10	10	10	10	10	11	12
500	-945.625269500647505	-951.564466719732764	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.328316440370028	-1	0	1	3	1	3	3	3	3	3	5	5	4	4	4	5	5	5	5	6	8	7	7	6	8	8	9	7	6	6	8	5	8	8	10	8	8	11	6	11	10	8	11	9	11	11	10	11	9	11	12	10	12	10	11	10	13	12	14	9	14	12	13	12	14	13	12	14	12	12	13	14	15	14	14	14	12	14	15	17	14	15	16	16	15	14	16	13	16	17	17	15	17	18	16	17	17	17	18	17	20	18	18	17	19	20	20	21	21	22	23	0	1	1	2	2	3	3	5	5	5	9	4	4	10	9	7	8	2	10	15	8	10	4	16	16	18	36	9	18	19	20	7	20	7	25	6	18	30	32	27	42	30	37	32	28	6	24	25	7	28	37	39	32	5	39	18	32	55	16	39	54	18	58	39	18	32	37	57	19	39	47	25	39	54	44	18	48	39	63	25	32	56	45	16	52	69	53	39	48	56	78	60	70	81	70	44	75	53	60	18	39	87	60	60	56	64	85	56	95	56	88	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	2	3	2	2	1	2	2	1	2	1	1	1	1	1	2	2	2	2	3	1	2	2	1	2	2	2	5	2	2	2	2	2	2	5	5	2	3	4	1	5	2	3	3	1	3	5	4	2	1	4	4	1	4	5	3	3	4	1	5	1	4	5	5	2	4	2	2	2	5	3	4	2	3	3	2	3	5	2	3	3	8	9	2	8	6	7	3	2	6	2	6	8
1000	-828.212449791927497	-834.151647011012756	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.493307362530713	-1	1	1	3	2	1	4	4	3	3	3	4	5	4	5	6	5	6	6	6	7	7	6	7	7	7	8	6	9	8	7	9	8	8	10	10	8	11	9	9	11	10	11	11	11	12	11	12	11	12	11	10	11	11	11	9	11	12	14	10	15	13	13	13	14	14	11	13	13	15	12	15	14	13	14	15	13	14	16	17	14	15	16	17	16	13	17	14	14	16	19	16	16	16	12	16	17	16	19	18	19	18	17	18	19	20	19	20	19	21	23	0	1	1	2	2	1	6	9	5	2	2	11	4	3	9	3	11	8	9	15	8	10	11	7	7	28	7	7	18	19	20	16	15	16	27	7	18	19	16	7	30	9	37	60	28	34	27	32	24	37	37	27	40	8	32	18	35	32	36	39	38	43	39	53	18	25	37	52	30	39	24	48	32	38	39	56	48	44	60	75	48	56	45	89	68	42	77	95	57	56	87	75	81	77	27	88	95	88	85	56	88	87	95	97	56	95	39	56	95	90	109	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	3	1	1	1	1	2	3	2	2	2	1	4	2	1	1	1	2	3	1	1	2	1	3	2	3	2	3	2	1	1	2	2	2	2	2	2	1	1	4	1	2	1	1	1	1	1	1	2	1	4	3	2	1	4	4	2	2	2	2	3	4	1	1	2	2	2	3	2	2	1	1	1	1	2	4	1	1	2	2	1	1	3	1	2	4	4	1	2	1	7	4	5	5	2	2	2
1500	-757.041742380569644	-762.980939599654903	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.578805297486634	-1	1	2	4	3	3	2	4	5	2	2	4	4	5	4	5	6	7	6	5	7	6	8	6	7	8	8	9	9	7	8	8	8	7	10	8	9	10	9	10	11	9	10	10	10	11	12	12	10	12	11	10	12	11	11	12	13	11	13	11	14	13	13	13	13	14	12	12	11	14	14	15	14	13	13	14	14	15	14	15	14	14	16	16	15	14	17	16	14	17	19	17	15	17	15	15	18	18	18	17	19	19	18	18	20	20	19	20	21	20	23	0	1	1	11	2	1	1	3	6	2	2	11	11	5	5	3	5	17	5	6	8	8	11	6	6	19	16	2	18	19	20	24	20	24	27	7	18	30	32	27	42	5	37	39	18	24	36	35	7	37	43	39	39	30	39	29	35	39	16	44	38	43	68	55	18	48	37	52	30	58	24	32	53	42	44	28	57	58	60	60	32	56	65	48	52	69	77	79	48	56	94	72	48	77	55	79	88	96	85	76	92	87	88	95	56	95	85	76	95	90	109	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	5	2	2	1	2	2	2	1	2	1	1	1	1	3	1	1	1	1	1	2	1	1	1	2	3	1	4	2	1	1	2	2	2	2	2	1	4	1	2	2	1	1	2	2	2	1	2	2	6	5	1	2	1	2	1	2	2	2	4	1	1	2	2	2	2	1	1	3	1	1	1	2	2	1	1	2	2	2	1	1	1	1	5	3	2	2	2	2	1
2000	-785.197152134558110	-791.136349353643368	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.535343335994578	0	1	1	3	2	3	4	4	4	3	4	4	5	5	6	6	6	6	6	5	7	7	6	6	8	7	9	7	9	7	6	8	8	8	10	9	9	10	9	10	10	10	11	12	11	11	12	11	11	12	12	10	11	11	12	12	13	12	13	11	14	13	12	13	13	14	13	13	12	13	13	15	15	13	14	14	12	13	15	15	13	15	16	16	16	15	17	16	13	18	18	17	14	17	15	15	17	18	17	16	20	18	17	18	19	18	19	20	21	22	22	0	1	1	2	2	3	3	5	5	5	2	4	4	5	5	3	8	8	9	5	8	15	11	7	16	18	6	18	18	19	20	16	20	24	16	7	18	19	3	16	30	9	37	16	18	34	39	39	40	37	37	32	52	19	60	29	35	52	16	39	38	43	39	60	28	48	37	39	30	58	39	35	39	54	55	29	35	52	60	55	27	56	65	93	68	30	57	44	48	76	57	96	36	57	63	44	95	79	68	56	80	44	95	88	100	96	99	90	106	105	109	1	1	1	2	1	1	2	1	1	1	2	1	2	2	2	2	1	1	1	1	2	1	1	1	1	1	4	1	1	1	1	1	2	1	2	2	2	2	3	2	3	5	1	3	2	2	1	1	1	2	1	1	1	3	1	2	2	1	4	1	2	1	1	2	2	1	3	2	3	1	2	2	2	1	1	2	1	1	2	2	3	1	1	1	1	4	1	2	1	1	1	1	3	3	1	2	2	2	2	2	3	2	1	1	1	1	1	1	1	2	1
2500	-697.443730986575360	-703.382928205660619	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.637589358554319	-1	1	1	2	3	3	4	4	4	4	4	4	4	3	4	5	5	6	5	6	7	7	7	6	8	8	8	8	10	7	9	9	9	7	10	8	8	11	8	10	9	11	10	12	11	11	11	11	10	11	12	10	10	10	11	12	13	12	13	11	14	13	13	13	14	11	13	11	12	14	13	15	14	13	14	16	13	13	15	16	15	15	16	15	15	15	17	16	14	16	15	16	16	17	15	16	18	17	18	18	20	18	18	17	19	18	20	20	20	22	23	0	1	1	2	2	3	3	5	5	5	4	4	4	2	5	3	8	8	9	7	8	10	4	7	7	18	7	18	28	19	20	27	20	24	25	1	18	54	16	27	30	30	37	60	28	16	36	7	27	37	37	36	32	30	53	29	35	53	40	53	38	43	53	44	45	35	28	39	54	58	36	66	68	42	53	56	36	39	78	75	39	56	65	35	68	54	91	79	66	56	77	60	66	77	68	79	95	95	85	90	92	77	95	95	90	88	99	90	106	105	109	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	1	2	2	1	1	2	1	2	1	1	5	1	1	2	1	1	2	1	1	1	3	2	3	1	2	2	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	3	2	1	1	2	2	2	1	3	2	2	2	1	1	3	2	1	3	2	3	1	1	1	2	1	2	2	2	3	1	2	1	2	1	2	3	2	1	2	1	1	2	1	2	2
3000	-699.363432371913063	-705.302629590998322	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.726617839914695	-1	2	1	3	1	3	3	4	4	3	4	4	5	4	4	6	6	6	6	6	7	7	8	7	8	8	8	8	10	7	8	8	8	5	10	9	8	10	9	10	9	7	10	12	10	10	11	11	10	8	12	10	11	12	11	12	13	12	14	11	13	13	13	13	12	13	12	13	12	14	14	13	14	13	14	16	14	14	15	16	13	14	16	14	16	15	18	15	15	17	17	16	16	16	16	16	17	17	18	17	20	17	19	19	19	18	20	20	20	21	23	0	5	1	2	1	3	3	5	5	5	4	6	4	5	6	7	8	9	9	15	8	10	4	34	7	18	7	18	18	8	20	16	20	6	32	16	18	19	25	25	42	5	37	39	28	34	34	35	36	18	37	32	39	19	39	29	35	53	40	39	30	67	60	44	45	48	37	53	38	58	46	48	68	38	55	56	35	58	63	44	48	56	45	81	52	54	91	75	81	56	89	44	57	66	52	44	88	95	85	76	92	57	96	98	90	96	99	105	106	105	109	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	2	2	2	2	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	2	2	1	1	1	2	2	1	3	1	1	2	1	2	1	3	1	1	1	2	2	2	1	2	1	3	1	1	2	1	2	2	1	1	2	1	1	3	1	3	1	1	1	1	2	1	2	2	2	3	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
3500	-676.145886205426677	-682.085083424511936	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.703293015304937	-1	1	2	3	2	4	3	4	3	4	5	5	5	5	4	5	6	6	6	5	7	7	6	7	7	8	9	9	10	7	7	8	7	9	11	8	8	8	9	11	10	10	11	10	10	10	11	11	8	12	10	10	11	10	12	12	12	11	14	11	14	14	14	12	13	14	12	13	12	15	13	14	15	14	15	13	14	15	15	16	14	14	16	16	16	14	17	13	16	17	18	17	17	18	15	17	17	17	18	16	19	18	18	18	19	19	20	21	20	20	23	0	1	1	2	2	3	3	5	5	5	4	4	4	9	5	7	8	8	9	15	8	10	4	16	16	18	6	18	28	19	20	25	20	24	27	16	18	30	32	36	19	30	51	39	18	49	34	36	16	51	37	39	39	30	44	29	25	39	40	39	69	43	55	44	28	57	37	52	19	58	48	35	52	38	55	56	57	53	60	78	36	56	65	48	68	69	35	60	81	82	66	79	57	77	88	95	95	95	85	76	92	81	95	98	90	95	99	90	106	105	109	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	1	2	2	1	1	2	1	2	1	1	2	1	1	2	1	2	1	3	2	2	1	3	2	2	1	1	2	2	1	3	1	2	2	1	2	3	1	1	1	2	1	2	2	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	2
4000	-717.675373539705220	-723.614570758790478	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.741552235330829	-1	1	1	3	2	2	3	3	4	4	4	4	5	4	5	4	6	6	6	5	6	7	5	6	8	5	10	8	8	8	8	8	8	8	10	9	8	10	8	11	11	9	10	10	9	11	12	11	11	11	11	11	12	10	11	12	13	13	14	12	15	14	14	13	14	13	13	13	11	14	14	14	14	14	14	15	13	15	15	16	15	15	14	16	15	14	17	15	14	18	18	17	17	18	16	17	16	17	17	17	19	19	18	19	19	19	21	20	20	21	22	0	1	1	2	2	3	3	5	5	2	4	4	4	5	9	3	8	26	5	9	8	21	4	16	16	8	16	18	26	19	20	16	20	24	39	16	18	30	16	36	30	30	37	39	28	27	24	25	32	37	37	44	39	30	44	29	35	52	49	44	42	43	53	53	45	25	43	53	42	58	47	66	60	69	60	56	35	58	63	79	27	56	45	57	68	69	77	60	48	76	77	88	81	77	79	97	53	60	85	76	96	87	97	88	76	97	99	90	106	105	109	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	2	1	2	1	3	1	2	1	1	2	2	1	1	2	1	1	2	1	1	1	2	1	1	1	2	2	2	2	1	1	2	1	1	2	2	1	2	2	4	2	1	1	2	3	2	1	1	1	1	1	1	1	2	1	1	2	1	1	3	3	2	2	1	2	2	2	1	2	1	2	1	3	1	1	2	3	1	1	1	1	1	2	2	2	2	1	1	1	2
4500	-728.278772208873420	-734.217969427958678	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.671659269718941	0	1	1	4	2	3	2	4	3	3	3	5	4	5	5	5	6	5	4	6	7	8	8	7	8	8	7	7	10	6	9	6	8	9	10	9	9	9	8	10	11	10	10	10	11	11	9	11	11	11	11	11	11	11	12	12	9	13	13	12	14	13	11	13	13	13	13	13	13	15	13	15	14	13	11	14	13	14	15	17	15	16	16	15	15	15	17	15	15	18	18	16	15	15	16	16	17	17	19	16	20	17	17	18	19	17	21	20	21	21	23	0	1	1	2	2	2	3	11	5	5	2	4	11	9	9	7	8	8	5	8	8	10	11	16	32	18	7	18	28	19	20	7	20	24	57	27	18	19	32	27	38	30	28	39	28	34	7	35	36	37	37	39	39	5	75	29	25	53	36	44	54	43	44	44	28	48	51	53	54	58	46	66	68	38	44	29	35	52	60	88	66	76	45	35	68	42	81	44	48	56	35	64	48	77	79	68	95	96	85	76	79	94	79	98	76	88	99	76	106	108	109	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	2	2	2	2	1	1	2	1	2	1	1	3	3	1	1	1	2	1	1	2	1	2	1	1	2	1	2	2	4	1	1	1	1	1	1	1	2	1	2	3	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	2	2	1	2	1	3	2	3	4	2	2	1	1	1	1	1	2	1	2	2	1	1	2	1	1	3	2	1	1
