step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102
50000	-407.343392062534178	-405.755412482255451	-1.587979580278710	0.000093520812634	0.000022946522406	0.245362735418484	0.786240641570954	0	2	3	3	2	3	5	4	5	4	7	6	7	6	6	6	8	7	6	9	10	8	8	8	7	9	11	10	10	9	8	7	10	11	11	10	10	9	9	10	11	10	13	12	12	11	10	10	12	11	12	12	9	12	11	12	13	13	12	13	11	14	14	12	12	13	14	13	13	15	15	12	15	16	15	13	12	14	15	15	17	15	16	18	13	14	17	17	18	15	16	15	17	16	19	19	19	18	21	21	20	21	0	1	5	2	1	1	4	2	8	6	9	6	6	10	4	10	18	3	6	22	31	14	10	18	7	6	40	11	16	11	12	9	31	53	33	31	14	2	24	8	16	31	44	48	22	17	23	17	8	23	31	48	14	28	25	47	50	50	20	44	20	39	11	38	42	33	68	33	30	27	78	21	55	86	51	77	21	21	57	65	78	47	82	90	50	60	92	45	60	67	63	60	60	73	63	88	98	87	96	74	88	44	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	3	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	3	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	2	1	2
50500	-403.771350718797294	-402.216064132466897	-1.555286586330424	0.000070279685529	0.000018365073361	0.261314108374233	0.579948476168348	1	2	3	3	2	3	5	4	5	5	7	7	7	6	6	6	7	6	8	9	7	8	8	9	6	10	11	9	10	9	7	9	11	9	10	10	10	9	9	12	11	11	13	10	12	12	8	10	8	11	11	12	12	13	11	12	13	12	10	14	13	14	15	12	11	14	15	15	13	15	14	15	13	17	14	14	11	14	16	15	17	16	15	16	13	17	17	16	17	17	16	19	15	16	18	19	18	18	19	21	19	21	0	1	1	1	1	1	3	6	4	5	10	6	18	2	7	5	9	3	15	7	25	6	12	10	7	4	10	19	15	13	6	10	29	19	30	13	31	14	15	37	17	29	15	13	30	34	18	22	11	20	48	26	48	32	18	37	41	20	22	58	65	5	57	21	29	46	85	65	41	61	64	7	64	19	73	46	38	45	57	44	84	71	58	54	51	71	66	78	70	66	72	57	71	78	52	89	68	31	73	99	81	11	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	2	1	2	1	2	3	1	2	1	2	2	1	1	1	2	2	1	2	1	2	1	3	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	4	1	2	1	1	1	2	1	1	1	5	1	5	1	1	1	1	2	3	1	1	1	2	1	1	1	1	1	2	1	3	1	1	3	1	2	4	3	1	1	6
51000	-396.396907861856164	-394.901893914063123	-1.495013947793016	0.000121395337208	0.000036198024248	0.298182986927133	0.694279672717655	0	1	4	2	2	2	5	5	6	3	7	7	8	6	7	6	9	7	5	9	9	9	8	7	7	9	10	9	8	9	9	10	9	10	11	11	11	9	9	11	12	11	13	11	9	11	11	11	10	9	10	13	11	14	11	14	13	11	12	13	13	14	15	12	13	13	15	14	13	14	14	13	14	14	14	12	12	14	16	15	17	16	15	18	16	15	17	13	16	16	17	18	17	17	17	20	18	19	18	21	21	20	0	1	2	1	1	2	1	6	8	6	19	4	14	10	2	19	25	16	4	12	18	6	16	14	5	25	9	9	12	9	25	30	9	13	31	28	34	14	11	45	25	23	11	23	15	45	17	22	10	9	13	58	39	41	39	53	40	33	46	42	55	17	75	27	42	50	71	52	51	57	72	40	35	77	65	31	40	64	78	65	67	47	75	80	25	51	86	58	80	86	86	34	43	90	79	92	90	80	87	98	99	54	1	1	1	2	1	1	2	2	1	1	1	2	1	2	3	1	1	1	1	1	1	2	1	1	3	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	2	1	5	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	1	1	1	1	1	3	2	1	1	1	1	2	1	1	1	3
51500	-381.305207274996633	-379.717400638407071	-1.587806636589581	0.000073770783430	0.000018106408742	0.245441459338675	0.758458056908042	0	2	4	2	3	3	4	4	6	5	6	7	8	6	5	6	8	6	8	8	9	8	7	8	6	8	10	11	10	8	8	10	11	10	10	10	9	10	10	11	12	11	13	11	11	11	10	10	11	10	11	12	11	14	11	13	12	13	13	13	13	15	15	12	13	13	14	14	13	15	14	13	13	16	14	14	13	13	14	15	18	13	15	18	16	17	18	16	17	17	15	18	17	15	17	20	16	19	20	21	20	19	0	1	2	1	4	1	4	4	15	2	7	25	25	2	6	8	25	8	18	16	13	9	8	11	8	8	13	29	19	23	4	19	36	24	10	22	25	17	30	23	46	50	21	32	23	13	13	13	9	20	14	39	50	29	9	33	40	29	34	50	44	41	40	37	33	47	38	66	38	65	69	33	19	58	52	48	51	40	77	58	89	9	69	33	64	64	79	51	59	70	82	65	56	52	97	60	76	92	102	72	74	86	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	3	1	1	1	2	2	1	2	2	1	1	1	1	1	3	1	1	3	1	1	1	1	1	3	1	4	2	2	1	1	3	1	1	2	2	2	1	3	1	1	1	4	1	1
52000	-362.500395268414934	-360.987429837852176	-1.512965430562778	0.000107564039919	0.000030755895777	0.285931021185451	0.654159074323753	0	2	3	2	1	3	4	3	5	5	7	5	8	7	7	7	9	6	7	9	9	8	7	9	8	8	10	11	8	8	8	8	10	9	10	11	10	9	10	10	11	10	13	11	11	12	10	11	12	10	11	12	11	12	11	14	14	12	11	12	13	14	14	12	12	13	13	14	12	15	14	14	14	15	14	13	13	15	15	15	16	15	16	17	16	16	16	15	18	17	18	18	15	15	19	19	18	19	19	21	21	20	0	5	5	5	1	4	4	4	6	3	18	6	19	6	8	10	14	7	9	15	12	1	10	5	12	4	26	24	18	9	12	11	29	32	29	24	4	12	29	30	13	30	35	47	35	37	31	47	38	32	17	31	26	40	24	33	39	28	39	37	65	42	60	48	24	36	19	24	17	68	28	24	67	52	61	1	33	67	40	44	68	40	80	81	17	46	61	51	24	41	72	88	76	46	93	83	93	92	87	82	97	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	3	2	3	1	1	1	1	2	1	1	1	1	1	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	2	1	2	2	2	1	1	3	1	1	1	6	1	1	2	2	1	1	1	1	2	3	1	2	4	3	2	1	1	2	1	1	1	1	1	3	1	1
52500	-426.946081656856734	-425.512218710835157	-1.433862946021578	0.000128019288814	0.000045238824507	0.353375065009724	0.677063150458993	0	2	3	3	2	4	2	5	6	4	7	7	7	6	6	6	7	7	8	10	10	9	9	7	8	10	8	10	8	9	8	9	10	11	9	10	10	9	8	11	11	11	14	10	10	11	11	7	11	10	9	10	12	13	11	13	13	12	12	12	10	11	13	12	11	13	15	14	13	15	15	15	14	16	15	14	13	15	15	16	17	16	15	17	16	16	17	16	18	16	14	19	17	17	18	19	19	19	19	21	21	21	0	1	1	7	1	5	1	2	4	7	4	3	14	5	3	6	2	14	8	29	17	14	11	8	13	51	3	18	10	14	8	24	31	26	15	35	9	19	13	23	26	12	53	14	8	10	18	6	35	48	11	18	34	62	22	30	5	46	20	41	32	9	46	45	26	22	53	64	21	54	30	69	26	58	42	41	20	52	63	43	79	38	69	71	83	56	86	91	41	40	21	84	78	71	86	94	93	30	86	81	70	67	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	3	1	1	1	1	2	1	2	2	3	2	2	1	2	1	2	1	1	1	1	4	1	1	1	1	3	1	1	1	2	2	1	2	1	2	1	2	2	2	2	2	2	1	1	1	3	1	1	1	3	1	2	4	2	2	1	1	1	1	1	1	4	1	2	3	3
53000	-407.528082908323711	-406.009648534892960	-1.518434373430723	0.000091360249856	0.000025803804498	0.282440169966039	0.737242697607158	0	1	3	3	2	4	5	4	5	4	8	7	5	6	7	6	9	7	7	10	9	8	8	7	8	9	10	11	9	8	8	9	10	10	11	10	11	9	8	11	12	10	12	11	12	11	11	10	10	9	11	12	12	12	11	13	13	12	11	14	13	14	14	12	12	13	14	13	13	15	14	15	15	17	14	13	13	14	14	16	15	15	15	17	16	15	17	16	18	17	17	19	16	17	17	18	18	19	20	19	19	22	0	1	2	2	1	4	6	5	4	2	16	6	3	7	10	3	11	7	13	18	24	13	12	13	14	12	25	11	24	9	13	16	22	25	11	16	25	22	18	38	36	6	55	38	36	29	18	23	25	8	23	50	51	11	20	45	59	29	26	38	55	46	58	32	33	59	61	65	44	59	23	23	67	41	34	42	44	55	65	68	37	46	59	72	55	64	77	66	86	60	81	68	86	43	66	70	87	87	89	94	90	67	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	4	3	1	2	2	1	1	1	1	2	2	3	2	1	3	1	1	1	2	1	1	2	1	2	2	2	1	1	1	1	1	4
53500	-426.107062394859554	-423.911612202593687	-2.195450192265856	0.000130078786236	0.000014741309984	0.113326011187443	0.692427979152403	0	1	3	3	3	4	2	5	5	3	8	6	7	7	6	7	8	7	7	8	9	8	8	8	8	8	11	11	9	9	8	9	10	10	10	9	10	10	9	11	11	9	13	11	11	12	10	11	12	9	12	12	12	14	12	13	14	12	12	13	13	14	14	13	11	14	15	14	12	14	12	15	13	16	15	14	13	14	14	16	16	16	16	16	16	17	17	16	17	17	16	19	17	16	18	19	18	19	20	21	19	19	0	1	7	2	2	7	1	4	6	2	6	4	8	9	5	15	12	9	2	12	16	1	14	13	4	3	20	50	26	14	12	3	22	23	42	19	26	26	31	21	36	19	18	15	37	17	11	11	47	16	39	21	29	40	37	39	41	29	35	19	65	53	52	26	15	38	57	6	19	56	44	43	28	46	43	13	22	46	27	55	53	1	73	56	34	91	81	56	46	79	62	86	57	54	88	86	84	95	88	98	89	44	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	3	1	1	2	2	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	3	3	1	3	1	2	1	1	2	2	2	1	1	3	2	2	1	3	1	1	1	2	2	2	1	3	2	1	1	1	1	3	1	3	2	1	1	1	1	8	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	3
54000	-373.278930703816854	-371.877938730991957	-1.400991972824918	0.000151185171188	0.000060445738950	0.399812617037813	0.609015357882532	0	2	4	3	2	4	5	3	6	5	8	6	8	5	6	6	7	8	6	10	9	8	9	8	8	8	9	9	8	6	8	8	10	11	11	10	10	9	9	10	9	10	13	12	12	11	10	10	11	11	11	13	12	12	11	12	12	12	13	13	13	14	14	11	12	12	14	15	13	14	12	13	12	15	15	14	13	14	16	17	18	15	15	16	17	17	18	15	16	17	17	17	17	17	18	19	19	19	20	22	20	21	0	1	1	1	1	5	8	5	10	5	15	6	12	1	6	5	16	9	6	18	24	9	9	19	16	9	31	9	30	4	14	30	26	15	23	25	11	16	3	38	32	27	29	49	23	23	32	31	13	11	38	32	42	28	22	23	32	37	37	46	55	54	11	28	26	27	71	62	6	57	42	18	21	24	50	46	66	73	82	76	85	50	63	37	10	69	84	43	36	69	79	65	88	74	56	62	94	81	94	94	75	99	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	1	3	1	2	1	1	1	4	1	1	2	1	3	2	2	1	1	1	1	1	1	1	3	6	2	1	1	2	2	1	3	1	1	2	2	1	1	1	3	2	1
54500	-430.064172063257047	-428.563475973285335	-1.500696089971713	0.000073516508938	0.000021625939557	0.294164397489028	0.702187758168472	0	1	4	2	2	3	4	4	4	5	7	7	7	7	6	5	9	6	7	9	9	8	8	9	7	10	10	10	10	9	8	10	10	9	11	11	8	6	10	9	10	11	13	9	9	12	7	10	11	9	11	13	11	13	11	13	12	13	13	13	14	15	14	12	13	14	14	14	12	15	15	15	15	17	13	15	12	14	15	15	17	15	16	16	16	16	17	16	16	16	17	18	17	17	18	20	17	19	18	18	21	21	0	1	1	1	2	2	4	6	2	5	9	38	2	7	5	6	7	5	16	38	31	4	38	18	10	11	20	47	45	38	9	38	47	19	47	37	10	16	17	11	50	50	14	14	11	14	15	21	4	22	17	46	40	25	17	22	55	17	55	30	39	58	46	39	64	52	60	77	31	66	61	51	35	75	57	59	24	77	75	36	62	52	67	24	78	56	82	63	45	46	79	63	70	72	90	87	80	79	90	22	70	92	1	1	2	1	1	1	1	1	2	1	2	1	2	2	3	1	2	2	1	2	1	2	1	2	1	2	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	3	1	1	3	1	1	3	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	3	2	1	1	1	1	1	1	1	1	1	3	1	2	1	1	3	2	1	1	1	1	1	1	1	2	1	3	3	1
55000	-433.812712591076718	-432.295223543225461	-1.517489047851257	0.000121505899055	0.000034390561943	0.283036150595323	0.635954181450221	0	2	2	3	2	4	4	5	6	5	8	6	7	6	6	5	9	6	7	9	10	8	8	9	7	9	10	10	10	8	7	10	10	8	9	10	10	8	7	11	11	10	13	11	11	10	10	11	11	10	11	12	12	13	12	12	13	13	13	14	12	14	15	12	12	14	13	15	12	16	13	14	15	16	14	14	14	14	15	16	17	15	13	17	16	17	18	16	16	18	17	17	17	18	19	19	19	19	20	20	21	20	0	1	1	5	1	2	4	5	7	2	9	4	12	4	7	1	38	5	6	13	30	8	8	25	7	6	7	5	10	25	18	5	24	19	31	34	10	8	15	33	50	10	30	22	28	30	1	24	15	23	10	21	36	32	32	40	47	10	50	57	30	41	59	29	31	83	52	42	47	79	49	26	42	83	56	19	55	21	51	43	71	52	29	41	75	72	80	62	57	47	70	55	68	93	93	92	60	64	94	56	94	75	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	4	1	2	1	1	1	3	2	1	2	3	3	3	2	1	1	4	1	1	1	1	2	2	1	1	1	2	3	3	1	1	5	1	2	1	3	1	1	1	1	1	1	4	2	1	2	2	1	1	3	1	1	2	1	1	1	3	3	1	1	4	1	1	2	1	2	1	1	2	1	1	1	1	2	4	1	3	1	1	1	2	4	3	1	4	1	3
55500	-376.698526035348721	-375.096220118641895	-1.602305916706845	0.000108412011566	0.000025913354145	0.239026596505675	0.674037501984813	0	1	3	3	2	4	5	5	5	4	7	7	6	6	6	7	8	8	7	10	10	9	8	8	7	9	10	9	10	8	8	10	11	10	10	9	9	9	8	12	11	11	14	11	10	11	11	10	12	10	11	13	10	13	12	14	13	12	12	14	14	15	13	13	12	14	14	14	14	16	14	14	14	15	15	13	14	15	15	16	17	14	15	17	14	16	17	16	17	16	17	17	16	18	18	17	18	18	20	22	21	20	0	1	2	2	1	5	4	4	4	2	9	9	6	6	3	1	9	6	5	28	24	14	13	15	6	12	26	13	12	7	13	31	37	16	39	19	13	13	4	36	26	36	47	28	11	29	22	30	25	39	34	40	19	32	51	34	48	50	39	50	54	42	37	32	14	44	44	33	38	77	54	57	42	57	42	45	59	20	64	49	77	59	47	85	55	57	82	43	50	25	79	60	57	63	68	54	90	80	86	96	92	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	3	2	2	1	3	1	1	1	1	1	2	2	1	2	1	2	1	1	2	1	1	1	2	1	3	3	1	2	1	2	2	2	1	1	1	1	2	5
56000	-365.606569454664793	-364.015881083731585	-1.590688370933207	0.000075481942766	0.000018427923949	0.244136852784768	0.817005725889884	0	1	3	2	2	4	4	5	6	4	7	6	8	6	7	4	8	7	7	9	10	8	7	8	5	9	11	10	9	8	9	6	10	10	10	11	10	9	7	11	11	10	13	12	11	12	10	11	10	10	12	13	11	14	12	12	13	12	12	13	13	13	12	13	11	13	14	14	14	15	14	14	12	15	13	15	13	14	15	16	17	15	15	17	16	17	17	15	17	18	16	18	14	16	17	20	19	20	19	21	20	20	0	1	2	2	1	3	5	7	10	2	14	6	8	6	6	5	39	32	6	24	24	25	8	14	4	23	26	5	24	9	23	1	17	24	13	34	17	25	25	29	38	39	45	36	11	38	24	21	30	20	21	51	21	63	45	48	48	21	38	31	65	45	53	65	38	31	61	63	44	64	60	63	33	61	53	42	46	44	75	27	80	93	77	74	46	74	54	57	58	72	67	77	41	67	79	83	80	92	95	96	99	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2
56500	-435.157373661386714	-433.622564391407309	-1.534809269979423	0.000111871535547	0.000030493254437	0.272573843635675	0.574008384538831	1	2	4	3	3	4	5	5	5	4	8	7	8	6	6	6	7	7	8	9	9	9	8	8	7	9	10	11	8	8	9	9	10	10	10	11	10	10	8	11	12	10	13	11	11	9	11	11	11	10	11	12	12	13	12	13	12	13	11	13	12	12	13	11	13	13	13	14	11	16	14	14	14	17	14	15	13	15	15	17	18	15	13	16	15	15	16	16	15	17	18	18	14	17	17	19	18	20	20	21	20	21	0	1	2	1	1	5	2	6	4	1	16	8	16	10	3	4	8	2	25	25	25	1	1	15	16	3	21	31	6	15	39	3	11	26	16	7	29	19	18	21	14	31	1	37	11	10	46	20	4	39	50	24	29	69	42	29	17	15	37	42	49	50	28	13	69	36	45	31	19	20	41	8	50	17	40	35	62	83	44	75	84	47	26	58	34	45	62	48	46	86	74	66	41	63	38	74	85	23	97	31	90	52	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	2	1	1	1	4	3	1	1	3	1	1	2	1	1	2	1	1	2	2	1	1	1	1	3	1	4	1	1	2	1	1	4	1	1	2	2	2	1	3	3	2	1	2	1	1	1	1	1	2	1	3	1	3	1	4	2	6	1	4	1	1	2	1	1	1	2	1	2	2	2	2	4	1	1	2	1	2	2	1	2	6	1	5	2	5
57000	-383.166618432800362	-381.581526031076976	-1.585092401723371	0.000120281543648	0.000029671564188	0.246684265003388	0.772989313669152	0	1	4	2	1	3	5	4	5	2	7	7	6	7	7	7	9	8	6	9	9	8	9	6	7	9	9	11	9	8	8	10	10	11	10	10	11	10	9	11	11	10	12	12	11	12	11	10	11	10	10	12	11	13	11	13	13	11	12	13	14	14	14	13	12	12	15	14	13	12	14	15	14	15	14	15	14	13	15	15	16	14	15	16	16	17	16	16	18	16	17	18	18	17	18	19	18	18	21	21	19	22	0	1	10	5	1	5	4	1	6	2	24	8	10	4	13	9	11	11	6	16	7	9	8	6	7	25	14	38	18	3	19	8	30	48	21	17	20	12	18	20	26	30	42	47	24	28	21	30	29	31	31	31	22	58	12	31	20	32	58	48	53	11	66	43	39	33	53	59	17	50	58	55	60	34	46	70	59	58	82	69	55	65	62	60	75	67	40	46	75	46	67	63	28	55	79	90	91	63	86	96	57	60	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	4	1	1	1	1	2	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	3	2	1	1	1	2	1	3	4
57500	-418.684061675463170	-417.192497951044743	-1.491563724418454	0.000156105440814	0.000046939670885	0.300692087607871	0.572268619603545	0	2	3	3	3	2	5	4	6	5	7	6	7	6	6	5	9	6	8	9	10	7	9	9	7	10	9	9	9	9	8	8	10	11	11	10	9	8	7	12	12	10	13	11	11	11	10	10	11	10	11	12	12	14	11	12	13	13	13	13	13	13	15	12	13	14	14	15	14	15	12	14	13	17	14	14	13	15	14	16	18	16	15	17	16	17	17	16	16	17	18	15	15	17	17	20	18	19	20	20	20	21	0	1	1	6	1	1	4	6	7	2	1	6	16	8	7	5	12	5	12	7	17	9	32	31	3	14	3	25	22	16	16	4	38	50	29	31	16	11	16	47	50	20	20	32	38	30	20	30	31	19	25	47	36	65	28	11	49	33	42	36	49	25	69	47	31	56	42	43	36	71	49	57	8	52	44	65	47	55	44	69	86	25	69	83	31	61	67	79	30	51	59	53	64	78	20	97	74	93	90	88	56	65	1	1	1	1	2	1	1	1	1	1	3	2	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	2	1	3	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	1	1	2	1	2	2	1	1	3	1	1	2	1	2	1	3	1	1	1	3	2	2	1	2	1	1	1	1	5	1	2	4	2	2	1	3	4	1	1	1	1	4	1	1	3	2	2	3	2
58000	-382.301164434513055	-380.842689966331307	-1.458474468181742	0.000124411457196	0.000040800989119	0.327952023377988	0.661370909875818	0	2	3	2	2	4	4	5	4	5	6	7	7	6	6	5	9	7	7	10	10	8	7	8	5	8	11	10	10	9	8	8	10	8	11	8	10	10	9	12	12	10	13	11	11	10	11	10	12	11	12	12	11	14	12	13	14	12	12	13	13	12	14	12	12	13	15	13	13	16	15	14	15	15	15	13	12	15	14	16	18	16	15	15	16	16	18	17	17	17	16	18	17	17	18	20	17	19	19	20	19	19	0	1	2	1	1	4	4	3	4	2	25	7	16	2	9	1	34	10	11	12	30	15	6	15	1	4	17	25	36	19	5	4	36	15	37	6	2	13	26	37	50	19	33	30	26	13	38	11	36	12	28	42	17	41	38	1	49	28	21	30	44	31	27	37	22	46	68	21	53	65	66	11	44	31	53	33	33	35	65	75	85	48	56	33	40	57	90	49	29	83	57	60	67	73	89	80	78	57	97	81	20	71	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	2	2	1	3	1	1	3	3	1	1	1	1	3	1	1	1	1	1	2	1	2	3	1	2	3	2	1	1	1	1	1	5	1	1	1	2	1	3	2	1	2	2	1	1	1	2	1	3	2	3	1	1	1	1	1	1	1	3	1	2	2	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	4	1
