step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115
1	-926.674591015645888	-925.212508931126990	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.776808423248411	2	1	1	2	3	4	2	3	4	3	4	5	5	3	5	4	5	4	5	6	5	5	5	5	4	7	7	6	6	6	6	6	6	6	7	7	7	8	9	6	7	8	6	8	7	7	8	8	9	8	9	10	9	9	8	9	9	8	9	9	8	11	10	11	11	10	11	12	11	11	11	12	12	10	11	12	11	12	13	12	12	13	13	13	12	13	14	12	14	15	14	13	14	15	14	15	17	16	17	15	16	16	15	17	17	17	17	19	18	18	19	21	27	27	28	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	1	2	1	2	2	2	1	2	2	2	2	2	3	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	4	3	4	3	3	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	6	5	5	5	6	6	5	5	6	5	6	6	6	6	6	6	6	6	6	7	6	7	7	7	6	7	7	7	7	8	8	8	7	8	8	7	8	8	8	8	9	9	9	9	10	13	13	14
500	-481.357520478577158	-479.255663742929642	-2.101856735647531	0.000009969567728	0.000026017784325	2.609720404606978	0.597639177969448	2	2	1	3	2	5	3	4	4	3	4	5	4	4	5	5	5	5	6	6	6	5	5	6	4	7	7	7	5	7	6	7	6	4	6	8	7	7	9	7	7	7	6	8	8	6	8	8	10	8	9	10	9	8	9	9	10	7	7	9	6	11	10	11	11	10	11	11	11	11	12	12	12	10	12	12	11	13	13	11	13	12	14	14	12	13	14	11	15	14	15	13	14	15	15	14	17	15	18	14	16	16	16	16	17	17	18	20	18	16	17	21	25	28	28	3	3	0	3	3	7	3	5	4	5	3	5	1	2	7	1	9	4	29	12	25	4	7	8	5	1	35	18	2	24	18	29	6	5	18	58	21	23	44	24	25	18	22	32	13	4	2	28	30	14	38	39	30	6	41	24	55	15	17	38	13	61	1	41	58	41	51	47	66	60	56	50	8	26	49	61	42	82	12	58	65	15	82	58	65	65	52	29	54	39	67	2	39	93	87	8	75	63	101	38	56	100	71	100	100	54	61	105	97	79	37	105	36	112	101	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	2	1	2	1	1	2	1	1	3	4	1	2	1	1	2	1	1	2	2	3	1	1	5	2	1	4	2	1	2	2	3	1	1	3	2	4	4	2	5	4	1	1	5	2	4	1	2	2	1	2	1	1	4	7	1	1	1	5	1	6	3	6
1000	-557.914140368874087	-554.171451316602656	-3.742689052271417	0.000009900625583	0.000086344032267	8.721068335264343	0.611549101946134	3	2	1	2	3	4	2	4	4	3	5	6	5	4	4	4	4	4	5	6	4	5	6	5	5	8	8	7	6	6	5	6	6	7	8	7	7	8	9	6	6	8	7	8	7	7	8	7	9	8	9	9	9	7	8	9	8	7	9	9	9	10	10	11	12	10	10	11	10	11	11	13	13	10	11	12	11	12	14	13	10	13	13	13	12	13	15	12	12	16	15	13	11	15	13	15	18	16	17	16	16	16	15	17	18	16	16	20	19	17	19	20	26	28	28	7	3	0	3	3	3	3	3	1	3	4	17	14	7	1	10	2	7	6	25	5	5	2	5	14	48	7	32	21	11	18	7	8	8	32	31	1	13	32	16	14	41	11	7	4	15	23	18	30	41	6	31	55	15	12	20	15	2	12	17	48	30	29	10	8	16	22	26	54	37	38	56	78	15	9	25	53	23	22	69	47	15	70	81	29	70	34	62	12	80	84	44	60	86	70	68	101	60	61	39	39	103	83	79	104	21	69	78	79	103	100	105	2	113	102	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	2	1	2	1	1	1	1	3	1	2	1	2	2	1	3	2	1	1	1	2	2	1	2	2	1	2	2	4	4	4	3	2	1	1	1	2	1	5	2	3	1	3	4	2	1	6	1	2	3	1	5	1	2	1	1	1	1	1	1	3	1	5	4	4	3	1	2	1	1	5	4	4	2	2	2	1	10	1	4
1500	-606.719451002747860	-604.024688213968943	-2.694762788778927	0.000009885895024	0.000043393413379	4.389426882913493	0.596429339271890	2	2	0	3	4	4	2	4	5	3	5	6	4	4	6	4	4	2	6	5	5	5	4	6	4	8	8	7	6	6	6	7	6	7	8	6	5	9	9	7	8	7	7	9	7	7	9	8	9	8	7	10	10	9	8	10	9	8	8	9	7	11	10	10	11	11	11	13	10	10	11	11	12	10	10	11	11	13	13	12	12	14	13	13	12	12	13	13	14	14	15	13	15	15	14	15	17	16	16	14	16	16	15	16	17	16	15	20	18	17	19	21	26	28	28	3	3	0	2	4	18	3	7	10	18	25	22	18	1	5	2	1	3	1	8	18	14	1	17	1	28	29	12	5	16	1	24	7	36	30	21	10	48	24	1	16	16	37	28	7	29	14	30	22	24	1	32	30	58	8	27	51	30	30	55	12	1	61	58	38	6	49	86	32	33	54	49	34	4	30	55	60	57	67	69	54	53	69	72	70	50	72	85	3	85	90	41	78	92	67	67	32	15	90	34	87	87	63	107	99	43	28	106	73	101	87	93	91	113	108	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	3	2	1	1	1	2	1	2	2	2	1	3	2	1	1	1	1	1	1	1	1	1	5	1	1	1	2	1	1	1	2	1	1	2	3	2	1	1	1	1	1	1	2	2	1	1	3	1	1	7	1	1	2	1	1	1	2	5	4	1	3	2	1	3	1	1	4	6	1	2	1	3	4	5	1	4
2000	-847.127169219823713	-842.568409078755963	-4.558760141067750	0.000009786732255	0.000131601886221	13.446969100242592	0.545872194370267	3	2	1	2	3	4	3	3	4	4	4	6	5	4	5	4	5	4	5	7	6	4	5	5	3	5	5	6	6	6	6	6	7	5	7	7	7	8	8	6	6	6	6	8	7	7	8	6	9	7	9	10	9	9	9	10	7	8	10	10	8	11	11	10	11	11	12	13	11	11	11	13	13	10	11	11	10	12	13	13	13	11	13	13	13	13	14	12	14	14	15	14	14	15	14	15	18	16	17	14	17	17	15	18	18	17	15	20	18	19	19	21	27	28	28	3	3	0	3	4	4	2	3	25	2	2	18	18	25	3	3	11	4	5	23	26	1	9	7	4	5	4	17	11	26	3	10	1	9	34	24	19	7	21	22	15	14	10	25	13	24	43	18	43	17	18	42	19	32	3	39	3	28	6	38	11	35	44	39	23	1	46	46	38	29	6	39	70	28	44	49	17	19	67	52	77	10	25	71	65	63	35	75	13	72	89	43	62	84	75	54	64	28	47	23	65	84	85	98	59	56	83	106	78	104	99	79	66	113	104	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	3	1	2	2	4	1	2	1	3	1	2	3	2	1	3	3	2	2	1	2	4	2	1	2	1	2	2	3	1	2	2	2	5	1	1	1	3	1	4	1	1	2	1	1	1	3	3	8	5	6	2	2	2	1	3	3	1	1	3	1	1	3	7	1	4
2500	-733.626793316721773	-729.471800008230957	-4.154993308490837	0.000009857160080	0.000107840385113	10.940309809217970	0.672015264570383	2	2	0	2	3	5	2	3	2	3	3	4	5	4	6	3	5	5	6	6	6	5	6	6	4	5	7	7	6	6	5	6	6	7	7	7	7	8	9	7	7	9	4	8	7	6	9	7	8	8	8	9	9	9	8	9	9	8	9	10	6	11	10	10	11	10	12	13	11	12	11	12	12	11	11	13	11	12	13	12	12	10	13	14	13	14	14	12	14	15	15	13	14	15	13	15	15	14	16	16	15	16	15	17	17	17	17	20	18	19	16	21	28	26	26	3	3	0	3	1	10	3	7	3	3	1	11	11	7	25	7	2	10	18	12	18	5	14	10	5	8	2	19	12	31	16	5	10	2	13	14	31	25	30	22	11	9	10	33	7	12	40	15	29	6	18	10	27	37	18	49	32	1	25	54	31	57	18	10	20	52	71	66	51	44	41	47	57	40	49	16	13	49	60	60	27	34	75	88	77	72	72	42	29	95	85	39	73	79	63	60	78	8	97	90	80	89	85	84	90	64	45	111	101	104	85	99	27	112	112	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	2	1	1	3	3	1	1	2	1	1	1	1	1	3	3	1	1	1	1	1	3	1	1	1	1	1	3	2	1	1	1	1	3	3	2	1	3	1	5	4	2	1	1	2	1	1	1	1	1	1	1	4	1	1	3	1	2	1	3	2	4	1	1	1	1	1	2	1	4	4	1	2	1	2	2	9	2	2
3000	-505.472065665865955	-503.813364963347738	-1.658700702518194	0.000010024510114	0.000014989250462	1.495260146529636	0.551148914774604	2	1	0	1	3	4	3	4	5	4	5	4	6	3	2	4	2	5	6	6	5	6	5	6	5	7	8	6	6	7	6	4	6	6	6	8	7	8	9	6	7	8	6	8	7	7	9	8	10	9	7	10	10	10	6	9	9	8	8	10	8	9	11	10	11	10	12	13	11	10	12	11	11	11	11	11	10	12	12	11	13	13	12	12	13	13	14	12	15	14	15	12	15	16	15	13	17	16	16	15	15	16	14	18	17	17	17	19	19	19	18	22	27	26	28	4	3	0	3	2	15	2	15	15	15	6	1	4	15	3	1	3	1	18	32	3	6	5	32	16	25	35	32	9	15	12	2	25	12	8	20	20	16	34	6	5	43	10	25	2	18	2	25	42	4	17	47	21	26	16	48	35	13	4	12	21	17	26	59	62	44	41	71	50	23	51	47	40	36	31	10	25	30	70	26	59	16	9	76	21	62	86	66	67	61	65	39	64	93	40	34	82	57	86	52	82	38	60	67	80	1	30	101	86	86	93	54	38	112	112	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	3	1	1	1	1	1	1	3	1	3	2	1	4	3	1	3	2	1	1	2	1	4	3	1	5	2	1	1	1	2	1	1	2	1	1	2	1	3	3	3	2	1	1	2	5	4	1	4	2	1	2	2	3	3	1	2	1	4	4	3	5	2	2	1	4	2	3	3	5	5	2	2	2	1	6	11	2	3
3500	-592.480864060194335	-589.233760208420335	-3.247103851773951	0.000010135739622	0.000065460528186	6.458386918812460	0.648316133231311	2	1	0	3	4	4	2	2	4	3	4	6	6	4	5	5	6	4	5	6	5	5	3	5	4	7	6	7	7	6	7	5	3	6	5	7	8	9	8	6	8	6	6	7	7	8	7	7	9	9	10	11	9	9	8	10	9	8	8	10	9	12	10	12	11	9	10	12	8	10	10	12	13	9	11	13	12	12	14	11	12	13	13	13	12	13	15	13	14	16	12	10	14	15	13	12	17	16	17	16	16	16	15	17	16	17	14	20	17	17	18	22	26	28	27	2	3	0	2	10	7	3	3	2	3	2	6	33	8	4	8	35	33	2	22	7	8	1	2	23	20	5	1	22	24	16	10	1	9	23	16	12	58	13	18	27	14	15	24	23	15	16	4	58	45	54	17	15	34	16	45	25	18	15	57	2	92	50	63	54	10	27	61	23	42	50	52	38	28	61	75	54	50	96	49	60	49	8	68	74	44	68	91	82	51	36	28	73	82	65	60	81	80	105	95	94	107	85	82	65	27	10	97	76	100	81	106	7	113	112	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	2	3	1	1	1	2	1	2	1	4	1	1	1	1	4	2	2	2	2	1	1	2	1	1	1	2	1	1	1	1	2	4	1	1	3	2	1	1	2	3	1	1	1	1	1	2	2	1	2	1	2	1	3	2	5	5	2	1	1	3	2	5	2	3
4000	-676.621943136230925	-673.253933159584676	-3.368009976646229	0.000010474732930	0.000073035683305	6.972558040029856	0.608071118774987	1	2	0	3	3	5	2	3	5	3	2	6	5	3	5	5	5	5	4	7	5	6	6	5	4	7	8	7	6	6	5	7	7	4	7	7	7	9	7	7	6	9	7	8	8	7	7	7	9	8	10	10	10	10	7	10	10	7	7	10	8	9	10	12	10	9	9	13	12	9	10	13	11	10	10	11	11	12	12	12	12	11	12	12	12	13	12	11	13	15	15	13	14	14	14	14	18	16	16	15	16	16	14	17	17	18	17	19	18	18	20	21	26	27	28	3	3	0	2	1	14	3	1	10	1	1	3	10	2	10	10	25	5	5	19	10	34	21	19	11	15	43	31	9	13	34	8	2	1	18	23	17	47	22	24	18	33	18	37	28	10	31	2	33	15	4	22	67	66	3	17	47	12	17	47	16	41	35	54	9	10	37	67	56	40	47	16	18	15	28	40	41	65	59	67	73	35	63	57	46	63	43	27	3	27	83	35	47	84	80	82	103	70	79	38	91	94	80	89	79	72	32	104	98	101	91	105	96	112	97	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	1	5	2	1	1	4	2	1	1	1	2	1	2	1	1	2	4	2	1	1	1	1	4	4	2	1	1	2	1	2	1	1	2	2	1	2	2	2	1	5	2	2	2	3	1	1	2	2	3	2	3	1	1	1	3	2	3	3	1	1	1	1	3	6	2	4
4500	-563.131299151847088	-559.028818239997349	-4.102480911849793	0.000010670323536	0.000113524839400	10.639306204331971	0.638373716838971	3	2	1	3	4	4	2	4	5	3	3	6	5	3	5	5	5	5	4	6	6	5	5	5	5	8	7	6	6	7	6	7	6	5	7	5	7	9	10	6	7	9	6	8	7	6	7	8	9	8	9	11	10	8	8	9	8	8	10	9	8	10	10	12	11	10	11	13	11	9	12	12	12	11	10	10	11	12	14	13	11	13	13	14	12	14	14	11	11	15	14	13	15	15	15	14	15	16	17	16	16	16	13	17	16	15	18	18	18	19	19	21	26	27	27	3	3	0	3	10	7	3	4	1	3	3	11	14	7	7	4	14	5	3	10	25	1	5	10	14	12	6	22	24	28	24	18	10	11	20	1	18	40	42	24	20	30	24	10	25	8	23	29	45	46	16	49	31	35	23	47	18	34	30	50	6	23	54	62	14	41	38	74	51	30	75	65	13	54	38	7	70	52	28	72	49	58	38	71	53	71	18	35	54	80	89	54	57	91	83	5	53	7	102	67	103	94	73	86	77	39	35	98	86	107	97	93	2	97	107	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	1	1	3	1	1	3	1	1	1	2	1	1	1	2	1	3	1	2	2	3	1	1	3	3	3	1	2	1	1	1	1	2	2	5	1	2	1	1	3	14	4	5
