step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113
1	-1562.960023705203184	-1561.497941620684287	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.884615290791579	-1	4	1	3	1	4	2	2	3	4	3	5	5	5	6	5	5	8	5	5	5	7	7	6	7	7	7	7	8	9	7	9	7	9	8	10	9	9	9	8	9	10	9	9	11	10	10	10	9	10	10	12	11	10	14	10	12	11	11	11	10	12	11	11	12	13	12	12	11	11	12	13	12	13	13	12	13	13	13	15	14	14	13	15	14	15	16	14	16	15	14	16	14	16	14	14	15	17	18	17	16	18	18	17	18	17	18	20	23	21	21	23	23	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	3	2	2	2	3	2	3	3	3	4	3	3	5	3	3	3	4	4	4	4	4	4	4	5	5	4	5	4	5	5	6	5	5	5	5	5	6	5	5	6	6	6	6	5	6	6	7	6	6	8	6	7	6	6	6	6	7	6	6	7	7	7	7	6	6	7	7	7	7	7	7	7	7	7	8	8	8	7	8	8	8	9	8	9	8	8	9	8	9	8	8	8	9	10	9	9	10	10	9	10	9	10	11	12	11	11	12	12
500	-337.284271837610959	-334.159911855823225	-3.124359981787761	0.000010010589440	0.000000545302989	0.054472615435168	0.819909842461131	-2	4	1	3	1	3	3	3	4	4	4	5	5	5	6	5	6	9	6	5	5	8	7	7	7	8	8	6	7	9	8	9	7	10	8	10	9	9	10	8	10	11	10	7	11	9	10	9	8	11	11	13	11	10	15	9	13	11	11	10	10	11	12	11	12	13	12	12	12	11	12	14	12	13	13	12	13	13	14	15	14	14	13	15	13	16	16	13	16	15	13	16	15	15	15	14	15	17	17	17	16	18	19	16	17	18	18	20	22	20	22	21	23	0	7	1	5	1	3	3	5	8	4	8	8	9	6	11	11	9	20	12	7	2	10	3	9	20	21	13	11	20	44	29	24	11	33	17	27	26	26	22	25	28	29	26	14	48	24	25	31	44	43	41	43	48	22	42	25	73	30	29	33	27	56	32	18	34	70	43	61	48	28	38	68	32	73	60	41	45	64	62	69	75	57	50	88	64	75	75	70	71	70	70	68	52	78	69	67	66	71	84	82	73	55	87	94	104	87	89	105	98	84	108	87	103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	3	2	1	2	2
1000	-310.654326514922957	-309.001809910941063	-1.652516603981895	0.000010016011339	0.000002196691706	0.219318013104522	0.894342789945017	0	4	1	1	1	5	3	2	3	4	3	6	3	3	6	5	6	7	5	5	5	8	7	7	8	8	7	6	7	10	6	8	7	9	7	11	9	10	9	8	9	9	8	9	12	11	10	11	9	11	10	11	11	11	15	10	12	12	11	11	10	11	11	10	12	14	12	11	8	12	12	13	12	13	13	12	13	13	13	16	14	14	13	15	14	16	17	14	16	15	14	16	13	16	14	13	15	18	18	16	16	18	18	17	17	17	18	20	23	22	20	24	23	0	7	1	1	1	7	4	3	4	8	3	7	5	3	13	2	19	16	11	8	13	31	10	21	28	15	2	10	9	39	2	10	28	29	16	51	43	15	33	17	2	23	12	22	56	24	34	37	16	37	42	38	44	39	96	41	34	59	28	34	17	69	56	26	42	77	30	31	33	22	46	50	61	48	45	64	30	36	61	88	63	59	68	74	67	66	58	76	76	70	73	77	73	73	93	50	93	92	80	93	95	105	94	84	94	95	89	107	102	111	99	110	108	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
1500	-294.996632853227254	-292.606447057120477	-2.390185796106770	0.000010036832878	0.000000951454944	0.094796332195814	0.953466830527179	-1	5	1	3	1	5	2	3	3	5	4	6	6	5	6	4	4	8	5	6	5	7	8	6	7	7	8	7	9	10	7	10	8	10	6	9	10	10	9	8	9	11	10	9	10	10	9	8	9	11	10	13	9	10	15	10	13	12	10	12	11	13	11	11	13	13	12	12	11	11	12	13	13	13	12	13	12	13	13	15	13	14	11	16	15	15	16	14	15	15	12	16	15	16	14	14	13	17	18	17	16	18	18	17	17	17	18	19	21	21	21	23	23	0	9	1	3	1	9	5	3	1	8	7	5	11	4	19	4	7	35	8	9	7	10	10	16	21	16	13	24	28	25	2	25	12	49	2	28	27	48	23	15	22	44	18	13	33	29	35	15	31	45	22	75	33	23	81	18	70	34	40	32	41	60	38	47	58	61	51	59	44	56	83	30	64	47	34	63	56	68	71	45	69	75	49	82	75	78	78	65	73	88	38	93	62	79	73	97	71	80	85	88	95	98	101	82	86	90	104	98	103	108	105	111	110	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-305.252069223492867	-303.123955102304365	-2.128114121188503	0.000010067592353	0.000001219392213	0.121120539026515	0.949210137701090	-1	3	1	3	1	3	2	3	3	3	4	6	6	5	6	5	5	9	6	5	5	7	7	6	8	7	7	7	9	9	7	7	8	10	8	11	10	10	9	8	8	11	10	7	11	10	11	10	9	10	7	11	11	9	14	10	13	10	10	9	10	12	12	10	12	13	12	12	11	12	13	13	12	14	14	12	14	13	13	15	13	15	13	15	15	16	15	12	16	15	15	16	15	16	14	14	16	18	17	16	17	18	19	17	17	16	19	21	23	21	22	24	24	0	3	1	3	1	5	1	5	7	3	8	10	4	10	10	10	7	44	20	9	6	24	19	4	44	14	14	24	31	44	17	19	12	33	15	61	35	33	23	16	15	37	33	19	44	22	64	39	41	25	11	32	49	12	61	35	53	30	51	41	41	34	56	22	58	76	43	58	33	56	76	50	61	76	65	45	45	53	30	72	67	74	62	67	78	71	83	59	78	95	76	90	81	95	38	36	83	86	89	72	96	101	104	106	80	55	104	107	111	103	86	109	111	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
2500	-295.823715201894913	-292.363772744092273	-3.459942457802629	0.000010266954895	0.000000451687576	0.043994307990935	0.967521112189209	-1	4	1	2	1	4	3	3	3	4	4	3	6	5	6	4	5	8	5	5	3	7	7	6	7	6	7	6	8	9	7	9	7	9	9	10	9	9	9	7	9	11	8	8	11	8	10	11	9	8	11	12	11	10	14	10	12	12	11	11	10	11	12	12	12	13	11	13	11	10	12	12	12	13	14	12	14	13	13	15	13	15	13	13	14	14	17	14	17	16	15	16	13	17	13	15	14	17	18	17	16	18	19	16	18	16	17	19	24	21	21	23	23	0	3	1	3	1	4	5	5	3	3	8	5	6	11	6	4	10	17	12	2	3	14	16	12	13	11	6	9	13	31	14	25	28	26	33	35	50	23	26	10	18	34	24	11	49	24	33	41	20	20	39	59	39	30	61	32	47	62	15	35	39	49	35	47	42	42	61	51	26	46	36	54	35	69	68	34	83	60	71	84	60	95	51	76	54	51	91	53	92	75	81	88	48	91	47	79	78	80	82	90	78	90	105	74	82	84	86	100	111	103	103	110	111	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
3000	-279.649099604554635	-276.172878488248102	-3.476221116306512	0.000010461808146	0.000000455720498	0.043560395286088	0.977921278207470	0	5	2	4	1	3	2	2	4	4	4	4	5	5	6	3	5	9	6	6	6	7	7	5	7	7	7	7	8	8	7	10	8	8	9	10	9	9	10	9	9	10	10	10	12	11	10	11	10	11	11	12	11	9	14	10	12	12	12	11	10	12	8	11	12	13	12	13	12	10	10	13	13	14	13	12	12	14	12	15	14	12	13	16	15	14	16	13	15	13	14	16	14	17	14	13	14	17	17	17	16	19	18	16	17	15	18	21	23	20	21	23	23	0	9	1	16	1	7	1	1	8	8	6	5	6	9	10	5	9	26	14	11	12	21	14	4	14	20	2	13	14	31	12	25	23	20	27	33	31	21	22	33	21	63	23	18	46	43	63	61	63	41	28	42	70	22	79	20	43	46	43	49	63	47	19	34	35	51	48	53	64	29	30	46	82	59	59	71	36	51	70	86	53	47	44	93	79	76	80	53	73	61	57	55	60	101	59	36	67	85	92	80	74	100	101	80	92	66	84	102	108	84	110	108	108	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-300.262009950405570	-298.045855182347736	-2.216154768057826	0.000010562597672	0.000001173421350	0.111092118264465	0.958645650633739	-1	4	1	2	0	4	2	3	2	5	3	5	6	5	7	5	6	9	5	5	4	6	7	6	7	7	8	7	8	10	7	10	6	8	8	9	9	9	9	9	9	10	9	9	11	10	10	10	7	10	10	10	11	10	13	10	12	12	11	11	11	10	12	12	12	14	12	13	11	10	11	12	12	14	14	12	14	14	13	15	11	14	13	15	14	15	16	15	16	15	14	17	14	16	14	15	16	18	18	18	15	17	17	16	16	17	18	20	23	22	21	23	22	0	3	1	1	1	9	5	5	1	11	3	6	21	2	6	6	2	25	8	9	7	2	12	12	12	16	24	4	33	27	20	27	4	15	15	28	17	25	35	17	29	43	23	31	18	14	40	43	19	38	39	41	38	26	69	28	53	50	35	54	24	35	56	51	42	81	70	56	52	40	41	51	54	65	65	53	64	59	59	58	44	59	65	83	79	55	68	93	75	93	64	78	73	93	57	58	81	86	106	104	77	101	82	82	73	97	96	100	110	108	98	108	108	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
4000	-362.692736120429572	-360.603453791233449	-2.089282329196137	0.000010731907747	0.000001352486398	0.126024787951056	0.776010556821601	-1	5	1	4	2	5	1	2	3	4	3	5	6	5	7	4	5	8	6	6	5	8	7	4	7	7	7	7	8	10	8	10	7	10	8	10	8	9	9	8	10	10	9	9	11	11	11	10	10	11	10	12	10	11	15	9	12	11	11	10	10	12	11	12	12	13	12	12	11	11	12	13	12	13	13	13	11	14	12	16	14	12	11	14	14	16	15	15	17	16	13	16	14	17	14	13	15	16	18	15	14	17	18	15	17	17	18	19	20	20	22	23	21	0	9	1	11	1	9	1	7	3	5	8	8	12	11	14	3	9	28	5	10	4	20	19	9	14	16	7	17	28	2	12	10	6	44	28	44	20	13	15	12	38	18	33	35	38	39	39	37	11	37	39	45	29	43	71	25	49	18	30	18	13	50	30	61	35	63	28	36	14	37	45	68	39	54	42	46	60	43	18	84	63	63	22	79	65	59	65	75	87	74	71	74	64	78	54	54	70	100	78	96	79	100	92	84	87	68	80	89	105	107	81	109	99	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	3	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	2	1	3	2	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2
4500	-318.465648202998011	-316.726150671342339	-1.739497531655680	0.000010960372337	0.000002104287115	0.191990477134812	0.935101607628806	0	5	1	4	1	4	2	2	3	4	3	5	6	4	7	6	4	9	5	5	6	8	7	7	8	7	7	7	7	9	7	10	7	9	9	9	9	9	9	8	10	9	10	10	10	10	9	10	8	11	10	12	12	10	14	11	12	11	11	11	10	12	10	12	13	13	12	13	11	11	12	14	13	12	12	13	14	11	14	15	13	13	13	15	13	14	16	14	17	15	14	16	14	15	14	14	15	16	16	17	15	19	18	18	18	17	18	20	23	21	21	22	22	0	4	1	3	1	5	3	5	7	3	5	6	6	7	12	3	8	24	11	6	17	19	12	6	20	13	8	13	16	49	12	25	16	15	16	40	23	26	31	6	40	21	25	27	33	40	23	37	20	44	36	43	78	39	78	37	37	30	47	24	25	38	29	18	52	56	44	59	37	38	56	43	46	39	54	62	76	36	54	91	56	18	56	65	54	67	55	57	93	83	85	78	34	81	41	53	83	70	77	65	72	106	94	106	92	80	92	102	110	102	100	110	108	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1
