step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110
1	-586.075805328456113	-584.613723243937216	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.151354441467934	0	1	2	4	3	3	6	5	5	5	4	4	5	5	7	7	8	7	8	9	8	9	9	9	10	9	9	10	10	10	11	10	11	10	11	12	13	10	11	11	11	11	11	11	14	12	13	13	14	13	12	14	14	14	15	14	14	15	16	16	16	15	15	18	16	17	17	18	17	19	18	17	18	19	20	18	17	17	19	18	19	19	19	20	21	19	19	23	20	21	21	21	20	22	22	21	22	22	24	25	24	24	27	28	27	27	28	28	29	29	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	3	3	3	2	2	3	3	4	4	4	4	4	5	4	5	5	5	5	5	5	5	5	5	6	5	6	5	6	6	7	5	6	6	6	6	6	6	7	6	7	7	7	7	6	7	7	7	8	7	7	8	8	8	8	8	8	9	8	9	9	9	9	10	9	9	9	10	10	9	9	9	10	9	10	10	10	10	11	10	10	12	10	11	11	11	10	11	11	11	11	11	12	13	12	12	14	14	14	14	14	14	15	15
500	-717.409721681784958	-715.133376617915360	-2.276345063869578	0.000009965534381	0.000030817267791	3.092384875067033	0.294732547395816	0	1	3	4	3	2	6	5	6	5	4	4	5	5	7	7	8	8	7	10	8	9	9	9	11	9	9	11	9	11	11	10	11	10	12	11	13	11	12	11	12	10	11	12	14	12	10	11	15	12	9	13	14	14	16	15	14	15	17	16	16	15	16	19	16	17	16	17	17	18	18	17	19	16	19	19	17	15	19	18	20	20	19	21	20	19	19	23	20	21	20	20	21	23	22	22	22	23	24	26	24	24	28	28	26	27	28	26	29	30	0	1	6	6	6	1	12	2	13	1	6	1	3	6	11	4	14	13	13	17	9	16	19	12	14	0	9	17	7	24	7	21	7	13	16	13	36	24	42	20	13	1	18	51	21	33	8	17	40	40	6	28	1	6	26	26	27	29	56	0	32	21	25	55	52	31	3	37	56	61	27	42	57	27	53	57	52	44	66	58	52	43	37	33	55	37	53	74	62	0	61	57	79	54	91	34	77	18	55	101	97	80	10	77	102	17	105	54	106	37	1	1	1	1	1	2	1	2	1	3	2	3	1	1	1	1	1	1	1	1	2	1	1	3	3	1	1	1	2	1	3	1	2	2	2	3	1	1	1	1	3	3	2	2	3	1	2	2	2	1	4	1	10	4	5	3	2	4	1	1	3	4	3	1	1	3	9	3	1	1	5	3	1	3	2	3	1	2	2	2	3	4	4	4	1	3	2	3	3	1	2	2	1	5	2	7	4	6	5	1	1	2	16	6	1	9	1	5	1	10
1000	-578.178940451761150	-576.420045167436001	-1.758895284325100	0.000009960422585	0.000017312753780	1.738154544370861	0.478772102009544	-1	1	2	5	3	4	5	3	5	6	5	5	5	6	7	8	8	7	9	8	8	6	9	9	11	9	9	10	9	11	9	11	12	10	11	13	12	9	10	11	11	10	10	10	14	12	12	13	14	14	13	14	14	15	15	14	14	15	17	16	16	15	15	18	15	17	18	18	16	20	16	18	18	19	19	18	17	17	19	19	17	20	19	21	22	19	18	24	19	21	21	21	20	21	21	21	21	23	24	26	25	25	26	28	28	27	26	29	29	28	0	1	1	3	2	3	2	2	1	11	5	3	8	8	7	22	13	13	14	14	4	3	8	16	29	0	13	19	5	24	3	13	28	7	19	28	38	14	21	38	19	1	16	14	46	9	31	46	43	5	25	43	51	46	47	4	25	56	57	0	53	21	48	66	52	65	9	32	16	87	44	61	51	27	81	39	57	20	59	59	48	73	77	93	48	49	59	75	62	0	74	58	72	50	59	20	68	73	97	84	87	52	27	88	101	79	66	50	101	82	1	1	2	2	1	1	3	1	3	1	1	2	1	2	1	1	1	2	2	1	1	3	3	1	1	1	2	1	3	1	3	3	2	3	1	1	1	1	1	1	1	6	1	2	1	2	1	1	2	5	1	2	1	1	1	4	2	1	2	1	1	3	1	1	1	1	4	4	4	1	2	1	3	3	1	3	2	5	1	1	2	1	1	1	3	3	1	1	2	1	1	3	1	3	2	9	1	2	2	3	2	6	8	2	1	4	3	8	2	4
1500	-561.890132662514361	-560.423625321968188	-1.466507340546140	0.000010093909339	0.000010217410000	1.012235166501704	0.477021411237212	0	1	2	4	2	3	7	6	5	6	5	4	5	6	7	7	9	8	8	10	7	10	8	9	11	9	8	10	10	11	9	11	10	10	11	10	13	11	11	11	11	10	11	11	14	13	13	13	14	14	13	15	14	13	14	12	13	15	13	16	17	15	16	18	15	17	17	19	17	19	19	17	18	19	21	19	16	17	19	18	18	20	20	19	20	20	20	24	20	22	21	21	20	23	21	21	23	22	24	23	24	23	27	27	27	27	28	28	30	30	0	1	2	5	1	5	10	4	5	4	5	5	2	4	12	9	16	10	4	23	5	17	8	15	21	0	10	15	1	10	14	17	16	10	26	1	40	11	12	42	15	15	15	20	31	43	43	39	20	42	24	34	15	32	42	29	21	22	38	0	53	32	62	62	40	28	47	37	45	66	46	44	45	53	41	78	39	34	67	38	60	78	84	46	45	50	61	78	64	0	41	68	50	69	66	53	98	86	94	91	72	73	62	102	99	62	103	59	108	85	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	6	2	1	1	3	2	1	3	1	3	3	1	2	1	2	1	3	1	1	1	3	2	2	3	4	1	3	2	3	4	1	1	1	2	1	1	1	3	2	2	2	1	2	3	2	2	5	1	2	5	1	5	2	2	1	3	3	3	2	4	1	1	4	1	2	4	2	4	1	1	1	1	3	2	6	1	1	5	1	8	1	8
2000	-687.988592178894237	-685.747674300872518	-2.240917878021694	0.000009994924363	0.000029903353468	2.991853903317740	0.460597545365892	0	2	2	5	4	3	6	5	6	3	5	5	5	5	7	8	8	7	9	9	8	8	10	10	10	8	9	10	8	10	12	10	12	9	11	12	13	10	11	8	11	10	10	12	15	11	11	13	14	12	11	14	12	15	16	14	13	13	16	17	16	14	15	18	15	17	16	17	17	19	19	18	18	20	18	19	18	17	19	18	19	20	20	21	20	19	20	22	20	21	18	21	21	21	22	22	23	23	25	25	25	24	27	27	26	28	27	28	29	30	0	1	1	1	2	3	14	6	6	1	6	3	3	2	10	13	14	11	3	16	1	15	12	15	26	0	17	29	4	13	8	11	43	9	14	30	22	26	26	12	18	3	29	19	52	29	16	27	48	41	19	40	16	35	31	30	51	4	62	0	62	39	32	61	53	36	34	45	43	58	15	55	45	32	59	69	31	48	78	1	66	57	75	89	54	60	63	76	75	0	67	54	87	78	82	54	69	78	79	83	97	85	56	101	66	101	83	94	108	34	1	1	1	3	1	1	1	1	2	2	1	1	2	1	2	1	1	1	4	1	3	1	2	1	1	1	1	1	3	2	4	2	1	2	3	1	3	1	1	1	2	4	2	2	1	2	1	2	1	1	1	4	1	2	3	2	1	3	1	1	1	2	3	1	2	1	5	1	2	3	9	1	2	9	1	1	4	1	1	10	2	3	1	1	3	1	2	1	1	1	1	3	1	2	1	5	3	3	2	4	1	2	7	1	5	1	2	4	1	10
2500	-633.500077454964980	-629.962537118189402	-3.537540336775594	0.000010337944794	0.000079951995061	7.733838461853389	0.557111226431411	0	1	2	3	3	2	5	5	5	6	4	4	5	6	8	7	7	7	7	10	8	9	8	9	10	8	10	9	10	10	10	11	11	10	11	13	13	10	10	12	11	11	11	11	15	12	14	13	13	13	12	14	13	13	15	14	14	16	16	16	16	15	15	17	16	17	16	19	18	17	18	16	18	18	17	18	17	18	20	18	18	18	17	19	21	20	20	24	21	20	21	22	19	23	22	20	22	23	23	25	23	24	27	28	25	28	29	29	29	28	0	1	2	1	3	1	4	12	3	9	5	1	11	7	13	7	13	2	11	10	11	19	3	15	12	0	21	19	16	2	9	39	14	15	26	23	15	23	5	21	31	4	5	26	25	23	44	29	21	44	25	44	39	31	54	36	46	14	56	0	53	49	54	55	39	59	4	77	8	55	58	27	83	46	43	64	47	67	40	11	61	72	50	64	80	70	47	91	78	0	93	86	55	85	71	65	78	58	85	102	89	92	82	98	102	94	75	38	99	78	1	1	1	2	1	1	1	1	1	1	1	4	1	1	1	1	1	3	1	2	2	1	2	1	3	1	1	1	1	4	3	1	3	1	2	3	3	1	4	2	1	4	3	2	2	2	1	1	2	1	1	1	2	2	1	1	1	4	1	1	2	1	1	1	2	1	5	1	6	2	1	3	1	4	3	1	2	1	3	4	1	1	1	2	1	1	2	3	2	1	1	1	2	2	2	2	2	3	1	1	1	1	6	2	1	1	7	4	3	3
3000	-568.914880045855625	-566.710722288717534	-2.204157757138096	0.000010332919565	0.000029851173267	2.888938898443298	0.544818265927916	1	2	3	3	4	2	6	6	5	6	4	5	4	6	8	8	8	7	8	9	8	8	10	10	10	9	8	11	9	10	12	10	11	10	12	12	13	10	11	11	10	11	11	12	12	12	13	13	15	14	12	13	15	15	15	14	14	16	16	17	16	16	14	19	16	18	17	19	17	19	18	18	18	18	18	17	16	18	17	17	20	19	20	20	21	20	20	24	20	21	21	21	19	23	21	21	22	21	24	26	25	24	28	28	27	27	25	26	28	30	0	1	6	1	3	1	3	13	11	5	6	1	2	4	7	14	11	10	10	21	5	13	10	18	16	0	10	19	1	3	41	19	15	11	29	21	46	26	17	29	17	1	18	38	40	18	20	42	25	38	30	20	43	28	44	33	44	53	37	0	35	7	8	73	35	76	65	75	46	54	1	65	76	35	69	53	15	49	63	56	60	80	68	54	68	58	93	85	72	0	64	64	77	84	55	52	87	79	85	7	84	91	108	89	71	107	93	1	108	108	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	2	2	2	1	1	1	2	5	4	1	1	1	3	2	2	1	1	1	1	1	3	3	1	1	3	2	2	2	1	1	2	2	2	2	1	1	1	1	1	1	2	4	1	3	1	1	1	3	2	8	1	1	2	1	1	4	1	2	2	2	1	1	3	1	3	1	2	1	1	1	1	2	1	2	5	1	2	2	10	2	2	1	3	4	1	3	10	1	2
3500	-559.105663386682409	-557.432671609378303	-1.672991777304155	0.000010252899691	0.000015685459105	1.529855902021005	0.569323709990230	0	2	3	4	4	3	7	5	6	5	4	5	6	4	8	6	8	7	8	9	8	8	10	9	10	10	9	11	9	10	12	10	12	10	12	11	14	10	11	12	10	11	11	9	14	13	14	14	14	14	13	14	14	15	15	14	15	15	17	17	16	13	16	18	16	17	17	18	17	17	16	17	18	19	20	18	17	15	17	19	19	19	20	21	21	18	19	24	20	21	21	22	19	22	22	21	21	22	24	24	25	23	27	28	27	27	27	26	28	30	0	1	1	6	1	1	16	3	12	1	6	3	6	6	7	4	10	12	9	15	1	10	15	1	44	0	21	22	19	15	30	15	9	44	9	21	43	21	44	38	7	30	30	22	21	39	34	15	39	28	39	31	14	28	27	39	25	33	37	0	49	38	36	57	53	47	28	63	65	54	46	63	58	73	93	41	58	51	47	61	70	70	68	83	74	61	52	102	64	0	70	89	70	58	86	21	59	79	96	95	100	70	108	102	102	93	84	34	108	96	1	1	1	1	1	2	1	1	1	3	1	1	2	1	1	1	2	1	1	1	4	1	1	3	1	1	1	2	1	1	1	1	2	1	3	1	2	1	1	1	2	1	1	1	3	1	1	3	1	1	1	1	4	2	3	2	2	2	2	1	1	1	2	1	1	1	5	1	1	1	2	1	1	1	1	4	1	1	2	2	1	1	1	1	1	2	3	1	2	1	2	1	1	3	2	8	2	3	1	1	1	2	1	3	2	3	3	9	1	7
4000	-562.398549181515250	-560.868183281631786	-1.530365899883503	0.000010929852275	0.000012895349110	1.179828307426467	0.484423278792331	1	2	3	5	4	3	6	6	5	5	5	4	6	5	7	7	9	8	8	7	8	9	9	9	11	8	10	11	10	10	10	10	12	9	11	12	14	9	10	11	11	10	12	12	13	12	13	14	15	14	12	15	14	14	15	15	13	16	16	15	16	16	16	18	16	17	16	19	17	20	16	18	19	19	21	18	17	17	19	18	20	19	19	20	22	20	18	23	20	21	21	22	21	22	20	21	22	22	25	24	25	23	28	28	27	28	28	29	30	27	0	1	1	2	3	1	6	4	5	3	6	2	3	6	9	4	16	20	1	14	1	7	19	21	19	0	16	23	3	22	19	16	18	16	9	13	46	26	13	24	16	17	32	22	42	31	43	44	28	35	40	23	28	46	44	36	38	53	37	0	44	52	25	35	37	51	51	67	45	56	54	49	43	29	87	32	49	18	39	17	68	66	66	62	64	78	43	55	65	0	82	81	62	82	87	15	93	45	90	95	88	66	56	101	89	100	110	97	82	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	3	1	1	1	2	1	2	1	4	1	1	1	2	1	2	4	1	1	2	1	2	1	1	2	2	1	1	1	2	2	1	3	2	1	1	2	3	1	1	1	2	1	3	3	1	2	2	2	2	3	1	2	3	5	1	3	1	4	4	4	1	1	1	2	1	1	3	4	1	1	2	1	3	1	1	7	1	4	2	2	1	3	8	2	4	2	1	6	3	5
4500	-518.072664340574420	-515.104990139189454	-2.967674201384966	0.000011362025130	0.000060862706684	5.356677703931889	0.500376675768096	0	1	3	4	1	3	7	5	6	5	5	4	6	5	7	7	8	7	9	9	8	9	10	9	11	8	9	10	10	10	12	10	11	11	10	12	13	10	11	12	12	11	11	12	11	13	14	14	15	13	12	14	14	14	15	14	15	15	16	16	16	15	16	17	14	16	16	18	17	17	17	17	17	19	18	18	17	17	19	18	19	20	17	21	21	19	18	23	19	21	22	21	21	22	21	20	23	21	23	24	25	24	27	29	27	26	26	29	29	30	0	1	5	3	1	1	4	12	14	4	1	3	4	3	10	9	7	9	16	15	1	9	26	3	29	0	7	7	3	26	20	9	16	16	17	11	26	13	24	28	29	9	24	29	38	43	44	33	34	31	28	18	34	22	32	37	44	48	37	0	51	16	62	48	38	54	18	59	48	65	42	38	52	61	70	34	62	60	43	41	62	41	58	35	79	34	46	86	63	0	79	82	71	89	73	40	57	33	85	92	43	96	16	100	100	100	35	63	105	33	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	4	2	1	2	1	1	1	1	2	1	1	1	2	2	1	2	2	2	1	1	1	3	1	1	1	1	1	2	2	1	1	4	1	3	2	1	2	1	1	1	2	4	1	1	1	1	3	2	1	2	4	4	1	1	1	2	1	1	4	4	2	3	1	4	1	3	3	2	1	1	1	1	2	2	2	3	3	6	1	2	7	2	8	2	2	1	5	7	1	8
