step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31
20500	-175.178276224079951	-173.576233487608221	-1.602042736471738	0.000110668067026	0.000026465140016	0.239139805435246	0.634133093808855	1	0	2	2	2	4	2	5	3	5	6	6	5	7	8	7	10	11	11	12	11	11	15	14	16	17	16	16	19	19	21	0	0	2	1	2	7	2	7	2	4	4	8	5	8	12	9	7	15	8	17	12	17	3	0	24	24	24	24	27	25	30	1	1	2	1	1	1	1	2	2	2	2	1	2	1	1	1	5	2	2	1	2	1	5	1	1	2	1	1	2	1	1
21000	-167.444959834038571	-165.691485140635507	-1.753474693403056	0.000144641732726	0.000027222827717	0.188208667056689	0.573255304166279	0	0	1	3	3	5	4	4	3	5	6	6	6	7	7	9	9	11	11	12	12	12	13	14	16	16	16	16	19	18	22	0	0	2	1	3	2	3	5	3	1	1	8	5	12	12	6	8	15	17	17	14	8	17	0	24	24	24	24	27	25	30	1	1	1	2	1	2	1	1	1	2	2	1	2	1	1	1	2	2	1	2	2	3	2	1	1	1	1	1	2	1	2
21500	-174.474633341187911	-173.078919186354597	-1.395714154833321	0.000047157853932	0.000019314175152	0.409564336406965	0.584124582580134	0	0	3	3	2	5	2	4	4	3	5	5	7	7	8	8	7	10	10	13	10	12	14	13	16	17	16	17	20	20	22	0	0	7	1	2	7	2	7	3	1	1	8	8	12	12	13	8	15	8	6	12	16	20	0	24	24	24	24	26	25	30	1	1	1	1	1	2	2	2	1	1	3	1	1	2	2	1	2	1	2	4	2	2	1	1	2	2	2	2	1	2	1
22000	-169.289663400392442	-167.349339188448425	-1.940324211944014	0.000076720769086	0.000011381290435	0.148346928350308	0.618396087032766	1	1	2	4	3	5	2	4	4	6	5	5	5	7	8	9	9	10	10	11	11	13	14	14	16	16	17	16	18	19	23	0	0	2	1	2	7	2	3	3	4	1	5	8	12	14	13	13	15	13	6	14	19	20	0	24	24	26	24	27	25	30	1	1	1	2	1	1	1	2	1	2	2	1	1	2	1	2	2	1	2	3	2	2	1	1	1	2	1	1	1	2	1
22500	-159.268547034014546	-157.091927246513933	-2.176619787500627	0.000087639711983	0.000010115511391	0.115421549912461	0.508646944269371	0	0	2	2	3	4	3	5	3	5	6	6	6	7	9	9	9	11	9	13	10	13	15	15	16	18	16	16	19	19	22	0	0	2	1	2	7	2	3	3	1	4	3	8	12	12	9	13	15	8	19	12	16	20	0	24	24	24	24	24	25	30	1	1	1	1	1	1	2	1	1	3	2	2	1	1	2	3	2	1	2	2	2	2	1	1	1	2	1	1	3	2	2
23000	-152.412644351776123	-150.429950033886229	-1.982694317889908	0.000095472149748	0.000013494802850	0.141348056847988	0.687921674308350	0	1	3	3	3	5	3	5	4	4	6	5	7	7	8	9	9	11	10	13	11	11	14	15	17	17	17	17	19	19	22	0	0	2	1	2	7	2	3	3	1	4	3	8	12	12	9	13	15	13	17	14	13	20	0	24	24	24	24	27	25	30	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	3	1	2	2	2	3	2	1	1	1	1	1	1	1	1	1
23500	-158.937920772316261	-157.379185309618805	-1.558735462697468	0.000095340569552	0.000024742953432	0.259521770721266	0.647066604569880	0	0	2	3	3	4	2	4	3	6	5	5	6	6	8	8	8	12	11	13	10	12	15	15	16	17	17	17	20	19	21	0	0	2	1	7	7	2	3	3	1	4	8	8	12	12	13	3	15	13	6	12	16	17	0	24	24	24	24	27	25	30	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	2	2	3	4	2	2	3	1	1	1	1	1	2	2	1
24000	-160.594923620019699	-158.813515573367965	-1.781408046651728	0.000069210686616	0.000012531257139	0.181059569722269	0.672940555000447	1	0	2	4	4	5	3	4	3	5	6	5	7	7	8	8	9	10	10	13	11	12	14	14	16	16	16	16	19	19	21	0	0	2	1	7	7	2	3	2	1	4	9	8	12	12	13	8	15	13	6	12	16	20	0	24	24	24	24	27	25	26	1	1	1	2	1	1	2	1	2	2	1	1	2	1	2	1	3	1	1	3	2	3	1	1	1	1	1	1	2	1	2
24500	-188.518054976541464	-186.918960760867265	-1.599094215674206	0.000116445250771	0.000027995310166	0.240416075201994	0.556917497948927	1	1	3	2	3	4	2	5	4	5	6	6	7	8	9	8	9	12	10	13	11	12	13	14	17	17	17	16	19	19	23	0	0	7	1	2	3	2	3	3	1	4	3	8	12	9	3	8	15	8	8	16	16	6	0	24	24	24	24	27	25	25	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	1	4	3	3	3	1	2	2	2	1	1	1	2
25000	-160.028782045165173	-158.353741868534826	-1.675040176630354	0.000094730296995	0.000020037891496	0.211525690637046	0.815034472416422	1	1	3	4	4	5	3	5	4	3	6	6	4	7	9	8	10	10	7	13	11	10	15	15	17	18	16	17	20	19	23	0	0	2	1	2	7	2	13	3	1	4	13	3	12	12	8	9	15	8	17	12	13	20	0	24	28	24	24	27	25	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	1	1	2	2	1	1	1	1	1	1	3	1	2
25500	-156.645568750795263	-153.923898760725450	-2.721669990069817	0.000106040553863	0.000007683950639	0.072462377445148	0.749964937000717	1	1	3	3	2	4	3	5	4	3	6	6	7	8	9	8	9	12	10	12	10	12	14	15	17	17	16	16	19	19	20	0	0	2	1	2	2	2	3	3	1	4	8	8	12	12	13	8	15	13	6	14	16	20	0	24	24	24	24	27	25	30	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	3	1	2	1	1	2	2	1	1	2	1	1
26000	-175.931383310782479	-174.290234353651158	-1.641148957131320	0.000140223637053	0.000031336860614	0.223477733659170	0.572087400167615	1	1	3	3	4	5	3	4	4	5	6	5	7	8	7	8	8	12	10	13	10	12	12	13	16	17	15	16	19	19	23	0	0	2	1	7	7	2	3	7	1	10	3	8	12	12	8	13	21	17	5	12	16	17	0	24	24	24	24	27	26	30	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	3	1	1	1	4	2	2	2	1	1	2	1	1	2	1	2
26500	-164.448878971804248	-162.430745946791973	-2.018133025012273	0.000082796811249	0.000011253604002	0.135918326233014	0.761966309163368	1	1	2	3	4	4	4	4	4	6	5	6	5	7	9	9	9	11	10	13	11	11	15	14	17	18	16	15	18	18	22	0	0	2	1	3	2	2	3	3	1	1	13	8	12	12	12	6	15	8	6	19	17	20	0	24	28	24	24	27	25	30	1	1	1	2	1	2	1	1	1	2	2	1	1	1	1	1	3	1	2	4	1	1	1	1	2	1	1	1	1	1	2
27000	-153.449553375696155	-151.721258642476528	-1.728294733219630	0.000089979717284	0.000017557601317	0.195128433910789	0.587092087403466	0	1	2	3	4	5	3	4	3	4	6	6	6	8	8	8	9	11	10	11	10	11	14	14	16	17	16	16	19	20	22	0	0	2	1	7	2	2	3	3	1	10	6	8	12	12	8	13	15	17	6	12	13	20	0	24	24	24	24	27	25	30	1	1	1	3	1	2	1	1	1	2	1	1	1	1	1	2	2	2	1	3	2	2	2	1	1	2	1	1	2	2	1
27500	-139.626563415647610	-138.096778062648980	-1.529785352998626	0.000078158356966	0.000021533618739	0.275512684441922	0.810837021763479	0	1	2	3	3	5	3	4	4	5	6	5	6	7	8	8	9	10	10	13	11	13	14	15	17	18	17	17	20	19	22	0	0	2	1	2	7	2	3	3	1	4	8	8	12	12	13	12	15	17	6	12	21	20	0	24	24	24	24	27	25	30	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	3	3	1	1	1	1	2	1	1	2	1	1
28000	-175.263647597839679	-173.579581990075241	-1.684065607764445	0.000160579079847	0.000033489998756	0.208557670080257	0.613645115108917	0	1	3	4	4	3	3	4	4	5	6	5	7	7	9	8	9	11	11	13	11	12	14	13	16	17	15	16	19	19	22	0	0	2	1	3	2	2	3	3	1	1	8	8	12	12	8	13	15	13	6	15	16	5	0	24	24	24	27	27	28	30	1	1	1	2	1	1	1	1	1	2	3	1	1	2	1	2	2	1	2	5	1	2	5	1	1	2	1	1	2	2	1
28500	-163.559928507681747	-162.021996243333803	-1.537932264347934	0.000112942491821	0.000030583008860	0.270783903971216	0.726021788423363	0	1	2	3	3	4	3	4	3	5	6	4	7	7	9	9	8	11	11	13	10	11	13	14	16	17	16	16	19	19	23	0	0	2	1	2	2	2	5	3	1	4	5	8	7	13	13	8	15	8	17	14	13	19	0	24	28	24	24	27	25	30	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	3	2	1	2	2	1	1	1	1	1	2	2	2
29000	-160.502595875728900	-158.715403910027078	-1.787191965701823	0.000067944586518	0.000012205749807	0.179642712282325	0.761957628398500	0	1	2	2	4	4	2	4	4	6	6	5	6	8	7	7	7	10	10	11	12	11	14	14	16	17	16	17	18	20	23	0	0	2	1	7	7	2	3	3	1	1	8	8	12	12	13	8	15	17	6	14	16	20	0	24	24	24	24	27	25	30	1	1	1	1	1	1	1	1	1	3	3	1	1	2	1	1	2	2	1	2	2	2	2	1	1	2	1	2	1	2	2
29500	-150.291609333743509	-148.616152350956469	-1.675456982787029	0.000115586393804	0.000024433433326	0.211386760340301	0.857729742497103	1	1	3	4	3	3	2	5	4	6	5	6	4	8	8	9	9	10	10	13	11	12	15	14	16	16	16	16	19	19	21	0	0	2	1	2	2	2	13	3	4	1	13	3	12	12	8	8	15	16	17	12	16	20	0	24	24	24	24	26	25	30	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1
30000	-172.273159684380772	-170.863886520918811	-1.409273163461972	0.000095608369186	0.000036917534374	0.386132874014805	0.691901732011105	1	0	2	4	3	5	2	3	4	3	7	5	6	8	8	8	9	10	9	12	11	12	14	15	17	16	17	17	19	18	23	0	0	2	1	2	5	2	3	3	1	1	8	8	8	12	13	14	15	14	6	14	19	14	0	26	24	24	24	27	25	30	1	1	1	2	1	1	1	1	1	1	3	1	2	4	2	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	2
30500	-168.918063391570598	-167.241921066214076	-1.676142325356526	0.000105014369240	0.000022174699702	0.211158719154646	0.704102375618512	0	0	2	4	3	5	4	4	3	5	4	6	6	8	8	9	8	12	9	13	10	11	11	14	16	15	16	15	17	19	22	0	0	2	1	3	7	2	3	3	1	1	5	8	12	12	17	8	15	9	23	12	16	6	0	26	24	26	24	27	25	30	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	1	3	1	1	1	1	1	1	1	2
31000	-173.295741727623039	-170.729520330848032	-2.566221396775001	0.000143672124011	0.000011754057529	0.081811677870954	0.614436839589098	1	1	2	4	2	5	3	4	4	5	7	6	7	8	8	7	10	11	10	13	11	11	14	13	16	16	16	16	19	20	22	0	0	2	1	2	7	2	3	3	1	1	8	8	12	12	8	8	17	8	6	6	16	19	0	24	24	24	24	27	25	30	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	1	2	1	2	4	3	2	2	1	1	2	1	2	2	2	1
31500	-160.413689313717839	-158.073325245748350	-2.340364067969480	0.000080283453836	0.000007952461212	0.099054796875789	0.521009552881667	-1	1	2	3	3	4	3	4	4	5	6	5	6	7	9	8	8	11	10	12	11	12	14	14	16	17	15	16	19	19	23	0	0	2	1	2	7	2	3	3	1	10	8	9	12	12	8	13	15	17	6	12	16	20	0	24	24	24	24	27	25	30	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	5	4	3	1	1	1	2	1	1	2	2	2
32000	-164.286576114016441	-162.857461950319760	-1.429114163696675	0.000048846481708	0.000017535896384	0.359000193472313	0.748287853019620	1	1	2	2	3	2	3	4	4	6	5	6	6	8	8	9	9	12	9	11	10	11	13	14	17	16	16	16	20	19	22	0	0	2	1	2	2	2	3	3	4	4	8	8	12	12	13	7	15	13	16	14	16	20	0	26	24	24	24	27	25	30	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	3
32500	-151.552679108413798	-150.168167511536438	-1.384511596877373	0.000075776695245	0.000032893141979	0.434079922237984	0.713708226869637	1	1	3	3	3	5	3	4	4	5	5	5	6	7	9	9	9	11	10	13	11	13	15	15	16	17	16	16	20	18	23	0	0	2	1	2	7	2	3	3	4	4	8	8	12	14	8	14	15	8	6	13	17	20	0	24	24	24	24	27	25	30	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	4	2	2	1	1	1	1	1	1	2	1	3
33000	-161.256688168770154	-159.797216912147320	-1.459471256622836	0.000092362271079	0.000030205325136	0.327030992019737	0.795187041456043	0	1	2	4	2	5	3	4	4	5	6	5	6	7	8	9	9	8	10	12	10	12	14	14	16	15	17	16	19	18	20	0	0	2	1	2	7	2	3	3	4	1	8	8	12	14	13	8	12	13	6	12	17	20	0	24	24	26	26	27	25	30	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	3	1	2	3	2	1	1	1	1	1	1	1	2	1	1
33500	-163.773086618480818	-162.286138650428626	-1.486947968052198	0.000100557489431	0.000030583054700	0.304135026372655	0.648457408799476	-1	1	2	4	3	5	3	4	3	6	6	5	6	7	8	9	9	11	10	13	9	11	15	15	17	16	16	17	19	19	23	0	0	2	1	2	7	2	3	3	1	4	8	8	12	12	13	13	16	13	16	12	16	16	0	24	24	24	26	27	25	30	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	2	2	1	4	1	1	1	1	1	2	1	1
34000	-163.155296314502294	-161.430858841925328	-1.724437472576963	0.000076747739965	0.000015060354498	0.196231895617682	0.618807546575986	0	1	2	4	3	3	4	4	3	6	6	5	6	8	8	8	10	11	10	13	12	13	15	15	16	17	16	17	19	19	21	0	0	2	1	2	2	2	3	3	1	1	8	8	12	8	3	13	15	13	19	14	17	20	0	24	24	24	24	25	25	30	1	1	1	2	1	1	1	1	1	3	3	1	1	1	2	3	2	2	2	2	2	2	1	1	1	1	1	1	3	2	1
34500	-174.965124461767402	-173.604080167483119	-1.361044294284284	0.000077567389385	0.000043072954437	0.555297203874369	0.682867358067028	1	1	2	3	4	4	3	4	4	5	6	5	6	7	8	8	8	12	10	12	11	9	14	14	16	17	16	16	20	20	23	0	0	2	1	7	7	2	3	3	1	1	8	8	12	12	13	8	15	17	6	12	8	6	0	24	24	24	24	24	25	30	1	1	1	2	1	1	1	1	1	3	3	1	1	1	2	1	2	3	1	4	2	2	5	1	2	2	1	1	3	3	2
35000	-156.565412053459511	-155.007143467232339	-1.558268586227185	0.000060181231036	0.000015632842821	0.259762762442246	0.854964320057388	0	1	2	3	4	5	3	3	4	5	6	5	5	8	9	7	8	11	10	13	10	10	12	14	16	17	16	15	20	18	21	0	0	2	1	7	2	2	3	3	4	4	8	8	12	12	13	8	15	17	23	14	17	6	0	24	24	24	24	27	25	30	1	1	1	1	1	2	2	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	3	1	1	2	1	1	2	1	1
35500	-160.569889684072820	-158.757351942714706	-1.812537741358104	0.000059215351917	0.000010283919215	0.173669815045887	0.680486185434408	0	0	2	2	3	5	2	4	3	5	7	5	6	6	7	8	9	10	9	11	12	11	14	14	17	18	16	16	19	20	23	0	0	2	1	2	2	2	3	3	4	1	3	8	12	12	8	13	15	13	6	12	16	20	0	24	24	24	24	27	25	30	1	1	1	1	1	3	1	1	1	2	3	1	1	1	1	2	1	2	2	2	2	2	2	1	2	2	1	1	2	2	1
36000	-163.036365661538127	-161.126777309970635	-1.909588351567497	0.000081571197776	0.000012546582604	0.153811430333089	0.544347700409807	0	1	2	3	4	4	3	4	4	6	7	6	7	7	8	8	9	11	10	10	11	12	14	13	17	17	15	15	19	19	21	0	0	2	1	2	7	2	3	3	1	1	3	8	8	12	8	9	15	13	6	12	16	20	0	24	28	24	24	27	25	30	1	1	1	2	2	1	1	1	1	3	2	2	2	1	1	1	2	2	1	2	2	2	2	1	2	1	1	1	2	1	1
36500	-160.173045436254171	-158.419190235908616	-1.753855200345553	0.000109328373958	0.000020565509043	0.188107700671159	0.588480624205424	0	1	2	4	4	4	3	5	3	5	6	6	5	8	9	9	9	11	10	11	10	11	14	15	17	17	17	17	20	19	22	0	0	2	1	2	2	2	3	3	1	4	8	9	12	12	7	13	15	17	6	12	17	6	0	24	24	24	24	27	25	30	1	1	1	2	2	1	1	2	1	2	1	1	1	1	1	3	2	1	1	3	2	2	5	1	1	1	1	1	2	1	2
37000	-173.966437801253420	-172.395286702420663	-1.571151098832764	0.000092221689967	0.000023359124671	0.253293175167208	0.724778543972711	0	1	3	3	3	5	3	5	3	4	3	5	7	7	8	9	9	12	8	13	8	11	11	14	16	17	16	16	20	20	22	0	0	2	1	2	7	2	7	2	4	1	3	5	12	12	8	8	15	13	23	8	8	6	0	24	24	24	24	27	25	30	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	2	2	1	1	2	1	2	2	1	1	2	1	1	2	2	2
37500	-156.860099852000047	-155.012436306781694	-1.847663545218362	0.000096618004446	0.000016035990656	0.165973109751507	0.779375945639496	0	1	2	3	4	3	3	4	4	5	6	5	6	8	9	8	9	12	10	12	12	12	14	13	16	17	15	17	19	19	21	0	0	2	1	7	2	2	3	7	1	10	8	8	12	12	13	8	15	16	6	19	16	20	0	24	24	24	24	27	25	30	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	2	2	1	3	1	2	1	1	2	2	1	1	2	1	1
38000	-177.841256557563895	-176.113173706750416	-1.728082850813482	0.000098048728440	0.000019138007387	0.195188736170405	0.574673794807976	1	0	1	3	4	4	3	4	2	5	7	4	6	7	9	8	8	11	8	13	11	12	14	14	16	18	15	16	18	17	22	0	0	2	1	2	2	2	9	3	4	4	7	8	7	12	7	3	15	8	6	14	16	8	0	27	24	24	24	27	25	30	1	1	1	1	2	2	2	1	1	1	2	1	1	2	2	2	3	1	2	2	2	2	5	1	1	2	1	1	1	1	2
38500	-173.485025863265719	-171.761211647651692	-1.723814215614030	0.000097885419309	0.000019225805218	0.196411328199524	0.554010678328853	1	1	2	3	3	5	3	4	4	5	7	5	5	8	8	8	9	11	10	13	11	10	14	14	15	16	16	17	20	20	21	0	0	2	1	2	5	2	3	3	1	10	7	8	12	12	8	7	15	7	6	12	8	16	0	24	24	24	24	27	25	30	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	3	1	4	5	3	3	3	1	1	2	1	2	2	3	1
39000	-177.898144163420454	-175.780830442382154	-2.117313721038291	0.000144427399405	0.000017685494865	0.122452491268848	0.696305441139434	0	1	3	2	3	5	3	4	3	5	6	5	6	7	5	8	10	11	9	13	11	11	13	14	16	18	17	16	20	19	23	0	0	2	1	2	3	2	7	2	1	1	9	8	12	3	3	5	15	7	21	14	19	21	0	24	24	24	24	27	26	30	1	1	2	1	1	1	1	1	1	3	2	1	1	1	1	2	4	3	3	1	2	2	2	1	1	1	1	1	2	1	2
39500	-166.513569097139566	-164.490056347504094	-2.023512749635466	0.000107602775321	0.000014539836247	0.135125104379227	0.789544285656440	1	0	2	4	3	4	3	4	3	3	6	5	6	8	8	9	9	11	11	13	10	12	15	15	17	17	17	17	19	19	22	0	0	2	1	2	7	2	3	3	1	10	8	8	13	12	13	8	21	21	6	12	17	20	0	24	24	24	24	26	25	30	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	4	2	1	1	1	1	1	2	2	2	1	2
40000	-154.934725879826829	-153.436686900234093	-1.498038979592748	0.000099498451297	0.000029454172570	0.296026442485953	0.765735781601982	1	1	2	3	3	5	3	4	3	5	5	5	6	7	8	8	7	10	9	12	10	12	14	15	16	17	17	16	19	18	21	0	0	2	1	2	3	2	3	3	1	1	8	8	12	6	6	8	15	13	21	12	17	20	0	24	24	24	24	27	25	30	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2
40500	-160.451151447990014	-158.925804569200352	-1.525346878789652	0.000075497523203	0.000021001336749	0.278172526170621	0.615267271515979	1	0	2	4	3	4	3	4	3	5	5	5	7	7	8	8	10	12	9	11	10	12	14	14	16	17	16	16	20	20	23	0	0	2	1	2	2	2	3	3	4	4	8	8	12	13	8	8	15	13	16	12	17	20	0	24	24	24	24	27	25	25	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	2	2	2	1	1	2	1	2	1	1	1	1	1	2	2	4
41000	-170.673179346068622	-168.727990563302143	-1.945188782766490	0.000104124819789	0.000015359777805	0.147513127382424	0.664301907060733	0	1	2	3	3	5	3	4	4	5	6	6	6	5	9	7	9	11	10	12	11	12	14	15	17	18	17	16	20	19	22	0	0	2	1	2	3	3	3	3	1	1	6	8	2	12	8	8	15	17	7	12	16	20	0	24	24	24	24	27	25	30	1	1	1	2	1	2	1	1	1	3	2	1	1	2	2	2	2	1	1	4	3	2	1	1	2	1	1	1	2	1	3
41500	-157.562434314023250	-156.034281121712297	-1.528153192310949	0.000068796278958	0.000019021050819	0.276483715495500	0.740723551361340	-1	1	2	4	3	5	4	4	4	4	6	5	6	6	8	8	9	10	8	13	8	12	14	14	16	17	16	16	19	18	21	0	0	2	1	2	7	2	3	3	1	4	8	8	12	12	13	13	15	13	6	12	16	20	0	24	24	24	24	27	25	30	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	3	2	3	1	1	1	2	1	1	2	1	2
42000	-157.150253528852033	-155.710667155328252	-1.439586373523786	0.000079044021749	0.000027423849510	0.346944005415080	0.689680981820878	1	1	2	3	3	5	3	4	3	3	6	5	6	7	6	7	9	11	10	13	11	12	15	15	16	17	16	16	19	19	22	0	0	2	1	2	7	2	3	3	1	4	8	8	12	12	8	8	15	17	6	12	19	20	0	24	24	24	24	27	25	30	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	3	2	1	3	2	1	2	1	1	1	1	1	2	2	2
42500	-156.243724494362027	-154.400378752374451	-1.843345741987577	0.000110845573469	0.000018498514935	0.166885463766847	0.602774440546036	0	1	2	4	3	5	2	4	4	4	5	5	6	7	8	8	9	11	11	10	12	11	12	15	17	17	17	17	19	20	22	0	0	2	1	2	7	2	3	3	1	1	8	8	12	13	13	14	15	17	6	17	17	20	0	24	24	24	24	27	25	30	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	2	1
43000	-167.339869651530535	-165.386108421343863	-1.953761230186668	0.000089608673917	0.000013088554064	0.146063472338381	0.519048074260826	0	0	3	3	2	4	2	4	4	6	5	5	6	8	8	7	9	11	10	12	10	13	15	14	17	18	16	17	19	19	22	0	0	7	1	2	2	2	3	3	11	1	3	8	12	12	8	8	15	14	6	12	16	21	0	24	24	24	24	27	25	30	1	1	1	2	1	2	1	1	1	1	2	1	1	2	2	2	2	2	1	4	3	3	3	1	2	2	1	2	2	2	2
43500	-162.575654069938764	-161.214410261956886	-1.361243807981870	0.000117697147112	0.000064698956245	0.549707090037830	0.806762658033973	1	0	2	3	3	4	1	4	3	4	6	6	5	8	9	9	8	12	10	13	11	13	14	15	17	17	17	17	20	19	22	0	0	7	1	7	2	2	3	3	4	1	9	8	12	12	9	8	12	17	16	15	21	20	0	24	24	24	24	27	25	30	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	3	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2
44000	-166.635808836675693	-165.164529180468264	-1.471279656207429	0.000056100333686	0.000017763543141	0.316638814324273	0.739063079888737	1	0	2	3	3	5	2	4	4	5	6	6	7	7	8	9	7	12	11	12	11	12	15	13	17	17	16	16	19	20	23	0	0	2	1	2	5	2	3	3	4	1	8	8	12	13	8	8	15	13	6	12	16	20	0	24	24	24	24	27	25	30	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	2	1	5	2	2	2	1	2	2	1	1	2	2	1
44500	-171.103522950705525	-169.584029087075891	-1.519493863629636	0.000083571033079	0.000023548296257	0.281775818600743	0.494643778673291	1	1	2	3	3	4	3	3	4	5	7	5	7	8	9	8	10	10	11	13	10	11	14	14	16	17	15	16	19	19	23	0	0	2	1	2	2	2	3	3	1	1	7	8	8	14	12	8	15	16	6	12	16	6	0	24	24	24	24	27	25	30	1	1	1	1	1	2	2	1	1	2	4	1	2	3	1	1	3	1	1	4	3	2	6	1	2	2	1	1	2	1	2
45000	-165.454614965742621	-163.904265067443987	-1.550349898298633	0.000106190170928	0.000028026715618	0.263929470806945	0.660476470253711	1	0	2	3	4	4	2	4	4	5	6	5	6	8	8	8	9	12	10	13	10	12	14	14	16	17	16	16	19	19	21	0	0	2	1	7	2	2	3	3	1	1	8	8	12	12	8	14	15	17	17	7	21	6	0	24	24	24	24	27	25	30	1	1	1	1	1	3	1	1	1	2	2	1	1	1	1	2	1	2	1	2	3	1	4	1	2	2	1	2	2	1	1
45500	-173.368253881760353	-171.639871536065755	-1.728382345694598	0.000100851605945	0.000019676502279	0.195103509706638	0.493230245546517	-1	0	2	1	3	5	4	4	4	5	7	5	6	6	8	8	10	12	11	13	10	12	15	14	17	18	16	16	19	19	23	0	0	2	1	3	5	2	3	3	1	4	9	8	12	12	8	13	15	16	6	12	16	20	0	24	24	24	24	27	25	30	1	1	1	2	1	1	2	1	2	2	3	1	1	1	2	2	2	2	1	4	2	2	2	1	2	2	1	2	2	1	2
46000	-165.684512555495417	-163.769469549631054	-1.915043005864367	0.000103471561788	0.000015812118250	0.152816077932595	0.547279634305149	1	1	2	3	4	4	3	4	3	5	6	6	6	7	8	9	9	11	9	12	11	11	15	14	15	16	16	16	20	19	22	0	0	2	1	3	7	2	3	3	4	4	8	8	12	12	13	13	15	13	6	12	16	20	0	24	24	24	24	27	26	25	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	2	1	1	2	2	3
46500	-139.973113776254081	-138.171823914215565	-1.801289862038511	0.000079714325635	0.000014051589796	0.176274335691868	0.870621503777038	0	0	2	3	4	5	3	4	3	5	6	6	6	8	8	8	9	10	10	12	11	12	14	14	16	17	15	16	19	18	21	0	0	2	1	2	7	2	3	3	4	1	8	8	12	12	13	13	15	17	6	12	16	20	0	24	28	24	24	27	25	30	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1
