step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78
1	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.860779302199283	0	16	27	29	30	36	48	47	45	49	47	50	48	52	52	54	50	68	50	56	57	57	55	68	60	55	56	59	59	61	61	54	56	60	57	58	71	60	63	58	63	57	66	66	68	60	61	68	63	63	60	68	63	66	65	69	69	69	65	69	75	71	68	77	66	71	70	69	75	83	86	75	78	83	80	82	89	102	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-393.877505023842389	-402.928348404293729	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991076720847778	1	13	17	27	23	27	49	43	39	50	50	54	52	54	55	48	52	58	45	55	55	60	55	69	57	55	56	61	57	55	61	56	50	57	57	59	73	60	64	53	60	59	63	63	71	60	63	64	66	63	58	61	63	65	64	65	71	73	67	66	73	66	70	77	61	59	67	59	76	83	85	74	72	81	80	85	87	100	0	1	2	2	2	2	8	9	4	19	8	9	9	7	10	9	19	13	9	19	10	32	7	47	17	13	16	34	26	19	30	10	9	13	16	10	67	11	36	16	20	21	32	25	54	14	15	18	44	68	10	32	12	15	66	46	60	48	54	68	47	46	52	73	21	10	44	21	60	58	69	63	54	63	72	37	75	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-413.499431540297337	-422.550274920748677	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986155858385949	-1	18	27	31	30	35	46	41	44	50	45	41	48	54	51	55	52	62	47	56	58	52	51	62	61	59	56	53	55	56	59	49	59	62	59	52	72	60	61	50	65	56	67	69	65	59	46	65	63	59	59	72	62	65	63	61	71	69	61	69	71	70	68	71	69	73	65	68	73	78	78	77	77	80	79	75	85	81	0	1	2	3	2	4	12	4	8	47	12	3	12	32	19	32	12	27	12	7	7	47	9	14	10	17	28	9	22	32	28	47	19	21	13	9	18	22	30	9	50	13	13	55	20	32	8	55	21	29	16	50	40	21	15	11	68	50	40	24	49	54	21	41	30	24	42	51	16	64	58	29	61	61	37	24	72	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-401.031796755989205	-410.082640136440546	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982238708851631	1	10	22	26	29	38	46	48	47	52	39	51	47	52	52	48	51	70	49	57	58	56	59	65	59	53	45	55	55	60	60	51	57	64	59	55	64	63	64	57	54	57	64	64	65	52	56	68	62	59	56	65	64	61	56	66	72	67	61	72	78	72	67	66	66	64	68	59	73	79	84	66	78	85	77	78	90	93	0	1	2	3	4	5	11	27	6	9	5	13	6	7	7	27	9	24	7	10	12	9	41	47	14	9	6	7	13	46	10	13	14	23	15	27	41	41	21	26	9	7	51	50	22	19	17	50	28	7	17	30	22	22	13	25	45	68	36	68	45	25	33	42	23	55	59	12	67	53	44	54	57	38	57	66	71	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-412.222447791784930	-421.273291172236270	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999237101169561	2	10	29	28	24	37	50	48	45	48	41	46	46	50	54	55	50	71	55	58	57	58	55	69	61	58	57	59	61	63	64	55	52	62	54	50	70	56	61	61	63	57	70	54	71	55	65	67	58	60	60	63	60	45	62	69	67	66	69	71	79	61	61	76	64	72	68	67	76	85	82	78	78	77	81	83	86	98	0	1	5	5	2	3	12	6	11	11	6	6	11	13	13	36	10	55	8	33	32	44	33	30	46	10	10	17	12	20	46	36	9	32	12	10	47	17	21	50	38	7	25	8	41	7	33	63	36	19	11	49	46	3	16	50	50	42	28	65	74	46	46	31	23	48	65	26	30	31	61	37	34	58	64	60	71	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-416.917505387193046	-425.968348767644386	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982738479549213	3	16	24	27	24	38	46	47	48	48	43	51	51	49	54	50	52	67	50	60	59	54	54	70	56	54	58	56	54	54	57	58	54	61	54	62	66	58	58	55	63	57	61	64	65	58	62	72	59	63	57	66	66	65	66	60	71	66	55	63	74	70	69	72	65	71	66	57	72	87	76	66	70	84	75	71	77	90	0	1	2	3	2	5	6	11	11	11	6	11	7	11	10	6	8	38	10	29	30	10	17	53	19	19	12	13	7	6	11	30	7	38	16	46	31	26	30	13	36	30	39	38	38	59	46	58	30	42	26	56	56	20	38	51	67	56	16	40	48	41	55	41	38	17	46	10	45	18	57	17	55	69	69	27	54	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-400.594661975658823	-409.645505356110164	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992753548178277	2	14	23	29	32	37	46	49	41	48	43	48	49	51	50	56	45	71	49	55	51	51	51	69	63	59	49	62	53	59	64	50	56	61	54	54	54	56	61	53	58	57	65	70	71	61	61	70	61	68	58	69	65	58	61	72	67	65	62	62	70	68	67	79	70	68	71	70	71	83	77	74	76	82	82	76	86	98	0	1	2	3	3	5	9	11	5	9	5	9	17	13	7	27	6	47	7	7	17	13	7	49	21	16	17	35	32	22	46	7	27	40	13	15	10	15	12	13	8	17	39	57	26	36	38	34	27	25	14	31	37	35	22	58	31	33	33	27	43	26	49	73	63	47	43	63	59	71	45	65	28	73	65	68	71	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-431.902137362176745	-440.952980742628085	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998558616626355	1	5	27	17	27	37	40	50	47	52	46	45	42	48	42	50	52	58	53	53	53	50	58	52	64	52	57	56	44	56	61	50	36	53	52	58	70	55	64	48	58	58	68	64	68	59	56	68	45	64	63	62	56	59	62	66	64	71	67	71	73	74	70	67	65	65	67	71	71	82	87	73	81	80	82	79	92	94	0	1	4	1	4	5	33	29	15	9	13	6	6	29	33	9	40	49	12	9	40	11	53	15	23	12	32	32	13	17	53	12	3	11	12	20	57	15	38	6	12	38	31	21	52	38	8	8	3	28	8	42	8	27	38	46	32	64	25	50	65	55	52	55	36	23	18	48	43	62	75	59	45	52	45	57	71	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-408.670099187118012	-417.720942567569352	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982228959023241	4	13	26	30	34	36	42	46	44	41	48	53	45	55	51	52	46	61	44	54	56	52	55	69	54	57	57	61	52	57	61	54	56	60	61	56	69	62	65	52	63	49	60	60	69	51	61	63	59	63	63	71	63	67	66	66	68	68	63	71	74	72	68	76	66	55	74	69	74	78	82	77	73	80	75	76	90	97	0	1	2	3	4	3	4	19	6	5	19	42	4	19	9	42	6	26	10	8	46	17	16	50	15	11	46	40	19	25	25	9	17	12	33	46	56	32	17	15	49	13	26	16	51	6	36	16	20	36	46	49	20	35	32	66	59	32	22	28	58	63	51	54	32	40	41	49	24	45	75	57	39	24	57	52	61	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-393.403339111463481	-402.454182491914821	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985486998640598	4	17	29	29	33	35	44	41	47	52	39	51	49	43	54	49	48	70	50	49	59	56	56	66	60	59	59	62	59	59	59	54	58	61	53	60	68	55	58	52	60	54	66	65	67	57	53	66	63	62	55	71	64	63	64	66	69	65	66	72	76	65	71	78	69	69	69	65	70	86	81	78	76	84	80	80	91	97	0	1	2	2	4	3	5	6	8	9	3	9	14	11	19	14	11	44	11	14	20	13	19	30	46	16	38	38	42	35	47	12	51	38	7	10	26	12	38	7	35	13	15	41	30	35	8	21	32	30	40	56	22	27	23	21	38	51	21	28	67	25	68	68	44	46	56	46	58	52	57	69	24	66	44	43	74	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
