step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78
5000	-405.390194252240576	-414.441037632691916	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998795084686490	-2	13	18	31	33	35	42	47	38	48	43	46	46	51	47	53	49	69	55	42	58	54	56	57	59	51	55	58	56	58	58	52	53	53	59	55	68	61	65	56	66	60	68	61	65	63	62	68	60	58	58	61	66	57	67	66	62	70	60	72	74	66	60	75	54	71	67	67	76	83	85	73	77	81	82	77	90	87	0	1	2	2	4	4	9	11	5	7	9	20	4	7	20	8	7	24	12	4	32	17	26	12	34	8	13	32	16	34	33	8	13	10	22	16	21	29	30	11	42	15	30	10	30	54	19	44	65	27	32	36	30	10	47	19	54	45	65	48	48	44	50	52	15	62	25	38	56	69	75	44	72	69	73	67	60	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-397.155851569410117	-406.206694949861458	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992317692063500	3	10	16	27	31	40	46	49	45	47	48	39	43	45	55	49	45	64	51	58	56	58	51	66	53	55	53	63	60	55	64	55	54	59	59	58	74	63	54	59	65	57	65	64	69	55	57	71	63	55	60	65	63	59	64	71	71	71	58	70	74	65	68	79	64	68	69	70	75	85	73	73	67	81	80	81	85	93	0	1	2	3	4	5	12	14	6	12	14	5	6	5	7	14	6	30	9	19	8	8	9	29	12	8	16	21	33	10	39	8	14	27	50	8	63	8	7	14	34	27	35	21	49	23	16	41	23	14	21	10	46	27	40	41	20	66	25	28	67	26	32	57	54	20	39	31	57	61	53	24	29	61	58	72	76	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-404.237522621529763	-413.288366001981103	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998446784133926	-1	18	28	28	31	36	46	46	45	44	41	51	50	56	55	53	53	62	51	54	57	59	58	69	61	52	53	61	56	65	62	55	59	57	55	61	70	60	61	62	65	46	69	68	71	58	62	69	56	56	59	69	63	64	66	66	73	68	56	68	75	68	58	72	65	69	63	60	78	73	84	70	74	82	78	79	89	97	0	1	2	2	3	4	11	5	5	11	6	11	7	9	12	9	8	26	9	7	10	12	27	25	35	10	10	20	12	22	20	9	34	16	17	50	54	27	19	21	38	11	67	63	18	10	21	22	17	26	26	38	34	51	46	28	66	28	19	18	48	36	20	53	32	33	13	63	65	48	72	30	60	70	44	70	69	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-407.709128261779199	-416.759971642230539	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999296898122990	3	19	29	27	33	37	51	45	42	50	44	49	50	51	46	56	43	70	53	55	59	54	53	61	54	53	57	56	60	60	56	54	53	59	52	59	72	55	61	57	57	59	68	57	65	62	61	66	64	66	60	58	63	64	64	65	65	68	68	65	73	60	71	77	55	70	68	71	71	75	84	63	71	84	77	68	93	101	0	1	2	2	4	3	8	6	5	17	5	17	15	17	17	13	5	65	14	12	13	17	15	33	15	9	10	19	13	31	17	15	11	14	17	65	29	10	65	25	7	13	36	23	42	21	16	29	7	65	38	13	42	19	29	27	62	34	55	20	14	25	53	66	33	46	56	54	53	68	45	26	45	59	70	39	71	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-399.999065087566692	-409.049908468018032	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992497826722028	2	17	23	27	27	38	41	47	43	44	46	50	51	52	54	53	51	68	47	55	55	57	56	66	60	50	59	54	58	59	59	57	54	59	57	52	71	56	63	46	63	60	65	67	68	62	65	65	62	64	61	58	63	59	67	65	71	69	69	64	59	72	70	70	63	65	65	70	76	85	89	76	78	87	77	82	86	97	0	1	2	3	2	5	6	7	6	6	7	11	19	40	10	7	10	42	6	14	16	15	11	65	13	7	10	12	19	15	12	33	19	36	12	8	42	14	28	9	34	13	52	67	66	52	54	34	31	31	20	7	31	16	20	42	56	31	51	17	17	24	67	61	29	42	31	60	49	69	58	43	63	76	57	62	59	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-402.927412066576778	-411.978255447028118	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989078128150388	4	17	26	23	27	36	48	50	44	51	42	47	46	49	52	55	47	72	48	54	59	52	54	55	63	56	51	61	60	61	60	52	56	62	56	57	56	54	61	57	56	54	69	60	68	60	54	69	59	59	56	61	62	64	66	66	69	66	66	72	76	72	70	80	67	73	67	67	76	85	89	65	81	82	76	77	84	101	0	1	2	2	2	3	11	7	6	17	5	6	11	11	12	27	11	67	11	14	12	19	17	8	40	13	17	15	41	15	42	12	13	46	32	22	23	12	15	42	32	19	54	47	53	38	11	59	22	15	8	20	33	33	33	26	38	21	44	24	68	48	33	61	32	67	27	29	54	57	69	44	18	63	57	48	69	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-404.924045838814322	-413.974889219265663	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978562089975328	-1	7	30	24	32	38	43	51	47	43	50	48	48	49	53	50	51	66	52	57	57	56	52	57	59	57	48	62	56	60	62	51	54	57	52	60	71	60	64	54	64	58	57	57	60	56	65	64	63	60	61	68	58	64	64	67	66	69	58	63	75	74	70	72	65	62	70	67	79	77	80	76	78	81	83	80	84	96	0	1	4	2	3	5	6	7	10	6	10	10	3	7	32	10	27	25	14	13	14	11	7	32	40	16	7	53	19	33	12	10	13	12	6	46	65	22	26	27	22	40	16	14	26	13	30	53	21	34	15	45	27	35	20	53	66	59	35	26	39	65	30	45	43	24	55	46	72	65	72	63	72	65	70	51	69	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-412.886749204153659	-421.937592584605000	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999895572091483	3	16	27	32	33	40	51	41	38	52	44	53	50	54	46	49	47	60	47	56	56	55	46	65	64	54	51	59	61	61	61	55	55	59	58	56	64	58	65	57	65	61	67	64	52	61	64	68	59	63	60	63	64	67	63	72	67	64	66	72	68	70	68	74	65	69	74	66	76	74	70	69	67	86	76	81	92	95	0	1	2	3	2	4	19	5	4	6	6	15	15	9	8	23	8	12	11	23	45	45	8	30	35	15	8	22	32	14	32	13	10	6	15	7	42	32	30	11	20	33	49	28	6	17	31	50	33	51	15	22	38	25	38	48	29	35	35	49	51	49	50	52	26	30	30	50	50	71	43	34	44	69	63	73	74	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-397.138090644653801	-406.188934025105141	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983017695045014	0	17	24	30	33	35	47	46	44	51	42	44	46	53	54	57	48	65	46	52	57	59	54	68	62	53	55	57	58	58	55	52	54	60	57	52	75	63	62	57	63	60	67	65	68	55	61	68	57	60	57	65	64	62	56	70	65	66	64	68	69	66	68	73	66	62	69	58	74	78	88	68	73	77	69	83	90	93	0	1	2	3	3	5	5	6	5	13	6	6	11	8	17	15	13	31	6	19	17	8	9	28	40	11	17	7	33	17	19	17	19	15	17	8	45	40	31	14	29	14	28	55	34	17	20	22	10	31	36	35	40	30	7	52	25	31	30	39	34	28	62	31	68	51	47	20	53	48	37	35	57	52	16	64	76	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-413.047018575628272	-422.097861956079612	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993292022124870	3	17	24	28	29	35	47	46	46	47	39	52	45	55	43	56	50	62	50	57	46	57	50	70	54	50	57	61	61	55	63	53	57	62	52	60	64	55	58	56	61	55	69	56	63	58	60	66	66	60	58	71	64	64	58	71	69	63	58	69	64	73	72	70	64	64	72	69	73	73	84	76	69	82	78	72	85	84	0	1	2	3	3	4	13	11	15	15	5	8	11	32	6	23	8	40	8	8	5	19	10	66	10	9	9	33	59	32	59	17	32	14	10	20	29	17	12	15	17	19	61	7	40	42	33	39	30	35	32	49	27	21	35	28	29	40	23	41	46	73	39	40	46	38	66	47	73	67	63	68	45	75	49	31	75	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
