"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"1bf96e113f","zuper",78,0.714285714285714,0.728896103896104,3.20616987179487,NA,1,0,0.012634381872249
