step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99
1	-4110.202175585500299	-4117.057663536459586	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.929720046991193	4	6	17	17	19	18	18	20	30	24	20	23	28	28	24	34	29	30	31	31	36	34	43	35	34	37	38	35	37	42	37	44	43	39	41	43	41	44	43	42	43	51	51	45	50	48	48	47	45	45	56	50	54	47	50	50	57	50	54	54	52	56	57	56	54	63	60	54	57	54	58	57	58	64	60	62	67	65	68	67	64	67	69	64	70	71	68	72	68	72	80	75	77	75	85	87	98	99	102	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	3	3	5	4	3	3	4	4	4	5	4	5	5	5	6	5	7	5	5	6	6	5	6	7	6	7	7	6	6	7	6	7	7	7	7	8	8	7	8	8	8	7	7	7	9	8	9	7	8	8	9	8	9	9	8	9	9	9	9	10	10	9	9	9	9	9	9	10	10	10	11	10	11	11	10	11	11	10	11	11	11	12	11	12	13	12	12	12	14	14	16	16	17
500	-949.657132335560732	-956.512620286520132	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.351585615208135	0	4	15	17	20	18	16	20	29	23	20	26	30	22	25	35	29	32	31	28	30	25	40	35	32	31	40	27	38	29	30	32	35	40	40	42	41	45	39	39	43	49	49	39	44	46	44	48	47	37	56	44	45	44	49	43	56	51	54	52	51	56	52	52	52	62	60	56	58	55	59	53	58	63	58	58	69	62	60	61	65	68	65	65	68	70	68	71	65	73	82	74	77	75	86	88	101	97	103	0	1	2	1	7	2	2	4	6	3	4	6	12	7	14	4	10	17	11	11	11	7	30	31	28	11	20	11	4	22	10	20	21	22	28	20	28	24	21	32	33	36	34	31	22	31	20	40	41	31	40	24	0	33	28	30	43	45	30	44	47	58	30	9	31	20	60	60	47	23	31	47	23	70	70	44	62	39	30	26	44	75	65	23	0	50	58	23	0	37	31	89	21	74	31	55	37	28	35	1	1	2	2	1	2	1	1	2	1	1	2	1	2	1	3	1	1	3	1	2	2	2	1	1	2	2	1	2	1	1	1	1	2	2	3	3	2	2	2	2	1	2	1	2	3	2	2	1	2	3	2	1	2	4	3	2	2	5	3	2	2	4	6	3	4	2	2	2	3	8	2	4	2	1	4	2	3	5	5	5	2	3	4	1	7	3	7	1	7	13	3	6	2	11	8	12	14	13
1000	-823.822142302692555	-830.677630253651955	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.493917895172948	0	3	14	17	20	19	13	20	27	25	20	21	25	27	20	31	28	28	30	25	36	32	40	35	36	28	37	32	37	44	38	35	37	37	27	38	42	40	45	39	41	49	47	45	48	46	43	48	44	46	54	49	51	44	53	47	58	50	55	54	46	56	57	56	55	62	57	52	58	53	50	57	55	63	58	61	66	60	65	66	64	68	70	64	62	72	64	72	67	70	80	76	75	73	83	84	100	99	102	0	1	2	3	3	3	2	2	12	12	4	15	7	13	3	8	10	10	11	11	35	8	24	22	35	20	19	8	16	24	24	26	35	24	8	20	28	22	37	32	33	36	38	38	31	23	20	40	33	38	48	30	0	33	39	24	22	45	43	50	26	58	73	28	45	72	50	50	36	56	30	61	45	52	30	68	58	55	63	72	44	46	65	52	0	76	62	50	0	78	82	89	64	74	74	78	78	64	96	1	1	1	1	2	1	3	3	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	2	1	1	2	1	2	1	1	2	1	2	2	2	2	1	1	1	2	1	2	2	1	3	2	2	1	1	1	1	2	2	2	5	1	2	2	2	2	1	4	2	1	2	2	5	1	1	1	1	1	2	2	3	2	1	2	4	3	2	2	1	2	1	2	1	1	3	3	4	2	3	3	11	7	2
1500	-817.344960258196807	-824.200448209156207	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.486164342014917	3	8	11	15	17	18	16	19	29	25	17	23	29	28	24	33	27	31	31	25	37	35	44	32	34	32	36	36	36	42	38	45	41	41	39	40	43	41	45	41	43	51	53	46	43	46	50	45	46	46	55	48	47	44	50	43	57	51	53	52	43	59	54	54	43	64	58	48	54	53	47	51	54	61	60	61	66	66	68	64	58	60	64	64	70	72	66	68	69	68	72	72	71	67	82	85	99	97	96	0	1	2	3	3	7	1	4	1	7	4	6	12	6	3	7	10	17	11	11	25	24	31	17	20	20	20	26	16	24	22	27	25	24	28	20	28	31	35	27	25	27	24	38	34	30	61	40	25	38	40	22	0	25	35	7	52	65	23	50	27	58	65	55	24	47	50	50	11	22	23	61	30	30	59	44	58	55	45	47	50	46	63	23	0	67	58	50	0	64	74	89	78	74	94	93	90	78	96	1	1	1	1	1	1	3	1	4	2	1	1	2	1	3	1	1	2	2	2	1	1	1	1	2	2	2	1	1	3	1	2	2	2	1	2	2	1	1	1	1	1	3	1	1	1	2	1	2	1	2	2	1	2	2	3	2	1	3	1	1	2	2	1	2	2	2	1	6	2	1	2	2	2	1	3	2	2	2	3	2	3	2	3	1	2	2	3	1	3	2	1	2	1	2	3	7	5	2
2000	-803.857284348294456	-810.712772299253857	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.549676368740975	3	7	12	14	18	18	19	18	29	22	21	15	27	25	21	33	29	18	28	30	37	33	45	36	34	37	40	30	28	40	37	45	40	37	40	43	39	44	44	39	41	52	43	43	45	47	46	48	45	46	54	51	47	46	46	47	57	47	53	51	50	53	53	55	47	64	55	56	48	53	58	53	60	59	58	61	65	65	67	66	64	66	68	59	70	71	70	64	68	68	76	71	75	77	85	84	98	98	101	0	1	2	3	2	4	12	4	2	18	4	2	10	12	3	29	10	12	11	11	11	17	22	22	28	20	20	11	12	31	9	27	25	24	21	26	21	22	37	20	25	69	31	31	22	43	20	40	41	44	48	56	0	33	28	43	23	45	31	50	26	45	65	28	45	72	50	60	26	23	23	40	63	56	59	50	62	35	63	69	76	75	73	31	0	81	62	60	0	35	74	89	78	74	91	93	90	96	96	1	1	1	1	1	1	1	1	3	1	1	2	2	1	1	1	1	1	2	1	2	1	2	1	2	2	1	2	2	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	3	1	5	1	2	2	2	4	1	2	2	1	1	1	1	4	1	2	1	2	2	3	2	4	1	2	1	3	1	1	4	2	1	3	3	1	2	3	2	1	5	3	2
2500	-814.654278130624220	-821.509766081583621	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.615511786929719	2	6	8	14	19	11	15	17	26	20	19	24	24	23	17	35	25	31	31	30	37	28	41	33	36	33	36	35	37	38	37	42	40	37	42	40	42	46	46	42	45	49	47	40	51	43	47	47	45	43	53	43	51	45	50	52	57	49	53	53	52	55	56	55	55	65	58	54	58	53	53	51	58	58	62	57	65	57	61	67	64	67	68	63	68	69	65	73	63	72	76	75	71	77	85	88	96	95	97	0	1	1	3	7	3	6	4	3	6	4	6	7	5	3	8	10	10	4	11	19	17	22	22	19	11	26	19	8	22	22	36	25	24	28	20	28	30	35	26	33	27	23	24	24	24	37	40	37	44	40	30	0	33	37	31	71	31	23	50	19	45	58	28	46	32	50	50	42	52	43	20	45	31	31	50	62	64	63	69	50	59	73	74	0	81	58	81	0	55	65	89	55	74	91	90	64	96	98	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	3	1	2	4	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	3	2	1	2	1	1	2	1	1	1	1	3	1	3	2	2	4	1	1	3	3	3	3	2	2	1	1	3	1	3	5	2	2	1	2	2	2	2	2	1	1	1	2	2	1	4	3	1	4	3	1	2	6	1	1
3000	-758.990185997320054	-765.845673948279455	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620464353141630	4	7	18	17	14	19	17	21	26	24	21	21	29	25	23	27	31	30	28	31	35	31	41	34	31	37	38	35	37	43	38	41	38	35	41	42	41	37	44	35	44	38	50	42	47	47	46	46	42	46	51	48	50	50	47	51	43	51	53	53	50	54	56	51	49	61	55	56	57	53	54	52	58	58	61	59	64	65	67	58	59	64	65	65	67	69	67	56	59	68	78	74	76	68	84	83	94	96	101	0	1	5	5	1	7	5	4	3	5	4	6	3	6	5	8	10	10	11	19	25	10	31	22	11	20	20	25	16	24	22	20	25	22	28	26	28	22	37	20	25	19	57	38	30	23	26	40	25	44	48	57	0	41	35	31	24	65	46	44	26	58	65	55	45	26	50	60	72	31	56	61	45	30	46	50	62	55	73	26	50	75	73	56	0	50	45	50	0	35	84	89	64	43	94	93	96	96	97	1	2	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	2	1	1	1	3	1	1	2	2	2	2	2	4	1	3	2	1	1	1	1	3	3	2	1	3	2	2	4	3	2	1	2	2	2
3500	-790.654773773703141	-797.510261724662541	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631044189037726	-1	5	12	17	17	19	18	21	28	25	20	23	23	26	23	34	27	23	32	30	30	31	43	34	35	33	38	37	38	42	36	44	40	37	43	38	40	43	44	42	40	50	47	41	48	48	42	47	43	46	49	52	54	47	51	50	54	49	54	53	51	53	50	58	56	63	59	51	56	53	57	56	59	49	57	62	66	61	64	65	61	64	70	62	68	72	69	66	63	74	78	75	76	72	85	87	98	96	100	0	1	2	3	3	7	3	4	5	18	4	6	6	6	3	8	18	6	11	11	11	17	24	22	21	11	26	25	16	22	24	36	21	22	25	20	21	44	28	36	25	27	30	31	22	23	37	40	41	44	48	46	0	21	37	43	43	24	46	50	47	58	45	55	58	28	50	44	36	23	23	61	63	30	59	50	58	64	63	47	60	75	73	74	0	88	62	50	0	78	84	89	55	84	94	35	96	96	98	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	3	1	1	2	2	2	1	2	1	1	2	1	1	1	2	1	1	2	1	2	2	3	1	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	2	2	2	2	2	4	2	2	2	3	2	1	2	3	1	2	3	2	2	2	2	1	1	3	2	1	2	3	2	2	1	2	7	2	2	1
4000	-809.385999638362819	-816.241487589322219	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560221045299305	0	6	12	17	20	16	18	16	20	22	22	25	25	28	25	29	30	28	32	32	30	36	43	31	35	36	37	34	35	41	39	45	41	38	43	44	32	45	42	38	42	52	50	39	50	43	46	44	42	47	54	51	53	45	49	47	55	49	53	54	52	56	53	57	44	60	55	52	49	52	57	54	57	63	61	55	67	62	63	64	62	69	70	66	71	70	68	65	68	71	78	74	74	75	84	87	94	91	101	0	1	2	3	2	3	6	3	2	7	4	6	5	4	9	4	10	10	11	11	11	24	22	5	21	11	20	37	4	22	24	48	26	24	28	26	21	31	37	20	21	32	31	22	65	31	20	40	21	30	48	34	0	41	35	22	59	65	46	44	26	58	65	39	31	47	50	50	26	46	57	36	23	45	23	44	62	64	65	72	76	23	73	74	0	81	62	76	0	78	74	89	78	84	94	64	98	64	97	1	1	1	1	3	1	1	1	3	1	1	2	1	2	1	1	1	1	2	2	2	1	2	2	1	2	2	1	3	2	2	1	1	2	1	1	1	2	2	1	2	2	2	1	2	1	2	1	2	2	2	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	3	1	2	2	1	1	1	1	3	3	2	1	2	1	1	3	3	1	1	1	3	2	1	2	4	2	3	1	2	5	1	5	1
4500	-796.145224410082506	-803.000712361041906	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606942160951533	2	8	16	18	20	17	14	14	28	22	19	23	26	25	24	29	28	30	30	29	26	36	40	28	29	38	37	28	37	43	36	40	35	41	37	35	35	38	39	44	39	51	51	44	49	48	45	48	47	46	51	50	54	44	49	51	56	48	52	52	52	54	59	51	55	65	58	56	59	53	56	53	59	61	56	62	67	59	64	67	63	65	68	66	71	69	67	72	66	68	80	73	77	75	84	87	99	100	103	0	1	2	8	3	7	1	1	5	8	8	7	12	12	8	4	10	6	11	11	11	24	24	12	21	36	36	11	16	24	24	20	25	31	37	20	21	24	37	32	21	27	30	23	22	23	27	40	41	44	40	34	0	35	35	38	43	31	46	50	27	58	45	35	30	36	44	60	27	23	31	26	71	30	46	50	62	55	65	20	44	56	63	74	0	81	58	81	0	78	84	89	78	84	91	90	96	93	97	1	1	1	1	1	1	2	1	2	1	1	2	1	1	3	1	1	2	2	1	2	2	2	1	1	1	1	2	1	2	2	1	1	1	1	2	1	2	1	1	2	2	1	1	2	2	1	1	2	1	1	1	1	1	2	3	1	2	2	2	2	2	2	2	2	4	1	1	4	2	3	2	1	2	2	2	3	1	2	6	2	2	3	1	1	1	3	2	1	2	2	2	2	2	1	3	2	4	1
