step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72
11000	-465.782861270621993	-472.638349221581393	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612956917271101	-1	1	3	1	3	1	5	3	4	5	5	7	9	6	8	8	9	10	9	10	12	10	11	11	14	12	15	13	15	14	17	18	18	18	17	17	19	19	20	17	18	19	19	19	19	21	22	20	20	22	23	23	23	22	23	21	22	22	24	24	24	25	25	26	26	25	28	29	28	29	30	31	0	1	1	1	2	0	1	2	6	4	9	14	11	10	14	14	12	14	15	17	18	19	14	20	17	22	24	24	28	28	27	29	29	29	30	30	31	31	31	29	35	35	30	36	35	31	49	38	29	42	34	41	41	43	0	48	48	3	39	32	41	33	60	48	55	61	51	65	64	0	70	70	1	1	2	1	1	1	3	1	3	2	1	1	2	1	1	1	2	2	1	1	1	1	2	1	2	1	2	2	1	1	1	1	2	2	1	2	1	1	2	1	1	2	2	1	1	2	1	1	2	2	2	2	1	1	1	1	1	8	2	2	4	3	1	2	2	1	2	2	1	1	1	2
11500	-475.742799693271365	-482.598287644230766	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608151508002516	-1	0	2	2	2	2	4	4	5	6	3	6	9	7	8	7	6	10	9	12	8	12	11	12	13	12	15	13	15	16	17	18	19	17	17	18	20	20	19	19	19	19	19	19	20	20	21	21	21	21	22	21	23	23	23	22	23	22	24	24	24	26	24	26	26	23	28	29	29	29	31	30	0	1	1	1	2	0	2	5	6	2	6	7	11	7	17	17	1	21	15	17	17	19	18	14	15	19	20	24	24	28	27	29	34	29	24	30	33	31	31	29	35	30	36	30	35	31	33	31	34	30	32	45	41	45	0	48	48	10	40	32	52	51	40	48	55	42	62	55	57	0	70	70	1	1	1	2	1	1	2	1	2	3	1	1	3	1	1	1	4	1	1	3	2	2	1	2	2	1	2	1	2	2	1	1	2	1	2	2	1	2	1	2	1	1	1	2	2	2	1	2	2	2	2	1	1	2	1	1	2	7	2	3	1	2	3	2	2	2	1	4	4	1	1	1
12000	-484.036854009965168	-490.892341960924568	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660763337622880	0	1	4	1	3	2	5	4	4	6	3	6	9	7	8	7	9	8	8	11	12	11	11	12	13	13	14	14	15	15	18	18	19	17	18	17	19	20	19	19	19	20	18	19	19	21	22	21	20	22	21	20	23	21	23	22	21	22	23	25	22	26	24	26	25	24	27	27	29	29	31	30	0	1	1	1	2	0	5	2	6	4	6	5	11	7	12	12	15	12	12	14	23	19	18	20	22	19	24	24	20	28	34	29	34	29	30	30	31	31	31	28	35	41	30	30	36	40	37	38	40	36	32	35	41	45	0	48	38	14	49	32	52	51	32	48	55	61	60	65	64	0	70	70	1	1	2	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	2	2	1	2	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	2	1	1	2	1	1	3	1	1	1	1	6	2	2	1	3	3	2	1	1	1	2	2	1	1	1
12500	-462.831275576512155	-469.686763527471555	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.587205502753347	-1	0	4	1	2	2	5	3	5	6	4	8	9	6	8	7	9	10	9	11	11	12	12	12	10	12	14	14	14	14	18	18	18	16	16	16	19	19	19	18	18	20	19	18	19	19	22	21	20	22	22	21	23	22	23	23	23	23	24	24	24	26	24	25	25	24	28	28	29	29	31	30	0	1	5	1	2	0	2	2	6	5	6	14	11	8	14	14	12	14	15	18	12	19	18	12	15	19	24	24	24	24	29	29	29	29	30	30	31	31	29	29	35	35	36	36	35	34	31	31	33	36	32	45	42	45	0	48	48	13	29	40	52	59	51	48	55	52	59	65	64	0	70	70	1	1	1	1	1	1	2	2	2	1	1	2	3	1	1	1	1	2	1	1	1	2	1	3	1	1	1	1	1	2	2	1	2	2	2	1	1	1	4	2	1	2	2	1	2	1	2	1	1	3	2	1	3	2	1	1	1	8	6	3	2	1	2	2	1	3	2	2	2	1	1	1
13000	-498.219364463935335	-505.074852414894735	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588910811694274	-1	0	3	1	2	2	5	4	4	4	5	6	7	7	8	7	9	11	9	10	10	11	8	12	13	11	14	11	14	13	17	17	18	18	18	16	19	18	19	16	18	20	19	20	20	20	22	21	22	20	22	22	22	22	23	22	23	21	25	24	24	26	24	24	26	24	27	28	26	28	30	30	0	1	1	1	2	0	2	2	6	4	6	10	11	12	12	7	15	23	15	14	23	19	14	28	15	19	24	20	24	28	29	40	40	29	30	30	31	31	31	29	36	41	36	35	35	31	33	38	33	36	32	35	41	45	0	48	48	14	29	34	52	34	51	48	55	52	60	65	57	0	70	70	1	1	2	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	3	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	2	1	2	2	2	1	2	2	2	1	2	1	1	1	1	7	6	3	1	4	1	2	2	2	2	1	1	1	1	1
13500	-450.400885703162089	-457.256373654121489	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.735757971683514	0	1	3	1	3	2	5	3	4	5	4	5	8	7	7	7	9	9	9	12	12	12	11	13	12	12	15	13	15	14	17	18	18	17	19	16	18	20	19	18	19	17	20	20	19	21	20	21	20	21	22	22	23	21	22	23	22	23	24	23	25	25	22	25	25	24	27	27	29	29	30	31	0	1	1	1	2	0	5	2	6	1	6	5	11	12	12	10	1	14	15	12	23	19	18	17	12	19	20	17	20	24	29	34	29	29	42	30	34	31	31	29	42	36	28	36	42	33	33	49	28	36	32	41	43	45	0	48	48	17	40	32	52	51	32	48	55	52	60	55	48	0	70	70	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	5	1	1	4	1	2	2	3	3	2	2	2	1	1	1	1	2	2	1	1	1	1	1	2	1	1	4	2	1	2	1	1	4	2	2	1	1	1	1	1	1	5	3	2	1	2	1	2	2	1	2	2	3	1	1	1
14000	-476.808662617537038	-483.664150568496439	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596211107725711	-1	1	3	0	3	1	4	4	5	5	4	6	8	8	8	8	8	9	10	11	11	12	11	12	13	13	14	14	15	14	18	17	19	18	19	17	19	19	19	18	19	17	19	17	18	20	21	20	22	23	22	22	23	21	23	22	22	22	25	25	23	25	22	25	25	23	29	28	29	29	31	31	0	1	1	1	2	0	2	1	6	1	6	7	11	12	12	8	12	12	15	14	18	15	18	16	15	15	24	24	27	24	29	29	29	29	42	30	31	31	31	29	42	30	36	30	42	31	37	38	40	43	32	41	41	45	0	48	48	10	29	33	52	33	32	57	55	54	62	55	64	0	70	70	1	1	2	1	1	1	1	3	2	2	1	1	2	1	1	1	2	2	1	2	1	3	1	2	3	2	1	1	1	1	2	1	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	10	5	3	1	3	2	2	2	1	2	2	2	1	1	1
14500	-480.142007265916163	-486.997495216875564	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652937177564978	-1	1	2	1	3	2	5	3	4	5	5	7	8	8	8	8	8	9	10	11	11	9	11	12	12	12	15	13	16	15	18	17	19	19	18	18	19	20	19	17	19	17	19	19	18	20	21	21	21	22	22	22	24	21	22	22	23	21	24	22	24	26	22	25	26	23	29	29	30	28	30	31	0	1	1	1	2	0	2	4	6	4	6	5	11	8	8	12	12	14	22	14	18	15	18	20	15	19	24	20	27	28	32	29	29	29	42	30	31	31	31	29	35	30	30	30	42	34	37	38	29	36	32	35	50	45	0	48	48	10	60	32	66	51	32	48	55	52	62	65	64	0	70	70	1	1	2	1	1	1	1	1	1	1	1	2	1	3	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	2	2	1	1	1	1	2	2	2	3	1	2	1	1	2	5	1	2	1	1	2	2	2	1	2	2	1	1	1	2
15000	-439.760105210319864	-446.615593161279264	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.719198238699506	0	1	3	2	2	2	5	3	4	6	4	7	8	6	8	8	9	9	9	11	11	11	12	13	12	13	15	14	15	15	17	18	18	18	18	16	19	20	18	17	18	17	19	20	20	20	21	21	22	23	22	21	23	22	23	23	23	23	24	23	23	25	24	25	26	24	27	29	28	29	30	30	0	1	1	2	2	0	8	5	6	4	6	14	11	5	14	14	14	12	15	14	18	19	18	20	15	15	20	24	20	28	20	40	40	40	42	30	31	31	29	29	42	30	30	36	35	37	37	38	40	43	32	45	52	45	0	48	48	10	49	32	52	49	51	48	55	61	62	65	48	0	70	70	1	1	2	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	3	1	1	2	1	2	3	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	3	2	2	1	1	1	1	2	1	8	1	2	2	2	1	2	2	1	2	2	3	1	1	1
15500	-463.514881555436659	-470.370369506396059	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680247202869654	0	1	4	2	2	2	5	3	4	6	5	6	7	8	8	7	8	8	9	10	11	11	10	12	13	13	15	13	16	15	18	18	18	19	18	17	20	19	19	17	19	17	19	19	19	19	21	20	21	22	23	22	23	21	22	23	22	22	22	24	24	24	25	25	25	24	28	29	28	28	30	31	0	1	1	1	2	0	2	2	6	4	6	7	11	12	12	12	12	16	15	12	23	19	16	16	15	22	28	24	24	28	40	29	40	40	42	28	46	29	29	27	42	30	36	42	42	29	39	38	40	43	29	41	52	41	0	57	48	25	39	49	41	34	62	48	55	52	62	65	57	0	70	70	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	2	3	2	1	1	2	2	1	2	1	1	1	1	1	2	3	1	1	1	1	2	1	2	1	1	2	1	3	2	1	2	1	1	1	5	1	2	2	3	1	3	2	1	2	2	2	1	1	2
16000	-480.312850810236966	-487.168338761196367	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624841139895910	0	1	3	1	3	1	6	3	4	6	5	6	7	8	8	7	8	10	10	10	11	11	11	11	13	11	15	13	15	15	18	18	19	18	17	17	20	20	20	18	19	20	18	19	19	20	20	21	22	21	21	21	24	22	22	23	23	23	25	23	24	26	25	25	26	23	26	28	29	28	30	30	0	1	1	1	2	0	5	2	6	4	6	5	11	7	12	12	7	12	15	14	18	19	18	20	15	19	24	24	24	28	29	27	29	29	30	28	31	29	31	29	35	35	28	36	35	31	31	38	39	44	32	41	52	42	0	48	48	13	49	51	52	51	51	48	55	52	32	65	64	0	70	70	1	1	2	1	1	1	2	1	2	2	3	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	1	2	1	2	1	2	1	2	3	2	2	2	1	1	1	1	1	2	2	1	1	1	2	9	1	1	2	2	2	2	2	1	3	1	2	1	1	1
16500	-459.048341196453748	-465.903829147413148	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591064223484002	-1	0	3	2	2	2	5	4	4	6	5	7	9	6	8	8	8	10	9	12	12	11	12	12	13	12	15	13	15	15	17	17	17	18	19	18	19	19	19	18	17	20	19	19	19	20	21	21	20	21	21	21	23	23	23	22	23	23	24	24	24	25	23	24	26	25	29	28	28	28	30	31	0	1	1	1	2	0	3	5	6	3	6	14	11	5	14	12	7	17	15	12	18	19	18	12	15	19	24	14	20	28	29	29	29	28	41	20	31	31	31	33	30	35	30	30	41	31	37	38	40	30	32	41	52	35	0	48	48	20	34	32	52	34	32	48	55	61	62	65	57	0	70	70	1	1	2	2	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	3	1	1	2	2	2	2	1	3	2	1	1	1	1	2	1	3	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	2	2	2	1	1	2	6	2	2	2	3	2	2	2	1	2	1	3	1	1	2
17000	-438.606795335934294	-445.462283286893694	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.695368702399967	-1	1	3	1	3	1	5	3	4	6	4	8	9	6	8	7	8	11	9	8	10	11	12	12	13	12	15	14	15	15	18	18	19	19	17	17	20	20	19	18	18	19	19	20	20	20	22	21	22	21	21	22	23	23	23	23	23	21	24	25	23	24	24	24	26	25	28	27	27	27	30	30	0	1	1	1	2	0	5	2	6	4	6	14	11	5	14	14	14	12	15	14	14	19	18	20	15	19	24	24	28	28	29	29	29	32	30	30	31	39	31	29	35	35	30	36	35	31	37	38	34	30	32	41	50	45	0	48	48	13	34	51	52	32	51	38	55	61	62	65	64	0	70	70	1	1	1	1	1	1	2	1	1	2	3	1	3	2	1	1	1	1	1	1	2	1	1	2	2	1	2	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	3	1	2	1	1	1	1	1	4	2	3	1	2	1	2	2	1	2	1	2	1	1	2
17500	-466.263274885802389	-473.118762836761789	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610641026725523	-1	1	4	1	3	0	3	2	4	6	4	5	5	6	8	8	8	10	9	10	11	12	11	12	14	13	14	13	16	15	19	18	17	18	17	16	20	19	18	19	19	20	18	19	19	20	21	21	21	22	22	22	23	23	23	22	23	21	24	24	24	25	24	26	26	24	28	28	29	28	30	30	0	1	1	1	2	0	2	2	6	7	6	5	6	12	14	14	14	17	15	12	18	19	17	20	22	19	24	24	27	27	39	29	29	29	30	30	31	39	33	34	35	35	30	30	36	34	31	38	29	43	32	41	45	42	0	48	48	10	40	40	52	33	51	48	55	35	51	55	57	0	70	70	1	1	2	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	2	1	2	2	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	2	2	1	1	1	2	2	2	2	2	2	1	1	1	5	2	4	1	4	1	3	2	3	3	3	2	1	2	1
18000	-478.855606536987921	-485.711094487947321	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.739655916003494	-2	0	0	0	2	2	5	3	4	6	5	7	7	7	8	7	9	9	10	12	11	9	12	12	12	13	15	14	16	15	19	18	17	19	17	16	20	19	18	19	19	20	17	20	19	20	20	21	22	22	23	21	24	21	21	22	22	20	24	23	24	25	25	26	26	25	27	28	28	27	31	30	0	1	1	1	2	0	2	5	6	8	6	7	11	7	12	7	12	14	22	12	18	15	18	17	15	22	24	24	24	28	39	33	27	33	30	30	39	39	29	33	35	35	30	30	35	39	39	38	31	43	33	41	52	41	0	48	48	20	29	32	52	32	51	48	55	52	51	55	64	0	72	70	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	2	2	2	3	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	3	3	1	2	1	1	1	1	3	2	3	2	3	1	2	3	2	2	2	1	1	1	2
18500	-469.521915348602249	-476.377403299561649	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668713874759097	-1	0	2	2	2	2	6	4	4	6	5	7	9	8	8	7	8	10	9	9	11	11	9	12	13	12	15	13	16	14	19	18	17	18	17	17	19	18	17	19	19	19	19	20	20	21	21	21	21	21	22	22	20	22	22	22	22	21	23	22	24	25	22	25	26	25	27	29	29	28	30	31	0	1	2	1	2	0	5	2	6	4	6	7	11	12	12	8	7	23	15	12	18	19	12	20	15	19	28	24	27	28	39	33	29	33	30	30	39	39	29	29	35	28	28	36	35	39	31	31	33	30	32	41	43	45	0	48	48	16	49	34	52	63	32	57	55	61	62	65	64	0	70	70	1	1	1	1	1	1	2	2	2	2	2	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	3	3	2	2	2	1	1	2	2	2	2	1	1	1	1	1	6	1	1	1	2	2	2	3	1	1	1	2	1	1	1
19000	-430.287690866000844	-437.143178816960244	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.748014817643104	0	1	4	2	2	3	5	3	4	6	5	8	8	6	8	8	7	10	9	10	12	11	10	12	13	12	14	13	16	15	19	18	18	17	18	17	18	20	20	18	19	20	18	19	20	20	20	21	21	22	23	22	23	23	23	23	23	22	25	23	24	26	24	26	25	25	28	28	29	29	30	31	0	1	1	1	2	0	2	2	6	4	6	14	11	3	7	14	14	12	15	12	23	19	14	20	15	22	24	20	27	28	40	29	29	29	30	30	29	34	31	34	35	36	30	30	43	34	31	38	40	36	32	42	41	45	0	48	48	7	49	32	52	59	60	57	55	52	51	65	64	0	70	70	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	1	1	1	8	2	2	1	1	1	1	1	1	2	2	2	1	1	1
19500	-440.741742633544163	-447.597230584503563	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703129685490911	0	1	3	2	3	2	5	3	5	7	3	8	8	6	8	8	8	10	9	11	12	12	10	13	12	13	15	13	16	15	18	17	19	19	16	18	19	19	19	18	17	19	19	20	19	20	21	21	21	22	21	20	24	21	23	23	22	19	25	24	24	26	24	26	26	25	28	29	29	28	30	30	0	1	1	1	2	0	8	2	6	4	6	14	11	5	14	14	14	17	15	12	18	19	14	20	15	25	24	20	27	28	32	29	29	29	30	30	29	31	31	29	35	35	30	30	41	31	37	38	29	43	32	41	52	45	0	57	48	10	49	39	35	60	51	56	55	53	60	65	57	0	70	70	1	1	2	1	1	1	1	1	2	3	1	1	2	1	1	2	1	1	1	2	1	2	2	1	2	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	2	1	1	1	1	3	2	2	2	2	2	1	1	1	3	2	3	3	1	1	2	2	1	2	2	3	1	1	1
20000	-457.885543721490535	-464.741031672449935	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669623362636853	-1	0	0	1	2	2	5	2	4	6	5	8	8	7	8	7	8	10	9	9	11	12	11	12	12	12	15	14	16	15	17	17	18	19	17	17	20	18	19	18	18	19	17	19	19	21	21	20	21	22	23	23	23	21	22	22	23	23	22	22	25	24	25	25	26	25	27	28	30	28	29	30	0	1	1	1	2	0	2	2	6	4	6	14	11	2	14	10	14	14	15	14	14	19	18	20	14	19	24	24	24	28	29	29	29	33	24	30	31	29	31	29	35	35	30	28	35	39	33	38	33	30	29	35	41	35	0	48	48	14	49	32	43	60	51	48	55	52	60	65	57	0	70	70	1	1	1	1	2	1	2	1	1	2	1	1	1	4	1	1	1	1	1	1	2	2	1	3	3	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	2	2	4	4	2	2	1	1	2	8	1	2	4	1	1	2	2	1	3	1	2	1	1	1
20500	-436.985548878369286	-443.841036829328687	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.692916921850563	0	1	3	2	2	1	5	4	5	6	4	6	9	7	9	8	9	9	10	11	12	11	11	12	13	11	15	13	16	16	19	18	18	19	17	18	19	19	18	17	18	19	19	19	19	20	21	21	21	23	22	22	23	22	23	23	23	22	24	22	23	22	25	26	26	24	28	28	28	29	31	31	0	1	1	1	2	0	5	5	6	4	6	7	11	12	12	14	14	12	15	12	14	15	18	20	19	19	24	24	24	28	39	29	40	40	30	30	39	39	40	29	35	35	36	30	35	31	37	38	40	43	32	41	52	45	0	48	48	10	33	32	52	32	62	48	55	61	62	65	57	0	70	70	1	1	2	1	1	1	2	1	2	2	2	1	2	1	2	1	1	2	1	2	3	1	1	1	2	1	1	1	3	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	3	2	1	1	1	1	2	7	3	2	1	2	2	2	2	1	3	1	2	1	1	1
21000	-469.842972889100395	-476.698460840059795	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569807992170746	0	1	4	2	3	2	5	3	4	6	4	8	9	7	9	7	9	10	8	11	11	10	12	12	13	12	15	14	16	14	19	18	19	19	16	17	19	19	17	18	19	19	18	19	19	20	20	20	21	21	22	22	23	22	23	22	23	23	23	24	24	23	25	24	26	24	28	28	28	29	31	31	0	1	1	1	2	0	5	2	6	4	6	2	11	7	12	7	7	10	10	12	12	19	18	12	15	22	24	20	27	24	39	29	29	29	30	30	39	39	29	29	35	35	36	30	35	33	37	38	40	43	32	41	41	45	0	48	48	4	49	51	52	32	60	48	55	52	51	55	56	0	70	70	1	1	2	1	1	1	2	1	1	2	1	4	3	1	1	1	2	2	1	2	2	1	1	2	2	1	2	2	1	1	2	1	2	2	1	2	1	1	1	1	1	2	1	2	2	1	1	1	2	1	2	1	2	2	1	1	2	8	1	2	1	2	1	2	2	1	3	2	3	1	1	1
21500	-471.249164998374624	-478.104652949334024	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.527237122565941	0	1	2	2	3	2	5	4	4	6	4	6	7	7	8	8	8	9	9	10	11	12	12	13	13	12	15	14	15	15	18	17	19	18	18	18	19	19	19	18	19	20	18	19	19	20	21	21	22	21	21	22	22	22	22	23	22	21	24	23	25	24	22	25	24	24	27	28	28	26	30	31	0	1	1	1	1	0	1	4	6	4	6	7	11	7	14	12	12	12	15	14	18	19	18	20	22	19	24	24	24	24	29	29	29	29	30	30	31	31	29	29	35	35	30	43	35	31	39	39	29	36	32	41	41	45	0	57	48	18	49	32	52	49	32	31	55	52	51	65	56	0	70	70	1	1	1	1	1	1	3	1	2	1	1	1	2	1	1	1	1	2	1	2	1	2	2	2	1	2	1	1	1	1	2	1	2	2	2	2	1	1	2	2	1	1	2	1	1	1	2	1	3	2	2	3	2	2	1	1	1	5	1	2	2	1	2	3	2	1	3	3	2	1	2	2
22000	-457.763279990917852	-464.618767941877252	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684398853995028	0	1	4	2	2	3	5	4	4	5	4	8	8	6	8	8	7	9	9	10	12	11	12	12	13	12	16	13	16	15	17	17	18	19	19	17	19	17	19	18	18	20	20	18	20	20	21	21	22	21	22	22	24	23	21	22	22	21	24	24	24	26	24	26	25	25	29	28	29	29	31	31	0	1	1	1	2	0	2	2	6	4	6	14	11	5	14	14	7	12	12	14	18	19	18	20	14	19	24	24	24	24	29	29	29	40	30	30	31	29	31	31	30	44	35	30	41	31	37	38	33	36	32	42	42	35	0	48	48	14	29	51	52	32	51	57	55	61	62	65	64	0	70	70	1	1	2	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	2	2	2	2	1	3	2	2	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	4	3	1	1	4	1	2	2	1	1	2	1	1	1	1
22500	-472.790076342842383	-479.645564293801783	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667908124695523	-1	1	3	1	2	2	4	3	4	6	3	7	7	5	8	8	7	9	9	11	10	10	11	12	12	13	14	14	15	15	18	18	18	17	17	18	20	20	19	19	18	19	19	19	19	20	21	21	21	22	23	20	22	21	23	23	22	20	24	24	23	23	24	24	25	24	29	29	29	28	30	30	0	1	1	1	2	0	5	2	6	8	6	2	6	2	14	12	14	17	15	12	12	19	18	20	15	25	24	24	27	28	34	29	29	29	30	30	31	39	31	29	35	35	30	30	35	32	33	38	34	43	40	41	42	45	0	57	48	5	49	32	52	40	51	57	55	61	51	65	57	0	70	70	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	2	2	1	1	1	1	1	2	2	2	1	2	1	1	1	1	10	1	2	1	2	1	1	2	1	2	2	3	1	1	1
23000	-459.215959430679447	-466.071447381638848	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622726332120596	0	1	3	2	3	2	4	3	5	6	5	7	8	6	9	8	8	9	10	10	11	12	12	12	13	12	15	14	16	15	17	18	18	18	17	17	19	19	19	18	19	20	19	20	19	20	21	20	21	21	22	22	23	23	22	23	22	23	24	23	23	25	24	26	26	23	29	28	29	28	30	31	0	1	1	1	2	0	5	2	6	3	6	14	11	5	12	14	14	12	15	14	12	19	18	20	15	19	24	24	27	28	29	29	29	29	30	30	31	31	31	29	36	35	30	43	35	31	39	38	29	30	32	42	35	42	0	48	48	11	40	32	42	34	51	57	55	50	62	55	48	0	70	70	1	1	2	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2	1	2	1	2	1	2	2	2	1	2	1	1	1	2	6	3	2	1	3	1	3	2	1	1	2	4	1	1	1
