step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26
22000	-185.810831544727392	-192.666319495686764	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.518502248672619	2	0	10	12	15	14	15	17	16	16	18	17	19	20	20	17	21	21	20	21	21	21	22	22	24	25	2	0	2	3	4	3	3	7	3	5	6	3	16	8	8	10	14	8	10	13	15	8	11	16	18	15	1	1	5	1	2	2	2	1	4	1	2	4	2	2	1	1	1	3	2	1	1	2	2	2	1	2
22500	-194.873961129881138	-201.729449080840510	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503280128353436	2	1	10	12	13	14	14	17	15	17	16	19	19	21	19	17	20	21	21	21	21	21	23	22	23	25	2	0	2	3	3	3	3	7	4	9	6	6	16	15	5	5	3	7	10	10	8	7	15	10	8	18	1	1	5	1	1	2	2	2	2	1	1	2	1	1	3	2	6	3	2	2	3	5	2	2	3	3
23000	-174.248491121645998	-181.103979072605370	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503771439772156	2	1	10	12	14	15	16	15	15	17	16	18	20	20	19	18	20	21	22	20	21	22	22	22	24	23	2	0	2	3	3	3	8	5	3	5	9	3	16	15	10	10	9	7	20	10	3	21	6	10	18	3	1	1	4	1	2	2	1	1	2	2	1	2	1	1	1	1	2	2	2	2	6	1	3	3	2	5
23500	-169.797266879082343	-176.652754830041715	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.554158896194225	2	1	11	13	15	14	15	17	16	17	17	19	19	21	19	18	20	21	22	19	21	21	23	23	24	24	2	0	2	3	3	3	6	7	4	5	7	6	16	15	8	5	8	8	20	10	8	8	18	13	18	11	1	1	6	1	2	2	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	2	1	1	1	3
24000	-183.441646650977589	-190.297134601936961	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.333744950950638	2	1	11	12	13	15	14	16	16	17	18	19	20	20	20	19	21	22	20	21	21	22	19	22	24	24	2	0	2	3	4	4	4	7	4	5	4	11	10	7	4	10	9	23	3	10	3	8	3	16	18	14	1	1	6	1	1	2	1	1	2	2	3	1	2	2	4	2	3	2	4	3	5	4	4	2	1	2
24500	-175.191987526510530	-182.047475477469902	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.454858429421721	2	0	11	13	14	15	16	17	17	16	17	18	19	20	19	18	19	22	22	21	19	21	21	21	24	22	2	0	2	3	3	3	5	7	7	5	3	3	5	7	7	10	6	6	20	13	8	15	11	13	22	11	1	1	4	1	1	3	1	1	1	1	3	4	2	2	2	1	3	3	1	1	1	1	2	1	1	3
25000	-176.225772178857852	-183.081260129817224	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661599111787688	3	2	11	12	14	13	16	17	16	16	18	19	19	19	19	19	20	20	22	22	21	21	22	22	22	24	2	0	2	3	3	3	4	9	4	5	6	6	5	8	7	5	9	14	5	5	14	14	11	13	18	11	1	1	5	1	1	1	2	1	3	1	4	3	3	1	2	2	2	1	3	4	1	1	2	1	1	3
25500	-170.966904496404453	-177.822392447363825	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613132038267891	2	0	12	13	14	15	15	17	16	17	17	16	20	20	20	18	20	20	20	21	21	21	22	22	22	23	2	0	2	3	3	4	4	7	4	5	9	3	16	7	7	10	8	8	10	10	8	14	17	16	18	3	1	1	5	1	1	1	1	2	3	2	1	2	2	3	2	1	2	2	2	2	2	1	1	2	1	5
26000	-169.124339369115546	-175.979827320074918	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.455329001822562	2	0	11	12	14	15	16	17	16	16	18	19	20	20	20	20	20	21	22	20	20	22	23	21	24	22	2	0	2	3	3	4	4	4	4	5	3	11	10	7	7	10	8	11	20	3	11	15	14	13	18	11	1	1	4	1	1	1	2	3	2	1	4	1	2	2	2	2	1	1	1	4	1	1	2	1	1	2
26500	-180.310900725878156	-187.166388676837528	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.460563130837003	2	0	10	13	14	13	14	17	16	16	17	17	20	18	19	19	21	22	22	20	21	20	22	22	23	24	2	0	2	3	3	3	3	5	4	4	3	6	10	12	8	10	9	15	20	10	14	8	3	13	15	23	1	1	4	2	2	1	2	2	1	1	3	2	2	1	2	1	3	2	1	2	1	1	5	1	2	1
27000	-179.199576175491131	-186.055064126450503	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.510031109328388	3	1	11	12	13	14	15	17	17	16	17	19	19	20	19	18	21	21	20	21	21	21	23	23	22	23	2	0	2	3	3	3	3	7	4	5	7	6	16	7	3	10	4	12	10	19	15	6	3	13	18	11	1	1	4	1	1	1	2	1	2	2	1	2	1	2	3	1	5	1	2	1	1	3	6	1	1	4
27500	-180.246352868548797	-187.101840819508169	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.568382666665800	3	1	11	13	14	13	16	14	16	17	18	18	19	20	19	19	20	20	20	22	22	21	23	22	23	23	2	0	2	3	3	3	8	3	4	5	3	9	5	8	8	5	11	8	5	5	3	15	11	16	14	3	1	1	5	1	2	1	1	2	1	2	3	1	3	2	2	2	1	2	4	4	5	1	2	2	2	6
28000	-169.817671096214582	-176.673159047173954	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.492320889640208	2	1	11	12	14	14	15	16	15	17	17	18	20	20	19	18	20	20	21	20	22	21	22	23	24	24	2	0	2	3	3	4	4	4	5	3	6	11	16	10	8	5	15	7	20	10	8	7	11	16	18	3	1	1	5	1	2	1	1	2	1	3	2	1	1	2	2	2	1	2	1	2	3	4	2	3	2	5
28500	-170.695119646717700	-177.550607597677072	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.558166438283326	2	0	12	13	15	14	15	17	16	16	18	19	18	21	18	19	20	19	21	22	21	20	23	21	23	23	2	0	2	3	3	4	4	7	4	5	9	11	5	15	8	13	9	7	3	10	18	15	14	13	18	11	1	1	7	1	2	1	1	1	2	1	1	1	2	2	1	1	2	2	4	2	1	1	2	1	2	2
29000	-170.514251843192454	-177.369739794151826	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611824269680703	3	1	11	13	15	14	15	16	15	16	18	16	20	18	19	19	20	21	19	21	22	21	22	22	24	24	2	0	2	3	3	3	4	7	6	5	12	6	16	8	14	5	9	14	5	10	14	15	11	16	18	11	1	1	5	1	3	1	1	1	1	1	1	2	1	1	1	2	2	2	2	3	2	1	2	2	1	3
29500	-184.121837708486396	-190.977325659445768	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.480952362126025	3	1	12	13	14	15	14	16	15	16	16	18	20	19	18	19	20	21	22	22	21	22	22	22	22	25	2	0	2	3	4	4	3	7	4	5	4	6	3	15	8	10	12	15	10	16	3	14	7	13	15	25	1	1	5	1	1	1	1	1	1	1	2	2	3	1	1	2	2	2	2	2	5	1	3	1	2	2
30000	-167.082702238093560	-173.938190189052932	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.549057920607934	3	1	11	13	14	15	16	17	16	16	17	18	19	20	19	19	20	20	21	21	20	21	22	22	23	24	2	0	2	3	3	4	4	7	3	5	3	6	10	15	8	5	9	7	10	10	7	18	12	16	18	11	1	1	4	1	2	1	1	1	2	2	2	2	1	1	1	2	2	2	3	3	1	1	2	2	2	5
30500	-182.586015039733610	-189.441502990692982	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661422279545191	3	1	11	12	13	14	15	17	16	15	16	19	20	20	19	18	21	20	22	20	22	21	23	23	23	24	2	0	1	3	3	3	3	9	7	5	6	11	16	8	7	10	12	9	3	10	14	15	6	13	15	23	1	1	3	1	1	1	2	1	1	1	1	2	2	2	2	2	1	2	4	2	1	1	6	2	1	1
31000	-184.515517470028300	-191.371005420987672	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598773815416674	2	0	12	13	14	13	15	17	16	16	17	19	18	20	19	20	21	21	20	21	21	22	22	22	23	25	2	0	2	3	3	3	4	4	4	5	3	8	5	7	7	13	8	15	10	19	8	16	11	13	18	11	2	1	6	1	1	1	1	3	2	2	1	1	2	3	2	2	2	1	2	1	2	2	2	2	2	4
31500	-173.522005376142232	-180.377493327101604	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643541442497628	3	1	11	12	14	14	16	17	15	16	16	18	16	19	20	20	20	22	21	21	21	21	21	23	24	23	2	0	2	3	4	3	5	7	4	5	6	6	5	4	8	13	3	14	10	10	14	15	3	13	18	23	1	1	5	1	1	1	1	1	1	1	1	2	1	3	2	2	3	2	3	2	1	1	4	2	1	1
32000	-182.569640903650992	-189.425128854610364	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572494240703185	0	-1	12	13	15	14	15	16	16	17	17	18	20	20	19	19	20	19	22	20	21	22	21	22	22	24	2	0	2	3	4	4	4	7	4	5	6	11	10	15	8	10	9	4	13	10	3	14	14	13	14	11	1	1	8	1	1	1	1	1	2	2	1	1	1	1	2	1	2	3	1	1	5	1	1	1	1	3
32500	-158.531813487057860	-165.387301438017232	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598385781075938	3	1	11	13	14	15	16	15	16	17	18	18	19	21	20	19	19	21	22	21	22	22	23	22	23	23	2	0	2	3	4	4	8	4	4	5	3	6	5	8	7	10	11	7	20	10	14	15	11	13	18	3	1	1	4	1	1	1	1	1	1	2	4	2	3	3	2	1	1	3	1	2	1	1	3	2	1	5
33000	-160.895217788157737	-167.750705739117109	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.571495971659497	3	1	10	12	14	14	15	16	16	16	17	18	19	19	19	20	19	22	21	19	21	21	22	22	24	23	2	0	2	3	3	3	4	7	4	5	6	6	10	8	8	10	9	15	20	10	14	15	9	16	15	3	1	1	3	1	2	2	2	1	2	2	2	3	2	2	2	2	1	2	1	1	1	1	3	1	2	6
33500	-173.478198484168303	-180.333686435127674	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.550922004670691	0	-1	10	12	14	14	15	17	16	16	17	18	18	20	19	20	21	21	20	21	19	20	22	22	23	24	2	0	2	3	3	3	4	5	4	5	7	9	10	8	4	13	15	14	10	19	7	3	22	16	18	11	1	1	5	1	2	1	2	1	2	2	1	1	1	1	3	1	1	1	3	1	2	5	1	2	1	2
34000	-176.119252829614481	-182.974740780573853	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673919306613978	3	2	10	13	13	14	16	16	15	16	16	18	18	20	19	19	20	21	21	20	22	21	23	23	23	24	2	0	2	3	3	3	3	4	4	5	6	7	10	8	11	13	8	8	20	10	8	7	15	16	18	15	1	1	3	1	1	3	2	1	1	2	1	1	1	2	2	1	2	2	1	2	3	2	2	1	1	3
34500	-167.754490563243650	-174.609978514203021	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639056637872977	2	1	12	13	14	15	15	16	15	16	17	18	19	20	18	20	21	21	21	20	20	21	22	22	24	24	2	0	2	3	3	4	3	4	4	5	7	11	10	8	4	13	3	8	20	10	8	15	3	16	18	23	1	1	5	1	1	1	1	2	1	1	2	1	1	2	2	1	4	3	1	2	2	1	4	2	2	1
35000	-173.275175220687345	-180.130663171646717	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.699597904848474	3	1	11	12	15	14	16	16	16	17	17	18	19	20	20	19	20	21	22	20	21	22	22	23	24	24	2	0	1	3	3	3	4	4	4	5	8	11	5	7	7	10	7	17	20	5	14	18	11	13	18	11	1	1	3	1	2	1	2	3	2	2	1	1	2	2	2	1	3	1	1	1	1	1	2	2	2	4
35500	-174.307162627217224	-181.162650578176596	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.578159484547399	3	-1	11	12	14	14	15	17	17	16	17	17	18	19	19	20	20	21	22	21	21	21	21	23	23	25	2	0	2	3	3	3	6	5	4	5	6	6	5	8	8	13	9	14	3	13	15	8	9	16	18	11	1	1	6	1	2	2	1	1	2	1	2	1	2	1	1	1	1	1	4	1	1	2	2	2	2	3
36000	-189.830478546437917	-196.685966497397288	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.359922622934905	2	1	11	12	14	15	16	16	15	17	17	18	20	20	20	19	19	22	20	21	21	22	23	23	21	24	2	0	2	3	3	4	5	4	4	8	7	3	5	8	7	5	7	15	5	5	15	14	3	16	15	3	1	1	5	1	2	1	1	1	1	1	1	4	3	2	2	2	2	2	4	3	1	1	6	3	1	6
36500	-173.364554064329496	-180.220042015288868	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.632293594729452	3	2	10	13	12	15	16	17	16	16	18	18	20	20	20	18	20	21	22	20	21	21	23	22	23	24	2	0	2	3	3	3	5	7	6	5	4	3	16	8	7	10	12	14	20	12	7	8	12	16	18	11	1	1	4	1	1	2	2	1	1	2	2	3	1	2	2	2	1	1	1	1	2	1	3	2	2	2
37000	-169.377336634671821	-176.232824585631192	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574731346951031	2	1	11	13	13	14	15	17	16	16	17	18	19	20	19	20	20	22	21	18	21	21	21	21	24	24	2	0	2	3	3	3	4	7	4	5	6	6	10	8	7	5	12	8	20	10	14	15	6	16	8	11	1	1	5	1	1	2	1	1	1	2	1	3	2	2	1	5	2	2	2	1	1	1	3	1	3	4
37500	-171.364176636370416	-178.219664587329788	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706031378681243	3	1	11	12	15	14	15	16	16	16	18	19	19	18	20	19	21	20	21	21	21	22	22	22	23	23	2	0	2	3	3	4	3	5	7	5	6	3	10	8	7	3	9	14	5	10	12	15	15	16	18	15	1	1	4	1	2	1	2	1	1	1	2	4	1	1	3	3	3	1	2	2	1	1	1	2	2	2
38000	-161.191439274546724	-168.046927225506096	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540842929882579	3	1	10	12	14	14	16	15	16	17	18	18	18	19	20	20	21	21	22	19	21	21	22	20	23	24	2	0	2	3	3	4	8	4	5	5	8	8	5	7	7	13	9	15	20	10	14	14	8	13	18	11	1	1	3	1	2	1	1	2	1	2	2	2	2	2	1	1	2	1	1	1	1	1	3	1	1	3
38500	-167.076138361425393	-173.931626312384765	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.708826330691873	2	1	11	13	14	14	15	16	17	16	18	17	19	20	18	18	18	21	21	20	19	21	22	23	23	24	2	0	2	3	3	4	4	7	4	5	3	3	16	11	9	10	9	15	20	5	8	8	11	13	18	23	1	1	3	1	1	1	1	1	1	1	3	3	1	1	1	1	1	1	1	3	1	3	2	2	1	1
39000	-187.756943448156591	-194.612431399115962	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.418698318467284	2	0	11	13	15	14	16	17	14	17	18	17	20	19	19	17	20	22	22	18	22	21	21	22	22	24	2	0	2	3	3	4	4	9	3	5	12	9	16	7	7	3	3	17	20	16	17	15	12	13	8	3	1	1	6	1	2	1	2	1	2	1	1	2	2	2	2	3	4	1	2	1	1	2	3	1	2	7
39500	-173.372816190512310	-180.228304141471682	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.587012141186645	2	1	11	12	13	15	15	16	17	16	17	18	18	19	19	19	21	21	22	22	22	21	23	23	22	24	2	0	2	3	4	3	4	7	6	5	6	11	10	8	8	10	15	14	10	13	14	15	11	16	15	11	1	1	4	1	1	2	2	1	1	2	1	1	2	2	1	2	2	1	3	2	2	2	2	2	2	3
40000	-168.802142354521322	-175.657630305480694	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618628746037779	3	1	11	13	15	14	15	17	17	17	18	18	19	20	18	19	20	21	20	22	21	21	22	21	22	22	2	0	2	3	4	3	3	7	7	5	7	6	10	8	8	3	16	14	10	19	16	8	6	13	18	11	1	1	5	1	1	1	2	1	1	1	1	2	1	2	1	5	1	1	2	1	1	2	4	1	1	2
40500	-172.244386857377549	-179.099874808336921	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582915478805664	2	0	12	13	14	14	15	17	16	15	16	18	16	21	19	19	19	20	21	20	20	20	22	22	24	24	2	0	2	3	3	3	4	7	4	3	4	11	10	7	7	13	9	8	20	16	8	15	9	16	18	11	1	1	5	1	1	1	1	2	3	1	1	2	1	2	2	2	2	1	1	1	1	1	3	1	2	4
41000	-160.987827182334712	-167.843315133294084	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593525150495611	2	1	11	13	15	14	16	17	16	17	16	18	19	20	20	20	20	21	22	20	22	22	22	22	24	23	2	0	2	3	3	3	3	7	3	5	6	11	10	8	8	13	9	15	20	10	7	15	14	16	18	7	1	1	5	1	2	1	3	1	2	1	1	1	1	1	2	1	2	1	1	2	3	1	1	1	2	3
41500	-172.389295289149601	-179.244783240108973	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.523706408134604	2	0	12	13	14	14	16	17	16	16	17	18	19	20	19	20	20	22	22	21	22	21	22	22	24	25	2	0	2	3	3	4	4	3	4	5	3	11	10	7	8	13	3	15	20	3	17	15	6	16	8	11	1	1	4	1	1	1	1	2	1	2	2	1	1	2	2	1	5	1	1	4	2	1	4	1	3	3
42000	-182.362040585141216	-189.217528536100588	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.404877893904992	2	1	9	13	14	15	15	16	17	16	18	17	20	21	20	18	20	21	21	22	21	21	23	23	22	23	2	0	2	3	4	4	4	4	4	3	12	3	16	8	7	10	9	8	5	19	12	15	12	10	14	11	1	1	5	2	1	2	1	2	2	3	1	4	1	2	2	1	2	3	4	1	2	1	3	3	1	4
42500	-178.966449513875261	-185.821937464834633	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.484806164939243	3	1	10	12	14	15	15	16	16	15	18	17	18	20	19	20	21	21	21	21	21	22	19	22	24	25	2	0	2	3	4	4	3	7	3	5	12	3	5	8	9	13	9	7	10	5	15	14	3	16	23	23	1	1	4	1	1	1	2	1	3	1	1	3	2	2	2	2	2	2	4	3	1	1	5	1	3	4
43000	-170.937388848577228	-177.792876799536600	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.472498616046230	2	0	11	12	14	14	15	17	16	17	18	18	18	18	17	19	20	20	22	21	21	20	23	22	23	25	2	0	2	3	4	4	5	7	4	4	6	9	5	8	7	5	9	8	10	5	3	14	3	13	15	23	1	1	5	1	2	1	1	1	2	3	2	1	2	1	1	3	2	2	2	3	5	1	6	2	3	1
43500	-171.398035065477956	-178.253523016437327	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.723829050949783	3	1	10	12	14	14	16	17	16	16	18	18	18	20	20	19	20	20	21	20	21	20	22	21	22	25	2	0	2	3	3	3	4	9	6	5	9	9	5	7	7	13	9	9	20	10	14	7	11	16	18	18	1	1	4	1	2	2	2	1	2	1	1	1	2	2	2	1	2	1	1	2	1	2	1	1	1	2
44000	-189.679185210726473	-196.534673161685845	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.702271200560043	3	1	11	12	14	15	15	17	17	16	17	18	18	20	19	19	21	19	21	21	22	21	20	21	24	22	2	0	2	3	4	3	5	7	7	3	4	4	10	11	8	13	12	7	13	10	14	7	11	16	18	12	1	1	4	1	2	2	1	1	1	1	2	3	2	2	2	1	1	2	2	3	1	3	1	2	2	2
44500	-175.227003510061621	-182.082491461020993	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639835225464708	3	1	11	13	14	15	16	17	16	16	18	18	20	20	20	18	21	22	22	18	21	22	23	22	23	24	2	0	2	3	3	4	3	4	4	5	6	3	16	9	8	10	6	17	10	10	15	15	12	16	14	11	1	1	4	1	2	1	2	2	1	1	2	4	1	2	2	1	3	1	3	1	1	1	1	2	2	3
45000	-175.150970072526263	-182.006458023485635	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651545382119793	3	2	11	13	14	15	15	16	14	17	15	18	19	20	19	19	20	21	20	22	21	20	23	21	23	23	2	0	2	3	3	4	4	7	4	4	4	6	10	8	7	3	3	14	10	19	15	8	12	16	18	6	1	1	4	1	2	1	1	1	1	2	1	1	1	2	2	3	3	1	1	1	2	2	2	1	1	2
45500	-162.514704763113258	-169.370192714072630	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627109670394723	3	1	12	13	14	15	15	16	17	17	18	18	20	20	18	19	20	20	19	21	20	22	22	22	24	24	2	0	2	3	3	4	4	7	7	5	6	6	16	8	8	10	12	15	10	10	7	15	12	13	18	11	1	1	5	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	2	2	3	2	2	1	2	3
46000	-179.957783897337464	-186.813271848296836	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.393332750787773	3	1	11	12	14	14	16	14	16	16	17	19	18	19	17	18	20	21	22	21	21	21	22	21	24	25	2	0	2	3	4	4	3	4	8	5	3	7	5	8	8	10	11	13	20	10	7	15	7	13	18	3	1	1	6	1	1	1	3	1	1	2	3	2	3	2	1	1	2	1	1	2	3	2	2	1	1	6
46500	-166.136789623321391	-172.992277574280763	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.754975028844325	2	0	9	12	15	14	15	17	16	17	16	19	20	20	20	17	20	22	21	20	21	22	22	22	23	24	2	0	2	3	4	4	4	7	4	5	7	9	16	8	8	4	8	14	20	10	14	15	12	13	18	11	1	1	5	2	1	1	2	1	2	1	1	2	2	2	1	2	1	1	1	2	1	1	2	1	1	4
47000	-175.472114759662560	-182.327602710621932	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.602432647702495	3	0	11	12	15	14	14	17	17	17	15	18	19	20	19	20	21	21	21	19	20	21	23	23	22	23	2	0	1	3	3	3	4	7	4	5	3	9	10	7	8	10	9	11	10	10	8	15	18	16	7	11	2	1	4	1	2	1	1	2	2	2	2	1	1	3	1	2	2	4	2	2	2	1	1	2	3	5
47500	-174.107446938728998	-180.962934889688370	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591175514074678	2	1	11	12	15	14	16	16	17	16	18	18	19	20	19	19	21	20	20	22	20	22	23	23	23	23	2	0	2	3	3	4	4	4	4	5	6	7	3	15	8	10	7	7	10	19	7	14	9	16	15	9	1	1	5	1	2	1	2	2	3	1	2	1	3	1	1	2	2	2	2	1	3	1	4	2	2	2
48000	-179.963840480327633	-186.819328431287005	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.480526213646181	3	2	10	12	15	14	15	17	16	16	16	18	20	19	20	19	20	20	20	20	21	22	22	22	23	25	2	0	2	3	4	4	3	9	4	5	6	9	5	8	7	5	9	14	3	5	8	14	9	13	18	11	1	1	5	1	1	1	3	1	2	1	1	1	2	1	3	2	3	1	5	2	2	2	3	1	2	5
48500	-170.671270673509156	-177.526758624468528	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.581304415433658	2	1	11	13	15	14	15	17	15	17	17	18	19	20	19	20	19	20	22	21	22	21	23	22	24	25	2	0	2	3	3	3	4	7	4	5	9	3	10	15	7	13	9	5	20	10	14	14	14	13	8	6	1	1	4	1	2	2	1	1	1	1	1	3	1	1	2	1	2	2	1	2	2	1	1	1	3	4
49000	-164.952584004384676	-171.808071955344047	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.563241711941877	2	1	10	12	15	14	15	16	15	17	16	18	20	20	17	19	20	21	20	22	22	21	23	22	23	24	2	0	2	3	3	3	4	7	3	5	3	6	16	7	4	10	9	7	10	19	14	14	11	16	18	11	1	1	4	1	2	3	1	1	2	1	3	2	1	2	2	1	3	2	1	1	1	1	4	2	2	4
49500	-174.110174529990189	-180.965662480949561	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.568717458218044	2	1	9	12	14	15	16	17	16	16	17	19	19	20	19	19	20	22	22	21	21	21	22	21	23	25	2	0	2	3	4	4	4	7	6	5	6	11	10	15	8	5	6	17	10	10	7	15	11	16	14	11	1	1	4	2	1	2	1	1	1	1	1	1	2	1	1	3	2	2	3	2	3	1	3	1	1	2
50000	-177.590545265450174	-184.446033216409546	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.417474015441942	2	1	12	13	14	15	15	17	16	17	17	18	20	21	19	18	21	22	21	20	21	21	22	22	23	24	2	0	2	3	3	4	4	5	4	3	3	3	16	15	7	10	3	14	10	10	3	8	11	13	18	11	1	1	6	1	2	2	2	2	1	3	3	2	1	2	2	1	5	1	3	2	3	2	2	1	1	5
50500	-167.878753277927075	-174.734241228886447	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.694632317154067	3	1	11	13	15	13	15	16	16	17	17	19	19	20	18	20	21	21	21	19	22	22	22	21	23	24	2	0	2	3	3	3	4	4	4	5	5	8	10	15	7	13	8	15	10	5	15	14	11	13	14	23	1	1	4	1	2	1	1	2	2	1	1	2	2	1	2	1	3	1	2	2	2	1	3	1	1	1
51000	-158.640025641179733	-165.495513592139105	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657788561289461	2	1	11	13	15	15	15	16	16	17	17	19	19	20	19	20	20	21	22	19	20	21	22	22	24	24	2	0	2	3	3	3	4	7	4	5	9	11	10	7	7	13	3	14	20	10	7	15	14	16	18	23	1	1	4	1	2	2	1	1	1	1	1	1	1	2	2	1	3	1	1	1	2	1	1	1	2	1
51500	-179.181494509899096	-186.036982460858468	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.509913671348069	3	2	11	12	14	15	14	17	15	16	17	19	20	20	19	19	20	21	21	21	21	22	21	23	21	25	2	0	2	3	3	7	3	7	3	5	3	3	10	11	7	10	11	8	14	10	15	14	3	16	8	18	1	1	4	1	2	1	2	2	2	1	3	4	2	2	3	2	2	3	1	3	1	1	4	2	2	2
52000	-173.299968338366853	-180.155456289326224	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.478735813957203	2	0	11	13	13	14	15	16	16	16	18	18	20	20	19	19	21	21	22	19	20	21	22	22	24	24	2	0	2	3	3	3	4	6	6	5	9	3	10	8	7	10	12	7	20	10	3	14	12	13	18	6	1	1	3	1	1	2	1	1	1	2	1	2	2	2	3	1	2	4	2	2	4	1	2	1	2	4
52500	-176.804901677143306	-183.660389628102678	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.517733436157678	3	1	10	12	14	15	14	16	17	17	17	18	19	21	19	18	20	21	21	22	21	21	21	22	24	23	2	0	2	3	3	3	4	7	6	5	6	6	5	8	4	10	15	7	10	19	7	15	3	13	8	12	1	1	5	1	2	2	1	2	1	2	2	2	2	2	3	1	1	4	2	1	3	1	5	1	4	2
