step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63
13000	-166.263116336638404	-164.801034252119535	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.982793610503441	-1	2	1	2	4	0	2	4	4	5	7	10	7	6	6	9	7	8	9	8	8	9	11	9	11	12	12	13	13	11	13	13	12	16	14	14	11	12	16	15	14	16	16	14	18	16	18	17	18	18	17	18	19	19	19	21	21	20	21	22	24	25	26	0	6	6	3	2	1	6	4	3	8	15	16	8	5	5	18	2	17	11	15	15	14	18	14	19	12	22	12	23	19	27	38	19	36	27	26	20	12	40	28	33	44	35	33	46	36	34	41	48	43	39	41	48	45	42	51	53	51	47	57	59	60	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-155.676675019425517	-154.214592934906648	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.938259269734228	0	1	2	2	3	2	3	5	4	5	7	9	6	7	8	9	7	9	9	9	10	9	10	9	11	11	12	14	12	11	13	13	13	18	13	15	14	15	14	16	16	17	18	15	18	18	16	17	17	17	18	17	18	19	21	21	19	20	21	20	24	25	26	0	1	2	1	4	2	2	5	7	7	8	10	6	8	13	15	8	8	15	11	11	11	17	11	12	16	24	25	25	19	26	19	26	48	29	35	35	37	27	28	26	36	48	35	28	41	39	36	40	40	50	36	50	51	60	51	52	46	43	34	55	56	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-171.377709774511601	-169.915627689992732	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.902601496618840	-1	1	1	2	3	2	3	5	4	5	7	10	8	7	7	9	7	8	9	9	6	9	10	8	11	12	11	13	12	11	12	14	14	18	13	15	14	14	15	16	16	16	17	17	18	18	17	17	19	16	17	18	19	19	20	20	20	21	21	20	24	25	26	0	1	1	1	2	2	2	7	2	5	10	18	8	8	10	13	6	17	10	15	5	10	16	9	22	16	16	24	12	16	16	28	26	48	19	26	31	22	37	37	37	36	36	50	43	48	40	50	43	33	40	50	36	51	54	46	34	52	54	43	59	34	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1
14500	-159.378059846052196	-157.915977761533327	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.962479952567422	-1	1	1	3	3	2	3	4	4	5	6	9	7	8	6	7	7	8	10	8	9	9	10	9	10	12	12	14	12	11	11	12	14	16	13	15	12	15	13	17	16	16	17	16	16	17	17	17	18	16	18	19	19	20	21	21	19	20	21	21	23	23	25	0	1	1	3	2	1	3	7	3	5	8	13	9	13	9	9	8	10	14	17	15	16	12	17	22	31	18	35	30	14	25	31	35	38	19	31	19	39	19	42	28	28	38	38	38	38	42	38	48	33	44	48	46	49	52	58	40	40	58	57	58	60	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-152.925854206785999	-151.463772122267130	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.964202332984614	1	2	2	3	3	3	3	5	4	5	8	9	7	8	7	9	5	7	8	8	9	9	9	10	11	12	12	14	11	11	13	13	12	16	15	14	14	13	15	16	16	17	18	17	18	17	17	16	18	16	17	18	19	20	20	20	20	20	20	22	24	25	26	0	1	1	1	1	2	1	7	7	7	15	20	17	9	10	19	4	10	8	10	15	11	15	14	13	24	22	27	22	22	29	26	21	37	36	26	26	33	37	28	38	39	48	36	46	38	48	38	51	36	26	34	47	51	51	52	45	45	45	58	60	54	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-132.900343098278853	-131.438261013759984	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.996111022993706	-1	1	1	2	3	3	4	5	4	5	7	10	6	7	7	9	7	8	9	7	9	9	10	8	10	13	12	13	12	13	11	13	14	17	14	15	14	14	15	16	16	16	17	16	19	17	17	17	19	17	16	18	19	19	21	20	20	19	21	19	23	25	26	0	1	1	2	2	3	4	6	4	5	10	18	10	13	8	17	9	20	24	9	18	24	24	20	14	27	25	29	19	23	19	25	29	38	31	32	29	27	27	35	38	38	51	33	43	37	36	42	43	51	37	40	43	34	54	53	45	48	45	47	54	61	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-179.914572651641549	-178.452490567122680	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.907330103188048	0	2	1	3	1	3	3	5	5	5	7	10	5	7	8	9	7	7	8	7	9	9	9	9	11	12	12	14	12	12	10	14	13	16	12	14	13	15	15	16	15	16	17	15	18	16	16	17	17	18	18	18	18	18	21	20	20	20	21	19	24	25	25	0	3	1	2	1	5	3	7	2	4	9	14	6	10	17	11	13	10	13	10	11	11	17	8	11	9	21	29	22	18	15	26	25	26	21	35	27	36	27	28	32	28	41	29	42	38	36	41	41	44	47	40	36	49	54	39	51	53	50	49	58	59	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	3	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1
16500	-141.360172071390565	-139.898089986871696	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.949803823825948	0	2	1	3	2	2	4	4	4	6	7	8	7	8	8	9	6	7	9	8	10	10	10	9	11	12	12	14	13	12	13	13	13	18	14	15	12	14	15	16	16	17	18	16	18	16	18	16	18	17	16	18	18	19	20	20	18	19	20	22	24	25	27	0	1	1	2	1	1	6	4	6	7	9	17	7	13	18	12	8	10	17	11	12	14	19	18	19	23	25	26	25	24	21	37	25	40	32	28	21	27	31	36	31	46	41	35	48	36	40	28	41	51	36	51	40	46	58	52	44	52	45	56	60	61	62	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-153.526572533422694	-152.064490448903825	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.997022127322099	0	2	2	2	3	3	4	5	4	6	8	10	7	7	7	8	6	9	10	7	9	8	10	10	11	12	12	14	13	12	12	11	13	16	14	14	14	15	15	17	16	15	16	16	19	17	17	15	17	17	16	18	19	18	21	19	20	19	19	21	25	25	26	0	1	1	1	2	1	5	9	3	6	17	21	6	9	8	10	8	22	21	10	22	13	18	21	23	23	32	32	25	23	21	16	24	37	31	31	31	37	36	34	35	29	35	29	47	39	48	37	43	48	37	51	46	51	53	47	54	46	46	58	57	60	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-160.464312498689821	-159.002230414170953	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.987700367730192	-1	1	2	2	3	3	3	4	5	5	7	8	7	7	7	10	6	7	9	6	8	10	8	9	12	11	11	13	12	13	12	12	13	18	14	14	13	14	15	15	15	17	15	17	17	17	18	16	18	17	18	19	19	16	20	20	19	20	21	21	23	24	26	0	1	1	2	2	2	2	3	5	4	10	11	8	9	9	19	7	10	14	6	13	14	17	11	22	16	24	32	27	29	27	27	26	44	32	31	31	29	33	36	29	39	22	39	54	41	48	36	43	39	38	44	42	35	53	52	45	51	52	42	58	61	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-166.463218871798460	-165.001136787279592	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.967892602817731	0	2	2	3	4	2	3	5	4	5	6	8	8	8	6	8	6	9	9	8	9	8	10	9	11	12	12	13	12	11	12	13	13	16	14	15	14	14	14	16	16	18	16	16	17	18	17	18	19	17	16	19	20	19	21	20	19	18	21	20	25	25	27	0	1	1	1	3	1	2	7	7	6	6	11	11	8	7	11	4	5	17	15	13	15	13	14	21	13	19	30	23	16	23	25	25	39	26	28	29	24	26	39	31	41	37	37	51	34	51	40	42	38	37	45	46	42	54	45	50	40	48	44	55	59	62	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
18500	-166.625046658994592	-165.162964574475723	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.969332999070255	0	1	1	3	3	3	3	4	4	6	6	8	6	8	7	10	7	9	10	7	9	10	10	9	11	10	10	13	12	11	12	11	13	16	14	14	12	14	14	13	16	18	18	17	17	18	17	18	18	17	15	18	19	19	21	21	20	20	20	19	24	25	26	0	1	1	2	3	3	2	6	6	8	8	20	8	15	13	21	8	20	18	13	17	20	24	10	14	15	14	24	21	27	26	24	32	28	29	40	26	30	29	31	39	34	45	36	34	41	34	34	34	41	36	45	44	50	53	42	43	46	46	49	56	58	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1
19000	-201.115402500793010	-199.653320416274141	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.774928593028849	0	1	1	2	4	2	3	4	4	5	7	8	7	6	8	10	6	7	10	9	10	9	10	9	12	12	13	12	11	10	13	12	14	15	15	14	13	13	15	16	16	16	18	16	16	17	18	17	18	17	16	19	19	19	22	20	21	20	22	21	25	25	27	0	1	1	3	4	1	6	2	6	6	14	8	10	5	17	24	8	17	13	12	24	11	11	12	30	23	19	19	19	13	23	21	29	27	31	29	16	25	31	34	33	28	45	36	31	25	5	38	44	35	31	41	45	50	33	49	53	49	51	43	55	59	55	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	8	1	1	1	1	1	1	1	4	1	2	1	2	1	1	1	3
19500	-182.541943619832267	-181.079861535313398	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.847992651419773	-1	0	1	1	2	3	3	4	5	5	7	9	8	8	7	9	7	9	9	7	9	9	10	10	12	13	13	13	12	11	11	13	13	17	14	15	13	15	15	15	15	17	18	16	18	18	17	18	17	17	15	18	20	20	21	20	19	20	20	20	25	24	27	0	1	1	1	2	1	4	7	7	5	10	11	20	17	4	14	10	13	11	9	10	20	18	21	12	18	31	23	19	18	18	31	31	36	32	28	24	28	12	30	29	40	40	38	37	44	44	49	36	51	28	44	52	38	54	47	34	52	45	52	56	58	55	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3
20000	-177.367863655784618	-175.905781571265749	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.936543872018478	0	2	2	3	3	2	4	3	4	5	7	9	6	7	7	9	7	9	10	8	9	9	10	10	12	12	12	14	13	12	12	14	14	14	14	14	13	15	15	16	16	17	18	17	17	18	16	17	18	16	16	18	17	19	21	21	20	21	20	22	24	23	26	0	1	1	3	1	1	3	1	3	7	13	11	5	7	2	14	10	11	14	10	10	20	14	20	24	12	24	25	24	24	24	27	37	37	31	27	31	29	34	29	31	32	45	40	36	42	32	39	47	39	32	26	41	51	54	57	50	41	48	57	60	55	62	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1
20500	-197.094296922222952	-195.632214837704083	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.764630963876738	-2	1	0	3	2	3	3	5	4	6	7	9	7	6	7	9	8	8	10	8	10	10	9	8	10	11	12	13	12	12	12	14	13	18	15	14	13	15	14	16	16	17	16	16	18	17	18	18	18	16	17	18	20	20	22	19	20	20	21	21	24	25	25	0	1	1	2	3	3	2	6	5	9	10	18	8	7	9	24	13	10	24	10	24	20	13	15	8	22	22	30	12	23	24	12	21	43	37	21	16	28	29	39	20	35	31	27	44	35	46	40	40	27	43	29	49	37	53	28	48	51	52	52	56	61	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1	1	1	2	1	2	1	3	1	2	1	1	1	2	2	1	2
21000	-158.805808442096719	-157.343726357577850	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.930477413127301	0	1	1	2	2	3	3	4	4	5	7	10	6	6	7	8	8	8	9	7	10	9	11	9	12	12	12	10	13	12	13	13	14	17	15	15	13	14	14	15	17	15	18	16	18	17	17	17	19	18	17	19	20	18	22	20	21	21	21	20	24	25	26	0	1	1	1	1	2	2	5	5	7	10	22	9	8	10	13	10	9	15	13	19	15	24	20	23	28	28	11	26	21	25	30	26	38	38	29	21	25	27	29	42	25	46	24	42	44	42	38	50	40	38	34	41	40	60	41	53	56	48	47	55	61	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-171.163308676554465	-169.701226592035596	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.893609546365562	0	1	1	2	3	3	4	4	4	5	6	8	5	7	6	10	7	7	9	8	9	10	11	10	11	13	11	13	13	11	12	12	11	17	14	15	14	14	15	16	15	17	17	16	18	17	16	16	18	18	17	17	19	17	20	21	18	20	22	22	24	26	26	0	1	1	2	2	1	2	2	3	9	3	14	5	13	10	18	9	13	11	13	18	14	19	12	19	30	19	24	30	21	33	30	21	36	32	32	22	32	28	35	28	36	39	38	46	38	36	39	35	39	39	36	50	37	50	58	51	49	55	42	60	61	61	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1
22000	-146.901140879848640	-145.439058795329771	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.928408290887865	0	1	2	2	4	2	4	5	3	5	7	9	7	7	8	10	6	9	9	9	10	10	11	9	12	13	11	11	13	12	12	13	12	17	14	14	14	14	15	17	16	18	17	16	18	15	16	17	19	17	15	18	19	19	21	21	20	21	21	21	24	23	26	0	1	1	1	6	1	9	4	4	9	7	14	17	17	17	20	5	14	14	15	20	19	20	14	12	23	16	12	28	23	21	21	16	51	32	28	26	33	38	39	26	47	47	51	34	36	35	35	52	39	26	39	47	45	54	54	42	53	45	57	60	59	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22500	-165.921370972610390	-164.459288888091521	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.935604657927248	0	1	2	2	2	3	4	4	4	5	7	9	6	7	7	10	6	9	9	7	9	9	11	9	11	11	13	13	12	13	11	14	14	18	15	14	13	15	14	17	14	17	18	15	18	17	16	16	18	17	18	17	19	18	21	20	20	21	22	20	23	25	27	0	1	1	1	2	2	5	5	5	9	8	11	8	17	13	19	9	15	14	13	11	13	21	14	11	12	29	18	22	26	11	26	29	47	31	30	25	29	28	32	29	47	50	41	48	30	32	32	42	47	52	35	54	48	40	43	40	56	57	42	55	61	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23000	-193.977295307242315	-192.515213222723446	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.781168473288607	0	1	1	2	4	3	4	5	4	6	6	9	8	8	7	10	7	9	10	8	9	9	11	9	11	12	13	14	13	12	12	14	13	18	14	15	12	14	15	17	16	18	17	16	19	17	17	18	18	16	16	18	20	18	22	20	20	20	21	21	22	25	25	0	1	1	1	4	1	4	6	3	9	9	14	10	15	8	6	8	4	24	11	11	7	12	10	21	19	19	25	25	18	20	26	17	41	21	25	12	31	33	29	38	38	32	27	43	32	20	50	44	32	39	26	43	41	57	49	42	43	47	58	42	54	61	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	3	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	2	1	2	1	2	1	1	5	1	1	1	1	3	1	1	1	1	1	1	2	1	2	2	1
23500	-180.738570479132619	-179.276488394613750	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.863982800452672	0	1	1	2	3	3	4	4	3	5	8	10	7	7	6	10	6	9	9	8	10	9	10	9	11	12	12	13	12	12	13	11	13	17	12	14	13	14	15	15	15	18	16	17	19	17	16	17	19	16	17	19	18	19	20	21	21	20	21	22	24	23	24	0	1	1	2	3	2	9	2	1	1	15	11	10	15	8	13	8	13	20	13	24	20	13	14	12	16	12	12	23	12	27	24	18	50	21	29	25	19	37	33	30	34	36	47	34	43	38	47	44	38	39	46	38	41	48	58	24	53	54	42	60	58	59	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	6	1	1	2	1	1	1
24000	-192.054990424361563	-190.592908339842694	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.719109398098339	0	2	2	2	4	2	4	5	4	4	8	10	6	6	7	9	8	8	10	8	9	10	10	9	11	12	11	13	13	12	12	13	14	15	14	15	13	15	15	17	15	16	17	16	16	15	18	17	19	18	17	18	19	20	22	20	20	21	21	21	23	23	25	0	1	1	1	6	1	6	10	6	4	5	15	3	10	10	15	10	14	15	5	20	18	21	10	16	18	24	23	31	23	12	12	26	37	30	33	26	29	30	31	33	36	39	31	12	23	35	41	38	42	41	45	42	53	54	50	51	50	49	51	59	59	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	1	2	3	2	2	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1
24500	-157.072045909567407	-155.609963825048538	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.971073647037611	0	1	2	2	3	3	3	4	4	6	7	9	8	5	8	8	8	8	10	7	10	9	10	10	9	12	12	12	12	12	12	14	14	18	15	14	12	14	14	17	16	17	17	15	18	16	16	17	19	16	18	18	19	20	22	20	21	20	20	22	24	24	27	0	1	1	2	3	2	2	3	4	7	14	18	10	7	11	11	11	11	16	3	12	11	25	17	18	24	24	17	24	12	21	28	30	43	33	28	12	24	37	41	39	44	41	27	46	39	39	39	41	32	42	29	48	40	59	42	49	48	51	54	60	60	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
25000	-147.008146755054526	-145.546064670535657	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.996551386238522	0	1	2	2	4	2	3	5	4	5	7	9	7	7	6	7	6	8	9	7	10	10	10	9	12	11	12	12	13	10	12	13	13	17	15	15	13	14	15	16	15	16	17	15	18	18	17	16	19	16	18	18	17	18	20	20	20	20	20	20	24	26	26	0	1	2	2	7	1	1	4	7	6	8	14	17	8	5	9	10	17	16	8	12	12	12	20	21	19	21	30	26	20	23	27	27	42	32	32	26	27	28	37	31	38	50	33	43	34	39	35	47	41	43	50	41	50	51	51	34	51	52	48	60	61	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25500	-202.402761661143245	-200.940679576624376	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.680113698784810	0	1	2	2	3	2	4	4	4	6	8	8	7	8	6	9	7	8	10	8	10	10	11	10	11	12	13	13	12	12	12	13	14	17	14	14	13	11	15	17	15	17	17	16	18	16	17	17	18	17	17	18	19	19	22	20	20	20	22	20	23	24	26	0	1	1	1	3	1	6	3	5	9	17	15	9	15	8	11	5	5	12	6	11	14	24	14	21	20	22	31	23	23	21	29	38	36	20	25	30	16	23	46	23	35	37	36	44	33	28	33	17	39	46	46	41	52	42	50	48	45	43	52	57	61	59	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	2	4	2	1	1	2	1	2	1	1	1	1	1	2	2	4	1	1	1	1	1	2	2	2	1	2	1	1	1	3
26000	-192.052146604465463	-190.590064519946594	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.824349676635586	0	2	1	2	3	2	2	4	5	5	7	10	7	8	7	9	6	8	9	9	10	10	10	9	10	13	11	13	12	11	12	11	13	15	12	15	13	14	14	16	16	17	16	17	17	18	18	17	18	17	18	19	18	17	22	20	20	20	22	21	25	25	26	0	3	1	3	7	1	1	2	6	7	10	20	9	1	9	11	8	8	11	13	15	14	15	11	16	12	24	30	25	22	21	19	22	26	23	30	29	37	20	37	23	40	34	39	43	41	40	33	54	40	43	54	48	38	36	45	44	52	58	41	59	41	61	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	3	1	3	1
26500	-144.308777576615569	-142.846695492096700	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.981976522833907	-1	0	1	3	4	2	3	5	5	6	8	10	7	8	7	10	7	8	10	7	9	9	9	10	11	11	11	13	9	12	12	14	13	17	14	12	13	14	15	16	17	17	18	16	18	18	16	16	18	17	17	18	19	19	21	19	21	19	21	21	23	24	25	0	1	2	3	6	3	3	4	7	8	20	11	10	15	9	18	5	15	23	10	18	20	14	11	21	21	11	27	13	19	21	30	30	35	36	12	30	36	26	38	38	39	50	35	40	44	32	32	38	39	48	47	51	34	53	52	58	50	46	53	59	59	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27000	-166.469932184160399	-165.007850099641530	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.870344736854080	0	2	1	2	4	2	4	4	5	5	7	10	7	6	8	9	7	9	9	9	9	8	11	9	11	11	11	12	12	11	12	14	14	16	15	12	14	14	13	17	17	16	18	15	18	18	18	17	18	16	18	18	20	20	21	20	21	20	21	20	23	26	25	0	1	1	1	4	3	2	3	7	2	7	13	14	5	5	17	9	17	17	13	17	14	21	15	20	24	22	20	12	21	27	36	36	38	33	24	25	23	29	42	33	23	50	31	48	50	44	50	34	38	48	34	52	52	53	40	46	41	51	45	57	57	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
