step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56
14500	-340.013216493016216	-338.607638200323152	-1.405578292693071	0.000130104156795	0.000051003501994	0.392020541467865	0.488724121784224	-2	1	4	3	6	9	9	10	9	11	8	11	11	10	12	11	11	12	14	13	13	14	13	14	15	13	15	17	17	17	17	15	17	20	17	16	19	21	19	22	21	24	22	23	21	22	24	26	27	26	26	30	28	28	31	31	0	1	4	2	3	5	5	5	5	5	0	7	6	7	10	11	7	8	26	13	12	8	17	14	13	14	12	12	25	24	27	22	25	24	27	32	33	35	36	19	34	43	35	34	35	39	37	33	47	47	47	53	50	48	48	54	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	1	2	1	1	1	2	2	1	2	2	1	2	1	1	1	3	1	1	1	2	2	4	1	1	2	2	2	1	3	4	2	1	1	1	1	1	2	2
15000	-337.559322401531460	-336.043607866988566	-1.515714534542904	0.000133981475981	0.000038072603820	0.284163191522969	0.591693689252305	0	1	4	2	6	9	10	8	9	10	10	10	11	11	12	11	12	13	12	14	13	14	11	14	15	14	15	15	17	17	17	16	17	19	18	18	18	21	20	23	21	23	23	22	22	22	24	25	26	26	27	29	28	30	30	31	0	1	4	2	3	5	8	5	5	8	0	6	6	9	9	11	7	13	9	13	14	8	9	14	13	19	7	14	28	24	17	22	32	31	27	32	22	34	36	34	31	45	31	35	34	39	33	33	48	48	48	50	47	53	47	54	1	1	1	1	1	2	2	1	3	1	1	1	1	1	1	1	1	2	1	2	1	3	1	2	2	1	2	2	1	1	2	2	1	1	1	1	2	1	1	2	1	1	2	2	2	1	3	3	1	1	1	1	2	1	3	1
15500	-383.232413256789471	-381.541093667859343	-1.691319588930106	0.000149711726180	0.000030875315090	0.206231775410412	0.662904008781955	-1	1	3	2	5	7	8	9	9	10	9	10	12	10	12	12	11	10	13	13	13	11	13	15	15	14	11	16	16	17	18	16	16	20	19	16	18	21	20	22	22	22	22	23	23	22	24	25	28	26	26	28	28	29	31	32	0	1	4	2	3	5	6	5	5	6	0	8	18	7	10	11	9	6	7	15	17	8	27	14	10	14	9	8	21	21	27	22	8	23	28	9	33	35	29	20	34	34	34	34	38	39	37	47	47	47	47	50	48	50	47	54	1	1	1	1	1	1	1	3	3	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	4	2	2	3	4	3	3	2	2	1	1	3	4	1	1	1	1	1	1	3	1	1	1	1	2	2	2	3	2
16000	-352.216387414027224	-350.593069608334361	-1.623317805692889	0.000128276851784	0.000029547656067	0.230342853413078	0.580261816597258	-2	1	2	4	6	9	10	9	10	10	11	12	11	11	12	12	12	12	12	13	14	13	13	14	15	15	14	16	16	14	17	17	16	21	19	18	19	20	18	22	21	22	20	23	23	23	23	25	26	25	26	29	28	30	30	31	0	1	2	3	4	4	6	5	6	8	0	7	9	7	10	11	9	8	6	13	7	8	12	14	20	14	7	19	20	14	17	13	13	43	31	20	33	31	32	34	31	27	17	35	34	36	37	37	47	47	47	50	50	52	48	47	1	1	1	2	1	3	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2	2	2	2	2	2	3	2	1	1	3	2	1	1	1	2	4	3	1	1	2	2	4	1	1	2	2	2	1	2	5
16500	-364.484521426688502	-362.956671093610112	-1.527850333078403	0.000155521611068	0.000043027354616	0.276664794817602	0.643996378743662	-1	1	3	4	6	10	9	8	8	10	10	11	11	11	12	11	12	12	12	14	13	14	12	14	14	15	14	14	17	15	17	17	16	21	17	17	18	21	19	23	21	24	20	21	22	23	25	25	27	27	24	26	28	29	29	31	0	1	2	3	4	5	8	5	5	8	0	7	9	7	10	11	8	8	7	13	12	6	7	12	18	21	17	19	24	6	19	20	9	27	27	22	33	35	32	43	35	43	31	35	20	39	37	33	47	47	37	33	47	50	48	50	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	2	2	2	1	1	1	1	2	2	3	2	3	4	2	2	1	2	1	2	2	1	2	1	3	2	2	4	1	2	3	4	1	1	2	2
17000	-391.652806785468158	-390.178694490616465	-1.474112294851671	0.000178828058387	0.000056201600376	0.314277305715829	0.468632926385819	0	2	4	3	7	9	10	9	9	11	9	11	11	10	12	11	13	13	14	13	12	15	14	14	15	14	15	16	18	16	17	17	17	20	17	18	18	20	20	22	22	23	21	22	23	23	24	26	28	26	27	30	28	30	31	30	0	1	4	2	3	5	5	4	5	7	0	6	9	6	7	11	12	13	8	5	14	18	12	6	18	8	7	19	18	8	27	18	24	29	23	13	8	23	6	31	24	17	31	38	44	36	33	39	47	37	39	53	48	49	49	53	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	2	1	1	1	3	2	1	1	4	1	2	2	1	3	5	1	3	2	1	1	3	4	3	4	3	4	3	2	2	1	1	3	3	3	2	3	1	1	1	2	1
17500	-380.109329969014993	-378.634420008285474	-1.474909960729496	0.000163194001212	0.000051181033955	0.313620804529952	0.685972242219540	-2	1	4	2	6	9	10	9	8	10	9	12	10	11	12	11	13	12	13	13	13	11	13	14	14	13	15	17	17	15	17	14	16	21	18	17	18	22	19	23	21	23	22	23	23	24	24	26	27	26	26	29	27	31	30	32	0	1	4	2	4	4	8	5	5	8	0	7	9	5	10	11	12	22	7	9	13	8	14	12	12	14	25	26	24	21	14	13	32	35	31	32	33	34	36	31	31	28	35	35	38	39	37	33	43	47	47	53	50	48	48	47	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	2	1	1	2	2	2	1	2	2	2	1	1	2	1	1	3	2	1	2	1	1	1	1	1	4	2	3	2	2	1	2	3	4	3	1	1	1	1	2	1	3
18000	-354.322749475853300	-352.827409616577881	-1.495339859275419	0.000173284227195	0.000051629815042	0.297948727808665	0.714091025121262	-1	2	4	3	6	8	10	9	10	10	9	11	11	9	13	11	13	12	13	14	13	12	13	15	16	15	14	16	17	15	17	16	17	20	19	17	18	22	18	22	22	23	21	22	23	23	25	23	27	26	27	28	28	28	31	31	0	1	4	2	4	5	8	6	6	8	0	7	9	5	10	11	7	14	7	15	7	14	12	15	20	21	17	26	13	14	17	20	14	33	23	32	32	35	36	34	31	43	31	23	34	36	37	37	48	48	48	50	50	47	47	54	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	3	3	1	1	4	1	2	1	1	1	1	1	2	1	2	4	1	2	4	2	2	1	1	1	1	1	2	1
18500	-379.663660959675894	-378.239295776798372	-1.424365182877537	0.000129570798000	0.000047282871835	0.364919199113309	0.661863210520581	-1	1	3	3	7	7	9	9	10	10	10	12	11	11	13	12	12	13	13	13	11	15	14	12	14	14	14	16	16	15	17	16	17	20	18	18	19	21	19	23	20	23	20	23	22	23	24	24	27	26	25	28	28	30	31	31	0	1	1	2	4	3	3	5	6	8	0	13	7	9	10	11	14	13	6	8	6	15	17	9	6	14	7	25	25	21	17	19	25	31	23	13	29	36	32	45	31	35	35	35	34	39	37	36	48	48	47	50	47	52	53	54	1	1	1	1	2	4	2	1	2	1	1	1	1	1	2	1	1	1	3	2	2	1	1	1	3	2	3	1	1	2	2	2	2	2	3	6	1	2	2	1	2	2	1	3	1	1	2	3	2	1	1	2	2	1	1	1
19000	-379.160609776862771	-377.260198165042084	-1.900411611820685	0.000168058423854	0.000026135104819	0.155512019095023	0.650754539236591	0	2	3	4	6	7	10	10	9	8	10	11	10	11	12	11	13	11	12	13	11	14	14	13	15	14	14	15	17	17	17	15	13	19	18	15	19	22	20	20	20	22	20	20	22	23	24	25	26	27	27	30	27	29	32	32	0	1	2	3	3	3	6	5	5	5	0	6	9	7	8	11	9	5	8	8	9	13	12	14	8	24	7	19	36	24	23	20	18	35	17	13	33	40	29	34	27	43	31	35	17	39	37	37	47	48	48	50	48	53	47	54	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	2	1	2	2	1	2	1	2	1	1	3	2	1	2	1	2	3	3	2	2	1	4	1	1	1	4	1	3	2	1	2	1	1	1	1	5	2
19500	-373.995544171845722	-372.468095185876678	-1.527448985969059	0.000138462232188	0.000038340911562	0.276905196137221	0.603799961887104	-1	1	3	4	6	9	8	9	8	10	10	10	10	10	13	12	12	12	14	12	13	14	13	15	15	13	15	16	16	16	18	16	17	18	19	18	19	21	19	19	21	23	22	21	22	23	24	22	26	26	26	30	28	31	32	29	0	1	2	3	4	9	3	9	5	7	0	6	9	7	10	11	12	13	20	9	14	13	12	21	13	14	12	12	15	21	12	25	32	27	23	29	33	40	32	34	40	31	40	35	34	36	48	33	33	47	47	56	49	56	31	49	1	1	1	1	1	1	3	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	2	1	3	2	2	2	2	1	4	1	1	2	3	1	2	1	2	1	2	2	1	1	2	3	1	2	5	1	1	1	1	2	8	1
20000	-357.830502468206362	-356.346766012400963	-1.483736455805418	0.000131424136579	0.000040293533342	0.306591577397929	0.638218333241292	-2	1	2	3	5	7	10	10	9	11	10	11	12	11	12	11	13	11	13	13	14	15	13	13	14	14	15	17	16	16	17	17	14	20	19	16	18	21	20	23	22	24	21	22	22	23	23	25	27	27	26	28	29	30	32	30	0	1	2	2	4	5	9	6	5	9	0	7	12	9	10	11	12	5	7	14	18	20	8	8	8	14	17	19	13	18	17	20	13	31	31	13	33	35	29	35	34	45	31	34	23	39	32	37	48	48	47	50	50	52	47	50	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	4	1	1	2	1	2	2	2	2	1	2	2	3	2	3	1	2	1	2	2	1	2	2	1	1	2	1	3	1	4	4	2	2	1	1	1	1	5	2
20500	-376.548548321166152	-374.986275615212492	-1.562272705953688	0.000123229495591	0.000031757751919	0.257712260909814	0.586125732032602	-2	1	2	3	6	8	9	9	10	10	10	11	11	10	13	11	13	11	12	13	12	13	13	14	16	15	15	15	17	17	17	15	16	20	18	18	19	22	20	23	22	23	21	22	22	22	23	24	27	27	27	30	28	31	29	32	0	1	2	3	4	4	5	5	5	6	0	6	7	6	10	11	12	8	7	8	14	5	7	14	28	13	20	7	8	26	23	7	13	35	27	29	29	31	32	31	31	31	14	35	31	36	33	47	48	47	33	51	50	52	50	54	1	1	1	1	2	2	2	2	2	1	1	2	2	1	2	1	1	1	1	2	1	2	2	2	1	2	1	3	4	2	2	3	3	1	1	1	1	2	3	2	2	4	4	2	3	2	4	1	1	2	4	1	1	1	1	1
21000	-380.055667161420786	-378.648604236863548	-1.407062924557242	0.000162414986616	0.000063279460800	0.389615897634697	0.619102156580979	-1	1	3	4	7	9	9	10	9	10	10	11	10	11	13	12	12	12	13	11	13	13	13	15	15	14	14	16	16	16	16	17	17	20	19	18	19	21	20	22	21	21	21	22	23	23	25	24	27	25	24	29	28	30	31	32	0	1	2	3	4	4	5	7	5	6	0	7	7	6	10	11	6	9	12	13	14	13	9	19	8	14	17	15	25	19	15	25	18	17	31	32	25	35	36	17	34	34	12	28	31	39	37	43	48	33	33	53	51	53	47	54	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	3	2	2	3	1	1	1	1	2	1	1	2	3	2	1	2	2	1	4	1	1	5	2	4	1	3	1	2	4	2	1	2	1	3	1
21500	-371.101198444122815	-369.593762090322173	-1.507436353800631	0.000130730281109	0.000037855531195	0.289569722284978	0.539095838830966	0	1	2	3	6	8	10	10	9	11	10	9	11	10	12	11	13	13	14	13	14	14	13	13	15	14	14	17	14	17	17	16	17	20	17	17	19	21	20	20	21	22	22	23	22	23	23	25	28	26	27	30	28	30	32	32	0	1	2	3	3	4	5	6	6	7	0	5	9	6	10	11	12	9	7	13	14	18	12	14	9	12	12	19	9	26	23	17	25	17	18	22	33	40	33	27	40	40	23	35	40	39	33	47	50	47	50	49	47	53	50	54	1	1	1	1	3	3	2	2	1	1	1	2	1	1	1	1	2	2	2	2	2	1	2	2	3	2	2	2	2	2	3	1	1	3	2	2	2	1	2	3	1	1	4	4	1	2	2	1	2	3	1	1	3	1	3	1
22000	-390.889182648143674	-389.416436989098941	-1.472745659044707	0.000154191047257	0.000048633506369	0.315410701427058	0.519915088757825	0	1	3	4	6	8	9	9	9	11	11	9	12	11	11	12	13	12	14	14	13	13	13	15	15	14	13	16	17	16	15	16	16	17	18	17	19	22	19	21	19	23	23	23	22	22	23	26	28	25	27	29	28	28	31	31	0	1	2	3	3	4	5	4	5	5	0	5	5	6	6	11	10	6	18	23	6	9	8	27	10	12	12	24	19	8	17	20	9	31	18	32	29	40	33	34	34	12	31	40	40	39	37	50	48	47	47	50	50	47	53	54	1	1	1	1	2	3	2	3	2	3	1	3	2	2	2	1	1	3	2	1	2	2	2	1	2	3	3	1	1	4	1	1	4	1	3	1	2	1	2	2	1	8	5	1	1	1	2	1	1	1	2	2	2	2	1	2
22500	-341.590248281102049	-339.915529188983612	-1.674719092118451	0.000148142323511	0.000031351780656	0.211632840045377	0.512710957908684	-1	1	4	3	6	10	8	9	9	11	9	11	11	10	11	12	12	12	13	13	14	14	13	15	15	13	12	16	18	16	18	15	16	20	18	18	18	21	20	22	21	22	22	22	23	22	24	26	27	25	26	29	28	29	32	31	0	1	2	2	4	3	5	5	5	8	0	7	8	8	8	11	7	13	4	13	26	18	12	14	6	14	12	24	9	26	23	19	20	23	19	32	33	34	29	31	35	19	34	34	35	36	37	50	48	47	47	47	48	53	48	50	1	1	2	1	1	3	1	1	2	1	1	2	1	1	1	1	2	1	5	1	1	1	1	2	2	2	1	1	5	1	2	1	2	3	2	2	1	1	1	2	2	4	1	1	2	3	3	1	1	1	1	3	1	1	3	3
23000	-367.570787057581128	-366.086055661742478	-1.484731395838674	0.000179608174423	0.000054928672258	0.305825012889070	0.641960041128503	0	2	3	3	6	9	9	9	10	11	9	11	11	10	13	11	11	12	13	14	13	15	13	14	15	14	15	16	18	16	16	16	17	19	19	16	18	22	19	22	20	22	22	23	22	23	21	26	27	25	27	29	28	31	31	31	0	1	2	2	4	5	5	5	7	8	0	7	9	7	10	11	7	5	7	13	7	21	17	14	24	19	24	26	31	19	17	13	9	33	27	20	18	35	32	34	31	27	7	45	35	39	18	50	48	43	43	53	48	50	52	53	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	4	2	2	2	1	1	2	1	1	1	2	1	2	2	2	4	1	2	1	2	2	2	1	2	4	5	1	2	2	4	1	1	2	1	1	1	4	1	1
23500	-358.865501381058039	-356.850673129130769	-2.014828251927251	0.000164799024479	0.000022480157728	0.136409531544458	0.595217130450448	-1	0	3	2	6	8	9	9	10	10	10	11	11	11	13	12	11	12	13	12	13	15	13	15	15	14	15	17	18	17	15	16	17	21	19	18	18	20	19	22	20	24	23	22	22	24	24	23	28	26	26	30	28	30	31	32	0	1	4	2	3	5	6	6	6	8	0	7	9	7	10	11	7	9	5	9	7	18	17	12	8	21	14	24	31	24	7	25	20	35	17	20	33	27	25	17	27	35	31	38	41	39	36	33	50	48	48	53	47	53	53	54	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	3	1	2	1	1	2	3	1	2	1	1	2	3	1	2	1	3	3	1	3	2	5	3	2	4	1	1	2	3	3	2	2	2	1	3	1	2	1
24000	-389.619472123847686	-387.995038356599935	-1.624433767247738	0.000162812345431	0.000037430603403	0.229900277550248	0.574309867882984	0	2	2	4	7	8	9	8	9	9	9	11	12	10	12	11	12	11	13	14	13	14	14	13	14	15	14	17	17	17	16	16	17	21	18	17	19	21	19	20	21	23	23	23	23	23	24	26	27	24	27	30	29	30	31	32	0	1	1	3	2	3	8	5	6	8	0	7	9	6	10	11	7	5	18	13	5	15	21	7	9	21	17	19	18	14	24	13	32	23	12	5	36	27	36	23	35	34	38	40	7	39	32	50	48	37	50	48	37	53	47	54	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	1	1	2	2	5	1	2	1	2	3	3	1	4	1	3	1	1	1	2	7	2	4	2	1	2	1	2	4	1	2	2
24500	-375.281566154811628	-373.381860325676826	-1.899705829134827	0.000134158107744	0.000020880929724	0.155644187855518	0.537542980340820	-1	2	3	4	6	9	10	9	10	11	10	12	12	10	12	11	12	12	14	13	12	12	14	14	16	14	14	16	18	16	16	14	16	19	16	18	18	20	19	22	21	22	20	22	20	23	24	25	26	27	27	29	29	30	31	31	0	1	2	3	3	4	8	4	5	6	0	7	9	8	10	11	9	7	14	9	6	8	12	6	8	21	21	22	32	21	7	13	13	31	23	33	33	31	32	25	45	34	20	45	17	39	37	47	47	47	48	50	47	47	54	53	1	2	1	1	2	3	1	2	2	1	1	1	2	1	1	1	1	1	2	2	2	2	1	2	4	1	1	1	1	2	3	1	2	1	1	2	1	2	2	3	1	1	2	1	4	2	4	1	1	1	1	1	2	4	1	1
25000	-339.983937226607623	-338.536701297182333	-1.447235929425263	0.000134613749161	0.000045617105026	0.338874040057351	0.654626817767908	-1	1	2	4	6	8	9	9	9	10	9	11	10	11	13	11	11	13	14	14	13	15	13	15	16	13	14	16	17	17	18	17	16	21	19	17	19	22	19	22	22	23	22	23	22	22	24	24	27	26	26	30	27	29	31	31	0	1	2	3	4	5	5	6	5	8	0	9	5	8	10	11	9	6	12	6	14	7	17	20	18	14	7	19	25	21	22	20	13	31	20	25	33	35	33	35	35	35	35	35	35	36	32	37	47	47	48	47	50	53	52	54	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	3	1	4	1	3	1	1	2	1	2	1	1	2	2	2	4	2	2	1	2	1	2	2	2	2	1	2	1	2	2	2	1	1	1	2	1	1	1	1
25500	-386.316559066683112	-384.755392891188706	-1.561166175494385	0.000140300478641	0.000036236139656	0.258275239023114	0.575058601265182	-2	1	4	2	7	7	10	9	9	11	10	10	11	11	13	12	13	13	13	13	12	13	14	14	16	14	14	17	18	17	16	15	15	20	19	17	18	22	20	21	22	22	20	22	21	23	23	26	27	27	26	30	28	31	29	29	0	1	1	1	3	3	3	6	6	8	0	8	9	5	13	11	12	7	7	6	7	9	5	14	13	14	7	21	19	7	12	20	20	31	27	32	33	34	33	17	43	34	23	45	35	39	33	37	47	47	47	50	50	50	48	50	1	1	3	2	1	2	3	1	1	1	1	1	1	2	1	1	2	1	2	3	1	3	3	2	2	1	2	2	3	4	3	2	1	2	2	1	2	1	3	4	1	1	3	1	2	1	3	4	2	2	1	2	1	2	2	1
26000	-413.499049696966210	-411.778997594163457	-1.720052102802746	0.000179572573048	0.000035465801911	0.197501218083649	0.604654869178176	-3	1	3	4	5	7	9	10	9	11	10	11	11	11	13	12	12	13	13	13	12	15	14	13	15	14	15	16	17	15	17	16	16	19	18	14	19	22	18	19	21	23	21	22	23	23	24	24	27	26	27	30	26	29	32	32	0	1	2	3	3	4	5	3	5	9	0	5	7	8	10	11	9	9	14	9	14	8	17	14	24	14	23	23	8	24	20	13	36	22	23	20	33	35	32	25	25	35	35	34	23	39	32	18	47	33	48	48	48	49	50	54	1	3	1	1	1	1	2	3	2	1	1	3	1	1	1	1	2	2	1	2	1	3	1	1	1	1	1	1	3	1	2	2	1	2	2	1	2	2	1	1	4	2	1	2	3	2	4	3	2	4	1	3	1	1	2	2
26500	-339.363290798476839	-337.934096804230080	-1.429193994246768	0.000143732277773	0.000051585987994	0.358903294325603	0.665525464344664	-1	1	4	3	7	9	9	9	8	10	8	12	10	11	12	12	12	13	13	12	13	12	14	14	14	14	15	16	17	17	18	16	16	20	16	18	19	21	19	22	22	22	22	22	22	22	24	26	27	26	27	29	29	31	31	30	0	1	4	2	4	9	9	5	5	8	0	13	9	6	10	11	7	13	20	6	14	13	12	14	20	21	23	19	20	24	28	20	20	23	23	32	29	34	32	34	38	31	34	31	34	39	37	37	47	47	50	50	50	53	52	50	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	2	1	1	1	2	3	1	1	2	2	2	1	1	1	1	1	1	1	2	2	2	1	2	3	4	1	1	1	2	2	1	2	2
27000	-347.444230297244644	-345.813755710423209	-1.630474586821421	0.000142202892877	0.000032356163384	0.227535197975799	0.665803752150362	-2	0	4	2	7	9	9	9	9	10	9	11	12	9	13	11	12	11	12	13	13	15	14	14	16	14	13	16	17	16	17	15	17	20	18	17	18	21	19	22	22	24	21	23	22	21	23	23	26	26	26	28	28	29	31	30	0	1	4	2	4	4	5	5	5	8	0	7	18	5	10	11	7	9	12	6	14	18	17	14	18	21	17	17	32	26	24	12	32	28	27	32	32	31	32	34	34	35	28	40	34	39	37	37	47	48	48	50	50	50	52	50	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	2	2	2	4	1	1	3	1	1	2	2	1	2	3	1	2	2	2	1	1	3	2	1	1	1	3	2	2	1	2	1	1	1	2	3
27500	-382.210636821647427	-380.642485127120494	-1.568151694526928	0.000164113833627	0.000041810780989	0.254766950873125	0.589395884291503	-2	1	3	4	5	8	9	8	9	9	9	11	11	11	12	12	11	12	14	13	12	15	13	14	15	13	14	16	16	16	18	17	15	19	17	17	18	21	19	23	21	23	23	23	22	21	24	26	27	26	27	28	28	29	30	31	0	1	2	3	3	3	6	5	6	8	0	5	9	7	10	11	7	5	7	10	14	13	7	12	6	9	6	27	5	26	35	20	20	19	27	22	20	23	32	31	35	34	41	38	41	32	33	47	48	47	48	48	48	50	53	54	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	2	1	2	2	2	1	2	2	2	2	2	2	1	5	2	1	2	1	3	1	2	2	3	1	3	2	3	1	1	1	1	5	1	1	1	1	1	1	1	1	2
28000	-391.588396883950452	-389.880260497990832	-1.708136385959593	0.000122206725591	0.000024567496888	0.201032281725491	0.502774946820569	-1	0	3	4	7	9	8	8	9	11	11	10	11	11	12	12	13	10	14	12	13	14	12	14	16	15	15	16	16	16	18	17	17	20	17	18	19	21	20	22	22	22	23	22	23	22	24	26	24	26	26	28	28	31	32	29	0	1	2	3	3	5	3	4	5	6	0	6	9	7	10	11	12	7	7	9	8	9	7	14	9	14	7	20	13	21	17	29	13	17	23	25	33	8	36	17	31	28	23	35	35	39	37	49	37	47	47	50	47	56	53	53	1	1	2	1	2	1	3	2	1	1	1	1	1	2	1	1	2	2	2	2	2	2	3	1	3	2	3	2	2	1	2	1	2	4	3	1	1	8	1	5	2	3	5	2	3	1	2	2	2	1	1	1	3	2	2	1
28500	-350.737958965331813	-349.088425564828356	-1.649533400503446	0.000142245144177	0.000031349999768	0.220394164944722	0.711198236983860	0	1	4	3	7	8	9	10	9	10	9	11	12	11	12	10	13	13	13	14	13	14	14	13	14	13	15	16	17	17	18	17	17	21	17	17	19	22	19	22	20	23	21	22	23	21	23	25	27	24	27	27	27	29	32	30	0	1	4	2	3	4	6	9	5	5	0	7	9	7	10	11	12	13	12	13	14	13	17	14	13	14	23	19	20	21	17	22	25	35	27	13	33	41	36	41	26	34	31	41	43	36	37	50	48	47	48	47	50	52	53	50	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	2	1	1	1	2	3	1	2	1	1	2	2	1	2	1	1	1	1	1	2	3
29000	-346.669027553537546	-345.174415213951249	-1.494612339586321	0.000098804937299	0.000029490536980	0.298472300945131	0.601021753489870	-1	1	4	4	7	9	10	8	9	9	9	10	10	10	12	11	12	13	12	13	12	14	13	13	15	15	15	16	17	15	18	17	16	20	17	17	19	21	19	20	21	24	22	22	23	24	23	25	27	25	27	30	27	30	30	29	0	1	2	2	3	5	8	3	5	8	0	8	9	9	10	11	12	13	12	9	14	7	17	14	13	24	24	19	25	24	17	25	6	35	27	20	33	35	36	20	34	40	31	40	34	36	37	47	48	47	48	56	50	53	53	50	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	2	2	1	2	2	1	1	2	1	5	1	1	1	1	2	1	4	1	2	2	1	2	3	2	1	1	1	1	1	2	1	2	2
29500	-336.654099394456921	-335.232972250951946	-1.421127143504958	0.000117569726063	0.000043399827756	0.369141182930972	0.761976099867231	-1	1	3	4	6	8	10	8	9	11	10	11	11	9	12	11	12	13	13	13	12	14	14	14	14	14	14	16	17	16	17	16	17	19	18	17	18	20	19	22	20	21	23	22	22	24	23	25	26	25	27	27	28	29	31	32	0	1	2	3	4	5	14	5	8	6	0	7	9	6	10	11	7	10	10	10	9	13	17	14	20	19	17	12	25	26	17	19	25	23	23	25	33	35	36	38	35	17	34	35	35	36	37	47	47	47	48	50	48	49	53	54	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	1	2	2	2	2	1	1	1	1	1	4	2	3	2	2	2	1	2	1	1	1	1	1	1	2
30000	-325.349007835064185	-323.872537571517171	-1.476470263547026	0.000123235019880	0.000038492108828	0.312347162887553	0.715744700922296	-1	0	4	3	6	7	9	9	9	10	10	11	11	11	13	12	12	13	14	13	13	14	13	15	16	15	15	16	16	16	15	16	17	20	18	18	19	22	19	23	21	23	23	23	23	23	22	24	28	26	27	28	28	30	31	32	0	1	4	2	3	5	5	5	6	8	0	9	9	7	10	11	7	13	13	13	12	18	17	14	24	14	23	19	20	24	21	20	20	23	23	29	33	34	36	38	34	34	31	34	35	36	33	37	48	47	47	50	50	52	50	54	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	3	2	1	1	1	1	1	1	2	5	1	2	3	3	3	2	2	2	1	1	1	2	1
