"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"f8075331b2","zuper",88,0.666666666666667,0.572629310344828,3.40220170454545,NA,1,1,0.0127391089446858
