step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97
1	-2519.418459770678510	-2526.273947721637796	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.835161237688828	1	1	2	2	3	3	3	3	3	4	4	5	4	5	5	5	5	5	5	6	5	5	7	6	6	6	6	7	6	6	7	7	7	7	7	7	8	8	9	8	8	8	9	8	10	9	9	10	13	10	11	11	13	12	12	12	13	13	14	14	14	14	14	14	16	15	15	15	16	15	15	16	15	16	18	19	16	16	16	16	16	17	17	18	17	17	17	17	17	18	19	18	19	19	19	21	23	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	4	3	3	5	4	4	4	4	5	4	4	5	5	5	5	5	5	6	6	6	6	6	6	6	6	7	6	6	7	9	7	8	8	9	8	8	8	9	9	10	10	10	10	10	10	11	11	11	11	11	11	11	11	11	11	13	13	11	11	11	11	11	12	12	13	12	12	12	12	12	13	13	13	13	13	13	15	16
500	-680.225410323287065	-687.080898274246465	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.359181976581349	-1	0	2	1	3	3	3	3	3	2	4	4	4	4	5	4	5	4	5	6	4	5	7	6	6	4	6	7	6	6	7	7	7	7	7	7	8	8	8	8	7	8	9	7	7	9	9	10	12	10	10	10	13	11	10	12	13	13	14	14	14	14	14	11	15	15	12	15	16	14	15	14	14	15	18	18	16	16	15	16	16	15	17	18	17	17	17	17	17	17	19	15	19	18	19	21	23	0	1	4	1	3	10	10	3	3	1	10	2	9	5	14	6	6	10	18	21	7	13	14	14	6	4	6	17	21	13	7	10	10	10	29	29	26	36	45	29	29	17	44	16	21	41	41	45	46	42	12	47	48	12	45	0	48	29	67	45	47	56	39	46	42	52	55	41	62	46	61	64	46	61	92	66	48	12	12	73	79	49	72	31	41	39	12	12	92	58	54	12	86	58	92	51	58	1	1	1	1	1	1	1	1	1	2	2	3	1	1	1	1	2	2	1	2	1	1	2	2	3	3	2	1	2	2	3	3	4	3	1	1	2	1	1	1	1	2	2	2	2	2	2	3	2	1	4	1	3	7	2	1	2	5	1	5	3	1	5	2	7	2	2	7	1	3	1	2	2	1	2	3	5	8	9	2	1	2	2	9	10	6	10	9	2	4	6	6	2	2	4	10	10
1000	-497.027528400516871	-503.883016351476272	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.538238825280297	0	1	2	2	3	2	3	3	3	4	4	4	3	5	5	5	3	5	5	6	5	5	7	6	4	6	5	6	6	6	6	7	6	6	7	6	8	8	8	7	8	8	9	7	10	9	9	10	13	10	11	11	13	12	12	12	13	13	14	13	14	14	13	14	15	14	14	15	16	15	14	16	15	16	18	18	14	16	16	16	16	17	16	17	16	17	17	16	17	18	19	17	19	18	19	21	23	0	1	1	2	3	2	4	3	3	17	1	7	3	3	9	25	6	17	10	7	12	13	24	14	17	16	17	18	7	13	12	17	16	18	29	21	33	29	20	20	21	31	26	27	31	20	39	42	45	39	20	48	20	31	48	0	48	54	55	48	58	56	46	50	47	52	55	57	62	49	63	64	58	73	83	66	57	54	54	65	73	74	70	53	54	78	49	73	81	86	86	88	78	87	92	81	65	1	1	2	1	1	1	1	1	1	1	4	1	1	2	2	1	1	2	1	3	1	1	1	1	1	1	2	1	2	2	2	3	1	1	1	1	2	2	1	1	2	2	2	2	3	3	1	2	3	2	4	1	4	3	2	1	2	1	2	2	1	2	4	4	5	2	2	1	2	2	1	2	2	1	2	2	1	4	4	1	1	1	1	3	3	1	4	1	1	1	2	1	2	1	1	2	5
1500	-464.679848576264476	-471.535336527223876	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.563051800335383	0	1	2	2	3	3	3	3	3	3	3	5	4	5	5	5	2	5	5	5	4	5	7	6	6	6	5	7	6	5	7	7	7	7	7	7	8	8	9	8	7	8	9	8	8	9	8	10	12	10	10	11	12	11	12	12	13	13	14	13	14	14	14	14	14	15	15	15	15	15	15	13	15	16	17	18	16	15	16	16	16	17	16	18	17	17	17	16	17	18	19	18	18	19	19	20	23	0	1	2	2	3	2	4	3	3	17	17	7	9	8	9	10	1	10	11	21	7	13	24	14	16	16	10	18	20	13	21	16	6	18	20	29	26	29	47	41	21	31	37	16	20	47	41	29	54	41	12	48	38	50	51	0	29	54	55	52	54	56	46	72	58	52	59	57	62	58	49	49	65	65	83	66	57	61	72	70	70	70	54	77	78	78	78	73	83	71	87	88	73	86	92	92	95	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	1	2	2	1	1	2	1	1	3	2	1	1	3	1	2	5	1	2	1	2	1	4	2	2	2	2	2	3	1	1	3	1	1	1	2	2	1	1	2	1	2	2	1	2	1	1	2	2	2	1	2	2	1	1	3	2	2	3	2	1	2	3
2000	-462.503482444512542	-469.358970395471943	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687723333179771	0	1	2	2	3	3	3	3	3	3	4	5	4	5	5	5	4	4	5	4	5	5	7	6	5	6	6	5	6	6	7	7	7	7	7	7	8	8	9	8	7	8	9	8	10	9	9	10	13	10	11	11	13	12	12	12	13	13	14	14	13	14	14	14	14	15	15	15	16	14	14	15	15	16	15	19	15	16	16	16	15	15	17	18	17	16	17	17	16	18	19	18	19	19	19	21	20	0	1	1	2	3	4	4	3	3	4	6	7	9	5	9	6	10	6	11	7	20	13	5	8	4	16	17	18	20	22	20	25	16	28	29	21	33	29	33	21	21	31	32	16	41	41	41	31	54	41	45	38	45	50	45	0	45	54	51	53	54	56	50	61	54	45	55	53	62	58	61	64	65	73	63	66	48	63	63	41	65	63	75	68	86	63	86	80	81	87	78	88	88	90	92	92	95	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	3	2	3	1	2	1	1	1	1	2	2	2	1	1	1	2	2	2	2	1	1	2	2	1	2	2	1	3	1	2	2	2	1	1	1	1	3	1	1	1	3	1	2	4	2	2	1	1	1	1	1	1	1	2	2	2	2	4	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	2	1
2500	-433.949595343884369	-440.805083294843769	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704369906760098	0	1	2	2	3	3	3	3	3	4	4	5	4	5	5	4	2	5	5	6	4	5	7	6	6	5	6	7	5	6	7	7	6	6	6	7	8	8	9	8	7	8	9	7	9	9	9	10	13	10	10	11	12	12	11	12	13	13	13	14	14	13	14	14	15	15	15	15	16	15	14	16	15	16	17	19	15	16	16	15	16	17	17	16	17	15	16	16	17	18	19	18	19	18	19	21	20	0	1	2	2	3	17	2	3	3	6	17	7	9	8	9	6	2	16	10	21	7	13	24	14	26	16	10	18	21	13	20	25	26	16	29	29	33	20	31	31	7	41	33	25	20	40	31	12	46	46	45	47	48	50	48	0	53	54	55	53	58	56	58	58	58	52	59	60	62	58	58	49	49	70	79	66	60	86	64	61	65	65	58	77	86	49	86	65	65	87	86	88	83	87	92	97	95	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	2	2	1	1	3	1	3	1	1	1	2	3	3	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	3	2	1	3	2	1	3	2	1	1	3	1	1	2	1	1	2	3	1	2	1	1	1	1	1	4	2	1	2	1	1	1
3000	-516.653631077471005	-523.509119028430405	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620580234715612	0	1	1	2	3	3	3	2	3	4	4	5	4	3	4	5	4	5	5	6	5	5	7	6	6	6	6	7	5	5	7	7	6	7	7	7	8	8	9	8	8	8	9	8	10	9	6	10	13	10	11	10	12	12	11	12	13	13	13	14	14	14	13	14	14	15	14	13	15	15	15	15	15	16	18	19	16	16	16	16	16	15	15	17	17	15	17	17	17	18	19	18	17	19	19	20	22	0	1	1	2	3	2	2	3	8	6	6	7	9	3	14	10	6	10	11	12	7	9	5	14	10	16	10	18	17	5	21	33	16	17	29	7	32	7	31	21	7	12	17	33	43	36	12	41	21	46	45	41	45	50	41	0	53	39	55	48	58	56	46	31	42	41	59	53	62	58	65	49	58	70	70	66	68	86	72	46	73	63	63	66	78	49	86	81	65	87	78	88	81	87	88	95	88	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	3	2	1	2	1	1	1	2	1	1	2	2	2	1	3	2	2	5	2	5	1	1	1	1	2	3	1	1	2	2	2	1	1	1	3	2	3	1	1	3	3	3	3	1	1	1	2	1	1	2	1	3	3	3	1	1	2	1	2	1	2	1	2	1	1	3	1	3	1	1	2	2	1	2
3500	-493.147716855530575	-500.003204806489975	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642358054642376	0	1	1	2	2	3	3	3	3	4	3	5	4	4	5	5	5	5	4	6	5	5	7	5	6	6	5	6	6	6	6	7	7	7	7	7	7	7	9	8	8	7	8	8	10	9	8	9	13	10	11	11	11	11	10	12	13	13	14	14	14	14	14	14	15	15	15	15	16	15	14	16	15	16	16	19	16	15	15	16	16	16	14	17	16	17	17	15	17	18	19	18	19	19	19	19	22	0	1	1	1	3	2	1	3	5	4	1	7	9	8	9	6	10	6	11	21	7	13	24	14	10	16	6	18	7	13	12	25	25	28	12	21	26	31	47	31	31	31	37	26	21	31	42	20	54	47	55	46	48	40	20	0	53	54	45	57	54	56	54	49	58	53	59	45	62	63	49	64	49	65	61	53	60	71	63	73	88	58	58	68	78	78	78	63	81	65	87	88	73	87	92	92	96	1	1	1	2	1	2	3	1	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	2	1	2	1	3	1	1	1	1	1	2	2	1	1	1	2	2	1	1	2	4	2	1	2	2	1	1	1	2	3	3	1	1	2	3	1	2	2	2	1	2	1	1	2	1	1	1	2	1	1	2	6	1	1	1	1	1	2	1	2	1	2	2	1	1	1	2	3	4	2	1	1	2
4000	-483.356692279252741	-490.212180230212141	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704422873277033	-1	1	1	2	3	2	3	3	3	3	3	4	4	5	4	5	3	3	5	6	5	5	7	6	6	5	5	6	6	6	7	6	7	7	7	7	8	8	8	7	6	8	8	8	9	9	9	10	11	10	11	11	12	12	12	12	13	13	14	13	14	14	14	13	16	12	15	15	16	14	15	16	15	16	17	18	15	15	16	16	15	17	15	17	17	16	17	15	14	18	19	17	19	19	19	21	23	0	1	1	2	3	1	4	3	3	6	2	7	5	8	5	17	6	6	11	7	7	13	14	14	6	2	6	18	21	22	41	16	26	25	21	29	16	29	40	21	21	31	10	16	20	41	31	38	50	46	45	48	48	46	51	0	53	49	55	48	49	56	49	49	46	51	55	60	62	49	54	63	70	58	58	66	48	61	71	83	89	74	54	77	65	78	86	58	54	85	86	88	92	87	88	95	96	1	2	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	3	1	1	3	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	2	1	2	2	1	1	1	2	1	2	3	1	1	1	2	2	1	2	2	2	2	4	1	2	2	1	2	3	2	1	2	2	4	3	1	1	1	1	1	3	1	1	1	1	1	1	1	2	2	2	2	2	1	2
4500	-437.335799930975952	-444.191287881935352	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605011284081697	0	1	1	2	3	3	3	3	2	4	4	4	4	5	4	5	5	5	5	6	5	3	7	4	6	6	6	7	5	5	6	7	7	7	7	7	8	8	9	7	8	8	9	8	10	9	8	9	13	10	11	10	12	12	12	12	13	13	14	14	14	13	14	14	16	14	15	15	16	15	15	15	15	15	18	19	16	15	15	16	16	16	17	18	17	16	17	14	17	18	19	18	18	19	19	20	23	0	1	1	2	9	2	4	3	3	6	6	7	22	24	8	10	10	10	11	12	12	9	14	8	16	16	17	18	12	22	21	26	16	17	20	29	25	29	41	20	31	40	25	2	20	41	20	47	46	47	48	48	48	45	51	0	48	54	55	57	58	56	50	58	74	45	55	60	62	58	54	49	54	58	70	66	68	63	63	73	88	49	65	77	86	78	78	54	74	85	87	88	65	78	92	92	96	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	2	2	1	2	2	2	1	1	2	1	2	6	2	1	2	1	3	2	2	1	2	1	1	1	2	1	2	1	1	1	2	1	1	3	2	1	2	2	3	2	2	2	2	4	1	1	1	1	1	2	1	2	1	1	2	2	1	1	2	2	2	3	1	2	2
