step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92
1	-606.884493219864680	-615.935336600316077	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988560473663680	2	0	5	2	4	3	4	6	4	3	5	5	5	7	5	5	7	11	6	5	7	5	7	12	8	8	7	6	6	7	8	7	7	7	9	8	11	9	10	8	8	8	8	12	9	9	8	8	10	9	9	9	9	8	9	12	9	10	11	9	9	10	10	10	11	11	12	11	11	10	10	13	14	11	12	10	13	12	12	12	12	11	11	12	13	14	13	12	13	16	15	15	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-286.608668337055974	-295.659511717507314	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.957940516552701	2	0	6	2	4	1	4	6	3	3	4	6	6	7	6	5	4	11	7	5	8	3	5	11	3	5	8	7	4	7	7	7	6	6	8	9	11	9	5	9	9	8	9	13	9	9	8	4	10	9	5	8	9	8	10	13	9	9	8	8	8	11	10	10	11	11	10	11	11	9	10	14	11	11	11	9	9	7	13	13	12	11	11	9	13	13	13	8	13	13	14	12	2	0	5	2	9	2	1	10	2	1	25	22	10	15	23	11	25	53	20	9	15	4	4	13	6	48	32	16	1	22	17	8	7	20	32	12	3	47	25	52	32	23	88	37	27	39	5	4	45	9	5	3	4	20	35	73	15	11	8	33	8	67	31	57	27	52	57	57	46	33	34	80	70	53	52	21	13	51	65	24	74	70	53	26	73	73	28	14	75	82	27	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-260.371505617942546	-269.422348998393886	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999876553156643	2	0	5	2	3	3	5	5	5	4	5	4	6	8	4	4	8	5	7	4	8	6	8	9	9	8	7	6	7	7	9	7	8	8	9	6	10	7	8	8	9	9	8	11	10	9	8	7	8	9	10	9	8	9	9	13	10	10	10	10	10	10	11	7	11	12	12	12	10	11	11	6	12	11	13	9	14	10	12	11	12	9	11	13	13	12	10	10	14	15	14	16	2	0	5	2	1	4	15	10	15	5	5	4	20	27	1	6	18	15	28	5	32	7	22	33	33	29	16	1	3	18	40	5	28	3	3	11	24	18	19	36	18	43	48	43	23	49	30	12	13	26	40	48	28	15	39	65	35	54	54	52	54	35	35	18	37	61	43	29	46	82	59	16	69	31	67	32	84	76	34	24	88	38	57	87	70	78	19	49	56	71	84	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-275.957603749371231	-285.008447129822571	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996883841668945	2	-1	6	1	3	1	3	4	4	3	6	3	5	7	6	5	5	12	5	6	7	4	7	9	7	8	8	7	7	6	9	6	4	7	10	8	12	8	8	6	9	8	8	12	9	10	7	8	11	10	9	6	9	8	8	4	9	10	11	7	10	10	9	10	8	12	12	8	11	11	11	13	10	11	13	11	14	9	8	13	11	10	12	10	12	14	12	12	11	16	14	13	4	0	5	2	6	2	1	5	1	4	22	1	33	32	13	12	7	63	4	56	17	10	8	32	32	16	52	40	19	7	28	7	1	17	53	1	84	25	52	13	29	32	10	50	39	78	8	33	78	30	33	8	55	21	60	1	60	3	84	11	3	68	20	23	11	81	70	10	45	84	29	49	23	58	67	82	58	26	15	88	78	55	82	42	81	76	63	46	41	87	88	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-276.663652999826979	-285.714496380278320	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994221929017541	3	0	6	2	3	4	3	6	1	1	4	5	3	8	6	4	7	12	7	5	6	4	6	13	8	8	7	6	4	6	9	7	8	7	10	9	11	8	10	8	9	8	8	11	10	9	4	8	10	10	9	8	10	8	8	12	8	9	11	9	9	9	9	11	8	10	3	7	12	10	9	13	14	12	10	10	11	11	8	10	12	12	11	11	11	14	14	9	12	15	13	14	2	0	16	2	4	1	10	20	2	2	4	29	4	68	1	13	8	31	28	5	20	7	67	54	32	17	8	12	5	6	26	15	3	1	47	57	26	21	48	3	54	7	34	49	63	68	13	17	55	54	38	22	27	32	20	52	21	40	65	38	14	33	27	54	28	19	9	12	58	14	48	14	69	26	40	41	51	46	22	63	38	60	53	46	46	91	26	14	64	73	40	37	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-263.500413346247967	-272.551256726699307	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992365303555099	3	-1	5	2	4	2	4	6	5	4	4	6	5	7	4	6	8	10	5	5	7	6	8	9	8	8	5	7	3	6	9	8	6	8	8	9	11	10	5	8	8	8	9	13	10	9	9	7	11	5	10	10	9	8	10	12	10	10	11	7	10	10	9	10	11	11	12	11	10	8	9	12	13	11	8	8	14	13	11	13	10	9	9	12	13	11	12	12	13	14	15	14	6	0	4	2	29	2	4	20	15	2	1	11	7	7	6	20	3	43	5	7	27	19	10	17	33	30	1	20	2	11	75	7	9	5	20	48	69	42	10	50	6	19	23	71	34	16	34	12	61	11	31	46	32	16	83	43	31	75	17	3	70	46	21	54	31	53	37	82	22	21	70	74	84	76	8	21	74	37	69	61	48	16	32	62	52	40	58	38	59	67	87	87	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-264.678920024626734	-273.729763405078074	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994979071076440	1	0	3	2	5	4	5	5	5	3	6	4	5	7	6	2	8	11	7	6	7	5	4	13	7	8	8	6	3	7	9	8	6	5	10	9	12	8	10	9	6	9	8	12	8	9	7	6	10	8	9	6	8	9	10	13	8	10	12	9	10	11	7	11	10	10	13	11	9	10	9	12	13	9	12	10	12	10	12	12	9	8	9	8	13	14	13	12	10	14	16	14	2	0	16	2	23	10	10	3	10	2	8	2	29	4	22	2	47	51	11	6	9	3	4	18	8	33	11	7	4	6	26	25	10	10	38	21	36	52	50	25	8	21	14	55	11	14	5	5	54	48	45	10	19	30	26	30	19	71	36	33	46	39	34	84	42	60	53	46	30	33	19	70	62	8	70	36	46	69	53	49	32	41	14	41	69	75	32	89	20	72	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-251.385665057595304	-260.436508438046644	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992314657378434	2	0	5	3	4	3	3	5	4	4	5	5	5	7	6	6	4	12	7	6	7	4	8	12	9	7	8	7	7	7	9	8	7	5	6	8	11	8	10	8	6	6	8	11	8	9	6	8	11	9	9	8	10	9	9	12	10	10	12	9	10	10	10	6	10	10	13	11	11	8	8	13	15	9	12	10	12	12	11	12	12	12	11	12	14	10	11	12	14	14	9	14	2	0	4	2	6	2	1	10	7	4	7	10	22	34	6	12	1	86	42	34	9	4	11	57	45	64	21	16	42	34	38	64	64	6	5	9	50	16	45	16	3	11	29	52	35	21	11	35	51	48	43	21	70	40	8	40	46	14	62	43	45	42	45	3	14	60	81	62	57	35	42	24	67	38	58	70	69	62	21	74	61	87	31	58	56	52	23	69	67	62	12	24	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-269.934452985372786	-278.985296365824126	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999374605286858	3	0	5	3	3	2	4	6	5	4	5	5	5	7	4	6	6	11	7	4	4	6	7	13	9	9	6	2	6	4	8	8	6	7	10	8	10	8	9	9	7	7	8	10	9	9	9	9	10	10	8	9	6	7	7	12	9	10	12	9	9	9	8	8	11	9	12	11	11	9	10	13	13	11	11	10	13	11	13	13	10	10	11	8	13	14	13	13	13	17	15	15	28	0	30	28	28	2	6	3	4	1	10	21	7	10	5	4	20	47	33	28	5	30	3	26	27	19	2	2	5	1	6	9	7	11	52	13	41	19	16	84	10	11	8	55	16	20	53	3	16	12	27	41	20	13	4	74	34	42	82	84	55	22	13	53	61	14	36	46	66	17	55	62	69	48	71	45	65	66	58	56	41	60	15	9	81	77	75	82	37	65	63	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-276.312029285312747	-285.362872665764087	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992086645008227	1	0	6	1	3	4	2	7	3	3	6	5	3	5	6	6	6	12	6	5	5	6	4	12	8	9	6	6	7	5	9	7	8	7	10	9	10	9	9	7	8	6	8	12	10	8	7	9	11	8	9	10	8	8	9	11	9	11	12	10	4	9	10	10	9	9	13	12	12	11	8	8	14	11	12	11	13	13	11	11	8	11	9	12	14	14	14	6	12	16	15	10	2	0	23	2	1	1	2	27	7	7	61	1	2	10	30	7	5	35	23	10	9	6	13	70	8	88	6	13	21	10	81	88	29	21	81	6	53	53	21	11	6	10	19	49	55	23	23	42	62	6	9	42	8	15	53	57	50	52	60	28	5	88	48	34	6	32	80	83	66	88	27	11	38	64	60	51	59	45	45	65	29	35	33	70	82	59	52	20	52	86	78	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
