"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"a08ac28a93","zuper",82,0.666666666666667,0.677469135802469,1.03635670731707,NA,1,1,0.0132103379297855
