step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112
1	-633.551361906699753	-632.089279822180856	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.068052761792660	1	0	3	4	4	5	7	8	8	9	11	11	12	11	13	12	11	12	11	13	15	14	15	14	14	14	14	14	14	14	15	15	14	15	15	15	14	15	16	15	14	16	15	15	18	15	16	16	15	16	15	17	17	17	18	18	18	17	17	17	17	17	17	18	20	17	19	19	20	18	18	18	19	18	20	18	19	19	20	19	21	20	19	22	20	20	19	19	19	20	20	20	21	22	21	20	22	22	21	23	22	23	24	23	23	22	23	26	26	29	30	29	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	3	4	4	4	5	6	6	6	6	7	6	6	6	6	7	8	7	8	7	7	7	7	7	7	7	8	8	7	8	8	8	7	8	8	8	7	8	8	8	9	8	8	8	8	8	8	9	9	9	9	9	9	9	9	9	9	9	9	9	10	9	10	10	10	9	9	9	10	9	10	9	10	10	10	10	11	10	10	11	10	10	10	10	10	10	10	10	11	11	11	10	11	11	11	12	11	12	12	12	12	11	12	13	13	15	15	15
500	-844.068670377404828	-842.487569897298499	-1.581100480106374	0.000010016040060	0.000013083470432	1.306251807404315	0.145377030900625	1	0	3	3	4	4	4	7	7	9	11	9	11	11	12	13	11	12	9	14	14	15	13	13	14	13	15	14	15	14	15	15	14	16	16	16	14	16	17	15	13	17	15	15	18	15	15	16	16	16	16	18	17	17	19	19	18	18	18	18	16	18	16	19	20	16	19	20	20	16	18	18	19	18	18	18	19	20	20	17	22	20	20	23	19	20	19	20	19	19	20	21	20	22	22	21	22	22	21	22	22	24	24	24	23	23	23	26	26	27	31	28	2	0	2	1	4	2	2	5	2	7	9	2	2	5	8	2	2	19	2	2	9	11	8	12	2	9	18	11	2	2	2	2	7	33	7	6	24	2	2	2	9	2	2	30	2	3	2	2	4	2	2	2	13	3	58	2	2	2	18	2	20	33	2	2	4	2	2	31	75	2	2	19	31	2	2	2	2	2	2	2	2	2	2	2	11	52	2	27	2	2	39	43	7	2	28	33	2	2	2	2	2	2	47	3	5	26	2	2	98	51	7	2	1	1	1	1	1	2	2	2	4	2	3	4	5	3	3	7	5	2	5	7	4	1	4	3	8	3	1	2	8	9	7	6	7	1	5	7	1	8	9	8	3	8	8	1	9	6	10	8	6	8	9	11	4	7	1	10	9	9	3	9	1	3	8	13	9	6	9	3	1	7	11	5	2	10	11	9	11	10	10	8	10	11	9	12	4	1	9	2	10	10	2	3	8	12	4	3	11	9	10	10	12	14	4	12	12	6	11	13	3	5	13	13
1000	-853.219089577219961	-850.627991798535049	-2.591097778684929	0.000010018046682	0.000040554561559	4.048150587457842	0.208333496669315	2	0	3	2	4	3	6	7	8	7	11	10	13	10	14	12	12	12	11	13	15	14	15	15	13	14	14	14	15	14	15	15	15	16	15	15	14	16	16	16	14	16	13	16	18	16	16	16	15	17	15	17	18	16	18	18	18	16	16	18	18	17	18	18	21	18	19	18	19	18	19	18	19	19	19	19	19	19	20	20	19	20	18	22	19	21	20	20	20	20	21	20	22	23	19	20	23	22	21	23	21	22	24	24	22	23	24	26	26	28	30	27	2	0	4	2	4	4	2	4	2	7	10	9	5	4	6	5	12	10	12	2	11	4	2	20	4	1	13	12	27	2	4	2	27	27	10	22	4	2	4	4	11	2	4	49	4	18	2	5	14	43	2	24	13	26	7	4	8	4	43	2	20	24	2	4	43	2	22	21	47	42	58	58	33	4	44	2	2	4	2	75	2	2	15	4	41	48	2	55	2	12	73	39	101	59	30	83	2	2	76	2	25	2	12	47	2	82	2	4	39	47	103	2	1	1	1	1	1	1	4	3	4	1	3	1	5	4	6	4	1	4	1	5	3	7	7	2	4	5	1	3	1	7	7	6	1	1	4	1	8	8	8	7	1	9	7	1	9	2	7	6	4	3	7	1	4	1	8	8	8	8	2	10	3	1	10	11	3	9	2	1	1	1	2	1	2	11	2	9	11	9	9	1	9	11	2	8	3	3	10	1	9	8	1	2	1	6	2	1	11	9	1	12	2	13	7	4	9	2	11	11	5	6	3	13
1500	-828.040023071361020	-826.316605854438876	-1.723417216922150	0.000010066906297	0.000016630112516	1.651958608181775	0.249752725814132	2	1	3	4	5	5	6	7	7	9	11	10	12	10	14	12	11	11	11	14	14	14	14	15	15	14	15	13	13	11	15	14	15	15	14	13	12	14	15	13	15	17	14	15	19	15	16	16	15	17	16	18	17	18	17	17	18	18	17	17	17	16	18	18	20	18	20	19	20	18	19	18	19	18	21	19	19	18	18	19	20	20	20	22	21	21	17	18	17	21	20	20	22	23	21	21	22	23	19	24	22	24	24	24	24	22	24	27	26	30	30	30	2	0	2	2	2	2	2	2	2	9	8	9	2	9	2	2	12	12	12	13	9	11	2	36	2	18	16	11	9	2	5	2	9	3	36	12	2	30	2	2	12	30	2	30	8	11	2	37	16	2	30	50	28	35	47	33	36	22	37	2	40	24	38	2	68	37	23	23	36	51	47	39	54	2	43	13	49	2	2	51	2	57	21	35	80	44	2	17	2	60	43	55	45	20	30	46	9	23	21	2	61	2	68	59	7	37	5	2	67	50	108	2	1	1	1	2	2	2	2	4	2	1	2	3	6	1	7	5	1	1	1	1	4	1	9	1	8	1	1	1	3	5	4	5	3	7	1	1	4	1	6	6	2	4	6	2	7	3	7	1	2	7	2	1	2	2	1	1	2	2	4	9	2	1	3	6	1	4	4	2	4	1	2	2	1	10	5	5	3	8	8	2	10	1	3	5	1	4	8	3	8	2	4	1	1	4	5	2	10	7	2	12	2	12	3	3	10	5	11	12	2	6	2	12
2000	-836.853536265265461	-835.136122626278279	-1.717413638987227	0.000010192975370	0.000016690022869	1.637404414691627	0.249732580250462	2	1	3	4	5	5	7	8	8	8	12	11	13	12	13	12	9	13	11	14	15	13	13	14	14	14	15	15	13	11	13	15	15	16	15	14	13	15	16	14	15	16	14	14	17	15	15	16	15	16	16	16	17	18	17	18	19	17	17	15	17	16	18	19	20	18	19	18	20	18	16	17	19	19	21	19	18	19	20	19	20	20	18	21	21	21	20	19	17	21	20	21	21	21	22	19	21	21	22	24	22	23	23	23	23	23	23	27	27	27	31	28	2	0	2	3	2	2	2	5	2	2	10	7	10	7	2	2	4	2	2	14	29	17	2	12	2	16	22	44	12	9	6	5	11	27	17	17	2	2	2	2	11	30	2	30	2	3	18	37	9	2	60	21	11	32	27	8	38	38	20	2	40	47	38	11	77	48	45	46	62	60	27	39	59	2	2	53	27	2	2	51	2	39	16	2	88	89	58	39	4	60	39	33	83	36	30	2	2	45	97	2	86	2	47	90	35	99	22	2	55	60	98	78	1	1	1	1	2	2	3	1	4	3	2	2	5	3	5	8	3	6	5	1	1	2	7	2	6	2	1	1	1	1	4	5	2	1	3	2	4	5	6	5	2	2	6	2	8	5	2	1	4	7	1	1	3	2	1	5	2	2	2	6	2	1	2	2	1	1	1	1	3	2	1	1	1	8	9	1	2	8	8	2	10	3	4	8	1	3	2	2	7	2	2	3	2	4	7	9	9	2	1	12	1	10	4	1	6	1	6	14	5	5	5	6
2500	-773.979178177604695	-772.160801189100312	-1.818376988504415	0.000010169904590	0.000019157358748	1.883730430164926	0.267341238593938	2	1	3	4	4	5	7	8	8	9	11	11	11	11	13	11	11	10	9	14	15	14	15	15	14	15	13	13	14	13	14	16	13	16	15	16	14	15	16	15	15	17	15	12	17	16	17	17	14	16	16	16	17	18	19	18	17	18	17	17	17	17	17	19	21	16	20	19	19	18	17	18	19	19	21	19	20	20	21	20	21	19	19	21	21	18	20	20	20	19	20	19	22	22	20	20	22	22	21	24	22	23	23	22	23	21	23	27	26	28	30	28	2	0	2	3	2	5	2	6	2	7	10	2	10	19	8	2	18	2	7	11	29	9	5	19	2	17	16	11	33	2	2	16	7	35	28	16	12	2	12	2	7	43	2	19	12	6	18	37	18	2	30	23	26	23	45	52	39	38	21	2	40	15	39	28	80	37	45	45	72	44	12	39	66	2	2	34	38	2	44	51	2	38	34	9	67	30	71	60	51	43	57	58	79	40	2	33	2	25	54	44	106	2	25	83	83	82	99	2	100	88	67	78	1	1	1	1	3	1	4	1	3	1	2	4	1	1	3	6	1	6	1	3	1	3	5	3	6	2	1	1	1	4	5	3	3	1	1	2	1	6	4	8	3	1	6	2	4	5	3	3	2	7	2	1	1	2	1	1	1	2	1	6	1	2	1	2	1	1	1	1	1	3	4	1	1	8	9	1	3	10	5	2	10	2	2	7	1	2	2	1	3	2	1	1	1	3	9	4	7	4	2	11	1	8	4	2	2	1	1	14	1	4	5	5
3000	-846.618557055397218	-844.883777792588717	-1.734779262808524	0.000010248834186	0.000017213174166	1.679525090783877	0.371259341192850	2	1	3	4	3	5	7	7	8	9	11	11	12	12	13	12	12	13	10	14	16	15	16	14	14	15	14	14	14	14	15	15	13	16	15	16	15	14	17	15	14	16	13	14	18	16	16	16	16	16	15	17	17	18	19	18	17	18	18	17	18	17	18	18	21	17	19	17	21	17	17	18	20	18	21	17	19	19	19	20	21	20	20	21	19	20	20	19	19	20	19	21	22	21	22	20	23	23	21	24	22	20	25	24	23	23	24	26	25	30	30	30	2	0	2	1	2	2	2	2	7	7	7	2	9	4	6	2	6	19	7	11	11	15	15	12	33	30	16	11	9	43	8	16	2	44	10	41	19	2	33	2	10	43	12	2	31	25	7	7	29	2	44	42	22	48	70	21	26	44	43	6	40	18	57	21	88	37	45	2	70	28	38	36	77	2	30	2	38	2	74	43	16	38	64	85	13	89	71	46	51	34	32	91	40	74	74	21	2	68	35	8	78	2	56	84	83	15	85	43	77	102	88	108	1	1	1	1	1	2	3	3	1	1	2	6	2	4	4	5	3	1	2	2	3	1	1	1	1	1	1	2	3	1	3	1	6	1	2	1	3	6	2	7	3	1	1	6	1	1	4	5	1	7	1	1	1	2	1	2	1	2	2	7	1	2	1	1	1	1	1	5	2	1	1	1	1	10	4	6	2	8	1	3	7	3	1	2	4	1	2	1	2	2	2	1	3	2	3	1	11	3	3	9	2	8	3	2	3	3	2	11	4	7	5	3
3500	-816.019873815692108	-813.959674158709845	-2.060199656982308	0.000010495732454	0.000026227813006	2.498902589423304	0.366773516364029	2	1	3	5	5	5	8	8	9	9	12	10	13	12	13	12	11	12	11	13	16	14	13	14	14	14	14	15	14	13	16	14	14	15	14	15	15	15	16	15	13	17	15	14	18	16	16	15	16	16	16	17	15	16	18	19	19	17	17	18	18	16	16	18	21	17	19	20	19	19	18	18	18	17	20	16	19	18	20	20	19	20	19	23	21	21	19	20	19	20	19	21	21	20	21	18	22	23	20	23	22	23	24	23	24	22	24	24	26	30	31	29	2	0	2	1	2	2	2	5	2	2	9	2	9	17	2	2	2	2	2	2	11	14	2	12	2	4	17	22	11	17	14	23	7	13	9	19	2	12	2	20	2	44	19	30	2	15	18	2	38	44	30	50	13	33	59	33	39	27	34	43	40	24	2	33	22	37	45	2	76	55	58	39	58	12	51	25	2	4	43	89	16	38	96	64	37	12	38	73	51	78	72	61	71	53	51	59	2	45	7	2	68	2	57	31	83	24	78	78	61	108	112	108	1	1	1	2	2	3	2	1	3	3	2	4	2	1	7	4	4	5	4	5	2	1	6	2	7	4	2	1	1	2	3	1	3	1	2	2	6	2	6	1	5	2	2	1	8	2	2	6	1	1	2	1	2	1	1	2	2	2	1	2	1	1	5	3	4	2	1	7	2	1	1	1	1	4	2	1	7	9	3	1	3	3	1	2	3	5	2	1	2	1	1	2	1	3	1	1	11	4	6	10	1	9	3	4	2	4	3	4	5	4	1	3
4000	-774.248641163262732	-772.205782828673136	-2.042858334589600	0.000011720384550	0.000028752876722	2.453236632196249	0.403162268195049	2	1	3	4	3	5	8	8	7	10	10	11	12	11	13	12	11	13	12	13	14	14	16	13	13	15	14	14	14	12	15	15	14	15	15	13	14	16	16	15	13	17	13	14	18	15	16	16	15	16	15	18	18	16	19	17	18	17	18	17	17	18	16	17	20	17	20	20	21	19	17	18	20	18	19	17	20	18	19	18	21	21	18	21	21	20	19	17	20	19	20	20	22	22	21	20	22	22	22	23	21	24	25	24	23	22	23	24	26	29	30	30	2	0	2	1	2	2	2	5	2	8	7	9	7	5	2	8	2	17	12	2	11	19	36	12	9	17	18	6	11	12	15	16	7	41	36	14	2	28	34	15	2	44	30	43	6	16	18	2	44	43	9	42	21	33	42	33	39	39	44	44	40	39	36	49	45	36	31	2	14	42	39	26	30	10	42	29	2	2	60	42	32	57	64	64	42	51	58	47	55	60	13	27	79	28	51	83	2	14	33	2	92	86	104	51	96	101	13	79	106	108	110	108	1	1	1	1	1	2	2	2	2	1	1	2	3	4	6	3	5	1	1	4	3	1	2	1	4	2	1	5	2	1	1	2	3	1	1	1	6	1	1	1	4	2	1	1	7	2	2	8	1	2	6	1	1	1	1	2	1	1	2	2	1	1	3	1	1	1	2	10	4	1	1	2	2	4	1	2	8	10	1	1	3	2	1	2	2	4	1	1	1	1	5	3	2	3	3	1	10	6	3	11	1	2	1	4	2	1	5	3	1	4	1	3
4500	-736.221961997419044	-734.612827711833006	-1.609134285586014	0.000012021453425	0.000016528231018	1.374894568376975	0.396306581880009	2	1	2	4	4	5	7	9	9	10	8	11	13	12	13	12	11	13	11	12	14	14	15	13	13	14	14	13	13	12	16	15	14	14	15	15	14	15	16	15	14	15	16	15	15	15	15	15	15	16	15	17	17	18	18	15	18	17	17	17	17	18	18	18	20	16	20	17	20	19	18	18	20	18	21	18	17	19	20	19	21	20	19	21	19	21	20	19	19	20	20	20	21	23	21	20	22	23	20	22	22	24	23	22	23	23	24	25	25	30	31	29	2	0	2	1	2	2	2	5	7	11	2	2	2	6	2	8	8	7	2	9	10	14	15	19	12	9	14	17	11	11	23	16	10	13	9	13	2	28	2	11	2	30	42	28	11	24	18	2	24	30	30	40	26	50	66	7	38	38	51	30	20	27	39	33	63	37	68	2	23	30	58	39	68	50	89	12	2	2	60	51	15	57	22	56	32	51	58	58	42	51	29	59	88	22	80	83	2	41	14	2	46	42	45	62	83	24	41	79	90	108	90	108	1	1	1	1	1	2	2	3	2	2	3	4	4	5	6	2	1	3	3	2	2	1	1	1	1	3	1	1	2	2	1	2	2	1	3	1	6	1	7	3	7	1	1	2	2	1	1	6	1	3	3	1	2	1	1	4	1	1	1	2	3	2	1	2	1	1	3	9	2	5	1	1	2	1	1	3	5	9	2	2	5	1	3	3	2	4	1	1	2	2	3	1	1	4	1	1	9	6	3	9	3	3	4	2	2	4	5	2	3	3	4	3
