step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22
21500	-139.705493773910092	-146.560981724869464	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.516131581328258	1	9	11	14	16	17	18	18	18	20	20	21	24	22	22	24	26	28	29	30	32	32	0	1	2	2	4	3	4	5	4	3	6	9	14	6	0	10	16	17	17	16	20	19	1	4	1	3	1	3	2	1	2	4	2	2	1	2	1	2	1	1	1	2	2	1
22000	-145.787676006916314	-152.643163957875686	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.525150805312483	1	8	12	15	17	18	17	17	16	20	20	21	25	22	22	24	27	28	31	31	31	30	0	1	2	2	4	3	4	4	4	3	6	9	11	11	0	10	16	16	16	17	10	17	1	4	2	4	1	3	1	1	1	3	1	2	3	1	1	2	2	2	3	1	4	2
22500	-158.557214890625403	-165.412702841584775	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.498135103651875	1	8	11	15	16	18	17	18	19	20	21	21	25	23	23	23	26	27	28	30	32	30	0	1	2	2	2	2	4	4	7	6	6	9	11	11	0	10	16	16	17	18	19	10	1	3	1	3	2	6	1	2	1	2	1	1	3	1	1	2	1	2	1	2	1	5
23000	-144.402884893322010	-151.258372844281382	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.436087174725034	-1	9	12	14	16	17	17	18	18	20	21	22	23	23	23	22	25	28	28	30	32	31	0	1	2	2	2	3	5	5	4	3	6	9	11	11	0	10	16	10	17	10	19	19	1	5	2	1	2	2	1	1	2	3	2	2	1	1	1	1	2	5	2	6	2	1
23500	-138.700363497266608	-145.555851448225980	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.491871033231113	0	8	11	15	16	18	16	17	19	20	21	21	25	23	20	24	26	27	29	31	33	31	0	1	2	2	4	3	4	5	4	3	6	9	11	11	0	10	16	16	16	19	22	19	1	3	2	2	1	3	1	1	3	4	1	1	2	1	1	2	2	2	2	1	1	2
24000	-145.769803635859034	-152.625291586818406	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.442151842796161	1	8	11	13	14	16	17	17	17	20	21	21	24	22	23	25	27	27	31	30	32	30	0	1	2	2	4	3	4	5	4	3	6	9	11	11	0	10	16	16	22	16	22	16	1	3	2	2	1	3	2	1	2	4	2	2	2	1	1	2	2	1	1	2	1	2
24500	-148.867479286561320	-155.722967237520692	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.449564120593183	0	9	12	14	16	18	16	18	18	19	21	22	24	23	22	23	26	28	30	31	32	31	0	1	2	2	2	3	4	5	4	3	6	9	11	6	0	10	10	16	16	17	22	19	1	6	1	2	2	2	1	1	2	4	1	2	3	2	1	2	4	2	5	3	1	1
25000	-143.782498621562866	-150.637986572522237	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.511295860458236	0	9	11	15	15	19	16	17	19	21	21	21	24	23	22	23	26	29	30	31	32	31	0	1	2	2	2	3	4	5	4	3	6	9	11	10	0	10	16	16	16	19	19	17	1	4	1	2	2	3	1	1	2	4	1	1	2	1	1	1	1	3	4	1	1	3
25500	-146.531927062018440	-153.387415012977812	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.391480612559279	1	9	12	15	16	17	18	18	19	21	21	21	24	24	22	23	27	28	28	30	32	30	0	1	2	2	4	3	4	5	4	3	6	9	11	11	0	10	16	10	17	16	22	16	1	4	2	3	1	3	1	1	2	4	2	1	3	2	1	1	2	3	1	5	1	4
26000	-143.642813758694359	-150.498301709653731	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.554842126932806	1	7	11	15	16	18	17	18	19	20	21	21	24	23	22	24	26	28	31	29	33	30	0	1	2	2	4	3	4	5	7	3	6	9	14	6	0	10	10	17	22	10	19	20	1	3	3	2	1	5	1	1	1	3	2	1	1	3	1	2	2	1	1	6	1	1
26500	-148.028385628727619	-154.883873579686991	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.585097463684641	0	8	11	15	16	18	17	17	20	20	22	22	25	21	21	24	25	28	30	31	32	32	0	1	2	2	4	3	4	5	7	2	14	9	11	6	0	10	16	17	16	16	19	19	1	3	1	3	1	3	1	1	1	6	1	1	2	2	1	2	1	1	3	5	2	1
27000	-140.919729877141918	-147.775217828101290	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.551537847092787	0	8	12	15	16	19	17	17	19	21	21	21	24	22	22	24	27	28	31	27	32	30	0	1	2	2	4	3	4	4	4	3	6	9	11	6	0	10	16	17	17	10	17	20	1	3	2	3	1	3	1	1	2	3	1	1	2	1	1	1	2	1	3	3	2	2
27500	-134.105241972889871	-140.960729923849243	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.520119189049416	0	8	10	15	16	18	18	18	20	20	21	22	24	23	21	25	26	28	29	31	33	31	0	1	2	2	4	2	4	5	7	6	6	9	11	11	0	10	10	17	16	17	22	19	1	4	1	3	1	5	2	1	1	1	2	1	2	1	1	2	4	1	2	3	1	1
28000	-144.021491361271217	-150.876979312230588	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.385929561060259	0	7	11	15	16	18	18	17	20	21	20	22	25	22	23	24	25	29	30	29	32	31	0	1	2	2	4	3	4	4	7	3	6	9	11	11	0	10	10	17	17	16	16	20	1	4	2	4	1	3	2	1	1	5	1	1	2	1	1	1	2	2	3	2	4	1
28500	-136.856512649769485	-143.712000600728857	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609227360949553	0	8	12	15	17	19	17	17	19	20	21	21	24	23	21	24	26	28	30	30	32	32	0	1	2	2	4	2	4	4	7	6	6	9	11	6	0	10	16	16	18	18	19	19	1	3	2	4	1	6	1	1	2	1	1	1	2	1	1	2	1	3	1	1	1	1
29000	-169.442741848674075	-176.298229799633447	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579238906758233	0	9	12	14	16	18	16	17	20	20	20	18	24	23	21	25	27	27	30	27	30	32	0	1	2	2	4	2	4	2	12	3	6	7	11	6	0	6	16	10	17	16	18	21	1	4	1	2	1	4	1	5	2	4	1	1	3	2	1	2	1	3	2	1	2	1
29500	-155.313828816653569	-162.169316767612941	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.464981767005244	0	8	11	16	16	17	18	17	20	20	21	22	24	22	21	24	26	28	27	28	29	32	0	1	2	2	2	2	4	5	4	3	6	9	14	11	0	10	16	17	16	10	19	19	1	3	2	3	4	5	1	1	2	3	2	1	1	1	1	3	1	1	1	4	1	3
30000	-136.543583210486446	-143.399071161445818	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704102535742477	1	9	11	16	15	16	17	17	19	20	21	21	23	23	22	25	27	29	30	30	33	32	0	1	2	5	2	2	4	5	4	6	6	9	11	11	0	10	16	16	17	16	19	19	1	4	1	1	2	4	1	1	1	2	2	1	1	1	1	3	1	2	2	1	2	1
30500	-140.505631898845365	-147.361119849804737	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633410227586287	0	9	11	15	17	18	16	17	20	20	21	21	24	23	23	25	26	28	29	30	32	30	0	1	2	2	4	3	4	4	4	6	6	9	14	6	0	10	10	16	16	19	19	16	1	5	1	3	1	3	1	1	1	1	2	1	1	3	1	2	2	2	2	1	2	2
31000	-143.661794184642616	-150.517282135601988	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.468659165212443	0	7	12	15	16	19	16	17	20	21	22	21	24	24	22	24	25	28	31	30	32	31	0	1	2	2	4	3	4	5	7	6	6	4	11	11	0	10	16	17	20	18	19	18	1	3	3	4	1	3	1	1	2	1	1	4	2	1	1	1	1	2	1	1	1	1
31500	-137.551449339151389	-144.406937290110761	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.478606687521708	1	8	11	15	16	16	17	18	19	21	21	21	25	23	22	23	26	28	30	29	32	31	0	1	2	2	4	3	4	5	7	2	6	9	11	11	0	10	16	17	17	10	19	19	1	4	1	3	1	3	1	1	1	6	2	1	2	1	1	2	2	1	2	4	1	1
32000	-137.282634523173783	-144.138122474133155	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.587114545476481	-1	8	10	15	16	19	18	17	20	20	21	22	24	23	22	23	27	28	30	29	32	32	0	1	2	2	4	2	4	5	7	3	6	9	11	11	0	10	16	17	17	10	19	19	1	5	1	3	1	5	1	1	1	5	1	1	2	1	1	2	2	1	1	4	2	1
32500	-149.541654874459056	-156.397142825418427	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.382215686376091	0	9	11	15	15	17	17	17	19	20	21	22	25	21	23	24	25	29	29	31	32	31	0	1	2	2	2	2	4	2	7	3	6	9	11	6	0	10	10	16	17	10	20	19	1	5	1	3	4	4	1	4	1	5	2	1	2	3	1	2	2	2	2	5	1	1
33000	-149.935508169458416	-156.790996120417788	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.542471900256559	0	9	11	16	15	18	17	18	19	21	20	21	24	23	20	23	27	26	28	30	32	31	0	1	2	5	2	3	4	5	4	3	6	9	11	11	0	6	10	10	17	19	19	19	1	3	1	1	3	3	1	1	2	5	1	1	2	2	1	3	3	2	1	1	2	2
