step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75
5000	-738.920608977315851	-736.977766273522434	-1.942842703793387	0.000014440389510	0.000031694773923	2.194869736836623	0.583121527366532	2	8	5	7	5	5	10	4	18	13	22	26	22	23	31	25	26	26	27	20	28	32	31	33	34	35	30	30	32	39	35	37	34	41	44	39	46	39	46	45	35	43	47	48	48	46	47	48	54	42	53	50	46	53	49	55	57	53	55	60	58	59	62	71	69	73	72	82	85	87	101	97	88	104	90	0	5	1	0	1	0	2	1	4	5	9	10	4	9	9	2	13	9	14	0	17	21	0	12	19	15	13	0	19	13	28	15	17	15	22	29	23	23	50	31	23	28	41	36	38	41	31	38	43	31	44	34	28	45	53	47	42	45	46	58	39	42	50	63	63	62	62	67	67	68	73	0	62	71	0	1	1	1	1	1	1	1	1	2	1	1	2	3	1	2	3	1	2	1	1	1	1	1	2	2	1	1	1	1	2	2	1	2	2	2	2	2	2	1	1	1	2	2	3	2	2	2	2	2	1	1	2	3	1	1	2	2	1	2	2	2	3	2	3	1	2	2	2	2	2	3	1	7	1	1
5500	-718.479128934139339	-716.885031262521125	-1.594097671618182	0.000022441356686	0.000030029917331	1.338150707707426	0.688434615300695	-2	13	8	8	3	7	12	5	13	13	19	25	15	25	29	22	28	24	29	25	22	31	25	34	34	32	33	34	32	36	35	36	35	35	47	39	45	38	45	43	42	39	46	48	45	47	47	48	52	43	52	44	47	55	47	59	54	50	53	61	57	65	64	74	65	70	71	81	81	84	97	89	94	103	99	0	1	5	0	1	0	1	1	4	8	9	8	9	11	21	10	13	13	14	0	13	17	0	12	19	17	15	0	14	18	23	17	27	17	33	29	28	23	50	28	31	28	41	36	42	41	28	37	43	28	44	34	42	58	42	53	42	45	46	58	39	38	61	63	61	62	62	67	67	68	73	0	62	71	0	1	3	1	1	1	1	2	2	1	2	1	3	1	1	1	2	2	2	1	1	2	1	1	2	1	1	1	1	2	2	3	2	1	1	1	1	2	3	1	2	2	2	1	2	1	2	1	1	1	1	1	2	3	1	2	2	2	1	1	2	3	5	3	2	2	1	1	2	2	1	2	1	4	2	1
6000	-691.586708299550082	-690.149191692251861	-1.437516607298213	0.000047120427820	0.000043804481130	0.929628255853046	0.690261204264757	1	11	6	5	7	9	12	9	13	12	21	23	19	23	32	26	26	23	26	20	30	33	25	35	32	32	31	34	27	38	30	38	36	41	39	31	48	36	47	43	42	41	48	45	49	47	47	49	52	45	52	51	46	48	51	56	55	52	50	61	58	63	65	71	70	71	80	76	86	87	94	94	86	104	99	0	5	1	0	1	0	8	5	4	1	9	2	4	13	17	12	18	13	9	0	9	17	0	12	29	13	17	0	14	22	23	15	17	32	33	29	38	23	50	31	23	28	41	36	54	41	42	53	43	38	44	34	23	42	53	50	47	54	46	58	50	50	61	63	63	62	68	62	67	68	73	0	66	71	0	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	2	1	3	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	2	1	2	1	3	1	2	2	1	1	2	2	2	2	1	1	2	1	1	1	2	1	2	1	2	1	2	1	2	1	3	2	1	3	2	1
6500	-676.375580208584893	-674.930945832140992	-1.444634376443921	0.000142506966331	0.000048674079982	0.341555793624856	0.567050088469558	0	12	6	7	3	10	10	9	17	18	24	21	18	23	27	24	19	22	29	26	31	27	30	34	29	30	30	28	35	34	34	40	34	36	39	37	51	37	41	42	39	42	47	44	45	47	49	50	50	45	52	52	47	54	48	59	59	49	52	57	61	59	64	73	70	68	77	77	86	87	98	91	92	102	98	0	5	5	0	1	0	5	1	4	5	4	7	4	9	11	7	4	4	18	0	22	18	0	12	13	22	22	0	9	26	28	22	18	14	27	25	55	31	28	31	31	23	39	29	42	41	23	39	43	31	44	35	28	45	45	54	48	45	46	58	48	50	55	61	37	60	31	66	68	64	73	0	47	73	0	1	3	1	1	1	1	1	3	1	3	2	1	2	2	1	3	2	2	2	1	1	1	1	3	1	1	1	1	3	1	1	2	1	3	2	2	1	1	3	1	1	2	1	1	1	1	3	1	1	2	1	2	2	1	1	1	2	1	2	2	1	3	2	4	3	2	7	1	1	2	1	1	4	1	1
7000	-699.465177863889380	-697.977203645458758	-1.487974218430661	0.000127845374446	0.000038783268754	0.303360750608039	0.507382565754660	4	10	6	6	8	8	11	6	17	17	16	22	20	22	29	21	25	28	25	24	28	34	32	32	34	34	33	29	27	37	36	36	36	36	41	37	50	38	43	43	45	42	42	45	44	46	46	43	47	48	44	52	50	51	50	58	49	54	56	59	62	64	59	72	67	74	74	80	86	77	95	97	91	104	97	0	8	1	0	1	0	1	1	4	5	4	2	9	9	17	8	4	9	4	0	9	19	0	16	19	15	13	0	14	26	28	19	21	17	22	29	23	28	28	38	31	28	38	17	31	31	38	42	43	23	36	13	23	38	48	55	31	55	46	55	31	53	42	56	39	53	64	60	67	67	73	0	44	73	0	1	1	1	1	1	1	2	1	1	2	3	2	1	1	1	2	3	2	1	1	3	2	1	3	1	1	2	1	1	1	2	2	2	2	1	2	4	1	2	2	1	2	2	3	2	1	2	1	1	3	1	5	2	2	2	2	2	1	2	2	3	2	3	2	3	2	1	2	2	1	1	1	11	3	1
7500	-670.443725749566624	-668.869336378217326	-1.574389371349302	0.000124484614036	0.000031335670649	0.251723242199490	0.653781295091133	3	8	5	4	4	12	10	6	16	17	19	22	20	22	32	23	30	23	26	26	26	32	25	36	33	33	33	32	33	38	35	38	37	30	46	41	49	39	41	43	46	41	52	45	47	43	46	44	48	39	52	53	53	49	45	54	56	54	51	58	55	63	61	72	66	69	72	76	85	81	96	93	91	101	89	0	1	5	0	1	0	8	5	4	2	9	2	4	11	9	7	21	13	14	0	13	13	0	5	19	18	13	0	14	27	28	22	22	21	33	19	38	23	50	23	28	28	47	29	23	38	31	42	41	31	29	32	37	38	31	40	45	55	46	54	38	42	56	38	62	47	61	66	68	68	73	0	45	73	0	1	1	1	1	1	1	1	1	2	2	1	3	2	1	2	2	1	1	1	1	1	2	1	6	1	2	2	1	3	1	1	2	1	1	2	3	1	2	1	3	2	2	1	2	5	1	2	1	1	1	2	2	1	2	2	3	2	1	2	2	3	5	1	3	1	3	3	1	2	1	1	1	5	1	1
8000	-657.346300552266030	-655.922376699834899	-1.423923852431170	0.000096382337276	0.000035226334318	0.365485371209630	0.612886906242843	0	8	6	8	9	11	13	4	17	13	22	21	17	24	30	23	28	28	27	26	27	32	32	34	23	30	25	30	29	37	36	35	36	40	37	41	45	36	46	47	39	37	52	45	47	44	43	49	50	48	47	53	53	54	53	55	59	53	55	60	58	63	62	69	67	73	68	72	84	89	101	93	89	93	90	0	8	8	0	8	0	5	1	4	2	9	10	4	13	13	1	4	27	25	0	9	21	0	7	9	27	9	0	13	17	28	27	22	35	15	29	23	28	47	38	28	28	49	36	37	41	28	47	37	39	29	34	47	45	41	31	42	48	46	58	48	55	61	61	57	68	56	67	67	69	73	0	24	73	0	1	1	1	1	2	1	1	1	2	1	1	2	2	1	2	3	4	1	1	1	2	1	1	4	1	1	2	1	2	1	1	1	1	1	1	1	3	2	1	2	2	1	1	1	1	1	2	2	1	1	2	2	2	1	3	2	3	1	2	2	1	2	1	2	1	1	2	1	3	1	3	1	9	1	1
8500	-659.961758885921654	-658.545857883608960	-1.415901002312658	0.000120281437554	0.000045263299954	0.376311597818878	0.547919514857135	0	11	4	10	7	9	9	9	18	15	22	23	20	20	28	23	24	24	24	25	33	31	33	36	29	36	33	29	33	38	35	37	37	35	44	38	44	40	46	44	43	37	53	48	47	48	40	42	53	48	49	52	50	52	48	58	59	52	54	61	58	62	63	72	56	72	75	75	85	86	98	93	87	103	100	0	8	1	0	1	0	1	1	4	5	4	8	4	9	17	7	13	13	14	0	17	13	0	10	19	18	17	0	9	21	23	21	27	13	27	29	31	23	31	38	42	28	41	25	47	41	23	31	37	31	36	21	23	53	28	38	39	45	46	58	55	53	56	63	39	37	56	37	67	67	73	0	24	73	0	1	1	1	1	1	1	1	1	2	3	2	2	2	1	1	3	1	1	1	1	1	2	1	5	1	3	2	1	2	1	1	1	1	3	2	2	2	2	2	1	2	1	2	3	2	1	1	2	1	2	2	3	2	1	3	2	3	1	2	2	2	1	1	2	2	5	2	4	2	2	2	1	5	2	1
9000	-685.013260575764548	-683.522214797270749	-1.491045778493788	0.000157967242967	0.000047559739951	0.301073431790037	0.604490869476235	0	10	6	8	9	5	14	10	16	6	20	24	17	24	34	23	30	25	22	27	26	28	31	34	30	33	34	32	31	30	35	39	29	36	47	28	48	38	40	43	40	37	47	45	48	47	41	48	52	44	49	47	47	54	48	53	60	45	56	61	59	66	64	64	66	74	77	70	75	86	100	95	95	105	99	0	10	1	0	1	0	8	1	4	1	9	2	4	13	21	3	21	11	13	0	19	21	0	5	36	33	17	0	14	18	28	26	13	18	14	18	38	23	28	42	38	31	47	29	47	41	23	28	43	39	36	34	31	37	28	48	59	38	47	54	50	61	61	50	61	62	56	62	59	66	73	0	69	73	0	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	3	1	1	2	1	1	1	1	4	1	1	1	1	1	1	1	2	2	2	3	1	2	1	1	1	1	1	1	2	1	2	2	2	1	1	4	2	2	2	1	1	1	1	3	1	2	1	2	3	2	2	5	1	4	2	1	1	3	1	1
9500	-663.315039124956684	-661.882656177847480	-1.432382947109149	0.000122266758368	0.000043416751392	0.355098572760031	0.519450263962256	-3	10	5	8	1	12	10	6	20	13	20	23	18	22	31	25	26	20	27	22	31	31	31	29	32	35	25	34	34	36	36	38	37	38	47	36	49	35	40	45	45	41	47	47	42	47	46	49	53	47	45	55	46	52	51	54	54	52	54	56	58	65	61	65	71	75	79	72	84	85	98	90	93	105	98	0	5	1	0	1	0	8	5	4	8	13	7	4	4	9	8	13	13	11	0	27	17	0	7	11	17	13	0	25	22	28	14	9	17	17	29	38	23	28	42	42	23	38	29	31	41	31	47	43	31	29	35	39	42	42	48	50	42	46	54	39	61	61	63	37	62	63	37	65	68	73	0	44	73	0	1	1	2	1	1	1	1	1	3	2	1	3	2	2	2	2	2	1	2	1	1	1	1	3	1	2	1	1	1	1	1	2	3	2	3	1	2	1	1	1	1	2	1	3	1	1	2	1	1	2	2	1	1	2	2	1	1	2	1	1	2	1	1	1	5	2	4	4	2	2	1	1	8	2	1
10000	-715.282871833494937	-713.794836348440981	-1.488035485053998	0.000137679086732	0.000041760089239	0.303314688021716	0.509632456112862	2	13	6	7	6	10	11	6	20	6	18	16	18	24	29	15	30	27	24	23	28	31	28	34	31	32	32	34	33	38	35	39	34	32	42	41	48	38	43	46	47	37	52	47	45	50	45	45	49	49	50	48	45	49	51	59	59	54	48	54	60	64	60	68	70	72	76	74	86	82	100	84	94	99	98	0	10	1	0	1	0	10	1	4	1	4	10	4	9	13	10	19	19	11	0	13	11	0	16	14	4	21	0	17	25	23	33	22	13	27	29	42	23	31	42	38	23	28	36	28	59	28	31	41	39	36	34	28	47	53	50	48	54	53	42	37	43	39	37	47	48	68	65	64	67	64	0	69	69	0	1	2	1	1	1	1	1	1	3	1	1	2	2	1	2	2	1	1	3	1	2	3	1	3	2	3	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	4	1	2	1	3	2	1	1	2	3	1	1	1	1	2	1	1	2	2	1	2	4	6	2	1	1	3	1	2	1	1	3	1
