step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105
1	-12576.505972735665637	-12575.043890651146285	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.546549569754732	-1	2	5	6	7	8	9	10	10	10	10	12	12	12	12	13	14	13	14	15	15	16	15	14	14	15	16	19	16	16	17	16	15	16	18	16	18	18	18	19	18	18	17	18	18	19	19	20	18	19	21	20	19	20	19	20	21	20	20	21	21	22	22	22	22	22	23	23	22	23	25	24	24	25	26	24	25	26	26	26	27	28	26	27	28	28	27	29	29	30	31	30	32	32	34	35	35	35	35	35	35	36	37	38	40	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	4	5	5	6	6	6	6	7	7	7	7	7	8	7	8	8	8	9	8	8	8	8	9	10	9	9	9	9	8	9	10	9	10	10	10	10	10	10	9	10	10	10	10	11	10	10	11	11	10	11	10	11	11	11	11	11	11	12	12	12	12	12	12	12	12	12	13	13	13	13	14	13	13	14	14	14	14	15	14	14	15	15	14	15	15	16	16	16	17	17	18	18	18	18	18	18	18	19	19	20	21
500	-3022.459092100127691	-3019.426621218819491	-3.032470881308089	0.000010045029174	0.000056269737878	5.601749572426181	0.162529522138802	0	2	3	7	8	8	6	8	10	11	8	9	9	10	12	13	11	13	12	14	15	13	14	15	11	15	15	19	13	17	17	13	12	15	18	13	18	18	19	16	16	18	16	15	18	20	18	20	15	16	22	20	18	20	19	20	21	21	20	21	22	23	23	20	23	23	23	23	21	24	25	25	25	24	27	25	26	26	26	27	28	29	26	28	29	29	28	29	30	31	32	31	32	33	35	35	36	36	35	36	36	37	38	39	41	0	1	2	3	3	3	3	7	7	9	7	8	7	8	7	8	12	12	13	0	32	13	14	8	12	15	17	49	19	21	32	12	13	25	12	12	43	33	27	17	19	32	12	33	13	36	18	25	17	29	12	37	22	12	36	25	33	25	29	22	43	17	36	17	34	13	59	53	25	12	49	25	29	25	55	13	36	49	34	34	74	59	44	55	44	25	69	17	29	36	48	49	50	40	59	64	40	49	50	48	49	49	41	64	64	1	1	1	2	2	3	2	1	2	1	1	1	2	1	4	3	1	2	2	1	1	2	2	4	1	2	2	2	1	1	4	2	2	4	5	2	1	4	3	3	3	2	3	1	7	5	4	9	3	3	12	1	3	10	5	6	8	5	5	6	4	9	10	9	5	8	2	4	8	13	9	12	10	10	7	11	8	8	8	10	3	5	9	8	12	15	5	15	17	16	11	13	12	14	12	11	19	15	17	14	20	17	16	17	20
1000	-2179.811884070350061	-2177.088214945177697	-2.723669125172476	0.000010056793804	0.000045125629188	4.487079089919960	0.216546798082943	-1	2	4	6	7	8	6	9	10	10	9	10	11	12	12	14	11	13	15	16	15	14	16	15	11	14	15	18	13	15	16	13	13	15	19	13	18	18	18	19	19	18	17	15	18	20	20	18	18	17	22	20	20	21	16	19	21	19	17	21	22	19	22	19	22	23	24	24	22	24	25	25	25	24	26	25	25	26	27	25	28	29	27	28	28	29	28	30	30	31	31	31	32	33	35	35	36	36	36	36	35	37	38	39	41	0	1	2	3	3	3	3	7	7	7	7	8	10	8	10	8	12	12	13	0	32	33	14	8	12	15	17	17	13	32	32	12	13	25	32	12	21	22	27	28	50	32	32	33	33	36	18	17	17	29	21	37	33	12	36	49	33	48	29	22	37	25	55	17	58	44	59	60	25	36	64	48	29	17	55	44	55	64	69	58	74	73	44	77	44	34	74	64	50	55	62	64	59	62	73	71	64	71	59	62	56	64	59	64	64	1	2	1	2	2	2	1	2	2	3	2	1	1	2	1	3	1	2	3	1	1	1	2	3	1	1	1	4	1	2	3	1	1	3	2	2	2	2	1	1	1	4	2	2	4	4	5	5	4	3	6	1	5	8	2	1	4	1	3	3	3	5	4	4	3	7	3	1	6	10	6	6	10	6	6	8	6	5	3	4	3	2	8	2	12	11	2	8	11	13	8	11	9	12	8	7	16	10	15	12	14	14	13	17	19
1500	-1850.552383032754733	-1847.533166151670684	-3.019216881084082	0.000010049100334	0.000055783781002	5.551121905979816	0.268726802620367	0	2	5	6	7	8	7	10	9	10	11	11	13	12	11	13	12	13	15	16	15	15	15	14	15	15	17	18	16	16	17	13	14	17	18	14	19	18	18	20	19	18	17	16	18	20	20	18	17	18	20	20	20	20	17	20	21	20	17	21	21	19	23	19	23	23	22	24	23	24	22	25	23	23	26	25	25	26	26	27	27	27	26	26	29	29	27	29	30	31	31	31	33	33	34	35	36	35	35	36	35	37	38	39	41	0	1	2	3	3	3	3	7	7	7	10	8	10	8	9	8	12	12	13	0	12	33	14	16	17	15	25	17	19	32	32	12	13	25	32	32	31	22	27	49	50	21	21	33	33	36	18	25	17	59	21	37	22	43	36	49	44	48	29	38	37	25	55	17	58	44	59	60	62	36	49	58	59	62	55	44	55	64	62	58	74	73	44	77	44	48	74	71	59	55	74	64	73	62	73	71	64	71	59	62	64	71	73	64	71	1	1	2	1	1	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1	3	1	2	1	2	2	1	2	1	2	3	1	1	1	3	1	1	2	1	2	1	1	1	1	4	4	4	2	2	1	3	1	3	3	1	2	3	1	1	2	1	2	4	3	2	3	3	2	4	9	3	3	6	3	4	8	5	4	5	3	3	2	6	1	11	9	2	4	11	11	7	11	7	10	7	7	15	8	11	12	13	11	11	15	16
2000	-1682.792067969665368	-1679.851529342296772	-2.940538627368524	0.000010037082487	0.000052753426343	5.255852625840600	0.284370747066649	-1	2	5	7	6	8	8	9	11	10	11	12	12	12	13	13	13	14	13	15	15	14	15	14	15	15	14	20	16	15	16	14	15	16	18	15	18	18	18	19	19	18	17	17	18	18	18	20	17	18	21	20	20	20	18	20	22	21	17	20	22	19	21	19	23	23	24	22	23	24	22	24	23	22	26	25	25	27	26	26	28	27	26	27	29	29	24	27	30	30	32	30	33	33	34	35	35	36	36	35	36	37	37	38	41	0	1	2	3	3	3	3	7	10	7	7	8	9	8	9	8	12	12	13	0	32	13	14	16	17	15	17	17	19	32	32	12	13	25	12	32	21	22	27	49	50	31	32	33	33	36	18	25	25	59	21	37	22	43	36	49	44	48	29	38	37	25	55	49	58	44	59	60	62	36	64	58	59	62	70	44	55	71	62	72	74	73	44	77	57	74	74	71	59	55	87	71	73	87	73	88	64	92	73	74	49	71	73	71	71	1	1	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	5	1	2	2	3	1	1	1	2	1	1	1	2	2	1	1	3	2	3	2	2	2	3	1	1	2	2	2	2	1	1	4	3	1	3	8	2	1	5	2	2	6	4	3	4	2	3	2	5	1	7	6	1	3	11	9	6	8	5	6	6	6	15	5	10	11	14	11	9	10	16
2500	-1420.922413130222594	-1418.176708783818640	-2.745704346403890	0.000010249125398	0.000046759201357	4.562262587466295	0.355196222295035	-1	2	5	7	7	8	7	10	9	10	11	12	11	12	12	13	14	14	13	15	14	16	15	15	15	15	16	18	16	16	16	13	14	16	19	16	17	18	18	19	19	19	17	18	17	19	19	18	18	18	20	20	20	20	18	20	20	21	17	21	21	22	23	22	22	22	24	23	23	22	22	23	24	23	27	25	25	25	26	27	28	28	26	26	29	28	26	27	29	31	31	29	32	31	35	35	35	35	35	36	36	36	37	39	40	0	1	2	3	3	3	3	7	7	7	9	8	7	8	10	8	12	12	13	0	32	33	14	16	17	15	17	17	13	32	21	12	13	25	43	21	32	22	27	49	50	31	32	33	33	36	18	25	17	59	21	37	22	43	36	49	44	48	29	38	37	48	55	56	58	57	59	60	62	55	56	58	59	62	63	57	55	71	62	72	74	73	66	70	66	74	74	71	59	70	87	71	73	87	89	88	71	92	73	74	71	71	73	92	71	1	1	2	1	1	2	2	2	1	2	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	2	1	2	1	2	1	2	2	2	1	1	1	1	2	2	2	2	2	2	1	2	1	3	2	3	1	1	1	1	1	1	2	2	2	3	1	1	1	3	1	1	4	1	1	5	1	3	3	5	2	2	3	4	2	4	2	5	5	2	3	9	6	3	6	5	4	5	5	8	4	9	9	11	11	8	7	14
3000	-1252.699484123730599	-1250.200102346251469	-2.499381777479105	0.000010624049968	0.000039920018349	3.757514175004470	0.414408815311247	0	3	4	7	8	7	8	11	10	11	11	12	12	12	12	12	13	14	14	15	16	16	16	13	15	14	15	17	16	16	18	15	15	17	18	16	18	19	19	20	19	19	17	18	16	19	19	19	18	18	20	20	18	20	18	21	20	20	17	22	21	21	22	22	23	22	23	23	23	23	22	24	24	22	26	24	26	26	26	27	27	29	27	28	29	28	25	29	28	29	32	27	32	32	35	36	34	33	35	36	34	35	38	37	41	0	1	2	3	3	3	3	7	7	9	7	8	11	8	7	8	12	12	13	0	32	13	14	16	17	15	17	17	19	32	32	12	13	25	32	32	32	22	27	49	50	31	32	33	33	36	18	25	28	59	32	37	22	43	36	49	44	48	29	38	37	48	55	56	58	57	59	60	62	55	56	58	59	62	63	66	55	71	62	72	74	73	76	77	83	74	74	71	59	84	87	71	82	87	89	98	71	92	89	87	92	71	89	92	92	1	2	1	2	1	1	3	2	1	1	3	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	2	2	1	2	1	2	2	2	1	1	1	2	2	1	2	2	2	1	1	2	1	1	2	1	2	1	1	1	2	1	2	2	1	1	1	4	1	1	3	1	2	2	1	2	1	5	3	2	2	4	3	2	1	1	4	2	2	7	1	3	4	3	3	3	2	6	4	6	9	6	11	7	6	11
3500	-1179.190023107883235	-1176.687130597487794	-2.502892510395481	0.000010823958677	0.000040789536898	3.768449059513602	0.536067499609463	-2	2	4	5	7	7	8	11	9	10	11	12	12	12	13	12	14	14	13	14	14	16	14	15	15	16	16	16	15	16	17	16	15	17	18	17	18	17	18	20	19	19	17	19	18	18	19	18	18	18	21	21	19	21	19	20	21	21	17	21	22	21	23	22	23	22	23	23	23	23	22	24	24	23	26	24	26	26	26	27	28	28	27	27	28	29	26	28	29	29	31	29	32	32	34	35	35	36	36	36	34	36	38	39	40	0	1	2	3	3	3	3	7	7	9	9	8	10	8	10	8	12	12	13	0	12	33	14	16	17	15	17	17	19	21	32	21	13	25	21	32	32	22	27	28	50	31	21	33	33	36	18	25	28	59	32	37	38	43	46	49	44	48	29	38	37	48	55	56	58	57	59	60	62	55	56	58	59	62	70	66	55	71	62	72	74	73	76	77	83	74	74	71	59	84	87	71	89	87	93	92	92	92	89	87	88	71	89	92	92	1	3	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	2	2	1	3	1	1	1	2	1	1	2	1	2	2	1	2	2	2	2	3	1	2	1	4	2	1	3	1	2	3	1	2	1	4	2	3	2	2	2	2	1	1	3	2	3	7	1	3	4	2	3	1	3	3	3	5	7	5	9	6	7	8
4000	-1071.127002506443205	-1068.883666814685739	-2.243335691757454	0.000012426363786	0.000037262594809	2.998672455661942	0.582582528414084	-1	2	5	7	8	9	8	10	10	11	9	12	11	12	11	14	14	14	15	13	14	16	14	15	15	15	16	19	16	16	17	17	16	16	18	17	18	18	19	18	19	18	16	18	18	19	19	18	19	18	21	21	19	20	20	20	21	20	17	21	21	22	22	23	22	23	24	23	23	24	23	24	23	24	26	24	24	27	27	27	28	29	26	27	28	29	26	28	30	30	31	29	32	33	34	35	34	36	33	36	36	37	38	39	40	0	1	2	3	3	3	3	7	7	7	7	8	7	8	7	8	12	12	13	0	12	13	14	16	17	15	17	17	19	21	12	21	13	17	21	21	32	22	27	17	50	31	21	33	33	36	18	25	40	59	21	37	38	32	46	40	44	48	19	53	37	48	55	56	58	57	59	60	62	55	40	58	59	62	63	57	63	71	62	72	74	73	76	77	83	74	74	71	73	84	87	71	89	91	93	92	92	92	89	87	92	88	99	92	92	1	1	2	1	1	1	2	2	1	3	1	2	2	1	1	2	2	2	3	1	1	2	1	1	1	3	1	2	1	1	2	2	3	1	2	2	1	1	1	3	1	1	1	1	1	1	3	2	1	1	4	2	1	2	1	1	2	1	1	2	2	2	1	1	1	1	3	1	1	2	2	2	3	1	2	1	2	2	2	2	2	3	2	2	1	3	1	2	5	2	2	3	1	1	1	2	2	3	2	5	5	6	2	7	7
4500	-992.092579903918249	-989.696659433570062	-2.395920470348179	0.000016335410404	0.000056224284889	3.441865462804205	0.659617214598033	0	2	5	7	7	8	7	10	10	9	10	12	12	12	12	11	15	13	13	15	14	16	15	14	14	15	17	17	15	16	18	15	15	16	18	17	17	17	18	19	19	19	16	19	18	19	19	20	18	18	21	20	19	20	20	21	21	21	17	22	20	22	22	23	22	22	23	24	23	23	25	24	23	25	26	25	26	27	26	26	27	28	26	27	28	28	27	28	28	30	31	30	33	32	34	35	35	35	35	35	34	36	36	38	40	0	1	2	3	3	3	3	7	7	7	10	8	11	8	10	8	25	12	13	0	12	33	14	16	12	15	17	17	13	21	32	21	13	25	32	32	32	22	27	28	50	31	32	33	33	36	18	25	28	59	32	37	38	32	46	40	44	48	29	53	37	48	55	56	58	57	59	60	62	63	64	65	59	62	63	57	63	71	62	72	74	73	76	70	76	74	74	71	73	84	87	71	89	91	93	101	92	92	93	94	92	92	93	92	102	1	1	2	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	3	4	1	1	4	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	4	1	2	2	2	1	2	1	1	2	1	2	1	3	1	2	4	2	2	2	2	1	1	1	3	3	1	1	4	4	1	6	3
