step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78
5000	-232.568991584959690	-241.619834965411030	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995017584526358	3	-1	1	3	2	3	3	8	4	5	6	6	6	1	4	6	6	4	6	5	0	10	8	9	8	8	8	10	6	8	11	7	11	9	7	8	8	7	10	9	10	10	8	10	10	9	9	6	8	13	8	9	9	9	10	9	8	9	8	11	13	12	11	14	10	12	15	11	14	16	14	13	13	20	17	16	17	23	3	0	21	14	14	14	14	16	7	1	1	5	18	2	5	10	5	4	10	7	2	58	29	19	29	38	17	27	18	18	59	13	38	32	1	17	1	17	57	48	49	57	32	8	24	49	19	18	32	62	15	38	57	19	57	8	32	27	38	45	28	8	42	73	57	59	60	22	60	67	63	22	68	71	71	72	76	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-221.396415302928204	-230.447258683379545	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999572303985713	5	-1	2	6	1	2	3	8	5	5	5	5	4	5	6	5	3	5	3	6	6	10	7	9	6	11	9	10	7	7	10	7	11	10	6	7	9	7	10	9	10	11	10	6	10	7	9	8	9	12	8	11	11	10	8	10	8	9	11	12	12	8	12	12	12	13	15	12	13	16	16	13	18	19	17	20	16	23	6	0	2	6	2	5	5	1	13	6	17	13	6	17	9	17	6	13	6	10	17	55	2	48	9	40	48	58	9	4	55	9	46	57	3	10	32	9	38	32	30	37	4	17	58	10	23	44	51	43	15	34	41	51	18	51	25	23	55	33	26	35	45	41	47	15	63	24	42	65	72	43	70	77	70	73	65	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-246.418125915936542	-255.468969296387883	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991444334693195	5	0	2	6	1	2	4	3	5	5	6	7	6	3	4	6	6	5	4	6	5	8	6	8	5	11	7	10	7	8	11	7	10	9	8	3	10	8	9	9	7	10	9	9	6	8	8	9	9	11	8	9	11	10	9	11	6	9	8	15	12	12	12	14	11	13	13	11	14	13	14	9	18	21	18	16	16	18	15	0	5	15	2	2	3	5	36	5	19	10	9	5	14	15	6	14	36	21	3	21	21	16	3	38	6	32	45	17	34	16	48	11	1	6	43	32	30	32	57	39	41	59	6	25	6	51	11	58	1	29	1	44	38	48	1	27	7	71	37	56	39	59	21	37	40	48	42	62	58	21	77	75	76	56	31	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-237.663769024951080	-246.714612405402420	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976606254237831	4	0	1	6	2	3	3	6	3	6	6	7	5	5	5	5	5	5	5	5	5	8	3	9	7	8	8	10	7	6	3	7	11	7	8	6	12	9	7	9	8	11	8	9	10	8	9	7	10	11	5	10	10	6	8	10	5	11	11	15	11	12	9	14	12	10	15	13	12	14	12	11	15	19	18	16	21	20	31	0	2	9	2	5	3	51	5	18	18	21	31	23	6	3	6	23	31	7	5	12	5	34	8	14	54	12	10	1	3	7	47	17	29	1	53	19	3	43	12	29	17	32	46	36	20	11	1	56	23	22	44	19	8	41	9	26	63	68	39	33	12	37	36	43	61	69	59	47	40	47	68	67	76	71	78	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-232.583608306394751	-241.634451686846091	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988868205982703	5	-1	2	4	2	3	4	7	3	4	4	4	6	4	5	5	5	6	5	1	3	9	6	8	7	11	8	7	6	8	8	8	11	9	7	7	13	7	9	9	9	11	8	7	9	9	9	6	10	12	9	5	9	9	9	11	8	10	11	12	11	11	10	9	10	14	15	10	12	15	16	14	14	20	17	17	20	22	9	0	2	3	2	5	21	29	5	5	21	5	6	3	4	4	10	15	6	2	20	36	21	38	19	51	23	19	1	21	44	23	54	29	14	17	33	1	29	57	29	22	19	19	44	36	27	1	51	22	30	9	28	32	25	41	44	40	43	57	22	58	22	8	41	56	65	30	47	65	73	69	29	70	65	71	76	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-226.344606318618247	-235.395449699069587	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989766557331454	5	-1	2	5	0	3	3	8	4	6	5	5	5	5	6	7	6	3	6	6	6	10	7	9	8	11	8	11	4	7	11	9	12	8	5	7	13	7	9	8	10	11	9	9	9	8	10	8	10	9	10	9	6	9	9	9	10	11	12	12	10	12	10	12	9	13	15	9	10	15	12	13	16	21	15	20	19	17	29	0	5	6	2	3	3	21	7	11	29	6	18	29	29	53	29	3	18	4	9	19	12	25	18	65	19	55	3	10	24	1	52	36	7	9	22	15	36	16	46	45	36	10	20	15	27	20	43	46	30	25	29	8	48	27	34	49	22	32	39	68	48	51	10	28	37	11	27	71	69	38	60	77	66	78	73	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-221.737416283463290	-230.788259663914630	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986576528926439	4	-1	2	4	1	3	3	7	5	6	6	6	4	3	4	5	5	2	5	5	6	8	7	8	7	10	8	10	7	6	11	6	11	10	7	7	12	9	9	8	9	7	10	8	11	9	8	9	10	12	7	11	11	9	10	10	10	10	11	13	12	12	12	15	12	13	15	13	14	15	14	7	17	21	18	17	20	15	7	0	5	6	2	18	2	11	15	14	13	9	3	3	18	14	6	2	6	7	6	8	17	42	16	22	12	22	16	1	57	13	28	44	3	30	43	29	12	25	40	12	47	72	39	44	23	42	23	55	17	42	44	40	46	16	47	47	48	53	43	38	36	60	32	23	61	31	68	68	45	15	70	77	73	26	76	37	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-247.995976648770238	-257.046820029221578	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994449651115591	2	-1	2	4	1	1	3	8	4	6	6	7	2	4	6	6	6	3	5	6	3	9	7	9	6	7	8	11	5	6	8	6	9	9	7	7	9	8	6	9	9	11	8	10	11	7	8	6	8	12	9	8	12	9	10	8	8	11	10	13	12	12	12	15	10	13	9	13	12	15	15	4	18	18	17	17	19	22	6	0	2	3	2	2	1	36	7	7	6	9	6	3	9	7	29	13	7	14	5	39	25	11	9	72	16	8	18	19	20	3	72	46	20	29	31	35	13	46	20	27	23	26	52	10	16	4	20	59	19	12	42	1	47	17	12	24	31	45	34	40	51	50	8	42	14	33	24	63	63	7	76	68	25	64	74	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-224.646600554909156	-233.697443935360496	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988059562357169	5	-1	1	6	1	2	3	8	2	6	6	7	5	4	5	7	4	5	2	4	4	9	8	8	7	11	9	11	6	8	6	6	10	9	8	7	12	8	10	7	10	10	9	10	11	8	10	9	9	12	10	10	10	10	9	9	9	11	12	15	13	11	11	14	11	13	14	11	13	13	15	13	16	13	15	17	18	21	21	0	2	6	2	3	6	12	2	17	17	15	19	19	2	32	3	3	2	6	6	16	10	16	1	49	4	34	21	36	21	18	25	36	40	14	63	12	16	4	25	35	38	56	42	15	38	23	25	57	24	46	25	57	40	31	10	10	43	26	65	8	34	50	48	22	45	56	54	42	70	51	71	52	26	61	60	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-238.167653563735541	-247.218496944186882	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.971114944509417	4	1	2	5	2	3	3	8	4	4	6	4	5	3	4	6	4	5	6	5	5	10	6	9	7	9	7	11	6	7	11	6	9	8	6	7	11	9	6	8	7	10	10	10	10	10	9	8	5	12	9	8	10	9	7	8	8	10	12	11	11	13	12	13	7	12	15	10	13	15	13	9	14	20	17	20	18	23	2	0	2	6	2	5	2	16	5	5	21	7	1	3	5	21	3	10	6	12	14	55	49	32	13	49	11	54	17	16	56	13	39	9	12	19	45	49	7	55	11	47	56	47	11	35	13	41	14	22	8	27	48	8	16	25	30	51	34	42	68	72	44	63	10	38	37	57	60	71	43	25	58	77	73	50	70	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
