step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11
18000	-35.900074783310941	-42.755562734270313	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.720152824910887	-1	2	4	6	9	11	13	14	14	16	14	0	1	2	3	0	5	0	7	6	8	5	1	2	1	1	1	1	1	1	2	1	2
18500	-32.699333180640458	-39.554821131599830	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.868097827903852	-1	1	3	6	8	12	12	15	13	17	16	0	1	2	2	0	5	0	7	7	8	8	1	1	1	2	1	2	1	2	1	1	1
19000	-35.958653598775108	-42.814141549734479	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.564426760942151	-1	1	3	6	8	12	13	15	15	17	17	0	1	2	3	0	5	0	7	3	7	8	1	1	1	1	1	2	1	1	6	3	1
19500	-28.636257253866496	-35.491745204825868	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.933832461298253	0	2	3	5	9	11	13	14	14	16	16	0	1	1	3	0	5	0	7	6	7	9	1	1	1	1	1	1	1	1	1	1	1
20000	-26.636993852928498	-33.492481803887870	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.961895266874151	-1	1	3	6	9	11	13	16	14	15	16	0	1	2	3	0	5	0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1
20500	-45.491171119953371	-52.346659070912743	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.548490461985941	-3	1	4	6	5	12	13	16	14	14	16	0	1	2	2	0	5	0	10	6	7	9	1	1	1	3	1	4	1	1	1	1	1
21000	-30.357970997475825	-37.213458948435196	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.914648626100667	-1	1	2	6	9	11	13	14	15	16	17	0	1	1	3	0	5	0	7	7	7	9	1	1	1	1	1	1	1	1	1	1	1
21500	-32.575936970611593	-39.431424921570965	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.945341203830067	0	2	2	6	8	11	14	16	15	15	16	0	1	1	2	0	5	0	9	7	7	9	1	1	1	1	1	1	1	1	1	1	1
22000	-35.690104400451467	-42.545592351410839	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.931599323525300	-1	1	2	3	8	10	14	15	13	15	15	0	1	1	2	0	5	0	7	6	7	7	1	1	1	1	1	1	1	1	1	1	1
22500	-31.009546606800853	-37.865034557760225	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.997999051838001	-1	1	3	6	8	11	13	16	14	14	16	0	1	1	3	0	5	0	7	6	7	9	1	1	1	1	1	1	1	1	1	1	1
23000	-36.657399689470182	-43.512887640429554	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.739474118151974	0	1	3	7	6	12	13	15	15	17	14	0	1	2	5	0	5	0	7	6	8	6	1	1	1	1	1	3	1	1	2	1	1
23500	-29.444231721770308	-36.299719672729680	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.849533895837860	-1	1	3	6	8	11	13	15	14	17	15	0	1	2	3	0	5	0	7	6	11	7	1	1	1	1	1	2	1	1	2	1	1
24000	-31.335007582412253	-38.190495533371625	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.896299787430739	-1	1	3	4	8	12	14	15	14	15	16	0	1	2	1	0	5	0	7	6	7	9	1	1	1	2	1	1	1	1	1	1	1
24500	-25.551432717039333	-32.406920667998705	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.984497722505397	-1	2	4	6	9	11	14	16	14	16	16	0	1	2	3	0	5	0	7	6	7	9	1	1	1	1	1	1	1	1	1	1	1
25000	-30.127368387076885	-36.982856338036257	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.917421900233860	-1	1	4	6	8	11	12	15	14	14	17	0	1	2	3	0	5	0	7	6	7	8	1	1	1	1	1	1	1	1	1	1	1
25500	-33.325809116453307	-40.181297067412679	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662976225483051	-2	0	2	5	9	12	13	15	14	16	17	0	1	2	2	0	5	0	7	6	7	8	1	1	1	2	1	2	1	1	1	2	1
26000	-40.495595988780074	-47.351083939739446	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515512653227202	-1	1	4	5	8	12	13	16	13	16	17	0	1	2	2	0	5	0	7	3	7	8	1	1	2	1	1	2	1	1	3	1	1
26500	-35.643366084518199	-42.498854035477571	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.912500197400663	0	2	1	7	8	10	13	15	15	17	17	0	1	1	1	0	5	0	7	7	9	8	1	1	1	3	1	1	1	1	1	1	1
27000	-32.420659162841154	-39.276147113800526	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675470407584594	0	1	3	5	9	11	14	15	14	17	16	0	1	1	3	0	5	0	7	5	7	9	1	1	1	1	1	1	1	1	2	1	1
27500	-32.230616073045667	-39.086104024005039	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.948828251699636	0	1	4	7	9	12	13	15	14	16	16	0	1	2	2	0	5	0	7	7	9	9	1	1	1	3	1	1	1	1	1	1	1
28000	-29.114211973581504	-35.969699924540876	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.947309294981063	0	1	3	6	8	13	13	15	15	15	16	0	1	2	3	0	5	0	7	7	7	7	1	1	1	1	1	2	1	1	1	1	1
28500	-28.676784393701098	-35.532272344660470	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.812859797145210	-1	1	3	5	8	10	13	15	13	15	15	0	1	2	3	0	5	0	7	6	7	7	1	1	1	1	1	1	1	1	1	1	1
29000	-34.431148069977972	-41.286636020937344	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.988135454634962	-1	1	3	5	8	11	11	15	14	16	16	0	1	1	3	0	5	0	7	7	9	8	1	1	1	1	1	1	1	2	1	1	1
29500	-32.048708751508613	-38.904196702467985	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.907770612745319	0	2	4	6	9	12	13	15	14	15	16	0	1	1	3	0	5	0	7	7	7	10	1	1	3	1	1	1	1	1	1	1	1
30000	-26.873519426421105	-33.729007377380476	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.987849192704670	-1	1	3	5	9	11	13	15	14	14	16	0	1	2	3	0	5	0	7	6	7	8	1	1	1	1	1	1	1	1	1	1	1
30500	-33.566480017546752	-40.421967968506124	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.958877347266323	-1	2	4	5	9	11	14	16	13	17	16	0	1	2	3	0	5	0	7	6	8	9	1	2	1	1	1	1	1	1	1	1	1
31000	-37.466839120830066	-44.322327071789438	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.841023925972572	0	1	3	5	8	12	13	16	14	16	14	0	1	2	1	0	5	0	7	6	7	6	1	1	1	3	1	2	1	2	1	2	1
31500	-26.507572596649688	-33.363060547609059	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.960261139810702	0	2	3	5	9	12	12	15	14	16	16	0	1	2	3	0	5	0	7	7	9	9	1	1	1	1	1	1	1	1	1	1	1
32000	-32.335572996694012	-39.191060947653384	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.956173565231399	-1	1	4	6	9	12	12	14	13	16	16	0	1	1	3	0	5	0	7	7	7	8	1	1	2	1	1	1	1	1	1	1	1
32500	-28.386782618829407	-35.242270569788779	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.905120956482081	-1	1	4	5	8	12	12	15	14	16	16	0	1	2	3	0	5	0	7	7	9	9	1	1	1	1	1	2	1	1	1	1	1
33000	-33.094962447221022	-39.950450398180394	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.892547645581311	-1	2	4	7	9	12	13	15	13	17	16	0	1	2	3	0	5	0	7	6	7	8	1	1	1	2	1	1	1	1	1	2	1
33500	-33.956494712043146	-40.811982663002517	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.942874837562489	-1	1	3	6	8	11	13	16	14	17	16	0	1	1	3	0	5	0	7	7	7	9	1	1	2	2	1	1	1	1	1	1	1
34000	-24.632351359052535	-31.487839310011907	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.966174293391973	-1	1	3	5	8	10	13	15	14	15	16	0	1	2	3	0	5	0	7	7	7	9	1	1	1	1	1	1	1	1	1	1	1
34500	-28.120168036042642	-34.975655987002014	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.857553964159320	-1	1	3	6	9	11	14	16	14	16	17	0	1	2	3	0	5	0	7	6	7	8	1	1	1	1	1	1	1	1	2	1	1
35000	-32.957848033254493	-39.813335984213865	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.885639955440827	-1	1	3	7	7	11	13	14	14	16	17	0	1	2	3	0	5	0	7	7	8	9	1	1	1	1	1	2	1	1	1	1	1
35500	-35.765035433757170	-42.620523384716542	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.769429582195871	-1	1	2	5	8	12	12	14	14	16	16	0	1	2	1	0	5	0	7	6	7	8	1	1	1	2	1	3	1	1	1	2	1
36000	-29.837279333249569	-36.692767284208941	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.801018622458695	-2	1	3	6	7	12	13	15	14	17	16	0	1	2	3	0	5	0	7	6	8	8	1	1	1	1	1	2	1	1	1	1	1
36500	-31.782225537890483	-38.637713488849855	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.906632490061403	-1	1	4	6	8	13	13	16	15	15	17	0	1	1	3	0	5	0	7	7	7	9	1	1	2	1	1	2	1	1	1	1	1
37000	-36.619017221266525	-43.474505172225896	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685701501429036	-1	2	3	5	9	13	12	15	15	16	15	0	1	2	3	0	5	0	7	6	7	7	1	1	1	1	1	1	1	2	1	2	1
37500	-28.289930098321570	-35.145418049280941	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.868741807501391	0	2	3	6	8	12	13	15	14	16	16	0	1	2	3	0	5	0	7	7	7	7	1	1	1	1	1	2	1	1	1	1	1
38000	-33.297180186016035	-40.152668136975407	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.829337138994659	0	2	4	6	8	12	13	15	14	17	16	0	1	2	3	0	5	0	7	6	11	7	1	1	1	1	1	1	1	1	2	1	2
38500	-30.413298618573158	-37.268786569532530	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.799022043878292	-1	2	4	6	9	11	13	16	14	17	15	0	1	2	3	0	5	0	11	7	8	7	1	1	1	1	1	1	1	1	1	1	1
39000	-90.081666169016955	-96.937154119976327	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.951269848053019	-1	1	3	5	9	12	14	15	14	16	16	0	1	1	3	0	5	0	9	6	7	8	1	1	2	1	1	2	1	1	1	1	1
39500	-30.426924341700001	-37.282412292659373	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.720575411435404	-1	0	2	7	8	12	13	15	14	16	16	0	1	2	3	0	5	0	7	6	8	9	1	1	1	2	1	2	1	1	1	1	1
40000	-31.137752834493313	-37.993240785452684	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.749408486126953	-1	1	3	5	8	12	13	14	14	17	16	0	1	2	2	0	5	0	7	6	11	7	1	1	1	2	1	1	1	1	1	1	1
40500	-32.391154652306341	-39.246642603265713	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.829023470080392	0	2	2	5	8	12	13	16	15	17	17	0	1	1	2	0	5	0	7	7	8	9	1	1	1	1	1	2	1	1	1	1	1
41000	-90.749724850601268	-97.605212801560640	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.989261681580656	-1	1	2	5	8	12	13	16	14	16	15	0	1	2	3	0	5	0	7	6	9	7	1	1	1	1	1	2	1	1	1	1	1
41500	-32.229316434518992	-39.084804385478364	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.935682359092084	-2	1	4	6	9	11	13	15	15	16	16	0	1	2	3	0	5	0	7	7	7	9	1	1	1	1	1	2	1	1	1	1	1
42000	-30.475098785328640	-37.330586736288012	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.689658641709864	-1	1	3	7	9	12	13	16	14	15	17	0	1	2	3	0	5	0	9	7	7	8	1	1	1	2	1	2	1	1	1	1	1
42500	-38.872542172705515	-45.728030123664887	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.770998073482948	-1	2	4	7	7	12	12	16	15	14	15	0	1	2	3	0	5	0	7	6	7	6	1	1	1	1	1	2	1	2	1	1	1
43000	-34.843972655135616	-41.699460606094988	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.966945139378135	-1	1	3	5	9	11	14	16	13	17	17	0	1	2	3	0	5	0	7	6	7	9	1	1	2	1	1	1	1	1	1	1	1
43500	-32.979945733958900	-39.835433684918272	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.809540879523366	0	1	3	5	7	12	14	16	14	16	17	0	1	1	3	0	5	0	7	6	7	8	1	1	2	1	1	3	1	1	1	1	1
44000	-32.340640946229094	-39.196128897188466	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677752186489368	-1	1	2	6	8	13	14	16	15	15	17	0	1	2	3	0	5	0	7	6	7	9	1	1	1	2	1	2	1	1	1	1	1
44500	-33.892532344790133	-40.748020295749505	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698478410351232	0	2	3	6	9	11	12	14	13	16	17	0	1	1	3	0	5	0	7	6	7	10	1	1	1	2	1	1	1	1	1	2	1
45000	-34.818090114031925	-41.673578064991297	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.944871504960547	-1	1	2	6	9	11	12	14	13	17	16	0	1	2	1	0	5	0	7	7	11	8	1	1	1	2	1	1	1	1	1	1	1
45500	-28.246619645414285	-35.102107596373656	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.778400607753400	-1	1	4	6	8	11	13	15	15	16	17	0	1	2	3	0	5	0	7	7	7	9	1	1	2	1	1	1	1	1	1	1	1
46000	-32.613352867489859	-39.468840818449230	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638954940189211	-1	1	4	7	9	11	13	15	14	15	17	0	1	2	2	0	5	0	7	6	7	10	1	1	2	3	1	1	1	1	1	1	1
46500	-29.682026019186594	-36.537513970145966	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.901388776082546	-1	1	3	5	9	12	13	16	14	16	16	0	1	2	3	0	5	0	7	6	7	9	1	1	1	2	1	1	1	1	1	1	1
47000	-28.767297817191370	-35.622785768150742	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.866872136436932	-1	1	3	6	7	12	13	15	14	17	15	0	1	2	3	0	5	0	7	6	11	7	1	1	1	2	1	2	1	1	1	1	1
47500	-29.076458321711939	-35.931946272671311	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.934962551800686	-2	1	4	6	9	12	13	15	13	15	15	0	1	2	3	0	5	0	7	6	7	9	1	1	1	1	1	1	1	1	1	1	1
48000	-27.751342304179211	-34.606830255138583	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.859645699040802	-1	1	3	5	9	12	12	15	14	16	16	0	1	2	3	0	5	0	7	7	9	6	1	1	1	1	1	1	1	1	1	1	2
48500	-27.860047371432159	-34.715535322391531	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.888361832011746	-1	1	3	7	8	12	13	15	14	15	16	0	1	2	3	0	5	0	7	6	7	7	1	1	1	2	1	1	1	1	1	1	1
49000	-35.894528869936664	-42.750016820896036	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610470605951728	-1	1	3	7	8	12	13	15	15	15	14	0	1	2	1	0	5	0	7	7	11	7	1	1	1	5	1	2	1	1	1	1	1
49500	-30.149181824921257	-37.004669775880629	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.975543962159940	-1	1	4	5	9	12	13	15	12	16	15	0	1	2	3	0	5	0	7	5	11	7	1	1	1	1	1	1	1	1	1	1	1
50000	-35.676107341830473	-42.531595292789845	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.921303955545118	0	2	2	6	9	12	13	16	14	14	17	0	1	1	3	0	5	0	7	7	7	8	1	1	1	2	1	2	1	1	1	1	1
50500	-29.762442592327680	-36.617930543287052	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703766466312305	-1	0	3	5	8	12	13	15	14	16	16	0	1	2	3	0	5	0	7	6	7	9	1	1	2	1	1	2	1	1	1	2	1
51000	-36.595847833537988	-43.451335784497360	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.781696810015977	-1	0	4	7	9	11	13	15	14	15	16	0	1	1	3	0	5	0	7	7	7	4	1	1	2	1	1	1	1	1	1	1	4
51500	-26.304808573468712	-33.160296524428084	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.885788366562343	-1	1	3	5	8	12	13	14	14	15	16	0	1	2	3	0	5	0	7	6	7	9	1	1	1	1	1	2	1	1	1	1	1
52000	-32.646688923248732	-39.502176874208104	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.799015110131773	-1	0	3	6	9	12	13	15	14	15	17	0	1	2	1	0	5	0	7	6	7	10	1	1	1	4	1	1	1	1	1	1	1
