step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96
5000	-674.215476531879858	-680.154673750965117	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.599444482078097	0	-1	1	3	3	3	5	6	5	5	8	7	7	7	7	7	6	7	10	5	7	7	8	8	8	7	8	9	9	10	11	8	9	11	9	10	9	14	10	11	10	12	12	11	9	12	11	12	12	11	12	11	12	12	12	13	11	12	13	13	13	12	12	15	15	14	13	14	14	14	16	13	15	13	16	18	15	15	16	16	16	16	17	19	17	17	19	18	19	16	19	18	21	21	20	22	2	0	1	2	3	3	4	5	6	6	4	4	5	20	10	7	9	7	11	6	7	8	9	4	16	17	17	7	15	18	41	9	11	9	26	26	12	40	26	26	37	18	33	33	23	50	35	37	23	32	18	45	45	50	44	46	39	41	43	43	50	37	32	48	34	9	55	54	62	23	57	57	30	42	63	71	62	54	49	69	63	51	69	72	42	54	73	73	72	59	75	73	75	68	86	95	1	1	1	2	1	1	1	2	1	2	3	3	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	3	1	1	1	1	1	2	1	3	2	1	1	1	1	1	2	2	3	1	1	1	1	1	1	1	1	1	2	2	2	1	2	5	1	1	1	5	2	1	2	1	2	1	1	1	1	2	3	1	2	3	3	3	3	1	3	2	1	2	3	2	2	1
5500	-635.461433995146422	-641.400631214231680	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.711606845777247	1	-1	2	3	4	3	5	5	5	6	7	6	6	6	6	6	6	8	10	5	7	8	7	8	8	8	8	8	9	11	10	8	8	10	10	10	7	14	11	11	12	13	11	11	11	12	11	12	12	12	12	13	13	11	11	12	13	13	13	14	13	14	13	16	15	14	13	14	14	14	16	15	17	15	16	16	16	15	15	16	16	17	17	18	14	15	19	18	19	18	18	16	20	21	19	22	2	0	1	2	3	3	4	5	6	6	4	4	5	6	6	7	9	7	28	6	7	8	9	11	16	17	17	7	14	18	37	9	4	27	26	26	4	50	26	26	31	30	33	33	23	23	35	37	34	23	18	45	45	32	18	32	39	41	51	43	45	48	50	48	49	49	33	54	48	56	57	57	30	51	86	72	62	63	66	69	70	59	69	72	51	68	90	85	71	30	86	51	75	95	75	93	1	1	1	3	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	3	1	2	3	1	1	1	2	1	2	1	1	2	1	2	1	3	1	3	1	3	3	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	2	1	3	1	1	1	1	1	1	1	1	2	2	2	1	1	1	3	1	2	2	1	3	1	2	1
6000	-631.907143663420698	-637.846340882505956	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.653989204401129	1	0	2	3	4	3	5	5	4	5	7	5	7	6	6	6	5	7	9	5	7	8	7	8	8	7	8	7	9	11	12	9	8	10	9	9	9	15	10	12	11	11	11	11	11	12	12	11	11	12	13	13	13	11	12	13	13	13	14	13	13	14	12	14	16	13	14	14	15	15	16	15	14	14	14	17	16	15	14	13	15	17	18	18	17	16	18	18	19	17	19	19	20	20	18	23	2	0	1	2	3	3	4	5	6	6	4	4	5	20	6	7	9	7	4	6	7	8	9	4	16	17	17	4	6	18	41	23	18	15	26	26	28	40	26	26	19	33	33	33	34	34	35	37	32	9	18	45	45	23	44	54	39	19	44	43	45	48	34	48	49	32	42	63	80	56	57	57	42	30	54	57	62	63	34	48	56	59	69	72	73	75	73	85	76	59	86	87	86	86	75	93	1	1	1	2	1	1	2	1	1	2	2	1	2	1	1	1	1	1	2	1	1	2	2	2	1	1	1	2	3	3	1	1	1	2	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	4	3	1	1	2	1	1	1	2	1	1	1	2	1	1	2	2	2	1	1	1	2	2	2	1	1	2	1	2	2	1	1	2	2	2	2	1	1	1	1	2	2	1	2	2	3	1
6500	-613.551213439872754	-619.490410658958012	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.727755856869961	1	0	2	3	4	3	6	6	5	4	7	6	6	5	5	6	6	8	10	7	7	7	7	8	8	8	9	8	9	10	10	8	9	9	10	10	9	14	12	12	11	13	11	11	11	12	11	12	12	13	12	13	13	12	11	13	13	12	12	13	14	14	13	15	16	15	14	15	15	14	16	15	15	14	15	18	15	15	15	14	16	17	15	17	17	17	17	17	19	18	19	18	20	21	20	22	2	0	1	2	3	3	4	5	6	3	4	4	5	6	6	4	9	7	7	14	7	8	9	11	16	17	23	7	20	18	37	9	18	23	26	26	28	39	26	26	31	33	18	33	32	34	35	37	32	46	18	45	45	23	18	34	40	41	43	51	45	48	34	31	50	34	51	63	80	56	57	39	51	59	54	72	62	63	56	48	50	67	80	72	59	75	73	59	72	73	86	73	86	93	86	93	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	2	2	1	2	1	1	2	2	1	2	1	1	2	2	2	1	1	1	1	1	1	2	2	1	3	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	2	2	1	2	1
7000	-632.228518215968961	-638.167715435054220	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.697884272182525	1	0	2	3	4	3	7	5	5	5	7	5	7	5	6	6	6	8	11	7	7	7	8	9	8	8	8	9	8	11	11	9	10	10	11	10	8	14	11	11	10	11	11	12	11	11	12	11	12	13	13	12	12	13	13	12	13	11	12	13	14	12	11	14	16	13	14	14	15	14	17	14	17	14	15	17	16	15	16	14	16	16	17	17	16	16	18	18	19	19	18	19	19	20	19	22	2	0	1	2	3	3	4	5	6	6	4	4	5	6	6	4	9	16	21	14	4	8	9	11	16	17	17	21	15	18	41	23	18	15	36	26	7	40	26	36	37	18	18	42	34	34	35	37	23	23	33	45	45	23	18	34	26	41	18	43	54	37	23	62	66	32	18	63	80	56	57	57	82	51	54	72	62	63	32	62	56	42	69	72	59	75	73	85	76	85	75	73	68	91	86	95	1	1	1	2	1	1	2	1	1	2	2	2	2	1	2	2	1	1	2	1	3	1	2	1	1	1	1	2	1	2	1	1	2	1	1	2	1	2	2	1	1	2	1	1	1	1	1	2	2	3	1	1	1	3	2	1	2	1	2	1	1	2	2	1	1	2	2	2	1	1	2	1	1	1	1	2	2	2	2	1	2	3	1	2	2	1	1	1	1	2	2	1	2	1	2	2
7500	-634.510074106512775	-640.449271325598033	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.801169759616600	1	-1	2	4	4	3	9	5	4	5	6	6	7	4	5	6	5	6	10	7	7	7	7	8	8	7	8	7	8	9	11	9	10	10	11	9	8	14	11	12	12	12	11	11	11	13	12	12	12	13	11	13	12	11	13	14	14	12	13	13	13	14	12	15	16	13	14	14	15	15	16	12	16	12	15	15	16	16	13	14	16	16	16	17	15	17	17	17	19	18	18	18	20	21	18	23	2	0	1	2	6	3	16	5	6	6	4	4	5	6	6	4	9	4	30	14	4	8	9	11	16	17	17	16	14	18	37	23	18	27	26	26	28	40	26	26	31	33	33	30	23	34	35	19	32	32	33	45	45	23	30	54	72	31	33	43	45	48	34	48	50	32	42	54	80	56	57	39	85	51	68	57	62	63	32	48	50	59	80	72	30	75	73	85	76	85	86	85	95	86	86	93	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	2	1	2	2	2	1	2	1	2	1	1	1	2	2	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	3	1	2	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	2	2	1	1	2	2	2	1	1	2	2	1	2
8000	-637.314056008243028	-643.253253227328287	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.699653359525352	1	0	2	3	4	4	6	5	5	5	6	5	8	7	6	5	6	8	9	7	6	7	7	9	6	8	8	9	10	10	10	8	10	9	10	10	9	14	10	12	11	11	11	11	10	12	12	11	10	13	12	12	12	12	14	13	14	13	12	14	13	11	13	15	16	15	13	14	15	15	16	14	16	14	16	17	17	16	15	12	17	17	18	18	14	16	18	18	19	19	18	18	21	21	19	22	2	0	1	2	3	3	4	5	6	6	4	4	5	6	6	4	9	7	7	6	4	8	9	4	16	17	17	7	20	18	37	23	18	23	26	26	4	39	26	26	37	18	33	18	34	14	35	37	32	32	33	45	45	49	59	23	39	41	7	43	45	37	54	48	56	34	59	54	80	50	57	56	85	59	68	57	62	46	46	62	46	67	69	72	33	68	73	73	84	73	86	73	86	95	75	95	1	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2	2	2	2	1	3	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	3	1	1	1	2	1	1	2	2	1	1	1	1	1	4	2	1	3	2	2	1	1	2	2	2	1	1	2	1	1	1	1	1	1	2	2	2	1	1	2	2	1	2	3	2	1	1	1	1	1	1	3	1	1	1
8500	-651.564642665512565	-657.503839884597824	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.694315482914117	0	-1	2	4	4	3	8	6	5	6	6	5	8	6	5	6	6	7	9	7	7	7	8	8	7	7	9	7	10	9	12	9	9	10	10	10	9	14	11	10	11	12	11	12	10	11	12	12	13	12	11	12	13	12	13	12	13	13	13	13	12	12	13	16	15	14	14	13	15	14	15	14	17	14	15	17	17	15	15	13	16	18	17	17	16	17	18	19	19	18	19	18	21	22	19	21	2	0	1	2	3	3	11	5	6	6	4	4	5	6	6	4	9	4	25	9	4	8	9	11	4	17	17	4	14	18	37	9	18	23	26	26	7	40	26	26	28	51	30	33	32	34	35	37	23	34	33	45	32	46	44	34	39	41	44	43	45	37	46	48	32	54	59	54	80	56	39	57	85	33	68	39	62	63	32	62	65	67	69	72	59	68	59	90	76	85	75	85	86	91	75	95	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	3	1	1	2	1	1	1	2	1	2	2	1	2	1	1	2	1	1	1	1	3	1	1	1	2	1	1	1	2	1	1	2	1	2	1	3	2	1	1	1	2	1	2	1	1	2	1	2	2	1	3	1	1	2	1	1	2	3	3	1	1	2	2	1	2	2	2	1
9000	-633.708438722218830	-639.647635941304088	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.760161933981685	0	-1	1	3	4	3	9	6	5	6	7	6	8	4	6	6	6	7	11	7	8	8	8	8	8	8	9	6	9	10	10	8	9	10	10	10	8	14	11	12	10	12	11	11	11	12	11	11	13	12	13	12	13	12	13	14	12	12	14	14	13	12	13	13	16	13	13	14	15	15	17	15	15	15	15	17	17	15	15	13	16	17	17	17	17	17	19	17	19	19	18	19	21	22	19	22	2	0	1	2	3	3	21	5	6	6	4	4	5	6	6	4	9	4	4	14	11	8	9	4	16	17	32	4	14	4	37	9	4	32	26	26	28	40	26	39	18	33	33	30	23	34	35	37	32	34	30	45	45	34	42	34	26	31	19	43	45	48	54	48	50	32	43	54	80	50	72	39	51	42	68	72	62	63	49	62	56	67	69	72	73	75	88	51	76	85	75	85	95	91	91	95	1	1	1	2	2	1	1	1	1	1	2	2	2	1	2	2	1	3	3	1	1	1	2	2	1	1	1	2	2	4	1	1	2	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	3	1	2	1	1	1	1	1	3	1	2	1	1	1	1	1	2	2	2	1	2	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	1	1	2
9500	-642.528503301267392	-648.467700520352651	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.729372062895336	1	-1	2	3	4	3	8	5	4	5	7	7	7	5	6	7	5	8	10	7	8	6	6	8	8	7	8	9	9	10	8	9	9	12	10	9	10	14	10	11	11	13	10	11	11	13	12	12	11	10	12	13	12	13	12	13	14	13	14	13	13	13	12	16	15	13	13	14	15	12	16	14	16	15	15	16	16	15	15	14	17	17	17	17	15	17	18	18	19	17	18	17	20	20	19	23	2	0	1	2	3	3	16	5	6	6	4	4	5	6	6	4	9	16	25	15	16	8	9	16	4	17	17	16	14	16	16	23	18	50	26	26	31	66	26	26	31	55	18	18	23	45	35	37	50	32	33	45	45	50	18	34	39	41	55	43	45	48	32	48	66	49	44	46	80	50	72	39	85	44	66	72	62	54	56	62	23	67	69	72	42	75	92	67	76	85	75	85	75	86	86	95	1	1	1	2	2	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	3	1	2	1	2	2	1	1	1	1	2	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	2	2	1	1	1	1	2	1	2	1	1	2	1	1	1	5	2	1	1	1	1	1	3	1	1	2	2	2	2	2	2
10000	-622.388819027105342	-628.328016246190600	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.788118863228298	1	0	2	4	4	3	9	6	6	5	7	6	5	7	5	6	5	8	10	6	8	8	8	8	8	7	8	8	9	11	11	9	9	11	9	9	9	15	11	11	12	12	11	11	10	12	12	11	11	10	11	11	12	13	12	12	13	13	14	13	13	13	12	15	15	11	13	15	15	15	16	13	17	13	16	17	17	15	16	14	15	17	17	17	16	14	19	18	20	18	18	17	18	21	20	21	2	0	1	2	3	3	18	5	17	6	4	4	5	20	6	4	6	4	7	6	4	8	9	4	16	17	17	4	14	33	37	14	28	27	27	26	28	40	26	26	31	51	18	33	9	34	35	37	50	32	33	45	45	63	43	34	39	41	42	43	45	48	34	48	49	50	51	86	80	56	72	39	85	43	86	72	62	54	65	62	23	67	69	71	74	50	85	73	76	85	75	85	75	75	93	93	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	3	1	2	2	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	3	2	1	1	1	2	2	1	2	1	1	1	1	2	2	1
10500	-664.369229892387807	-670.308427111473065	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.699525268673267	0	-1	1	4	3	3	8	5	5	5	7	6	6	6	5	6	6	8	8	5	7	7	8	9	8	7	8	6	9	10	10	9	9	12	9	9	8	13	11	11	12	12	12	11	11	11	10	11	11	12	13	13	12	11	13	13	13	13	13	13	13	13	12	16	16	14	13	13	15	13	15	15	17	14	16	17	16	15	15	14	16	17	16	19	16	16	18	18	19	18	17	17	19	22	20	22	2	0	1	2	3	3	4	5	6	6	4	4	5	6	6	4	9	4	28	6	4	8	17	11	16	17	17	4	20	28	33	23	4	23	26	26	4	39	26	26	31	7	44	4	9	23	35	37	32	32	44	45	45	23	18	32	26	41	18	33	45	48	23	48	66	32	44	54	80	34	57	40	30	42	68	57	62	46	50	62	34	67	69	72	42	68	73	85	76	85	75	51	75	95	93	95	1	1	1	2	1	1	2	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	2	1	1	3	2	4	2	1	1	1	4	2	1	1	2	1	2	2	1	1	2	2	2	2	1	2	1	1	1	2	3	1	2	1	1	1	1	1	2	4	1	2	2	1	2	2	1	2	2	1	1	2	2	1	1	1	1	1	3	1	1	1	1
11000	-604.440137017507823	-610.379334236593081	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.702612597685020	1	0	2	3	4	3	9	5	6	6	7	7	7	7	6	7	6	8	7	6	6	8	8	9	8	7	7	8	8	11	12	8	9	11	10	9	9	14	11	11	10	13	11	12	10	12	11	11	11	13	12	12	12	12	12	12	12	12	14	13	12	13	13	16	15	13	14	14	14	15	15	14	15	15	16	17	16	16	16	16	15	18	16	19	16	15	18	19	19	18	18	19	19	21	19	22	2	0	1	2	3	3	21	5	6	6	4	4	5	6	6	4	6	19	4	6	4	8	9	11	16	17	17	19	20	33	41	9	19	23	26	26	19	40	26	26	19	43	18	18	9	34	35	37	32	9	33	45	45	23	18	34	40	41	51	43	45	48	49	48	66	32	51	54	62	56	57	57	51	42	86	72	62	63	66	69	56	67	69	72	73	68	73	73	76	85	86	90	86	86	75	95	1	1	1	2	1	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	3	2	1	1	2	2	2	1	1	1	2	3	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	2	2	2	2	2	2	2	1	2	1	1	2	2	1	1	1	1	2	3	2	1
11500	-671.928861575012547	-677.868058794097806	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.700307332692252	1	0	2	4	4	3	8	6	6	4	6	7	7	5	7	6	6	7	10	7	7	7	8	8	7	7	8	8	9	9	12	9	9	10	10	10	8	15	11	8	10	11	12	12	10	13	12	11	12	11	12	12	11	11	14	13	12	12	12	14	14	13	13	16	15	14	14	14	14	15	16	13	14	15	16	18	16	15	14	15	16	17	17	17	17	16	17	19	19	16	18	18	21	21	18	22	2	0	1	2	3	3	21	5	6	6	4	4	5	6	6	4	6	4	18	14	4	8	15	11	16	17	17	4	15	18	19	9	18	23	26	26	4	26	26	26	37	33	18	18	15	34	35	37	32	32	42	45	45	34	43	34	39	41	33	43	53	48	36	48	50	50	51	46	62	79	72	36	51	59	68	72	62	63	32	69	34	67	80	72	73	54	73	85	76	73	75	73	95	81	75	95	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	2	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	2	3	2	4	2	1	1	1	3	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	3	2	2	1	1	1	1	2	1	1	1	2	2	2	1	2	1	3	2	1	2	2	3	1	1	1	2	1	2	3	2	1	2
12000	-625.867167636208706	-631.806364855293964	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.679898722996771	1	-1	2	3	4	3	5	5	4	6	7	6	8	6	5	6	6	7	10	7	7	7	7	9	7	8	9	7	9	10	11	8	9	10	9	9	9	14	10	11	12	13	11	11	11	12	12	11	12	13	11	12	12	11	14	12	12	12	12	12	14	12	12	15	15	12	14	12	14	14	16	14	16	15	15	17	16	15	16	16	15	17	17	18	17	16	18	19	19	17	17	18	19	21	18	22	2	0	1	2	3	3	4	5	6	5	4	4	5	6	6	7	9	7	4	14	7	8	9	4	16	17	23	4	20	18	37	23	18	32	26	26	28	40	26	26	28	44	18	33	32	23	35	37	32	34	18	45	45	23	43	34	39	31	18	43	45	48	34	48	46	32	59	54	62	56	57	39	42	42	54	72	62	46	66	69	66	67	69	72	42	68	73	85	76	73	75	33	75	91	86	95	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	1	2	1	2	1	1	1	2	3	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	2	2	2	1	2	1	2	1	1	2	2	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	3	2	1	1	2	2	2	2	3	1	1	2	1	2	2	3	1	1	1	1	2	3	2	2	1	2
12500	-636.489416001676432	-642.428613220761690	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.718807182690344	1	0	2	2	4	3	7	6	7	5	7	6	6	6	6	6	6	8	9	7	6	8	9	8	7	8	8	8	9	10	12	9	9	12	9	10	9	14	12	12	10	12	10	11	11	11	11	11	12	12	11	13	12	13	14	13	13	13	13	13	13	13	13	15	15	12	14	14	15	14	16	15	17	15	15	17	17	15	15	16	14	18	18	17	16	17	17	19	19	18	19	17	21	21	17	22	2	0	1	2	3	3	16	5	6	6	4	4	5	6	6	4	6	16	7	14	4	8	17	11	16	17	15	16	20	19	41	9	16	32	26	26	28	39	26	26	21	18	18	18	17	17	35	37	32	32	18	45	45	46	33	34	26	41	51	43	45	48	46	48	66	32	42	46	62	66	72	57	51	59	68	72	62	63	63	69	46	51	80	72	42	75	85	92	76	59	86	51	95	91	75	93	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	2	2	1	1	2	2	2	1	1	1	2	1	2	1	1	2	1	1	2	2	2	2	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	3	1	2	2	2	1	1	1	3	1	3	2	1	1	1
13000	-642.126984148031397	-648.066181367116656	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.713441146672260	1	0	2	3	4	3	9	6	7	4	7	6	8	6	6	6	5	8	9	7	7	7	7	8	8	7	9	8	9	11	9	9	10	12	10	9	8	14	9	11	11	12	12	11	10	13	12	11	13	10	12	12	12	13	13	13	14	10	14	13	12	13	13	14	16	14	13	14	14	15	16	15	18	14	15	17	16	15	16	16	16	17	15	17	18	17	19	18	19	18	18	17	21	21	19	23	2	0	1	2	3	3	16	5	5	6	16	4	5	6	6	4	5	16	28	6	4	8	17	11	16	17	17	16	20	33	37	23	18	17	26	26	21	9	26	26	58	18	18	33	23	50	35	31	32	32	33	45	45	9	30	34	39	31	51	30	45	48	9	48	50	9	30	63	62	56	57	57	92	42	68	72	62	63	50	69	56	42	69	57	42	75	92	42	76	42	54	59	95	75	86	95	1	1	1	1	2	1	1	1	2	1	1	2	2	2	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	3	2	1	1	3	1	2	1	2	2	1	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	3	2	3	3	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	2	1	1	3	1	2	2	2	1	2	1	2
13500	-656.713843619688191	-662.653040838773450	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.709697355038925	1	0	2	3	4	4	7	5	7	6	7	6	8	6	6	6	5	8	11	7	8	7	8	8	7	7	7	7	8	11	11	9	10	11	10	10	8	13	10	9	10	12	11	11	10	12	11	11	13	12	12	11	11	12	12	13	14	12	14	13	12	13	13	16	13	13	14	14	15	13	16	14	16	14	16	17	15	15	14	15	16	17	16	19	16	15	19	19	19	18	19	15	20	22	18	21	2	0	1	2	3	3	16	5	17	6	4	4	5	6	6	4	6	7	28	14	4	8	6	16	16	17	17	16	14	33	41	9	18	23	26	26	16	23	26	26	37	33	18	33	23	23	35	37	34	32	33	45	45	23	33	34	40	41	51	43	45	37	46	37	50	9	42	63	62	34	72	39	59	42	68	39	62	63	56	37	56	67	69	38	92	54	90	42	76	85	75	42	95	75	86	93	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	1	2	1	1	3	1	4	1	3	1	1	1	1	1	3	1	1	1	3	1	1	1	3	2	2	1	3	1	2	1	4	1	1	1	1	2	2	2	1
14000	-612.892259914198462	-618.831457133283720	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.671052343204061	1	0	2	3	4	3	7	5	6	5	8	7	7	6	6	6	5	8	10	7	6	7	9	9	7	7	8	7	9	11	10	8	9	11	9	8	9	14	10	11	11	13	11	11	11	11	12	11	10	11	12	12	12	12	13	13	13	13	13	13	14	13	11	15	15	15	14	14	15	15	16	15	16	15	15	17	17	15	15	16	16	17	17	18	17	16	17	18	19	19	19	18	20	21	20	23	2	0	1	2	3	3	16	5	17	6	16	4	5	6	6	4	6	7	7	6	4	8	32	11	16	17	17	4	20	33	37	9	18	9	26	26	28	40	26	26	31	18	18	7	23	23	35	37	32	32	33	45	45	23	44	23	39	41	51	43	45	37	23	48	49	50	59	54	62	56	57	57	74	59	54	72	62	63	32	69	70	67	69	39	73	54	43	59	76	85	86	85	75	86	86	95	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	2	1	1	3	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2	2	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	2	2	2	1	2	2	2	1	1	2	1	1	1	1	2	2	1	2	2	3	1	1	2	2	3	1	2	2	2	1	1	2	1	2	3	2	2
