step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94
1	-1154.560828205981579	-1163.611671586432976	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.069234519950033	-1	4	2	4	5	5	7	7	8	8	6	9	8	8	7	7	10	8	8	9	12	9	9	10	14	10	8	9	10	10	9	10	11	12	9	10	11	10	12	12	15	14	11	13	11	11	15	10	12	10	17	11	11	12	12	12	13	12	12	13	12	17	17	13	13	13	12	13	15	13	15	13	13	15	13	14	13	16	14	14	14	15	16	17	19	17	21	22	22	23	24	28	31	39	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-423.738559144590226	-432.789402525041567	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.215423424638443	0	4	3	4	5	5	7	7	9	7	5	10	7	8	6	7	11	8	8	8	12	9	10	10	13	11	8	9	9	11	9	9	10	12	10	10	11	10	11	13	15	13	11	12	12	11	15	10	13	10	17	9	11	11	9	13	13	11	12	12	10	18	17	13	12	13	13	12	15	14	14	14	11	15	12	15	9	15	13	14	15	12	16	16	19	17	21	19	17	23	20	28	32	30	0	1	1	3	3	4	6	11	19	6	2	19	15	5	4	3	36	13	10	5	31	7	18	32	46	32	7	14	8	36	5	20	52	17	14	19	19	20	35	12	44	21	50	19	12	19	72	15	43	28	41	16	32	28	10	45	45	9	46	10	20	86	47	59	52	82	54	39	44	75	59	59	77	17	31	56	14	79	52	65	42	9	71	69	81	41	78	84	70	87	47	89	92	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-280.941790646576010	-289.992634027027350	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995707716687012	-1	5	3	2	5	4	7	8	7	8	6	8	9	8	8	8	10	6	8	8	12	9	8	10	13	11	7	7	9	10	9	11	12	11	10	10	11	11	10	12	14	14	9	14	10	12	12	11	12	10	18	11	11	12	12	7	10	11	10	14	12	17	17	14	12	12	12	12	13	13	14	10	14	12	13	13	14	15	10	15	14	13	15	13	17	10	19	23	20	23	25	28	30	39	0	4	4	1	3	3	5	2	11	18	2	56	11	56	56	11	16	2	2	18	59	14	27	19	46	22	5	2	7	56	14	8	30	13	20	7	16	31	23	22	46	67	12	36	13	30	30	29	57	15	80	43	31	59	86	11	23	12	16	82	35	83	84	70	52	53	13	36	38	65	65	8	30	30	57	13	65	36	13	25	21	35	49	67	21	20	51	62	63	89	90	90	92	93	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-304.846420520195181	-313.897263900646522	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.957581488819928	0	4	3	2	6	4	6	5	9	8	7	9	6	8	8	8	10	6	9	10	11	7	8	10	14	8	9	10	9	11	9	8	10	12	9	10	10	10	13	12	14	12	12	11	11	10	14	10	12	11	15	11	12	10	12	12	12	12	13	13	12	18	14	11	13	12	7	14	14	12	16	11	11	14	12	13	11	15	12	13	9	13	16	17	16	16	21	21	18	23	24	27	28	30	0	1	1	1	6	4	3	3	8	18	13	23	2	13	13	13	67	2	5	26	35	5	5	15	34	11	11	10	10	11	13	8	19	54	13	14	31	67	57	32	59	46	29	32	11	27	48	26	73	33	26	38	26	22	38	33	19	16	37	81	54	86	53	46	75	3	18	70	39	31	78	54	20	49	64	44	33	43	33	42	67	70	25	80	41	78	82	59	85	87	87	90	92	93	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-278.155414802390965	-287.206258182842305	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996831160444017	0	2	2	4	4	5	8	7	8	8	5	9	8	9	6	8	11	8	8	10	12	7	9	10	13	11	8	10	10	10	7	9	10	10	9	11	11	10	11	13	15	14	12	12	12	11	14	10	10	11	17	12	12	9	13	9	9	12	12	13	12	16	14	14	13	13	13	14	16	14	13	14	12	15	12	14	13	16	13	15	14	15	17	18	20	17	19	22	16	23	24	28	30	36	0	1	1	2	1	5	11	15	11	22	4	10	11	31	3	4	33	8	8	12	27	15	8	57	21	48	31	57	56	32	4	19	22	18	31	14	12	9	34	59	55	65	32	34	37	20	58	35	5	27	65	34	27	18	21	10	9	34	24	23	24	68	52	52	59	48	28	52	82	54	43	28	26	79	37	66	49	68	46	77	45	63	41	64	69	42	86	87	73	81	90	87	92	93	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-295.036261871765930	-304.087105252217270	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975149802341855	0	3	1	4	6	3	8	7	8	7	6	9	8	5	6	8	9	7	7	8	13	9	6	11	15	10	8	10	11	10	10	10	11	12	10	10	11	8	11	11	13	11	11	9	11	12	15	11	11	10	15	11	11	13	12	10	12	10	11	13	10	15	18	12	13	14	12	13	16	12	14	12	13	14	12	13	9	17	14	12	10	15	14	18	20	10	18	22	17	24	24	25	29	31	0	1	1	2	2	1	18	11	11	15	4	19	14	3	14	23	16	14	23	18	50	20	14	32	16	38	23	27	16	9	9	16	26	27	19	38	16	11	77	17	36	77	31	23	77	42	67	61	7	8	65	23	9	67	52	15	29	20	44	72	38	71	69	53	42	59	81	53	62	28	53	31	44	75	30	59	20	25	26	29	10	83	55	54	84	7	78	85	82	85	88	87	90	93	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-278.810319232403913	-287.861162612855253	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995305119056059	0	2	3	4	4	5	5	8	8	8	7	9	8	6	7	7	11	9	9	8	11	8	10	10	13	11	8	10	11	11	9	11	11	12	7	9	11	9	12	11	16	14	12	13	10	10	16	10	12	9	15	12	10	13	11	10	11	12	11	14	11	17	16	14	12	12	12	11	9	14	15	12	11	15	11	14	13	15	8	15	14	15	13	13	16	17	20	22	21	24	25	26	28	37	0	1	2	3	2	3	4	14	16	14	6	9	15	7	7	2	23	35	20	15	69	15	9	27	30	38	15	50	50	23	10	28	38	69	7	15	38	9	73	53	81	40	28	33	20	36	76	13	12	9	76	61	38	40	69	27	79	56	31	54	19	78	70	48	55	57	27	19	8	30	37	73	45	42	48	44	39	34	7	25	52	54	37	57	64	77	44	62	87	88	88	90	92	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-306.221651415647614	-315.272494796098954	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985731145149349	-1	2	2	5	6	6	8	7	9	8	6	4	3	6	5	7	11	6	5	8	12	10	10	10	14	11	7	9	9	9	8	9	12	11	9	10	11	8	11	12	14	14	12	13	12	10	16	11	11	8	18	10	9	11	12	12	13	5	13	14	12	18	17	10	12	13	9	12	16	14	15	13	7	16	12	13	13	14	14	15	15	14	15	18	19	18	20	22	20	22	23	28	32	33	0	1	1	3	15	12	18	12	10	4	13	13	3	15	13	2	24	15	13	11	17	32	67	28	43	22	15	7	20	19	4	38	38	52	20	30	36	5	23	64	56	21	28	9	37	38	70	36	64	11	42	18	73	67	17	22	34	13	33	24	23	63	77	7	64	34	58	24	33	75	60	34	18	34	9	34	20	68	56	34	24	37	8	69	51	47	69	47	84	51	90	84	91	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-271.931828575330485	-280.982671955781825	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998856187570309	0	5	2	3	4	6	7	7	8	7	5	6	8	8	8	7	9	9	7	9	11	9	10	10	11	10	8	10	11	8	10	10	9	13	8	10	11	10	13	11	13	14	11	12	10	10	14	11	13	11	17	12	11	11	12	11	12	12	11	13	12	12	18	14	11	14	13	13	15	11	13	13	13	15	14	14	13	16	11	13	12	15	16	17	19	17	20	20	21	22	21	28	31	33	0	4	1	3	4	4	5	5	16	6	4	4	19	16	16	3	10	8	12	15	22	10	19	19	33	33	16	8	17	11	20	35	6	43	2	14	46	20	65	31	55	62	28	50	20	17	52	38	81	17	73	24	9	32	20	31	46	25	24	79	56	37	83	56	10	72	29	79	76	31	65	36	25	41	68	68	70	75	32	44	54	80	56	69	54	39	86	63	84	91	51	90	92	93	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-276.028417205923006	-285.079260586374346	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998193328592568	0	3	1	5	5	6	8	7	8	9	7	8	7	9	8	8	9	8	6	10	13	9	7	11	14	10	7	10	9	11	6	10	10	12	8	10	11	11	11	12	16	14	10	13	11	12	15	10	11	11	14	12	12	13	9	12	14	12	12	13	11	18	16	11	13	13	12	12	14	9	12	13	13	16	13	14	14	15	15	10	15	15	16	17	17	15	19	22	21	24	24	27	32	38	0	3	1	2	3	2	6	5	13	7	5	31	19	35	19	8	8	23	4	10	56	4	19	13	71	18	4	35	19	17	2	9	17	33	31	7	9	80	10	48	56	34	10	58	36	7	69	6	32	28	34	32	35	67	7	17	66	30	28	71	4	46	51	9	61	39	20	64	40	31	50	34	52	57	24	73	56	72	42	10	75	50	38	47	74	60	28	89	41	88	88	88	92	93	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
