step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86
1	-921.715019426609956	-928.570507377569356	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.794962399230838	2	2	2	2	4	4	5	5	5	5	4	4	7	6	5	6	7	6	7	7	6	7	7	7	7	8	9	9	8	10	10	9	11	11	10	11	13	14	11	13	13	14	14	12	12	14	14	14	13	14	14	13	15	17	16	16	17	17	18	18	19	18	18	18	22	20	21	21	21	20	23	22	22	23	22	24	23	23	25	26	26	26	28	27	34	40	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	3	2	2	2	3	2	3	3	2	3	3	3	3	3	4	4	3	4	4	4	5	5	4	5	6	6	5	6	6	6	6	5	5	6	6	6	6	6	6	6	7	8	7	7	8	8	8	8	9	8	8	8	10	9	10	10	10	9	11	10	10	11	10	11	11	11	12	12	12	12	13	13	16	19
500	-377.754537889104597	-384.610025840063997	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.550602519256330	2	2	1	3	4	5	4	6	5	5	4	4	7	6	6	6	6	6	7	8	6	8	7	7	7	8	9	9	8	9	10	8	9	11	10	11	13	15	8	13	12	14	13	12	12	13	14	15	14	15	15	13	12	18	15	16	16	17	17	18	18	18	19	17	23	20	20	21	22	20	22	22	22	23	21	23	23	23	25	26	24	25	28	27	33	39	3	0	0	1	2	7	2	7	5	12	2	2	6	5	7	4	2	7	8	17	9	21	18	14	12	19	19	15	8	23	39	15	23	29	17	13	14	35	21	33	12	26	6	17	33	0	37	32	33	27	37	45	18	41	0	48	37	56	24	52	0	0	64	37	71	59	62	63	70	58	66	54	0	38	38	66	75	62	71	64	58	81	68	0	81	72	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	4	2	1	1	4	2	4	4	2	1	1	3	3	5	1	1	2	4	1	1	2	1	4	2	1	1	1	2	1	1	1	1	1	2	1	1	1	4	2	2	1	2	1	4	3	1	3	1	5	7
1000	-414.411319280884641	-421.266807231844041	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.659411494234482	3	2	2	3	5	5	6	6	6	5	4	5	8	6	4	7	6	5	7	7	7	8	8	7	6	8	9	9	7	10	10	8	12	9	11	11	11	15	10	13	13	14	15	12	12	13	14	14	14	15	14	13	14	17	17	16	17	18	18	17	20	19	19	19	23	19	21	21	21	19	23	23	23	23	22	24	22	23	25	26	25	26	29	27	34	40	3	0	0	2	4	4	12	2	15	4	1	1	14	10	2	11	5	15	18	6	7	5	25	5	15	10	3	25	8	26	25	24	31	3	24	19	30	37	23	33	45	34	46	30	13	0	40	27	12	37	41	39	14	30	0	53	51	30	43	44	0	0	57	49	69	43	64	53	62	55	61	62	0	67	35	75	68	62	68	63	76	71	82	0	73	80	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	3	2	2	1	2	2	1	1	2	1	1	2	1	1	2	6	3	1	1	4	3	1	1	1	3	2	3	1	1	1	2	1	2	1	3	1	1	2	2	1	1	4	1	1	2	2	4	1	2	1	1	5	4
1500	-477.055131542874278	-483.910619493833678	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.539125189555346	3	2	2	3	4	4	4	5	5	5	4	5	6	7	6	6	7	6	8	7	5	6	7	7	7	9	9	10	9	10	9	10	9	11	11	12	13	14	11	12	14	15	14	12	13	14	14	14	13	15	14	13	16	18	16	17	17	15	19	18	19	17	19	17	23	20	20	22	20	17	23	21	23	21	21	24	23	24	25	25	27	27	26	26	34	39	3	0	0	2	2	2	2	4	3	6	3	4	9	11	10	7	5	11	2	15	7	21	8	22	21	5	17	11	22	27	3	24	15	26	12	33	18	44	33	19	12	33	39	19	28	0	28	34	18	49	52	23	36	43	0	58	33	37	55	43	0	0	46	51	74	70	46	61	70	49	74	61	0	45	35	34	35	68	72	62	80	79	73	0	77	85	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	4	1	1	1	1	1	1	2	1	3	1	1	3	1	1	1	3	2	3	1	1	2	4	3	2	2	2	1	3	1	4	1	1	3	2	2	1	1	4	1	1	2	1	1	2	1	1	1	3	1	2	2	1	1	1	4	6	6	5	1	2	5	1	2	1	1	5	3
2000	-540.277754734757195	-547.133242685716596	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623611713707254	2	1	2	3	4	5	6	5	5	5	4	4	7	5	4	6	5	6	6	8	7	7	7	7	7	8	9	9	9	9	10	9	11	12	10	10	13	14	11	12	14	15	13	12	12	14	14	14	13	12	14	11	15	16	16	16	17	18	18	19	19	18	17	19	21	21	20	21	21	21	23	21	22	23	22	25	23	21	25	26	26	26	28	26	35	40	2	0	0	2	1	4	9	4	4	5	3	3	12	12	1	3	1	8	5	10	16	14	9	8	5	21	7	21	14	24	21	23	32	21	32	13	26	49	14	32	43	37	52	28	10	0	49	5	50	28	35	20	36	34	0	47	44	56	51	56	0	0	53	49	64	64	57	58	61	62	68	59	0	65	18	71	67	64	74	66	9	75	75	0	83	85	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	2	1	2	1	2	1	1	1	2	2	1	1	2	1	2	2	1	2	1	2	3	1	1	5	1	2	1	1	2	2	1	1	2	2	1	2	1	1	1	4	1	1	2	1	1	1	1	1	1	1	4	1	2	1	1	2	8	2	2	1	4	2
2500	-518.319011018056926	-525.174498969016327	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.573339136414174	3	2	2	3	3	4	4	6	6	4	5	4	7	6	5	6	7	5	7	8	6	8	7	8	6	8	10	9	8	9	10	8	12	11	10	11	12	15	12	14	11	13	13	11	13	14	14	12	14	15	15	14	15	17	16	16	17	18	16	16	20	19	19	19	23	21	20	21	21	20	23	22	23	23	21	25	23	22	25	26	26	26	28	27	33	38	3	0	0	2	2	1	1	11	12	2	7	2	10	7	1	18	14	10	6	16	6	21	12	9	15	16	24	15	7	14	20	25	31	32	16	4	16	45	26	41	3	41	44	3	34	0	23	22	31	33	48	42	43	30	0	43	33	55	52	47	0	0	38	49	63	56	62	64	53	57	69	64	0	70	39	73	69	60	77	56	65	59	72	0	81	85	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	3	3	1	1	2	6	1	1	4	1	1	3	2	2	2	1	1	2	5	1	1	1	1	1	1	1	1	2	1	2	3	1	1	3	1	1	1	1	2	3	1	1	4	1	5	1	5	4	1	4	3
3000	-534.683444656828442	-541.538932607787842	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.581073618440671	3	2	2	3	4	5	5	4	6	4	5	4	7	6	5	6	7	6	7	7	6	8	7	8	7	9	8	8	8	10	8	9	11	10	10	11	13	13	11	13	13	13	14	13	12	13	14	15	13	15	13	12	15	17	15	17	17	17	18	18	19	18	18	18	23	20	21	21	21	19	23	22	21	23	23	24	23	23	25	26	25	26	29	28	33	40	3	0	0	2	2	1	4	3	10	3	10	4	11	6	5	8	11	10	21	15	1	1	4	4	21	25	1	14	25	27	16	13	35	20	13	26	32	45	26	31	45	35	42	33	14	0	39	42	6	44	32	35	42	35	0	47	50	47	44	53	0	0	54	49	69	62	70	37	27	47	67	66	0	73	26	77	72	66	77	76	78	68	77	0	83	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	1	2	1	1	1	1	1	1	1	3	1	2	1	2	3	1	2	1	1	3	1	1	1	2	1	2	1	1	4	1	2	1	2	2	2	1	1	1	2	1	1	1	3	6	3	1	1	1	1	8	1	1	2	1	1	1	1	2	1	2	3
3500	-431.945130750323983	-438.800618701283383	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.541467925547014	3	2	2	3	4	4	5	6	6	6	4	5	8	4	6	7	6	7	7	8	7	7	8	7	7	8	9	10	8	10	10	9	12	11	11	11	11	14	11	13	13	15	14	12	12	13	14	12	13	15	14	13	15	17	14	16	17	17	18	17	19	18	18	18	21	20	22	20	22	20	21	22	23	23	22	24	24	23	26	25	27	25	29	28	35	40	2	0	0	3	2	2	4	14	2	1	3	3	12	2	14	5	14	11	9	2	5	1	19	12	9	19	5	9	12	20	27	23	7	13	21	18	21	6	25	44	37	19	19	25	39	0	44	28	27	49	28	34	34	21	0	48	43	18	52	56	0	0	45	49	68	41	70	58	58	54	64	66	0	66	68	69	78	72	76	62	72	75	54	0	83	85	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	2	2	2	1	1	1	4	1	2	2	1	5	2	1	1	3	4	2	1	1	1	1	2	1	2	1	2	7	1	2	3	4	3	1	1	1	3	3	1	3	1	1	3	2	1	2	1	1	1	1	1	1	1	3	3	1	6	1	3	1
4000	-346.325784627845337	-353.181272578804737	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.678998702407071	2	2	1	2	5	5	6	4	5	5	4	4	8	7	5	6	8	7	7	7	6	7	7	7	8	9	10	9	9	9	10	10	12	11	10	11	13	14	10	12	14	15	15	12	13	15	13	14	13	14	13	12	16	17	17	16	17	16	17	19	19	18	19	19	22	21	19	21	22	20	23	21	22	24	23	24	23	22	23	26	26	26	28	27	33	39	3	0	0	3	11	2	6	4	2	4	2	2	7	5	2	11	5	5	15	5	1	6	4	7	12	18	19	22	24	24	13	10	31	13	17	17	34	52	14	21	44	47	41	26	36	0	44	49	27	34	39	34	19	29	0	45	50	47	48	59	0	0	48	49	63	62	55	70	67	64	73	67	0	78	31	79	73	42	40	62	76	68	70	0	83	85	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	3	2	1	2	1	1	2	1	1	1	2	3	2	1	1	1	1	1	1	1	1	1	7	1	1	2	4	4	1	2	3	1	2	3
4500	-529.269835011857595	-536.125322962816995	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684379583568458	3	2	2	3	3	5	6	5	5	4	4	5	8	7	4	6	5	6	8	8	6	8	6	7	8	7	9	8	7	10	11	10	10	11	10	11	14	15	11	12	12	14	13	12	12	12	13	14	11	14	14	12	13	18	16	15	17	17	18	18	19	18	19	17	21	21	21	22	21	20	23	22	22	23	23	24	24	23	25	25	27	26	27	28	35	40	3	0	0	3	2	15	4	4	15	4	3	2	5	17	1	11	10	5	21	7	5	16	1	1	6	1	29	9	1	25	33	22	13	27	12	30	21	43	30	32	33	24	44	32	26	0	49	49	17	49	30	34	25	32	0	42	49	38	51	45	0	0	62	50	61	58	58	70	45	55	73	61	0	69	55	73	54	65	75	68	80	80	75	0	82	85	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	2	1	3	2	1	2	1	1	1	1	1	2	1	1	2	1	3	1	1	1	1	3	1	1	2	1	1	1	3	2	1	1	4	5	1	1	3	1	2	3	1	1	1	1	1	1	1	1	4	2	1	1	1	1	5	1	2	1	1	2	2	1	2	1	3	2
