step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96
14500	-667.609764416637518	-674.465252367596918	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.581125976557088	-1	1	2	4	6	6	8	9	7	9	9	7	10	11	12	11	9	12	12	12	10	12	11	11	12	13	12	11	13	13	11	12	12	15	12	12	14	14	14	15	13	11	13	14	16	15	15	15	16	17	15	17	16	15	17	17	18	20	16	17	18	18	15	21	20	18	19	19	20	20	21	20	21	21	22	22	20	22	21	22	24	27	22	24	23	24	24	25	24	24	24	25	24	28	26	28	0	1	1	2	4	0	6	1	6	12	7	1	5	9	14	11	7	13	16	42	9	13	8	17	17	14	23	9	14	7	9	0	24	23	17	28	26	43	30	19	25	8	42	29	30	41	43	25	30	46	26	36	38	18	63	19	38	0	14	34	39	25	30	65	56	23	37	61	53	0	25	53	70	56	52	77	66	68	52	71	75	85	64	76	79	50	69	19	73	74	65	69	76	35	91	86	1	1	2	1	1	1	1	4	1	1	1	4	2	2	1	2	1	1	1	1	1	1	2	1	2	1	1	3	2	3	2	1	1	3	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	3	1	3	2	2	2	1	1	1	3	3	1	2	1	3	2	1	3	3	1	1	1	2	1	1	1	1	1	1	3	1	6	1	1	2	3	1	9	1	2
15000	-599.535525724147760	-606.391013675107160	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627094511003681	-1	1	4	4	6	6	8	8	8	10	10	8	9	9	14	11	11	11	12	13	11	13	11	12	12	13	12	14	11	14	12	12	13	15	13	11	14	13	12	15	15	15	16	16	16	15	15	16	17	16	17	18	17	15	16	16	19	19	17	19	18	18	17	20	19	19	18	19	20	20	20	21	21	22	21	20	21	21	22	23	25	26	20	23	24	23	24	25	24	24	25	26	27	27	28	29	0	1	1	2	3	0	6	6	6	9	12	5	6	8	14	7	7	8	11	25	9	8	7	11	17	13	21	35	12	17	14	0	8	23	23	14	11	32	16	27	31	16	32	23	42	25	32	35	27	30	25	37	29	33	20	28	49	0	5	67	48	54	41	65	50	49	20	59	53	0	30	69	58	64	52	65	59	59	52	10	56	72	63	63	78	83	72	79	58	83	77	69	90	81	92	65	1	1	3	2	1	1	1	1	1	1	1	2	2	1	3	2	1	1	1	1	1	4	2	1	1	2	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	2	1	2	1	3	2	1	4	1	2	3	3	1	2	1	1	1	4	1	1	2	1	1	2	1	3	1	1	1	3	1	1	2	1	1	2	1	1	6	4	2	2	3	1	3	1	2	2	3	2	3	1	1	1	6
15500	-617.363404424708506	-624.218892375667906	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597630770443418	-1	1	3	4	5	5	8	7	7	9	9	9	10	11	13	10	10	12	12	12	12	14	11	9	12	13	11	13	13	13	11	11	14	15	13	13	14	13	13	14	15	14	14	15	16	15	16	17	15	15	18	17	14	15	15	17	17	21	17	18	18	18	16	21	19	18	20	19	19	19	20	20	22	21	21	21	22	21	21	23	23	26	21	24	23	23	25	25	24	23	25	27	26	28	27	31	0	1	1	3	4	0	6	4	6	4	5	9	7	9	27	7	7	23	16	7	11	26	24	7	12	27	24	7	10	7	24	0	18	35	23	7	25	32	32	11	28	20	32	43	27	30	32	54	18	14	45	45	38	36	25	47	38	0	49	20	56	26	20	69	25	53	46	28	49	0	60	61	70	65	37	51	71	46	51	52	58	85	63	68	83	54	69	83	58	74	74	69	85	91	88	93	1	1	3	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	2	2	1	1	1	3	1	1	2	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	2	1	3	3	1	1	1	1	1	1	2	1	1	3	1	2	2	1	4	1	2	3	2	1	2	1	2	1	4	2	1	3	1	2	1	2	2	2	1	3	3	2	1	1	1	5	1	2	1	3
16000	-556.148762059892988	-563.004250010852388	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503403013717452	-1	1	3	3	4	6	7	6	8	9	10	8	10	10	14	10	12	12	12	12	12	13	10	12	11	13	12	13	13	12	12	12	13	15	12	12	13	13	14	15	14	14	14	15	17	15	16	17	15	16	17	17	16	15	16	16	18	20	17	19	19	16	17	21	19	18	20	19	19	20	20	21	21	21	21	21	21	22	21	24	22	27	22	23	23	20	24	25	25	24	26	26	27	28	28	27	0	1	1	2	3	0	6	5	6	5	12	6	5	9	18	7	25	23	12	14	9	24	7	14	23	30	11	27	32	25	14	0	6	35	23	23	23	32	35	28	17	30	32	13	16	11	32	39	32	19	56	54	32	30	26	43	38	0	54	45	19	18	33	60	25	34	68	53	57	0	63	57	58	42	66	63	63	70	61	83	45	67	17	79	65	23	67	65	81	42	90	69	63	65	96	90	1	1	2	1	1	1	1	1	2	2	1	1	3	2	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	2	1	1	1	1	2	3	2	2	1	1	2	1	1	3	1	2	1	3	1	1	1	4	2	2	1	5	1	1	1	1	1	2	2	1	3	2	2	1	1	1	1	3	4	4	1	2	4	2	2	1	4	1	5	6	4	1	2
16500	-579.965314387557328	-586.820802338516728	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577777601874839	-1	1	2	3	5	6	8	7	8	10	9	8	10	10	13	9	12	13	12	12	13	14	10	13	11	12	13	13	10	14	13	12	12	14	12	12	12	13	14	14	15	14	14	16	16	15	16	15	17	16	17	16	17	15	16	15	18	21	16	16	18	18	18	22	19	18	18	19	19	19	19	19	20	21	22	21	20	21	22	23	24	27	22	22	23	23	26	25	24	24	24	26	27	27	28	31	0	1	1	2	4	0	6	5	6	8	8	6	12	1	13	12	25	13	13	9	29	29	7	23	12	14	35	26	9	17	17	0	14	23	23	13	16	32	37	10	7	20	32	56	19	30	38	35	43	21	48	39	38	15	40	40	38	0	18	13	47	50	25	51	30	32	37	12	57	0	44	62	67	27	52	65	46	65	44	83	85	85	41	18	17	74	69	75	19	72	73	69	63	80	89	80	1	1	2	1	1	1	1	1	1	1	1	1	1	6	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	3	3	1	1	1	2	1	3	2	1	2	2	1	2	1	1	1	2	1	2	2	1	1	2	2	3	2	4	4	1	1	3	1	1	4	3	1	2	1	2	1	1	2	4	4	4	2	4	2	3	4	3	6	4	2	2	4
17000	-554.973509642512226	-561.828997593471627	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605286693143094	-1	1	4	3	6	6	7	8	8	9	9	9	10	10	13	10	13	12	11	11	10	14	11	13	12	11	13	14	11	14	12	12	14	14	13	12	15	13	10	14	14	15	15	16	15	15	14	16	14	17	17	18	17	15	15	15	17	19	16	18	18	18	17	20	19	19	19	19	17	21	21	21	21	20	21	20	22	21	22	23	24	26	21	23	22	21	24	24	23	25	25	26	27	28	28	31	0	1	1	2	4	0	6	6	6	7	7	9	11	8	7	12	23	21	39	14	11	15	13	31	14	10	14	20	13	20	11	0	25	31	23	39	20	32	8	18	25	34	32	56	17	30	32	54	32	49	56	42	38	23	29	24	38	0	40	59	48	59	25	34	25	44	53	51	47	0	60	65	12	8	44	17	74	74	42	75	64	77	44	86	73	51	69	75	70	28	79	87	86	90	58	94	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	3	2	1	2	1	1	2	1	1	3	2	2	2	1	1	1	1	2	2	5	5	1	3	1	1	3	1	3	2	3	1	1	2	3	2	1	7	2	1	2	2	4	1
17500	-591.984506387758188	-598.839994338717588	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627954447737137	0	1	5	3	4	6	7	8	7	9	9	7	10	10	14	9	12	12	11	11	12	13	11	12	12	12	12	12	13	14	12	10	13	14	12	13	15	14	11	14	14	14	13	16	17	16	16	16	17	15	16	17	16	16	16	16	18	19	17	18	18	17	18	21	20	18	17	20	17	20	20	19	21	21	19	22	22	21	22	23	24	25	23	23	23	20	25	26	25	25	25	25	27	28	28	30	0	1	4	2	1	0	6	6	6	9	9	5	3	12	9	7	7	14	11	11	9	12	10	23	20	39	23	32	25	25	16	0	19	35	23	10	16	32	16	21	25	29	32	43	16	20	38	34	38	31	41	22	38	21	42	34	32	0	9	17	30	17	67	72	66	35	30	15	38	0	60	28	58	25	45	31	69	67	75	73	77	77	78	57	37	67	57	74	59	81	80	69	90	76	87	94	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	2	1	1	1	2	3	2	1	1	1	1	2	1	1	2	1	1	1	1	2	3	2	1	1	1	1	1	2	4	2	1	1	1	1	1	1	1	1	1	1	5	1	4	2	1	2	1	1	1	3	1	3	1	1	1	4	1	4	1	7	2	2	1	1	1	1	1	3	3	1	4	1	4	1	2	3	1	3	2	1
18000	-659.663051806470776	-666.518539757430176	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619120186167597	0	1	4	3	4	6	8	8	8	10	9	8	8	10	13	10	12	13	10	11	12	13	11	12	12	13	11	14	12	13	12	11	14	14	10	10	14	14	12	11	15	13	15	15	17	15	15	17	16	16	17	15	16	16	16	14	18	21	17	17	19	18	16	21	19	18	19	18	19	19	20	21	21	21	21	18	21	18	22	24	23	27	23	23	22	21	25	25	25	24	25	27	28	27	29	31	0	1	1	2	4	0	6	6	6	7	13	6	3	9	20	7	14	39	4	36	8	23	35	36	7	19	11	11	10	16	35	0	35	42	7	8	14	32	19	6	17	39	32	29	16	30	32	26	32	47	63	33	38	38	44	10	50	0	44	14	68	46	26	55	60	55	54	43	38	0	36	71	70	25	37	26	78	54	75	85	86	91	85	77	62	41	69	79	84	65	84	69	76	76	80	94	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	4	1	2	1	1	1	2	1	1	3	2	2	1	1	2	1	1	1	2	2	1	2	2	1	2	1	3	1	1	2	2	1	1	1	1	1	1	2	1	1	1	6	1	2	1	3	1	1	1	1	2	1	5	1	1	4	3	2	1	1	1	1	1	2	1	1	1	2	3	2	1	2	2	2	6	4	3	2
18500	-529.867724277409252	-536.723212228368652	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.645647477478636	-1	1	3	4	5	6	8	6	8	10	10	8	9	8	12	11	13	12	11	11	10	14	11	12	12	12	13	11	12	14	13	12	13	15	10	13	14	13	14	13	15	14	14	15	17	13	14	15	16	15	17	18	15	14	16	17	16	20	16	18	17	17	17	22	19	17	19	19	20	20	19	21	21	21	21	22	21	21	23	23	24	26	23	22	23	23	25	25	23	25	26	24	28	28	28	30	0	1	1	2	3	0	6	5	6	7	9	8	12	8	7	7	25	28	9	7	9	40	35	35	20	11	23	6	11	25	19	0	8	7	7	20	16	32	19	28	17	25	32	31	16	25	14	23	32	54	29	37	38	18	37	53	38	0	37	27	26	46	27	58	63	44	66	49	57	0	50	71	70	50	45	65	65	52	78	75	75	92	77	56	64	74	69	52	45	76	85	68	90	65	82	94	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	3	2	2	2	1	1	1	1	1	1	1	1	2	1	2	2	1	1	4	3	1	1	1	1	3	1	1	2	2	2	2	1	1	1	1	1	2	1	2	1	1	3	2	1	1	2	1	1	1	1	2	1	1	1	2	3	2	2	1	3	1	7	1	1
19000	-625.511664433047713	-632.367152384007113	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.510307112283809	0	1	4	3	5	5	7	7	7	9	9	8	8	11	14	11	12	11	12	12	12	13	12	11	11	12	10	14	11	13	12	10	12	14	13	12	14	13	13	14	14	14	15	14	17	16	16	15	16	17	18	18	15	16	16	17	19	21	17	18	19	18	17	21	19	18	19	19	20	20	19	18	22	21	22	20	21	20	22	23	24	26	23	23	22	23	24	25	25	24	24	27	27	29	28	31	0	1	1	2	4	0	6	5	6	7	12	7	4	27	22	12	25	9	11	14	11	18	27	10	7	8	12	10	13	25	32	0	16	27	23	11	11	32	27	27	17	27	38	11	16	24	26	35	44	15	63	16	38	35	25	55	59	0	22	24	59	46	19	72	28	16	50	21	57	0	28	37	70	17	52	34	68	55	45	48	77	86	20	85	76	29	69	52	70	65	71	69	76	90	64	94	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	3	1	2	2	1	1	1	1	2	1	2	3	2	2	2	1	2	1	4	4	1	2	1	1	2	1	3	2	1	2	1	1	1	2	5	1	1	2	2	3	4	1	4	1	1	1	2	1	3	1	2	1	2	4	4	2	1	5	1	1	6	1	4	4	3	2	5	5	2	3	1
19500	-651.228640169195160	-658.084128120154560	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.655591403808918	0	2	3	3	4	6	8	8	7	10	10	8	9	10	11	11	13	12	9	13	9	13	10	11	11	12	13	12	12	13	12	12	13	15	12	12	14	13	11	15	13	14	15	15	16	13	16	17	17	17	17	17	17	16	17	16	18	20	18	18	19	18	17	22	19	17	17	20	17	20	20	20	22	21	21	21	20	22	22	24	24	25	23	22	23	24	26	24	24	24	25	24	27	26	29	30	0	1	1	2	4	0	6	9	6	12	5	9	9	8	19	13	25	23	12	4	9	15	7	14	7	4	21	11	13	25	23	0	39	35	23	25	28	32	21	22	25	15	38	14	37	31	43	34	43	17	54	37	38	32	34	24	38	0	49	36	63	30	44	77	63	28	20	56	28	0	24	59	70	17	45	65	51	71	44	85	72	85	76	72	84	63	69	79	60	65	61	55	65	90	82	93	1	1	2	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	3	1	1	1	1	1	4	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	2	2	1	2	3	1	1	3	1	3	2	1	1	2	2	2	1	1	6	1	1	2	3	1	1	1	3	1	2	1	1	2	1	2	8	1	4	3	2	2	4	1	2	1
20000	-656.020180008778425	-662.875667959737825	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.510282668816516	0	1	4	3	4	6	8	7	8	8	9	7	10	11	14	11	12	12	12	12	11	13	11	13	12	13	13	14	12	14	11	12	13	13	13	13	14	14	13	15	14	14	15	15	15	16	15	15	15	17	17	16	15	16	16	15	19	20	17	19	18	18	17	21	20	18	18	18	20	18	19	20	22	20	21	22	22	21	21	23	23	25	23	24	22	23	25	23	25	24	25	26	26	28	29	30	0	1	1	2	2	0	6	4	6	5	12	4	9	11	22	13	7	11	9	13	13	14	7	6	7	31	17	21	13	39	12	0	10	29	23	13	25	32	20	39	17	33	32	34	16	30	32	23	32	37	45	33	11	34	28	23	53	0	34	36	47	39	9	30	63	59	43	49	57	0	25	59	70	14	37	65	14	42	37	79	64	81	78	74	57	29	69	45	70	76	77	68	65	65	84	94	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	2	1	1	1	1	5	2	1	1	2	2	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	2	3	1	1	1	2	1	1	3	1	2	5	3	2	1	2	2	1	1	3	2	2	3	2	1	6	3	2	1	1	1	1	2	2	4	3	4	4	1	2	7	3	4	3	1
20500	-638.888546594844684	-645.744034545804084	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.549463473937185	-1	2	4	4	3	6	7	7	8	9	9	9	11	10	13	11	11	12	10	13	11	14	11	11	13	13	13	14	12	12	12	11	11	14	12	12	14	12	13	15	15	14	14	15	17	15	15	16	16	17	17	16	16	16	16	15	19	20	17	17	17	19	17	19	20	18	19	19	20	19	21	21	22	21	20	21	22	21	22	22	25	25	22	24	22	24	25	25	24	25	25	25	28	27	27	30	0	1	5	2	1	0	6	5	6	8	5	9	12	9	18	14	11	16	12	35	19	12	19	9	6	30	24	18	14	7	3	0	14	23	12	24	30	32	13	15	17	21	32	26	37	30	32	23	32	27	55	12	38	20	26	42	32	0	11	36	44	20	30	51	63	56	60	37	32	0	56	58	70	63	26	66	49	51	27	64	85	66	76	51	57	83	69	75	73	65	86	39	41	90	60	94	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	3	3	1	1	1	1	3	4	1	1	1	2	1	1	1	1	2	2	1	2	1	2	1	2	2	4	2	1	3	2	1	2	1	2	1	3	2	1	3	2	1	1	2	1	3	4	1	4	1	1	2	2	1	3	2	3	2	1	4	1	6	2	2	3	2	1	4	1	6	8	1	4	1
21000	-611.828204536317685	-618.683692487277085	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540422469376685	-1	1	4	4	6	5	8	7	7	7	8	8	9	10	13	10	12	12	12	13	12	13	11	12	13	12	12	13	10	12	10	11	12	15	13	13	14	13	14	14	14	14	14	16	17	14	14	16	16	16	17	15	16	15	16	15	15	20	17	17	18	18	17	21	19	19	19	18	19	21	18	20	21	21	21	21	21	22	20	23	21	26	22	22	22	23	25	26	24	24	26	26	27	29	28	31	0	1	1	2	3	0	9	4	6	5	8	9	6	13	7	8	7	31	7	3	9	14	31	12	8	12	12	31	4	14	7	0	14	23	23	24	16	32	7	12	17	33	32	46	16	30	32	34	47	54	46	25	38	20	27	14	38	0	34	18	59	59	34	71	63	56	43	54	32	0	54	61	58	7	50	65	72	69	37	59	43	78	63	75	60	83	69	52	73	83	61	87	65	90	82	94	1	1	2	2	1	1	1	2	1	1	1	1	2	1	3	1	2	1	2	3	2	3	1	2	4	2	1	1	3	2	1	1	1	2	1	1	3	1	3	4	1	1	1	1	4	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	2	2	2	4	1	1	1	1	4	3	1	1	1	2	2	3	1	2	1	2	1	3	8	1	1	5	1	4	2	1	1
21500	-621.783947097525925	-628.639435048485325	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583010435854589	-1	1	4	3	5	5	7	8	8	9	9	9	10	11	14	10	10	13	11	11	12	13	11	13	12	12	11	13	13	13	12	11	13	15	13	12	14	13	14	15	15	14	16	15	15	15	16	17	15	16	16	15	17	15	16	17	19	19	15	17	17	18	17	20	19	18	20	20	18	19	19	20	22	22	20	22	21	21	22	23	25	26	22	24	23	23	25	24	24	24	26	27	27	28	28	30	0	1	4	2	4	0	6	6	6	3	9	8	8	11	26	7	7	20	10	9	9	21	7	13	17	13	5	10	23	9	5	0	27	35	23	17	17	32	13	10	25	31	22	38	22	30	32	34	32	29	18	16	38	19	59	42	43	0	18	50	47	54	41	51	63	61	70	48	38	0	60	66	70	12	37	65	63	61	26	75	80	76	54	83	29	77	47	79	73	76	84	87	90	90	90	94	1	1	1	1	1	1	1	2	1	3	1	1	1	1	2	2	2	1	1	1	2	1	2	2	1	1	3	2	1	3	4	1	1	2	1	1	3	1	2	4	1	1	2	1	1	1	1	2	4	2	1	2	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	7	3	1	2	1	3	1	1	1	3	1	4	2	2	1	1	1	1	1	2	2	3	1
22000	-643.438005691331796	-650.293493642291196	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590138445836941	-3	2	4	4	6	5	8	8	7	10	10	8	9	11	12	10	12	12	11	12	12	14	10	12	13	12	12	12	13	14	13	13	14	14	13	12	14	14	13	15	15	14	15	15	17	15	15	16	16	16	17	18	17	16	16	16	17	19	17	17	18	18	15	21	19	19	19	18	19	21	20	20	22	20	22	21	19	21	23	23	24	27	19	22	24	23	25	24	24	24	25	26	27	29	27	30	0	1	2	2	3	0	6	5	6	4	8	5	9	11	11	7	23	16	13	19	9	24	12	13	17	23	16	11	12	21	36	0	23	35	23	14	16	32	14	22	25	19	32	24	30	16	32	34	32	37	28	16	38	40	35	39	38	0	38	17	59	30	30	56	41	57	51	49	57	0	40	42	58	33	37	65	59	38	16	59	59	87	54	55	74	67	69	75	58	18	66	38	90	60	76	95	1	2	1	1	1	1	1	1	2	3	1	1	1	1	1	2	1	1	2	1	3	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1	1	1	1	3	1	2	1	2	3	1	1	1	1	1	2	2	2	4	3	1	1	3	7	3	3	1	2	3	2	1	4	2	2	6	3	5	2	8	3	2
22500	-670.322170781159116	-677.177658732118516	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.546755084558240	0	1	4	4	6	6	8	9	7	8	9	8	9	9	11	11	12	12	9	12	10	13	10	12	11	13	13	14	13	14	11	12	13	14	12	11	15	14	14	15	14	15	16	15	17	16	15	17	17	16	16	18	16	14	15	15	18	19	17	17	18	18	17	22	20	19	20	19	19	21	21	20	21	21	22	20	22	21	21	23	25	26	21	23	23	23	24	25	24	24	26	27	24	25	27	28	0	1	1	2	3	0	6	5	6	6	7	6	9	4	13	7	25	23	12	8	9	15	7	23	12	35	36	17	15	17	19	0	15	35	23	11	16	32	22	31	25	26	32	39	28	28	32	34	43	27	10	30	56	27	30	27	53	0	22	50	40	55	35	59	19	37	60	43	42	0	54	38	58	59	76	54	72	69	45	83	21	90	61	74	71	30	57	75	70	65	85	47	50	20	77	65	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	2	1	3	1	1	1	2	1	1	2	5	3	1	1	1	1	1	1	2	1	2	2	3	3	5	2	1	1	2	1	4	3	2	2	1	3	1	1	2	1	8	1	1	1	1	5	3	1	1	3	2	5	5	3	2	4
23000	-803.452332263574590	-810.307820214533990	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597559586068911	-1	1	5	3	6	5	7	8	7	10	9	8	11	10	13	9	11	13	11	12	12	12	11	9	12	11	13	14	13	13	12	12	12	14	12	13	13	13	13	12	13	15	15	16	16	15	15	17	16	17	18	16	17	15	15	17	17	20	18	17	18	18	17	21	16	19	19	20	18	20	20	19	21	20	20	22	20	21	23	23	24	27	22	23	23	24	25	24	24	24	25	25	27	28	28	31	0	1	4	2	3	0	5	5	6	16	5	4	16	24	22	8	8	10	5	23	9	8	24	7	17	16	19	13	22	17	11	0	14	35	23	19	16	33	22	7	25	30	32	10	55	19	32	55	39	33	54	37	43	34	41	44	39	0	54	19	15	46	65	62	41	42	57	67	43	0	36	56	58	51	52	65	59	70	37	33	78	83	65	68	72	62	57	75	73	76	89	84	76	80	91	74	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	3	1	2	2	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	3	1	1	2	3	1	3	2	1	1	2	1	2	1	1	1	1	1	1	2	3	3	2	1	1	2	2	1	1	2	1	4	1	1	1	3	3	1	1	5	6	1	2	2	1	2	3	6	2	1	1	1	1	3	3	2	3
23500	-538.389496178859758	-545.244984129819159	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.720393775979823	-1	2	4	4	5	6	7	9	8	10	10	8	8	10	14	11	12	12	12	12	11	14	10	12	13	13	13	12	13	14	12	13	13	14	12	13	13	14	13	14	14	15	15	15	14	15	15	15	17	16	16	17	16	15	16	16	19	21	18	19	18	18	17	19	20	18	19	20	19	20	20	20	21	21	21	21	20	20	23	23	23	26	23	23	22	24	24	25	24	25	25	26	27	28	27	29	0	1	2	2	2	0	6	7	6	6	8	3	6	9	11	7	11	8	11	23	9	18	12	23	16	20	7	7	16	20	11	0	14	35	23	23	17	32	35	28	17	45	32	20	17	26	32	33	32	38	26	37	38	19	48	31	38	0	39	27	50	55	28	44	59	33	55	52	38	0	25	62	67	26	52	64	60	49	56	73	72	91	30	59	78	74	69	68	58	63	81	69	28	91	70	94	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	4	2	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	3	1	1	2	2	1	3	1	1	2	1	3	1	1	3	2	1	1	1	3	1	1	1	5	2	1	1	2	2	1	3	1	3	6	1	4	1
