step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107
1	-546.100422808642179	-544.638340724123282	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.085744828097591	-1	0	1	4	3	3	3	4	3	3	4	5	5	4	4	4	4	7	6	6	6	7	5	7	6	6	9	6	8	6	6	6	7	7	8	7	8	8	8	8	8	7	7	7	10	8	8	9	8	9	9	9	8	10	10	10	11	10	10	10	10	10	11	10	12	11	10	11	11	10	11	10	11	11	12	10	11	12	11	13	13	13	12	13	13	14	13	14	13	14	15	18	16	18	16	16	16	18	21	18	19	18	18	18	20	20	22	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	3	2	2	3	3	3	3	3	3	3	4	4	4	4	4	3	4	4	4	5	4	5	4	4	4	4	4	5	4	5	5	5	5	5	4	4	4	6	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	7	6	6	7	6	7	7	7	7	7	7	8	7	8	7	8	8	10	9	10	9	9	9	10	11	10	10	10	10	10	11	11	12
500	-600.031616725092476	-595.326132204849500	-4.705484520242954	0.000009971668485	0.000144057026003	14.446632098005162	0.378564771392022	-1	0	1	4	3	2	3	5	4	4	3	5	6	4	5	4	5	6	5	6	7	8	6	6	5	7	10	5	9	7	7	6	8	7	8	7	9	8	8	9	8	7	7	6	10	8	8	9	9	10	9	8	7	11	10	10	12	10	9	10	10	9	11	10	12	11	10	11	11	10	9	11	9	12	12	11	11	12	11	12	13	13	12	14	13	14	14	13	14	14	16	19	15	18	13	17	15	18	21	18	19	19	17	18	19	20	22	0	1	2	6	2	3	6	5	2	2	1	10	5	6	9	11	6	4	2	3	11	25	25	10	11	14	3	11	8	10	2	7	21	28	9	11	35	23	18	20	31	28	5	9	33	8	20	23	26	30	2	3	5	36	73	18	0	38	31	62	26	21	46	39	39	16	29	30	48	46	12	1	28	32	54	51	50	59	58	0	32	37	68	27	79	59	3	0	66	38	25	90	0	83	62	53	33	52	86	25	58	89	49	57	32	94	0	1	1	1	1	2	1	1	1	2	2	2	1	2	1	1	1	1	1	3	3	2	1	1	1	1	2	5	1	3	1	5	1	1	1	3	2	1	1	1	2	1	2	3	2	1	1	1	2	1	2	5	2	2	2	1	2	1	1	1	1	2	1	2	1	2	4	1	2	1	1	2	5	1	4	1	1	1	2	1	1	3	2	1	2	1	2	8	1	2	2	4	3	1	3	2	5	4	5	4	5	5	2	4	3	9	1	1
1000	-739.959013057708034	-736.015157175503646	-3.943855882204345	0.000010010329461	0.000097732595566	9.763174722986916	0.793142898686903	-1	1	2	5	3	3	4	4	4	3	5	3	5	5	5	4	4	7	5	6	7	8	5	7	6	6	10	7	8	6	7	7	8	5	7	7	8	9	8	8	8	8	6	6	10	9	8	9	8	8	7	9	8	10	10	11	12	10	10	8	11	10	11	10	10	11	10	11	11	11	10	10	11	11	12	10	12	12	12	12	13	14	12	12	11	14	12	14	13	15	16	16	17	18	16	16	17	19	21	18	19	18	19	18	19	20	22	0	1	2	3	3	2	5	3	6	2	7	2	16	17	2	2	6	15	12	4	13	21	8	19	12	12	41	17	20	8	26	4	3	16	4	44	51	26	21	16	43	36	4	12	7	31	36	53	5	26	3	21	7	9	22	52	0	7	37	13	12	60	17	36	22	71	60	32	59	25	31	35	4	40	27	41	64	32	65	0	75	83	67	45	76	56	23	0	54	76	81	82	0	95	83	33	90	102	101	95	93	93	102	90	100	100	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	3	1	3	3	1	1	1	2	1	2	3	1	2	1	1	1	1	2	1	4	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1
1500	-532.415894746182516	-528.908631310210922	-3.507263435971603	0.000010061694569	0.000076411917986	7.594338852019821	0.836088950083757	-1	1	1	5	3	3	4	4	4	2	5	5	5	4	4	4	3	8	6	6	5	7	5	7	5	6	8	7	7	6	6	6	7	7	9	8	8	9	8	8	9	8	7	6	11	8	8	10	7	10	10	9	8	9	10	10	10	10	10	8	10	9	10	10	11	11	11	11	11	9	11	10	12	11	13	10	12	12	11	14	13	13	12	12	14	15	13	15	12	14	16	18	16	19	15	16	16	18	21	15	20	19	17	18	20	20	22	0	1	1	6	3	2	17	10	17	2	15	7	15	10	17	10	3	32	8	25	5	15	5	30	2	12	22	11	23	23	9	21	23	21	2	26	19	47	11	20	34	30	44	12	70	44	44	46	14	60	27	12	7	18	4	47	0	52	42	23	27	31	39	25	32	35	14	18	56	19	31	39	38	63	68	37	42	58	29	0	71	41	41	68	81	71	21	0	64	77	81	91	0	104	52	100	85	96	104	81	96	96	87	86	92	104	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	2	1	2	1	1	1	1	1	1
2000	-778.137055305378453	-774.273052081381593	-3.864003223996886	0.000010051798061	0.000093888570692	9.340475219104800	0.798213436982849	-1	0	2	3	2	4	4	5	4	3	3	6	6	5	4	4	5	6	5	5	6	6	6	8	6	7	8	6	8	5	6	6	8	6	9	8	8	8	8	8	7	8	8	6	11	8	7	9	8	9	8	9	8	9	11	10	12	8	11	9	10	10	12	10	12	11	7	11	12	11	11	11	11	10	12	10	11	11	11	13	12	11	10	13	13	13	13	14	12	14	15	16	16	18	16	16	14	18	21	18	19	18	18	17	20	20	23	0	1	1	2	1	5	10	10	5	3	3	8	7	15	2	3	11	15	11	10	9	9	16	30	5	9	31	10	14	5	30	16	17	9	39	8	12	23	31	6	14	22	31	7	49	23	14	38	32	26	15	13	9	41	54	50	0	18	52	21	53	38	83	50	76	33	17	26	43	41	61	23	39	7	42	37	48	58	40	0	56	46	36	59	45	55	76	0	45	77	74	59	0	92	90	71	84	91	93	93	92	104	95	97	82	90	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	3	1	1	2	3	1	1	2	1	1	1	1	1	4	2	1
2500	-328.117889868857503	-325.115669304037965	-3.002220564819531	0.000010257805928	0.000056280233240	5.486576138469345	0.896793640959965	-1	0	0	2	2	3	4	4	3	2	4	6	5	5	5	2	3	7	7	6	7	7	6	7	6	6	8	6	8	7	5	6	7	7	9	7	8	7	8	8	9	6	6	7	10	8	9	9	8	9	10	9	8	10	11	11	12	9	8	10	9	11	11	10	12	9	10	10	10	10	11	10	11	11	10	9	10	12	12	13	13	13	11	14	14	14	14	13	11	15	15	17	15	18	17	14	16	18	21	19	19	18	18	19	20	20	21	0	1	1	2	2	5	9	16	2	3	4	16	17	9	16	3	16	42	17	8	14	14	8	43	31	8	20	8	43	7	9	8	12	14	32	14	28	8	31	25	23	14	8	26	26	15	26	36	12	33	38	23	20	61	41	64	0	30	23	29	49	40	27	27	89	36	22	20	21	76	37	37	19	50	31	42	36	54	56	0	77	75	41	80	62	71	37	0	47	57	81	79	0	96	85	65	80	97	106	98	96	97	91	102	94	104	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
3000	-526.845497228790691	-521.682247479132002	-5.163249749658682	0.000009963626054	0.000178314581970	17.896555029386683	0.858833149812326	-1	1	2	4	4	1	4	3	3	3	5	5	5	5	5	4	5	8	6	7	7	8	6	6	7	6	9	7	6	6	6	6	7	7	8	8	9	9	8	9	8	7	8	7	10	8	8	9	9	9	9	8	8	10	10	9	11	11	11	10	9	11	12	10	12	11	10	11	11	7	11	11	10	11	13	10	11	12	10	13	13	14	13	13	13	13	13	14	13	14	15	19	17	17	16	16	15	18	21	17	19	19	18	16	20	20	23	0	1	2	3	10	1	3	2	2	2	3	10	4	16	4	2	2	25	4	15	15	30	3	15	7	4	17	15	14	3	5	16	7	7	34	29	70	34	30	18	19	7	70	26	38	24	14	15	23	41	70	19	29	23	61	34	0	79	37	12	41	35	77	47	72	79	22	41	70	13	28	48	7	41	71	25	26	76	35	0	25	29	46	74	57	59	58	0	73	83	54	91	0	91	88	97	65	104	92	68	103	100	104	78	101	103	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	3	3	2	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	3	1	1	1	2	1	2	1
3500	-555.517525644485431	-550.365361262849319	-5.152164381636146	0.000010103920892	0.000179918391416	17.806789398663348	0.690527975307964	-1	0	1	3	4	2	4	5	3	3	4	5	6	5	4	5	4	7	7	5	7	7	6	8	6	6	8	5	8	6	6	6	6	8	8	5	8	8	8	8	9	7	6	8	10	8	8	9	8	10	9	10	9	10	10	10	11	9	11	10	11	10	9	10	13	11	10	12	11	10	9	8	11	12	12	10	11	12	11	13	13	13	12	13	13	13	13	15	13	15	15	18	16	17	16	16	17	18	19	17	19	18	17	19	21	20	21	0	1	1	3	6	2	6	9	6	3	2	4	2	10	4	17	6	20	8	17	23	30	17	20	4	4	25	11	25	6	7	11	3	31	22	10	14	33	30	23	42	32	1	2	27	23	13	42	32	38	1	23	13	48	22	27	0	20	13	3	51	24	30	23	4	63	23	45	63	35	3	2	24	45	49	72	63	59	72	0	61	23	41	57	46	83	39	0	57	71	86	87	0	74	44	82	93	85	94	45	94	91	81	88	98	104	0	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	1	5	4	2	1	2	1	1	1	3	3	1	1	1	1	4	1	2	1	1	1	3	3	1	1	2	1	1	1	1	1	1	4	1	1	3	1	2	1	1	3	1	2	1	2	3	1	1	3	1	4	1	2	2	2	1	1	1
4000	-946.942205956633188	-944.618473325423793	-2.323732631209428	0.000010418088133	0.000033639769552	3.228977248209445	0.818265428785540	-1	1	1	3	3	3	4	4	3	2	5	6	6	4	4	5	3	7	6	7	6	7	6	8	6	6	10	6	9	7	7	5	8	7	8	7	8	8	8	8	9	7	6	7	10	8	9	9	9	8	9	7	8	11	11	9	11	10	11	10	9	9	11	9	10	12	10	11	11	10	10	8	10	12	12	10	11	12	10	14	13	13	13	13	12	15	14	13	13	15	15	18	16	18	16	17	16	17	19	19	19	18	18	18	20	20	22	0	1	1	3	10	2	6	5	3	1	9	32	7	1	9	5	10	12	4	5	15	5	17	26	7	11	64	32	34	43	15	15	26	12	26	15	28	19	13	26	39	32	11	43	38	9	39	42	46	13	36	2	18	29	49	34	0	39	53	14	39	34	71	28	56	26	40	52	73	41	46	25	12	45	67	46	58	71	33	0	58	69	19	68	70	84	59	0	79	83	27	98	0	97	84	80	57	85	98	94	103	93	87	97	100	98	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1
4500	-477.420772973614248	-473.114254215475626	-4.306518758138612	0.000011406785440	0.000135061106972	11.840417941357243	0.857516867397273	-1	0	1	5	4	3	3	5	3	4	2	6	5	5	1	5	4	7	6	7	5	7	5	7	6	6	7	6	6	6	7	6	8	8	8	7	8	9	8	9	9	7	8	8	11	8	8	9	8	9	8	7	9	10	10	11	12	8	10	9	8	8	10	10	13	12	10	10	12	10	10	10	11	10	12	10	10	12	10	13	13	11	12	14	13	14	12	14	13	14	16	18	16	18	16	16	15	17	21	18	19	16	18	17	20	20	22	0	1	2	6	6	3	11	7	2	11	2	8	9	7	1	15	2	21	21	25	9	23	7	6	17	5	23	11	4	16	26	17	36	30	28	11	28	36	52	20	4	9	12	8	70	25	36	29	29	12	9	13	35	50	24	50	0	16	52	22	31	21	22	47	66	54	35	50	59	25	32	2	29	39	59	24	34	77	46	0	71	33	76	79	87	69	41	0	57	63	83	95	0	84	57	81	72	95	106	96	104	69	93	97	103	100	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1
