step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32
51000	-173.351144478644130	-171.208477371025822	-2.142667107618301	0.000122316293313	0.000014600055708	0.119363130723389	0.666073632035367	0	2	5	3	7	8	8	10	9	10	12	11	12	15	15	16	18	20	24	25	26	27	30	31	29	30	28	32	31	33	35	37	0	1	2	2	3	5	3	7	5	6	5	6	10	13	10	13	15	16	18	18	0	19	21	19	22	20	21	29	25	29	28	31	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	2	2	1	1	2	2	1	2	1	1	1	1	1	2
51500	-183.503016273021672	-182.141456682801191	-1.361559590220491	0.000062828031129	0.000034131494991	0.543252659321980	0.516350962577634	-1	3	5	4	8	9	9	11	9	11	12	13	13	14	16	17	19	19	23	24	25	26	27	30	28	28	30	31	31	32	36	37	0	1	2	2	2	3	3	9	3	7	7	9	7	7	14	15	16	16	18	18	0	20	21	22	22	22	23	26	26	26	30	31	1	2	1	1	3	2	3	1	3	1	1	2	2	3	1	1	1	1	1	3	1	1	1	2	1	1	1	2	2	2	1	1
52000	-157.663964655607060	-155.958046029557607	-1.705918626049440	0.000114858447001	0.000023167310854	0.201703152519648	0.860326175186031	-1	3	6	4	7	9	9	10	9	11	11	12	12	15	17	15	18	20	24	26	25	27	29	30	29	30	29	31	32	33	35	37	0	1	2	2	3	5	5	6	5	7	8	3	11	10	14	13	16	17	18	19	0	20	21	22	22	22	21	25	26	26	30	31	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	2	1	1	1	2	1	1	1	2	1	1	2	1	2
52500	-171.830801435293409	-170.161766824110572	-1.669034611182837	0.000109756259499	0.000023438236808	0.213548064734168	0.731386223592395	-1	3	7	4	8	10	8	11	9	11	12	13	12	14	16	17	19	21	23	25	25	27	30	30	29	30	28	31	32	33	35	38	0	1	2	2	3	7	3	6	7	3	3	8	10	13	14	13	15	17	18	19	0	20	21	20	22	20	21	20	26	24	30	31	1	1	2	1	1	1	1	1	1	2	3	1	1	1	1	4	1	1	1	1	1	1	2	3	1	3	2	2	1	2	1	1
53000	-172.517517227359576	-170.687562905657273	-1.829954321702309	0.000084907698632	0.000014415110715	0.169773895026457	0.731203207835156	0	2	6	4	8	9	10	11	7	10	12	13	13	14	14	14	18	20	23	25	25	26	30	29	28	31	28	30	32	32	36	36	0	1	2	2	9	5	5	5	3	5	3	8	10	13	13	13	16	17	18	19	0	20	21	22	22	20	21	20	28	24	30	30	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	3	2	1	2	2	2	1	1	2	2
53500	-191.832734686017147	-190.013538439275635	-1.819196246741513	0.000092932695631	0.000015999402769	0.172161182456479	0.533050779182642	-1	2	6	3	6	8	9	10	9	10	13	12	13	16	17	17	18	20	23	25	25	27	30	29	29	29	30	30	31	33	37	38	0	1	2	2	2	3	6	6	3	5	5	7	10	10	10	10	16	17	18	19	0	19	21	20	20	20	21	26	20	28	28	30	1	1	2	1	2	1	1	1	2	2	3	1	1	4	2	3	1	1	2	1	1	3	2	3	2	3	2	1	3	1	3	2
54000	-187.135257446017789	-185.230571392279529	-1.904686053738252	0.000110008632666	0.000017020072332	0.154715788386686	0.640420404795745	0	3	7	4	7	9	9	11	9	11	13	11	13	15	14	17	18	20	25	25	26	27	30	30	29	31	29	30	31	32	36	38	0	1	2	2	2	5	5	6	3	7	7	6	10	10	10	13	15	17	17	17	0	17	21	25	22	28	21	22	22	28	28	28	1	1	2	1	2	1	1	1	1	1	2	1	1	2	1	2	2	1	6	2	1	3	2	1	1	1	2	2	2	1	2	3
54500	-164.913300849095975	-163.131833802886689	-1.781467046209299	0.000096206079678	0.000017417630795	0.181045011433156	0.679272111106909	-1	3	7	4	6	8	8	10	9	11	9	12	13	15	17	17	18	21	23	25	25	27	29	30	29	31	30	30	31	32	36	37	0	1	5	1	2	3	5	6	3	3	3	8	10	13	13	13	15	17	18	19	0	20	21	22	20	28	23	25	20	26	28	30	1	2	1	3	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	1	1	1	3	1	2	2
55000	-189.794065568903562	-188.362729486489371	-1.431336082414190	0.000105522789852	0.000037601316191	0.356333605693678	0.647334539188164	-1	1	7	2	5	6	10	9	9	12	11	13	13	15	16	17	19	21	24	26	25	28	29	30	27	29	27	31	32	32	35	37	0	1	5	2	2	5	8	6	3	11	7	8	10	13	13	10	16	17	18	19	0	25	21	22	19	25	21	26	28	25	30	31	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	1	2	2	2	1	1	2	1	2	2	2
55500	-191.447506084204690	-189.752431095929921	-1.695074988274782	0.000117103591263	0.000024011831098	0.205047777265611	0.483130376249355	-1	2	5	4	7	8	10	11	8	11	13	12	13	16	17	16	18	20	24	25	24	27	31	29	29	30	29	31	32	31	35	37	0	1	2	2	2	3	3	6	3	9	6	8	10	13	13	13	13	16	18	17	0	19	21	19	19	24	21	26	22	24	30	31	1	1	1	1	4	2	2	1	2	2	3	1	1	2	2	2	2	2	2	3	1	2	4	3	2	1	3	1	2	1	1	1
56000	-183.465748646239433	-181.287049999616613	-2.178698646622817	0.000112657090102	0.000012976646513	0.115187126716084	0.725952546664697	-1	1	7	2	7	9	10	9	9	11	13	11	14	16	16	16	18	21	25	25	26	27	31	29	30	28	28	31	31	32	35	35	0	1	2	2	2	5	6	3	5	3	10	6	10	13	13	13	13	17	18	17	0	19	21	22	22	19	21	26	26	24	30	20	1	1	3	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	4	1	1	2	1	1	1	1	2	2	2	1	4
56500	-197.186115825556925	-194.579444105535742	-2.606671720021176	0.000098998474912	0.000007841833766	0.079211662328561	0.568054453987843	0	2	5	3	7	8	10	10	9	10	12	11	13	15	16	16	19	21	24	25	25	28	28	30	29	30	29	30	32	31	34	37	0	1	2	2	2	3	3	5	3	5	7	9	7	7	13	13	16	16	18	19	0	19	21	22	20	19	23	20	24	20	26	24	1	1	2	1	2	2	3	1	2	2	1	1	1	2	1	2	2	2	2	1	1	2	2	1	2	2	1	3	2	3	2	4
57000	-171.880591298896121	-169.926437613910366	-1.954153684985763	0.000117648139889	0.000017176357620	0.145997698190217	0.725906489364017	0	3	7	4	7	10	9	9	10	10	12	12	13	15	15	14	18	20	25	26	26	27	30	30	29	30	29	32	31	31	36	37	0	1	2	2	2	8	3	3	7	8	6	6	10	13	13	13	13	17	18	19	0	19	21	22	22	20	21	26	26	26	28	26	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	2	2	2	1	2	1	1	1	1	2	4
57500	-193.695963374417687	-191.426094266705149	-2.269869107712548	0.000108477235445	0.000011456882459	0.105615546082585	0.658174708715022	0	2	6	4	7	8	9	8	8	9	12	11	14	15	16	16	18	20	24	23	26	27	30	30	29	29	29	31	32	33	36	37	0	1	1	2	3	5	2	5	1	9	6	9	10	11	13	13	16	16	18	18	0	19	21	22	22	22	21	26	28	29	30	30	1	1	3	2	1	1	3	1	3	1	2	2	2	1	1	1	1	2	2	1	1	2	4	2	1	1	1	1	1	1	2	2
58000	-162.937616934593649	-161.422009295825319	-1.515607638768328	0.000079931599953	0.000022719073209	0.284231433149116	0.760843237893506	-1	2	6	3	8	8	9	10	10	11	12	11	12	13	15	16	18	21	23	25	25	27	31	30	28	29	29	31	31	33	35	38	0	1	2	2	3	3	3	7	3	7	6	8	5	10	10	13	16	17	18	18	0	20	21	22	22	22	21	26	26	26	30	31	1	2	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	2	1	2	1	1	3	1	1	1	2	1	1	1	1	2
58500	-183.384817772661251	-181.612200468785971	-1.772617303875290	0.000093080899801	0.000017057401815	0.183253512279516	0.593994791807624	-1	3	6	4	7	9	10	10	10	11	11	13	13	15	17	16	16	20	24	26	24	27	31	31	29	31	27	29	31	32	36	38	0	1	2	2	3	5	6	6	5	3	7	8	3	13	14	13	13	16	18	19	0	18	27	19	20	22	21	22	25	28	26	31	1	2	1	1	1	1	1	1	1	2	1	1	3	1	1	2	2	2	2	1	1	4	2	4	2	2	2	2	1	2	2	1
59000	-185.061791274515571	-183.220683909844041	-1.841107364671542	0.000100828183882	0.000016874808722	0.167362021932833	0.626193742340655	-1	3	6	3	7	9	10	11	8	12	11	12	14	15	17	15	18	20	24	25	26	28	31	31	29	30	28	32	31	32	36	35	0	1	2	1	3	3	5	6	3	11	3	7	10	10	11	13	16	17	18	19	0	20	21	19	19	22	21	26	20	22	29	24	1	3	2	2	1	1	2	1	1	1	2	1	1	1	3	1	2	1	1	1	1	1	2	4	4	1	1	1	3	2	2	1
59500	-195.473421881200011	-192.967249264162945	-2.506172617037077	0.000117225157443	0.000010071624328	0.085916918753762	0.510800937506865	0	2	6	4	7	9	9	10	10	12	12	11	13	15	17	16	19	20	24	24	26	27	30	31	27	30	30	32	29	32	34	38	0	1	2	2	2	3	5	6	6	7	5	3	6	13	14	13	11	16	18	18	0	19	21	20	19	22	21	29	19	24	28	31	1	1	2	1	2	1	1	1	1	2	3	1	2	1	2	2	4	2	3	2	1	1	2	3	2	1	2	2	2	1	1	2
60000	-163.477733990414407	-161.278698014357303	-2.199035976057103	0.000091116731806	0.000010290173015	0.112933956377137	0.718078644565080	0	3	5	4	7	9	8	11	10	12	13	11	13	15	16	15	18	19	24	26	26	27	30	30	28	30	29	31	30	32	35	38	0	1	2	2	3	5	3	6	7	7	3	9	10	10	13	13	16	17	18	19	0	20	21	22	22	20	21	24	20	29	30	31	1	1	1	1	1	1	1	1	1	2	4	1	1	1	2	1	2	1	3	1	1	1	2	2	1	2	2	1	2	1	2	2
60500	-177.146082792963114	-175.382436688568561	-1.763646104394547	0.000118821896944	0.000022046765440	0.185544634505322	0.667059474702654	-1	2	6	4	8	9	10	11	10	12	12	12	13	15	17	16	17	20	24	26	24	28	30	29	29	31	28	30	30	32	37	35	0	1	2	2	3	3	5	6	5	7	5	5	10	10	14	13	16	16	18	19	0	19	27	19	19	22	21	22	20	28	32	22	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	2	1	1	2	2	3	2	2	2	1	1	1	1	2
61000	-150.836727759170799	-148.832866396752905	-2.003861362417883	0.000089989134709	0.000012424028943	0.138061433564004	0.836262978806454	-2	2	6	3	8	10	9	10	9	11	12	12	13	15	17	17	18	20	22	24	26	28	29	30	29	30	30	31	31	33	35	37	0	1	2	2	3	7	3	5	3	6	5	10	10	10	14	13	16	17	18	19	0	20	21	25	22	22	21	26	26	28	30	31	1	2	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1
61500	-165.255095333614861	-163.216210799097041	-2.038884534517824	0.000082517804401	0.000010966718736	0.132901242529590	0.764580853766427	-1	2	6	3	7	9	9	11	9	10	12	13	14	16	17	15	19	20	22	25	26	27	30	30	27	30	29	31	32	32	35	38	0	1	2	2	3	3	5	6	5	3	5	8	11	10	13	13	16	17	18	19	0	20	21	25	20	20	21	26	28	26	30	31	1	2	2	1	1	1	1	1	1	2	2	1	1	3	1	1	2	1	1	2	1	1	2	1	1	3	1	1	1	1	2	2
62000	-194.033974290936897	-191.576663041788265	-2.457311249148626	0.000103735835758	0.000009283768630	0.089494325293493	0.678792010048698	-1	1	6	4	8	8	9	10	9	11	11	11	13	15	16	16	19	20	24	25	24	28	29	28	29	28	30	31	30	33	36	38	0	1	2	2	3	3	3	6	5	6	7	6	10	10	13	3	14	16	18	19	0	19	21	19	19	20	21	26	26	28	28	30	1	1	2	2	1	1	2	1	1	1	2	2	1	2	2	3	2	1	3	1	1	2	2	2	2	1	3	2	1	1	3	2
62500	-167.969021317389235	-166.079569383176107	-1.889451934213136	0.000123956901088	0.000019534007258	0.157587089437255	0.780360773244021	0	2	6	4	7	9	9	10	8	11	12	12	13	14	15	16	17	21	25	26	25	28	28	30	29	29	30	31	31	32	36	38	0	1	2	2	3	5	5	3	3	6	6	6	10	10	10	13	16	17	18	19	0	20	21	22	20	19	23	25	24	26	30	31	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	3	1	1	1	1	2	2	2	2	1	1	1	2	2	1
63000	-176.602152430189051	-174.774439450865998	-1.827712979323052	0.000090865091640	0.000015471258558	0.170266251635338	0.685207683138019	0	2	7	3	8	9	9	10	9	11	10	13	14	15	16	16	19	20	24	25	24	28	29	30	27	30	29	32	31	32	37	37	0	1	2	2	3	3	5	6	3	3	5	10	10	7	10	13	16	17	17	17	0	20	21	22	19	22	21	26	26	26	30	28	1	1	2	1	1	1	1	1	1	2	1	1	2	2	3	1	1	1	3	3	1	1	2	1	1	1	2	1	1	1	2	3
63500	-180.756072800873312	-178.510676054569672	-2.245396746303644	0.000124512807654	0.000013454327776	0.108055773772127	0.712179263797735	-1	2	6	4	7	9	8	11	9	12	12	12	13	14	16	14	17	20	23	26	25	26	30	30	28	28	27	32	31	31	36	38	0	1	2	2	2	3	3	9	5	7	7	8	3	13	16	13	16	16	18	19	0	19	21	26	22	22	21	24	26	26	30	31	1	1	2	1	1	1	1	1	1	2	2	1	3	1	1	1	2	2	2	2	1	1	2	1	1	1	2	1	2	1	2	1
64000	-179.122777941253702	-176.841347728744523	-2.281430212509182	0.000143742218761	0.000015020079802	0.104493167919022	0.665139847784611	-2	2	6	4	7	9	9	11	9	11	13	12	13	15	16	16	19	21	24	26	25	26	31	27	29	30	29	31	30	32	34	37	0	1	2	2	2	5	2	6	5	5	7	6	7	10	10	14	16	17	18	18	0	19	21	22	22	24	21	29	24	25	30	31	1	1	2	1	2	1	2	1	1	2	2	1	2	2	2	1	1	1	2	2	1	1	2	1	2	2	2	1	1	2	1	2
64500	-178.414130696181246	-176.940531652332908	-1.473599043848334	0.000096338758135	0.000030317968806	0.314701677632050	0.739727046936953	0	2	6	4	7	9	9	11	9	12	12	12	13	15	16	16	18	20	24	24	26	27	30	30	29	30	29	31	31	33	36	38	0	1	2	2	3	5	5	6	5	5	7	8	10	13	10	13	16	17	18	17	0	19	21	22	22	19	21	25	22	29	24	30	1	1	3	1	1	1	1	1	1	3	2	1	1	1	2	2	1	1	2	2	1	1	3	2	2	3	1	1	2	1	2	3
65000	-182.315654540161432	-180.247652693889108	-2.068001846272311	0.000096612190041	0.000012448869701	0.128854026553028	0.607235857656248	0	3	6	4	7	9	9	10	8	11	12	12	12	15	17	16	18	18	24	26	25	26	31	29	29	30	28	31	31	32	36	37	0	1	2	2	3	5	5	6	3	7	8	7	10	10	13	13	16	16	17	19	0	19	27	20	20	25	21	26	25	28	20	24	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	3	1	1	1	2	1	3	1	2	1	1	1	5	5
65500	-172.180852951530966	-169.265484436220191	-2.915368515310761	0.000110766366306	0.000006964687722	0.062877279037686	0.602155259486606	-1	3	6	3	5	7	9	11	9	11	12	11	12	14	15	16	18	20	24	26	25	27	30	30	30	29	29	31	32	32	36	37	0	1	5	1	2	5	5	6	5	9	9	7	9	10	13	13	16	17	18	19	0	19	21	20	22	20	21	26	28	26	30	31	1	1	1	2	1	1	3	2	2	1	2	1	1	2	1	2	1	1	3	1	1	1	2	2	1	1	2	2	1	1	2	1
66000	-172.230953058647401	-170.271610125282848	-1.959342933364559	0.000087204251822	0.000012656197353	0.145132801311349	0.643991559889791	0	2	5	3	7	9	9	11	10	11	12	12	13	15	16	16	18	20	24	25	25	27	30	30	28	29	30	32	31	31	33	37	0	1	2	2	3	3	5	6	5	5	10	6	10	10	10	13	16	16	18	19	0	20	21	25	22	20	21	26	26	26	28	31	1	1	2	1	1	2	1	1	1	3	1	1	1	2	3	2	1	2	2	1	1	1	4	1	1	3	3	2	1	1	1	2
66500	-184.786183611935598	-182.298772868553186	-2.487410743382408	0.000113545576518	0.000009908462834	0.087264190624429	0.738681996729412	-1	3	5	4	8	9	8	11	9	12	11	11	14	14	17	16	18	20	25	25	25	26	29	30	30	30	29	32	31	32	33	37	0	1	2	2	3	3	3	7	7	9	5	6	10	10	13	13	16	17	18	16	0	20	21	22	19	22	21	26	19	24	29	29	1	1	1	1	2	2	2	2	1	2	1	1	1	1	2	1	1	1	2	4	1	1	2	2	3	2	2	1	3	1	1	3
67000	-174.378952540991747	-172.490937551417289	-1.888014989574470	0.000122381009386	0.000019319409246	0.157862803572952	0.775495475789427	-1	2	6	3	8	8	9	11	10	11	12	11	13	15	17	15	19	20	24	26	25	28	28	30	30	29	30	32	31	32	36	35	0	1	2	2	3	3	5	6	7	7	7	6	10	10	10	13	16	17	17	19	0	19	21	20	20	20	23	25	26	26	30	26	1	2	2	1	1	1	1	1	1	1	1	2	1	3	3	1	2	1	2	1	1	3	2	2	2	2	1	1	1	2	2	3
67500	-189.272043755507895	-187.434460610049371	-1.837583145458531	0.000095954962730	0.000016131695925	0.168117369500322	0.572758698882761	-1	2	5	4	7	8	9	11	10	11	12	11	13	15	17	16	18	20	24	24	24	28	30	30	29	30	28	32	32	32	35	37	0	1	2	2	3	5	3	6	5	7	9	5	10	11	16	10	16	17	18	17	0	19	21	22	19	25	21	25	22	25	25	28	1	1	2	1	1	1	2	1	1	1	1	3	1	1	1	3	1	1	2	4	1	2	3	1	3	1	2	2	2	2	2	2
68000	-192.056425193988503	-190.233893726795174	-1.822531467193327	0.000093810161270	0.000016080424762	0.171414530620795	0.575845351932336	-1	2	6	4	8	8	10	11	10	11	12	12	14	14	16	16	19	19	23	25	26	28	31	30	29	30	29	31	32	32	35	38	0	1	2	2	3	3	3	6	3	5	7	9	8	8	14	10	16	14	17	19	0	20	21	19	22	20	21	22	24	24	24	26	1	1	2	1	1	1	2	2	2	1	1	2	2	2	1	3	2	2	2	1	1	2	2	4	1	2	2	1	1	2	2	2
68500	-176.247410534803095	-173.376471331874740	-2.870939202928350	0.000116559111823	0.000007565156951	0.064904037383760	0.672530054570438	0	2	7	4	6	10	9	9	9	11	13	13	12	15	17	15	19	21	24	25	25	27	31	30	29	31	30	30	31	32	36	38	0	1	5	2	2	8	3	3	3	7	10	6	3	10	14	13	14	17	18	18	0	20	21	22	19	20	21	22	28	28	30	31	1	1	1	1	2	1	1	1	1	1	1	1	3	3	1	1	2	1	2	2	1	1	3	2	2	3	2	2	1	1	2	1
69000	-193.899013095640697	-191.068744021401471	-2.830269074239234	0.000096030442360	0.000006419063317	0.066844046111819	0.521241827211669	-2	1	6	3	6	8	10	9	10	11	13	13	14	16	14	15	18	20	23	25	25	27	30	30	29	29	29	31	32	32	35	36	0	1	2	1	2	5	2	6	6	9	7	5	10	13	10	10	16	17	16	19	0	20	21	22	20	22	21	26	24	25	28	31	1	2	3	3	3	1	4	1	1	1	1	2	1	2	2	1	1	1	4	1	1	1	2	2	2	1	2	1	1	1	2	1
69500	-162.253454054754258	-159.618402164877352	-2.635051889876892	0.000087094104407	0.000006746407093	0.077461122524654	0.639864241692465	-1	2	6	3	8	9	10	10	10	11	12	11	13	14	15	15	18	20	24	26	26	28	30	29	30	30	29	30	31	33	35	38	0	1	2	2	3	5	5	6	3	7	7	8	10	10	13	13	16	17	18	19	0	20	21	19	22	22	21	20	26	28	30	31	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	2	2	1	1	1	2	1	2	1	3
70000	-163.102334920097888	-159.569395555900513	-3.532939364197375	0.000084595206386	0.000003560959993	0.042094110825780	0.729483987211377	0	3	6	4	7	8	10	10	9	11	12	12	14	15	16	16	18	19	23	25	26	27	29	31	30	30	29	32	31	33	35	37	0	1	2	2	2	5	5	6	5	5	7	8	10	13	13	13	16	17	18	19	0	20	21	26	22	22	21	25	20	26	30	30	1	2	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	2	2	1	2	2	1	2
70500	-197.082207706162535	-194.490099061123175	-2.592108645039374	0.000100799366405	0.000008077371899	0.080133161413869	0.419047059567371	-1	3	5	4	8	9	10	9	10	12	12	12	14	16	16	16	17	18	23	26	25	27	29	30	30	27	27	31	32	31	35	37	0	1	2	2	3	3	3	5	3	7	7	9	6	13	13	13	10	16	18	19	0	20	21	22	19	19	21	20	26	26	29	29	1	2	1	1	2	3	3	1	2	1	1	2	2	2	1	1	3	1	2	2	1	1	2	2	3	2	1	2	2	3	1	2
71000	-160.294460266501289	-158.041058061726005	-2.253402204775281	0.000110723912004	0.000011874883844	0.107247690488410	0.827978120121152	-1	1	7	3	6	9	8	8	9	11	12	11	13	15	16	17	19	20	23	25	25	27	30	30	29	30	29	32	29	31	36	38	0	1	5	2	2	8	3	5	3	9	8	9	10	10	13	14	16	17	18	19	0	20	21	20	22	29	21	26	20	24	30	31	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	3	2	1	1	1	1	2	1	2	1
71500	-177.276262171860509	-175.092228564967797	-2.184033606892702	0.000081872910530	0.000009381739533	0.114589056038182	0.654870801552291	0	3	6	4	7	9	9	11	8	12	13	12	14	15	17	16	18	20	25	25	26	28	30	30	29	30	29	30	32	32	37	35	0	1	2	2	2	5	5	6	5	6	7	6	10	11	10	13	16	17	18	18	0	20	21	25	22	22	21	19	28	28	30	30	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	2	4	1	2	2	1	1	1	2	2	1	2	1	1
72000	-163.830461857687141	-162.022936254444971	-1.807525603242160	0.000112739875233	0.000019709362122	0.174821571173330	0.699218837221925	0	2	7	3	6	9	8	11	10	10	12	13	13	15	17	17	19	21	23	25	24	27	30	30	28	30	28	32	31	33	37	37	0	1	2	2	2	3	5	10	7	7	3	11	10	10	14	13	15	17	18	19	0	20	27	22	22	22	21	26	26	24	30	30	1	1	2	1	2	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2
72500	-162.888931830808332	-160.214822618125083	-2.674109212683253	0.000095838616318	0.000007201827044	0.075145357065271	0.739787091539361	-2	2	5	4	7	10	9	10	10	10	11	12	12	14	16	15	17	21	24	26	26	27	31	30	28	30	30	31	31	32	36	38	0	1	2	2	3	5	3	5	5	5	5	6	10	10	14	13	16	17	18	19	0	20	21	22	22	20	21	26	26	26	30	31	1	2	1	1	1	2	2	2	2	1	2	1	1	1	1	2	1	2	1	1	1	1	2	2	1	2	2	1	1	1	2	1
73000	-162.229896323982587	-160.187409812302889	-2.042486511679709	0.000111485048164	0.000014759401415	0.132389066143326	0.795947227856151	0	3	6	1	8	9	9	10	7	12	13	12	14	15	16	17	18	20	22	26	26	27	31	31	29	30	28	31	31	32	37	35	0	1	2	1	3	9	9	6	3	5	5	8	10	10	13	14	16	17	18	19	0	20	21	26	22	20	21	26	26	26	32	26	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	3	1	1	2	1	1	2	1	1	1	1	1	2
73500	-186.379277274817952	-184.768292697710848	-1.610984577107103	0.000103070489351	0.000024258331128	0.235356708603534	0.723364813757085	-1	2	6	4	7	8	10	10	8	12	12	12	14	15	16	16	18	21	24	26	25	28	30	29	30	29	30	31	29	31	36	36	0	1	2	2	2	2	6	9	3	7	5	5	10	3	13	14	16	17	18	19	0	20	21	22	22	20	21	26	20	26	26	26	1	1	3	1	3	3	1	1	1	2	2	2	1	4	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	3	3
74000	-160.773600103718991	-158.434854295931757	-2.338745807787229	0.000104428788838	0.000010359139071	0.099198115635416	0.686633515965809	0	2	5	3	7	9	10	11	9	10	13	12	13	15	16	16	19	20	24	25	25	27	30	29	30	30	28	32	31	32	36	37	0	1	2	2	3	3	5	6	5	5	7	7	10	13	13	13	16	16	18	19	0	19	21	20	22	20	21	24	24	20	30	31	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	2	2	1	1	1	2	2	1	2	2	1	1	3	2	1
74500	-170.023740098330876	-168.087312056721316	-1.936428041609568	0.000118346988068	0.000017636149391	0.149020686365099	0.647033697270017	-1	3	6	4	7	9	10	10	10	11	11	12	14	15	15	15	17	21	23	25	25	28	28	30	29	31	29	30	30	32	35	37	0	1	2	2	3	3	3	5	6	6	7	7	10	10	10	13	13	16	17	19	0	20	21	20	22	28	23	22	20	29	30	29	1	2	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	2	3	1	1	1	1	2	1	1	3
75000	-177.743816454729512	-176.317802236193330	-1.426014218536183	0.000081470355496	0.000029559769963	0.362828537854965	0.637506492529296	-2	3	7	4	6	9	9	10	9	11	12	12	13	14	15	15	19	21	24	26	26	27	29	30	29	29	30	31	32	31	35	37	0	1	5	2	2	5	3	9	5	8	5	9	10	10	10	14	16	16	18	19	0	20	21	22	22	22	23	25	26	24	30	31	1	2	1	1	1	2	1	1	2	1	2	2	1	2	2	1	1	3	2	2	1	1	2	2	1	1	1	2	2	1	1	1
75500	-198.679497059207193	-197.194496313632811	-1.485000745574383	0.000083575774085	0.000025542289977	0.305618347617260	0.771906098041239	-1	1	7	3	7	9	9	8	9	11	10	13	14	13	15	17	19	20	25	26	24	28	28	30	28	31	29	30	31	32	35	37	0	1	1	2	4	8	5	5	5	8	5	11	10	10	14	12	16	17	18	18	0	20	21	22	19	24	23	20	20	25	30	31	1	1	4	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	2	2	2	1	2
76000	-164.119889822815566	-162.246821329543536	-1.873068493272022	0.000088553178559	0.000014237797178	0.160782451966263	0.691207983342562	-1	3	5	4	8	8	10	10	10	12	12	11	14	14	15	16	18	20	24	26	24	28	29	30	30	30	29	30	31	33	34	37	0	1	2	2	3	2	5	6	5	7	7	5	10	10	10	13	16	17	18	19	0	20	21	22	22	20	21	20	28	20	30	31	1	3	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	2	3	3	1	3	1	2
76500	-182.049755844647564	-179.283525830805559	-2.766230013842006	0.000110379147961	0.000007734901133	0.070075745969394	0.544377025599561	-2	3	5	4	7	9	9	10	10	10	13	12	12	14	16	14	19	21	24	26	26	27	29	30	28	29	29	32	32	32	36	38	0	1	2	2	3	5	5	6	5	5	5	8	10	13	14	13	13	17	18	19	0	19	21	20	22	25	21	20	26	24	28	31	1	5	1	1	1	1	1	1	1	1	3	1	1	1	1	2	4	1	1	1	1	1	2	2	1	1	2	3	2	1	2	2
