step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75
10500	-214.895128026150161	-223.945971406601501	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.977221847804937	1	2	3	4	7	4	4	6	3	5	7	6	7	6	6	6	6	5	10	9	11	8	8	9	10	7	9	4	14	8	8	15	10	10	7	10	8	10	11	10	10	11	16	13	11	11	13	5	13	12	11	11	14	13	14	13	12	12	13	14	10	13	9	13	12	15	18	17	15	16	17	17	20	18	22	0	1	1	2	14	1	3	48	1	3	14	6	12	4	28	7	2	3	27	37	26	26	12	13	30	10	5	3	61	7	17	59	26	12	7	16	35	20	19	23	5	41	60	39	40	25	57	4	51	11	27	27	57	34	21	42	41	36	45	47	23	20	14	51	22	47	71	70	47	44	43	16	74	62	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-214.511277318858248	-223.562120699309588	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993729690738024	2	4	4	4	7	5	5	6	6	6	5	3	6	8	6	4	5	5	11	8	8	8	9	8	8	7	8	4	12	8	9	15	10	10	8	11	11	9	13	11	10	12	16	12	9	12	13	10	12	12	10	10	14	12	13	10	11	13	13	12	11	13	10	15	12	14	15	17	16	16	19	19	20	21	21	0	1	12	1	3	12	1	2	16	7	28	1	2	10	6	12	12	1	48	15	7	5	5	18	5	3	10	1	57	8	27	65	25	35	17	22	48	13	61	23	38	51	54	56	15	24	40	27	61	63	31	31	60	57	57	11	34	63	42	37	38	57	35	53	45	36	59	45	57	50	69	43	68	72	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-221.626764532826769	-230.677607913278109	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989781754787536	2	4	4	3	6	5	5	6	3	6	6	5	7	8	6	6	5	7	11	5	6	8	9	8	9	7	8	9	9	8	9	12	11	11	9	9	11	10	12	7	11	12	17	12	10	11	11	8	12	12	10	12	12	9	13	12	11	14	12	12	12	13	14	15	13	14	17	17	12	16	14	17	19	20	18	0	9	4	1	17	9	3	7	1	9	17	9	6	17	20	6	2	10	24	9	2	16	48	40	13	6	15	5	21	21	10	45	25	23	11	26	51	31	33	20	51	34	61	37	29	28	38	15	19	47	28	38	13	14	41	51	36	29	35	35	30	41	39	69	33	59	64	70	57	66	55	62	67	70	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-230.332295124451292	-239.383138504902632	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973166003243112	1	4	3	4	7	3	4	6	5	3	3	6	9	5	6	4	5	5	8	9	10	2	9	7	10	7	6	8	13	8	8	15	10	11	9	10	10	11	9	10	11	9	16	12	7	12	13	7	14	13	10	11	13	13	15	12	11	14	12	12	10	12	12	14	14	14	19	11	14	16	19	16	18	20	23	0	1	22	10	18	1	11	2	2	22	1	9	19	11	17	10	10	10	3	45	35	1	19	8	39	8	14	24	52	8	4	50	27	13	24	13	24	61	19	12	21	28	23	38	14	40	38	2	20	62	5	19	37	36	53	13	33	41	68	42	39	45	41	21	62	54	73	16	23	66	69	69	70	67	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-228.467853888176904	-237.518697268628245	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990176555504653	1	3	3	3	7	5	5	6	4	4	7	6	9	8	5	6	6	7	10	9	10	8	9	6	9	7	8	8	11	8	9	15	10	7	7	10	9	10	12	10	12	10	16	10	10	12	12	11	14	10	12	11	14	11	14	13	12	15	11	14	13	13	13	14	10	14	12	16	15	16	17	19	20	13	20	0	1	1	1	15	4	4	6	2	1	24	7	3	11	10	6	9	15	14	14	27	8	27	7	34	6	26	35	40	15	35	39	23	2	10	20	26	25	44	27	54	27	60	35	20	30	29	22	50	30	19	12	47	42	37	44	34	29	17	38	19	52	47	52	14	67	34	29	62	63	32	27	55	59	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-239.785104184778390	-248.835947565229731	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999154183368155	2	3	4	4	8	5	5	5	6	5	7	4	9	7	5	6	6	6	10	9	10	7	6	9	10	8	8	7	14	6	6	8	10	10	9	5	6	10	11	9	8	9	15	12	11	12	11	11	10	13	12	12	15	12	11	13	13	12	8	14	12	13	10	16	13	13	19	15	13	16	11	19	20	22	22	0	1	2	2	30	4	12	1	36	4	6	1	28	23	3	36	6	7	20	28	32	36	15	59	16	36	14	31	69	15	3	9	59	11	26	1	4	7	38	14	6	9	24	21	21	47	37	35	35	38	17	17	57	47	40	39	61	48	11	50	20	55	37	46	61	44	71	46	52	69	5	58	72	73	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-233.527623503259719	-242.578466883711059	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991575588163208	2	4	4	3	4	5	4	7	6	5	7	6	10	7	4	6	5	7	9	8	12	9	8	9	9	8	9	7	14	7	8	13	10	11	9	8	11	10	12	10	12	12	17	11	11	11	9	11	12	12	11	11	13	8	12	12	13	15	9	10	9	13	11	12	14	13	16	15	16	15	12	19	15	20	18	0	1	1	1	4	5	4	3	15	1	9	4	26	5	4	15	2	12	16	28	14	23	15	8	16	16	15	12	33	16	30	60	35	47	5	18	26	23	59	25	13	54	73	28	23	8	11	22	31	60	27	61	35	28	60	60	39	53	54	24	26	52	40	46	44	19	66	32	66	31	48	75	29	72	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-221.814991488052698	-230.865834868504038	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998010496765685	1	2	3	3	6	4	4	7	5	4	7	6	8	8	5	5	6	6	8	8	10	9	9	8	9	7	9	8	13	5	7	14	8	11	9	10	10	11	12	11	10	12	15	8	10	9	12	10	11	10	9	10	14	12	13	12	13	12	11	9	12	9	13	15	13	14	16	17	16	14	17	18	20	17	20	0	1	1	1	16	1	2	6	4	1	18	7	5	8	3	3	2	10	30	15	33	24	31	31	44	15	5	18	61	4	16	55	17	60	11	3	13	20	38	27	33	49	70	31	11	15	41	44	60	22	11	26	47	14	20	45	18	52	37	28	62	44	38	70	46	44	65	43	70	27	43	74	72	61	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-228.866426436390981	-237.917269816842321	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988506232800140	1	3	3	3	7	5	4	6	5	2	7	6	9	7	6	6	7	7	9	4	11	9	7	9	7	8	8	9	13	9	8	13	9	9	9	9	10	10	12	10	10	9	16	10	11	11	13	6	13	11	10	12	15	12	14	10	12	13	11	14	11	11	11	16	15	14	20	17	12	14	17	17	15	20	21	0	10	1	1	10	2	10	10	1	1	6	4	11	16	9	2	3	4	48	3	56	27	15	23	15	16	15	26	33	5	6	44	23	8	20	27	28	30	13	34	27	17	27	22	22	38	28	9	42	35	12	30	70	59	69	25	50	13	42	37	33	35	51	53	21	16	68	43	51	39	53	69	55	72	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-228.546557560626411	-237.597400941077751	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996466276938957	1	3	3	4	7	4	4	6	2	4	6	3	7	8	6	5	6	6	9	9	12	9	9	9	8	7	8	8	14	7	8	9	9	8	10	11	8	10	13	10	12	11	16	12	9	11	12	8	10	10	11	11	10	12	14	13	12	15	13	15	12	12	12	16	14	14	20	15	14	17	19	14	15	20	20	0	9	1	3	16	9	12	6	1	9	6	1	7	30	7	4	7	16	13	16	38	16	14	26	30	16	18	13	21	8	8	8	25	17	4	40	5	15	62	37	40	27	73	14	27	24	52	15	27	19	37	24	31	31	61	62	33	55	62	69	50	34	20	50	63	42	56	40	17	73	64	47	40	65	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-230.719064370275277	-239.769907750726617	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996220389147520	0	3	4	1	6	5	4	7	4	5	7	5	10	6	5	5	3	6	10	7	12	9	8	8	9	4	8	7	11	6	7	15	11	11	8	9	10	11	13	10	10	9	13	12	8	12	12	10	12	11	12	11	14	11	14	10	12	14	10	14	11	12	9	14	11	15	16	18	13	15	17	17	18	13	22	0	4	17	1	12	7	2	5	1	17	7	7	63	10	7	26	1	16	42	9	48	8	26	7	10	17	15	10	31	26	30	58	22	22	30	20	63	20	52	25	25	24	57	27	14	23	65	42	19	36	38	19	41	42	47	24	34	46	36	13	30	56	23	46	23	53	74	71	40	55	58	13	64	65	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-214.982850882915756	-224.033694263367096	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984897191575335	1	3	3	3	7	5	3	7	6	5	6	5	9	6	5	5	6	6	5	8	11	7	9	9	9	7	9	8	13	9	4	14	11	10	10	11	10	10	7	11	9	12	14	13	11	12	11	11	10	8	11	11	13	10	15	12	11	13	13	14	8	13	10	14	14	13	15	17	13	17	19	17	19	21	22	0	1	1	1	14	4	1	19	19	7	16	2	3	1	2	4	19	31	4	5	54	31	28	22	26	10	61	10	37	18	1	59	12	11	30	25	13	8	12	23	28	37	20	40	41	48	35	34	61	16	27	35	49	28	69	49	23	33	51	58	17	30	25	46	58	36	65	55	47	64	68	67	72	71	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-218.240481388279164	-227.291324768730505	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998042749653899	1	2	4	4	7	3	4	5	5	5	5	6	7	6	6	6	6	7	10	9	11	8	7	8	8	7	7	8	13	8	4	13	10	10	10	10	11	9	12	11	9	11	15	13	10	11	11	10	13	12	12	9	13	13	14	12	10	12	13	15	11	12	13	14	14	15	16	17	10	16	18	18	19	18	21	0	1	6	6	31	1	2	2	6	4	4	4	16	9	11	3	3	11	23	25	15	18	3	13	16	14	11	17	40	15	6	69	41	22	18	28	52	26	23	33	13	24	63	50	28	69	41	41	37	48	13	12	37	28	41	20	17	19	39	54	41	42	35	51	39	53	58	63	22	51	54	58	62	60	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-225.358825954445081	-234.409669334896421	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.934794846357941	1	3	3	3	5	4	2	7	5	6	7	6	10	6	5	5	6	7	11	8	12	7	5	6	8	8	9	8	14	9	7	14	6	10	9	10	11	8	10	7	11	8	16	12	11	12	8	9	10	11	11	10	13	12	14	12	10	14	11	14	12	11	14	16	13	14	18	17	15	15	17	18	19	21	21	0	1	1	1	7	1	1	14	4	23	16	23	30	1	2	2	9	9	17	17	47	9	2	16	31	17	38	18	21	40	5	54	7	40	17	42	23	24	48	33	49	6	70	34	22	28	24	40	30	49	8	30	50	23	44	59	38	21	30	21	36	22	65	56	57	61	70	21	51	60	55	68	70	73	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-222.394614064370359	-231.445457444821699	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980684277197992	1	3	3	4	8	5	4	5	5	6	6	6	9	7	6	6	5	6	11	7	10	8	7	7	9	8	8	9	8	9	8	14	8	11	10	10	10	10	8	10	11	12	17	13	10	12	10	10	13	12	11	11	13	12	14	12	12	10	12	14	11	9	14	14	14	13	17	14	15	17	19	16	20	21	18	0	1	1	2	18	4	2	3	3	6	3	17	29	4	9	7	2	2	26	11	30	10	18	16	24	8	10	20	9	12	20	46	24	23	12	62	62	33	15	23	40	34	65	19	20	23	24	10	62	36	62	40	62	58	53	52	30	23	36	56	31	22	52	52	52	26	69	42	55	72	55	20	70	60	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-228.763609087523832	-237.814452467975173	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993079975787634	1	2	4	3	6	4	4	4	5	3	6	5	7	7	5	4	7	6	9	8	11	8	7	8	9	8	9	9	13	6	8	14	10	10	7	10	11	8	13	11	11	11	14	13	9	8	12	11	12	12	12	7	14	10	14	13	13	12	12	9	10	10	12	16	14	12	17	17	16	16	18	19	18	20	20	0	1	2	1	15	10	2	10	8	1	6	4	3	7	6	2	5	6	23	15	19	12	15	5	46	5	7	35	50	4	5	54	60	17	8	35	38	30	59	45	22	36	20	61	24	6	61	16	37	48	40	18	57	25	66	34	34	25	21	14	25	25	36	47	57	24	55	32	23	51	32	70	70	69	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18500	-229.466074973550263	-238.516918354001604	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987341734845167	1	2	2	3	7	4	5	7	3	5	3	6	8	7	3	6	6	7	10	6	12	8	8	5	8	6	7	9	14	8	6	14	9	11	10	11	5	9	10	7	8	10	17	10	12	9	11	8	8	12	11	10	11	12	14	10	12	13	12	15	10	11	13	16	12	14	18	16	15	16	17	18	19	13	22	0	1	1	1	10	1	15	17	3	6	1	9	31	15	2	7	10	4	30	37	44	26	20	2	10	10	7	23	54	16	6	62	17	27	6	30	11	40	49	24	14	46	66	41	51	14	35	5	16	51	26	23	39	19	54	14	52	50	36	54	46	61	19	60	53	52	68	74	74	69	66	68	64	51	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-222.065799558540078	-231.116642938991419	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992363631280072	2	3	3	4	6	5	4	7	6	5	5	4	6	6	5	4	6	6	11	9	6	8	7	8	8	6	8	7	9	9	9	14	10	8	10	11	7	11	10	10	11	11	16	12	10	12	13	8	11	12	11	10	15	12	13	12	11	14	12	12	10	13	13	16	15	14	19	16	13	15	18	16	19	16	20	0	1	1	2	16	7	3	17	11	12	3	1	2	10	16	2	10	4	27	34	11	14	10	18	23	10	5	5	37	23	13	44	34	9	34	20	11	37	5	17	31	31	47	24	21	35	59	23	20	57	5	29	55	41	36	38	26	55	20	40	10	36	52	58	36	60	43	66	49	58	19	40	71	65	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-212.145074542706823	-221.195917923158163	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993837459527971	1	4	3	4	8	5	5	6	5	6	7	6	9	8	6	6	7	7	9	9	10	9	7	9	9	8	8	9	12	8	8	14	10	11	9	11	10	10	13	9	7	12	17	12	11	10	11	11	11	12	8	11	14	12	13	13	11	12	13	15	12	9	13	14	14	15	19	15	10	16	19	18	19	16	23	0	3	1	3	8	3	2	4	2	2	15	7	10	10	6	4	6	10	15	8	51	14	3	11	11	8	15	18	28	17	41	29	24	26	31	27	19	18	50	11	9	36	74	40	23	17	35	8	24	57	9	37	50	37	58	45	33	26	57	63	33	7	35	59	29	47	65	53	25	34	43	70	32	32	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-221.502023000798431	-230.552866381249771	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997400959080679	2	4	4	4	8	3	4	6	5	6	6	6	10	7	5	6	6	7	10	8	12	9	5	9	9	7	8	6	11	9	8	14	9	10	9	10	9	9	12	11	10	10	15	9	11	11	12	7	11	12	12	12	12	11	14	11	10	11	11	10	12	12	13	13	14	14	17	14	12	16	15	15	19	19	22	0	6	1	1	17	1	1	7	3	9	23	9	14	4	7	4	3	11	38	23	33	48	4	18	16	7	15	15	25	12	18	45	18	44	20	31	10	17	34	25	24	44	50	3	22	34	56	28	44	25	13	27	49	19	61	25	26	25	33	27	13	35	45	30	51	58	13	39	25	45	58	39	67	70	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-221.278499781479951	-230.329343161931291	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999275976036771	1	3	4	4	5	2	5	7	6	6	3	6	10	8	6	5	5	6	9	7	9	7	9	7	9	8	8	9	14	8	8	14	8	9	9	10	11	10	12	10	11	12	12	13	10	10	12	11	12	13	10	11	14	10	11	10	10	13	12	14	10	12	13	14	13	14	18	16	16	15	17	18	15	16	21	0	1	2	1	3	1	2	10	17	2	1	16	25	7	16	1	4	4	18	18	20	9	8	16	27	8	17	9	50	12	10	49	11	26	8	31	54	23	13	33	34	46	45	37	35	26	61	38	33	13	33	40	42	20	34	22	20	34	55	42	30	54	39	65	52	57	71	61	37	42	47	66	32	43	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21000	-214.370749446509535	-223.421592826960875	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980076988184514	0	4	2	4	6	4	4	7	3	5	6	6	8	7	5	6	7	5	9	7	12	8	6	8	9	7	9	8	13	6	8	14	11	10	9	10	7	10	12	9	11	10	16	11	12	11	11	10	12	9	12	10	14	10	14	13	11	15	10	14	12	12	14	13	12	14	19	15	15	14	18	16	19	19	21	0	3	1	9	6	1	3	5	3	2	4	10	12	6	3	4	9	9	23	16	54	18	7	4	22	18	28	37	33	10	11	62	42	26	17	20	5	26	33	17	48	30	39	35	36	19	35	35	36	22	46	28	39	30	51	47	25	62	40	65	8	50	45	41	46	38	68	63	51	62	69	63	51	43	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-233.383686634138144	-242.434530014589484	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.967208179395864	1	3	4	3	7	4	4	7	6	5	6	5	8	6	3	5	5	7	11	8	11	9	8	8	9	8	9	9	14	6	6	14	9	10	9	11	10	10	13	8	12	9	13	5	11	4	11	10	13	13	11	11	14	13	9	6	12	13	12	12	9	10	12	14	14	14	18	16	11	12	19	19	20	20	18	0	1	2	1	44	4	4	3	6	6	7	15	18	46	1	3	7	3	37	11	38	12	12	56	8	14	56	8	43	46	12	60	8	35	26	26	22	35	8	10	33	56	51	7	42	1	38	8	21	48	55	56	60	19	31	7	22	8	21	21	13	18	61	54	52	60	64	39	42	42	68	66	71	67	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22000	-229.182814762095688	-238.233658142547029	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984752557006631	0	3	4	2	7	4	5	6	6	5	4	3	8	6	5	5	7	7	8	5	10	9	7	8	10	8	7	8	14	8	8	14	6	9	10	7	11	9	11	8	11	11	17	7	8	10	11	9	11	13	11	11	14	12	15	12	10	14	11	14	11	12	13	14	15	8	19	17	12	16	18	19	20	16	16	0	4	4	1	14	12	11	7	11	1	12	4	36	10	4	2	9	20	7	11	22	24	14	20	34	14	7	20	47	33	44	37	11	40	38	7	46	24	38	11	25	46	32	15	14	10	38	26	33	25	34	35	49	37	63	42	14	35	21	62	25	39	37	59	46	44	71	55	57	64	75	65	72	52	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
