step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98
1	-3251.012945490277616	-3249.550863405758719	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.717298804944166	2	1	1	3	2	4	5	6	6	5	4	6	6	7	7	8	7	7	8	9	7	9	10	9	9	9	9	9	9	10	9	9	10	10	12	9	12	11	11	12	10	12	13	13	11	13	15	13	13	15	15	15	14	17	16	17	17	18	17	21	18	20	20	19	20	22	21	21	21	23	24	21	22	21	23	22	23	23	23	23	24	24	24	25	25	26	26	26	29	28	26	27	31	30	31	33	31	33	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	3	3	2	2	3	3	3	3	4	3	3	4	4	3	4	5	4	4	4	4	4	4	5	4	4	5	5	6	4	6	5	5	6	5	6	6	6	5	6	7	6	6	7	7	7	7	8	8	8	8	9	8	10	9	10	10	9	10	11	10	10	10	11	12	10	11	10	11	11	11	11	11	11	12	12	12	12	12	13	13	13	14	14	13	13	15	15	15	16	15	16
500	-938.350850255968794	-935.795272736546053	-2.555577519422758	0.000010005892922	0.000039366746965	3.934356211098561	0.298701151503351	2	2	1	3	3	4	6	6	6	5	5	7	7	6	7	9	7	7	8	9	8	9	11	9	10	10	9	9	9	11	9	9	11	9	12	9	13	11	12	13	10	11	13	13	11	12	15	13	13	15	16	16	14	17	17	17	18	18	18	18	18	20	19	19	19	22	21	21	19	23	24	21	21	21	23	21	23	24	22	22	25	23	22	24	26	26	26	26	30	28	24	27	31	30	32	34	30	33	3	3	0	3	2	3	6	10	5	1	6	7	10	6	1	10	6	6	1	17	9	9	3	17	24	31	12	15	17	41	17	11	29	15	13	10	24	41	34	24	18	24	36	41	34	31	42	35	23	48	25	39	30	44	33	38	41	36	48	0	18	54	30	23	51	67	0	45	44	61	75	0	0	51	60	39	62	23	63	38	64	66	76	61	10	73	7	20	78	73	65	76	71	81	75	95	82	86	1	1	1	1	1	2	1	1	1	2	1	1	1	2	3	2	1	2	3	1	2	2	6	2	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	2	2	1	3	1	2	1	2	1	2	1	4	2	1	2	3	3	4	4	3	1	5	1	4	5	1	1	1	5	3	4	1	1	1	2	4	4	1	11	2	6	4	1	1	4	12	4	11	10	3	4	3	2	5	2	6	1	5	4
1000	-797.921416313750683	-795.809259865335775	-2.112156448414948	0.000009991743122	0.000026351922447	2.637369888747079	0.435108143813375	3	2	1	3	3	3	5	7	6	5	5	5	5	8	7	7	7	6	8	10	7	10	10	7	9	9	9	8	10	7	9	9	10	10	12	8	13	12	12	13	10	11	11	12	9	14	16	14	14	15	15	13	14	17	16	17	17	17	17	19	18	21	20	19	20	22	21	22	22	23	24	21	21	21	23	22	23	24	24	23	25	25	24	25	26	27	27	27	29	28	26	27	32	30	31	33	30	33	3	3	0	3	2	3	5	13	5	6	6	5	4	6	3	10	7	6	6	14	12	4	1	11	6	18	17	13	36	7	18	8	27	24	22	3	27	26	32	16	18	24	18	26	19	31	33	41	22	44	49	20	28	46	53	53	41	55	47	0	48	57	64	54	60	65	0	59	61	74	41	0	0	54	60	54	56	19	61	60	73	64	34	74	43	72	66	91	68	85	78	66	86	90	78	95	76	76	2	1	1	1	1	2	1	2	2	1	1	1	1	2	3	1	1	1	3	1	1	3	3	1	3	2	1	1	2	2	2	1	1	1	1	3	2	2	2	3	2	3	2	1	1	4	2	2	3	1	1	2	3	1	1	2	2	1	1	1	2	2	1	1	1	1	1	3	2	1	9	1	1	1	3	2	4	10	3	2	3	3	6	3	9	4	5	1	3	1	1	2	3	1	3	1	4	6
1500	-652.432512161836939	-650.390143501256262	-2.042368660580641	0.000010069085409	0.000024688904384	2.451951034401957	0.601077011869624	2	2	0	3	3	3	4	6	5	5	4	6	7	7	7	9	7	7	7	9	8	10	10	10	9	10	9	9	9	10	10	8	11	11	13	8	13	11	12	12	11	13	14	12	11	12	15	13	13	16	14	14	14	16	17	16	17	18	17	22	18	20	19	18	21	22	20	21	22	23	22	20	21	22	24	20	23	23	23	23	25	24	24	25	25	26	25	27	28	28	26	27	31	31	30	32	31	33	3	3	0	1	2	1	1	1	5	2	6	4	9	11	1	15	11	7	1	14	17	8	20	6	17	18	19	7	17	29	18	5	29	29	29	7	23	26	30	33	18	17	15	31	21	34	46	22	30	51	31	25	45	46	42	26	41	43	56	0	51	58	57	52	41	73	0	49	59	62	76	0	0	76	60	59	73	12	61	71	67	60	79	68	72	72	78	66	81	60	70	81	86	90	78	93	88	89	2	1	1	1	1	1	1	2	1	1	1	3	1	1	3	1	1	2	2	1	1	2	1	4	1	1	1	3	2	1	1	2	1	1	2	2	1	1	1	1	2	4	2	1	1	1	1	2	1	1	1	2	2	3	2	3	2	2	1	1	2	1	1	2	4	1	1	5	1	1	1	1	1	1	1	2	1	11	2	1	2	2	1	2	5	3	1	2	2	2	1	1	3	2	4	1	2	3
2000	-715.041341763802393	-712.646665260913551	-2.394676502888868	0.000010151313855	0.000034901705662	3.438146643949609	0.580381823806755	2	0	-1	4	2	3	5	4	6	4	5	7	5	8	6	7	7	7	8	9	7	8	11	9	10	9	9	10	9	11	8	9	11	10	12	8	12	10	11	13	9	13	13	12	11	12	13	13	14	15	15	16	14	15	16	17	17	18	17	20	18	20	20	19	19	21	21	22	21	23	25	20	23	22	24	22	22	23	23	24	24	24	25	26	26	25	26	26	29	28	27	27	32	29	32	33	31	32	3	3	0	1	2	1	10	3	5	2	6	15	8	11	3	1	6	6	4	15	1	13	15	14	17	18	17	3	17	20	18	12	29	8	38	3	25	26	15	23	17	24	23	27	17	12	23	8	25	43	34	51	27	46	33	54	52	51	42	0	46	56	50	42	50	65	0	62	61	55	73	0	0	69	60	25	50	34	31	73	73	33	78	77	72	80	77	79	85	73	68	82	86	71	86	73	80	84	1	1	1	1	1	1	1	2	3	1	1	1	1	1	2	2	2	1	2	1	3	1	3	1	1	1	1	4	1	1	1	1	2	3	1	4	1	1	2	1	1	3	1	1	2	2	1	5	2	1	2	1	2	1	2	1	1	2	2	1	2	2	3	3	2	1	1	1	1	5	1	1	1	1	2	7	3	5	7	1	1	6	1	3	2	1	3	2	1	3	2	1	3	2	3	4	4	4
2500	-685.868804132117248	-683.726737052807493	-2.142067079309770	0.000010319457635	0.000028050773255	2.718241040181950	0.488373088439937	2	2	0	4	3	4	6	6	6	4	5	5	6	7	8	8	6	8	8	10	8	9	11	7	10	9	10	8	8	11	10	9	11	10	13	8	12	11	12	12	11	12	13	14	12	13	14	14	13	16	16	14	14	17	17	17	17	19	16	21	18	21	20	19	21	23	21	21	21	23	25	21	21	21	22	22	24	23	23	22	24	24	24	24	25	27	26	26	30	28	26	27	31	31	31	33	32	34	3	3	0	1	2	1	6	10	5	3	6	6	3	12	8	10	12	24	8	3	9	14	8	12	24	18	26	8	24	14	22	24	29	8	18	11	31	26	13	21	18	7	34	31	33	18	35	33	7	5	47	17	29	47	48	48	32	55	53	0	31	61	45	48	58	58	0	50	61	69	74	0	0	64	60	7	62	73	37	51	67	73	76	75	68	75	78	61	76	73	74	37	73	88	86	91	75	97	1	1	1	1	1	1	1	1	3	2	1	1	4	1	1	3	1	1	1	6	1	1	2	1	2	1	1	1	1	2	1	2	2	1	2	3	1	1	3	2	3	2	1	2	1	2	1	1	4	6	1	2	3	2	1	1	7	1	1	1	3	1	4	1	1	1	1	3	3	1	2	1	1	1	1	8	1	1	6	3	2	1	1	1	2	3	1	4	4	4	2	6	5	2	2	3	3	1
3000	-660.456355279002764	-658.291370035419504	-2.164985243583236	0.000010692051224	0.000029732428148	2.780797390930453	0.613523548763407	2	1	0	4	3	3	6	5	6	5	4	7	6	8	8	9	5	8	8	9	7	8	10	9	9	10	7	9	9	11	9	7	10	9	13	10	13	11	10	12	9	12	13	14	11	13	15	13	12	15	14	15	14	17	17	17	18	18	17	21	18	20	19	19	20	23	21	22	20	22	24	21	23	22	23	23	24	23	23	23	23	25	22	25	26	25	27	26	29	28	25	28	32	31	31	31	32	33	3	3	0	3	2	1	11	3	10	5	6	8	5	27	7	8	6	17	12	14	11	4	8	14	17	34	17	15	17	19	18	13	22	21	42	13	22	26	15	34	18	19	24	31	14	26	22	31	28	43	49	44	35	51	52	53	44	47	37	0	46	55	37	55	47	62	0	61	58	63	72	0	0	62	60	83	66	60	61	63	67	76	52	58	72	58	60	83	71	67	78	77	72	71	86	89	94	94	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	2	2	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	2	1	1	2	2	1	2	2	1	2	3	3	1	1	2	1	2	1	1	1	1	2	1	2	2	1	2	1	5	1	2	1	3	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	4	4	2	2	3	3	2	4	1	2	7	3	3	1	1	1
3500	-606.226545853347488	-604.205920147729671	-2.020625705617773	0.000011024703221	0.000026405032291	2.395078739302457	0.706991986123149	3	2	1	3	3	3	5	6	7	5	4	6	7	6	6	9	7	7	8	8	6	9	9	10	9	9	9	8	9	11	9	10	10	10	12	8	13	11	12	12	11	13	13	10	11	13	14	13	14	16	15	15	15	17	17	15	17	19	17	21	18	19	18	19	20	21	21	21	20	23	25	21	22	22	24	22	24	24	23	24	24	24	24	25	26	23	27	26	30	27	25	26	32	31	30	32	31	33	3	3	0	3	2	3	5	1	5	1	6	5	14	11	1	15	11	12	5	2	5	9	8	21	20	18	9	15	17	17	18	36	20	28	32	8	41	24	28	29	31	17	39	17	33	18	24	45	37	47	37	40	42	31	49	19	51	48	46	0	50	37	33	57	42	62	0	59	50	63	86	0	0	57	60	63	76	60	64	86	67	70	79	77	72	72	71	75	87	73	70	75	86	89	86	92	95	96	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	3	1	1	1	2	2	1	1	1	1	1	1	4	1	4	1	2	2	1	2	3	3	1	3	1	1	2	1	3	2	1	1	2	1	3	1	2	2	1	1	1	1	1	2	1	1	1	1	3	1	1	5	1	2	3	1	1
4000	-543.910300666352896	-541.743003284263864	-2.167297382089042	0.000011629980366	0.000032414353530	2.787137425041379	0.581904521315119	2	1	0	4	3	4	5	5	5	5	5	7	7	7	5	7	7	7	8	8	6	8	10	10	10	9	8	8	9	9	9	10	10	10	13	9	12	11	11	11	11	12	13	13	11	13	15	14	13	15	14	15	14	17	17	17	18	17	17	21	19	19	19	19	21	22	21	22	21	24	23	21	21	22	23	21	22	23	23	24	23	25	24	25	24	25	25	25	29	28	26	27	32	30	28	31	29	34	3	3	0	1	2	1	1	1	5	2	6	11	21	11	1	15	8	6	15	8	7	7	3	17	17	18	2	15	17	4	18	15	12	14	24	19	38	18	7	24	36	24	40	31	21	18	36	46	23	46	30	32	26	48	53	52	36	35	53	0	40	44	48	57	48	67	0	64	61	77	68	0	0	57	60	61	65	60	76	74	67	43	75	60	72	72	60	75	95	67	71	85	95	87	86	89	91	93	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	2	1	1	1	6	2	1	1	3	2	1	3	1	2	1	1	1	1	1	2	2	1	1	1	1	2	2	3	3	1	1	1	2	2	3	1	1	1	4	2	2	1	5	3	2	1	4	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	5	1	2	2	2	2	2	1	5	1	2	3	1	1	1	2	1
4500	-624.583254507549896	-622.532281048047480	-2.050973459502388	0.000012687588053	0.000031396365499	2.474573210196644	0.535218112271591	2	1	0	4	3	5	5	4	6	6	4	7	6	6	8	7	7	8	9	10	7	9	10	8	9	10	10	10	9	10	9	9	9	10	11	10	12	12	11	11	11	13	13	13	12	13	14	13	13	16	15	14	13	17	16	18	15	19	17	22	18	19	20	19	21	22	21	22	19	22	25	21	22	22	24	21	21	23	23	23	24	24	25	24	26	27	26	26	30	28	26	28	32	30	28	33	31	32	3	3	0	1	2	11	11	1	5	7	1	13	4	6	8	8	6	17	16	13	13	10	13	10	17	18	15	15	17	18	18	6	17	22	36	14	20	26	3	25	31	39	25	18	39	31	53	26	24	35	42	27	37	35	44	54	41	55	55	0	31	49	52	29	62	64	0	64	61	63	79	0	0	50	60	30	58	72	61	74	68	60	67	46	67	72	78	82	95	83	62	87	95	78	86	93	87	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	3	2	1	1	1	1	1	2	1	1	3	1	1	1	2	1	1	7	1	1	2	1	3	1	2	1	1	3	2	1	2	1	3	2	1	2	1	1	1	5	3	3	5	1	1	1	1	1	1	1	1	1	2	1	4	1	1	3	1	1	2	2	6	3	4	2	1	1	1	4	1	2	3	1	1	2	3
