"","type","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu.ok","mu1.ok","mu2.ok","merr.pi","time"
"9565120add","seq-0.50-fixedMu",115,0.231481481481481,0.13125,0.608804347826087,0.839239130434783,0.5,1,1,1,0.395925441695113,1047
