step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104
1	-13024.389539768773830	-13022.927457684254477	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.300256436574444	-1	1	1	3	2	4	4	4	6	7	9	7	7	8	9	8	9	8	12	9	11	12	12	12	13	14	14	14	15	15	16	15	17	15	16	16	17	16	16	18	18	18	18	18	18	18	19	19	19	22	20	19	20	19	24	21	22	23	23	24	23	24	24	25	25	26	25	28	26	26	26	27	27	27	27	28	29	28	27	27	28	28	28	29	28	29	28	30	29	30	29	30	30	32	30	31	31	30	32	32	31	33	33	34	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	3	4	4	5	4	4	5	5	5	5	5	7	5	6	7	7	7	7	8	8	8	8	8	9	8	9	8	9	9	9	9	9	10	10	10	10	10	10	10	10	10	10	12	11	10	11	10	13	11	12	12	12	13	12	13	13	13	13	14	13	15	14	14	14	14	14	14	14	15	15	15	14	14	15	15	15	15	15	15	15	16	15	16	15	16	16	17	16	16	16	16	17	17	16	17	17	18
500	-1794.800373175437471	-1791.945355489499661	-2.855017685937866	0.000010028078779	0.000049588169672	4.944932201428140	0.210060638937877	-1	1	0	4	2	3	3	5	7	7	9	7	7	8	9	8	10	8	10	9	10	12	12	12	10	14	13	14	15	16	16	16	17	15	16	13	14	14	13	17	19	19	18	18	19	18	19	19	20	22	21	19	20	19	25	21	21	23	23	25	24	25	25	26	25	25	25	29	25	26	26	27	27	28	27	28	30	29	28	26	28	29	28	30	29	30	27	31	29	30	30	30	31	33	31	31	31	30	32	32	32	34	33	34	0	1	1	7	3	1	5	1	4	8	6	6	4	9	10	4	16	3	14	7	20	14	25	19	0	11	22	0	0	36	21	27	27	27	23	6	6	25	3	36	30	22	32	34	36	16	36	34	46	38	39	31	46	37	36	39	38	39	27	52	18	25	39	37	45	0	29	38	11	61	0	46	53	19	37	0	40	37	38	39	36	0	63	81	36	36	55	39	36	37	36	39	36	46	19	36	36	40	39	36	36	46	36	39	1	1	1	1	2	3	1	3	1	1	3	2	1	1	2	3	1	5	2	3	1	2	1	2	1	3	1	1	1	2	5	2	2	1	3	5	8	2	8	3	3	4	1	1	3	7	4	3	1	4	7	2	2	3	7	4	3	6	5	2	8	13	7	10	5	1	4	12	8	1	1	4	5	11	10	1	10	12	10	6	13	1	2	1	11	13	1	16	13	10	10	11	14	10	10	13	12	8	12	16	15	10	15	16
1000	-1301.282612992872828	-1298.448335505165005	-2.834277487707865	0.000010027498504	0.000048844655896	4.871070873554909	0.221802419348767	-2	0	2	2	2	4	5	4	6	7	9	7	8	8	9	8	10	7	13	9	11	12	12	11	12	13	12	13	13	15	16	16	16	14	16	13	17	14	16	18	19	19	19	18	17	15	20	19	17	22	21	19	21	17	22	19	22	23	23	25	24	24	21	26	26	25	25	29	27	26	27	28	27	27	28	27	30	28	27	27	27	27	28	28	28	29	28	30	30	30	30	30	30	31	30	31	32	30	31	33	32	34	34	35	0	1	2	2	2	2	8	5	7	6	7	8	10	9	10	8	16	8	14	14	14	14	6	14	0	13	14	0	0	28	21	27	34	27	29	25	25	25	36	36	19	31	44	32	46	36	30	33	38	25	46	31	52	36	5	31	49	51	57	57	57	29	40	36	63	0	44	38	41	45	0	63	63	62	46	0	40	46	38	47	37	0	60	51	63	63	71	36	36	55	63	46	35	89	71	36	55	63	17	36	36	63	40	63	1	1	1	1	1	2	1	1	1	1	3	2	1	1	1	2	1	2	3	1	2	2	4	2	1	3	2	1	1	1	3	3	1	1	2	1	2	2	1	2	3	3	1	1	1	2	2	2	1	5	3	1	1	2	6	1	3	1	1	2	1	10	1	12	3	1	3	12	5	4	1	3	4	2	10	1	9	9	9	3	6	1	2	4	3	6	1	10	11	8	4	10	11	1	1	10	6	5	12	16	17	7	12	12
1500	-1101.757029838600147	-1099.837930546173766	-1.919099292426488	0.000010091150174	0.000021541605849	2.134702732364175	0.384444140904762	-1	1	1	3	1	5	5	4	6	6	10	6	7	9	9	8	9	8	11	9	11	13	13	12	12	15	14	14	14	16	16	15	17	13	16	13	18	13	17	18	15	19	17	18	16	16	19	20	19	23	21	20	20	18	21	20	21	23	22	24	22	25	23	25	26	26	25	29	27	26	26	28	27	26	26	29	30	29	27	27	28	28	29	29	29	30	28	30	30	31	30	31	30	32	31	31	32	27	30	33	32	33	33	34	0	1	1	1	1	4	4	2	3	6	17	8	10	9	6	7	7	12	14	2	14	14	19	14	0	3	34	0	0	41	21	34	34	24	29	25	28	25	36	46	23	31	32	32	36	36	34	27	19	34	39	31	24	46	46	38	38	36	52	59	37	38	40	36	63	0	48	38	28	46	0	63	63	29	40	0	46	46	57	53	46	0	98	52	64	64	67	64	46	55	83	98	63	77	83	55	64	64	79	36	36	86	64	64	1	1	1	2	1	1	1	2	2	1	1	1	1	1	3	2	2	1	1	4	2	2	1	2	1	7	1	1	1	1	3	1	1	1	1	1	3	1	1	2	1	1	1	2	2	2	4	3	4	6	3	2	4	1	2	3	5	7	1	1	2	7	2	10	2	1	2	11	7	4	1	2	4	6	6	1	6	8	5	3	6	1	1	4	2	3	1	5	11	6	1	2	4	1	1	7	5	2	2	14	14	2	3	8
2000	-984.480716511909577	-982.273587638227241	-2.207128873682347	0.000010233393039	0.000029648236159	2.897204871030520	0.423070750891806	-2	1	2	3	1	5	5	4	4	7	9	7	8	5	10	7	9	9	10	10	11	11	12	12	12	13	12	11	14	16	16	14	17	15	17	13	18	15	16	18	17	18	19	18	17	17	20	19	19	22	18	19	20	19	23	21	21	22	23	24	22	25	24	24	25	26	25	29	26	23	26	27	27	26	24	29	29	25	27	27	27	27	28	30	28	30	29	31	29	31	29	31	30	31	31	32	31	30	31	33	32	33	33	34	0	1	5	1	1	3	8	4	3	7	16	8	10	9	10	8	16	7	14	18	19	9	22	14	0	22	22	0	0	26	24	27	27	26	29	25	28	29	36	39	36	31	32	32	36	39	7	33	23	57	39	31	40	39	40	46	30	36	61	53	44	38	55	46	63	0	10	38	70	53	0	63	65	38	46	0	78	46	57	43	75	0	50	59	64	75	69	85	36	78	81	98	73	77	91	75	78	64	76	36	40	81	98	75	1	2	1	4	2	2	1	1	1	1	2	1	1	1	2	2	1	2	3	1	1	4	1	4	1	1	1	1	1	2	2	1	2	1	2	1	2	1	2	1	2	1	2	2	2	1	8	1	4	1	1	2	1	1	3	1	2	4	1	2	2	6	1	3	1	1	7	8	1	1	1	2	2	4	4	1	2	4	4	4	2	1	5	4	3	3	1	2	13	5	1	1	2	2	1	5	3	3	1	13	10	3	3	7
2500	-803.515642820434095	-800.953372802650847	-2.562270017783286	0.000010401509783	0.000041145004408	3.955676172706736	0.551333939098240	-1	1	2	3	1	4	5	5	6	7	7	7	8	8	9	8	10	8	12	10	11	12	12	10	13	11	13	14	14	16	17	16	17	15	16	14	16	17	17	17	19	18	19	18	19	19	18	19	19	20	20	20	19	18	22	20	21	23	21	24	23	24	24	24	26	25	25	29	26	25	26	27	28	26	25	27	30	25	26	27	28	28	29	29	28	29	26	30	30	30	29	31	30	33	29	32	31	30	32	33	31	34	33	34	0	1	5	2	1	3	4	2	7	8	8	8	10	9	10	11	16	12	24	16	14	24	24	14	0	24	24	0	0	36	21	27	27	27	29	6	25	35	36	36	38	31	32	32	36	40	40	27	30	32	39	31	40	36	53	43	41	39	34	35	30	57	55	55	63	0	49	57	62	61	0	63	65	75	55	0	55	55	57	57	75	0	64	70	75	74	67	75	55	78	81	98	73	89	81	75	61	64	71	90	86	81	98	75	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	1	3	1	1	1	1	1	2	1	1	1	2	1	2	1	1	3	2	1	2	1	1	1	1	2	3	1	1	3	2	2	2	2	1	2	3	1	1	3	3	3	4	2	2	1	1	1	2	6	1	1	1	1	2	1	1	1	4	2	3	2	2	1	2	1	2	2	1	2	6	5	1	1	1	2	1	4	4	4	3	3	1	3	2	4
3000	-802.642733670080474	-800.511095592696165	-2.131638077384351	0.000010483300854	0.000028199505693	2.689945283922238	0.599713254513631	0	1	2	3	3	4	5	4	6	7	10	7	8	8	9	9	8	8	13	10	12	13	12	12	12	14	14	14	15	15	16	15	16	16	17	15	17	17	16	18	19	18	18	19	19	19	20	18	19	22	20	19	21	20	23	21	20	22	24	24	23	25	24	25	26	26	24	28	27	25	27	27	28	27	25	28	27	28	26	27	28	28	28	29	28	28	29	30	27	31	29	31	29	32	31	31	30	30	31	33	28	34	31	32	0	1	1	3	2	5	4	2	7	7	17	8	10	9	10	17	9	12	14	17	14	14	20	14	0	6	24	0	0	28	24	27	27	27	29	4	28	29	36	30	43	31	32	32	36	40	41	34	48	47	39	31	31	36	46	41	38	36	56	50	40	57	55	63	63	0	56	38	55	50	0	63	65	64	36	0	40	58	62	63	64	0	65	74	75	75	68	86	36	77	81	98	73	77	84	101	78	64	63	90	69	81	81	86	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	2	2	1	2	1	4	1	1	1	1	3	1	1	1	1	4	1	2	1	1	1	1	2	3	3	1	1	1	1	1	2	2	2	3	2	2	2	3	1	1	3	3	1	1	1	1	1	5	2	2	1	2	1	1	2	1	5	4	1	2	2	1	1	1	2	2	1	1	6	3	1	1	1	3	1	2	1	2	3	1	1	3	2	2
3500	-811.227596489494204	-808.969088162673870	-2.258508326820301	0.000010952963384	0.000033314562000	3.041602608644368	0.760898521154244	-1	1	2	4	2	4	3	4	6	6	9	6	7	8	9	8	7	8	10	10	11	13	11	12	14	14	15	12	14	16	17	16	18	14	17	15	14	16	17	18	19	19	17	18	18	17	19	19	19	22	20	20	21	19	23	20	23	23	22	24	23	24	25	24	25	27	25	25	27	26	27	27	27	28	27	28	27	29	28	27	28	28	26	29	29	28	27	29	28	30	29	30	31	33	30	31	32	31	32	30	31	33	33	35	0	1	1	5	2	3	5	2	8	8	16	8	10	9	10	17	2	12	14	18	19	19	11	19	0	24	21	0	0	37	21	34	34	19	29	4	28	29	36	46	37	31	32	43	36	36	30	27	33	45	39	49	48	36	40	38	38	39	45	42	53	57	64	59	36	0	52	57	65	45	0	63	65	77	64	0	59	41	68	83	40	0	63	82	86	75	57	75	77	89	81	86	65	89	71	75	78	86	78	78	85	91	98	81	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	4	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	4	2	2	2	1	1	1	1	5	1	2	1	1	4	1	1	1	1	2	1	2	3	1	1	2	1	1	1	1	1	2	1	1	1	1	1	4	3	1	2	1	1	1	1	1	2	1	4
4000	-603.215776838660304	-601.280360988341954	-1.935415850318338	0.000011973464593	0.000026054312874	2.176004503291875	0.786319136554238	-1	2	1	3	3	4	3	5	6	6	9	8	8	8	8	8	10	9	11	8	12	13	12	13	13	14	14	14	15	15	16	15	17	16	16	16	18	16	17	19	19	18	18	18	17	17	19	19	19	21	21	20	19	20	24	20	22	24	21	25	23	24	25	25	24	26	25	28	26	27	26	26	27	27	26	29	28	26	26	27	28	26	28	30	28	27	29	29	29	30	29	31	30	32	29	30	32	30	33	33	32	33	32	33	0	3	1	3	3	2	3	7	7	5	16	8	10	9	10	9	16	8	14	6	14	19	18	14	0	25	21	0	0	28	22	27	34	27	28	30	28	26	36	46	46	31	32	32	36	36	35	43	45	47	47	42	39	41	40	40	38	39	47	58	59	57	55	46	36	0	61	79	58	72	0	63	65	57	64	0	78	41	62	67	64	0	72	66	75	64	65	86	78	78	72	98	73	77	72	85	89	81	73	90	85	91	92	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	2	3	1	1	1	1	1	4	3	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	1	2	2	3	3	1	2
4500	-860.452387938299580	-858.431870117098015	-2.020517821201586	0.000014094725231	0.000033754013790	2.394797573995660	0.665227184630141	-1	1	1	3	2	5	4	3	6	5	9	6	7	8	9	7	9	8	12	8	12	12	11	10	13	14	13	13	14	15	16	15	14	16	16	16	15	17	17	19	18	18	17	19	17	18	19	19	20	22	19	20	20	19	23	19	22	23	23	23	23	24	25	25	26	26	25	29	26	26	26	26	27	27	27	29	29	27	26	27	27	29	27	27	28	29	27	30	29	30	30	31	29	33	31	30	31	30	31	32	31	33	33	34	0	1	1	1	3	1	2	1	7	7	16	7	10	9	10	9	16	12	24	13	9	24	24	14	0	25	24	0	0	4	21	27	27	27	29	30	6	30	36	46	32	31	32	32	36	36	41	34	43	52	39	31	41	30	40	37	38	39	53	51	57	57	55	55	63	0	50	79	62	60	0	63	65	79	64	0	78	39	61	69	64	0	64	66	75	75	61	75	78	55	81	98	65	77	98	85	89	83	91	90	96	95	98	88	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	6	1	1	1	1	1	1	3	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	2	2	2	2	3	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2
