step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55
15000	-304.820288200949108	-303.126852191596527	-1.693436009352603	0.000131201435540	0.000026970141336	0.205562852452630	0.634489101708458	0	1	1	2	2	5	3	3	4	7	5	4	5	6	6	6	7	8	8	7	8	7	7	7	8	6	8	9	9	8	10	10	10	12	13	12	13	14	14	15	16	15	16	16	15	17	16	18	20	20	21	21	20	23	22	0	1	1	3	3	4	4	4	8	13	8	7	12	4	11	13	7	4	20	9	23	26	15	14	6	6	23	27	23	24	27	21	30	24	33	17	36	36	36	38	37	37	45	38	36	40	39	43	38	37	38	49	43	0	0	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	5	1	3	1	1	1	1	1	1	1	1	1	1	2	2	2	4	2	2	1	2	2	1	1	1	1	2	2	1	2	2	6	5	5	1	2	1	1
15500	-285.720868625206037	-283.992029880809753	-1.728838744396260	0.000091314531846	0.000017803938693	0.194973771784909	0.653060423176708	0	2	1	2	2	5	3	3	3	7	5	4	5	9	6	6	6	8	8	7	8	5	7	6	8	8	10	9	9	10	10	11	11	11	13	11	13	13	14	15	16	17	16	16	17	17	16	18	19	19	23	21	21	23	25	0	1	1	3	3	9	4	4	4	16	7	7	12	9	6	22	7	4	10	6	23	12	15	4	22	16	14	23	18	17	23	28	30	30	34	30	36	36	36	37	37	38	38	40	43	37	39	40	42	40	41	50	50	0	0	1	1	1	1	1	2	1	1	1	1	2	1	1	5	1	1	2	6	1	1	1	1	1	3	2	1	1	2	1	4	2	2	1	1	2	1	2	2	2	2	2	1	3	1	1	3	2	2	2	4	3	1	2	1	1
16000	-278.510414119195502	-276.687714989573351	-1.822699129622130	0.000129908680081	0.000022263379739	0.171377152972020	0.611284163144786	0	2	1	2	2	5	3	3	4	7	5	5	5	9	6	6	6	7	7	7	8	7	8	8	8	7	10	9	10	10	10	10	11	12	13	11	13	14	14	14	16	15	16	16	17	17	16	18	20	17	22	20	21	23	25	0	1	1	3	3	9	4	4	4	16	9	7	7	20	9	13	9	11	16	7	15	13	15	20	19	13	18	21	23	14	23	23	24	24	24	30	36	36	36	37	40	38	40	36	38	43	40	50	42	40	38	50	48	0	0	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	2	2	2	2	1	1	2	2	1	2	1	2	2	3	2	2	1	2	2	1	1	2	1	2	3	2	1	2	1	3	2	6	3	2	1	1
16500	-275.690192265913424	-274.185754245423709	-1.504438020489736	0.000134762564831	0.000039295600074	0.291591363843626	0.577781319261046	0	2	1	2	2	5	3	3	4	7	5	5	5	8	6	6	6	8	8	7	8	7	8	7	8	8	9	9	10	10	10	11	12	10	12	11	13	14	13	15	15	17	16	15	17	17	17	18	20	18	23	21	21	23	25	0	3	1	3	3	9	4	4	3	16	7	7	7	17	13	13	6	6	16	9	15	13	15	17	13	16	23	22	23	14	21	28	30	24	34	34	36	36	36	34	36	41	37	38	43	43	41	38	38	40	45	50	50	0	0	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	3	2	3	1	2	1	1	2	2	1	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	1	1	1	2	3	3	1	4	3	2	1	1
17000	-286.343172415212450	-284.630040916324219	-1.713131498888216	0.000091987158820	0.000018354856021	0.199537155581141	0.536296408669630	-1	0	1	2	2	4	3	3	4	7	5	4	5	9	6	6	7	8	8	6	7	7	8	7	8	8	10	9	9	10	10	11	12	9	13	11	13	14	14	15	13	16	16	16	16	17	15	18	20	19	23	21	21	23	25	0	1	1	3	3	4	4	4	4	16	7	7	12	4	6	13	9	11	22	4	15	16	15	9	22	22	23	23	15	17	23	28	34	18	30	17	36	37	41	36	36	39	39	37	39	43	37	43	42	43	52	43	48	0	0	1	1	2	1	1	2	1	1	1	1	1	1	1	3	2	1	3	3	1	2	1	1	1	1	1	1	2	1	3	2	1	1	2	1	3	2	2	1	1	3	2	2	2	2	2	1	2	2	3	2	2	3	2	1	1
17500	-273.566499587859425	-271.981374932409892	-1.585124655449533	0.000096369078922	0.000023771304372	0.246669415516210	0.699955816598341	0	2	1	2	2	5	3	3	5	7	5	4	5	7	6	6	7	7	8	7	8	7	8	6	8	8	10	8	10	10	10	10	12	11	13	12	13	14	14	15	16	17	16	16	17	16	17	18	20	20	21	20	21	23	25	0	1	1	3	3	4	4	4	4	16	4	7	12	6	11	13	9	7	9	6	15	13	15	6	9	16	23	9	28	24	21	28	34	14	34	34	36	36	36	38	37	38	39	37	38	36	43	43	41	48	44	48	52	0	0	1	1	1	1	1	1	1	1	3	1	3	1	1	1	1	1	2	2	2	1	2	1	2	1	2	1	2	2	2	2	2	1	1	3	2	1	1	2	2	1	1	2	2	2	2	3	1	2	1	2	2	2	1	1	1
18000	-259.010216549734707	-257.551538827307297	-1.458677722427418	0.000098084063101	0.000032148388162	0.327763625865996	0.676062903609296	0	2	1	2	2	4	3	3	5	7	5	4	5	9	6	6	7	8	7	7	5	7	8	8	8	8	10	8	10	9	10	11	12	11	10	12	13	13	14	15	16	17	16	16	17	17	17	18	19	20	23	21	21	23	25	0	1	1	3	3	4	4	4	6	12	6	7	12	17	21	13	9	11	13	6	6	13	21	9	19	13	15	10	23	17	15	27	34	30	30	34	36	36	38	38	39	43	40	37	39	41	43	45	42	48	53	43	40	0	0	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	2	2	2	1	2	3	2	1	3	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	2	2	4	1	1
18500	-281.655245878674179	-279.769242967490129	-1.886002911184044	0.000124631550768	0.000019722982394	0.158250316811733	0.601415679000596	0	2	1	2	2	4	3	3	5	7	5	4	5	8	6	6	7	8	7	7	5	7	8	7	8	8	9	9	10	10	10	11	11	12	13	11	12	14	14	15	16	17	16	16	17	17	17	16	20	17	22	21	21	23	25	0	3	1	3	3	4	4	3	6	12	8	7	8	17	21	11	6	7	13	9	12	13	15	6	19	16	23	23	23	17	23	23	30	24	30	30	36	37	37	34	37	38	38	37	44	43	43	36	45	43	41	50	50	0	0	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	2	2	2	2	1	2	2	3	1	1	1	1	2	2	2	3	1	2	3	1	1	2	1	2	2	2	1	2	1	1	1	3	2	1	3	4	3	1	1
19000	-293.343316222961334	-291.827506382462730	-1.515809840498594	0.000109787653058	0.000031190933796	0.284102382432771	0.542876839077582	-1	2	1	2	2	4	3	3	5	7	5	5	4	7	6	6	7	8	7	7	8	6	8	8	8	8	10	9	9	9	10	11	12	10	12	11	13	14	14	15	16	16	16	16	17	17	17	18	20	20	22	21	21	23	25	0	1	1	3	3	4	4	4	4	13	7	13	7	4	12	13	4	9	13	9	15	13	15	9	19	22	28	14	23	24	23	28	24	30	24	17	36	30	36	36	34	39	37	36	42	40	40	42	42	40	50	50	49	0	0	1	1	1	1	1	2	1	1	1	3	2	1	1	4	1	2	3	3	2	2	2	2	2	2	1	1	1	2	1	1	1	2	2	1	3	1	2	4	3	1	5	2	2	3	1	2	2	2	3	3	2	1	1	1	1
19500	-272.386070159358951	-270.949324844023749	-1.436745315335228	0.000086286629972	0.000030208194273	0.350091251480087	0.735264722038002	0	2	1	2	2	5	3	3	5	7	5	5	4	9	6	6	7	8	8	6	8	7	8	8	8	7	9	9	9	10	10	11	11	11	12	11	12	14	13	15	14	15	15	15	17	16	17	18	19	19	23	20	20	23	25	0	1	1	3	3	7	4	4	8	15	7	13	7	9	12	13	6	11	16	6	26	15	15	9	16	13	23	23	23	14	27	28	30	30	34	17	34	37	36	38	37	38	38	41	39	41	40	43	45	45	48	43	48	0	0	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	3	1	2	1	1	1	1	1	2	1	1	1	3	1	2	2	1	2	1	1	1	2	2	2	2	1	2	3	2	2	1	1
20000	-312.654505951598424	-310.869468475397014	-1.785037476201436	0.000149447559022	0.000026925676405	0.180168057488691	0.593975482879804	0	1	1	2	2	4	3	3	5	7	5	5	4	9	6	6	7	7	8	7	8	5	8	7	8	8	10	9	10	9	10	11	11	12	11	11	12	14	14	15	16	17	16	16	17	17	16	18	19	20	21	21	20	23	24	0	1	1	3	3	4	4	4	8	13	7	13	7	26	9	22	6	11	22	6	22	13	10	4	24	16	28	10	21	24	15	28	17	36	18	18	36	37	37	37	37	44	36	40	37	39	36	47	40	49	48	48	48	0	0	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	2	1	1	3	1	1	2	1	1	1	2	2	2	3	2	4	1	2	3	1	2	2	3	3	1	3	1	4	3	2	2	3	1	3	3	1	1	1
20500	-287.674553542025592	-286.064189290697414	-1.610364251328193	0.000106293531040	0.000025044352641	0.235615021874372	0.675249172691244	0	1	1	2	2	4	3	3	5	6	5	4	5	8	6	6	6	8	8	6	8	7	8	8	8	8	10	9	10	10	10	11	11	11	13	11	13	14	14	15	15	17	16	16	14	16	17	17	18	19	20	21	20	22	25	0	1	1	3	3	7	4	4	4	13	7	7	12	8	12	13	6	11	16	9	15	13	15	9	16	16	21	23	23	24	10	21	17	24	34	17	36	36	37	38	39	41	45	39	34	45	43	44	41	48	38	53	48	0	0	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	2	2	2	1	1	1	2	2	2	2	1	1	2	2	3	2	2	3	2	2	1	2	1	1	1	1	2	2	3	1	1	1	2	2	5	1	3	1	1
21000	-257.232611389845488	-255.437092828790355	-1.795518561055108	0.000106658336185	0.000018946675210	0.177638953384030	0.749836868766287	0	2	1	2	2	4	3	3	4	6	5	4	5	9	6	6	6	8	6	7	7	7	8	8	8	8	9	8	9	10	10	9	12	12	13	12	13	14	14	15	16	17	16	16	16	17	16	18	19	19	23	20	21	23	25	0	1	1	3	3	4	4	4	7	13	8	7	12	9	12	13	11	7	6	6	16	16	15	17	19	22	23	15	28	24	23	23	30	30	34	30	36	36	36	39	36	38	40	38	38	41	38	41	41	48	42	48	50	0	0	1	1	1	1	1	2	1	1	1	1	1	1	1	3	2	1	1	4	2	2	1	1	1	2	2	1	1	2	1	2	1	1	1	2	1	1	1	2	2	1	3	2	1	2	2	1	1	1	1	1	4	2	2	1	1
21500	-268.307202252766274	-266.598551825485174	-1.708650427281111	0.000129756220336	0.000026065093302	0.200877408687917	0.665428310287679	-1	2	1	2	2	4	3	3	5	7	5	5	5	8	6	6	7	7	8	7	8	7	8	7	8	8	9	9	10	10	10	11	12	11	13	12	13	14	14	15	15	17	16	16	17	17	16	18	20	20	22	20	21	23	24	0	3	1	3	3	4	4	4	7	13	7	6	7	17	11	12	6	9	6	9	15	16	15	4	12	22	23	23	28	24	28	28	34	30	34	34	34	36	36	36	34	44	39	37	37	43	40	45	38	48	50	48	50	0	0	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	2	3	1	2	1	2	3	2	1	1	1	1	2	1	2	1	1	2	1	2	2	2	3	3	1	2	2	4	1	1	1	2	2	2	2	1	1	1
22000	-272.234126790346693	-270.565935095185296	-1.668191695161372	0.000118402560953	0.000025318616459	0.213835040856871	0.751364407915345	0	1	1	2	2	5	3	3	4	7	5	5	4	9	6	6	7	7	7	6	8	7	8	8	8	5	10	9	8	10	10	11	11	12	13	12	13	14	14	15	16	16	16	16	17	17	17	18	19	20	23	19	20	23	25	0	1	1	3	3	4	4	4	4	16	9	13	7	18	12	26	6	20	11	4	15	16	19	9	19	13	28	22	13	24	23	28	30	30	36	30	36	37	37	38	39	39	36	39	43	43	36	42	42	48	45	48	48	0	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	2	1	1	3	1	1	1	1	3	2	2	2	1	1	1	2	1	1	1	1	2	2	3	1	1	1	3	2	3	2	3	1	2	1	1
22500	-278.878512884309885	-277.225160098422634	-1.653352785887255	0.000094238423308	0.000020639939279	0.219018300118966	0.618227702030809	0	2	1	2	2	5	3	3	5	7	4	5	4	9	6	6	7	8	8	6	8	6	8	7	8	6	10	9	10	10	10	11	12	9	13	10	12	14	14	15	16	17	16	16	17	17	17	18	19	20	23	21	21	22	25	0	1	1	3	3	4	4	4	7	26	7	13	7	9	13	13	4	7	16	9	15	13	15	6	13	13	21	15	28	34	26	28	34	17	30	24	36	37	37	39	37	41	40	37	41	43	43	44	45	40	53	48	48	0	0	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	3	2	1	2	2	2	2	2	2	1	2	1	1	3	2	1	2	1	2	1	2	2	1	3	1	1	2	1	1	1	2	2	4	2	2	3	1	1
23000	-272.815759429855405	-271.143872917127680	-1.671886512727747	0.000079230229941	0.000016842988332	0.212582853087777	0.592226812538241	-1	0	0	2	2	5	3	3	5	7	5	5	4	9	6	6	7	8	7	7	8	7	7	8	8	7	10	9	10	10	10	11	12	9	11	11	13	14	14	15	15	16	16	16	17	17	17	18	20	20	23	21	21	23	23	0	1	1	3	3	7	4	4	4	13	7	13	4	24	12	13	6	10	16	9	15	13	15	17	13	13	23	23	23	17	26	28	30	24	34	30	36	36	36	37	36	40	40	41	37	43	43	43	37	48	45	50	48	0	0	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	1	2	2	3	2	1	2	1	2	1	2	2	2	2	2	1	1	1	1	1	1	2	4	1	6	1	2	1	1
23500	-308.472650159129103	-306.960731806151102	-1.511918352978000	0.000130605021950	0.000037432895884	0.286611458923326	0.585986907872498	0	2	1	2	2	5	3	3	5	7	5	5	4	8	6	5	6	8	8	7	8	7	8	8	8	8	10	9	10	9	9	11	12	9	11	12	12	14	14	15	16	15	16	16	17	17	17	17	20	19	23	21	21	23	25	0	3	1	3	3	4	4	4	7	13	4	13	7	20	13	13	4	9	12	6	15	12	22	17	10	16	22	19	23	11	22	31	34	24	17	34	35	35	37	39	37	37	40	36	37	43	41	38	48	43	53	42	45	0	0	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	2	3	3	1	1	1	1	2	1	2	1	1	1	2	1	2	3	1	4	1	1	3	2	1	4	2	1	4	2	1	1	2	3	3	2	5	3	1	1
24000	-299.985451873988495	-298.454542656091007	-1.530909217897473	0.000136109754903	0.000037409596417	0.274848753078636	0.596409889048413	0	2	1	2	2	5	3	3	5	7	5	5	4	9	6	5	7	8	7	7	8	7	8	8	8	8	10	7	10	10	10	8	12	12	13	12	10	14	13	15	16	17	16	16	17	17	17	18	20	20	22	18	19	22	24	0	1	1	3	3	4	4	4	4	16	7	13	7	8	16	13	11	9	13	9	15	16	28	17	19	22	23	9	21	17	21	28	17	14	24	37	17	39	37	36	38	43	36	36	41	44	35	40	47	45	42	41	52	0	0	1	1	1	1	1	2	1	1	2	1	1	1	1	3	1	1	1	2	1	2	2	2	1	1	1	1	2	1	2	3	2	1	3	2	3	2	1	1	3	2	2	1	2	2	1	1	4	3	1	2	3	2	1	1	1
24500	-287.196781662405101	-285.482559265749387	-1.714222396655691	0.000101517855322	0.000020223729122	0.199213518230624	0.595830445506570	-1	0	1	2	2	5	3	3	3	6	5	5	3	9	5	6	7	8	7	7	8	7	8	7	8	8	10	9	10	10	10	11	10	12	11	11	13	14	14	15	15	16	16	16	17	17	17	18	20	20	20	21	20	22	24	0	1	1	3	3	9	4	3	4	12	4	13	4	9	7	15	9	17	13	9	15	12	22	4	19	16	23	23	21	24	21	28	24	14	33	30	36	36	36	39	36	39	40	38	42	44	43	43	44	48	44	48	48	0	0	1	1	2	1	1	1	1	1	1	1	2	2	1	5	1	1	3	1	2	3	2	2	1	2	1	2	2	1	2	2	2	2	3	3	1	1	2	3	2	1	2	2	1	2	1	1	1	2	3	2	2	1	2	1	1
25000	-309.077860287351086	-307.397309187572034	-1.680551099779035	0.000120406859597	0.000025249734472	0.209703455077135	0.505168873159131	0	2	1	2	2	5	3	3	4	7	5	5	4	9	6	6	7	5	7	7	8	6	8	8	8	8	10	9	9	10	10	9	12	10	13	12	13	14	14	15	16	17	16	16	17	17	17	18	20	20	23	21	20	23	25	0	1	1	3	3	8	4	4	1	9	9	13	7	7	13	13	9	7	18	9	15	13	15	6	16	16	29	15	15	4	23	23	34	24	34	6	34	37	36	38	38	39	40	36	39	36	43	43	38	48	41	48	40	0	0	1	2	1	1	1	1	1	1	3	1	1	1	1	5	2	2	1	2	2	2	2	2	2	2	1	2	1	3	2	6	2	1	2	1	2	3	2	1	2	1	2	2	1	1	3	3	1	2	4	1	4	3	4	1	1
25500	-288.722601910632875	-286.504147975379453	-2.218453935253394	0.000145065702941	0.000016080306972	0.110848440714078	0.596810574870957	0	2	1	2	2	5	3	3	5	7	5	5	4	8	6	6	7	8	8	7	8	6	8	6	7	8	8	9	10	10	9	11	12	12	12	11	13	14	14	15	16	17	15	15	16	17	17	18	20	20	21	19	20	23	25	0	1	1	3	3	7	4	4	4	9	7	13	7	12	6	13	6	20	9	8	15	13	15	9	11	13	15	15	28	14	23	21	14	36	17	14	34	30	35	39	37	41	38	39	44	36	38	38	42	48	41	48	48	0	0	1	1	1	1	1	2	1	1	2	1	2	1	1	3	1	2	2	1	2	2	2	1	2	1	1	2	2	3	1	2	1	3	2	1	3	2	1	3	2	1	2	1	1	1	1	3	2	1	2	2	3	1	2	1	1
26000	-287.146166827252216	-285.518687127295266	-1.627479699956976	0.000134717847021	0.000030810152101	0.228701339744973	0.631291757363103	0	2	1	2	2	4	3	3	5	6	5	5	4	6	6	5	7	8	8	7	8	7	8	8	8	7	9	9	10	10	10	10	11	12	13	11	13	13	14	15	15	17	16	16	16	16	17	18	20	20	23	21	21	23	22	0	1	1	3	3	7	4	4	4	16	7	13	7	9	11	13	4	14	10	6	15	16	15	6	11	16	23	21	28	24	21	28	30	30	34	30	36	14	36	37	37	40	41	34	39	40	43	37	48	43	50	50	40	0	0	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	6	2	2	1	2	1	2	1	1	1	4	1	3	3	1	4	1	1
26500	-255.257504887977859	-253.432112562218464	-1.825392325759383	0.000123566217937	0.000021102488891	0.170778787628256	0.660533791525412	0	2	1	2	2	5	3	3	4	7	5	5	4	9	6	6	7	8	7	7	7	6	8	8	8	8	10	9	10	10	10	11	12	12	13	11	13	14	14	15	16	17	16	16	17	16	17	18	19	20	23	21	21	23	25	0	1	1	3	3	9	4	4	7	12	7	13	7	20	13	13	6	11	22	9	13	13	12	8	19	22	18	10	24	14	23	28	30	30	30	17	34	37	37	38	38	44	40	38	41	40	43	43	41	48	45	50	48	0	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	1	2	2	2	4	1	2	2	2	1	1	2	1	2	2	2	4	1	1	1	1	2	1	1	2	1	1	1	1	3	2	4	1	2	1	1
27000	-273.696968064415955	-271.870788445652636	-1.826179618763291	0.000124785863655	0.000021289041277	0.170604591361253	0.686544501209999	0	1	1	2	2	5	3	3	5	7	5	5	4	9	6	5	6	8	6	7	8	7	8	8	7	8	10	9	10	10	10	11	12	11	13	12	12	14	14	14	15	17	16	16	17	17	17	18	20	20	23	20	20	23	25	0	1	1	3	3	4	4	4	8	13	7	13	7	15	9	13	4	9	12	11	16	13	15	9	19	22	21	21	23	18	21	28	30	17	17	30	34	37	37	36	37	38	41	38	41	43	43	45	41	48	45	48	48	0	0	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	3	2	2	3	1	1	1	1	1	1	1	2	2	2	3	2	1	2	2	2	2	2	1	2	2	1	1	1	2	2	3	1	2	1	1
27500	-273.403262707742613	-271.790532359333099	-1.612730348409497	0.000079125994503	0.000018565567035	0.234632969251002	0.518693645445311	0	2	1	2	2	5	3	3	5	7	5	5	4	9	6	6	7	7	7	7	8	6	8	8	8	8	9	9	10	10	10	10	10	12	13	12	11	14	14	15	16	17	16	16	17	17	17	18	20	20	23	21	21	23	23	0	3	1	3	3	4	4	4	4	22	4	13	7	6	12	13	8	9	22	6	12	13	15	20	19	22	22	23	21	17	27	28	17	9	34	30	17	36	36	39	36	44	40	39	39	41	41	40	41	48	39	50	43	0	0	1	1	1	1	1	2	1	1	2	1	3	1	1	2	1	2	2	1	1	2	3	2	2	1	1	2	3	1	1	3	1	1	2	4	1	1	2	2	2	1	3	1	1	2	2	1	1	2	2	2	6	1	3	1	1
28000	-303.665986891229181	-302.065218023949285	-1.600768867279883	0.000117360170693	0.000028129989515	0.239689405266509	0.612398565206138	0	2	1	2	2	5	3	3	5	6	5	5	4	7	6	6	5	8	7	6	8	6	8	8	8	7	10	9	10	10	10	10	11	12	12	12	13	14	14	15	15	14	16	16	17	17	16	18	19	20	23	21	20	23	25	0	3	1	3	3	4	4	4	4	13	7	13	7	8	12	13	7	11	9	6	19	13	15	9	19	13	26	23	15	24	19	23	24	18	30	30	17	34	36	36	42	36	42	38	40	40	38	45	38	40	45	50	48	0	0	1	1	1	1	1	2	1	1	2	2	2	1	1	3	1	2	1	3	2	1	1	2	2	2	1	2	2	1	3	2	1	1	2	3	1	2	4	2	2	2	1	2	2	1	1	1	2	1	2	2	4	1	2	1	1
28500	-285.517035853002028	-283.806921784957183	-1.710114068044867	0.000099292164758	0.000019901894397	0.200437712742881	0.618457312911405	0	2	1	2	2	4	3	3	5	6	5	5	5	9	6	6	7	7	8	7	8	7	8	8	8	8	10	9	9	10	8	11	12	9	13	12	13	14	14	14	16	17	16	16	17	16	17	18	20	20	23	20	19	23	25	0	1	1	3	3	4	4	4	4	13	7	6	7	17	12	12	9	13	22	9	15	16	15	9	22	22	31	23	23	24	9	23	30	24	30	34	36	37	36	34	37	41	37	40	38	40	40	43	42	41	45	43	48	0	0	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	2	1	2	2	1	1	2	1	1	2	2	3	2	1	2	1	1	1	2	3	2	1	1	1	1	2	2	1	2	2	3	3	1	1	1
29000	-251.458442493381341	-249.922959026617292	-1.535483466764055	0.000099877753022	0.000027185233834	0.272185076371866	0.687734803764352	0	1	1	2	2	4	3	3	5	7	5	5	5	9	6	6	6	7	8	7	8	7	8	8	8	8	9	9	9	10	10	11	12	11	13	12	13	14	14	15	15	17	16	15	17	17	16	18	19	19	23	21	21	23	23	0	1	1	3	3	4	4	4	4	12	7	6	7	24	13	12	9	9	16	6	15	16	15	17	10	15	21	21	21	24	27	27	34	24	30	34	36	36	36	36	38	39	40	39	38	40	40	40	42	48	45	50	47	0	0	1	1	1	1	1	2	1	1	2	2	2	1	2	1	1	1	1	2	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	3	1	2	1	1	2	2	1	2	2	1	2	2	4	1	1
29500	-284.388717037965876	-282.949914982086796	-1.438802055879093	0.000093524983483	0.000032528388692	0.347804270910160	0.587025634362570	0	2	1	2	2	5	3	3	5	7	5	5	4	9	6	5	7	5	7	7	7	7	8	8	6	5	10	9	9	10	10	11	12	10	11	12	13	14	14	14	16	16	16	16	17	16	15	18	20	20	21	20	20	23	25	0	1	1	3	3	8	4	4	8	26	7	13	7	9	26	13	6	7	11	4	15	13	16	17	18	13	23	23	23	17	23	28	30	14	14	35	36	36	36	36	38	36	40	37	44	39	40	41	41	41	45	48	43	0	0	1	1	1	1	1	1	1	1	2	1	2	1	1	3	1	1	2	2	2	3	1	2	3	1	1	1	2	1	1	2	2	1	2	1	2	1	1	2	2	2	2	3	2	2	1	1	1	2	2	4	2	1	4	1	1
30000	-274.864504532295825	-273.409441658953824	-1.455062873342025	0.000082727233281	0.000027395994858	0.331160535310606	0.578034327553346	0	2	1	2	2	5	3	3	4	7	5	4	5	6	6	6	7	8	7	7	8	6	8	8	8	8	10	9	9	10	10	11	12	12	13	11	13	14	14	14	16	17	15	16	17	17	16	18	20	20	23	21	19	23	24	0	3	1	3	3	9	4	4	4	22	7	7	12	6	12	13	14	7	13	4	15	13	15	17	19	13	23	26	23	17	15	23	30	30	30	30	36	36	36	37	36	39	40	37	39	44	43	43	44	42	50	44	39	0	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	2	3	2	1	2	1	1	3	1	1	1	3	4	2	1	2	2	1	2	3	2	1	2	2	1	2	1	1	1	3	2	2	3	3	3	1	1
30500	-267.844024051047029	-266.343026199071062	-1.500997851975961	0.000088148151642	0.000025911571359	0.293954789485395	0.581182777099611	0	2	1	2	2	5	3	3	5	6	5	4	5	6	6	6	7	7	7	4	8	7	8	7	8	7	9	9	10	10	10	10	12	12	13	11	13	14	14	15	16	16	16	16	17	17	16	18	20	20	23	21	21	23	23	0	1	1	3	3	4	4	4	4	13	4	7	12	9	13	13	14	7	13	4	15	16	15	7	19	16	19	23	27	17	27	28	30	24	34	30	36	37	36	36	39	38	37	39	39	40	39	43	41	48	49	50	49	0	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	3	1	1	1	1	1	3	1	1	2	3	1	1	2	1	2	3	2	2	2	2	2	1	1	2	4	2	1	1	1	1	1
