step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107
1	-7906.614881634259291	-7912.554078853344436	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.883597881474991	0	2	5	7	9	12	13	14	13	14	15	18	18	16	17	18	18	20	18	18	18	19	19	19	20	19	20	19	21	20	21	20	21	21	21	23	21	23	22	22	21	22	22	23	23	23	25	23	25	23	25	24	23	24	23	24	23	23	23	23	23	24	26	25	25	25	24	25	24	24	24	25	25	25	25	25	26	26	26	25	27	26	28	26	27	27	26	27	27	27	28	27	27	28	27	28	29	30	33	36	37	38	39	40	40	43	44	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	5	6	7	7	7	7	8	9	9	8	9	9	9	10	9	9	9	10	10	10	10	10	10	10	11	10	11	10	11	11	11	12	11	12	11	11	11	11	11	12	12	12	13	12	13	12	13	12	12	12	12	12	12	12	12	12	12	12	13	13	13	13	12	13	12	12	12	13	13	13	13	13	13	13	13	13	14	13	14	13	14	14	13	14	14	14	14	14	14	14	14	14	15	15	17	18	19	19	20	20	20	22	22
500	-1597.417411764750341	-1603.356608983835486	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.237897101117960	0	3	5	7	9	9	12	14	11	11	12	15	17	14	14	15	18	21	17	16	17	19	20	19	17	19	17	16	21	20	21	21	20	21	22	23	22	22	22	22	18	22	22	22	24	23	26	23	25	23	25	24	23	23	23	25	24	23	23	23	23	24	26	26	25	25	24	26	23	25	25	24	25	26	25	26	26	27	27	26	28	26	29	26	28	28	26	27	28	28	26	28	28	29	27	28	30	30	34	37	36	39	37	41	40	43	45	0	1	2	3	4	4	6	6	6	6	10	7	14	11	11	7	10	41	16	11	14	14	15	15	12	8	20	8	22	12	28	20	24	12	6	12	6	20	15	25	16	12	17	20	26	16	11	33	8	32	24	6	16	8	12	23	11	12	12	28	28	43	6	54	19	43	15	12	8	25	27	9	19	16	17	19	15	7	41	10	41	6	11	12	41	28	17	6	6	32	25	28	13	16	6	23	11	70	12	25	16	37	0	91	73	73	0	1	2	1	1	2	1	1	3	1	1	1	2	2	1	1	2	5	2	2	2	2	2	4	3	1	2	1	1	1	2	2	3	1	2	8	5	9	4	5	3	2	4	2	3	3	7	10	1	8	1	3	12	5	9	7	3	9	5	7	3	4	1	11	2	4	1	6	10	4	4	6	7	6	9	5	4	9	12	7	10	10	12	13	10	8	6	5	15	10	5	6	10	10	10	13	4	16	2	12	12	14	13	1	9	7	11	1
1000	-1156.195645191640779	-1162.134842410725923	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.254933795105775	-1	3	5	8	9	13	13	14	11	13	15	15	19	17	17	15	18	20	18	15	16	19	20	19	20	20	21	16	21	20	21	20	22	20	19	24	21	23	21	20	19	23	19	23	23	23	24	23	26	24	25	25	23	24	24	24	23	24	23	23	22	24	26	26	25	26	24	26	24	25	22	22	26	24	23	25	27	27	27	24	28	27	28	27	28	28	27	28	28	28	28	28	28	29	26	28	30	30	33	35	38	38	38	40	41	43	45	0	1	2	3	4	9	9	9	3	9	10	7	11	9	10	6	21	12	16	10	10	14	15	10	41	14	26	12	13	16	35	20	22	16	7	31	35	10	15	35	16	18	10	71	39	28	15	10	41	32	14	16	34	41	37	39	24	41	16	18	28	43	12	36	16	48	48	28	33	16	10	35	35	46	13	16	48	16	61	41	16	9	11	35	41	74	56	16	35	66	52	28	18	8	16	66	21	41	35	70	94	35	0	85	95	98	0	1	2	1	1	1	1	1	2	3	2	1	1	2	3	3	1	2	4	2	1	2	2	2	2	1	2	1	1	1	2	2	3	2	2	4	2	1	5	2	1	2	1	2	1	1	3	4	6	4	2	2	7	1	3	2	2	2	3	4	2	2	2	11	1	4	2	1	9	2	6	2	2	3	1	3	4	2	8	4	4	10	9	7	4	6	3	2	12	4	1	2	8	7	10	8	1	11	7	9	6	4	13	1	7	8	7	1
1500	-949.158659380654854	-955.097856599740112	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.452298419177378	-1	1	5	7	9	11	12	13	13	15	16	15	19	17	16	18	17	19	19	18	19	19	18	20	19	20	20	18	21	20	21	20	22	21	18	24	21	22	22	21	21	22	23	21	22	22	24	22	26	22	26	24	23	25	24	24	22	23	24	24	24	24	27	24	25	25	24	24	24	22	23	25	24	26	26	25	27	27	26	24	28	25	28	26	27	28	25	27	28	27	27	27	27	28	28	28	30	31	33	37	37	38	39	40	40	44	44	0	1	2	3	4	5	5	5	6	8	8	7	11	11	8	12	15	16	16	14	14	14	15	11	12	20	13	9	13	12	16	20	23	16	12	42	19	13	15	25	35	28	44	20	15	30	23	23	16	44	29	16	28	35	19	45	24	16	70	28	28	32	6	18	37	50	39	46	48	16	44	37	58	46	29	12	56	25	42	25	16	25	43	55	25	63	56	16	34	66	80	46	30	16	16	43	15	82	25	85	81	98	0	100	85	98	0	1	1	2	1	2	2	2	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	3	1	5	1	1	2	1	1	1	1	2	3	1	2	4	1	2	3	1	4	3	4	1	3	3	2	4	3	2	1	3	1	3	3	2	7	2	2	2	2	2	2	2	1	2	1	2	4	5	1	5	2	3	6	2	3	2	4	1	1	8	5	2	2	3	4	7	4	2	9	4	10	7	4	5	1	2	6	7	1
2000	-804.290563233401713	-810.229760452486971	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.466863709403755	0	2	6	7	9	11	14	13	13	14	15	18	18	16	17	19	17	21	17	19	17	19	17	19	19	19	20	19	22	20	21	21	20	21	19	23	20	23	21	22	21	21	23	22	23	22	25	22	25	24	25	24	23	24	22	24	23	23	23	23	24	25	26	24	25	25	24	26	24	24	25	26	24	26	25	25	26	25	26	26	27	27	29	26	27	28	27	28	26	28	28	27	27	29	28	29	28	30	34	36	37	36	40	40	41	43	45	0	1	2	3	4	5	8	6	6	9	10	19	11	11	11	7	11	28	7	10	14	14	11	17	19	17	20	12	13	12	25	13	23	16	12	18	19	15	24	41	19	28	32	20	24	28	23	23	70	44	29	34	34	19	37	57	39	16	12	42	16	38	53	36	37	43	24	61	48	59	50	65	41	46	29	37	56	59	61	73	73	73	32	76	73	61	77	46	34	66	16	61	55	55	85	43	13	91	16	82	59	59	0	100	99	99	0	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	3	2	2	2	3	1	1	1	1	2	1	1	1	3	1	1	2	2	1	1	2	1	3	1	1	2	1	1	1	1	2	3	2	1	1	2	3	2	4	2	1	2	2	3	1	2	1	2	1	3	1	4	1	1	1	1	1	2	2	2	3	1	1	1	1	1	2	3	1	2	2	1	3	3	2	4	2	4	4	1	3	5	1	7	4	6	6	1	2	6	6	1
2500	-754.346424051513168	-760.285621270598426	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.591921005108918	0	2	5	6	9	11	13	15	13	15	14	17	19	16	17	17	17	20	19	18	18	17	19	19	19	20	18	19	21	20	21	19	21	21	22	23	21	24	21	22	21	22	22	22	23	23	24	22	25	23	25	24	24	24	23	23	23	23	23	23	24	24	26	26	25	26	25	25	25	23	25	25	24	25	25	25	25	25	26	25	27	26	28	27	26	27	27	27	28	27	28	27	27	28	26	28	29	31	33	33	37	37	39	39	41	43	44	0	1	1	1	3	5	6	7	6	9	6	9	11	10	11	9	11	16	16	15	14	14	15	15	12	17	10	7	14	12	18	20	23	16	25	28	16	20	24	25	25	18	20	32	27	28	33	23	70	44	11	34	34	35	19	39	24	40	41	42	28	20	34	36	37	43	57	46	48	41	50	37	59	61	29	37	56	59	36	73	73	78	62	72	73	74	77	68	52	43	73	79	72	76	80	43	77	82	82	82	73	100	0	102	100	105	0	1	1	3	3	3	1	1	1	2	1	2	2	2	1	1	2	1	2	1	1	2	1	1	1	1	2	2	3	2	2	1	1	1	2	1	2	2	4	1	1	2	1	1	1	3	2	2	2	1	1	6	3	1	1	2	1	2	1	1	1	2	3	2	2	2	2	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	2	1	1	2	1	2	2	3	2	1	1	2	1	4	2	2	3	3	6	4	1	1	5	1	1
3000	-775.958741370479743	-781.897938589565001	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.560340520889715	0	2	5	7	9	12	14	15	13	13	15	17	19	15	17	18	18	19	19	17	19	19	19	20	19	17	21	20	22	20	21	20	22	22	21	23	21	23	22	22	22	22	23	24	21	23	24	23	26	22	26	24	24	23	23	24	24	22	23	23	23	24	24	26	26	25	25	24	25	24	23	25	24	25	25	25	25	25	25	25	28	26	29	26	27	28	27	26	24	28	27	27	28	26	26	28	29	29	33	35	38	37	39	41	40	43	43	0	1	2	3	4	5	6	6	6	5	10	9	11	10	10	7	10	12	12	14	17	14	15	17	12	14	13	16	22	19	18	20	23	16	16	28	19	32	24	25	25	28	17	71	15	28	48	23	70	20	29	34	34	35	19	39	39	25	35	42	28	32	34	36	55	43	56	28	48	59	32	12	25	61	15	19	39	25	46	73	85	59	62	55	82	74	77	61	34	20	82	79	76	55	59	43	56	73	82	99	99	99	0	102	102	104	0	1	1	2	1	1	1	1	1	1	2	1	3	2	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	2	1	2	1	3	3	1	2	1	3	3	1	1	2	2	1	1	2	1	1	1	2	2	2	2	1	1	2	1	1	2	3	2	1	3	3	2	4	1	1	1	1	2	3	1	2	1	2	1	5	1	2	2	2	1	2	3	3	2	1	3	3	1	2	3	1	1
3500	-752.542457009662144	-758.481654228747402	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.688101637946690	0	2	4	8	9	11	13	14	13	15	15	18	17	17	18	18	18	20	17	19	19	20	19	19	20	20	20	19	21	20	21	21	21	22	22	24	21	23	22	22	22	22	23	22	23	24	24	23	26	23	25	24	24	24	24	24	23	24	22	24	23	24	25	24	24	25	21	25	24	22	25	23	26	25	26	26	24	25	26	25	27	25	28	26	27	27	26	28	27	28	28	27	27	28	27	28	29	30	34	36	37	38	38	41	40	44	44	0	1	2	3	2	4	6	7	5	6	8	19	11	10	13	19	11	16	9	13	14	14	15	13	19	17	14	16	14	19	18	20	23	19	12	35	12	20	27	25	25	28	10	32	67	28	33	15	59	32	29	34	35	59	16	39	15	59	19	42	28	32	34	16	72	43	13	46	23	25	50	37	70	61	51	72	24	41	61	59	73	41	62	72	78	79	77	92	34	66	81	74	65	55	73	38	87	91	91	99	100	99	0	102	102	104	0	1	1	1	2	3	2	1	1	2	2	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	2	1	1	1	1	3	2	1	1	2	1	1	1	2	3	1	1	2	2	2	3	1	2	1	1	1	3	2	2	1	3	1	3	2	2	2	1	1	2	1	3	1	2	1	2	2	1	1	2	1	2	2	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	3	1	1	2	1	1	1	2	1
4000	-725.244958011994186	-731.184155231079444	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.759311124050649	-1	1	4	8	10	12	14	13	13	14	15	18	17	16	17	18	18	21	19	18	18	19	19	19	21	19	21	20	21	20	19	19	22	20	21	23	21	22	21	21	21	22	22	23	22	23	25	23	25	24	25	24	23	24	23	24	23	22	24	24	23	25	24	25	24	24	25	24	24	24	25	25	24	25	23	24	25	26	26	26	27	26	28	26	26	27	26	26	27	26	28	28	27	27	28	27	30	30	34	35	36	37	40	39	39	43	44	0	1	2	3	4	5	6	6	4	9	9	9	11	10	11	7	13	31	16	13	14	21	15	15	16	17	17	12	13	16	12	20	13	16	19	16	16	20	22	16	12	28	20	32	24	28	33	33	25	38	75	53	34	25	37	45	39	25	41	42	28	44	53	36	37	33	45	61	23	16	43	37	25	61	29	37	39	59	61	73	73	73	62	65	73	74	77	46	63	66	82	46	72	72	73	43	56	78	91	98	99	101	0	102	102	104	0	1	1	2	2	1	1	2	1	3	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	3	1	1	2	1	2	1	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	2	2	1	1	1	1	2	1	1	1	2	1	2	1	2	3	1	3	2	1	1	2	2	1	1	1	2	1	2	1	1	2	1	1	1	2	1	3	1	1	2	2	3	2	2	2	1	1	1	1	1	1	1
4500	-719.864118891811700	-725.803316110896958	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.674382998271454	-1	3	5	8	10	12	14	13	11	14	15	17	18	16	17	18	18	19	19	18	18	19	19	18	19	20	21	19	21	20	20	20	21	22	21	23	21	23	21	21	22	22	23	23	24	23	26	24	25	21	25	23	21	24	24	24	23	24	24	24	21	24	25	24	26	25	23	26	25	24	23	26	25	25	24	25	26	26	24	26	26	26	28	26	28	26	27	26	28	28	28	27	27	27	28	27	29	30	33	36	37	39	38	41	38	43	44	0	1	2	3	4	5	6	6	5	8	10	7	11	11	11	7	11	16	7	11	14	17	15	11	12	11	15	12	22	12	16	17	23	12	12	12	19	20	24	25	35	28	13	32	24	28	33	33	16	20	29	16	16	35	35	39	24	40	41	42	28	50	52	36	35	43	39	79	48	41	50	76	58	46	29	37	56	59	28	59	73	73	62	55	73	46	77	46	63	66	49	46	84	55	82	66	77	91	82	98	99	101	0	102	100	104	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	2	1	2	1	1	1	2	3	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	2	2	1	2	1	1	2	2	1	2	1	1	1	1	3	3	2	2	1	1	1	1	1
