step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47
36500	-142.504022172871487	-141.041940088352618	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.803735945542901	2	4	5	7	9	10	9	8	10	9	10	10	11	12	11	11	11	13	9	12	11	12	13	14	13	11	14	15	13	14	15	16	17	17	17	16	16	17	19	18	17	18	18	19	19	19	21	0	1	2	2	8	4	4	4	3	8	8	19	12	11	5	9	8	13	4	8	8	6	15	20	11	10	21	7	26	21	24	18	24	31	29	24	30	18	25	31	28	36	16	35	33	42	38	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	2
37000	-116.637150209673791	-115.175068125154908	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.877664020096913	2	4	6	6	9	10	9	8	10	9	10	11	8	11	11	12	11	13	11	12	11	12	13	14	14	11	13	15	14	13	15	15	18	16	18	16	17	16	18	17	16	18	19	18	20	21	21	0	1	2	2	13	13	4	4	5	13	13	7	3	6	13	10	7	12	6	11	5	11	15	27	21	7	22	23	26	21	14	18	41	28	25	23	29	29	38	41	29	28	28	38	35	43	42	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
37500	-117.700736105730712	-116.238654021211829	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.966574566460781	2	4	5	7	8	10	8	9	11	8	10	9	11	10	10	11	11	13	11	11	12	11	12	13	14	13	12	13	14	12	15	16	16	16	17	16	16	16	18	16	15	18	17	18	20	19	21	0	1	2	3	4	10	4	5	12	3	8	5	14	7	7	12	15	6	10	11	11	15	22	19	21	23	15	10	23	9	30	29	29	25	34	25	29	29	36	26	18	32	41	35	39	35	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38000	-111.788976241782294	-110.326894157263411	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.914154240438461	2	3	6	7	9	10	9	8	10	9	9	10	8	11	11	11	11	14	10	11	12	12	13	13	13	13	13	15	14	14	14	15	15	16	17	16	16	16	19	19	17	18	18	19	20	21	21	0	1	2	3	4	7	4	3	11	3	13	4	3	5	9	7	8	21	13	7	9	6	17	17	16	12	14	18	9	26	21	21	25	33	34	27	29	29	37	37	33	41	38	35	44	44	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
38500	-123.447005751348300	-121.984923666829417	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.896667118828603	2	4	6	7	8	10	8	8	11	10	9	11	10	11	10	12	12	14	10	11	10	12	12	13	13	12	12	15	14	14	15	14	19	16	15	15	16	16	18	18	16	18	18	19	20	22	20	0	1	1	3	3	11	4	2	7	8	3	6	7	8	5	21	21	17	8	5	7	19	13	9	22	11	12	32	16	16	24	27	37	35	20	11	29	29	38	41	18	25	41	40	39	42	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1
39000	-135.815506293853986	-134.353424209335117	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.907303320854762	1	3	5	7	8	10	9	8	11	10	9	11	9	10	11	11	12	11	11	11	12	12	12	13	14	13	14	15	14	12	14	15	18	16	16	17	17	16	19	19	16	18	16	19	20	18	22	0	1	2	3	3	8	8	3	11	8	4	5	4	5	10	6	19	11	11	13	7	7	6	18	19	20	9	31	30	6	26	24	37	13	31	32	32	27	36	42	24	15	25	33	33	31	39	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1
39500	-112.427090174887297	-110.965008090368414	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.940019711856212	1	3	6	8	8	10	8	8	10	9	8	9	10	11	10	10	11	13	10	10	11	11	12	13	14	13	12	15	13	13	15	15	18	17	17	17	16	14	19	18	15	17	18	18	20	21	20	0	1	2	3	3	5	3	3	7	11	3	11	5	7	7	7	5	16	7	11	6	13	14	22	14	16	6	24	15	13	18	18	35	31	31	32	22	29	28	37	24	31	34	37	35	44	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40000	-111.288990052808018	-109.826907968289134	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.995907146769929	1	3	5	7	7	10	9	8	11	9	9	11	9	12	10	12	12	13	9	12	12	12	12	13	13	11	11	14	13	14	16	15	17	15	17	16	16	15	18	18	16	18	18	18	19	20	20	0	1	2	3	3	4	8	4	4	5	4	7	5	15	13	19	9	16	4	26	26	6	10	12	9	7	10	21	9	16	30	15	28	9	37	38	28	20	35	37	38	41	31	41	37	42	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40500	-141.765142511128857	-140.303060426609989	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.903405295403256	1	3	5	6	9	8	9	7	11	10	10	10	10	11	9	12	10	12	9	10	12	13	12	13	12	12	14	16	12	13	14	15	17	16	17	15	17	17	19	18	15	16	18	18	19	21	21	0	1	2	3	3	4	8	3	13	19	8	19	6	12	8	10	15	11	2	7	12	29	13	21	11	11	11	36	10	25	22	15	32	24	23	21	32	41	28	33	29	18	34	41	40	44	39	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1
41000	-124.468717895595901	-123.006635811077018	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.912519183000770	1	3	5	7	8	10	10	9	11	10	9	9	10	11	11	12	12	14	9	11	11	13	11	13	13	12	12	15	14	13	15	15	18	16	14	13	16	16	18	17	16	18	18	19	20	20	21	0	1	2	3	3	8	11	4	19	8	3	4	19	19	12	23	21	27	5	8	8	20	10	19	15	14	15	22	30	21	16	30	18	32	27	20	28	28	41	28	5	34	28	43	44	33	44	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	2	1	1	1	1
41500	-129.061805149321515	-127.599723064802646	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.953793577871770	-1	4	6	7	9	10	7	8	11	10	9	10	9	12	9	11	12	14	10	11	11	13	11	14	12	12	12	15	14	12	15	16	18	17	17	15	16	17	18	19	16	18	18	19	20	22	21	0	1	2	3	3	13	3	3	19	11	8	4	4	23	4	19	20	16	4	5	6	9	19	14	19	15	10	26	26	15	25	29	31	32	28	25	24	36	22	39	29	34	32	34	42	43	33	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
42000	-105.177054412783988	-103.714972328265105	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.975341161034410	1	3	5	7	8	9	9	7	11	9	9	10	11	12	11	10	12	13	10	11	10	11	10	14	13	13	13	14	13	13	16	15	18	16	17	15	16	17	19	18	15	18	19	18	20	21	20	0	1	2	3	3	5	4	3	6	5	4	11	7	15	11	4	9	13	11	6	11	12	8	27	20	13	16	25	11	20	24	26	37	28	37	25	24	31	34	31	25	38	44	34	33	39	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
42500	-117.251634456400183	-115.789552371881300	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.960212216661880	2	4	6	6	9	10	8	8	10	9	9	11	10	12	10	11	12	14	10	11	11	10	11	12	13	13	14	15	14	13	15	15	18	15	17	16	16	15	18	19	16	17	18	20	20	21	20	0	1	2	2	8	3	4	4	7	7	4	13	10	15	10	6	12	30	7	10	9	10	13	20	12	6	17	21	21	20	30	14	41	15	28	30	29	26	41	32	18	38	36	33	43	44	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
43000	-138.685838664229635	-137.223756579710766	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.853683773503366	1	4	6	7	9	11	8	9	9	10	10	10	10	12	10	12	11	13	9	9	12	13	12	14	13	12	13	12	14	13	15	15	17	15	17	17	16	17	19	18	16	19	18	19	19	22	22	0	1	2	2	3	15	3	7	7	7	4	4	7	13	5	17	5	17	7	7	15	13	13	18	8	8	6	19	13	9	21	27	34	27	24	37	30	31	36	23	31	35	33	36	38	42	42	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1
43500	-129.931373694941783	-128.469291610422914	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.877106544610558	1	3	5	7	9	10	9	8	11	8	9	8	10	11	10	12	10	14	10	11	12	13	11	14	14	12	13	14	13	13	15	15	18	16	18	14	16	16	18	16	17	18	16	20	20	18	21	0	1	2	3	12	10	12	4	7	3	4	3	12	15	10	6	10	9	12	10	23	15	15	20	30	20	15	27	20	19	28	30	40	18	40	21	18	29	38	18	30	38	24	30	28	38	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2
44000	-105.035764397706615	-103.573682313187732	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.940503626246530	0	3	5	6	8	8	10	9	11	9	9	11	10	12	10	12	12	14	10	11	11	12	12	13	13	10	13	14	13	13	14	15	18	16	17	17	16	16	18	18	16	18	18	16	20	20	22	0	1	2	3	4	4	10	6	10	6	4	7	6	20	5	7	15	14	5	26	11	13	20	12	14	5	14	25	23	9	29	29	41	32	32	44	18	31	41	44	28	37	34	16	39	39	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44500	-105.316611313000806	-103.854529228481923	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.977539884771316	1	3	5	7	8	10	9	7	11	10	10	11	11	12	10	11	11	13	10	11	11	12	13	12	13	12	14	16	13	13	14	14	18	15	16	16	17	17	19	18	15	19	18	19	20	20	21	0	1	2	2	8	5	8	3	7	4	5	11	7	6	5	7	11	14	5	7	11	11	21	17	20	10	21	31	17	11	26	21	38	24	27	41	30	34	37	37	30	35	28	38	40	42	37	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45000	-131.535417090609059	-130.073335006090190	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.814532253574369	1	4	5	6	7	10	9	8	10	8	8	10	10	10	10	12	11	13	9	11	11	13	13	12	14	10	13	15	13	13	13	14	17	16	17	16	16	16	17	19	15	18	17	19	20	21	21	0	1	2	2	3	11	8	3	19	5	3	8	11	8	8	14	10	21	4	7	4	20	14	14	31	10	14	22	12	12	24	20	34	32	38	22	31	29	28	36	25	34	41	36	44	44	35	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2
45500	-106.584567276122286	-105.122485191603403	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.997814808607432	1	3	6	8	9	10	10	8	10	9	7	10	9	11	10	12	11	13	11	11	11	12	12	13	13	12	12	14	13	14	14	13	18	17	17	16	17	16	18	18	15	19	18	19	19	21	19	0	1	2	3	4	11	4	3	4	11	3	8	8	10	4	10	5	14	5	6	6	17	20	9	20	12	13	24	14	22	26	21	37	41	38	30	28	25	41	41	28	37	37	36	34	45	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
46000	-117.938832120375835	-116.476750035856952	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.899842109893078	1	3	5	7	8	9	9	7	9	9	9	10	11	11	11	11	12	12	11	11	11	12	12	13	13	13	11	16	13	13	14	15	19	16	18	16	16	15	19	19	16	18	17	20	20	21	21	0	1	2	3	4	8	8	3	4	4	4	10	12	9	7	6	21	5	10	10	7	7	16	14	16	15	7	30	14	20	13	31	36	19	34	29	30	30	43	41	30	34	36	42	35	40	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1
46500	-128.875085226240316	-127.413003141721433	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.857184602255698	1	4	6	7	8	11	9	8	11	10	10	10	11	11	10	12	12	14	9	10	12	13	12	13	13	13	12	15	11	13	15	15	19	17	17	16	15	16	17	19	17	17	18	19	19	21	20	0	1	2	3	3	11	4	3	3	8	19	4	15	7	8	12	15	30	5	3	29	7	12	29	13	14	9	30	19	29	25	26	41	30	38	37	30	24	38	38	38	36	39	34	43	36	44	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
47000	-115.733002772433210	-114.270920687914327	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.879977941076069	0	2	5	7	7	11	10	8	10	9	9	10	10	12	11	11	12	14	10	12	10	13	13	14	13	12	13	15	14	13	15	15	18	16	17	16	16	15	18	18	16	18	18	19	20	22	21	0	1	2	3	3	11	8	3	4	5	4	10	5	12	11	13	19	20	5	16	8	9	15	14	7	15	6	25	27	20	29	24	37	19	32	29	25	30	37	38	29	32	41	38	39	45	39	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2
47500	-121.594676132856137	-120.132594048337253	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.813403610193169	1	3	4	7	7	10	9	9	11	9	8	10	10	11	11	12	11	13	10	11	12	12	11	14	12	13	13	15	13	13	15	15	16	16	17	14	17	16	18	19	16	19	17	19	20	21	19	0	1	2	3	3	7	4	5	19	11	4	11	11	19	7	13	8	13	11	8	9	13	10	22	15	23	23	18	21	16	20	27	28	32	28	23	24	28	34	43	27	35	18	35	39	42	34	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
48000	-134.985362890443355	-133.523280805924486	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.828267305538343	2	4	6	7	8	10	10	5	9	9	9	10	11	12	10	11	12	14	9	12	11	12	13	13	13	12	13	16	13	13	15	15	17	16	17	16	16	16	19	18	16	18	18	19	20	22	22	0	1	2	8	3	3	11	1	4	5	4	5	6	16	9	11	6	27	5	15	15	12	7	11	5	10	11	25	15	16	20	11	41	30	13	31	21	24	33	38	29	31	37	43	43	40	45	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1
48500	-121.954461736317526	-120.492379651798643	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.921447574948303	1	4	6	6	7	11	8	8	11	10	9	9	11	12	10	8	11	12	10	11	11	12	12	13	13	13	14	15	13	13	16	15	17	16	17	16	15	16	18	19	16	18	18	20	19	19	20	0	1	2	2	4	11	3	4	12	16	5	5	15	15	12	3	11	20	11	11	11	12	19	6	11	6	14	23	22	22	29	30	28	9	36	25	27	26	31	39	27	33	35	42	37	34	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
49000	-130.075498484335526	-128.613416399816657	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.963429213853115	2	3	5	6	8	10	9	8	11	10	10	10	9	11	11	9	11	13	11	12	10	11	12	13	14	11	13	14	14	12	14	15	18	17	18	16	16	16	16	18	16	19	18	19	20	20	20	0	1	1	2	4	13	8	4	12	5	5	8	5	13	21	3	12	23	7	7	13	7	17	9	7	5	22	15	9	14	14	29	38	41	25	18	20	25	20	41	28	43	28	35	43	33	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
49500	-131.706472927231687	-130.244390842712818	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.958737983438595	2	4	6	7	9	10	8	9	11	10	8	10	10	11	9	11	12	13	9	11	11	12	13	13	12	11	11	14	13	14	15	15	16	17	17	16	17	15	19	19	16	17	18	19	20	21	22	0	1	1	2	7	5	4	4	15	8	1	15	11	19	11	5	13	22	7	4	5	10	16	6	21	11	5	18	22	23	30	29	29	30	31	21	30	24	37	33	18	32	32	42	40	39	46	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
50000	-126.403389457558148	-124.941307373039265	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.850694496749997	2	4	6	7	8	10	8	8	10	8	9	9	10	11	10	12	12	13	11	11	11	13	12	13	12	13	12	15	13	14	15	15	17	16	17	17	16	17	18	18	14	18	18	19	19	21	21	0	1	1	3	3	4	4	2	12	4	5	5	5	11	5	13	6	23	12	6	12	15	11	23	15	20	12	27	15	13	18	30	37	18	32	22	31	34	30	34	20	36	26	35	36	43	45	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1
50500	-114.470141507886680	-113.008059423367797	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.894637396500920	1	3	5	7	9	9	9	8	9	9	9	11	10	10	10	12	10	13	11	11	11	12	12	12	12	11	13	15	14	13	15	15	18	15	16	16	17	16	17	18	14	19	17	20	19	21	19	0	1	2	3	8	4	4	3	4	4	4	6	7	6	5	12	4	26	7	17	14	14	9	5	17	7	21	25	30	15	12	27	36	27	41	29	34	32	34	35	24	38	31	40	37	47	37	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
51000	-109.620768921609468	-108.158686837090585	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.923507577979236	1	3	6	7	8	10	10	9	11	9	9	10	9	11	11	12	11	13	10	11	11	12	13	14	13	13	13	15	13	13	15	16	18	16	17	16	15	16	18	18	15	19	18	20	19	21	22	0	1	2	3	3	5	11	4	13	4	5	10	4	10	6	20	11	12	10	10	19	19	19	14	15	7	5	27	21	21	26	37	38	27	31	37	16	28	36	34	25	27	35	45	40	45	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
51500	-125.729517028992021	-124.267434944473138	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.979512925157657	2	3	6	7	9	10	9	8	10	9	8	11	10	12	11	11	12	13	10	11	12	12	12	13	13	13	13	15	14	14	15	15	18	17	17	17	17	16	18	17	15	17	18	18	21	21	20	0	1	2	3	4	8	4	4	11	3	3	7	10	6	4	8	15	16	8	19	20	12	9	23	9	16	21	23	23	22	27	29	31	30	41	41	32	17	41	28	18	29	36	37	47	44	33	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
52000	-117.860338772469731	-116.398256687950848	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.979531334598839	2	4	6	8	7	10	9	8	11	6	9	10	10	11	10	11	11	14	10	10	11	12	12	14	13	12	12	14	13	13	14	15	17	16	18	15	16	17	15	17	16	18	19	19	21	20	22	0	1	2	10	2	8	10	10	11	2	5	8	8	11	7	20	11	16	8	8	7	20	21	26	21	13	6	14	17	19	22	25	29	28	33	28	25	36	18	37	24	18	38	37	44	33	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
52500	-133.817310616047195	-132.355228531528326	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.754744354768851	1	3	5	7	9	9	8	7	10	10	9	10	9	11	10	11	11	13	10	12	11	12	11	13	14	12	13	15	13	13	15	16	18	17	16	16	15	16	18	18	16	19	16	18	20	22	20	0	1	2	3	8	8	4	3	4	7	7	7	7	15	7	19	5	19	13	17	15	12	5	10	21	14	20	21	12	21	26	27	28	35	30	28	21	29	35	36	29	33	24	38	43	44	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1
53000	-117.687872239851743	-116.225790155332859	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.980901183788020	1	3	4	7	7	10	9	8	11	9	9	10	11	11	11	10	9	14	10	11	10	12	12	14	13	12	13	15	14	12	15	14	17	15	16	14	16	16	18	18	17	16	17	20	20	21	20	0	1	2	3	3	10	4	4	12	4	5	5	16	16	10	11	4	20	7	16	11	21	11	25	13	16	9	18	23	9	25	30	29	26	29	15	31	32	37	38	38	36	38	39	41	47	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
53500	-112.712178056419745	-111.250095971900862	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.988581162686872	1	3	6	8	8	11	9	8	11	10	10	10	11	11	10	10	12	13	10	10	11	13	11	12	12	12	14	15	13	14	15	14	19	17	17	16	16	17	17	16	16	19	18	19	20	20	21	0	1	2	3	3	7	3	3	16	8	8	7	19	12	7	7	15	21	8	8	8	10	5	13	19	21	13	6	13	29	27	25	34	41	29	32	18	31	28	31	27	43	31	38	42	42	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
54000	-124.943343403850577	-123.481261319331693	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.840545910654591	1	4	4	7	6	9	8	8	11	6	9	8	10	10	11	11	11	13	10	11	10	13	12	13	14	13	13	15	13	12	16	15	18	16	17	16	15	16	18	17	17	18	18	18	19	20	21	0	1	1	5	3	7	5	5	11	3	5	5	6	8	19	21	19	4	8	11	8	16	19	20	26	16	17	27	9	8	25	26	25	29	28	18	18	25	36	36	37	34	31	38	35	34	44	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
54500	-119.860062525093170	-118.397980440574287	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.953251807689739	1	4	6	7	9	9	8	8	11	9	9	10	10	11	11	11	10	13	10	11	10	12	13	13	12	12	14	15	13	14	13	15	17	14	15	16	16	16	19	18	14	18	18	19	21	21	20	0	1	2	3	3	3	3	3	13	7	4	10	10	19	10	10	7	14	10	11	7	17	13	9	13	20	29	27	14	9	15	34	34	26	18	34	27	31	33	33	22	28	37	32	39	39	40	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
55000	-118.997689943864515	-117.535607859345632	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.925049038764805	1	3	5	7	8	9	9	9	11	10	9	10	11	12	11	10	12	13	10	11	11	12	12	13	13	11	13	16	13	14	15	15	17	15	17	16	17	14	18	17	15	18	19	16	20	19	21	0	1	2	3	4	4	3	4	8	4	5	5	11	16	6	5	20	15	7	7	7	12	8	14	23	7	22	38	12	13	27	25	28	25	41	32	32	20	35	34	27	31	36	41	35	35	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
