step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103
1	-1626.774477714342083	-1633.629965665301370	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.364215478070647	0	1	1	3	2	4	6	5	6	5	4	5	6	7	6	7	8	7	7	7	6	7	7	7	8	8	9	9	9	9	9	10	9	9	11	9	9	9	10	9	10	12	11	12	12	11	11	12	11	13	13	14	13	13	13	14	14	14	15	15	15	15	15	17	17	17	17	17	19	18	18	19	18	18	21	22	18	18	18	21	20	21	20	20	21	21	21	22	23	21	22	23	22	22	24	24	25	25	25	26	28	28	31	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	3	3	3	2	3	3	4	3	4	4	4	4	4	3	4	4	4	4	4	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	8	8	8	8	8	9	9	9	9	9	10	9	9	10	9	9	11	11	9	9	9	11	10	11	10	10	11	11	11	11	12	11	11	12	11	11	12	12	13	13	13	13	14	14	16
500	-864.445838251937403	-871.301326202896803	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.288029164666911	-2	0	0	3	2	4	7	4	7	6	5	5	5	7	6	7	7	6	6	7	7	8	7	7	8	9	10	9	8	9	9	10	9	8	12	9	9	8	9	9	10	11	11	12	13	11	12	13	11	14	14	12	12	13	11	15	14	13	16	13	15	15	16	17	16	18	17	17	20	17	17	18	18	19	21	21	17	19	18	21	20	21	20	21	22	22	22	23	23	21	23	24	23	22	25	24	25	26	25	26	29	27	30	0	1	1	1	2	2	19	1	6	6	5	1	4	10	2	6	4	8	11	1	15	11	15	8	15	3	14	17	17	12	8	17	7	11	37	38	12	8	10	25	21	37	26	6	29	39	55	8	36	34	22	26	23	4	15	35	47	26	49	31	43	55	57	57	49	20	60	41	70	37	59	57	15	26	67	31	60	71	57	20	37	59	37	60	77	8	49	73	74	68	0	53	37	53	90	53	8	60	53	53	76	77	60	1	1	1	3	1	2	1	4	1	1	2	2	1	1	3	1	2	1	1	5	1	1	1	2	1	3	2	2	1	3	2	1	1	1	2	1	2	2	2	1	2	1	1	3	2	1	1	3	1	3	3	1	2	6	2	2	1	2	3	2	2	2	2	2	2	6	1	4	2	5	1	3	5	5	2	6	3	1	3	10	5	2	7	3	2	15	6	2	2	1	1	7	10	7	4	6	11	9	8	7	7	5	10
1000	-699.093412742590772	-705.948900693550172	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.516705057137416	0	1	1	2	3	3	4	4	6	5	5	5	6	8	6	8	8	6	6	7	7	7	8	7	9	8	9	9	9	9	9	9	8	9	12	9	8	9	10	9	10	11	11	11	11	12	11	13	12	13	13	14	13	13	12	13	14	14	16	15	16	16	15	16	17	17	17	17	19	18	18	19	17	19	22	20	17	19	18	21	20	21	20	19	21	20	19	23	23	20	22	24	22	23	25	23	25	26	26	27	29	29	31	0	1	1	1	2	3	5	3	6	2	7	8	1	6	6	1	24	7	11	12	10	11	24	1	20	15	17	24	24	20	21	12	18	11	23	24	8	9	27	10	31	9	26	8	24	29	20	35	37	34	34	38	41	44	47	37	49	38	47	53	52	55	56	47	55	37	60	60	62	65	57	57	37	66	76	67	13	63	59	71	87	83	66	73	90	53	57	66	83	77	0	77	6	86	90	84	96	68	96	86	86	94	99	1	1	1	1	1	2	1	1	2	2	1	1	3	1	1	3	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	2	2	1	2	2	1	1	1	2	1	2	3	2	3	1	3	2	2	3	2	1	1	2	1	3	3	1	1	2	1	2	2	3	1	1	1	1	2	3	5	1	1	2	6	3	1	2	1	1	2	1	1	4	3	3	2	2	1	4	9	3	3	3	2	6	3	4	7	3	3
1500	-678.720554177533018	-685.576042128492418	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.549324438492816	-1	1	1	3	3	4	6	4	5	6	5	5	7	7	6	7	8	7	8	8	5	6	8	8	9	7	9	9	9	10	8	10	9	9	10	9	7	9	10	9	10	12	11	12	12	10	10	12	11	13	11	14	13	14	11	14	15	13	13	16	14	13	16	17	17	18	18	18	19	17	18	20	16	18	20	22	18	18	18	21	20	21	20	20	21	21	20	22	23	21	22	24	22	22	24	23	26	26	26	25	29	28	31	0	1	1	3	2	3	5	1	4	4	5	3	8	6	4	6	6	7	7	12	8	11	8	10	6	15	17	10	10	20	1	10	18	22	23	23	8	13	29	20	13	31	26	15	29	29	6	21	47	7	7	15	41	43	13	38	49	37	47	53	15	55	57	57	73	31	60	60	70	59	47	64	47	73	68	67	44	65	64	78	63	74	56	77	77	84	79	74	83	77	0	85	31	84	90	86	94	77	84	94	100	100	102	1	1	1	1	1	1	2	2	1	2	1	3	2	1	1	2	2	1	1	1	1	1	2	1	3	1	1	2	1	1	4	2	1	2	1	1	2	1	1	1	1	3	2	2	2	1	2	4	1	2	3	5	2	2	2	2	2	3	1	2	4	1	1	1	1	6	1	2	1	2	3	2	3	1	1	2	2	1	1	2	3	2	2	2	1	1	2	2	3	2	1	1	6	1	2	2	2	4	3	2	2	1	2
2000	-563.707939553002234	-570.563427503961634	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653363080458072	0	2	2	3	3	4	4	6	6	6	5	5	6	7	7	8	8	7	7	7	7	6	5	8	8	8	10	10	9	10	9	11	9	9	10	9	10	9	10	9	10	11	11	11	13	11	11	13	12	13	13	14	14	13	13	13	13	15	15	15	14	15	15	17	17	17	18	18	18	17	16	18	18	18	21	22	18	19	18	22	20	21	20	20	20	22	22	21	24	20	21	23	23	23	24	25	25	26	25	25	28	29	31	0	1	1	3	2	2	5	23	6	1	7	3	23	6	4	10	10	11	11	12	8	11	4	10	15	3	14	17	10	20	21	27	18	22	23	13	8	26	29	20	21	27	15	41	29	29	36	35	47	34	34	38	31	43	47	4	47	52	49	41	43	55	57	56	55	53	60	60	65	55	59	57	66	65	84	67	53	71	64	71	71	73	56	67	77	84	79	73	83	77	0	85	86	84	90	84	86	92	86	94	100	99	102	1	1	1	1	1	1	1	1	1	3	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	2	2	1	2	1	1	1	2	1	2	1	2	1	1	2	1	2	2	2	2	1	1	5	1	1	1	2	1	1	1	2	3	1	1	1	1	2	1	2	1	1	1	2	1	2	1	3	2	2	3	1	1	1	2	2	2	2	1	2	1	2	2	2	2	2	2	1	2	2	1
2500	-573.729541897143122	-580.585029848102522	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608236541201381	0	1	1	2	2	3	5	5	5	6	3	3	7	7	5	6	8	5	6	6	7	7	7	8	8	8	9	10	8	9	8	11	9	9	12	9	9	9	10	10	10	13	11	11	11	12	10	13	12	13	13	12	11	13	14	14	15	14	15	15	15	14	15	17	17	16	17	18	18	18	16	20	18	17	21	21	17	18	17	22	19	21	20	19	20	21	22	22	21	22	23	22	23	22	24	24	25	25	25	24	28	29	32	0	1	1	3	2	3	5	4	4	4	5	3	8	10	6	9	10	11	7	12	10	11	8	9	12	15	17	3	10	20	21	10	22	22	28	23	13	4	29	25	31	37	26	15	29	39	36	38	47	34	34	38	41	43	47	47	62	52	49	53	43	47	55	59	55	55	60	67	62	55	63	64	66	56	67	67	60	71	59	78	71	73	74	60	77	84	79	73	74	85	0	85	86	86	90	86	94	92	86	94	100	99	93	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	3	1	2	1	2	1	1	1	2	1	4	2	1	1	3	2	2	2	1	1	1	1	2	2	1	1	1	2	2	1	1	2	2	2	2	1	1	1	1	1	1	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	1	1	2	2	3	1	1	1	2	1	1	2	2	2	2	1	2	2	4
3000	-589.469557319012324	-596.325045269971724	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661212486838940	0	1	2	3	2	4	5	4	7	4	4	4	6	8	6	7	8	7	7	7	7	7	7	6	9	7	10	8	10	8	8	10	9	7	10	9	10	9	11	10	10	13	11	13	12	12	11	12	12	12	14	13	13	13	14	14	14	15	15	15	16	15	15	17	16	16	16	18	18	16	19	19	19	18	22	21	18	18	16	20	20	21	21	19	21	22	20	23	23	22	22	23	22	23	24	24	26	25	24	25	29	28	31	0	1	1	3	2	3	11	3	4	1	5	3	8	3	6	6	10	11	11	12	13	11	8	10	26	4	17	24	17	12	21	17	18	11	26	14	13	30	17	30	23	38	26	37	29	29	37	35	23	34	19	43	41	43	49	43	49	52	49	41	54	55	57	57	55	43	53	67	63	55	63	64	66	66	68	68	53	63	49	78	72	73	74	67	77	84	79	73	83	77	0	85	84	86	90	86	86	92	84	94	100	99	97	1	1	1	1	1	1	1	1	2	2	1	1	1	3	1	2	2	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	3	1	1	2	1	1	1	2	2	3	1	2	2	1	1	1	1	1	3	1	1	1	1	1	1	2	1	3	1	2	1	1	1	2	2	2	2	2	1	1	2	2	1	2	2	3	3	1	2	1	1	1	1	1	1	3	1	3	1	2	2	3
3500	-588.262559862723833	-595.118047813683233	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562607924792877	-1	1	1	4	3	3	7	5	5	5	4	5	6	7	7	8	8	7	8	8	4	6	7	8	7	6	7	9	9	9	8	9	9	9	11	9	9	9	11	9	10	11	9	9	13	12	11	12	12	13	13	13	13	13	13	14	14	15	15	15	15	16	16	18	17	16	17	18	18	19	16	19	19	17	22	21	19	19	19	21	18	21	21	20	20	21	21	22	23	21	23	22	23	22	24	24	25	26	25	27	28	27	32	0	1	1	6	2	3	11	1	3	3	5	6	10	8	26	10	27	22	18	12	6	11	13	9	8	4	10	17	8	20	8	12	18	18	21	23	23	26	29	25	31	15	15	15	17	29	37	8	47	34	22	38	41	43	47	36	47	26	47	53	54	55	57	57	55	56	60	60	62	62	57	63	66	56	84	67	67	71	59	71	71	73	73	77	77	84	79	73	83	77	0	85	86	86	90	93	94	92	93	93	100	99	97	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	4	1	1	2	1	1	1	2	1	1	2	2	1	4	1	2	3	2	1	2	1	2	1	5	2	1	2	2	1	2	3	1	1	2	1	2	1	1	2	2	1	2	2	2	2	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	2	2	3	1	1	3
4000	-588.329116758916598	-595.184604709875998	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661046174262875	0	1	1	4	2	5	6	5	6	6	4	5	6	7	6	7	9	7	7	7	6	5	7	7	9	9	7	9	8	10	8	9	8	9	11	8	8	8	10	10	11	12	10	13	11	12	11	12	12	12	13	15	13	12	13	15	15	15	15	13	15	15	15	18	17	17	16	17	19	19	17	20	18	18	20	22	19	19	16	21	19	21	21	19	21	20	22	22	24	22	22	23	23	22	24	25	26	25	24	26	28	28	31	0	1	1	1	2	1	5	3	6	4	5	1	8	1	6	6	14	22	11	4	12	11	13	10	14	15	4	27	14	37	3	24	22	22	6	3	23	15	29	36	21	8	8	31	29	39	36	35	36	7	34	26	31	43	47	26	45	26	47	41	54	55	49	79	62	56	53	60	62	65	63	64	66	66	68	67	67	71	47	71	71	73	56	68	77	84	79	82	83	85	0	85	86	86	90	93	94	92	86	84	97	93	102	1	1	1	2	1	3	2	2	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	3	1	1	2	2	3	1	1	2	1	3	2	3	2	2	1	2	1	2	4	2	3	2	1	1	3	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	2	2	2	1	2	3	1	1	1	3	1	2	1	1	1	1	1	2	1	2	1	2	3	1	2	2
4500	-605.574086588014552	-612.429574538973952	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623821812351666	0	2	1	2	3	5	7	6	6	6	4	4	4	7	6	8	8	8	7	7	6	7	7	8	6	8	9	10	9	9	9	11	10	8	10	9	7	9	11	8	10	11	12	11	12	12	11	13	11	12	13	13	13	13	14	13	14	15	15	15	14	16	13	17	18	18	17	17	19	18	16	20	19	19	21	21	18	18	18	21	20	21	21	19	20	22	22	22	22	22	23	22	23	21	25	25	26	25	25	26	28	28	32	0	1	1	1	2	3	5	12	3	6	5	4	4	10	4	37	14	22	11	8	3	11	13	10	12	15	17	14	17	12	21	24	18	11	23	23	13	15	27	12	37	38	6	9	29	29	35	35	36	34	7	38	31	43	49	26	63	52	47	41	54	55	47	57	62	56	60	60	78	62	59	64	56	66	67	67	60	57	57	57	71	73	74	60	68	84	62	66	56	85	0	85	86	84	90	86	94	92	93	84	100	93	97	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	1	2	2	2	1	2	2	1	2	2	1	2	2	1	5	2	2	2	1	2	1	1	3	3	2	1	1	2	1	2	2	2	1	2	1	1	1	2	1	1	1	1	1	2	2	1	2	2	1	3	2	3	2	1	1	2	2	1	3	2	4	1	1	1	1	1	2	2	2	2	2	2	1	1	5
