step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109
24500	-618.423771430150623	-616.571266297613533	-1.852505132537139	0.000142737892637	0.000023546152251	0.164960767013234	0.497194488983360	0	2	4	5	6	6	7	6	7	7	9	9	10	11	10	10	11	13	10	10	8	11	12	13	12	11	12	12	12	12	11	11	11	13	10	15	15	15	14	13	16	15	16	14	16	18	16	15	18	18	19	20	19	20	19	19	18	21	19	22	21	21	21	20	21	21	24	22	22	23	20	21	24	23	20	26	24	21	23	25	23	24	26	24	23	27	26	24	27	26	27	25	24	27	28	26	29	29	28	27	30	30	29	31	30	32	35	33	38	0	1	2	1	2	3	3	1	6	3	8	7	9	10	11	12	1	21	21	12	4	19	19	8	8	11	19	16	16	19	5	21	35	32	5	12	33	15	31	14	30	35	29	13	30	14	44	33	43	47	45	57	43	49	17	14	24	54	9	36	46	59	8	51	53	24	43	63	28	45	41	29	62	64	17	77	66	1	55	50	72	56	73	57	66	96	67	56	81	88	88	60	59	64	94	67	100	76	96	92	99	78	79	90	94	105	56	88	46	1	1	1	3	3	1	1	2	1	2	1	1	2	2	1	1	5	3	1	1	1	1	1	4	3	1	1	1	1	1	3	1	1	1	2	4	2	2	1	1	2	2	2	2	2	4	1	2	1	1	2	1	2	1	3	4	2	1	4	4	1	1	7	1	1	4	3	1	3	2	2	4	2	1	5	1	3	9	1	4	1	2	1	2	1	1	1	2	1	1	1	2	1	3	1	1	1	2	1	1	1	4	3	2	1	1	9	6	12
25000	-650.318176624222474	-648.636107480072269	-1.682069144150166	0.000150930664109	0.000031575752878	0.209207009484256	0.418087378016524	1	2	5	4	6	6	8	7	7	8	11	10	9	10	10	11	10	13	9	10	9	11	12	12	13	10	11	13	12	13	12	10	13	13	12	15	15	14	15	13	14	14	15	16	16	18	16	14	18	17	19	20	19	20	19	19	21	21	21	22	21	20	21	22	21	22	24	22	22	23	21	22	24	25	21	26	24	22	22	24	24	25	22	23	24	27	26	24	27	25	27	28	26	26	28	26	28	28	28	29	29	29	30	30	31	31	36	32	36	0	1	1	1	3	3	5	6	3	3	1	7	3	4	6	26	8	27	6	6	1	14	12	5	22	21	26	35	17	20	20	7	22	16	27	31	14	32	28	35	31	18	28	42	12	38	25	32	36	28	15	53	22	55	42	6	32	27	39	22	49	1	44	32	22	53	70	45	56	18	42	54	68	62	52	54	62	46	62	6	60	62	49	56	50	87	77	72	96	84	73	93	38	51	93	81	88	81	72	74	77	41	96	57	97	67	72	85	100	1	1	2	2	1	1	1	1	1	2	3	2	2	3	2	1	1	1	1	2	4	1	1	4	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	4	2	1	1	1	2	4	1	4	1	4	5	4	6	4	4	1	9	3	5	5	2	1	3	2	4	4	2	1	3	1	3	1	2	1	8	1	2	2	1	5	1	2	1	1	1	1	2	8	3	1	1	2	2	3	3	3	8	2	5	1	2	6	3	3
25500	-643.747834437701385	-641.940819133688592	-1.807015304012847	0.000103758498071	0.000018151472764	0.174939625199353	0.408450063553691	1	2	4	4	7	6	6	6	7	8	9	7	10	11	10	9	12	13	9	10	10	11	11	14	12	9	10	13	12	12	12	12	13	13	12	16	15	15	14	14	15	13	16	16	17	20	15	15	18	19	17	19	19	19	18	18	19	20	19	19	22	21	21	21	21	21	23	22	23	22	21	23	22	25	23	26	25	24	22	23	24	23	26	24	24	25	25	24	26	25	26	26	26	27	29	27	29	29	26	27	29	29	30	31	31	31	35	35	37	0	1	1	2	6	2	1	1	6	3	9	1	1	21	11	4	15	23	7	12	19	8	12	5	26	7	12	14	15	27	10	8	30	23	23	41	14	32	26	25	34	11	27	28	11	52	42	14	45	4	1	20	40	56	29	29	41	49	30	27	59	53	50	44	41	45	52	39	55	57	50	48	38	57	48	84	53	5	66	1	68	61	52	59	46	61	46	73	68	62	64	52	66	54	62	90	88	88	80	81	52	100	68	92	99	64	73	94	81	1	1	2	1	1	2	2	2	1	2	1	2	4	1	1	3	1	1	2	2	1	3	2	4	2	2	2	1	1	2	1	2	1	1	1	1	2	2	2	2	2	3	2	2	5	1	1	2	1	5	8	4	4	1	3	3	2	1	4	4	2	1	1	2	3	2	3	3	2	2	2	4	3	4	3	1	3	6	1	12	1	1	4	2	3	1	2	1	2	2	1	3	2	3	2	1	3	2	1	1	3	1	3	2	2	7	6	4	4
26000	-622.550781340727099	-620.920937007211023	-1.629844333516023	0.000097351979510	0.000022174792042	0.227779570104162	0.447437267243516	1	2	4	4	6	5	7	7	5	7	10	9	10	11	10	11	11	12	10	10	10	11	11	13	13	11	11	12	12	13	11	12	12	13	13	14	15	16	15	13	15	15	14	14	16	17	13	16	17	17	19	19	19	20	19	20	20	20	19	21	22	22	19	21	21	21	22	22	23	23	22	22	22	25	21	27	25	24	22	24	25	24	26	25	25	26	23	24	27	25	27	27	26	26	28	26	28	27	29	27	29	28	28	30	31	31	35	34	37	0	1	1	1	6	2	9	1	2	2	1	1	1	15	9	3	20	19	9	12	8	20	20	12	18	1	2	20	27	22	8	20	16	20	17	32	23	41	8	4	44	27	27	32	27	27	17	47	19	24	49	41	49	46	50	1	37	12	50	12	52	58	12	40	49	38	66	50	79	47	8	25	59	72	59	75	56	16	34	56	41	87	60	58	43	66	51	29	68	45	85	52	60	51	71	74	39	34	66	54	100	81	81	103	101	103	106	82	108	1	1	1	1	1	2	1	4	1	1	5	4	5	1	2	4	1	1	2	1	1	1	1	2	1	5	5	1	1	1	2	1	1	2	1	1	2	1	4	4	1	2	2	1	2	3	1	2	3	1	1	1	1	2	1	7	3	5	1	5	2	1	4	5	2	2	1	2	1	5	7	5	1	1	1	4	2	7	5	1	4	1	3	2	5	3	3	6	2	4	1	3	2	3	3	1	6	7	4	5	1	1	2	1	1	2	2	5	2
26500	-622.794485615809549	-621.062472970136923	-1.732012645672629	0.000138338202113	0.000026848143272	0.194076132710087	0.544974190809317	0	1	4	3	6	5	7	6	8	7	11	9	10	9	11	9	12	12	8	10	9	11	10	13	11	10	11	12	13	13	12	11	13	13	13	16	14	15	15	12	14	15	14	16	17	18	16	15	18	19	19	19	18	20	19	19	21	20	21	22	21	21	22	20	22	20	23	22	21	23	22	22	22	23	22	24	23	24	23	23	25	24	25	24	24	27	25	23	26	25	27	25	27	26	28	25	29	26	29	28	29	27	29	30	30	28	34	34	37	0	1	4	1	6	1	6	1	3	3	21	1	10	10	6	10	16	22	5	16	10	19	6	10	10	6	10	9	17	8	8	12	12	18	20	14	25	30	29	25	20	16	31	30	28	6	7	33	43	45	24	41	42	45	33	14	16	52	38	42	64	53	66	46	42	25	57	49	55	63	30	62	49	58	52	57	71	66	69	60	68	57	47	73	88	54	47	64	84	56	82	67	65	82	81	58	100	66	96	67	74	73	94	103	86	71	101	106	82	1	1	1	1	1	2	1	3	2	1	1	5	2	1	2	1	1	1	1	1	1	1	3	3	2	3	2	1	1	3	2	1	2	1	1	4	2	1	1	1	2	2	1	1	3	4	3	1	2	1	2	3	1	1	2	5	5	1	2	3	1	1	1	1	3	3	1	2	1	1	5	1	2	2	2	2	1	2	1	1	2	2	5	1	1	3	6	2	1	2	1	1	2	1	2	2	1	3	2	2	3	2	2	1	1	2	3	4	11
27000	-621.096011483972461	-619.476420325560639	-1.619591158411789	0.000128789925683	0.000029857868797	0.231833884824915	0.426771982655364	0	1	4	4	7	5	8	6	8	7	11	9	8	10	11	9	12	13	9	11	9	10	8	12	13	8	11	11	13	11	12	12	12	14	12	16	15	16	15	14	16	14	15	15	16	20	17	15	19	18	18	19	19	19	20	20	21	17	20	21	20	21	21	22	22	21	23	22	23	22	21	23	24	25	22	26	23	24	22	25	24	24	24	23	24	26	25	24	27	27	27	24	26	27	27	27	29	27	30	28	27	29	29	30	31	31	35	36	38	0	1	1	1	6	2	3	1	8	8	12	5	1	13	2	5	11	20	4	3	5	23	1	23	28	1	9	26	17	5	7	9	12	10	15	15	30	44	24	13	32	21	24	25	39	6	24	24	44	36	34	44	40	25	37	40	18	40	58	34	38	56	50	45	53	38	38	36	66	62	52	57	65	70	49	74	56	68	66	37	64	53	36	57	42	69	82	52	86	52	81	75	40	64	72	41	90	73	84	51	52	74	98	98	103	100	99	81	74	1	1	2	2	1	2	2	2	1	1	1	1	4	1	6	1	1	1	3	3	1	1	3	3	1	4	1	2	1	3	2	2	1	3	1	3	2	1	2	3	1	3	2	1	1	7	2	1	3	1	1	2	3	3	2	3	5	1	1	4	2	1	1	3	2	2	4	3	1	1	2	1	1	1	3	1	2	1	1	5	1	2	4	1	5	1	1	2	1	2	2	1	6	2	2	5	1	2	3	4	4	3	1	2	1	2	3	6	8
27500	-681.571368933969097	-680.042916541789964	-1.528452392179139	0.000125826810635	0.000034766589643	0.276305101178957	0.414526308080825	1	2	5	3	6	5	8	7	7	6	11	8	9	11	10	10	9	11	9	10	9	11	12	14	12	8	12	13	13	13	12	10	12	14	12	14	14	15	15	12	14	14	15	15	17	19	16	16	17	18	18	20	19	19	20	20	20	21	18	21	22	21	21	21	20	21	23	22	23	22	21	22	23	24	22	24	23	23	23	22	24	25	25	24	25	26	26	25	27	26	27	27	26	26	27	27	28	28	29	26	27	30	29	31	31	30	34	36	36	0	1	2	1	4	4	6	1	5	6	1	6	10	13	3	21	1	19	9	8	2	7	15	14	11	1	18	22	35	19	32	4	21	19	15	9	11	30	32	6	23	15	14	25	31	17	41	27	37	29	10	54	41	38	50	44	48	34	40	57	34	50	33	40	35	24	71	29	58	42	9	16	66	52	51	67	41	64	56	53	41	29	57	63	51	40	79	63	51	37	39	59	61	79	9	69	29	90	85	74	77	49	69	97	89	61	85	69	45	1	1	2	1	1	1	2	2	1	1	4	1	1	1	3	1	4	1	1	2	4	1	1	2	1	4	1	2	1	1	1	3	2	2	1	4	2	1	3	4	1	2	1	2	3	7	1	2	2	3	4	1	3	2	1	2	2	4	3	1	3	2	4	5	5	3	1	6	1	3	6	5	1	2	2	1	4	1	2	2	5	7	2	2	3	7	3	1	3	5	7	5	2	1	12	2	10	1	2	1	3	7	3	2	2	5	3	7	7
28000	-646.053313069304295	-644.533544206558190	-1.519768862746065	0.000113942282604	0.000032086602407	0.281603998738236	0.370515802738928	0	2	4	2	6	6	8	7	7	6	11	9	10	11	10	11	11	13	9	9	9	12	11	13	13	10	10	11	13	11	11	11	13	13	11	16	15	15	13	14	14	13	16	16	17	20	17	14	18	18	18	19	19	18	17	20	19	20	19	22	21	21	21	21	20	20	22	22	22	23	20	22	23	24	23	26	24	22	21	24	25	25	23	25	24	26	25	25	27	27	26	27	26	27	28	27	29	29	29	28	29	28	29	31	31	31	35	36	37	0	1	2	1	2	2	5	1	1	1	5	1	1	20	1	7	26	21	3	1	10	19	13	11	32	1	12	1	31	1	2	19	23	15	19	29	15	30	19	16	23	16	42	18	15	31	24	19	43	15	13	19	48	24	32	19	47	30	39	58	28	46	36	40	47	41	56	10	71	51	30	57	61	79	79	63	72	16	59	60	29	41	10	64	58	79	61	71	80	81	49	72	84	46	3	45	68	90	50	51	100	52	94	97	78	103	104	14	40	1	1	1	1	2	1	1	3	3	3	2	4	4	2	4	2	1	2	2	5	3	2	1	1	1	3	1	5	1	6	5	1	1	1	1	2	3	2	3	1	2	1	2	1	4	4	3	4	1	4	2	4	2	2	3	6	1	5	3	1	5	1	3	2	2	3	1	8	1	3	5	1	1	1	1	3	1	6	1	1	5	5	7	1	2	3	2	2	1	1	5	2	1	4	13	5	3	1	4	6	1	4	1	1	4	1	2	10	12
28500	-642.882903762848628	-641.170896669241415	-1.712007093607181	0.000122854464831	0.000024555144254	0.199871810015733	0.371951961171469	1	2	5	4	6	6	5	5	7	5	11	8	8	10	10	9	12	10	10	10	10	12	12	13	13	11	12	13	13	13	12	11	12	13	12	15	15	16	15	13	14	14	14	16	17	18	17	15	19	18	17	19	19	18	19	17	21	20	20	20	22	21	22	20	21	22	23	22	22	23	21	21	24	24	23	26	24	24	21	23	25	24	24	24	24	27	24	24	27	26	27	26	27	26	26	27	27	28	27	28	29	29	30	29	31	31	36	34	37	0	1	1	2	4	4	4	1	10	4	12	5	10	13	1	7	32	8	7	1	1	13	21	8	20	12	21	31	26	11	4	9	14	17	18	41	18	24	22	15	23	11	31	6	19	33	31	24	44	36	1	41	39	21	24	1	11	12	45	20	52	64	59	37	58	72	52	46	44	55	38	12	43	68	62	84	61	69	55	57	44	65	61	11	58	60	23	56	85	66	44	56	66	87	39	87	15	90	56	76	83	43	97	95	103	92	44	104	99	1	1	1	1	2	1	1	3	1	1	2	1	1	1	5	2	1	2	2	4	5	2	1	4	1	2	1	1	1	1	4	1	1	1	2	1	2	2	2	2	1	2	1	4	5	3	2	1	2	2	7	3	2	4	3	8	3	7	1	5	2	1	2	3	1	1	2	2	3	2	2	6	6	1	1	2	2	1	1	1	3	1	1	8	1	3	6	3	2	2	6	3	3	1	5	1	7	1	5	1	2	8	2	2	1	3	7	2	5
29000	-665.517699302326264	-663.999815960740762	-1.517883341585493	0.000107648613234	0.000030441649631	0.282787197308022	0.386512067942764	1	2	4	4	6	4	7	6	7	8	11	8	9	9	9	10	11	13	9	10	10	10	12	12	12	10	12	12	12	9	12	11	13	14	13	16	14	15	15	14	16	15	14	14	15	19	16	16	18	18	17	19	20	17	19	19	20	20	19	21	21	20	22	20	22	20	23	22	21	21	21	22	24	24	21	27	24	23	23	23	24	24	23	21	24	25	26	24	27	26	27	27	27	27	28	27	28	29	30	28	30	29	29	31	32	32	34	34	35	0	1	1	2	4	1	3	1	3	8	1	8	1	1	1	4	15	28	3	1	6	6	1	14	13	6	4	16	12	6	16	10	17	15	2	22	13	18	11	23	31	33	25	11	32	21	34	34	51	34	33	33	50	37	35	1	54	22	32	40	24	14	60	51	47	46	59	54	42	56	59	18	22	78	47	85	20	47	69	44	63	71	61	29	46	75	65	66	74	47	68	75	50	81	96	82	49	74	94	96	95	61	97	94	55	77	76	75	54	1	1	2	1	1	2	1	2	2	1	4	1	4	4	3	3	1	1	2	4	3	3	5	2	2	3	4	1	2	2	2	2	1	4	3	3	3	1	1	2	1	1	1	1	2	3	2	1	1	2	2	3	1	2	2	11	2	4	4	4	4	4	1	1	4	1	3	2	4	1	1	4	6	1	4	2	5	2	1	3	1	1	1	6	3	2	3	2	1	5	2	4	3	1	1	2	4	2	2	1	1	5	1	2	5	4	3	5	10
29500	-649.899619701140409	-648.459788003110816	-1.439831698029578	0.000100203961093	0.000034738332571	0.346676241058546	0.422110561571561	0	1	5	4	7	5	8	6	7	6	11	10	9	10	10	11	9	12	9	10	9	10	10	14	10	10	11	11	12	13	12	12	12	13	13	14	14	15	14	13	15	13	15	15	16	19	16	15	18	18	18	19	18	19	20	16	20	19	21	22	20	22	21	21	22	21	21	21	22	22	21	22	23	24	22	26	25	24	21	21	24	24	26	23	24	24	23	23	27	25	28	27	27	27	29	28	25	27	29	28	28	29	27	30	32	31	35	33	36	0	1	1	1	4	2	10	1	3	2	17	19	1	19	10	19	7	22	9	9	1	7	1	23	8	1	17	17	1	21	19	16	14	19	2	20	7	25	32	20	9	4	42	39	37	35	37	40	28	45	29	26	41	41	40	1	27	1	50	29	47	34	56	31	52	44	61	47	4	57	31	58	59	49	53	97	69	14	32	7	54	64	70	72	29	75	64	61	81	74	68	79	52	84	100	69	80	47	92	82	65	71	97	30	95	96	84	94	74	1	1	3	2	2	3	1	3	2	3	1	1	5	1	2	1	1	1	1	2	3	1	4	2	3	6	1	1	6	2	1	1	1	2	5	1	3	3	1	1	3	5	1	1	1	3	1	1	4	1	2	5	1	2	4	8	5	10	1	4	2	4	3	3	2	2	1	2	8	1	4	2	1	4	2	1	2	10	4	4	2	1	2	1	6	1	1	2	1	1	3	4	4	2	1	2	2	6	1	3	2	5	1	8	2	1	7	3	5
30000	-623.580895795093056	-621.812552403339282	-1.768343391753828	0.000082364224122	0.000015182882362	0.184338315868312	0.371472856361781	1	2	4	3	7	5	6	5	7	7	11	9	9	10	9	10	10	13	9	10	10	11	11	14	10	9	11	13	12	13	12	12	12	13	12	14	14	15	15	12	15	15	13	14	16	18	16	15	18	18	18	19	18	18	19	19	21	19	19	20	20	20	22	22	20	21	22	21	21	22	21	22	24	23	21	27	24	24	21	24	23	24	25	25	24	24	25	24	26	25	27	27	24	28	29	27	28	28	29	28	30	30	30	30	31	30	35	34	37	0	1	1	1	4	2	2	1	4	8	10	5	1	7	10	13	7	17	9	9	26	16	1	8	1	1	16	31	21	33	21	9	26	32	11	20	32	43	22	27	19	34	32	29	11	29	11	43	44	42	43	17	33	45	32	22	33	1	24	52	54	59	44	54	23	48	26	37	54	61	59	49	63	46	53	84	52	46	61	67	57	58	71	50	56	66	72	64	51	66	78	59	66	59	91	87	45	45	92	39	74	97	69	99	103	55	61	76	100	1	1	2	1	2	1	2	2	2	1	1	1	3	2	1	1	2	2	2	1	1	1	5	5	4	4	1	1	1	1	1	2	2	1	1	3	1	1	2	1	3	1	1	1	4	4	2	1	2	2	4	4	3	1	3	4	5	11	2	1	1	1	3	2	4	4	6	3	2	1	1	2	1	2	2	1	3	2	1	1	1	3	2	2	2	2	1	1	6	2	1	5	2	5	1	1	5	8	2	6	5	1	3	1	1	6	9	2	5
30500	-679.879073701708307	-678.251159766453156	-1.627913935255161	0.000112798566592	0.000025778023740	0.228531483325088	0.388236957591665	1	2	5	3	6	6	7	3	7	8	12	10	8	8	11	9	11	12	8	10	9	11	10	12	13	10	11	12	12	13	12	11	12	10	13	14	15	15	15	13	15	14	15	16	17	19	15	14	18	18	16	19	18	19	20	18	20	21	19	20	22	20	22	21	21	21	24	22	21	22	22	23	23	23	22	26	25	23	22	25	24	24	24	23	24	24	25	24	25	26	28	28	27	26	29	26	28	29	29	28	29	29	30	30	30	30	34	35	37	0	1	1	1	3	8	2	1	8	6	10	1	6	9	8	9	10	17	7	16	10	9	1	12	6	3	12	14	14	6	23	8	26	14	14	8	20	12	11	5	40	27	13	30	43	19	11	6	35	43	23	47	47	33	37	16	39	1	24	44	47	11	60	38	49	60	48	33	37	62	53	54	65	75	60	73	52	52	39	29	65	13	71	46	58	55	78	69	81	36	39	96	71	61	93	69	79	40	52	66	92	52	91	35	91	60	66	100	108	1	1	2	1	1	2	3	1	2	1	3	5	1	1	2	1	2	1	1	1	1	2	5	1	5	2	1	2	1	3	1	3	1	1	3	6	2	3	1	3	1	2	4	1	1	5	1	4	4	1	3	3	2	3	3	3	3	10	3	2	4	4	1	3	1	1	6	5	2	1	2	2	1	1	1	1	3	2	3	6	2	7	1	2	2	2	1	1	1	8	7	1	3	2	1	3	3	7	4	2	1	5	1	9	1	6	8	3	1
31000	-613.347656303966232	-611.540970469158538	-1.806685834807745	0.000123340645113	0.000021586576941	0.175015923752632	0.479027944970933	1	2	3	4	6	4	8	7	7	6	11	8	10	10	10	10	9	12	8	11	9	11	11	14	11	11	8	13	13	12	12	10	12	14	12	16	13	14	14	14	13	13	15	15	16	20	16	15	17	18	18	19	19	20	19	19	19	20	20	20	21	22	20	20	21	22	23	22	19	22	22	20	23	23	22	26	24	23	23	25	24	25	25	25	24	26	26	24	27	25	28	27	26	27	28	27	29	28	29	27	29	30	29	29	31	32	35	35	38	0	1	2	1	1	2	5	1	10	3	32	8	7	17	10	9	6	17	5	17	1	5	21	25	17	14	10	32	12	14	16	1	13	17	7	48	27	9	33	9	8	15	15	38	44	57	32	20	40	30	33	37	51	53	49	39	1	47	57	47	21	63	14	32	14	57	44	59	51	65	21	8	71	68	55	81	65	68	71	66	58	54	66	70	16	83	70	56	77	67	51	66	88	81	94	41	89	69	100	73	91	90	53	54	94	87	94	104	108	1	1	1	2	2	1	1	2	1	1	1	1	1	1	2	3	3	1	1	1	3	2	1	2	1	1	1	1	3	1	1	3	1	3	1	1	1	3	1	3	3	2	3	1	1	1	3	2	3	3	4	2	1	1	1	3	8	2	1	2	6	1	4	6	6	2	4	1	1	1	7	6	1	1	1	1	1	1	1	2	2	3	1	2	7	1	1	3	2	1	3	3	1	2	1	9	1	5	1	2	1	2	5	5	2	3	4	4	1
31500	-601.827600880953582	-600.131409603890802	-1.696191277062734	0.000150678886961	0.000030843730891	0.204698425324471	0.395457980038998	1	2	3	4	6	6	7	6	7	8	9	9	8	10	9	10	11	12	9	11	8	12	12	14	11	10	10	12	12	12	12	10	13	12	12	15	14	14	14	13	14	15	15	15	16	19	17	14	18	17	17	19	19	20	19	19	20	21	18	21	21	19	21	22	21	21	24	22	22	21	19	22	24	24	21	26	25	22	23	25	23	23	25	23	24	26	26	23	28	26	27	27	26	27	29	27	26	28	28	29	28	29	29	28	31	31	35	36	36	0	1	1	1	4	3	1	1	3	1	21	9	5	4	7	10	1	11	21	6	1	21	12	19	3	7	13	14	14	12	7	5	34	32	26	11	16	11	12	15	11	22	40	28	28	7	48	22	16	25	10	39	45	27	16	44	31	43	51	53	59	33	59	1	35	29	43	56	71	62	50	53	56	56	50	68	49	49	61	75	57	47	70	54	52	46	77	36	90	54	85	84	77	56	72	57	72	52	90	73	76	75	94	81	102	101	84	51	105	1	1	1	2	1	2	3	3	3	3	1	1	1	2	1	1	6	1	1	3	3	2	2	3	3	1	1	1	1	1	2	2	1	1	1	3	2	2	2	2	3	2	1	1	2	5	1	1	3	2	3	2	2	6	4	2	4	3	1	1	2	2	1	10	4	4	4	2	1	1	1	2	3	3	2	2	2	1	1	3	2	3	2	2	1	3	1	4	1	4	2	1	1	4	4	3	2	4	1	2	1	4	1	2	1	1	4	11	3
32000	-672.963363717465541	-671.090384223343449	-1.872979494122125	0.000100850565659	0.000016216783630	0.160800125648112	0.347575451871706	0	1	3	4	7	5	7	5	8	5	11	6	10	10	10	10	9	12	9	10	6	11	12	11	12	10	12	13	12	13	12	11	13	14	12	15	15	13	14	12	14	14	16	16	16	18	15	15	16	18	18	20	20	19	20	19	19	21	19	20	22	20	22	19	21	21	20	22	22	22	19	20	23	24	22	26	25	24	22	24	25	24	25	24	24	26	25	23	27	27	26	28	26	27	28	27	28	28	27	27	29	30	30	29	32	31	35	36	37	0	1	1	1	1	3	1	1	12	2	10	1	5	4	7	17	1	1	7	21	1	14	6	20	22	12	24	10	13	19	32	3	22	18	13	23	23	25	6	24	12	28	35	35	34	20	38	18	35	20	5	27	28	18	51	5	42	71	19	37	55	50	72	31	37	5	41	54	60	18	20	56	22	27	50	80	53	50	67	79	61	41	70	34	31	73	30	70	45	41	51	77	65	5	22	72	96	52	16	73	93	41	5	100	103	49	86	82	10	1	1	2	2	2	1	3	3	1	3	3	3	2	3	3	1	4	5	1	2	3	1	3	1	1	3	1	4	1	2	1	4	1	1	1	1	2	1	6	1	4	1	2	2	1	5	1	1	2	4	7	4	4	3	1	5	3	2	5	3	1	2	1	2	3	7	3	2	1	6	4	1	6	6	2	1	3	3	1	2	2	6	3	5	6	1	6	1	5	7	2	1	2	6	10	2	1	5	8	2	1	7	10	1	1	7	4	7	17
