step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85
1	-403.685090772929698	-410.540578723889098	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.128012155334031	0	0	1	2	3	2	3	3	5	5	5	4	5	7	6	6	7	7	7	8	7	8	8	8	7	8	8	9	9	9	9	9	8	9	10	9	8	10	10	10	10	11	10	11	11	12	11	11	11	11	12	12	10	11	13	12	12	12	11	12	12	12	12	13	14	14	14	13	14	16	14	15	15	15	17	14	15	15	15	14	16	17	19	17	17	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	3	3	3	2	3	4	3	3	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	4	5	5	5	4	5	5	5	5	6	5	6	6	6	6	6	6	6	6	6	5	6	7	6	6	6	6	6	6	6	6	7	7	7	7	7	7	8	7	8	8	8	9	7	8	8	8	7	8	9	10	9	9
500	-370.954014788718212	-377.809502739677612	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.302734367893085	-1	1	2	2	3	2	4	4	5	5	5	4	5	7	4	6	7	8	8	8	7	7	8	7	7	9	8	10	9	9	10	10	8	9	9	9	8	10	11	9	11	12	11	12	10	13	11	10	12	11	12	13	11	12	12	12	12	11	11	12	12	11	12	13	14	14	14	13	13	17	14	15	15	15	17	13	15	15	15	14	17	17	19	18	18	0	1	2	2	4	1	1	5	2	6	5	6	15	16	3	12	5	8	25	22	3	8	24	4	10	21	10	12	37	37	8	24	4	25	14	33	14	8	34	10	33	35	14	50	16	40	22	26	28	11	14	29	11	30	8	25	22	27	21	16	30	33	38	59	21	55	33	20	22	33	51	0	28	64	48	0	60	58	37	54	79	45	69	68	80	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	4	2	1	1	3	2	1	3	1	1	1	3	1	1	2	2	3	1	1	1	1	3	1	2	2	1	2	1	2	1	2	1	1	2	2	2	3	1	5	2	2	2	2	4	1	2	1	1	4	1	3	2	3	3	1	1	2	1	3	1	2	2	3	1	1	4	2	4	3
1000	-272.007863045374052	-278.863350996333452	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.722839265071329	-1	1	0	1	3	2	4	2	5	6	5	3	5	7	7	6	7	6	8	9	7	9	8	9	6	7	8	9	9	8	9	9	7	9	9	10	9	11	10	10	9	11	10	11	11	12	11	11	12	11	12	11	11	11	13	12	13	10	11	13	13	13	13	14	13	15	15	14	15	15	14	15	15	15	17	14	15	15	13	13	16	17	20	16	16	0	1	1	1	1	3	8	4	5	12	12	2	3	11	16	7	10	11	7	26	18	5	26	16	12	10	18	5	15	10	26	11	2	14	17	23	17	36	28	26	27	20	19	36	14	58	27	10	47	21	48	20	32	41	16	28	38	15	19	47	54	53	46	63	42	61	71	49	43	60	56	0	50	56	72	0	38	55	19	59	57	48	20	79	70	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	3	1	3	1	2	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	3	6	1	1
1500	-346.201962975628931	-353.057450926588331	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.828759324147901	-1	0	1	3	4	2	3	2	6	6	5	4	5	8	5	6	7	7	7	9	7	8	7	8	8	9	8	9	9	9	9	9	7	9	11	8	9	11	11	11	9	11	10	11	12	13	12	12	11	11	13	12	10	11	13	11	12	11	11	12	12	13	11	13	14	13	13	13	13	16	15	14	14	15	18	14	15	15	15	14	16	16	20	16	16	0	1	2	8	8	1	6	1	5	12	12	8	4	9	12	5	13	6	9	27	13	10	6	10	11	33	10	36	13	19	25	22	5	19	29	11	17	41	37	34	9	29	31	41	50	35	44	53	41	36	44	44	23	28	61	29	63	32	41	43	53	60	32	57	60	35	31	49	44	73	39	0	42	49	79	0	62	57	20	40	79	80	29	77	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	3	1	1	1	3	1	1
2000	-344.551860402951775	-351.407348353911175	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.738420787435542	-1	1	2	2	4	3	2	2	5	5	5	4	5	7	7	6	7	8	7	8	8	6	8	8	7	8	9	10	9	9	7	10	8	9	11	10	9	11	11	10	10	12	10	11	11	11	12	10	10	11	12	9	10	10	12	12	11	12	10	12	12	11	12	12	13	13	14	14	13	16	14	15	14	15	18	15	15	15	14	14	17	16	19	16	17	0	1	2	2	4	3	2	1	6	4	3	6	8	7	16	13	6	25	16	5	16	13	14	1	9	22	14	19	14	14	13	18	13	3	59	22	11	48	31	12	15	34	17	22	59	43	40	25	33	36	43	9	20	34	14	53	32	28	33	53	49	33	62	40	61	51	42	32	57	79	65	0	14	60	42	0	61	66	5	29	73	62	39	67	72	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	3	1	1	3	1	1	1	4	1	1	1	2	1	1	1	1	2	3	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	3	2	2	2	4	1	1
2500	-323.653773412759733	-330.509261363719133	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.834983876484086	0	1	2	3	4	3	4	4	5	5	4	5	5	8	6	6	7	7	8	9	7	8	7	8	6	9	8	10	10	8	9	8	7	10	10	9	9	10	10	10	11	11	11	12	11	13	12	11	11	12	12	11	9	11	12	11	13	12	11	10	11	13	11	13	15	15	13	13	14	16	14	16	16	14	17	14	15	15	16	14	16	15	18	15	17	0	1	2	3	4	1	6	1	4	7	3	8	4	23	8	5	12	9	16	15	10	25	6	7	7	32	13	27	24	4	10	21	16	15	25	27	33	19	30	32	39	27	28	53	22	48	60	16	37	29	60	32	19	28	21	4	49	40	24	27	22	38	26	58	57	57	58	28	63	76	34	0	32	42	64	0	57	62	68	31	57	67	5	58	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	5	2	2	1	1	1	2	2	1	1	7	1	1
3000	-268.671918704973336	-275.527406655932737	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716788408500424	-1	1	1	1	4	3	2	4	6	6	3	3	6	7	6	6	7	7	6	9	7	8	9	9	7	8	9	10	9	9	8	9	9	9	11	9	9	10	10	10	11	11	10	10	11	12	11	12	11	10	12	13	11	10	10	12	12	12	12	13	10	13	12	13	14	14	15	13	14	14	14	14	15	14	17	14	16	15	15	13	17	17	20	16	18	0	1	1	1	11	2	1	7	8	8	4	2	5	19	7	6	4	12	8	10	5	10	10	18	8	9	25	20	31	14	16	18	18	16	27	18	25	11	24	8	34	37	22	33	32	54	30	40	21	34	30	47	17	22	2	10	19	61	22	53	33	36	35	61	46	58	72	58	68	51	41	0	61	9	78	0	74	51	57	53	68	73	34	40	62	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	4	1	1	1	1	1	1	1	1	2	1	1	1	2	1	3	2	2	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	2	3	1	1	1	2	2	1	2	1	4	2	2
3500	-308.559962306747479	-315.415450257706880	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.604691492487168	-1	0	2	1	3	2	1	4	6	6	6	5	4	7	7	6	7	7	7	8	6	9	9	8	8	9	6	9	9	9	8	9	7	8	10	10	7	11	10	10	10	11	9	11	11	13	11	10	11	11	12	13	11	11	14	13	13	11	12	13	12	13	11	13	15	12	15	12	14	17	14	15	15	12	17	14	16	14	16	14	16	16	19	18	18	0	1	4	2	4	7	1	2	8	8	3	2	4	5	13	13	7	11	13	9	4	16	2	16	4	18	12	4	37	14	12	33	8	17	34	30	12	35	18	25	18	28	25	29	21	66	34	19	26	29	39	39	30	24	8	13	30	22	50	54	38	66	40	45	66	38	44	36	5	79	30	0	13	23	81	0	62	45	28	45	54	49	45	82	62	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	3	1	2	1	3	2	4	1	4	1	1	3	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	2	1	6	1	3	1	5	1	1	1	2	1	2	1	1	3	5	1	3
4000	-319.143546621022267	-325.999034571981667	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698148270815278	-1	0	1	2	3	3	3	3	5	6	6	5	5	8	6	6	7	7	6	8	6	8	8	8	7	6	8	9	9	8	8	10	7	9	10	9	8	10	10	9	10	11	10	11	11	12	12	12	12	12	13	13	10	11	14	13	12	11	11	11	12	12	12	13	13	14	15	13	12	16	14	16	15	16	16	14	15	16	15	14	16	16	19	17	17	0	1	2	2	2	2	4	1	8	7	12	4	7	15	12	6	4	11	12	19	7	8	4	13	11	8	12	26	10	13	13	19	5	11	20	31	19	37	17	8	24	21	36	14	36	30	53	38	40	30	60	45	20	26	62	13	43	32	36	14	60	35	45	31	44	12	80	44	32	65	60	0	52	48	55	0	43	67	12	42	80	66	63	46	80	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	4	1	3	1	1	2	2	1	1	2	1	1	1	1	3	2	3	1	1	1	2	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	1	2	1	5	2	1	1	3	3	1
4500	-370.051386719289098	-376.906874670248499	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.733978079095729	-1	0	1	2	3	2	3	3	6	5	5	4	5	7	5	6	8	7	8	7	6	7	8	8	7	7	8	9	9	8	9	9	8	10	9	9	7	11	9	10	10	11	11	11	12	12	12	11	10	11	12	13	10	11	13	12	13	12	11	13	12	12	11	11	15	15	14	13	15	17	13	15	13	15	18	13	14	16	15	13	17	16	19	17	17	0	1	2	2	3	1	6	4	10	2	6	3	7	11	7	2	7	15	14	13	12	13	26	6	15	21	10	30	14	5	10	14	1	30	37	7	8	53	26	16	20	24	19	31	39	31	28	36	22	35	49	62	18	29	23	25	54	20	31	54	39	50	30	24	46	46	56	38	45	69	34	0	34	61	66	0	51	77	37	64	74	58	50	52	66	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	3	1	1	1	2	1	1	2	1	1	1	1	1	3	2	1	4	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	3	2	1
