step	p_accept_mu1	p_accept_gamma	p_accept_pi	p_accept_Tinf	p_accept_spa1	p_accept_spa2	sigma_mu1	sigma_gamma	sigma_pi	sigma_spa1	sigma_spa2	n_like_zero
28000	0.45200	0.33396	0.38652	0.63908	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
28500	0.45137	0.33485	0.38698	0.63976	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
29000	0.45181	0.33442	0.38688	0.64039	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
29500	0.45163	0.33473	0.38739	0.64102	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
30000	0.45164	0.33480	0.38692	0.64154	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
30500	0.45182	0.33443	0.38733	0.64210	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
31000	0.45152	0.33408	0.38650	0.64262	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
31500	0.45166	0.33392	0.38679	0.64320	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
32000	0.45112	0.33400	0.38633	0.64372	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
32500	0.45098	0.33407	0.38556	0.64419	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
33000	0.45116	0.33454	0.38607	0.64466	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
33500	0.45114	0.33481	0.38568	0.64504	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
34000	0.45127	0.33466	0.38548	0.64543	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
34500	0.45155	0.33454	0.38573	0.64584	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
35000	0.45211	0.33437	0.38523	0.64623	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
35500	0.45160	0.33456	0.38561	0.64669	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
36000	0.45175	0.33445	0.38584	0.64712	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
36500	0.45242	0.33467	0.38587	0.64757	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
37000	0.45248	0.33459	0.38581	0.64801	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
37500	0.45281	0.33468	0.38514	0.64845	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
38000	0.45300	0.33497	0.38461	0.64880	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
38500	0.45328	0.33466	0.38484	0.64917	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
39000	0.45310	0.33432	0.38471	0.64949	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
39500	0.45317	0.33406	0.38443	0.64985	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
40000	0.45356	0.33374	0.38394	0.65017	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
40500	0.45329	0.33349	0.38437	0.65047	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
41000	0.45336	0.33364	0.38389	0.65077	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
41500	0.45296	0.33348	0.38408	0.65106	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
42000	0.45268	0.33368	0.38459	0.65139	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
42500	0.45278	0.33413	0.38451	0.65170	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
43000	0.45260	0.33405	0.38471	0.65200	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
43500	0.45248	0.33431	0.38509	0.65230	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
44000	0.45258	0.33451	0.38528	0.65261	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
44500	0.45326	0.33481	0.38529	0.65290	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
45000	0.45322	0.33482	0.38545	0.65316	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
45500	0.45352	0.33494	0.38516	0.65344	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
46000	0.45353	0.33485	0.38532	0.65370	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
46500	0.45403	0.33520	0.38513	0.65396	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
47000	0.45382	0.33479	0.38529	0.65418	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
47500	0.45443	0.33492	0.38492	0.65443	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
48000	0.45480	0.33526	0.38479	0.65466	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
48500	0.45437	0.33556	0.38492	0.65490	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
49000	0.45388	0.33552	0.38498	0.65508	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
49500	0.45414	0.33560	0.38452	0.65531	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
50000	0.45348	0.33551	0.38438	0.65552	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
50500	0.45386	0.33527	0.38451	0.65574	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
51000	0.45384	0.33539	0.38478	0.65593	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
51500	0.45402	0.33591	0.38434	0.65612	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
52000	0.45418	0.33600	0.38428	0.65630	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
52500	0.45400	0.33581	0.38377	0.65646	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
53000	0.45391	0.33573	0.38348	0.65668	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
53500	0.45374	0.33563	0.38330	0.65691	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
54000	0.45400	0.33557	0.38308	0.65712	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
54500	0.45437	0.33560	0.38293	0.65730	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
55000	0.45440	0.33538	0.38282	0.65749	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
55500	0.45440	0.33550	0.38305	0.65768	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
56000	0.45398	0.33592	0.38278	0.65783	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
56500	0.45416	0.33563	0.38254	0.65800	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
57000	0.45400	0.33565	0.38267	0.65816	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
57500	0.45388	0.33554	0.38269	0.65830	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
58000	0.45388	0.33532	0.38268	0.65842	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
58500	0.45420	0.33521	0.38254	0.65858	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
59000	0.45420	0.33513	0.38298	0.65876	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
59500	0.45398	0.33543	0.38334	0.65890	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
60000	0.45408	0.33529	0.38329	0.65903	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
60500	0.45411	0.33555	0.38312	0.65919	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
61000	0.45445	0.33568	0.38289	0.65936	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
61500	0.45449	0.33565	0.38296	0.65945	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
62000	0.45478	0.33535	0.38293	0.65953	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
62500	0.45490	0.33550	0.38287	0.65964	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
63000	0.45540	0.33552	0.38302	0.65973	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
63500	0.45587	0.33576	0.38299	0.65982	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
64000	0.45543	0.33622	0.38273	0.65995	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
64500	0.45550	0.33615	0.38245	0.66007	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
65000	0.45565	0.33613	0.38243	0.66021	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
65500	0.45565	0.33620	0.38240	0.66035	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
66000	0.45548	0.33593	0.38248	0.66047	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
66500	0.45547	0.33607	0.38246	0.66059	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
67000	0.45563	0.33592	0.38237	0.66071	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
67500	0.45592	0.33618	0.38227	0.66085	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
68000	0.45563	0.33587	0.38208	0.66099	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
68500	0.45605	0.33583	0.38197	0.66114	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
69000	0.45628	0.33622	0.38198	0.66124	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
69500	0.45631	0.33643	0.38233	0.66133	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
70000	0.45629	0.33626	0.38215	0.66145	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
70500	0.45643	0.33618	0.38223	0.66157	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
71000	0.45654	0.33611	0.38248	0.66165	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
71500	0.45674	0.33589	0.38250	0.66177	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
72000	0.45677	0.33621	0.38243	0.66189	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
72500	0.45676	0.33627	0.38258	0.66201	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
73000	0.45666	0.33624	0.38260	0.66213	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
73500	0.45670	0.33606	0.38279	0.66221	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
74000	0.45673	0.33617	0.38278	0.66227	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
74500	0.45659	0.33627	0.38286	0.66238	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
75000	0.45655	0.33653	0.38279	0.66250	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
75500	0.45655	0.33651	0.38298	0.66261	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
76000	0.45672	0.33646	0.38299	0.66271	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
76500	0.45655	0.33649	0.38274	0.66282	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
77000	0.45649	0.33640	0.38278	0.66293	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
77500	0.45649	0.33633	0.38281	0.66303	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
78000	0.45643	0.33627	0.38262	0.66312	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
78500	0.45633	0.33645	0.38283	0.66319	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
79000	0.45661	0.33643	0.38265	0.66327	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
79500	0.45678	0.33642	0.38260	0.66333	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
80000	0.45647	0.33637	0.38267	0.66340	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
80500	0.45654	0.33648	0.38291	0.66347	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
81000	0.45632	0.33649	0.38279	0.66357	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
81500	0.45630	0.33652	0.38277	0.66364	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
82000	0.45646	0.33666	0.38255	0.66373	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
82500	0.45658	0.33668	0.38236	0.66381	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
83000	0.45643	0.33677	0.38237	0.66389	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
83500	0.45658	0.33707	0.38213	0.66396	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
84000	0.45654	0.33719	0.38208	0.66403	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
84500	0.45655	0.33725	0.38219	0.66412	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
85000	0.45648	0.33706	0.38227	0.66423	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
85500	0.45657	0.33711	0.38226	0.66432	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
86000	0.45651	0.33701	0.38246	0.66442	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
86500	0.45654	0.33708	0.38229	0.66450	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
87000	0.45676	0.33693	0.38251	0.66457	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
87500	0.45668	0.33708	0.38218	0.66465	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
88000	0.45646	0.33698	0.38204	0.66472	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
88500	0.45635	0.33685	0.38214	0.66477	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
89000	0.45623	0.33688	0.38215	0.66481	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
89500	0.45610	0.33684	0.38220	0.66488	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
90000	0.45609	0.33700	0.38228	0.66494	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
90500	0.45604	0.33709	0.38223	0.66500	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
91000	0.45618	0.33693	0.38209	0.66507	1.00000	1.00000	0.065684083557129	0.197530864197531	0.256289062500000	0.010000000000000	0.010000000000000	0
