step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86
1	-860.425710425691250	-869.476553806142647	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.895735930826131	0	6	5	8	4	10	6	6	9	6	6	6	8	8	12	11	12	10	12	10	11	10	10	13	11	11	12	11	12	12	15	13	13	19	14	13	13	16	12	12	12	14	14	15	14	13	13	14	16	14	14	16	15	15	17	16	16	15	18	16	16	20	17	16	16	18	16	17	18	19	18	22	21	17	18	18	20	19	18	19	21	19	20	22	20	20	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-256.006818342955000	-265.057661723406341	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989868766984181	0	7	4	8	4	7	2	7	10	4	6	6	7	8	13	12	12	10	13	11	12	6	10	13	9	12	11	11	12	12	14	12	14	17	14	13	13	16	10	13	11	15	15	15	14	13	14	14	17	13	14	15	16	13	15	16	16	14	17	16	16	18	18	15	16	16	16	17	19	15	18	15	22	17	18	18	17	17	14	19	21	20	20	20	20	19	0	12	7	6	1	11	1	11	22	1	10	10	5	2	17	14	20	4	13	39	20	3	25	17	13	18	23	13	23	41	27	27	17	56	29	29	41	72	10	29	9	24	26	19	21	29	25	41	66	25	46	50	17	26	54	33	42	26	44	64	48	67	43	50	48	58	30	43	55	16	77	15	82	40	68	44	26	52	25	77	62	80	75	86	71	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-254.692456446313543	-263.743299826764883	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.960430146093666	1	6	5	9	4	9	5	7	8	7	5	7	8	8	12	10	12	11	11	10	12	10	9	14	11	10	12	11	13	13	13	13	13	19	14	13	12	16	12	12	13	14	15	15	14	14	12	15	17	14	11	14	16	14	15	16	15	15	14	16	13	18	17	16	17	18	15	17	15	19	16	22	19	17	18	19	16	17	16	18	20	20	21	22	16	21	0	5	5	3	1	13	5	7	8	3	5	3	7	7	6	9	26	6	23	12	26	4	5	16	16	8	6	4	15	18	27	37	28	46	18	25	22	44	26	25	19	28	9	20	21	32	19	45	46	33	20	27	41	47	61	35	29	47	47	30	39	45	71	58	28	64	33	45	50	78	43	70	65	56	41	75	21	85	25	56	73	80	75	76	24	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-260.381412176677259	-269.432255557128599	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991068711946569	1	4	2	9	3	6	6	5	4	7	6	6	8	7	11	9	11	11	12	10	9	10	9	14	11	11	10	11	10	12	16	13	14	19	14	13	13	16	12	12	7	14	15	16	14	12	13	13	16	15	14	16	15	15	17	16	17	14	16	16	17	21	18	16	16	19	16	16	17	17	17	22	21	18	17	17	20	20	18	14	21	19	19	17	18	21	0	3	1	13	3	8	2	3	1	9	9	8	9	7	22	14	14	4	20	14	12	8	13	32	16	27	7	21	14	16	30	25	19	76	41	19	18	18	20	29	12	39	27	43	22	4	18	28	54	18	46	54	25	47	59	39	65	46	53	45	33	55	65	33	33	69	50	36	67	35	31	34	68	54	54	38	75	61	55	30	59	76	31	53	33	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-257.089874104990542	-266.140717485441883	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990408612766251	0	7	6	9	4	9	7	7	10	7	5	6	8	8	9	11	12	9	13	10	12	7	10	13	11	12	10	10	13	13	14	10	13	16	14	14	14	14	12	12	11	15	15	14	13	11	13	13	15	15	14	17	14	16	15	17	15	15	17	16	17	19	17	17	16	18	15	13	15	19	16	18	21	18	19	18	18	12	18	19	22	20	19	22	19	21	0	12	5	13	1	14	12	5	2	3	5	1	12	22	22	9	41	8	4	2	16	12	10	16	23	32	18	6	32	4	27	22	32	45	33	39	47	21	6	41	28	68	31	4	17	22	6	9	26	68	17	34	24	50	47	55	51	29	51	67	29	66	50	71	31	60	19	21	24	34	51	63	66	71	50	43	61	23	50	52	65	70	52	76	63	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-275.673124839401567	-284.723968219852907	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993762437550494	1	4	4	8	2	11	3	5	10	5	5	7	8	9	13	11	9	10	13	7	7	9	11	14	10	11	13	11	12	9	15	13	14	20	14	12	13	12	13	11	12	14	13	15	15	11	13	11	17	13	14	16	12	15	13	16	13	15	19	17	13	21	18	15	14	17	17	15	17	19	17	23	19	17	16	18	17	19	17	19	18	17	16	19	20	10	0	5	5	20	1	30	5	2	21	2	3	2	7	8	25	9	20	17	38	3	3	4	20	61	30	22	23	13	26	20	15	9	29	76	29	46	38	28	23	14	26	48	29	26	50	17	48	30	51	48	57	32	4	35	11	24	16	55	63	33	25	34	71	25	38	45	50	27	24	77	75	77	77	64	24	82	52	31	54	76	27	44	31	68	63	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-271.155351925973150	-280.206195306424490	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990630759287749	1	2	4	9	4	10	5	6	9	7	4	7	8	8	12	12	12	11	11	11	8	10	9	14	12	11	10	10	13	11	16	11	14	18	13	13	11	12	13	12	12	13	15	14	13	13	14	12	16	15	14	16	14	15	11	14	17	15	14	17	15	19	18	16	16	11	16	17	15	19	18	21	21	16	19	18	19	20	19	19	20	14	21	23	21	20	0	1	1	21	2	4	11	7	5	5	2	11	12	11	37	32	14	6	6	28	3	12	21	18	28	8	13	23	66	14	44	27	36	74	30	48	23	4	55	28	4	41	42	36	55	6	18	28	82	22	29	54	66	47	13	25	69	39	15	33	29	17	33	58	19	22	35	54	42	34	31	20	31	39	52	49	31	34	63	68	59	15	79	71	57	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-261.727944098302601	-270.778787478753941	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993936467300328	-2	7	5	9	2	10	7	6	9	4	6	6	9	7	13	11	13	9	12	10	10	11	9	14	12	11	11	10	13	12	16	14	14	19	14	14	13	17	13	11	9	15	13	15	15	14	14	15	17	15	14	16	16	15	16	17	16	15	19	16	15	20	16	14	17	18	16	17	18	19	16	17	16	17	17	16	20	17	18	19	20	16	21	19	17	19	0	10	10	7	1	41	12	5	2	5	10	3	11	11	25	28	20	2	9	41	2	28	2	17	6	6	21	14	40	6	47	13	19	38	30	37	30	48	11	14	3	46	12	29	39	15	29	64	82	39	39	58	50	26	47	53	48	20	69	51	39	54	16	39	61	32	4	46	35	78	32	82	24	50	55	43	34	71	67	25	38	28	69	85	35	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-259.734273350069031	-268.785116730520372	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994035964334283	1	3	5	7	5	10	7	7	10	4	5	6	8	9	11	9	12	7	13	10	9	11	9	14	11	12	12	9	12	11	15	12	12	15	12	7	13	15	11	11	12	15	14	15	13	14	13	12	15	14	14	17	15	15	18	15	17	15	18	15	17	20	17	17	16	17	13	14	18	19	17	22	21	17	15	18	18	19	18	19	21	15	20	15	20	14	0	1	2	3	2	13	12	2	13	1	2	5	5	4	6	8	30	12	22	28	12	21	8	32	11	6	14	18	22	16	50	39	30	25	7	2	41	45	16	9	21	45	16	33	29	17	14	25	32	19	33	75	68	43	65	45	35	46	71	48	86	70	31	82	50	84	48	19	64	64	42	76	80	75	27	61	31	31	41	44	70	50	69	29	79	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-273.444972286262100	-282.495815666713440	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990038480635753	1	6	5	8	3	8	6	6	9	6	7	7	5	9	12	11	12	11	8	10	11	10	10	14	10	12	13	12	11	10	16	14	13	16	12	14	13	13	12	13	13	12	14	15	12	12	13	15	17	13	13	16	15	15	16	14	14	16	18	16	16	20	18	16	15	17	13	13	17	15	16	15	18	17	17	19	19	17	19	20	19	17	18	22	18	17	0	13	5	10	1	12	1	5	19	5	7	3	1	12	16	4	22	22	3	14	11	9	7	68	7	20	20	9	20	11	65	21	22	39	9	21	15	21	29	18	25	30	46	36	25	16	18	42	31	15	29	54	40	40	43	8	33	41	60	32	42	66	74	44	37	52	18	45	36	11	43	27	48	70	55	82	65	65	73	66	86	53	54	43	39	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
