step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110
1	-12042.774029371212237	-12041.311947286692885	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.530837952963335	-1	5	8	12	17	23	23	25	23	21	24	28	25	25	25	26	33	32	28	30	32	30	32	34	33	33	33	36	32	33	50	34	35	39	38	38	41	40	42	39	40	41	42	41	41	46	43	47	48	44	41	48	50	46	53	51	50	55	52	47	52	53	61	54	60	59	60	64	61	66	61	63	69	63	69	71	66	67	75	74	69	74	74	75	78	80	78	79	77	81	78	88	89	82	83	85	82	82	93	90	88	89	92	91	91	95	100	103	100	102	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	4	4	5	4	4	4	5	5	5	5	5	6	6	5	5	6	5	6	6	6	6	6	6	6	6	9	6	6	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	7	8	9	8	9	9	9	10	9	8	9	9	11	9	10	10	10	11	11	11	11	11	12	11	12	12	11	12	13	13	12	13	13	13	13	14	13	14	13	14	13	15	15	14	14	15	14	14	16	15	15	15	16	16	16	16	17	18	17	17
500	-1679.056327554406607	-1677.320548365043351	-1.735779189363351	0.000010008934883	0.000016834554454	1.681952640435677	0.187618987121707	-11	3	2	7	7	23	12	22	21	20	22	28	11	17	16	21	32	30	31	27	33	25	32	35	33	28	18	34	31	24	49	32	36	41	40	37	38	39	41	27	35	32	40	43	26	46	42	47	50	43	42	38	50	32	55	52	53	54	46	45	36	37	60	54	58	60	51	57	64	68	52	65	70	64	69	72	63	68	76	73	71	73	75	74	79	83	80	79	79	81	77	88	87	83	81	86	84	83	95	92	90	88	91	91	75	97	100	101	96	101	0	1	1	2	0	2	4	5	13	15	7	6	5	13	13	15	13	11	13	11	15	15	14	6	16	10	14	16	13	11	41	26	27	27	28	26	19	22	28	9	13	27	27	40	30	42	35	18	30	42	10	40	42	45	27	40	44	45	0	27	45	45	45	43	40	54	45	40	61	62	40	54	30	62	62	71	62	61	62	66	45	61	62	45	62	61	61	61	45	62	62	45	74	61	62	62	67	58	84	62	62	62	67	62	0	62	0	0	0	105	1	3	2	1	1	4	2	2	1	1	2	1	1	1	1	1	4	1	4	1	3	1	3	2	3	1	1	3	4	1	2	1	3	5	1	1	1	3	1	2	2	3	4	2	1	3	1	2	4	3	5	3	5	2	11	4	3	5	1	6	2	2	5	3	8	7	7	4	7	7	7	9	13	9	10	5	5	10	7	2	14	11	12	9	11	14	10	13	11	11	10	13	5	13	12	12	10	7	5	16	13	14	10	14	1	16	1	1	1	13
1000	-1483.204450090541286	-1481.444700685786756	-1.759749404754468	0.000010031190568	0.000017456623873	1.740234496973984	0.221776531745539	-3	4	10	7	2	23	20	27	18	21	22	19	13	20	15	26	31	34	21	33	29	31	31	32	35	29	21	34	26	25	51	26	30	37	38	40	38	41	39	34	37	33	36	38	28	42	44	38	47	42	39	47	49	33	54	48	49	44	52	44	36	37	59	49	52	56	44	62	48	68	55	61	72	55	66	71	66	66	75	72	69	76	73	76	71	78	77	81	78	80	75	88	87	82	85	87	82	71	91	90	90	89	93	93	75	98	96	102	100	104	0	1	1	2	0	1	4	5	13	15	7	1	5	13	13	15	29	30	9	11	16	10	14	12	15	15	13	10	9	7	13	10	27	42	16	26	19	22	25	13	17	14	27	41	30	34	28	18	30	42	28	40	34	45	27	40	44	62	0	27	54	45	67	34	56	54	45	52	61	67	65	61	45	45	58	71	58	69	67	72	45	69	67	58	58	61	69	54	67	67	62	62	75	66	62	58	62	67	101	62	67	67	67	74	0	74	0	0	0	105	1	2	2	1	1	4	2	6	2	2	1	4	1	2	1	2	2	2	1	2	1	1	2	3	2	2	1	3	1	1	7	1	2	1	3	2	3	3	1	4	1	2	5	1	1	1	1	1	4	1	1	2	2	2	8	2	3	2	1	5	1	2	3	2	1	5	4	3	2	3	1	6	12	4	5	4	3	5	5	2	12	8	6	9	6	13	5	10	8	10	8	11	2	7	10	11	11	6	1	16	12	9	10	10	1	10	1	1	1	12
1500	-1291.489713350037164	-1289.630249560246966	-1.859463789790295	0.000010002134989	0.000019857604440	1.985336576750683	0.327304004080988	-2	0	3	8	8	19	19	24	21	16	20	27	12	25	25	27	33	22	21	31	30	32	29	36	33	27	29	27	26	31	51	32	36	40	32	37	39	38	40	42	41	38	37	39	35	46	42	48	42	46	32	49	48	40	52	52	50	44	51	45	42	37	59	55	60	54	45	64	45	57	56	62	70	52	68	72	66	60	72	75	71	75	73	75	78	81	76	79	78	81	72	89	83	84	76	86	78	83	90	89	88	88	93	92	76	94	99	102	95	104	0	1	1	3	0	2	4	5	13	13	4	1	5	9	10	10	9	11	13	11	16	28	14	12	10	15	14	10	13	18	44	26	27	33	28	26	19	22	25	17	9	33	27	13	30	42	28	18	30	42	26	44	42	45	50	40	41	62	0	42	54	45	58	53	56	69	62	52	61	58	56	66	58	67	62	71	74	69	75	72	62	78	70	58	58	69	72	69	67	58	67	62	73	80	67	67	67	58	89	58	74	67	98	95	0	75	0	0	0	105	1	1	1	1	1	3	2	2	2	1	2	6	1	1	2	2	3	1	2	2	1	2	1	2	2	1	1	2	4	2	2	1	2	1	1	3	1	2	2	1	4	1	2	5	1	2	2	5	2	2	1	2	1	1	1	2	3	2	1	2	1	1	3	2	2	1	2	3	1	4	1	3	7	1	5	3	2	5	1	2	10	4	5	6	9	11	4	11	8	7	7	12	1	2	7	7	8	7	2	15	8	9	1	3	1	6	1	1	1	11
2000	-1180.769156371702366	-1179.050837594165387	-1.718318777537023	0.000010016264383	0.000016422649454	1.639598239957676	0.388764760288921	-5	3	7	13	11	21	19	20	22	20	23	27	15	26	23	26	28	29	22	29	32	31	32	34	26	25	28	35	34	32	46	31	37	40	35	36	35	40	43	37	41	37	41	33	35	43	36	44	47	45	42	32	51	38	49	50	51	50	49	39	46	40	59	56	59	50	49	60	48	62	61	60	64	58	71	69	67	67	74	73	69	74	76	75	79	81	79	79	78	79	67	87	79	83	69	85	78	83	89	90	88	89	90	90	75	94	101	101	100	104	0	1	2	2	0	1	4	5	13	13	7	6	5	9	10	10	9	11	13	11	15	16	9	12	10	10	14	10	17	18	41	26	27	42	25	26	19	22	25	44	17	27	27	17	30	42	25	18	30	42	36	15	42	45	50	40	44	62	0	27	54	45	45	53	56	61	62	52	61	67	65	66	62	62	74	71	74	69	58	72	58	78	70	77	74	69	80	69	62	67	62	62	84	72	58	90	67	91	77	62	95	95	98	101	0	102	0	0	0	105	1	1	1	2	1	4	2	2	2	1	1	2	1	1	2	1	2	1	2	2	2	2	2	2	2	1	1	2	2	1	1	2	3	1	2	1	1	2	3	1	1	2	3	2	1	1	3	4	2	2	1	1	3	1	1	2	3	2	1	2	2	1	3	1	2	1	2	5	1	2	1	2	5	2	2	2	3	5	3	2	5	2	4	2	3	9	1	8	5	7	7	11	1	3	4	1	6	5	4	15	5	4	1	1	1	1	1	1	1	10
2500	-1116.194091431533479	-1114.593810226972892	-1.600281204560626	0.000009813450068	0.000013280341048	1.353279525101819	0.418834191208467	-2	3	7	10	14	22	19	20	25	19	24	25	17	26	26	26	29	26	27	29	32	31	30	36	30	31	28	29	27	33	49	36	37	38	35	37	42	37	42	38	41	32	36	34	37	44	39	44	47	44	40	47	44	42	50	47	48	50	51	44	50	43	56	54	54	53	51	62	59	64	58	61	70	63	66	68	64	62	67	72	68	73	71	73	74	81	68	79	68	81	74	86	90	82	68	86	81	84	89	87	86	87	89	91	75	94	96	99	98	103	0	1	2	2	0	2	4	5	13	13	7	6	5	13	10	10	29	7	9	4	15	15	14	1	10	10	9	10	9	18	44	16	27	42	15	15	19	22	16	44	44	27	27	14	30	42	25	18	30	42	15	40	43	45	50	40	44	62	0	27	54	45	45	53	56	61	62	44	66	67	65	66	58	58	62	71	58	69	58	72	67	78	70	95	79	69	66	78	77	85	58	62	102	80	74	85	85	91	89	58	95	74	91	101	0	101	0	0	0	105	1	1	1	1	1	2	3	2	2	1	1	1	1	1	2	2	1	2	1	3	1	1	1	5	2	2	2	2	1	1	2	1	2	1	2	2	2	1	2	1	2	1	2	1	1	3	2	4	2	1	3	2	2	2	2	2	1	2	1	2	2	1	3	2	2	1	2	3	1	4	1	2	3	2	4	3	3	1	3	1	4	2	2	2	1	8	3	6	1	3	6	9	1	2	1	2	2	3	5	11	4	2	1	1	1	2	1	1	1	10
3000	-1031.857932636423357	-1029.650384460534269	-2.207548175889029	0.000010193023751	0.000029543176137	2.898372147452676	0.570307656560310	-1	6	10	12	12	18	18	24	22	20	22	29	16	25	27	26	29	28	29	26	32	25	29	32	30	30	22	30	34	33	48	35	32	29	38	36	36	39	36	35	38	37	43	33	40	41	44	48	45	42	39	43	45	45	53	50	42	55	50	48	50	48	58	55	58	54	60	60	57	64	61	64	68	59	63	71	66	64	73	70	66	72	71	75	75	80	72	80	78	82	73	89	85	79	67	85	82	81	91	92	88	89	92	91	75	90	99	103	101	104	0	1	2	2	0	3	4	5	13	13	7	6	5	9	10	10	9	11	13	11	16	10	14	3	10	10	13	10	13	18	41	26	27	27	15	26	19	22	25	9	40	34	27	16	30	34	35	18	30	42	36	40	34	45	50	40	40	62	0	34	54	45	45	53	56	61	62	52	66	58	65	66	58	62	58	71	74	69	73	66	67	78	70	95	79	78	66	78	77	85	75	81	84	80	74	90	85	91	89	79	93	93	98	101	0	101	0	0	0	105	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	2	1	2	2	1	2	1	1	3	2	1	1	2	2	1	2	1	2	1	2	1	1	2	2	1	1	2	2	1	1	2	2	3	2	1	1	1	3	1	2	2	2	2	1	3	1	2	2	2	1	1	2	2	1	1	1	2	2	3	1	2	2	1	1	2	1	2	1	2	1	5	3	5	2	2	2	5	2	2	2	1	2	2	3	5	1	1	2	1	1	1	1	1	1	10
3500	-1020.546283984504043	-1019.179845680298740	-1.366438304205339	0.000010679105455	0.000006945889734	0.650418685646449	0.539360411494690	-2	6	1	7	12	16	19	23	20	21	23	27	17	21	25	27	32	27	29	31	28	28	34	31	34	25	29	36	26	29	47	30	35	35	33	35	38	39	39	39	33	39	41	29	36	46	38	48	47	42	37	49	48	41	52	51	38	51	48	48	51	45	58	55	58	54	59	58	63	67	55	64	67	60	64	63	67	65	63	68	68	74	73	77	68	83	76	80	80	80	79	87	80	81	71	87	79	81	88	90	86	84	92	92	77	92	102	100	101	104	0	3	1	3	0	2	4	5	13	13	7	6	5	13	10	15	9	11	9	18	10	10	13	12	10	10	14	16	13	18	41	26	27	27	15	26	19	22	15	41	44	33	27	13	30	43	35	18	30	33	26	40	42	45	50	31	44	62	0	43	45	45	45	53	56	61	62	52	66	75	56	66	67	58	58	71	74	69	67	66	67	78	70	95	79	82	66	78	77	85	85	73	95	80	74	97	85	91	89	97	93	93	91	101	0	101	0	0	0	105	1	1	1	2	1	2	3	2	1	1	1	2	1	1	1	1	2	1	2	1	1	2	2	1	2	1	1	2	2	1	2	1	2	1	1	1	2	2	3	2	1	1	2	2	1	1	1	3	2	1	2	2	2	1	2	1	1	1	1	2	2	3	3	1	1	1	3	2	2	1	1	2	2	2	1	2	1	1	1	2	2	3	1	1	1	2	2	5	3	2	2	4	2	2	2	2	2	1	2	3	1	1	1	1	1	2	1	1	1	9
4000	-944.013435460251912	-942.607006408010989	-1.406429052240902	0.000011438264235	0.000009506192394	0.831086972512652	0.715730436793014	-4	6	6	10	15	15	14	20	23	22	21	27	20	25	25	27	31	30	30	29	32	32	30	36	35	30	27	36	27	33	49	33	34	40	32	38	34	36	35	39	35	34	42	40	41	47	42	49	40	45	41	47	46	43	51	49	48	56	51	45	49	50	57	52	56	55	59	64	57	62	63	65	58	58	65	68	66	65	72	72	70	76	71	77	74	80	76	76	75	82	77	75	81	83	73	85	83	83	91	91	87	87	90	92	79	95	100	104	93	102	0	1	1	2	0	3	4	5	13	13	7	6	5	13	10	15	29	11	9	11	10	10	14	12	15	15	14	10	13	18	44	26	27	42	13	26	19	22	15	41	9	27	33	41	30	34	35	18	30	34	36	44	34	45	50	41	41	62	0	43	54	45	45	53	56	61	58	52	66	67	65	66	62	62	58	71	62	69	75	72	73	78	70	95	79	88	72	78	77	85	85	58	95	80	77	85	85	91	89	90	93	95	98	101	0	101	0	0	0	105	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	1	2	2	1	1	2	2	1	1	1	1	1	2	2	1	1	2	1	3	2	2	1	2	1	3	2	1	2	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	3	1	1	1	2	2	1	2	1	2	1	2	1	2	2	1	1	1	1	2	3	2	2	1	2	1	2	1	1	2	1	2	2	1	2	1	1	1	1	1	1	1	7
4500	-954.134793886831176	-952.681348882896259	-1.453445003934888	0.000013300324027	0.000012978080154	0.975771727664898	0.689455975534574	1	8	7	13	8	21	19	24	20	23	24	23	17	23	26	26	31	29	25	32	31	31	28	30	28	33	29	31	19	35	50	32	35	39	39	35	39	38	42	40	35	39	42	41	41	45	37	43	46	46	39	48	48	44	52	49	40	53	53	35	50	49	58	53	58	55	61	64	63	68	55	65	65	64	66	72	66	66	75	76	67	71	70	77	72	77	72	80	78	83	77	84	77	79	72	84	81	82	90	90	85	91	93	93	79	93	99	97	100	104	0	1	1	3	0	1	4	5	13	29	7	6	5	9	10	10	29	11	13	11	10	25	14	12	10	28	14	10	13	18	41	10	27	60	47	16	17	22	25	41	9	60	33	41	30	42	28	18	30	34	36	40	42	45	50	41	41	62	0	27	54	45	45	53	56	61	58	52	66	67	56	66	62	62	58	71	74	69	67	72	73	78	70	95	75	82	66	82	77	85	85	67	95	80	67	97	85	91	89	85	93	93	98	101	0	101	0	0	0	105	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	2	1	1	3	1	2	1	1	2	2	1	2	2	3	1	2	1	1	1	1	2	3	1	1	2	1	1	1	2	1	1	1	2	2	2	2	1	1	1	2	3	1	1	1	2	2	2	2	2	1	1	1	2	1	1	1	1	1	2	2	2	2	2	1	3	1	1	1	1	2	1	1	2	1	2	1	2	1	2	1	1	1	7
