step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	Tinf_116	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	alpha_116	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115	kappa_116
24500	-1208.452768504875849	-1206.564405606778109	-1.888362898097824	0.000794378141797	0.000125349669313	0.157795969850234	0.291828248248078	2	3	3	1	5	4	5	6	6	7	6	6	8	8	9	9	8	11	10	9	7	11	12	12	10	12	14	11	14	12	15	16	14	16	16	17	16	15	17	17	18	18	22	20	18	20	19	19	21	18	21	20	23	20	19	21	24	21	21	21	21	21	23	21	22	23	24	24	22	22	25	23	25	23	24	25	25	24	26	22	24	28	27	28	26	27	26	27	28	27	27	27	25	29	27	27	29	27	29	29	25	31	29	32	31	30	32	32	32	32	33	35	35	38	39	39	4	4	1	0	6	2	4	3	5	1	1	5	6	5	6	8	9	19	12	12	4	16	18	25	11	15	6	2	25	6	4	7	16	15	15	12	15	15	29	0	12	7	50	15	22	38	35	0	38	33	16	23	69	10	38	18	52	38	48	15	30	30	23	55	52	29	55	52	52	8	46	46	46	31	2	72	50	18	24	50	55	45	38	92	61	63	41	25	72	67	46	28	31	10	70	57	81	71	16	75	36	34	90	55	46	101	90	98	82	34	97	51	98	57	60	104	1	2	1	1	1	1	2	2	1	4	2	1	1	1	3	2	1	1	1	1	3	1	1	2	2	2	4	5	2	3	7	6	2	3	3	6	3	2	2	1	6	8	3	6	4	3	1	1	3	3	4	3	1	8	3	7	3	3	1	5	5	4	5	1	1	7	1	2	1	6	3	2	3	3	9	1	4	4	9	2	3	6	7	1	2	4	4	8	2	1	3	8	4	13	2	2	2	2	8	3	6	9	1	4	4	2	3	3	2	9	2	8	5	7	8	3
25000	-1228.297118919233299	-1226.472959043946958	-1.824159875286295	0.000675260142064	0.000115504688195	0.171052133837537	0.251285164445378	1	1	2	0	6	3	4	6	5	7	6	5	7	7	10	10	10	11	9	9	8	11	11	11	11	12	13	14	15	14	15	15	15	13	15	18	18	15	16	18	16	18	22	20	20	20	20	18	20	20	21	21	21	21	20	20	23	22	19	22	23	22	20	22	24	23	23	23	22	23	23	22	25	23	26	26	24	27	27	24	26	26	25	25	27	26	26	27	28	26	28	27	26	29	27	27	25	26	28	29	29	30	28	31	31	28	33	33	33	33	33	33	36	36	39	39	4	4	1	0	12	2	3	9	6	9	9	3	12	12	11	2	7	6	6	4	10	15	6	3	1	10	12	15	18	13	12	6	19	19	4	1	12	15	38	0	26	28	42	41	24	42	12	0	34	19	38	17	12	50	41	41	46	55	48	45	8	49	34	38	72	51	7	9	46	55	28	38	52	37	38	51	44	55	20	50	49	17	67	8	68	29	37	56	55	23	30	30	36	23	73	32	35	71	29	36	57	19	73	72	72	52	47	63	63	77	94	75	57	57	102	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	3	3	3	4	1	1	4	4	6	3	3	3	2	5	6	6	3	2	6	9	7	2	1	1	2	2	2	1	4	1	6	1	4	6	3	8	9	1	2	2	2	1	1	1	9	2	5	3	1	1	9	7	1	2	4	3	1	2	4	3	2	5	10	3	3	5	1	7	2	5	3	4	3	6	8	7	3	9	1	7	4	1	7	5	3	13	2	5	5	2	6	8	6	6	2	4	7	6	4	6
25500	-1181.931841927007099	-1180.020049201011261	-1.911792725995765	0.000711923530997	0.000109214629597	0.153407809746459	0.303084389255735	1	3	2	-1	4	5	4	5	6	6	6	7	7	9	9	9	9	10	9	10	7	10	11	12	12	11	14	13	14	14	14	15	15	16	16	16	18	16	16	17	19	19	22	20	19	21	20	19	19	21	20	20	21	20	20	20	23	22	22	22	22	21	22	21	23	23	23	24	23	22	24	23	23	23	26	26	25	28	27	23	25	28	25	25	27	25	27	26	28	26	28	28	25	28	26	28	27	27	27	30	27	31	30	32	28	28	32	31	33	33	34	35	35	37	40	39	4	4	1	0	3	5	3	5	7	2	5	6	6	3	4	1	7	1	5	9	2	4	21	12	12	10	7	23	1	20	23	17	28	21	28	19	23	28	24	0	23	34	16	20	20	33	31	0	20	12	36	38	35	35	28	38	23	52	48	42	7	32	28	15	46	54	9	30	35	54	60	14	24	44	68	31	73	14	81	29	45	53	69	57	50	41	67	61	30	47	45	53	29	51	62	63	47	44	72	50	50	20	106	68	55	95	106	39	103	34	72	61	56	68	101	47	1	3	1	1	1	1	1	1	1	2	1	1	1	3	5	4	4	5	3	2	2	5	2	2	2	2	6	1	7	2	2	3	1	4	2	5	4	1	3	1	3	2	8	3	5	2	4	1	5	7	2	2	3	1	3	3	6	1	1	2	7	3	6	7	1	2	8	5	3	1	1	7	5	2	1	5	1	10	1	5	2	2	1	1	5	3	2	2	6	3	4	5	3	4	3	3	4	4	3	7	3	11	1	5	3	1	2	6	1	8	5	7	9	7	7	10
26000	-1214.514516765061444	-1212.637513671718125	-1.877003093343416	0.000640499359965	0.000102482823483	0.160004568137265	0.243831717834863	1	2	2	0	6	4	3	4	6	5	5	5	7	8	8	9	7	10	9	10	10	12	10	11	10	11	13	14	14	14	15	15	15	16	16	17	17	16	16	16	17	19	23	21	20	19	21	18	21	21	18	20	23	20	20	20	21	22	21	18	23	21	21	22	24	22	23	24	24	23	24	22	24	23	26	25	25	27	26	25	25	27	27	26	26	26	27	27	28	27	28	29	25	29	26	27	29	26	29	27	29	31	28	31	30	28	32	33	33	33	32	35	36	38	40	41	4	1	1	0	3	4	2	3	6	7	8	3	4	7	5	1	2	11	14	1	13	19	14	7	14	14	14	20	4	1	23	20	23	28	23	21	22	24	20	0	23	31	28	36	23	36	52	0	20	25	36	38	37	36	38	13	20	13	48	20	28	32	18	38	35	44	18	4	44	72	34	37	32	56	61	55	67	41	27	57	63	36	55	58	74	35	80	69	67	63	71	103	58	82	62	45	57	67	20	29	55	43	63	39	28	45	62	46	105	44	56	18	65	44	57	63	1	1	1	1	2	2	1	1	1	1	1	1	3	3	1	5	3	2	1	3	2	2	1	4	1	3	3	2	7	7	2	3	2	1	4	3	3	2	3	1	4	2	3	2	6	1	1	1	5	4	1	2	3	2	2	7	6	9	1	4	4	3	6	2	5	1	7	11	1	1	5	3	5	2	2	2	1	8	7	4	2	5	3	2	2	4	2	2	3	3	2	1	2	1	2	4	6	1	9	5	8	4	4	6	8	4	4	6	1	4	5	9	9	8	8	10
26500	-1209.095635628115360	-1207.192618047017049	-1.903017581098220	0.000639409067137	0.000099124855492	0.155025727013802	0.256948630737883	1	3	2	-1	5	4	4	4	6	6	5	6	7	8	10	7	9	10	9	9	10	11	11	12	11	10	13	13	15	14	13	15	15	17	16	18	18	17	15	17	16	20	22	20	18	19	20	19	22	20	20	21	21	21	21	19	23	21	21	20	23	21	22	22	24	22	23	24	20	24	24	23	24	23	25	24	24	27	28	25	26	27	25	26	26	25	25	27	28	25	29	29	26	29	28	28	28	26	26	29	26	30	30	31	30	30	30	32	33	32	33	35	35	38	39	41	4	4	1	0	8	3	3	4	7	7	6	7	2	3	2	5	9	6	1	7	9	2	13	15	12	10	1	13	9	16	21	14	26	23	22	9	34	22	14	0	19	35	37	32	23	21	23	0	44	38	13	22	19	31	19	14	42	44	40	32	69	25	50	25	19	44	41	15	29	66	43	42	45	22	34	62	44	36	39	56	51	69	57	64	36	55	74	38	44	51	22	47	74	44	51	54	56	34	50	56	36	64	96	45	54	56	50	38	92	99	65	36	77	66	82	78	2	2	1	1	1	1	1	2	2	1	1	2	3	3	2	2	1	3	4	2	2	4	2	1	3	3	5	3	5	3	2	3	3	3	2	6	1	4	4	1	4	2	2	2	4	4	6	1	1	1	7	5	6	6	7	8	2	1	3	3	2	4	1	8	9	2	5	8	3	1	1	1	3	8	5	2	1	6	6	4	4	6	1	2	3	2	1	5	4	1	9	4	2	4	5	4	5	5	5	5	5	5	1	6	4	5	4	7	2	3	5	10	7	7	4	8
27000	-1172.708194883193983	-1170.871540533720008	-1.836654349473868	0.000660869202833	0.000111235833419	0.168317471811157	0.376687251432395	1	2	3	-1	6	3	4	5	7	6	6	7	7	9	8	9	9	10	8	10	10	9	11	12	12	12	13	13	15	15	13	16	14	17	17	16	18	15	15	17	18	18	23	20	16	20	20	19	21	21	22	19	23	18	21	20	23	20	21	21	24	22	23	21	25	24	22	23	24	23	24	24	24	24	26	25	23	26	27	22	25	27	26	27	26	27	27	27	28	27	29	27	27	29	27	29	28	28	29	29	28	28	30	31	30	30	33	33	33	34	33	34	36	37	39	40	4	1	1	0	7	2	2	3	11	8	8	6	6	11	11	13	7	12	6	6	6	12	9	17	22	15	12	17	7	24	6	29	13	19	32	20	36	23	12	0	32	20	27	13	12	28	41	0	36	34	49	25	56	23	13	32	56	28	40	41	44	34	51	36	58	56	52	8	24	46	47	28	62	36	27	70	36	56	20	34	43	61	71	55	68	73	74	46	70	43	31	62	75	17	72	55	73	56	75	84	57	69	92	79	54	31	50	36	94	94	96	98	78	78	110	27	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	3	3	1	1	2	2	2	3	3	4	2	6	1	3	4	1	4	1	3	4	1	1	5	6	4	4	3	1	1	2	2	1	4	2	3	6	2	1	3	3	1	3	2	1	2	2	2	2	8	7	2	3	7	1	6	7	1	2	3	8	3	2	1	1	2	1	2	3	4	3	2	10	2	1	7	1	4	1	3	2	1	1	2	1	1	6	12	4	8	2	3	2	4	3	7	2	16
27500	-1165.441973677719034	-1163.602695389894279	-1.839278287824861	0.000663515815426	0.000111306952391	0.167753277018098	0.350326938876580	2	3	3	1	6	3	4	5	5	7	4	6	8	8	8	10	9	10	9	10	9	12	9	11	11	12	14	13	15	14	13	15	15	16	16	14	17	15	16	17	18	16	22	19	18	20	20	20	21	19	21	22	22	20	21	18	23	21	22	21	22	22	22	19	25	23	23	21	23	23	24	24	23	23	26	26	24	28	26	21	26	28	25	27	27	25	26	26	28	27	28	28	25	29	26	28	28	27	29	29	28	30	29	31	30	30	32	31	32	34	33	34	35	35	38	40	4	1	1	0	7	4	3	7	3	7	6	2	4	10	12	3	15	12	12	7	12	8	6	2	13	23	17	21	23	24	10	6	16	21	38	28	18	16	11	0	13	28	56	29	25	20	45	0	23	45	37	29	45	30	16	18	62	54	48	29	27	39	44	28	13	64	34	22	33	44	47	66	18	32	28	22	33	44	22	32	46	45	23	69	55	32	74	27	37	55	69	46	73	51	55	34	81	33	32	79	45	81	81	45	76	20	69	33	92	13	109	79	82	66	82	55	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	3	1	2	1	4	2	4	3	3	1	2	2	2	4	2	4	7	3	5	1	1	3	2	6	1	7	1	1	2	3	4	1	1	3	1	2	3	2	4	6	4	1	1	1	4	5	3	2	3	8	3	5	4	5	2	2	1	9	5	7	6	6	5	7	2	3	6	8	2	2	5	1	4	5	3	4	4	1	4	3	8	1	5	7	2	6	2	2	5	2	13	4	8	2	11	1	4	4	7	4	7
28000	-1224.868170892112175	-1222.964740647852295	-1.903430244259794	0.000741139755766	0.000114838840168	0.154948967822262	0.272725032353394	1	2	2	0	5	4	5	5	5	7	6	7	6	8	10	9	10	9	10	10	10	10	11	12	9	11	13	11	15	14	14	15	14	15	17	18	17	17	17	17	17	19	22	21	19	19	20	19	21	19	22	19	22	20	19	20	22	22	21	20	21	20	22	22	23	23	23	24	23	22	25	24	23	22	25	25	24	27	28	24	25	27	26	28	25	25	26	26	29	26	28	28	26	29	27	28	28	28	28	27	29	31	28	31	29	29	32	30	33	34	34	35	34	36	39	40	4	1	1	0	2	3	4	6	2	9	8	9	6	9	2	4	13	4	13	14	6	2	7	1	8	10	8	17	12	21	8	6	28	19	34	9	1	29	8	0	8	33	30	17	10	28	28	0	54	23	35	33	33	42	6	17	29	16	48	17	12	5	17	30	30	64	31	41	50	54	50	42	14	39	77	70	60	67	23	37	65	51	49	61	62	44	57	42	23	56	39	41	31	91	60	27	47	61	10	37	51	63	57	78	78	15	37	67	43	24	46	105	99	91	88	98	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	4	2	6	2	1	3	5	2	5	3	1	5	1	3	2	5	5	2	2	1	6	8	1	7	1	5	3	6	4	6	4	5	1	1	3	3	3	4	1	8	4	5	8	1	5	8	6	7	3	4	1	5	3	3	2	4	2	5	3	1	2	1	2	9	4	1	3	3	4	2	3	2	3	6	3	6	7	6	1	5	10	3	4	9	6	3	3	2	2	1	12	7	4	3	10	6	3	2	4	7	6
28500	-1245.029562597212134	-1243.174718493185765	-1.854844104026444	0.000696687619930	0.000114588179479	0.164475693555173	0.265480554419165	1	2	3	0	5	3	4	5	7	6	6	6	6	8	9	9	9	10	9	10	9	11	10	11	9	12	12	14	14	14	14	15	15	16	16	18	17	16	17	17	18	18	22	20	18	19	19	19	22	21	21	21	21	21	22	20	23	20	21	21	21	21	22	20	22	23	24	24	24	23	24	23	25	23	25	24	25	26	27	22	25	25	26	28	27	27	27	26	27	26	28	29	26	30	27	28	29	28	27	29	28	30	29	30	31	30	31	30	33	32	34	35	36	36	39	40	4	1	1	0	6	2	4	6	2	6	7	3	6	4	8	10	1	12	7	8	4	16	13	16	4	15	8	7	7	22	1	22	19	12	2	32	9	18	26	0	23	18	56	20	30	42	30	0	42	24	33	47	30	29	23	30	20	36	48	27	15	39	38	34	29	44	10	38	29	42	44	29	44	28	60	21	72	33	65	35	37	18	36	57	82	21	41	42	82	72	23	60	41	70	31	69	73	54	82	35	54	28	76	34	106	68	36	65	76	20	90	54	105	63	88	105	1	1	1	1	1	1	2	1	2	1	1	1	2	6	2	1	3	2	1	3	4	1	2	1	5	2	3	6	4	1	6	2	3	4	8	3	6	2	3	1	5	3	1	4	3	1	2	1	2	6	3	2	3	4	5	4	6	1	1	4	3	3	3	3	5	1	9	3	5	4	1	3	1	2	2	7	1	6	2	2	4	9	4	3	1	12	4	3	1	2	6	4	3	4	5	3	2	4	1	10	4	7	3	7	1	5	6	3	6	10	5	10	2	6	5	4
29000	-1217.202132788184826	-1215.285096189476917	-1.917036598707817	0.000739338292319	0.000112715906265	0.152455117550023	0.294875184702616	1	3	2	0	5	4	3	3	6	6	5	6	6	8	10	8	10	10	9	9	7	11	12	13	10	12	14	13	14	15	14	15	16	16	16	18	15	15	16	17	19	19	23	21	19	19	21	19	22	21	21	20	22	20	20	21	23	21	22	21	23	22	22	21	25	23	23	23	23	23	25	22	24	24	25	25	25	26	28	25	25	27	24	27	24	27	26	28	29	26	29	28	26	28	27	29	28	28	28	29	29	30	27	29	30	30	33	32	34	33	33	34	35	38	39	39	4	1	4	0	2	2	4	3	2	6	8	6	6	13	9	4	13	6	8	4	10	8	19	4	6	10	12	19	19	16	12	16	17	29	4	14	23	28	19	0	23	28	29	28	8	22	23	0	52	46	34	23	29	17	23	28	28	22	48	22	63	54	23	23	18	47	32	60	34	6	39	37	41	36	67	41	37	47	72	56	27	28	64	36	24	56	69	53	32	27	29	62	72	36	27	10	61	43	57	30	90	31	73	81	100	33	92	95	31	95	100	24	101	94	69	108	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	2	3	3	5	1	3	2	8	3	2	4	2	3	3	5	3	4	1	9	6	1	2	4	1	4	3	3	4	7	3	5	1	2	2	3	2	3	5	5	5	6	5	2	4	1	1	6	4	7	2	4	1	5	8	3	5	1	3	1	2	5	5	2	3	6	10	2	6	4	3	1	3	6	6	8	2	3	5	8	14	3	3	2	10	2	7	3	2	1	6	3	3	9	3	2	10	3	6	7	5
29500	-1185.339363349401992	-1183.487054184638509	-1.852309164763578	0.000706885568277	0.000116637197187	0.165001525595401	0.323791326933000	1	3	2	0	6	5	4	5	5	6	6	7	7	9	9	8	9	11	10	9	9	12	11	13	11	10	13	12	15	13	14	15	15	16	14	18	14	16	16	17	18	19	21	21	19	20	20	19	21	21	22	22	20	20	21	19	23	21	22	21	24	22	22	20	22	22	23	23	24	23	25	23	24	23	26	24	24	26	25	24	26	27	27	27	27	26	26	27	29	26	28	28	25	29	27	28	28	28	28	30	27	31	30	30	30	29	33	32	34	33	32	33	34	37	39	40	4	1	1	0	7	7	3	2	1	8	8	6	6	12	5	12	13	26	20	4	1	10	4	15	6	7	17	12	27	12	19	6	26	18	12	29	18	24	18	0	24	30	35	30	38	35	27	0	46	41	9	39	20	24	46	20	46	41	48	18	43	39	9	41	28	25	29	41	58	22	54	39	36	51	72	47	25	38	50	53	72	9	25	63	63	51	77	52	33	56	51	36	63	72	77	81	50	65	50	32	43	61	61	88	27	63	34	100	103	65	23	51	108	113	111	113	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	5	3	6	2	3	3	2	2	1	2	4	5	3	3	3	2	1	2	1	1	2	4	4	5	1	2	3	1	1	1	7	4	5	4	1	4	2	2	1	6	2	4	7	2	5	5	5	2	1	6	2	5	2	1	2	1	7	6	2	3	2	13	8	2	4	4	1	2	8	4	3	4	2	3	2	1	3	3	4	10	3	3	3	1	5	4	10	1	3	5	10	5	1	2	4	4
30000	-1200.877961328147876	-1198.960612371817660	-1.917348956330138	0.000611078317855	0.000093127539944	0.152398697879939	0.318373689167200	1	3	2	0	2	3	5	5	7	6	5	4	7	8	9	9	9	9	9	9	9	12	11	10	10	12	11	13	14	13	13	14	15	16	16	17	17	17	15	17	19	20	20	19	19	21	21	19	20	21	22	21	22	20	20	19	23	21	21	21	23	21	22	22	24	24	24	25	23	24	24	24	23	23	25	26	24	27	25	25	23	28	27	24	27	25	25	26	29	26	28	28	27	29	27	29	27	27	29	29	29	29	29	32	30	28	31	31	32	32	32	35	35	38	39	38	4	1	1	0	1	5	6	2	7	8	2	6	10	6	3	4	13	12	6	4	10	7	24	10	19	21	6	24	13	8	6	13	15	19	18	39	28	16	24	0	24	39	39	37	16	22	22	0	33	19	16	41	12	35	16	18	19	14	48	49	29	27	49	27	33	44	44	22	54	62	61	56	42	47	50	51	61	37	36	53	36	33	68	47	50	24	57	33	65	73	29	90	53	65	34	90	29	61	81	50	58	81	90	66	98	35	58	64	73	106	58	89	51	89	110	89	1	2	1	1	1	1	1	1	1	1	2	1	1	3	4	4	1	3	3	5	2	3	1	3	1	2	4	1	2	4	5	4	3	3	4	1	3	4	3	1	3	4	2	1	6	5	7	1	2	6	4	1	11	2	5	4	9	6	1	1	6	6	1	7	4	2	3	8	2	2	1	3	2	2	2	3	1	6	4	2	3	9	1	2	3	6	2	5	3	2	6	1	2	2	4	1	4	2	5	5	6	2	1	6	2	5	5	3	4	2	5	3	5	4	4	4
30500	-1182.938440935370636	-1181.146339085292539	-1.792101850078157	0.000769598739793	0.000137339598847	0.178456111926044	0.360084922426147	1	3	3	-1	6	5	4	4	7	6	4	7	5	8	9	8	7	10	9	10	8	11	10	12	11	11	13	13	14	15	14	15	15	16	15	17	16	16	17	16	17	19	22	20	19	20	20	18	21	19	20	22	22	19	21	17	23	21	22	21	24	21	23	21	25	23	23	23	24	23	25	23	25	23	24	25	24	27	27	25	25	28	27	28	24	25	24	28	28	25	28	26	25	30	26	29	26	28	28	27	27	30	30	31	30	30	33	31	32	32	33	35	35	37	40	40	4	1	1	0	11	11	1	2	10	11	2	6	2	12	9	13	13	8	6	19	1	23	12	16	6	9	12	24	10	17	12	24	12	17	12	19	28	21	12	0	9	28	23	24	37	56	12	0	38	32	45	36	56	26	56	32	23	12	40	30	49	31	56	42	33	37	15	54	38	37	70	62	47	35	47	49	43	81	31	67	33	41	32	67	30	30	39	86	46	47	47	35	66	79	44	31	65	65	41	30	60	69	50	92	43	68	73	43	50	82	65	45	55	88	104	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	3	1	2	3	3	3	3	1	5	4	4	2	4	4	5	3	2	2	5	1	5	2	4	3	2	2	4	1	2	1	1	2	3	5	3	1	3	9	3	2	2	4	3	1	4	4	7	2	4	4	1	1	2	4	2	3	2	1	5	1	5	4	6	2	3	5	3	2	3	2	3	5	1	2	2	7	1	3	4	4	3	3	5	3	5	5	3	4	6	2	3	7	5	3	4	7
31000	-1226.506894144142052	-1224.545351608062902	-1.961542536079055	0.000662400689591	0.000095894996077	0.144768865105019	0.298488530190519	1	2	2	0	5	4	4	4	7	7	5	6	6	9	9	8	9	7	8	9	9	12	11	11	11	11	13	12	15	14	15	15	15	17	17	17	18	16	16	18	19	20	22	21	19	18	20	18	21	19	21	21	22	21	21	18	23	22	20	22	24	19	22	20	23	23	23	24	23	23	25	24	23	24	25	23	25	27	26	24	25	26	25	27	27	26	27	26	29	23	28	28	25	29	27	28	29	26	28	28	28	28	29	32	29	29	32	31	33	33	33	34	35	38	38	40	4	1	1	0	7	2	4	3	12	1	8	5	6	9	7	7	7	12	13	18	7	7	6	16	8	7	15	6	4	19	18	15	17	33	15	11	30	24	21	0	24	10	10	10	10	12	34	0	33	32	33	22	37	10	21	15	21	24	48	12	35	10	23	37	27	31	46	58	52	29	62	58	55	21	90	34	49	71	57	29	39	32	30	36	42	61	93	52	71	26	63	61	42	66	79	82	81	49	41	44	78	43	44	43	35	83	83	49	65	77	73	53	39	82	54	41	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	2	2	1	1	1	3	5	3	2	5	4	2	3	7	3	5	4	2	2	4	6	2	4	3	1	5	8	5	7	7	5	2	1	3	3	3	3	2	6	6	4	7	4	1	11	3	4	5	1	6	3	3	1	1	3	3	1	1	7	1	2	2	2	1	4	4	7	6	3	3	1	1	2	2	5	3	3	2	3	1	1	3	2	4	2	1	3	5	5	5	3	3	4	7	6	4	11	11	6	8	11
31500	-1185.793709669540249	-1183.979055828316405	-1.814653841223844	0.000641774242168	0.000111147429240	0.173187737894132	0.325497977110804	2	3	3	1	4	4	5	5	5	6	6	5	7	7	10	9	9	10	9	9	8	11	12	13	12	11	11	13	13	14	14	12	14	16	17	17	18	15	16	18	18	19	23	21	19	21	20	19	21	20	22	21	22	20	22	20	24	21	21	22	21	21	23	20	24	21	23	22	24	24	24	23	24	23	26	26	25	28	27	23	25	27	25	27	26	25	27	24	27	27	27	26	26	30	26	29	28	27	29	29	28	31	29	31	29	30	33	33	32	33	32	34	35	37	39	40	4	1	1	0	2	1	2	5	2	9	8	3	7	9	2	13	7	1	4	3	6	11	21	21	1	7	12	21	19	19	13	4	26	19	15	38	23	21	23	0	23	33	34	24	20	42	21	0	20	21	7	17	41	17	42	24	32	30	48	26	28	45	47	30	55	39	62	36	64	56	53	56	36	25	53	37	30	81	37	52	17	57	58	52	86	18	50	17	56	57	51	67	52	77	73	57	57	81	67	50	63	49	68	98	47	97	88	34	92	81	67	18	41	101	101	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	2	5	3	3	2	3	2	3	5	3	3	3	2	2	3	4	2	2	3	1	4	4	3	1	3	3	3	5	5	2	4	1	6	8	11	7	2	6	1	2	6	3	1	6	4	1	2	3	1	3	1	2	2	1	2	2	4	5	2	5	6	2	4	1	7	2	1	4	1	8	4	7	4	2	3	1	3	2	1	2	2	1	3	6	2	4	2	2	6	1	4	9	2	3	6	11	9	5	5	10
