step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102
1	-3183.819776959828687	-3182.357694875309789	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.053933849383916	0	1	1	2	4	3	4	5	4	5	6	6	7	7	6	6	6	6	7	7	8	9	8	7	9	9	9	8	9	8	11	10	8	10	10	11	11	10	9	10	11	11	10	13	12	11	12	11	12	11	12	13	13	12	12	12	13	13	14	16	15	16	17	16	16	17	15	18	17	17	17	17	20	18	18	19	19	18	19	19	19	20	20	20	20	20	19	21	21	22	26	22	22	24	26	25	25	26	27	29	29	30	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	2	3	3	3	4	4	3	3	3	3	4	4	4	5	4	4	5	5	5	4	5	4	6	5	4	5	5	6	6	5	5	5	6	6	5	7	6	6	6	6	6	6	6	7	7	6	6	6	7	7	7	8	8	8	9	8	8	9	8	9	9	9	9	9	10	9	9	10	10	9	10	10	10	10	10	10	10	10	10	11	11	11	13	11	11	12	13	13	13	13	14	15	15	15
500	-1016.404576634684531	-1014.601781382994659	-1.802795251689818	0.000009980748306	0.000018418857901	1.845438571899377	0.136216873095276	-1	0	0	2	4	2	2	3	5	3	6	4	6	7	7	6	5	5	6	7	7	7	8	6	10	7	7	6	8	8	12	10	8	11	9	12	12	11	9	11	11	11	11	12	12	10	12	12	11	9	11	13	10	13	12	9	13	13	15	16	15	16	17	17	15	17	14	18	18	18	14	17	21	18	18	19	20	18	19	19	19	20	20	21	21	20	20	21	21	22	27	23	23	24	27	26	24	27	28	29	30	31	0	1	1	3	7	2	1	6	6	6	7	4	5	7	8	6	10	6	10	11	5	12	16	6	39	12	12	9	24	19	20	22	24	20	5	12	22	23	30	20	26	27	9	28	29	23	27	32	39	3	18	27	9	46	42	0	9	49	27	42	28	43	56	56	50	9	28	50	53	50	33	53	44	65	50	61	56	53	9	42	53	50	53	71	56	50	50	51	50	71	65	18	71	18	70	72	0	71	53	53	71	71	1	1	1	1	2	1	1	1	2	1	2	1	1	2	2	2	1	2	2	1	1	2	1	2	1	2	1	1	2	2	3	2	2	2	3	4	3	2	1	2	3	3	2	3	2	1	2	1	1	5	4	3	3	2	1	1	4	1	7	3	5	3	2	6	2	6	4	5	5	6	4	5	6	2	4	1	6	3	5	5	4	7	7	6	8	6	7	7	7	5	6	8	4	11	5	8	1	10	13	11	12	13
1000	-833.195940781958370	-831.692902509914006	-1.503038272044319	0.000010001054039	0.000011098606675	1.109743696143779	0.349808829598869	-2	1	2	3	4	2	3	5	3	5	5	6	8	7	6	7	7	7	6	7	8	10	8	7	8	8	8	7	8	8	12	9	9	11	10	12	12	9	9	10	11	12	9	13	11	12	11	11	12	11	11	13	12	13	13	11	13	14	14	16	16	17	18	16	13	17	16	18	15	16	14	14	19	19	18	19	20	19	18	20	19	19	20	21	20	21	20	21	21	21	27	23	22	25	25	25	25	27	28	30	30	31	0	1	2	3	7	2	2	6	6	6	7	4	5	7	8	9	10	6	10	11	5	32	16	6	19	12	12	6	24	19	34	12	28	20	5	22	32	23	25	20	26	50	9	43	29	38	27	32	39	27	28	27	43	38	50	0	45	49	52	50	51	53	56	56	50	71	53	65	43	65	53	53	71	60	65	61	56	53	53	50	53	50	71	71	56	65	65	51	87	72	82	69	66	71	86	72	0	72	71	72	72	72	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	2	1	2	1	1	2	1	1	4	2	1	1	2	1	2	1	2	1	3	4	1	2	1	1	2	2	1	2	2	2	2	2	1	2	2	2	3	1	2	1	1	2	1	1	2	4	3	3	4	1	2	3	3	3	2	1	1	3	2	3	2	7	4	3	5	4	6	4	3	5	5	4	7	1	3	5	6	2	7	3	7	1	7	11	9	11	11
1500	-734.822084169529603	-733.369981847779059	-1.452102321750554	0.000010058785860	0.000009776738220	0.971960071100534	0.444030405357231	0	1	2	3	5	3	4	5	4	5	6	6	7	6	7	6	7	7	7	7	9	8	7	7	9	8	9	9	9	8	12	10	8	10	10	11	11	11	10	10	10	11	10	13	12	9	13	11	12	9	12	13	11	12	12	12	14	14	14	16	16	13	17	16	14	18	15	18	16	18	14	17	20	19	18	19	19	19	19	20	18	19	18	19	19	20	18	22	22	22	26	23	22	24	26	26	26	27	25	30	30	31	0	1	2	3	7	2	1	6	6	6	7	3	5	7	8	9	10	9	10	7	14	12	16	10	30	12	3	9	24	19	34	22	9	20	21	32	22	23	25	20	26	50	18	28	29	23	27	32	39	12	43	12	43	46	50	0	29	49	42	65	51	53	56	56	50	71	53	60	62	65	62	71	84	87	65	61	56	62	69	65	69	50	71	71	56	87	50	51	65	66	82	83	66	83	82	93	0	83	71	83	83	84	1	1	1	1	1	1	3	2	1	1	1	2	1	2	1	2	1	1	1	2	2	1	1	1	1	1	4	2	1	1	1	2	2	2	1	1	2	2	1	2	1	1	2	2	2	1	1	1	1	3	1	4	1	2	2	1	3	1	2	1	3	2	3	2	2	2	2	1	2	2	1	2	1	1	3	1	5	3	2	4	1	6	2	2	3	1	6	6	4	2	4	4	2	3	2	3	1	5	6	7	9	10
2000	-713.328113386025962	-711.966115494326004	-1.361997891699944	0.000010179474609	0.000006160955571	0.605233158672222	0.529725726293008	-1	0	0	2	4	3	3	5	4	5	6	7	7	7	7	6	7	7	8	5	8	8	8	7	9	9	8	8	9	6	12	10	9	8	10	12	12	11	10	10	11	12	10	13	12	11	13	10	12	10	11	12	13	13	12	12	13	13	14	15	15	17	17	16	13	17	15	17	17	17	14	17	19	17	16	18	20	19	18	16	19	19	20	21	21	20	19	20	22	23	26	23	21	25	26	26	24	26	27	29	30	30	0	1	1	3	7	2	1	6	6	6	7	3	5	11	8	9	10	9	30	7	5	12	16	9	30	12	12	9	18	6	40	22	24	20	21	32	48	23	25	34	26	50	18	9	29	23	52	22	39	27	9	27	43	46	50	0	29	49	52	50	51	53	56	56	55	71	53	60	53	75	43	71	72	60	65	61	56	62	53	65	53	60	71	66	56	80	60	51	87	66	82	83	66	92	82	90	0	72	83	92	83	72	1	1	1	2	1	2	2	2	1	1	2	3	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	2	1	2	6	2	2	1	1	1	1	3	2	1	1	1	1	2	1	1	3	2	2	3	1	1	2	2	1	2	1	2	2	1	2	2	2	5	1	2	1	4	4	3	2	3	3	3	7	1	3	4	2	2	1	4	2	1	3	4	5	5	9
2500	-673.927642162510779	-672.533741119562251	-1.393901042948519	0.000010039391565	0.000007889104861	0.785815037706826	0.584999314408139	0	1	1	2	4	3	3	5	5	5	5	6	8	7	7	6	7	5	6	8	9	10	8	7	10	8	8	8	9	8	10	9	9	10	10	11	11	10	9	11	12	12	11	13	13	11	12	11	12	9	11	13	14	13	13	12	13	13	14	16	15	17	16	16	15	17	15	19	17	18	16	18	19	17	18	18	19	18	18	20	19	20	21	20	21	21	17	19	22	20	25	22	22	25	27	25	25	25	27	30	30	31	0	1	1	3	7	1	1	6	6	6	7	3	14	7	8	18	18	6	10	11	5	32	16	6	19	12	12	9	9	19	20	12	6	20	21	22	32	23	30	31	26	50	24	28	29	38	27	32	39	12	9	12	43	46	50	0	29	49	27	50	51	53	56	56	52	71	53	60	53	65	53	71	66	42	65	61	56	67	67	87	69	70	72	66	63	87	65	51	80	66	82	83	90	72	82	93	0	83	98	99	98	94	1	1	1	1	1	2	3	1	2	2	1	3	1	3	1	1	2	2	1	2	2	1	1	1	2	1	1	2	2	1	2	1	4	1	1	1	2	2	1	1	1	3	2	3	2	1	2	1	1	2	3	4	2	1	3	1	3	1	4	4	2	2	2	3	1	1	1	1	2	2	1	2	1	1	2	1	4	2	2	2	1	1	2	2	2	2	1	4	1	2	3	1	1	4	5	1	1	2	1	2	2	4
3000	-644.046672843456236	-642.685824495851648	-1.360848347604553	0.000010201980566	0.000005854501425	0.573859299835686	0.570487172211968	0	2	2	3	3	4	4	5	3	5	6	6	6	7	6	7	7	6	7	7	9	10	8	7	10	8	8	9	9	8	9	8	7	9	11	10	11	11	9	11	11	12	11	12	12	10	11	12	12	11	12	14	12	13	12	13	13	13	15	17	16	15	16	15	17	17	15	18	18	15	15	18	21	18	18	18	20	17	18	20	19	19	20	20	20	21	19	22	22	20	26	22	22	25	26	25	25	25	28	29	30	30	0	1	1	3	2	9	5	9	2	9	5	3	5	7	8	6	10	6	10	11	5	32	16	9	19	12	12	6	24	19	20	12	6	20	21	32	32	23	19	31	26	27	9	43	29	23	27	32	25	12	28	12	24	46	50	0	29	49	27	70	51	53	56	56	70	71	53	60	62	50	53	71	72	52	70	61	63	67	53	87	79	75	71	71	63	87	75	76	75	66	82	83	90	92	82	93	0	92	98	98	98	100	1	1	1	1	1	1	1	2	1	2	2	2	2	2	1	2	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	2	2	1	1	2	2	1	1	1	3	2	1	2	1	2	2	1	2	2	3	3	2	1	1	2	1	3	1	2	1	2	1	1	2	2	1	2	2	1	3	1	2	2	2	3	1	2	1	1	1	2	2	3	2	1	3	2	2	4	1	1	2	3	2	1	2	2	3	3	1
3500	-588.742207224835738	-587.351283055894442	-1.390924168941291	0.000010582619256	0.000008193725977	0.774262569493027	0.730168350664814	-1	1	1	3	2	4	4	5	3	4	6	6	7	7	7	6	7	6	7	8	8	10	8	7	9	9	8	8	9	8	12	9	9	10	11	12	11	10	10	11	12	12	10	12	13	11	13	12	12	10	13	13	13	13	12	13	14	13	14	16	15	17	17	17	16	17	15	17	18	15	15	18	20	19	18	17	19	17	19	17	20	21	20	19	20	20	20	21	21	21	26	22	22	24	26	25	26	26	27	28	29	30	0	1	1	3	2	9	5	6	2	9	7	3	5	7	8	6	10	6	10	11	5	32	16	9	19	12	12	9	18	19	34	12	18	20	21	22	32	23	25	34	26	50	6	43	28	23	27	37	39	27	43	27	43	46	50	0	29	49	52	42	51	53	56	56	70	71	53	70	53	50	53	71	72	68	65	51	63	67	69	70	69	86	72	71	77	80	80	76	86	84	82	83	84	92	82	93	0	94	94	98	98	100	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	3	1	1	2	1	2	1	3	2	1	1	2	2	2	2	1	1	1	1	1	1	1	2	1	4	2	2	1	1	1	2	2	2	1	1	1	2	1	1	2	1	2	2	1	1	2	1	1	2	2	1	3	1	1	1	2	2	1	1	1	1	1	1	3	1	2	2	2	1	1	3	1	2	2	2	2	1	1	2	1	2	1
4000	-621.787504117445678	-620.352933565154785	-1.434570552290859	0.000010443203619	0.000009616549005	0.920842813723582	0.638475115055990	0	2	2	3	2	4	5	6	3	5	6	7	6	8	5	6	7	6	7	7	8	10	8	7	8	9	9	9	8	9	11	9	7	11	9	11	11	9	9	10	11	12	8	14	12	11	11	12	12	11	12	12	12	13	12	13	13	14	14	16	15	14	15	15	17	17	15	17	17	16	16	18	21	18	18	17	19	17	18	18	19	19	20	19	21	20	20	21	22	22	26	22	22	24	27	26	24	26	28	29	29	31	0	1	1	3	1	9	5	15	2	6	7	3	5	7	9	9	10	6	10	11	7	32	18	9	10	12	12	24	18	25	20	12	18	20	14	32	12	23	25	20	26	50	24	24	29	23	12	37	39	12	24	27	43	46	50	0	29	49	27	50	51	53	56	56	70	71	62	70	62	50	53	71	66	60	70	51	63	67	69	65	62	75	71	71	77	80	80	76	86	66	82	84	72	83	91	93	0	94	98	99	98	100	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	2	1	2	2	1	1	2	1	1	1	2	2	2	2	1	2	2	2	3	2	2	1	1	2	1	2	2	2	1	1	1	1	1	1	1	2	2	2	2	3	1	1	2	2	1	1	1	1	1	2	2	1	1	1	2	1	3	3	1	3	3	1	2	1	1	1	1	2	1
4500	-615.420319585832544	-614.002530141533271	-1.417789444299264	0.000011952931821	0.000010385050012	0.868828682934761	0.769796173903256	0	1	1	3	4	3	5	4	2	4	5	6	7	7	6	6	6	5	6	7	6	10	8	6	8	9	10	8	9	9	11	9	6	10	9	11	11	10	9	11	12	11	10	13	12	11	12	11	11	12	13	13	12	13	13	11	13	14	15	17	15	16	15	15	16	18	15	17	18	14	16	17	18	17	19	16	18	18	20	17	20	21	21	20	21	20	19	21	21	22	25	23	22	25	27	26	25	25	28	29	29	31	0	1	1	3	2	9	5	6	1	9	5	4	5	7	8	6	10	9	10	11	5	32	16	9	19	12	26	18	24	19	34	12	9	20	21	22	26	23	25	20	26	27	29	43	29	23	26	32	39	42	43	27	28	46	50	0	29	49	52	50	51	53	56	56	70	72	53	50	62	50	53	71	72	65	65	51	63	67	69	70	69	60	66	72	77	80	70	76	80	84	82	83	84	83	91	93	0	92	98	98	99	100	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	2	1	2	2	2	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	2	1	1	2	1	2	2	2	2	1	1	2	1	1	3	1	1	1	2	1	1	1	1	2	1	2	2	2	2	2	3	2	3	2	2	1	1	2	1	2	1	1	1	2	1	1
