step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96
5000	-514.855489721813456	-513.109020871232133	-1.746468850581326	0.000016532264392	0.000028235813113	1.707921700497653	0.757580177318543	0	2	4	3	7	6	7	5	7	9	8	11	8	9	9	10	10	9	11	13	10	11	12	13	14	13	13	14	12	12	14	15	14	12	12	14	13	14	15	15	14	16	16	15	14	14	15	16	15	18	18	17	15	15	17	17	15	17	18	17	17	17	18	16	17	18	18	18	18	19	19	20	19	20	21	21	20	21	22	22	21	22	22	25	24	23	23	25	21	23	25	26	29	30	31	31	0	1	4	2	6	3	8	3	3	6	6	21	5	8	7	7	5	6	9	10	5	14	13	19	7	29	23	35	16	10	29	27	29	17	12	22	29	27	30	18	34	26	26	35	34	35	19	41	36	36	38	64	35	26	64	53	33	45	55	40	40	40	38	29	49	32	45	60	38	69	28	51	40	73	77	64	53	71	73	73	73	25	75	47	83	81	89	82	70	82	87	76	92	84	86	92	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	2	1	3	1	1	1	1	2	1	1	1	1	1	2	1	1	1	3	1	1	1	2	1	2	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	4	1	1	1	1	1	1	1	3	1	2	3	2
5500	-489.473677768834420	-487.930370519618634	-1.543307249215803	0.000030926122682	0.000037496223003	1.212445006083780	0.827429363138072	-1	2	4	4	6	6	6	8	9	8	8	11	8	9	10	7	11	10	10	13	9	11	12	14	13	11	12	13	13	13	14	15	14	13	12	13	14	14	13	15	16	16	15	14	14	16	14	17	15	18	16	16	17	16	16	17	16	16	19	17	18	17	18	18	18	19	18	18	18	19	19	18	20	21	19	21	22	20	21	21	23	21	23	24	23	24	24	25	24	22	25	25	28	30	30	32	0	1	2	2	4	3	3	7	6	7	7	21	3	6	6	3	11	8	16	12	16	14	15	25	10	14	10	17	11	8	29	17	23	22	10	12	19	36	12	29	47	44	19	35	18	35	15	57	23	57	38	36	42	27	33	35	25	23	54	57	42	51	51	52	51	32	45	52	58	50	44	62	33	73	56	52	61	61	73	73	73	75	75	80	61	81	85	82	72	74	77	64	84	93	93	91	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	3	1	2	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	2	1	2	1	1	2	1	2	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	3	1	2	1	1	2	2	1	1	4	2	1	1	4
6000	-490.003741597417275	-488.639700481982118	-1.364041115435133	0.000061255644962	0.000038578572914	0.629796207963213	0.700424909437896	1	3	4	4	6	6	6	8	8	9	7	9	9	9	10	9	11	8	11	13	9	11	10	14	13	14	12	13	12	11	13	14	13	12	11	15	13	14	14	14	16	16	16	13	15	15	13	16	13	18	16	16	16	15	16	15	15	16	17	15	18	17	19	17	19	18	18	18	17	20	20	20	18	21	21	20	20	21	22	21	23	23	23	25	20	24	23	25	25	21	25	27	29	31	31	33	0	1	2	1	4	4	3	7	5	8	7	6	8	9	14	11	23	11	16	21	5	12	5	16	21	19	23	34	30	6	29	27	23	16	12	28	12	34	31	30	24	40	17	34	28	44	14	26	22	69	38	26	26	29	24	44	20	44	36	17	69	36	45	52	50	54	48	42	56	73	53	48	59	73	65	42	54	58	73	73	73	77	45	81	50	71	75	83	86	63	87	63	90	93	93	95	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	3	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	3	1	1	1	1	1	1	1	3	2	1	1	2	1	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	4	3	1	1	1
6500	-510.149234438788540	-508.604662623668389	-1.544571815120165	0.000155674249900	0.000041575648759	0.267068245298748	0.622327731118945	0	2	4	4	7	6	8	6	9	8	9	10	9	9	10	10	12	10	10	13	10	11	11	14	14	13	13	13	12	12	14	16	15	12	12	15	13	13	14	14	13	15	17	14	16	16	13	17	15	17	17	16	16	15	17	17	15	15	19	17	18	16	18	19	19	19	18	18	17	19	19	18	20	20	21	22	21	21	22	20	23	23	24	24	22	21	23	25	25	23	24	26	29	28	31	32	0	1	2	2	3	3	8	4	4	8	10	11	7	8	7	8	12	8	7	12	7	10	11	26	34	35	16	30	22	21	35	38	31	15	10	47	34	17	29	34	9	26	58	28	54	35	12	57	47	47	34	42	34	27	54	54	31	27	55	27	32	40	38	55	40	62	57	45	41	61	31	43	63	32	71	64	33	26	17	65	86	68	82	85	67	70	73	32	71	80	71	76	94	91	93	94	1	1	1	1	2	1	1	1	3	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	3	2	3	2	2	1	1	1	2	1	1	2	2	3	3	4	4	1	1	3	1	1	1	1	1	5	2	2	3	2	1	2	1	3
7000	-468.922737563129772	-467.494717908854795	-1.428019654274963	0.000138855050795	0.000050034631932	0.360337140387937	0.777622555383248	0	3	5	2	6	7	7	7	9	8	8	10	9	8	10	10	11	9	11	13	11	12	10	12	13	12	13	12	12	14	14	16	14	10	13	15	13	13	13	15	16	16	15	15	15	15	13	17	16	17	16	17	16	14	15	17	15	17	17	16	17	17	19	18	18	20	19	19	19	19	18	18	17	20	20	21	22	21	21	21	23	22	23	23	22	21	25	24	24	23	24	26	29	31	31	33	0	1	2	1	1	3	3	3	10	6	8	7	6	7	14	7	23	8	11	29	16	11	10	13	19	34	23	34	23	22	22	37	20	18	17	19	19	23	16	24	55	22	34	35	10	33	21	22	29	31	33	41	47	47	29	40	30	43	37	45	55	49	40	31	62	50	48	73	48	56	53	37	37	31	71	66	68	31	73	68	66	75	75	86	74	68	90	77	77	77	75	76	84	92	93	94	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	4	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	3	1	1	1	1	1	1	2	2	2	2	1	1	2	3	2	1	1	2	1	1	1	1	1	1	1	1	2	2	3	2	1	1
7500	-555.865599487911823	-554.485798357396334	-1.379801130515520	0.000129837582002	0.000057992460503	0.446653885639963	0.601200527899539	0	3	4	3	7	6	6	7	8	9	8	10	7	8	9	10	12	8	11	14	11	12	11	14	14	12	12	14	12	13	14	15	14	13	12	13	14	15	12	16	13	14	16	14	14	16	13	17	16	17	17	15	17	16	16	16	16	18	19	17	18	17	15	18	20	18	17	19	18	20	19	19	20	21	20	21	21	21	21	21	23	22	23	23	23	22	23	24	25	24	24	26	29	30	31	32	0	1	2	1	1	3	4	7	6	6	4	7	3	8	13	8	9	7	8	8	8	18	5	35	39	16	18	14	15	12	30	44	30	17	18	21	35	47	23	25	27	39	42	29	10	32	26	16	19	63	7	27	35	63	47	44	24	43	60	28	36	38	20	47	26	43	45	24	42	64	32	56	45	58	60	68	59	44	32	48	58	77	49	77	59	80	78	24	79	76	72	76	56	81	71	94	1	1	1	1	3	1	2	1	1	2	3	1	2	1	2	2	2	1	2	3	2	1	2	1	1	2	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	4	4	1	3	1	3	1	2	2	2	2	2	1	2	2	1	2	4	1	2	2	1	1	2	1	3	1	2	1	2	4	3	2	1	1	4	1	3	1	1	4	1	2	2	3	7	3	5	1
8000	-522.812657451235850	-521.425151219323084	-1.387506231912710	0.000115177244146	0.000049168667093	0.426895672467985	0.618785073784591	0	3	5	5	5	6	7	7	9	8	9	11	9	8	8	10	11	9	10	12	11	11	11	13	13	14	12	13	11	13	14	15	13	12	13	14	14	15	13	15	15	15	16	15	15	15	14	17	16	17	17	16	16	16	17	17	17	17	18	16	18	18	19	17	18	20	16	17	19	19	20	18	20	19	20	22	21	21	21	21	23	22	24	25	23	23	23	24	25	24	23	25	30	30	31	32	0	1	2	2	1	1	3	1	2	3	8	9	7	7	4	7	15	14	7	15	8	16	13	13	10	13	13	23	13	12	4	25	22	13	21	17	17	20	22	39	29	12	34	36	34	26	10	13	42	17	34	31	44	26	29	32	41	29	49	24	60	47	60	32	58	43	41	46	68	50	17	46	49	41	68	54	68	72	70	65	80	36	45	73	61	82	52	85	91	51	78	76	89	81	91	94	1	1	1	1	3	2	1	3	3	1	1	1	1	1	2	2	1	1	1	2	2	1	1	2	1	3	1	1	1	1	4	1	1	1	1	1	1	2	1	1	2	3	2	1	1	1	3	4	1	3	2	1	1	1	3	1	1	3	1	1	1	3	2	2	1	1	1	1	1	1	3	2	2	2	1	4	2	1	1	2	1	5	5	2	2	1	4	1	1	3	1	2	2	2	4	1
8500	-446.515737030564537	-445.112359188566984	-1.403377841997552	0.000127979009736	0.000050639689171	0.395687459028681	0.748875583561135	0	2	4	4	7	5	7	6	8	8	9	10	8	8	9	9	11	10	12	13	11	11	12	14	12	12	11	14	12	13	13	16	14	12	12	14	11	14	14	16	16	15	16	15	15	15	14	16	15	17	16	16	17	15	16	16	17	17	18	16	19	17	18	18	18	18	18	17	18	19	20	18	19	20	20	21	22	21	22	19	23	22	22	25	22	22	24	24	23	24	24	26	29	30	31	32	0	1	2	1	6	2	6	3	8	6	8	15	8	8	14	7	11	13	8	17	16	18	27	20	18	18	11	19	7	22	18	44	27	37	9	15	6	17	29	33	49	30	18	35	39	35	20	26	30	54	38	24	44	30	33	46	49	54	57	31	58	38	38	52	49	32	49	40	43	63	41	55	26	66	47	32	75	61	65	50	73	71	75	81	80	73	89	75	75	75	77	89	92	92	93	95	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	3	1	3	2	1	1	1	1	2	1	1	1	1	1	1	3	2	1	1	2	2	2	1	1
9000	-500.835609796376275	-499.284744558121133	-1.550865238255163	0.000150037500657	0.000039557934427	0.263653648279296	0.633568492235646	0	2	4	5	5	7	7	6	9	8	9	9	9	10	9	8	11	9	11	14	10	10	11	13	13	13	11	14	12	12	14	14	14	12	12	14	12	13	14	14	16	16	15	14	15	15	14	15	16	16	17	17	16	15	16	16	17	17	18	17	19	17	18	18	18	18	16	18	17	18	18	20	19	21	17	21	20	20	23	19	24	21	21	24	23	24	24	23	23	23	24	26	30	29	31	32	0	1	2	2	3	3	4	3	7	3	8	6	7	15	8	8	16	7	9	27	9	7	13	13	7	30	10	37	22	19	34	34	2	18	16	29	17	13	35	34	31	40	18	6	31	24	6	35	36	54	32	32	36	33	32	19	29	48	53	54	59	41	32	13	52	42	48	55	55	35	46	51	60	34	40	52	60	49	80	42	74	41	44	70	57	47	77	77	72	80	85	85	94	83	93	95	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	4	1	2	1	1	1	1	1	1	1	3	3	1	1	3	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	4	1	1	1	1	1	3	2	1	1	4	1	2	1	2	3	3	1	3	4	3	2	4	2	1	2	1	1	2	1	4	1	1
9500	-514.260702412690307	-512.802081605030821	-1.458620807659437	0.000134966630657	0.000044244268212	0.327816349835779	0.551678748715444	0	2	4	5	6	5	8	7	8	8	7	10	9	9	9	9	12	10	11	13	11	11	10	13	14	13	12	13	11	13	13	16	14	11	12	14	14	14	15	15	15	14	16	15	15	15	14	16	15	17	16	17	17	15	16	16	16	18	18	17	18	17	16	16	20	18	19	18	18	19	20	18	19	19	20	21	21	22	22	20	23	23	22	24	23	24	24	24	24	24	24	26	29	30	31	32	0	1	1	3	4	2	8	4	5	4	3	9	3	7	7	8	16	9	16	22	13	16	10	9	17	34	13	29	23	17	19	20	4	5	13	20	6	27	29	31	30	30	28	17	29	35	26	16	27	54	38	20	26	26	26	35	40	55	43	47	22	49	31	33	39	25	18	24	55	51	44	38	37	50	36	20	65	61	17	24	73	75	50	63	58	26	44	75	79	77	77	76	78	82	93	95	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	5	2	1	1	5	1	1	1	1	1	2	1	2	2	1	2	2	1	1	2	2	1	1	2	1	1	1	1	4	1	1	1	2	1	4	2	1	1	3	2	2	1	2	6	1	2	4	4	2	2	2	4	2	5	4	2	1	2	2	2	3	4	1	1
10000	-475.767839660616573	-474.321852332483104	-1.445987328133484	0.000144762050781	0.000049241301145	0.340153381908169	0.735403637591230	1	2	4	4	6	6	6	8	9	8	9	11	8	9	10	9	12	9	11	11	10	11	11	14	14	13	12	13	12	14	14	15	15	12	11	15	13	14	13	15	15	16	16	14	13	16	14	17	15	17	17	17	16	14	17	16	16	17	17	18	19	15	19	18	19	20	17	18	16	20	19	19	19	21	20	20	21	20	22	21	21	23	21	25	22	23	22	24	24	24	25	26	30	30	31	32	0	1	2	2	4	4	1	6	13	6	8	16	3	8	7	8	19	7	11	11	9	18	13	11	27	14	12	20	20	28	27	13	24	14	16	54	34	45	22	31	8	30	25	45	15	44	11	41	24	36	38	36	54	15	33	44	21	36	44	55	52	29	33	52	56	60	25	43	39	71	20	48	58	73	58	36	65	49	70	33	73	69	58	82	56	81	49	78	87	74	88	52	89	87	84	94	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	2	1	2	1	2	1	3	1	1	1	2	2	1	2	1	4	1	4	2	1	2	1	3	1	1	1	1	5	2	4	4	1
10500	-445.978737248423442	-444.545247656118363	-1.433489592305072	0.000136152023720	0.000048171593443	0.353807399457344	0.769438631335723	-1	2	4	4	6	6	6	7	8	7	9	10	8	7	8	8	10	10	11	12	10	10	10	13	12	12	12	14	13	12	15	14	14	10	12	14	13	12	14	16	15	15	17	14	15	14	14	16	14	17	17	17	16	15	16	16	16	17	17	17	19	17	17	19	18	20	18	18	19	19	18	18	19	20	20	20	22	22	19	22	21	22	23	25	23	22	24	24	23	23	24	27	29	31	30	33	0	1	2	2	2	4	3	4	6	6	8	15	8	7	10	5	15	10	6	17	15	16	13	22	23	19	23	20	27	22	33	37	11	9	17	26	26	34	30	24	30	30	40	20	37	18	16	49	26	45	33	40	45	24	29	34	49	24	44	31	51	54	31	65	36	58	57	52	44	45	56	59	32	70	71	52	75	71	28	74	73	75	71	83	79	81	86	82	81	77	85	76	84	92	81	95	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2	3	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	1	2	1	1	1	1	2	2	1	1	1	3	1	1	1	1	1	1	1	1	2	1	2	4	1
11000	-531.022060574957663	-529.573699365760262	-1.448361209197440	0.000123368349989	0.000041665567135	0.337733033952076	0.564470947979664	1	2	4	3	6	7	7	6	9	8	8	10	9	9	7	9	11	8	10	14	10	12	12	13	13	13	12	14	12	12	13	14	14	12	12	13	14	15	14	15	14	16	16	15	15	14	14	17	16	16	17	16	16	16	17	15	15	17	19	18	19	17	18	19	18	19	18	18	19	19	20	19	18	20	20	21	21	22	22	22	23	22	23	25	21	23	23	24	24	23	24	25	29	30	32	32	0	1	2	1	2	2	4	3	15	8	6	10	8	15	4	4	6	6	8	25	15	18	19	13	12	35	16	29	3	9	19	12	25	5	5	17	29	33	26	24	35	46	30	24	22	24	12	9	30	30	17	28	28	46	28	26	41	28	41	53	48	18	45	32	38	68	29	32	51	49	65	62	37	73	68	29	35	66	59	74	74	70	60	77	65	58	78	87	80	80	78	64	92	71	84	74	1	1	1	2	3	3	2	1	1	1	1	1	1	1	2	2	3	1	1	1	1	2	1	2	1	1	1	1	3	2	2	3	1	3	2	1	1	1	1	1	1	1	2	1	1	1	2	4	2	1	2	1	1	1	2	1	1	1	2	1	1	5	2	3	1	1	2	3	1	2	1	1	2	2	2	5	5	2	2	1	1	1	2	2	3	3	1	1	1	1	2	3	1	6	3	5
11500	-539.897790373592784	-538.422605832195472	-1.475184541397259	0.000140990088581	0.000044185682544	0.313395664823385	0.572900021947364	0	2	4	4	7	6	7	6	8	8	8	10	8	8	9	8	11	10	9	13	11	10	12	13	13	12	13	14	12	13	14	14	15	11	12	14	12	15	14	16	15	16	15	14	16	14	14	16	16	17	16	16	17	16	16	16	16	17	18	17	16	18	17	19	19	19	18	18	17	19	19	19	20	20	20	21	21	21	22	21	21	22	22	25	24	24	24	24	24	22	24	26	29	30	30	32	0	1	2	1	6	4	8	2	8	8	8	14	8	7	14	7	9	11	6	17	18	16	17	15	14	21	23	20	18	8	23	25	36	11	12	15	10	27	7	44	24	30	26	18	46	29	21	44	21	38	34	31	56	28	28	46	17	39	38	31	20	45	38	52	31	40	31	31	33	50	31	32	65	59	29	70	65	60	29	72	59	78	75	79	72	41	78	82	80	20	77	89	81	71	92	93	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	2	1	2	2	1	2	1	1	1	3	2	1	2	1	1	2	1	2	1	1	1	2	2	2	2	1	2	1	1	1	2	2	2	2	2	2	1	3	2	1	1	3	1	1	2	5	1	1	1	1	2	3	4	2	1	1	3	1	1	5	6	3	2
12000	-533.804346341054156	-532.398514745368743	-1.405831595685361	0.000117195158598	0.000045894377004	0.391606424304601	0.549812387122482	0	2	4	3	5	7	7	6	9	8	9	11	8	9	10	9	11	10	10	14	10	12	10	12	13	14	13	14	11	13	14	16	14	13	13	15	13	12	14	16	16	15	15	15	16	16	14	16	15	17	17	16	15	16	17	15	15	18	17	18	19	17	18	18	18	20	18	19	19	19	18	20	20	19	20	21	20	22	23	21	22	21	24	23	23	22	25	24	24	23	24	26	28	29	31	31	0	1	2	1	4	8	5	3	10	5	7	19	8	8	11	7	13	10	8	15	8	13	6	11	17	30	12	22	21	16	24	5	30	23	10	27	13	9	7	42	23	15	16	24	27	26	18	12	31	18	38	31	35	56	23	34	25	37	48	10	40	41	45	55	30	67	33	11	36	29	39	51	47	20	71	52	18	70	74	35	74	50	60	67	39	73	73	70	35	75	82	68	92	88	94	33	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	2	2	2	2	2	1	1	1	1	1	3	1	5	1	1	2	1	3	2	4	1	3	2	3	2	1	1	2	1	1	4	2	1	1	1	3	1	1	3	1	5	1	1	1	1	3	1	1	7	1	3	2	2	3	2	1	3	5	1	2	3	2	2	3	2	5	1	2	2	6	1	2	3	1	3	1	9
12500	-541.239581191394450	-539.841747131206034	-1.397834060188439	0.000138750719515	0.000056268399922	0.405535914473732	0.545394695966847	-1	1	5	4	6	6	8	6	8	8	8	9	8	7	10	9	11	10	9	12	11	11	11	13	11	13	13	14	13	14	15	15	15	11	12	12	14	14	14	15	15	16	14	15	15	15	14	15	14	18	17	17	15	12	16	17	16	17	18	16	18	17	17	17	20	19	19	18	18	19	20	20	19	20	20	20	21	21	21	20	23	22	23	24	24	23	24	25	24	23	24	26	29	30	32	32	0	1	2	2	4	3	8	3	4	6	8	14	8	2	11	11	10	4	13	23	11	7	13	25	19	16	36	34	5	8	28	26	20	8	16	17	18	20	16	37	27	39	17	35	26	35	10	28	17	64	38	33	35	18	32	5	15	60	56	39	60	34	10	38	67	32	48	30	58	64	63	10	33	37	36	50	50	65	74	30	79	31	77	86	80	59	82	72	81	18	71	52	91	93	78	83	1	1	2	2	1	1	1	1	2	1	1	1	1	3	1	1	2	2	1	1	3	2	1	1	1	2	1	1	4	4	1	1	1	3	1	1	3	1	2	1	1	1	2	2	1	3	3	1	1	1	1	1	1	1	1	5	3	1	1	1	1	2	3	2	1	1	2	3	1	1	2	5	2	3	3	1	1	1	1	3	2	2	1	1	2	2	1	2	1	6	2	5	2	1	4	4
13000	-497.219157827365734	-495.614627037354069	-1.604530790011640	0.000170612897536	0.000040618517847	0.238074134098329	0.622298449060406	0	2	4	3	7	5	8	6	7	9	8	11	8	9	9	9	11	8	12	13	11	10	10	13	13	14	12	14	10	14	14	16	15	12	13	14	13	14	14	15	15	16	17	14	16	16	15	16	15	17	15	16	16	16	17	16	16	18	18	17	18	16	18	19	19	19	19	18	17	19	18	19	20	18	20	20	20	19	22	22	24	21	20	23	20	22	24	24	25	22	24	26	29	30	32	33	0	1	2	2	6	3	3	3	8	18	8	5	8	7	5	1	14	2	29	19	7	8	7	9	7	27	23	35	7	22	17	33	35	7	34	27	12	10	37	21	28	31	25	29	30	37	35	36	21	40	37	34	44	22	36	35	28	30	56	30	42	26	27	27	55	30	32	47	46	58	28	56	71	41	59	65	58	50	73	73	70	72	68	73	52	45	80	58	88	77	59	65	92	93	91	94	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	4	1	3	1	1	2	2	1	4	1	1	1	1	1	2	1	1	1	2	1	1	2	3	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	3	3	1	3	1	2	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	3	1	1	2	3	1	1	3	2
13500	-493.577975803486424	-492.180127374544895	-1.397848428941541	0.000118870480269	0.000048203066566	0.405509142864855	0.637094047756606	0	2	4	4	7	6	7	7	8	9	9	10	8	9	10	6	11	8	11	14	10	11	11	13	13	13	13	14	12	12	15	16	14	12	12	14	13	15	14	16	15	16	16	14	13	16	14	16	15	17	17	14	16	16	16	16	15	17	19	15	16	17	18	18	18	17	18	18	19	20	19	20	19	19	20	21	22	22	21	22	23	23	24	25	23	23	23	24	23	23	25	26	29	30	31	33	0	1	2	2	1	1	16	16	16	7	9	7	7	8	14	3	13	6	10	5	9	5	13	23	22	11	23	15	16	12	45	28	13	14	18	29	6	45	30	25	29	28	60	37	17	29	23	22	26	44	31	26	35	45	28	35	34	49	46	17	36	31	52	33	43	31	49	37	55	69	36	42	50	36	61	36	72	72	61	73	20	77	75	88	65	79	73	82	67	79	83	32	89	93	93	95	1	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	2	2	1	5	1	1	1	1	1	2	2	1	3	1	1	1	2	2	2	1	3	1	1	1	1	1	1	1	1	3	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	3	1	1	1	1	3	1	1	3	2	1	2	2	4	1	1	1	2	5	1	3	1	2	1	2	1	2	1	1	4	2	1	1	2
14000	-449.526524197375238	-448.071140191276243	-1.455384006099019	0.000172434575368	0.000057050794072	0.330854725338139	0.748680762569120	0	2	4	5	7	6	8	6	7	8	7	11	8	10	9	10	10	10	11	14	10	10	11	14	14	12	13	13	13	12	14	16	14	12	12	14	14	15	13	13	14	13	16	14	16	15	14	16	15	17	18	16	17	15	16	16	16	17	19	16	18	18	18	18	20	19	17	18	18	20	19	19	19	20	20	21	21	21	21	21	24	23	24	24	24	24	24	22	23	23	24	27	29	30	32	31	0	1	2	2	4	3	8	3	8	6	4	7	8	15	9	8	13	7	15	27	15	5	8	30	11	12	9	12	12	16	26	33	35	12	18	12	26	23	19	15	35	19	19	34	28	24	12	44	30	55	52	12	35	42	34	47	27	36	68	25	60	38	25	55	73	69	28	48	27	69	53	60	49	68	71	52	53	69	72	73	80	72	75	88	76	73	77	75	78	78	59	91	87	93	93	90	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	3	1	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	1	1	1	2	1	3	1	1	1	1	1	1	2	2	2	1	1	1	3	2	2	1	2	1	1	1	1	3	2	2	1	1	4
